date,손부업사이트
2020-03-20,55.19125
2020-03-21,56.8306
2020-03-22,30.05464
2020-03-23,43.71584
2020-03-24,34.42622
2020-03-25,39.89071
2020-03-26,36.61202
2020-03-27,30.60109
2020-03-28,31.69398
2020-03-29,34.42622
2020-03-30,48.08743
2020-03-31,39.89071
2020-04-01,32.24043
2020-04-02,26.2295
2020-04-03,37.70491
2020-04-04,24.04371
2020-04-05,22.95081
2020-04-06,39.34426
2020-04-07,32.78688
2020-04-08,42.62295
2020-04-09,25.68306
2020-04-10,20.76502
2020-04-11,14.20765
2020-04-12,20.76502
2020-04-13,30.60109
2020-04-14,32.24043
2020-04-15,21.31147
2020-04-16,21.85792
2020-04-17,21.31147
2020-04-18,18.03278
2020-04-19,32.24043
2020-04-20,22.40437
2020-04-21,29.50819
2020-04-22,39.34426
2020-04-23,29.50819
2020-04-24,23.49726
2020-04-25,12.5683
2020-04-26,13.6612
2020-04-27,23.49726
2020-04-28,22.40437
2020-04-29,22.40437
2020-04-30,14.75409
2020-05-01,16.39344
2020-05-02,6.01092
2020-05-03,26.77595
2020-05-04,18.57923
2020-05-05,13.6612
2020-05-06,20.21857
2020-05-07,18.03278
2020-05-08,21.31147
2020-05-09,14.20765
2020-05-10,25.13661
2020-05-11,33.33333
2020-05-12,37.15846
2020-05-13,25.13661
2020-05-14,27.3224
2020-05-15,30.05464
2020-05-16,19.67213
2020-05-17,28.96174
2020-05-18,23.49726
2020-05-19,33.87978
2020-05-20,24.59016
2020-05-21,26.2295
2020-05-22,24.04371
2020-05-23,18.57923
2020-05-24,21.31147
2020-05-25,40.43715
2020-05-26,33.87978
2020-05-27,33.87978
2020-05-28,22.40437
2020-05-29,26.77595
2020-05-30,12.5683
2020-05-31,18.57923
2020-06-01,31.69398
2020-06-02,26.77595
2020-06-03,33.87978
2020-06-04,33.33333
2020-06-05,32.78688
2020-06-06,14.20765
2020-06-07,22.95081
2020-06-08,29.50819
2020-06-09,32.78688
2020-06-10,35.51912
2020-06-11,38.25136
2020-06-12,20.21857
2020-06-13,13.11475
2020-06-14,19.67213
2020-06-15,25.68306
2020-06-16,35.51912
2020-06-17,25.13661
2020-06-18,20.76502
2020-06-19,19.67213
2020-06-20,32.24043
2020-06-21,17.48633
2020-06-22,28.96174
2020-06-23,43.71584
2020-06-24,36.61202
2020-06-25,28.96174
2020-06-26,21.85792
2020-06-27,22.40437
2020-06-28,21.31147
2020-06-29,37.70491
2020-06-30,30.05464
2020-07-01,32.24043
2020-07-02,33.87978
2020-07-03,24.04371
2020-07-04,13.6612
2020-07-05,17.48633
2020-07-06,100.0
2020-07-07,62.84153
2020-07-08,62.84153
2020-07-09,28.96174
2020-07-10,31.14754
2020-07-11,18.03278
2020-07-12,36.61202
2020-07-13,39.89071
2020-07-14,26.2295
2020-07-15,27.86885
2020-07-16,24.04371
2020-07-17,23.49726
2020-07-18,8.19672
2020-07-19,17.48633
2020-07-20,24.04371
2020-07-21,18.57923
2020-07-22,24.04371
2020-07-23,21.31147
2020-07-24,19.67213
2020-07-25,13.11475
2020-07-26,13.6612
2020-07-27,39.89071
2020-07-28,37.70491
2020-07-29,40.9836
2020-07-30,22.40437
2020-07-31,21.31147
2020-08-01,11.4754
2020-08-02,12.02185
2020-08-03,22.40437
2020-08-04,22.40437
2020-08-05,24.04371
2020-08-06,27.86885
2020-08-07,29.50819
2020-08-08,30.60109
2020-08-09,40.43715
2020-08-10,44.80874
2020-08-11,39.34426
2020-08-12,28.4153
2020-08-13,27.3224
2020-08-14,20.21857
2020-08-15,10.92896
2020-08-16,20.76502
2020-08-17,16.39344
2020-08-18,37.70491
2020-08-19,26.77595
2020-08-20,29.50819
2020-08-21,23.49726
2020-08-22,14.20765
2020-08-23,18.57923
2020-08-24,31.14754
2020-08-25,50.81967
2020-08-26,31.69398
2020-08-27,33.87978
2020-08-28,24.59016
2020-08-29,25.13661
2020-08-30,20.21857
2020-08-31,38.25136
2020-09-01,30.05464
2020-09-02,35.51912
2020-09-03,17.48633
2020-09-04,46.44808
2020-09-05,18.57923
2020-09-06,27.86885
2020-09-07,38.25136
2020-09-08,39.89071
2020-09-09,46.44808
2020-09-10,31.69398
2020-09-11,27.86885
2020-09-12,20.21857
2020-09-13,32.24043
2020-09-14,23.49726
2020-09-15,38.25136
2020-09-16,28.96174
2020-09-17,36.06557
2020-09-18,24.04371
2020-09-19,12.5683
2020-09-20,20.76502
2020-09-21,20.76502
2020-09-22,32.78688
2020-09-23,38.79781
2020-09-24,32.78688
2020-09-25,22.95081
2020-09-26,14.20765
2020-09-27,18.57923
2020-09-28,16.93989
2020-09-29,12.02185
2020-09-30,7.65027
2020-10-01,7.10382
2020-10-02,13.6612
2020-10-03,7.65027
2020-10-04,27.3224
2020-10-05,28.96174
2020-10-06,31.69398
2020-10-07,28.96174
2020-10-08,28.96174
2020-10-09,17.48633
2020-10-10,15.84699
2020-10-11,24.04371
2020-10-12,20.76502
2020-10-13,39.89071
2020-10-14,38.79781
2020-10-15,26.2295
2020-10-16,26.2295
2020-10-17,13.6612
2020-10-18,14.20765
2020-10-19,23.49726
2020-10-20,33.33333
2020-10-21,36.06557
2020-10-22,22.95081
2020-10-23,18.57923
2020-10-24,10.92896
2020-10-25,16.93989
2020-10-26,30.60109
2020-10-27,26.2295
2020-10-28,29.50819
2020-10-29,34.97267
2020-10-30,25.68306
2020-10-31,9.28961
2020-11-01,16.93989
2020-11-02,33.87978
2020-11-03,24.59016
2020-11-04,20.76502
2020-11-05,32.78688
2020-11-06,12.02185
2020-11-07,10.92896
2020-11-08,13.6612
2020-11-09,26.77595
2020-11-10,31.69398
2020-11-11,20.76502
2020-11-12,29.50819
2020-11-13,17.48633
2020-11-14,11.4754
2020-11-15,12.5683
2020-11-16,26.2295
2020-11-17,27.86885
2020-11-18,24.59016
2020-11-19,25.68306
2020-11-20,32.24043
2020-11-21,25.68306
2020-11-22,39.34426
2020-11-23,48.08743
2020-11-24,49.18032
2020-11-25,38.25136
2020-11-26,34.97267
2020-11-27,39.34426
2020-11-28,15.30054
2020-11-29,30.60109
2020-11-30,43.71584
2020-12-01,55.7377
2020-12-02,31.14754
2020-12-03,32.78688
2020-12-04,32.78688
2020-12-05,22.40437
2020-12-06,30.60109
2020-12-07,41.53005
2020-12-08,38.79781
2020-12-09,39.34426
2020-12-10,28.4153
2020-12-11,42.62295
2020-12-12,33.87978
2020-12-13,30.05464
2020-12-14,46.99453
2020-12-15,39.89071
2020-12-16,51.36612
2020-12-17,47.54098
2020-12-18,36.06557
2020-12-19,16.93989
2020-12-20,27.3224
2020-12-21,32.78688
2020-12-22,42.0765
2020-12-23,38.25136
2020-12-24,28.96174
2020-12-25,23.49726
2020-12-26,22.95081
2020-12-27,29.50819
2020-12-28,75.40983
2020-12-29,55.7377
2020-12-30,48.08743
2020-12-31,39.89071
2021-01-01,44.80874
2021-01-02,40.43715
2021-01-03,62.84153
2021-01-04,85.2459
2021-01-05,55.19125
2021-01-06,47.54098
2021-01-07,34.42622
2021-01-08,39.89071
2021-01-09,31.14754
2021-01-10,32.78688
2021-01-11,59.01639
2021-01-12,56.28415
2021-01-13,48.08743
2021-01-14,25.68306
2021-01-15,21.85792
2021-01-16,24.04371
2021-01-17,25.13661
2021-01-18,26.77595
2021-01-19,32.24043
2021-01-20,38.79781
2021-01-21,48.08743
2021-01-22,30.60109
2021-01-23,18.57923
2021-01-24,19.12568
2021-01-25,28.96174
2021-01-26,27.3224
2021-01-27,32.24043
2021-01-28,34.97267
2021-01-29,20.76502
2021-01-30,7.65027
2021-01-31,13.6612
2021-02-01,23.49726
2021-02-02,18.57923
2021-02-03,6.55737
2021-02-04,15.30054
2021-02-05,21.85792
2021-02-06,8.19672
2021-02-07,9.83606
2021-02-08,18.03278
2021-02-09,16.93989
2021-02-10,10.92896
2021-02-11,8.19672
2021-02-12,6.01092
2021-02-13,9.28961
2021-02-14,16.39344
2021-02-15,22.95081
2021-02-16,30.05464
2021-02-17,22.95081
2021-02-18,19.12568
2021-02-19,10.38251
2021-02-20,10.92896
2021-02-21,16.93989
2021-02-22,15.30054
2021-02-23,22.40437
2021-02-24,8.74316
2021-02-25,9.28961
2021-02-26,8.19672
2021-02-27,7.65027
