date,관세
2020-03-20,43.25416
2020-03-21,29.86356
2020-03-22,28.6003
2020-03-23,42.69833
2020-03-24,46.84183
2020-03-25,49.21677
2020-03-26,48.762
2020-03-27,49.82314
2020-03-28,34.41131
2020-03-29,34.10813
2020-03-30,44.41637
2020-03-31,45.12379
2020-04-01,50.53057
2020-04-02,49.67155
2020-04-03,43.75947
2020-04-04,31.27842
2020-04-05,39.91915
2020-04-06,43.96159
2020-04-07,42.14249
2020-04-08,43.86053
2020-04-09,44.77008
2020-04-10,42.14249
2020-04-11,27.2865
2020-04-12,27.84234
2020-04-13,41.38453
2020-04-14,41.03082
2020-04-15,31.27842
2020-04-16,44.66902
2020-04-17,42.59727
2020-04-18,30.87417
2020-04-19,29.05507
2020-04-20,45.78069
2020-04-21,46.33653
2020-04-22,44.51743
2020-04-23,41.94037
2020-04-24,42.69833
2020-04-25,26.22536
2020-04-26,27.23597
2020-04-27,45.47751
2020-04-28,39.66649
2020-04-29,35.77564
2020-04-30,27.18544
2020-05-01,40.98029
2020-05-02,30.97524
2020-05-03,31.98585
2020-05-04,42.59727
2020-05-05,34.76503
2020-05-06,39.36331
2020-05-07,42.90045
2020-05-08,35.37139
2020-05-09,24.81051
2020-05-10,28.80242
2020-05-11,44.21424
2020-05-12,50.37897
2020-05-13,43.60788
2020-05-14,43.10257
2020-05-15,38.15058
2020-05-16,25.82112
2020-05-17,26.22536
2020-05-18,43.96159
2020-05-19,43.40576
2020-05-20,40.77817
2020-05-21,41.83931
2020-05-22,34.91662
2020-05-23,24.65891
2020-05-24,25.87165
2020-05-25,41.28347
2020-05-26,41.48559
2020-05-27,39.26225
2020-05-28,40.92976
2020-05-29,39.06013
2020-05-30,26.62961
2020-05-31,24.81051
2020-06-01,37.99898
2020-06-02,40.57604
2020-06-03,41.23294
2020-06-04,40.32339
2020-06-05,37.39262
2020-06-06,25.26528
2020-06-07,27.48863
2020-06-08,38.20111
2020-06-09,41.78878
2020-06-10,41.73825
2020-06-11,40.02021
2020-06-12,39.46437
2020-06-13,24.9621
2020-06-14,27.2865
2020-06-15,37.94845
2020-06-16,36.23041
2020-06-17,40.72764
2020-06-18,42.74886
2020-06-19,34.15866
2020-06-20,27.53916
2020-06-21,26.22536
2020-06-22,42.09196
2020-06-23,40.12127
2020-06-24,46.63971
2020-06-25,46.08388
2020-06-26,37.13996
2020-06-27,25.56846
2020-06-28,24.25467
2020-06-29,39.11066
2020-06-30,41.53612
2020-07-01,38.25164
2020-07-02,37.44315
2020-07-03,33.95654
2020-07-04,23.74936
2020-07-05,24.86104
2020-07-06,39.36331
2020-07-07,40.02021
2020-07-08,43.00151
2020-07-09,35.62405
2020-07-10,35.32086
2020-07-11,26.88226
2020-07-12,27.53916
2020-07-13,42.69833
2020-07-14,40.6771
2020-07-15,43.30469
2020-07-16,42.04143
2020-07-17,40.02021
2020-07-18,27.4381
2020-07-19,29.35826
2020-07-20,40.37392
2020-07-21,40.12127
2020-07-22,44.01212
2020-07-23,43.00151
2020-07-24,38.65588
2020-07-25,27.18544
2020-07-26,30.16675
2020-07-27,41.18241
2020-07-28,43.25416
2020-07-29,39.76755
2020-07-30,41.43506
2020-07-31,37.64527
2020-08-01,24.91157
2020-08-02,25.26528
2020-08-03,35.01768
2020-08-04,37.84739
2020-08-05,36.43254
2020-08-06,34.86609
2020-08-07,38.65588
2020-08-08,27.9434
2020-08-09,25.82112
2020-08-10,35.52299
2020-08-11,38.15058
2020-08-12,35.62405
2020-08-13,34.86609
2020-08-14,30.67205
2020-08-15,21.3239
2020-08-16,20.41435
2020-08-17,25.56846
2020-08-18,38.95907
2020-08-19,39.66649
2020-08-20,38.20111
2020-08-21,33.24911
2020-08-22,24.35573
2020-08-23,22.63769
2020-08-24,39.31278
2020-08-25,41.43506
2020-08-26,40.8287
2020-08-27,45.93228
2020-08-28,39.66649
2020-08-29,27.18544
2020-08-30,27.4381
2020-08-31,42.79939
2020-09-01,45.57857
2020-09-02,54.8762
2020-09-03,50.88428
2020-09-04,47.49873
2020-09-05,32.39009
2020-09-06,31.0763
2020-09-07,45.67963
2020-09-08,49.21677
2020-09-09,46.99343
2020-09-10,45.83122
2020-09-11,40.42445
2020-09-12,29.91409
2020-09-13,33.04699
2020-09-14,46.99343
2020-09-15,47.49873
2020-09-16,50.12632
2020-09-17,48.45881
2020-09-18,44.31531
2020-09-19,31.0763
2020-09-20,29.2572
2020-09-21,44.11318
2020-09-22,42.74886
2020-09-23,46.286
2020-09-24,40.47498
2020-09-25,37.08943
2020-09-26,29.56038
2020-09-27,29.05507
2020-09-28,36.12935
2020-09-29,34.86609
2020-09-30,25.06316
2020-10-01,25.06316
2020-10-02,28.90348
2020-10-03,30.9247
2020-10-04,33.70389
2020-10-05,48.1051
2020-10-06,42.24355
2020-10-07,42.14249
2020-10-08,41.48559
2020-10-09,37.54421
2020-10-10,30.57099
2020-10-11,35.77564
2020-10-12,51.44012
2020-10-13,53.25922
2020-10-14,64.6286
2020-10-15,52.29914
2020-10-16,44.21424
2020-10-17,33.95654
2020-10-18,35.82617
2020-10-19,46.23547
2020-10-20,53.86558
2020-10-21,53.05709
2020-10-22,45.32592
2020-10-23,41.58665
2020-10-24,30.72258
2020-10-25,33.29964
2020-10-26,42.09196
2020-10-27,46.58918
2020-10-28,46.99343
2020-10-29,43.86053
2020-10-30,44.16371
2020-10-31,27.58969
2020-11-01,33.50176
2020-11-02,45.42698
2020-11-03,45.93228
2020-11-04,44.26478
2020-11-05,48.05457
2020-11-06,51.84436
2020-11-07,35.11874
2020-11-08,36.43254
2020-11-09,50.4295
2020-11-10,51.64224
2020-11-11,57.04901
2020-11-12,52.45073
2020-11-13,50.73269
2020-11-14,35.97776
2020-11-15,39.56543
2020-11-16,66.953
2020-11-17,55.83628
2020-11-18,63.71905
2020-11-19,55.22991
2020-11-20,64.32541
2020-11-21,41.9909
2020-11-22,42.6478
2020-11-23,66.64982
2020-11-24,74.2294
2020-11-25,75.34108
2020-11-26,93.83527
2020-11-27,100.0
2020-11-28,67.6099
2020-11-29,56.6953
2020-11-30,69.73218
2020-12-01,65.03284
2020-12-02,58.46387
2020-12-03,47.54926
2020-12-04,52.60232
2020-12-05,40.57604
2020-12-06,38.3527
2020-12-07,58.56493
2020-12-08,61.69782
2020-12-09,60.68721
2020-12-10,52.29914
2020-12-11,57.60485
2020-12-12,40.02021
2020-12-13,40.07074
2020-12-14,56.84689
2020-12-15,56.5437
2020-12-16,54.42142
2020-12-17,48.6104
2020-12-18,45.73016
2020-12-19,38.45376
2020-12-20,35.11874
2020-12-21,44.61849
2020-12-22,47.95351
2020-12-23,45.32592
2020-12-24,37.54421
2020-12-25,26.42748
2020-12-26,33.19858
2020-12-27,29.1056
2020-12-28,42.90045
2020-12-29,44.61849
2020-12-30,42.04143
2020-12-31,32.99646
2021-01-01,27.2865
2021-01-02,29.1056
2021-01-03,33.50176
2021-01-04,45.17433
2021-01-05,47.70085
2021-01-06,45.12379
2021-01-07,45.67963
2021-01-08,42.19302
2021-01-09,30.06568
2021-01-10,29.86356
2021-01-11,44.06265
2021-01-12,39.86862
2021-01-13,45.27539
2021-01-14,44.01212
2021-01-15,39.86862
2021-01-16,32.59221
2021-01-17,27.99393
2021-01-18,41.73825
2021-01-19,45.17433
2021-01-20,44.66902
2021-01-21,45.88175
2021-01-22,38.80747
2021-01-23,29.66144
2021-01-24,30.31834
2021-01-25,45.67963
2021-01-26,47.65032
2021-01-27,48.66093
2021-01-28,40.87923
2021-01-29,37.44315
2021-01-30,27.23597
2021-01-31,30.26781
2021-02-01,39.86862
2021-02-02,43.91106
2021-02-03,42.49621
2021-02-04,38.40323
2021-02-05,33.90601
2021-02-06,28.34765
2021-02-07,28.49924
2021-02-08,36.98837
2021-02-09,34.51237
2021-02-10,34.96715
2021-02-11,27.08438
2021-02-12,30.31834
2021-02-13,30.9247
2021-02-14,34.00707
2021-02-15,45.6291
2021-02-16,44.66902
2021-02-17,43.35522
2021-02-18,42.29408
2021-02-19,43.35522
2021-02-20,32.2385
2021-02-21,29.30773
2021-02-22,43.81
2021-02-23,44.16371
2021-02-24,40.47498
