date,SCHDETF
2020-03-21,0.40733
2020-03-22,0.40733
2020-03-23,0.40733
2020-03-24,0.33944
2020-03-25,0.40733
2020-03-27,0.33944
2020-03-28,0.5431
2020-03-29,0.40733
2020-03-31,0.33944
2020-04-01,0.47522
2020-04-02,0.5431
2020-04-03,0.81466
2020-04-05,0.47522
2020-04-06,0.47522
2020-04-08,0.33944
2020-04-11,0.40733
2020-04-14,0.33944
2020-04-16,0.47522
2020-04-17,0.33944
2020-04-19,1.1541
2020-04-20,0.74677
2020-04-21,0.81466
2020-04-22,0.33944
2020-04-24,1.28988
2020-04-26,0.81466
2020-04-29,0.33944
2020-05-05,0.33944
2020-05-08,0.5431
2020-05-11,0.33944
2020-05-12,0.33944
2020-05-16,0.67888
2020-05-17,0.40733
2020-05-21,0.33944
2020-05-22,0.47522
2020-05-26,0.5431
2020-05-27,1.01832
2020-05-29,0.33944
2020-05-30,0.33944
2020-06-02,0.5431
2020-06-03,0.61099
2020-06-04,0.33944
2020-06-05,1.28988
2020-06-09,0.67888
2020-06-10,0.33944
2020-06-12,1.22199
2020-06-13,3.93754
2020-06-14,1.22199
2020-06-15,0.95044
2020-06-16,0.47522
2020-06-17,1.1541
2020-06-18,0.5431
2020-06-19,0.40733
2020-06-20,0.40733
2020-06-23,0.74677
2020-06-24,0.40733
2020-06-26,0.67888
2020-06-28,0.33944
2020-06-30,0.95044
2020-07-01,0.81466
2020-07-02,0.40733
2020-07-04,0.67888
2020-07-07,0.47522
2020-07-08,0.5431
2020-07-09,0.40733
2020-07-10,0.33944
2020-07-12,0.33944
2020-07-13,0.47522
2020-07-14,0.61099
2020-07-15,0.47522
2020-07-17,0.5431
2020-07-19,0.47522
2020-07-21,0.47522
2020-07-23,0.33944
2020-07-24,0.47522
2020-07-25,0.47522
2020-07-27,0.88255
2020-07-29,0.40733
2020-07-30,0.88255
2020-07-31,0.74677
2020-08-02,0.74677
2020-08-08,0.88255
2020-08-09,0.5431
2020-08-11,0.5431
2020-08-13,0.5431
2020-08-14,0.67888
2020-08-15,0.5431
2020-08-18,1.01832
2020-08-19,0.88255
2020-08-20,0.74677
2020-08-21,0.40733
2020-08-22,0.40733
2020-08-23,0.88255
2020-08-27,0.47522
2020-08-28,0.5431
2020-08-30,0.81466
2020-08-31,0.81466
2020-09-02,0.40733
2020-09-04,0.40733
2020-09-05,0.74677
2020-09-06,2.44399
2020-09-07,1.42566
2020-09-08,0.5431
2020-09-09,0.95044
2020-09-10,1.90088
2020-09-11,0.33944
2020-09-12,0.88255
2020-09-13,1.1541
2020-09-14,1.83299
2020-09-15,0.61099
2020-09-16,1.01832
2020-09-17,1.1541
2020-09-18,1.28988
2020-09-19,0.88255
2020-09-20,0.95044
2020-09-21,1.62932
2020-09-22,0.67888
2020-09-23,0.33944
2020-09-25,1.69721
2020-09-26,1.49355
2020-09-28,0.5431
2020-09-29,0.74677
2020-09-30,0.81466
2020-10-01,0.47522
2020-10-02,1.28988
2020-10-03,0.74677
2020-10-04,0.61099
2020-10-05,0.74677
2020-10-06,0.67888
2020-10-07,1.1541
2020-10-08,0.47522
2020-10-09,1.62932
2020-10-10,1.83299
2020-10-11,0.40733
2020-10-12,0.81466
2020-10-13,1.22199
2020-10-14,0.40733
2020-10-15,0.5431
2020-10-16,0.47522
2020-10-18,0.61099
2020-10-19,0.88255
2020-10-20,0.61099
2020-10-21,0.61099
2020-10-22,0.67888
2020-10-23,1.22199
2020-10-24,0.95044
2020-10-25,0.61099
2020-10-27,0.40733
2020-10-28,0.47522
2020-10-29,0.88255
2020-10-30,0.61099
2020-11-01,0.74677
2020-11-02,0.33944
2020-11-03,0.5431
2020-11-05,0.33944
2020-11-06,0.61099
2020-11-07,0.81466
2020-11-08,0.67888
2020-11-09,0.5431
2020-11-10,0.40733
2020-11-11,1.08621
2020-11-12,1.01832
2020-11-13,0.61099
2020-11-15,0.5431
2020-11-17,1.08621
2020-11-18,1.01832
2020-11-19,0.74677
2020-11-20,1.49355
2020-11-21,0.74677
2020-11-22,0.47522
2020-11-23,0.88255
2020-11-24,0.74677
2020-11-25,1.28988
2020-11-26,0.67888
2020-11-27,1.96877
2020-11-29,0.47522
2020-12-01,1.22199
2020-12-03,1.08621
2020-12-04,1.1541
2020-12-05,0.81466
2020-12-07,0.74677
2020-12-08,1.22199
2020-12-09,1.1541
2020-12-10,0.74677
2020-12-11,1.08621
2020-12-12,1.08621
2020-12-13,0.81466
2020-12-14,0.88255
2020-12-16,1.28988
2020-12-17,0.47522
2020-12-18,0.40733
2020-12-23,1.22199
2020-12-24,0.40733
2020-12-25,0.33944
2020-12-26,1.08621
2020-12-27,0.47522
2020-12-28,0.81466
2020-12-29,0.47522
2020-12-30,1.08621
2020-12-31,0.74677
2021-01-01,0.5431
2021-01-02,0.74677
2021-01-03,1.49355
2021-01-04,0.40733
2021-01-05,1.22199
2021-01-06,1.22199
2021-01-07,1.69721
2021-01-08,1.42566
2021-01-09,0.88255
2021-01-10,1.35777
2021-01-12,1.1541
2021-01-13,0.61099
2021-01-14,1.62932
2021-01-15,1.35777
2021-01-16,0.40733
2021-01-17,3.59809
2021-01-18,1.28988
2021-01-19,1.42566
2021-01-20,1.1541
2021-01-21,1.42566
2021-01-22,1.62932
2021-01-23,1.22199
2021-01-24,1.1541
2021-01-25,2.71554
2021-01-26,1.69721
2021-01-27,0.40733
2021-01-28,1.56143
2021-01-29,2.64765
2021-01-30,1.90088
2021-01-31,2.71554
2021-02-01,1.1541
2021-02-02,1.90088
2021-02-03,2.10454
2021-02-04,2.24032
2021-02-05,2.3761
2021-02-06,2.9871
2021-02-07,3.32654
2021-02-08,1.49355
2021-02-09,2.51188
2021-02-10,4.00543
2021-02-11,2.57976
2021-02-12,2.9871
2021-02-13,3.12287
2021-02-14,2.91921
2021-02-15,3.32654
2021-02-16,3.32654
2021-02-17,2.71554
2021-02-18,3.32654
2021-02-19,2.9871
2021-02-20,3.19076
2021-02-21,2.10454
2021-02-22,3.25865
2021-02-23,3.05498
2021-02-24,4.82009
2021-02-25,4.27698
2021-02-26,3.59809
2021-02-27,5.09164
2021-02-28,4.88798
2021-03-01,6.38153
2021-03-02,4.34487
2021-03-03,3.59809
2021-03-04,4.61642
2021-03-05,3.73387
2021-03-06,6.78886
2021-03-07,4.41276
2021-03-08,8.01086
2021-03-09,7.19619
2021-03-10,5.90631
2021-03-11,5.15953
2021-03-12,3.32654
2021-03-13,4.95587
2021-03-14,3.93754
2021-03-15,6.78886
2021-03-16,5.29531
2021-03-17,6.31364
2021-03-18,5.43109
2021-03-19,4.82009
2021-03-20,4.54854
2021-03-21,6.24575
2021-03-22,5.63475
2021-03-23,5.9742
2021-03-24,5.15953
2021-03-25,4.82009
2021-03-26,3.93754
2021-03-27,6.38153
2021-03-28,4.41276
2021-03-29,5.22742
2021-03-30,7.46775
2021-03-31,5.43109
2021-04-01,3.86965
2021-04-02,2.51188
2021-04-03,1.96877
2021-04-04,2.91921
2021-04-05,3.86965
2021-04-06,3.46232
2021-04-07,2.57976
2021-04-08,2.03665
2021-04-09,3.12287
2021-04-10,2.85132
2021-04-11,2.30821
2021-04-12,2.91921
2021-04-13,4.41276
2021-04-14,3.39443
2021-04-15,2.64765
2021-04-16,2.10454
2021-04-17,4.27698
2021-04-18,2.30821
2021-04-19,4.88798
2021-04-20,4.00543
2021-04-21,2.9871
2021-04-22,5.22742
2021-04-23,2.9871
2021-04-24,3.59809
2021-04-25,1.62932
2021-04-26,3.12287
2021-04-27,1.35777
2021-04-28,3.66598
2021-04-29,2.71554
2021-04-30,3.12287
2021-05-01,3.32654
2021-05-02,2.17243
2021-05-03,1.96877
2021-05-04,2.71554
2021-05-05,5.15953
2021-05-06,4.27698
2021-05-07,4.82009
2021-05-08,10.18329
2021-05-09,8.21452
2021-05-10,6.85675
2021-05-11,7.46775
2021-05-12,4.41276
2021-05-13,3.73387
2021-05-14,4.88798
2021-05-15,2.9871
2021-05-16,3.05498
2021-05-17,3.80176
2021-05-18,4.20909
2021-05-19,4.54854
2021-05-20,4.82009
