date,주식투자
2020-03-20,100.0
2020-03-21,63.61753
2020-03-22,55.64376
2020-03-23,80.66965
2020-03-24,77.28684
2020-03-25,81.4981
2020-03-26,77.97721
2020-03-27,60.02761
2020-03-28,42.83741
2020-03-29,40.49016
2020-03-30,49.87918
2020-03-31,52.60614
2020-04-01,55.19502
2020-04-02,42.07801
2020-04-03,33.86261
2020-04-04,26.47566
2020-04-05,30.30721
2020-04-06,42.52675
2020-04-07,50.46599
2020-04-08,47.91163
2020-04-09,38.66068
2020-04-10,39.6272
2020-04-11,28.37418
2020-04-12,25.81981
2020-04-13,32.44735
2020-04-14,32.17121
2020-04-15,25.68173
2020-04-16,28.02899
2020-04-17,33.41387
2020-04-18,25.57818
2020-04-19,25.09492
2020-04-20,32.93061
2020-04-21,37.7632
2020-04-22,55.78184
2020-04-23,43.04452
2020-04-24,25.85433
2020-04-25,19.60648
2020-04-26,18.3293
2020-04-27,25.44011
2020-04-28,24.81877
2020-04-29,25.64722
2020-04-30,16.60338
2020-05-01,15.80945
2020-05-02,13.49672
2020-05-03,15.36071
2020-05-04,20.12426
2020-05-05,17.9496
2020-05-06,23.7487
2020-05-07,22.12633
2020-05-08,18.26026
2020-05-09,14.73938
2020-05-10,16.43079
2020-05-11,22.67863
2020-05-12,24.43907
2020-05-13,24.57714
2020-05-14,22.50604
2020-05-15,22.67863
2020-05-16,15.1536
2020-05-17,15.84397
2020-05-18,23.71418
2020-05-19,27.09699
2020-05-20,29.44425
2020-05-21,36.20987
2020-05-22,24.64618
2020-05-23,15.87849
2020-05-24,24.1284
2020-05-25,32.41284
2020-05-26,32.17121
2020-05-27,28.33966
2020-05-28,27.89092
2020-05-29,24.71522
2020-05-30,22.40248
2020-05-31,21.36693
2020-06-01,31.0321
2020-06-02,30.37625
2020-06-03,35.13979
2020-06-04,40.0069
2020-06-05,33.89713
2020-06-06,20.22782
2020-06-07,25.30203
2020-06-08,36.79668
2020-06-09,35.41594
2020-06-10,30.79047
2020-06-11,30.99758
2020-06-12,23.61063
2020-06-13,24.02485
2020-06-14,22.92026
2020-06-15,28.37418
2020-06-16,26.23403
2020-06-17,35.83016
2020-06-18,26.16499
2020-06-19,27.64929
2020-06-20,16.84501
2020-06-21,17.67345
2020-06-22,23.26544
2020-06-23,25.50914
2020-06-24,28.02899
2020-06-25,31.10113
2020-06-26,23.57611
2020-06-27,15.25716
2020-06-28,17.67345
2020-06-29,25.57818
2020-06-30,22.74767
2020-07-01,21.60856
2020-07-02,22.95478
2020-07-03,20.50396
2020-07-04,14.25612
2020-07-05,34.06972
2020-07-06,31.58439
2020-07-07,28.30514
2020-07-08,25.95788
2020-07-09,26.30307
2020-07-10,22.0573
2020-07-11,17.25923
2020-07-12,25.57818
2020-07-13,28.02899
2020-07-14,30.23817
2020-07-15,30.34173
2020-07-16,24.95685
2020-07-17,25.88885
2020-07-18,19.05419
2020-07-19,19.641
2020-07-20,27.75284
2020-07-21,37.03831
2020-07-22,38.45357
2020-07-23,35.76113
2020-07-24,27.23507
2020-07-25,22.29892
2020-07-26,45.25371
2020-07-27,44.56334
2020-07-28,39.21297
2020-07-29,37.65964
2020-07-30,33.24128
2020-07-31,27.58025
2020-08-01,22.16085
2020-08-02,22.60959
2020-08-03,35.13979
2020-08-04,35.03624
2020-08-05,33.6555
2020-08-06,34.44943
2020-08-07,36.34794
2020-08-08,26.40662
2020-08-09,27.23507
2020-08-10,45.97859
2020-08-11,42.52675
2020-08-12,38.79875
2020-08-13,38.21194
2020-08-14,32.37832
2020-08-15,19.15774
2020-08-16,21.8847
2020-08-17,26.09596
2020-08-18,31.37728
2020-08-19,29.37521
2020-08-20,30.92854
2020-08-21,30.61788
2020-08-22,20.50396
2020-08-23,23.50707
2020-08-24,30.34173
2020-08-25,32.82706
2020-08-26,31.37728
2020-08-27,36.03727
2020-08-28,31.89506
2020-08-29,21.19433
2020-08-30,44.25267
2020-08-31,44.77045
2020-09-01,48.08422
2020-09-02,48.01518
2020-09-03,39.10942
2020-09-04,31.34276
2020-09-05,22.22989
2020-09-06,30.54884
2020-09-07,50.53503
2020-09-08,38.90231
2020-09-09,40.0069
2020-09-10,43.04452
2020-09-11,35.03624
2020-09-12,20.98722
2020-09-13,26.9244
2020-09-14,39.38557
2020-09-15,46.87607
2020-09-16,43.59682
2020-09-17,35.58853
2020-09-18,29.27166
2020-09-19,20.74559
2020-09-20,21.15982
2020-09-21,29.75491
2020-09-22,29.58232
2020-09-23,25.64722
2020-09-24,30.44528
2020-09-25,26.68277
2020-09-26,17.84604
2020-09-27,21.1253
2020-09-28,24.33551
2020-09-29,21.33241
2020-09-30,17.15567
2020-10-01,20.88367
2020-10-02,19.60648
2020-10-03,19.8136
2020-10-04,24.47359
2020-10-05,33.62098
2020-10-06,30.79047
2020-10-07,27.3041
2020-10-08,25.64722
2020-10-09,20.08974
2020-10-10,19.46841
2020-10-11,18.19123
2020-10-12,28.2361
2020-10-13,33.51743
2020-10-14,33.86261
2020-10-15,30.20365
2020-10-16,23.16189
2020-10-17,20.98722
2020-10-18,18.12219
2020-10-19,24.6807
2020-10-20,28.33966
2020-10-21,22.92026
2020-10-22,23.64515
2020-10-23,22.47152
2020-10-24,15.80945
2020-10-25,19.95167
2020-10-26,25.81981
2020-10-27,22.8167
2020-10-28,22.78218
2020-10-29,21.36693
2020-10-30,17.9496
2020-10-31,19.36486
