date,크라우드펀딩사이트
2023-05-30,6.87361
2023-05-31,8.42572
2023-06-01,5.98669
2023-06-02,9.75609
2023-06-03,4.43458
2023-06-04,2.66075
2023-06-05,5.76496
2023-06-06,4.43458
2023-06-07,5.54323
2023-06-08,6.65188
2023-06-09,7.09534
2023-06-10,2.21729
2023-06-11,4.21286
2023-06-12,5.98669
2023-06-13,3.7694
2023-06-14,8.20399
2023-06-15,6.20842
2023-06-16,4.87804
2023-06-17,1.33037
2023-06-18,1.77383
2023-06-19,6.87361
2023-06-20,5.54323
2023-06-21,5.3215
2023-06-22,6.87361
2023-06-23,3.10421
2023-06-24,3.7694
2023-06-25,4.87804
2023-06-26,3.99113
2023-06-27,6.65188
2023-06-28,6.20842
2023-06-29,5.3215
2023-06-30,4.21286
2023-07-01,3.10421
2023-07-02,6.20842
2023-07-03,6.65188
2023-07-04,7.31707
2023-07-05,5.09977
2023-07-06,5.09977
2023-07-07,5.98669
2023-07-08,2.66075
2023-07-09,4.21286
2023-07-10,6.20842
2023-07-11,7.5388
2023-07-12,6.65188
2023-07-13,6.87361
2023-07-14,7.5388
2023-07-15,6.43015
2023-07-16,4.87804
2023-07-17,5.3215
2023-07-18,6.65188
2023-07-19,8.86917
2023-07-20,7.5388
2023-07-21,7.31707
2023-07-22,4.87804
2023-07-23,5.09977
2023-07-24,8.20399
2023-07-25,7.09534
2023-07-26,8.20399
2023-07-27,6.87361
2023-07-28,7.98226
2023-07-29,4.21286
2023-07-30,7.31707
2023-07-31,6.65188
2023-08-01,3.7694
2023-08-02,3.7694
2023-08-03,3.99113
2023-08-04,5.76496
2023-08-05,2.43902
2023-08-06,4.65631
2023-08-07,5.76496
2023-08-08,5.54323
2023-08-09,7.09534
2023-08-10,4.21286
2023-08-11,5.98669
2023-08-12,3.7694
2023-08-13,3.54767
2023-08-14,5.98669
2023-08-15,5.3215
2023-08-16,8.42572
2023-08-17,6.87361
2023-08-18,4.65631
2023-08-19,3.32594
2023-08-20,2.43902
2023-08-21,5.76496
2023-08-22,6.20842
2023-08-23,7.31707
2023-08-24,6.43015
2023-08-25,5.98669
2023-08-26,2.66075
2023-08-27,1.5521
2023-08-28,5.3215
2023-08-29,8.42572
2023-08-30,6.20842
2023-08-31,6.20842
2023-09-01,5.98669
2023-09-02,2.66075
2023-09-03,3.99113
2023-09-04,7.98226
2023-09-05,7.09534
2023-09-06,5.98669
2023-09-07,5.3215
2023-09-08,4.87804
2023-09-09,2.21729
2023-09-10,2.88248
2023-09-11,9.53436
2023-09-12,6.87361
2023-09-13,7.5388
2023-09-14,5.76496
2023-09-15,4.65631
2023-09-16,3.54767
2023-09-17,3.99113
2023-09-18,5.3215
2023-09-19,7.31707
2023-09-20,9.75609
2023-09-21,6.43015
2023-09-22,4.21286
2023-09-23,5.3215
2023-09-24,4.65631
2023-09-25,5.54323
2023-09-26,5.09977
2023-09-27,4.65631
2023-09-28,3.7694
2023-09-29,2.43902
2023-09-30,1.10864
2023-10-01,2.88248
2023-10-02,3.7694
2023-10-03,4.87804
2023-10-04,5.98669
2023-10-05,4.43458
2023-10-06,6.87361
2023-10-07,6.20842
2023-10-08,3.10421
2023-10-09,4.65631
2023-10-10,5.98669
2023-10-11,5.3215
2023-10-12,7.76053
2023-10-13,5.54323
2023-10-14,3.32594
2023-10-15,3.7694
2023-10-16,4.43458
2023-10-17,7.31707
2023-10-18,9.0909
2023-10-19,5.3215
2023-10-20,6.43015
2023-10-21,3.10421
2023-10-22,2.43902
2023-10-23,6.20842
2023-10-24,7.5388
2023-10-25,7.31707
2023-10-26,6.20842
2023-10-27,5.09977
2023-10-28,5.76496
2023-10-29,5.09977
2023-10-30,8.86917
2023-10-31,7.09534
2023-11-01,6.43015
2023-11-02,5.54323
2023-11-03,2.88248
2023-11-04,5.76496
2023-11-05,3.54767
2023-11-06,8.20399
2023-11-07,7.31707
2023-11-08,7.5388
2023-11-09,5.09977
2023-11-10,5.76496
2023-11-11,1.99556
2023-11-12,5.3215
2023-11-13,6.43015
2023-11-14,3.7694
2023-11-15,8.64745
2023-11-16,5.76496
2023-11-17,4.21286
2023-11-18,2.43902
2023-11-19,5.54323
2023-11-20,4.87804
2023-11-21,5.76496
2023-11-22,5.3215
2023-11-23,6.20842
2023-11-24,5.54323
2023-11-25,5.76496
2023-11-26,4.87804
2023-11-27,5.3215
2023-11-28,5.54323
2023-11-29,5.3215
2023-11-30,9.53436
2023-12-01,15.29933
2023-12-02,4.65631
2023-12-03,5.3215
2023-12-04,3.99113
2023-12-05,7.09534
2023-12-06,13.52549
2023-12-07,5.54323
2023-12-08,4.87804
2023-12-09,4.21286
2023-12-10,1.10864
2023-12-11,5.54323
2023-12-12,7.09534
2023-12-13,5.3215
2023-12-14,6.87361
2023-12-15,4.65631
2023-12-16,3.32594
2023-12-17,3.54767
2023-12-18,5.3215
2023-12-19,8.86917
2023-12-20,4.87804
2023-12-21,4.65631
2023-12-22,9.53436
2023-12-23,4.65631
2023-12-24,3.54767
2023-12-25,4.43458
2023-12-26,7.09534
2023-12-27,5.54323
2023-12-28,5.76496
2023-12-29,4.65631
2023-12-30,3.10421
2023-12-31,3.10421
2024-01-01,3.10421
2024-01-02,6.43015
2024-01-03,7.76053
2024-01-04,6.65188
2024-01-05,4.87804
2024-01-06,3.54767
2024-01-07,2.66075
2024-01-08,6.43015
2024-01-09,7.76053
2024-01-10,4.65631
2024-01-11,6.20842
2024-01-12,5.98669
2024-01-13,4.43458
2024-01-14,4.43458
2024-01-15,6.20842
2024-01-16,5.98669
2024-01-17,7.98226
2024-01-18,5.54323
2024-01-19,4.65631
2024-01-20,3.32594
2024-01-21,5.76496
2024-01-22,8.42572
2024-01-23,6.87361
2024-01-24,4.87804
2024-01-25,9.0909
2024-01-26,5.98669
2024-01-27,3.99113
2024-01-28,7.09534
2024-01-29,4.65631
2024-01-30,7.98226
2024-01-31,6.20842
2024-02-01,5.54323
2024-02-02,6.65188
2024-02-03,5.09977
2024-02-04,4.43458
2024-02-05,5.54323
2024-02-06,5.09977
2024-02-07,3.99113
2024-02-08,3.7694
2024-02-09,1.99556
2024-02-11,4.65631
2024-02-12,3.32594
2024-02-13,6.43015
2024-02-14,6.87361
2024-02-15,5.3215
2024-02-16,4.65631
2024-02-17,3.54767
2024-02-18,4.87804
2024-02-19,4.65631
2024-02-20,3.10421
2024-02-21,7.31707
2024-02-22,4.43458
2024-02-23,6.43015
2024-02-24,3.7694
2024-02-25,3.32594
2024-02-26,5.98669
2024-02-27,8.86917
2024-02-28,6.43015
2024-02-29,4.65631
2024-03-01,2.66075
2024-03-02,3.10421
2024-03-03,2.66075
2024-03-04,5.98669
2024-03-05,7.5388
2024-03-06,5.98669
2024-03-07,6.43015
2024-03-08,7.5388
2024-03-09,3.7694
2024-03-10,6.87361
2024-03-11,7.31707
2024-03-12,5.98669
2024-03-13,4.87804
2024-03-14,5.98669
2024-03-15,4.43458
2024-03-16,4.21286
2024-03-17,4.21286
2024-03-18,6.87361
2024-03-19,4.65631
2024-03-20,7.5388
