date,이자높은적금
2021-02-26,10.38961
2021-02-27,5.6277
2021-02-28,6.9264
2021-03-01,10.38961
2021-03-02,9.9567
2021-03-03,10.82251
2021-03-04,7.7922
2021-03-05,7.14285
2021-03-06,2.5974
2021-03-07,4.97835
2021-03-08,8.44155
2021-03-09,8.658
2021-03-10,10.60606
2021-03-11,10.38961
2021-03-12,8.00865
2021-03-13,3.24675
2021-03-14,6.4935
2021-03-15,11.03896
2021-03-16,7.14285
2021-03-17,11.25541
2021-03-18,9.9567
2021-03-19,5.84415
2021-03-20,1.7316
2021-03-21,3.4632
2021-03-22,8.658
2021-03-23,7.3593
2021-03-24,10.82251
2021-03-25,10.38961
2021-03-26,8.2251
2021-03-27,8.2251
2021-03-28,4.11255
2021-03-29,9.5238
2021-03-30,12.12121
2021-03-31,10.38961
2021-04-01,7.14285
2021-04-02,9.30735
2021-04-03,5.1948
2021-04-04,3.24675
2021-04-05,5.41125
2021-04-06,6.70995
2021-04-07,9.0909
2021-04-08,4.54545
2021-04-09,9.30735
2021-04-10,5.1948
2021-04-11,3.0303
2021-04-12,9.5238
2021-04-13,9.0909
2021-04-14,3.67965
2021-04-15,7.57575
2021-04-16,5.6277
2021-04-17,5.1948
2021-04-18,3.8961
2021-04-19,7.57575
2021-04-20,8.87445
2021-04-21,10.17316
2021-04-22,8.87445
2021-04-23,6.4935
2021-04-24,3.8961
2021-04-25,4.329
2021-04-26,5.1948
2021-04-27,6.0606
2021-04-28,6.0606
2021-04-29,10.38961
2021-04-30,5.41125
2021-05-01,1.94805
2021-05-02,4.11255
2021-05-03,8.2251
2021-05-04,6.4935
2021-05-05,2.5974
2021-05-06,4.329
2021-05-07,5.84415
2021-05-08,3.0303
2021-05-09,6.0606
2021-05-10,7.7922
2021-05-11,3.8961
2021-05-12,5.6277
2021-05-13,6.27705
2021-05-14,3.8961
2021-05-15,6.27705
2021-05-16,3.0303
2021-05-17,6.4935
2021-05-18,4.11255
2021-05-19,2.5974
2021-05-20,7.14285
2021-05-21,6.0606
2021-05-22,3.67965
2021-05-23,1.7316
2021-05-24,8.658
2021-05-25,4.7619
2021-05-26,8.00865
2021-05-27,8.2251
2021-05-28,7.57575
2021-05-29,3.24675
2021-05-30,3.24675
2021-05-31,3.8961
2021-06-01,6.4935
2021-06-02,4.7619
2021-06-03,5.41125
2021-06-04,5.84415
2021-06-05,2.81385
2021-06-06,4.97835
2021-06-07,5.6277
2021-06-08,3.8961
2021-06-09,4.7619
2021-06-10,6.27705
2021-06-11,4.54545
2021-06-12,3.8961
2021-06-13,3.0303
2021-06-14,2.5974
2021-06-15,5.41125
2021-06-16,6.9264
2021-06-17,3.67965
2021-06-18,9.0909
2021-06-19,2.5974
2021-06-20,5.1948
2021-06-21,12.55411
2021-06-22,19.48051
2021-06-23,10.82251
2021-06-24,12.55411
2021-06-25,13.63636
2021-06-26,9.30735
2021-06-27,6.27705
2021-06-28,15.15151
2021-06-29,17.74891
2021-06-30,16.23376
2021-07-01,17.53246
2021-07-02,17.74891
2021-07-03,12.55411
2021-07-04,12.55411
2021-07-05,21.42857
2021-07-06,13.20346
2021-07-07,8.658
2021-07-08,9.5238
2021-07-09,8.658
2021-07-10,4.329
2021-07-11,4.329
2021-07-12,8.2251
2021-07-13,8.44155
2021-07-14,8.2251
2021-07-15,9.0909
2021-07-16,8.87445
2021-07-17,6.4935
2021-07-18,10.17316
2021-07-19,15.58441
2021-07-20,16.23376
2021-07-21,19.04761
2021-07-22,14.93506
2021-07-23,17.09956
2021-07-24,10.17316
2021-07-25,9.30735
2021-07-26,12.33766
2021-07-27,13.41991
2021-07-28,16.23376
2021-07-29,6.9264
2021-07-30,7.14285
2021-07-31,2.5974
2021-08-01,5.1948
2021-08-02,8.00865
2021-08-03,4.11255
2021-08-04,4.7619
2021-08-05,4.54545
2021-08-06,5.6277
2021-08-07,4.11255
2021-08-08,3.24675
2021-08-09,4.11255
2021-08-10,9.74025
2021-08-11,7.14285
2021-08-12,6.70995
2021-08-13,4.7619
2021-08-14,3.24675
2021-08-15,3.67965
2021-08-16,9.30735
2021-08-17,7.14285
2021-08-18,8.2251
2021-08-19,14.28571
2021-08-20,10.17316
2021-08-21,9.30735
2021-08-22,9.74025
2021-08-23,12.55411
2021-08-24,13.41991
2021-08-25,11.03896
2021-08-26,16.01731
2021-08-27,12.12121
2021-08-28,5.41125
2021-08-29,6.9264
2021-08-30,9.74025
2021-08-31,11.25541
2021-09-01,12.33766
2021-09-02,12.77056
2021-09-03,10.82251
2021-09-04,10.60606
2021-09-05,6.70995
2021-09-06,12.55411
2021-09-07,14.28571
2021-09-08,9.74025
2021-09-09,9.0909
2021-09-10,12.12121
2021-09-11,8.87445
2021-09-12,7.57575
2021-09-13,11.90476
2021-09-14,17.09956
2021-09-15,13.41991
2021-09-16,9.0909
2021-09-17,7.14285
2021-09-18,8.658
2021-09-19,5.1948
2021-09-20,5.6277
2021-09-21,7.14285
2021-09-22,12.98701
2021-09-23,19.48051
2021-09-24,13.85281
2021-09-25,12.55411
2021-09-26,7.3593
2021-09-27,16.66666
2021-09-28,12.12121
2021-09-29,11.90476
2021-09-30,9.74025
2021-10-01,19.69696
2021-10-02,7.3593
2021-10-03,7.3593
2021-10-04,14.93506
2021-10-05,14.50216
2021-10-06,16.01731
2021-10-07,16.45021
2021-10-08,15.80086
2021-10-09,8.658
2021-10-10,10.17316
2021-10-11,14.71861
2021-10-12,21.21212
2021-10-13,11.90476
2021-10-14,12.98701
2021-10-15,12.55411
2021-10-16,10.17316
2021-10-17,9.30735
2021-10-18,13.85281
2021-10-19,15.15151
2021-10-20,18.18181
2021-10-21,12.77056
2021-10-22,9.74025
2021-10-23,5.6277
2021-10-24,5.1948
2021-10-25,21.21212
2021-10-26,17.74891
2021-10-27,15.36796
2021-10-28,8.00865
2021-10-29,9.0909
2021-10-30,6.0606
2021-10-31,5.84415
2021-11-01,9.9567
2021-11-02,9.9567
2021-11-03,7.57575
2021-11-04,6.27705
2021-11-05,6.27705
2021-11-06,2.1645
2021-11-07,3.8961
2021-11-08,10.60606
2021-11-09,6.0606
2021-11-10,8.2251
2021-11-11,6.70995
2021-11-12,8.2251
2021-11-13,2.5974
2021-11-14,2.81385
2021-11-15,8.44155
2021-11-16,8.00865
2021-11-17,7.7922
2021-11-18,5.41125
2021-11-19,9.9567
2021-11-20,3.24675
2021-11-21,4.7619
2021-11-22,11.90476
2021-11-23,8.00865
2021-11-24,5.6277
2021-11-25,2.5974
2021-11-26,4.54545
2021-11-27,6.70995
2021-11-28,3.8961
2021-11-29,6.4935
2021-11-30,12.12121
2021-12-01,9.5238
2021-12-02,7.3593
2021-12-03,7.57575
2021-12-04,2.38095
2021-12-05,9.0909
2021-12-06,8.87445
2021-12-07,10.60606
2021-12-08,11.47186
2021-12-09,3.67965
2021-12-10,8.87445
2021-12-11,6.70995
2021-12-12,6.9264
2021-12-13,9.30735
2021-12-14,12.55411
2021-12-15,13.41991
2021-12-16,11.25541
2021-12-17,7.14285
2021-12-18,4.54545
2021-12-19,11.68831
2021-12-20,8.44155
2021-12-21,4.329
2021-12-22,12.55411
2021-12-23,8.00865
2021-12-24,10.17316
2021-12-25,6.9264
2021-12-26,6.27705
2021-12-27,12.98701
2021-12-28,12.98701
2021-12-29,10.38961
2021-12-30,15.36796
2021-12-31,12.33766
2022-01-01,12.12121
2022-01-02,8.00865
2022-01-03,19.91341
2022-01-04,17.09956
2022-01-05,17.96536
2022-01-06,18.83116
2022-01-07,16.23376
2022-01-08,7.7922
2022-01-09,13.20346
2022-01-10,21.42857
2022-01-11,20.56277
2022-01-12,15.80086
2022-01-13,17.09956
2022-01-14,16.45021
2022-01-15,8.00865
2022-01-16,10.60606
2022-01-17,21.86147
2022-01-18,18.18181
2022-01-19,22.51082
2022-01-20,19.69696
2022-01-21,20.56277
2022-01-22,11.68831
2022-01-23,12.98701
2022-01-24,22.94372
2022-01-25,20.56277
2022-01-26,17.96536
2022-01-27,25.54112
2022-01-28,15.58441
2022-01-29,16.66666
2022-01-30,10.38961
2022-01-31,10.60606
2022-02-01,14.71861
2022-02-02,11.90476
2022-02-03,24.02597
2022-02-04,21.86147
2022-02-05,11.25541
2022-02-06,13.63636
2022-02-07,19.04761
2022-02-08,22.51082
2022-02-09,15.58441
2022-02-10,18.83116
2022-02-11,18.83116
2022-02-12,11.47186
2022-02-13,8.44155
2022-02-14,20.99567
2022-02-15,14.50216
2022-02-16,15.15151
2022-02-17,15.58441
2022-02-18,17.74891
2022-02-19,9.0909
2022-02-20,13.20346
2022-02-21,28.13852
2022-02-22,29.65367
2022-02-23,19.48051
2022-02-24,20.99567
2022-02-25,25.75757
2022-02-26,13.41991
2022-02-27,11.47186
2022-02-28,20.34632
2022-03-01,14.06926
2022-03-02,14.71861
2022-03-03,19.26406
2022-03-04,14.28571
2022-03-05,10.17316
2022-03-06,9.74025
2022-03-07,15.36796
2022-03-08,10.38961
2022-03-09,5.1948
2022-03-10,14.93506
2022-03-11,13.41991
2022-03-12,8.44155
2022-03-13,8.658
2022-03-14,11.47186
2022-03-15,15.36796
2022-03-16,14.93506
2022-03-17,17.09956
2022-03-18,15.15151
2022-03-19,7.3593
2022-03-20,8.87445
2022-03-21,11.68831
2022-03-22,18.39826
2022-03-23,13.63636
2022-03-24,14.06926
2022-03-25,9.9567
2022-03-26,7.57575
2022-03-27,6.4935
2022-03-28,13.41991
2022-03-29,10.38961
2022-03-30,10.38961
2022-03-31,13.63636
2022-04-01,12.98701
2022-04-02,6.27705
2022-04-03,3.67965
2022-04-04,13.63636
2022-04-05,14.06926
2022-04-06,10.82251
2022-04-07,11.90476
2022-04-08,9.0909
2022-04-09,5.6277
2022-04-10,3.0303
2022-04-11,12.55411
2022-04-12,9.30735
2022-04-13,9.30735
2022-04-14,4.7619
2022-04-15,7.7922
2022-04-16,5.1948
2022-04-17,4.329
2022-04-18,11.90476
2022-04-19,12.33766
2022-04-20,19.69696
2022-04-21,15.58441
2022-04-22,9.9567
2022-04-23,3.4632
2022-04-24,6.9264
2022-04-25,15.36796
2022-04-26,11.47186
2022-04-27,12.98701
2022-04-28,12.77056
2022-04-29,9.5238
2022-04-30,9.9567
2022-05-01,5.41125
2022-05-02,10.82251
2022-05-03,12.77056
2022-05-04,10.17316
2022-05-05,7.14285
2022-05-06,7.3593
2022-05-07,6.70995
2022-05-08,7.7922
2022-05-09,12.98701
2022-05-10,13.20346
2022-05-11,14.28571
2022-05-12,10.60606
2022-05-13,10.60606
2022-05-14,5.41125
2022-05-15,6.27705
2022-05-16,12.33766
2022-05-17,10.38961
2022-05-18,7.7922
2022-05-19,7.14285
2022-05-20,12.12121
2022-05-21,4.7619
2022-05-22,3.24675
2022-05-23,10.38961
2022-05-24,12.33766
2022-05-25,13.63636
2022-05-26,11.90476
2022-05-27,10.82251
2022-05-28,6.4935
2022-05-29,7.7922
2022-05-30,12.55411
2022-05-31,9.9567
2022-06-01,9.74025
2022-06-02,10.82251
2022-06-03,12.55411
2022-06-04,6.4935
2022-06-05,6.9264
2022-06-06,9.74025
2022-06-07,10.17316
2022-06-08,13.20346
2022-06-09,13.20346
2022-06-10,16.01731
2022-06-11,8.87445
2022-06-12,5.41125
2022-06-13,12.98701
2022-06-14,11.25541
2022-06-15,20.12987
2022-06-16,14.06926
2022-06-17,12.98701
2022-06-18,7.57575
2022-06-19,14.93506
2022-06-20,15.36796
2022-06-21,16.66666
2022-06-22,14.50216
2022-06-23,11.68831
2022-06-24,14.50216
2022-06-25,10.38961
2022-06-26,9.9567
2022-06-27,18.61471
2022-06-28,13.85281
2022-06-29,20.34632
2022-06-30,12.77056
2022-07-01,14.50216
2022-07-02,7.3593
2022-07-03,9.5238
2022-07-04,9.9567
2022-07-05,17.53246
2022-07-06,18.61471
2022-07-07,11.47186
2022-07-08,12.98701
2022-07-09,8.00865
2022-07-10,9.30735
2022-07-11,12.77056
2022-07-12,11.90476
2022-07-13,15.58441
2022-07-14,21.64502
2022-07-15,14.93506
2022-07-16,11.47186
2022-07-17,12.98701
2022-07-18,24.45887
2022-07-19,19.04761
2022-07-20,19.69696
2022-07-21,14.28571
2022-07-22,16.01731
2022-07-23,8.2251
2022-07-24,6.9264
2022-07-25,24.89177
2022-07-26,16.01731
2022-07-27,15.36796
2022-07-28,14.06926
2022-07-29,13.85281
2022-07-30,9.0909
2022-07-31,11.68831
2022-08-01,18.61471
2022-08-02,21.21212
2022-08-03,13.63636
2022-08-04,8.2251
2022-08-05,11.25541
2022-08-06,11.90476
2022-08-07,10.17316
2022-08-08,12.77056
2022-08-09,14.28571
2022-08-10,17.74891
2022-08-11,12.33766
2022-08-12,13.63636
2022-08-13,4.7619
2022-08-14,9.74025
2022-08-15,10.82251
2022-08-16,11.47186
2022-08-17,10.82251
2022-08-18,16.45021
2022-08-19,11.25541
2022-08-20,8.2251
2022-08-21,7.57575
2022-08-22,13.20346
2022-08-23,12.98701
2022-08-24,11.68831
2022-08-25,22.51082
2022-08-26,14.93506
2022-08-27,8.00865
2022-08-28,9.74025
2022-08-29,13.20346
2022-08-30,12.55411
2022-08-31,15.36796
2022-09-01,12.55411
2022-09-02,10.60606
2022-09-03,11.03896
2022-09-04,6.0606
2022-09-05,20.77922
2022-09-06,18.39826
2022-09-07,13.41991
2022-09-08,9.5238
2022-09-09,9.0909
2022-09-10,5.6277
2022-09-11,8.44155
2022-09-12,17.09956
2022-09-13,17.31601
2022-09-14,27.70562
2022-09-15,14.50216
2022-09-16,12.33766
2022-09-17,8.87445
2022-09-18,8.2251
2022-09-19,21.86147
2022-09-20,17.96536
2022-09-21,16.66666
2022-09-22,16.01731
2022-09-23,18.18181
2022-09-24,10.82251
2022-09-25,11.47186
2022-09-26,16.01731
2022-09-27,14.93506
2022-09-28,17.53246
2022-09-29,16.01731
2022-09-30,25.10822
2022-10-01,34.19913
2022-10-02,20.99567
2022-10-03,30.73593
2022-10-04,47.83549
2022-10-05,56.27705
2022-10-06,46.32034
2022-10-07,48.91774
2022-10-08,30.30303
2022-10-09,32.90043
2022-10-10,42.85714
2022-10-11,56.4935
2022-10-12,76.19047
2022-10-13,100.0
2022-10-14,88.52813
2022-10-15,58.2251
2022-10-16,70.34632
2022-10-17,95.88744
2022-10-18,82.68398
2022-10-19,92.85714
2022-10-20,89.17748
2022-10-21,84.84848
2022-10-22,45.23809
2022-10-23,44.58874
2022-10-24,72.94372
2022-10-25,93.72294
2022-10-26,80.08658
2022-10-27,72.29437
2022-10-28,70.99567
2022-10-29,50.4329
2022-10-30,52.81385
2022-10-31,81.38528
2022-11-01,81.81818
2022-11-02,75.75757
2022-11-03,68.83116
2022-11-04,65.36796
2022-11-05,41.99134
2022-11-06,41.77489
2022-11-07,70.56277
2022-11-08,65.36796
2022-11-09,65.36796
2022-11-10,73.59307
2022-11-11,63.85281
2022-11-12,29.00432
2022-11-13,36.36363
2022-11-14,69.69696
2022-11-15,63.20346
2022-11-16,56.27705
2022-11-17,53.67965
2022-11-18,47.83549
2022-11-19,33.54978
2022-11-20,31.16883
2022-11-21,54.54545
2022-11-22,58.44155
2022-11-23,54.7619
2022-11-24,63.63636
2022-11-25,64.93506
2022-11-26,33.76623
2022-11-27,40.47619
2022-11-28,60.17316
2022-11-29,50.8658
2022-11-30,51.7316
2022-12-01,44.80519
2022-12-02,35.28138
2022-12-03,21.42857
2022-12-04,31.81818
2022-12-05,41.34199
2022-12-06,42.64069
2022-12-07,56.27705
2022-12-08,45.88744
2022-12-09,46.75324
2022-12-10,20.99567
2022-12-11,36.14718
2022-12-12,52.81385
2022-12-13,42.64069
2022-12-14,45.67099
2022-12-15,45.45454
2022-12-16,35.71428
2022-12-17,25.97402
2022-12-18,26.19047
2022-12-19,38.31168
2022-12-20,50.8658
2022-12-21,38.96103
2022-12-22,34.41558
2022-12-23,44.58874
2022-12-24,24.67532
2022-12-25,23.80952
2022-12-26,43.07359
2022-12-27,41.77489
2022-12-28,40.47619
2022-12-29,38.31168
2022-12-30,46.32034
2022-12-31,28.35497
2023-01-01,39.82683
2023-01-02,57.57575
2023-01-03,53.4632
2023-01-04,47.83549
2023-01-05,52.1645
2023-01-06,41.55844
2023-01-07,24.67532
2023-01-08,30.08658
2023-01-09,47.83549
2023-01-10,54.329
2023-01-11,49.35064
2023-01-12,39.39393
2023-01-13,42.64069
2023-01-14,26.62337
2023-01-15,29.43722
2023-01-16,40.90909
2023-01-17,36.36363
2023-01-18,46.10389
2023-01-19,35.93073
2023-01-20,40.90909
2023-01-21,21.42857
2023-01-22,30.08658
2023-01-23,35.28138
2023-01-24,35.49783
2023-01-25,69.26406
2023-01-26,54.97835
2023-01-27,39.17748
2023-01-28,26.83982
2023-01-29,26.40692
2023-01-30,41.12554
2023-01-31,52.5974
2023-02-01,51.7316
2023-02-02,36.79653
2023-02-03,36.36363
2023-02-04,23.16017
2023-02-05,28.57142
2023-02-06,37.22943
2023-02-07,38.09523
2023-02-08,36.14718
2023-02-09,28.78787
2023-02-10,37.44588
2023-02-11,20.56277
2023-02-12,23.59307
2023-02-13,31.38528
2023-02-14,34.84848
2023-02-15,39.17748
2023-02-16,27.70562
2023-02-17,33.11688
2023-02-18,18.39826
2023-02-19,16.01731
2023-02-20,33.98268
2023-02-21,32.25108
2023-02-22,33.98268
2023-02-23,25.54112
2023-02-24,47.40259
2023-02-25,25.97402
2023-02-26,23.37662
2023-02-27,35.71428
2023-02-28,36.36363
2023-03-01,27.48917
2023-03-02,35.28138
2023-03-03,33.54978
2023-03-04,18.61471
2023-03-05,22.72727
2023-03-06,36.14718
2023-03-07,30.30303
2023-03-08,29.22077
2023-03-09,29.87012
2023-03-10,32.25108
2023-03-11,19.91341
2023-03-12,18.39826
2023-03-13,27.70562
2023-03-14,30.51948
2023-03-15,35.28138
2023-03-16,28.35497
2023-03-17,32.03463
2023-03-18,16.88311
2023-03-19,17.74891
2023-03-20,38.74458
2023-03-21,29.22077
2023-03-22,24.45887
2023-03-23,27.70562
2023-03-24,25.32467
2023-03-25,23.37662
2023-03-26,19.26406
2023-03-27,32.90043
2023-03-28,32.25108
2023-03-29,28.57142
2023-03-30,30.95238
2023-03-31,29.00432
2023-04-01,20.77922
2023-04-02,21.42857
2023-04-03,27.92207
2023-04-04,27.27272
2023-04-05,31.38528
2023-04-06,25.97402
2023-04-07,21.86147
2023-04-08,13.41991
2023-04-09,13.41991
2023-04-10,25.32467
2023-04-11,28.57142
2023-04-12,32.46753
2023-04-13,33.76623
2023-04-14,22.51082
2023-04-15,16.88311
2023-04-16,15.80086
2023-04-17,22.29437
2023-04-18,29.65367
2023-04-19,24.02597
2023-04-20,25.54112
2023-04-21,24.45887
2023-04-22,10.17316
2023-04-23,21.21212
2023-04-24,21.21212
2023-04-25,27.48917
2023-04-26,25.97402
2023-04-27,20.12987
2023-04-28,20.12987
2023-04-29,18.18181
2023-04-30,17.53246
2023-05-01,26.83982
2023-05-02,27.92207
2023-05-03,21.86147
2023-05-04,25.54112
2023-05-05,18.18181
2023-05-06,15.80086
2023-05-07,17.53246
2023-05-08,20.77922
2023-05-09,28.57142
2023-05-10,31.60173
2023-05-11,27.92207
2023-05-12,21.42857
2023-05-13,13.85281
2023-05-14,16.66666
2023-05-15,27.92207
2023-05-16,27.48917
2023-05-17,26.19047
2023-05-18,25.54112
2023-05-19,22.51082
2023-05-20,14.06926
2023-05-21,15.80086
2023-05-22,25.54112
2023-05-23,24.45887
2023-05-24,21.64502
2023-05-25,33.33333
2023-05-26,23.59307
2023-05-27,13.41991
2023-05-28,16.01731
2023-05-29,18.61471
2023-05-30,23.80952
2023-05-31,26.40692
