date,캐시백카드
2020-03-20,20.09803
2020-03-21,9.31372
2020-03-22,7.84313
2020-03-23,13.23529
2020-03-24,16.17647
2020-03-25,13.72549
2020-03-26,20.09803
2020-03-27,15.68627
2020-03-28,15.68627
2020-03-29,8.33333
2020-03-30,11.7647
2020-03-31,20.09803
2020-04-01,24.5098
2020-04-02,15.68627
2020-04-03,12.2549
2020-04-04,10.29411
2020-04-05,6.86274
2020-04-06,11.2745
2020-04-07,21.56862
2020-04-08,16.66666
2020-04-09,19.11764
2020-04-10,14.21568
2020-04-11,12.74509
2020-04-12,7.35294
2020-04-13,18.62745
2020-04-14,17.15686
2020-04-15,6.86274
2020-04-16,13.72549
2020-04-17,14.21568
2020-04-18,9.80392
2020-04-19,9.80392
2020-04-20,13.72549
2020-04-21,16.17647
2020-04-22,13.72549
2020-04-23,16.17647
2020-04-24,18.13725
2020-04-25,18.13725
2020-04-26,12.74509
2020-04-27,17.64705
2020-04-28,23.03921
2020-04-29,19.11764
2020-04-30,6.37254
2020-05-01,8.82352
2020-05-02,10.78431
2020-05-03,11.7647
2020-05-04,12.2549
2020-05-05,11.7647
2020-05-06,14.70588
2020-05-07,14.70588
2020-05-08,19.11764
2020-05-09,16.17647
2020-05-10,8.82352
2020-05-11,19.11764
2020-05-12,19.60784
2020-05-13,15.68627
2020-05-14,16.66666
2020-05-15,13.23529
2020-05-16,8.82352
2020-05-17,7.35294
2020-05-18,19.11764
2020-05-19,16.17647
2020-05-20,12.74509
2020-05-21,16.17647
2020-05-22,11.7647
2020-05-23,10.78431
2020-05-24,10.78431
2020-05-25,8.82352
2020-05-26,13.23529
2020-05-27,10.78431
2020-05-28,8.33333
2020-05-29,15.68627
2020-05-30,12.2549
2020-05-31,7.84313
2020-06-01,14.21568
2020-06-02,14.70588
2020-06-03,16.66666
2020-06-04,8.33333
2020-06-05,11.2745
2020-06-06,6.37254
2020-06-07,8.33333
2020-06-08,13.23529
2020-06-09,12.2549
2020-06-10,7.35294
2020-06-11,10.78431
2020-06-12,11.7647
2020-06-13,7.35294
2020-06-14,4.90196
2020-06-15,7.84313
2020-06-16,10.29411
2020-06-18,8.33333
2020-06-19,7.35294
2020-06-20,7.35294
2020-06-21,10.29411
2020-06-22,10.78431
2020-06-23,16.17647
2020-06-24,8.33333
2020-06-25,9.31372
2020-06-26,10.29411
2020-06-27,5.39215
2020-06-28,9.80392
2020-06-29,12.74509
2020-06-30,13.72549
2020-07-01,18.13725
2020-07-02,17.15686
2020-07-03,11.7647
2020-07-04,6.37254
2020-07-05,12.2549
2020-07-06,14.70588
2020-07-07,13.23529
2020-07-08,7.35294
2020-07-09,12.2549
2020-07-10,15.68627
2020-07-11,4.90196
2020-07-12,11.2745
2020-07-13,12.2549
2020-07-14,15.68627
2020-07-15,16.66666
2020-07-16,15.19607
2020-07-17,10.29411
2020-07-18,3.92156
2020-07-19,5.88235
2020-07-20,9.80392
2020-07-21,18.13725
2020-07-22,19.11764
2020-07-23,9.31372
2020-07-24,6.37254
2020-07-25,10.78431
2020-07-26,10.29411
2020-07-27,12.74509
2020-07-28,21.56862
2020-07-29,7.35294
2020-07-30,12.74509
2020-07-31,6.86274
2020-08-01,5.88235
2020-08-02,9.31372
2020-08-03,14.21568
2020-08-04,20.09803
2020-08-05,12.2549
2020-08-06,16.17647
2020-08-07,7.84313
2020-08-08,9.31372
2020-08-09,9.31372
2020-08-10,10.29411
2020-08-11,15.68627
2020-08-12,20.09803
2020-08-13,10.78431
2020-08-14,9.31372
2020-08-15,6.86274
2020-08-16,6.86274
2020-08-17,9.31372
2020-08-18,10.29411
2020-08-19,9.80392
2020-08-20,18.13725
2020-08-21,10.29411
2020-08-22,8.33333
2020-08-23,11.7647
2020-08-24,6.37254
2020-08-25,12.74509
2020-08-26,16.66666
2020-08-27,11.2745
2020-08-28,16.17647
2020-08-29,6.86274
2020-08-30,14.70588
2020-08-31,19.60784
2020-09-01,25.98039
2020-09-02,16.66666
2020-09-03,20.58823
2020-09-04,7.84313
2020-09-05,7.35294
2020-09-06,10.78431
2020-09-07,13.72549
2020-09-08,13.23529
2020-09-09,13.72549
2020-09-10,20.58823
2020-09-11,12.74509
2020-09-12,8.33333
2020-09-13,6.37254
2020-09-14,15.68627
2020-09-15,11.2745
2020-09-16,9.31372
2020-09-17,9.31372
2020-09-18,6.86274
2020-09-19,9.31372
2020-09-20,11.2745
2020-09-21,15.68627
2020-09-22,14.70588
2020-09-23,9.80392
2020-09-24,11.2745
2020-09-25,14.21568
2020-09-26,7.84313
2020-09-27,7.84313
2020-09-28,10.78431
2020-09-29,13.72549
2020-09-30,9.31372
2020-10-01,5.39215
2020-10-02,10.29411
2020-10-03,8.82352
2020-10-04,4.90196
2020-10-05,11.7647
2020-10-06,15.19607
2020-10-07,15.68627
2020-10-08,11.7647
2020-10-09,5.88235
2020-10-10,7.84313
2020-10-11,6.37254
2020-10-12,14.21568
2020-10-13,16.66666
2020-10-14,13.72549
2020-10-15,12.2549
2020-10-16,14.21568
2020-10-17,2.45098
2020-10-18,5.39215
2020-10-19,12.74509
2020-10-20,13.23529
2020-10-21,10.29411
2020-10-22,13.72549
2020-10-23,11.2745
2020-10-24,6.37254
2020-10-25,4.41176
2020-10-26,13.23529
2020-10-27,11.2745
2020-10-28,16.66666
2020-10-29,11.2745
2020-10-30,11.2745
2020-10-31,4.90196
2020-11-01,5.88235
2020-11-02,13.72549
2020-11-03,14.21568
2020-11-04,10.78431
2020-11-05,13.23529
2020-11-06,7.84313
2020-11-07,8.82352
2020-11-08,6.37254
2020-11-09,13.23529
2020-11-10,11.2745
2020-11-11,7.35294
2020-11-12,12.74509
2020-11-13,11.7647
2020-11-14,10.78431
2020-11-15,10.78431
2020-11-16,17.64705
2020-11-17,21.07843
2020-11-18,23.03921
2020-11-19,13.23529
2020-11-20,9.31372
2020-11-21,4.90196
2020-11-22,8.33333
2020-11-23,15.19607
2020-11-24,9.80392
2020-11-25,11.7647
2020-11-26,19.11764
2020-11-27,11.7647
2020-11-28,6.86274
2020-11-29,10.78431
2020-11-30,13.72549
2020-12-01,14.21568
2020-12-02,9.31372
2020-12-03,8.82352
2020-12-04,13.23529
2020-12-05,8.33333
2020-12-06,5.39215
2020-12-07,14.21568
2020-12-08,11.7647
2020-12-09,14.21568
2020-12-10,10.29411
2020-12-11,10.29411
2020-12-12,12.2549
2020-12-13,5.88235
2020-12-14,11.2745
2020-12-15,13.23529
2020-12-16,8.82352
2020-12-17,19.60784
2020-12-18,13.23529
2020-12-19,7.84313
2020-12-20,5.39215
2020-12-21,15.19607
2020-12-22,10.78431
2020-12-23,17.64705
2020-12-24,9.31372
2020-12-25,10.78431
2020-12-26,8.33333
2020-12-27,10.78431
2020-12-28,8.82352
2020-12-29,20.09803
2020-12-30,10.78431
2020-12-31,14.21568
2021-01-01,8.33333
2021-01-02,6.86274
2021-01-03,12.74509
2021-01-04,12.2549
2021-01-05,17.64705
2021-01-06,16.66666
2021-01-07,17.64705
2021-01-08,16.66666
2021-01-09,11.7647
2021-01-10,9.80392
2021-01-11,15.68627
2021-01-12,17.15686
2021-01-13,15.19607
2021-01-14,25.49019
2021-01-15,21.07843
2021-01-16,16.66666
2021-01-17,18.13725
2021-01-18,22.54901
2021-01-19,17.15686
2021-01-20,22.54901
2021-01-21,18.13725
2021-01-22,11.2745
2021-01-23,5.39215
2021-01-24,4.41176
2021-01-25,9.80392
2021-01-26,6.86274
2021-01-27,10.78431
2021-01-28,7.35294
2021-01-29,11.2745
2021-01-30,6.37254
2021-01-31,5.39215
2021-02-01,5.39215
2021-02-02,6.86274
2021-02-03,8.82352
2021-02-04,2.94117
2021-02-05,9.80392
2021-02-06,3.43137
2021-02-07,6.37254
2021-02-08,2.94117
2021-02-09,2.94117
2021-02-10,6.37254
2021-02-11,2.94117
2021-02-13,3.92156
2021-02-14,2.94117
2021-02-15,7.35294
2021-02-16,9.31372
2021-02-17,11.2745
2021-02-18,5.88235
2021-02-19,11.7647
2021-02-20,2.94117
2021-02-21,2.45098
2021-02-23,6.37254
2021-02-25,6.86274
2021-02-26,6.37254
2021-02-27,2.45098
2021-03-01,4.90196
2021-03-02,9.80392
2021-03-03,4.41176
2021-03-04,12.74509
2021-03-05,6.37254
2021-03-07,5.39215
2021-03-08,4.41176
2021-03-10,7.84313
2021-03-11,11.2745
2021-03-12,2.94117
2021-03-13,5.88235
2021-03-14,2.45098
2021-03-15,4.41176
2021-03-16,3.92156
2021-03-17,3.92156
2021-03-19,2.45098
2021-03-21,3.92156
2021-03-22,4.41176
2021-03-23,4.90196
2021-03-24,4.90196
2021-03-25,4.41176
2021-03-26,3.43137
2021-03-28,4.41176
2021-03-29,6.37254
2021-03-30,2.94117
2021-03-31,5.39215
2021-04-01,2.94117
2021-04-02,5.39215
2021-04-03,4.41176
2021-04-04,2.94117
2021-04-05,5.88235
2021-04-06,6.37254
2021-04-08,5.88235
2021-04-09,2.45098
2021-04-11,2.94117
2021-04-12,7.84313
2021-04-13,8.82352
2021-04-14,8.33333
2021-04-15,10.29411
2021-04-16,8.82352
2021-04-17,6.86274
2021-04-19,7.35294
2021-04-20,4.41176
2021-04-21,3.92156
2021-04-22,6.37254
2021-04-23,5.88235
2021-04-24,2.45098
2021-04-25,3.43137
2021-04-26,5.88235
2021-04-27,8.82352
2021-04-28,4.41176
2021-04-29,5.88235
2021-04-30,5.88235
2021-05-01,2.45098
2021-05-02,5.39215
2021-05-03,3.43137
2021-05-04,3.92156
2021-05-05,2.45098
2021-05-06,4.90196
2021-05-07,3.43137
2021-05-08,2.94117
2021-05-09,3.43137
2021-05-10,8.33333
2021-05-11,4.90196
2021-05-12,2.94117
2021-05-13,6.37254
2021-05-14,4.41176
2021-05-15,4.41176
2021-05-16,3.92156
2021-05-17,2.45098
2021-05-18,3.92156
2021-05-19,2.94117
2021-05-20,4.90196
2021-05-21,4.90196
2021-05-22,2.45098
2021-05-24,3.92156
2021-05-25,3.43137
2021-05-26,6.86274
2021-05-27,2.94117
2021-05-28,6.86274
2021-05-31,3.92156
2021-06-01,11.7647
2021-06-02,6.37254
2021-06-03,6.86274
2021-06-04,7.35294
2021-06-05,4.41176
2021-06-06,4.41176
2021-06-07,8.33333
2021-06-08,3.43137
2021-06-09,3.43137
2021-06-10,2.94117
2021-06-11,3.92156
2021-06-13,2.45098
2021-06-14,3.92156
2021-06-15,2.45098
2021-06-16,7.84313
2021-06-17,6.37254
2021-06-18,3.43137
2021-06-19,5.39215
2021-06-20,3.92156
2021-06-21,6.37254
2021-06-22,9.31372
2021-06-23,15.68627
2021-06-24,10.29411
2021-06-25,3.92156
2021-06-26,4.90196
2021-06-27,5.88235
2021-06-28,14.70588
2021-06-29,16.17647
2021-06-30,9.31372
2021-07-01,13.72549
2021-07-02,15.19607
2021-07-03,3.92156
2021-07-04,3.43137
2021-07-05,4.90196
2021-07-06,5.88235
2021-07-07,12.74509
2021-07-08,5.88235
2021-07-09,10.78431
2021-07-10,8.82352
2021-07-11,3.43137
2021-07-12,8.82352
2021-07-13,3.92156
2021-07-14,8.82352
2021-07-15,4.90196
2021-07-16,16.17647
2021-07-17,2.94117
2021-07-18,7.35294
2021-07-19,2.94117
2021-07-21,5.88235
2021-07-22,10.29411
2021-07-23,3.92156
2021-07-24,3.92156
2021-07-25,2.45098
2021-07-26,6.37254
2021-07-27,4.90196
2021-07-28,10.78431
2021-07-29,9.80392
2021-07-30,6.37254
2021-07-31,7.35294
2021-08-01,7.35294
2021-08-02,3.43137
2021-08-03,4.41176
2021-08-04,8.33333
2021-08-05,6.37254
2021-08-06,7.84313
2021-08-07,5.39215
2021-08-08,7.84313
2021-08-09,4.41176
2021-08-10,7.35294
2021-08-11,9.80392
2021-08-12,12.2549
2021-08-13,13.72549
2021-08-14,5.39215
2021-08-15,6.86274
2021-08-16,7.35294
2021-08-17,11.7647
2021-08-18,16.66666
2021-08-19,7.84313
2021-08-20,10.29411
2021-08-21,10.29411
2021-08-22,2.94117
2021-08-23,6.86274
2021-08-24,15.19607
2021-08-25,3.43137
2021-08-26,16.17647
2021-08-27,13.23529
2021-08-29,5.39215
2021-08-30,14.70588
2021-08-31,15.19607
2021-09-01,8.33333
2021-09-02,10.29411
2021-09-03,4.41176
2021-09-04,3.43137
2021-09-05,9.31372
2021-09-06,14.70588
2021-09-07,10.78431
2021-09-08,8.82352
2021-09-09,6.86274
2021-09-10,17.64705
2021-09-11,4.41176
2021-09-12,6.37254
2021-09-13,6.86274
2021-09-14,9.31372
2021-09-15,8.82352
2021-09-16,4.90196
2021-09-17,2.45098
2021-09-18,7.35294
2021-09-19,6.37254
2021-09-20,4.41176
2021-09-21,4.41176
2021-09-23,6.86274
2021-09-24,9.31372
2021-09-25,4.41176
2021-09-26,5.88235
2021-09-27,100.0
2021-09-28,43.62745
2021-09-29,21.56862
2021-09-30,56.37254
2021-10-01,89.21568
2021-10-02,36.2745
2021-10-03,10.78431
2021-10-04,12.74509
2021-10-05,21.07843
2021-10-06,16.66666
2021-10-07,11.7647
2021-10-08,13.72549
2021-10-09,23.52941
2021-10-10,15.68627
2021-10-11,15.68627
2021-10-12,14.70588
2021-10-13,16.66666
2021-10-14,13.72549
2021-10-15,5.88235
2021-10-16,7.84313
2021-10-17,6.37254
2021-10-18,8.33333
2021-10-19,5.88235
2021-10-20,11.2745
2021-10-21,7.35294
2021-10-22,8.33333
2021-10-23,6.37254
2021-10-24,7.84313
2021-10-25,12.2549
2021-10-26,15.19607
2021-10-27,15.19607
2021-10-28,17.15686
2021-10-29,7.84313
2021-10-30,4.41176
2021-10-31,5.88235
2021-11-01,8.82352
2021-11-02,7.35294
2021-11-03,8.82352
2021-11-04,12.74509
2021-11-05,8.33333
2021-11-06,6.86274
2021-11-07,9.31372
2021-11-08,15.19607
2021-11-09,11.2745
2021-11-10,6.86274
2021-11-11,3.92156
2021-11-12,8.82352
2021-11-13,6.37254
2021-11-14,4.41176
2021-11-15,17.15686
2021-11-16,7.35294
2021-11-17,16.66666
