date,일본환율
2020-03-20,18.44909
2020-03-21,4.98665
2020-03-22,3.86132
2020-03-23,16.45028
2020-03-24,12.98107
2020-03-25,14.83482
2020-03-26,12.44789
2020-03-27,10.6818
2020-03-28,3.76011
2020-03-29,3.04602
2020-03-30,12.17294
2020-03-31,8.67264
2020-04-01,10.17812
2020-04-02,9.91432
2020-04-03,7.54014
2020-04-04,3.08667
2020-04-05,2.50408
2020-04-06,8.6559
2020-04-07,8.58019
2020-04-08,7.76011
2020-04-09,6.92568
2020-04-10,6.48814
2020-04-11,2.35664
2020-04-12,2.26339
2020-04-13,7.48993
2020-04-14,6.72086
2020-04-15,3.67802
2020-04-16,7.07551
2020-04-17,6.50647
2020-04-18,2.70571
2020-04-19,2.24905
2020-04-20,6.53436
2020-04-21,9.44012
2020-04-22,7.31619
2020-04-23,6.02908
2020-04-24,6.28969
2020-04-25,2.38214
2020-04-26,2.19645
2020-04-27,6.44749
2020-04-28,5.68957
2020-04-29,4.92368
2020-04-30,2.89778
2020-05-01,2.95038
2020-05-02,1.88085
2020-05-03,1.85375
2020-05-04,5.90237
2020-05-05,2.62283
2020-05-06,6.14624
2020-05-07,6.24347
2020-05-08,4.85993
2020-05-09,2.05459
2020-05-10,1.78681
2020-05-11,5.69914
2020-05-12,5.06156
2020-05-13,4.7101
2020-05-14,4.99462
2020-05-15,4.46861
2020-05-16,2.01554
2020-05-17,1.80912
2020-05-18,5.06156
2020-05-19,5.53177
2020-05-20,5.05758
2020-05-21,4.41203
2020-05-22,5.50308
2020-05-23,2.1574
2020-05-24,1.95178
2020-05-25,5.95576
2020-05-26,5.53098
2020-05-27,4.80892
2020-05-28,5.04403
2020-05-29,4.93325
2020-05-30,2.08248
2020-05-31,1.77565
2020-06-01,6.0251
2020-06-02,5.45686
2020-06-03,7.99362
2020-06-04,6.4451
2020-06-05,7.36082
2020-06-06,2.49531
2020-06-07,2.09603
2020-06-08,7.74417
2020-06-09,8.10998
2020-06-10,6.40047
2020-06-11,5.74696
2020-06-12,6.35584
2020-06-13,2.05618
2020-06-14,1.75732
2020-06-15,6.56624
2020-06-16,5.54692
2020-06-17,5.33413
2020-06-18,5.32536
2020-06-19,4.59374
2020-06-20,1.77724
2020-06-21,1.59952
2020-06-22,5.01215
2020-06-23,5.03606
2020-06-24,4.75234
2020-06-25,4.74676
2020-06-26,4.43275
2020-06-27,1.72305
2020-06-28,1.68878
2020-06-29,4.93564
2020-06-30,5.49033
2020-07-01,5.11655
2020-07-02,4.19366
2020-07-03,3.9466
2020-07-04,1.53974
2020-07-05,1.51823
2020-07-06,4.80015
2020-07-07,4.71966
2020-07-08,4.08926
2020-07-09,4.09165
2020-07-10,4.86312
2020-07-11,1.6832
2020-07-12,1.53895
2020-07-13,4.31719
2020-07-14,4.28053
2020-07-15,4.06216
2020-07-16,4.11077
2020-07-17,3.59832
2020-07-18,1.46164
2020-07-19,1.37716
2020-07-20,3.96573
2020-07-21,4.29886
2020-07-22,4.17931
2020-07-23,3.6039
2020-07-24,4.7619
2020-07-25,1.87368
2020-07-26,1.59952
2020-07-27,5.49193
2020-07-28,5.07909
2020-07-29,5.18908
2020-07-30,4.60888
2020-07-31,5.02729
2020-08-01,1.76449
2020-08-02,1.59792
2020-08-03,5.03207
2020-08-04,4.31719
2020-08-05,4.30125
2020-08-06,4.08766
2020-08-07,3.70272
2020-08-08,1.61785
2020-08-09,1.44411
2020-08-10,3.78959
2020-08-11,4.42239
2020-08-12,4.8671
2020-08-13,4.4471
2020-08-14,3.67563
2020-08-15,1.54054
2020-08-16,1.38832
2020-08-17,2.73839
2020-08-18,5.18509
2020-08-19,4.46941
2020-08-20,4.39689
2020-08-21,4.11157
2020-08-22,1.73421
2020-08-23,1.4983
2020-08-24,4.24546
2020-08-25,4.41442
2020-08-26,4.10998
2020-08-27,3.85574
2020-08-28,5.49033
2020-08-29,2.00438
2020-08-30,1.64415
2020-08-31,4.99541
2020-09-01,4.30524
2020-09-02,4.04941
2020-09-03,3.83183
2020-09-04,4.0502
2020-09-05,1.61944
2020-09-06,1.50388
2020-09-07,3.92269
2020-09-08,3.57202
2020-09-09,4.24467
2020-09-10,3.57362
2020-09-11,3.49232
2020-09-12,1.51743
2020-09-13,1.38115
2020-09-14,3.67882
2020-09-15,3.74736
2020-09-16,4.09962
2020-09-17,4.13468
2020-09-18,5.49113
2020-09-19,1.88643
2020-09-20,1.53417
2020-09-21,4.42877
2020-09-22,4.78103
2020-09-23,4.71488
2020-09-24,4.47818
2020-09-25,3.78083
2020-09-26,1.58916
2020-09-27,1.35883
2020-09-28,3.85893
2020-09-29,3.59354
2020-09-30,1.80115
2020-10-01,1.70233
2020-10-02,1.8155
2020-10-03,1.45367
2020-10-04,1.48714
2020-10-05,5.35883
2020-10-06,4.77226
2020-10-07,4.4471
2020-10-08,4.63678
2020-10-09,2.47698
2020-10-10,1.79318
2020-10-11,1.62183
2020-10-12,4.99621
2020-10-13,4.59772
2020-10-14,4.41681
2020-10-15,4.16656
2020-10-16,3.71309
2020-10-17,1.59155
2020-10-18,1.46084
2020-10-19,4.74357
2020-10-20,4.67105
2020-10-21,5.13887
2020-10-22,4.58896
2020-10-23,4.32914
2020-10-24,1.9191
2020-10-25,1.75732
2020-10-26,4.8934
2020-10-27,4.56983
2020-10-28,4.6041
2020-10-29,4.51245
2020-10-30,4.36899
2020-10-31,1.60111
2020-11-01,1.56206
2020-11-02,4.1833
2020-11-03,3.73301
2020-11-04,4.69735
2020-11-05,4.62641
2020-11-06,4.11396
2020-11-07,1.66567
2020-11-08,1.71906
2020-11-09,6.24905
2020-11-10,8.27654
2020-11-11,6.19485
2020-11-12,5.10539
2020-11-13,4.33791
2020-11-14,1.86969
2020-11-15,1.62661
2020-11-16,5.09025
2020-11-17,4.54353
2020-11-18,4.78501
2020-11-19,4.95317
2020-11-20,4.33393
2020-11-21,1.7876
2020-11-22,1.62741
2020-11-23,4.3945
2020-11-24,5.33891
2020-11-25,5.0257
2020-11-26,4.4997
2020-11-27,4.21677
2020-11-28,1.8928
2020-11-29,1.66088
2020-11-30,4.43195
2020-12-01,4.1562
2020-12-02,5.10779
2020-12-03,6.20442
2020-12-04,6.68818
2020-12-05,2.69695
2020-12-06,2.14783
2020-12-07,6.19087
2020-12-08,5.16915
2020-12-09,5.07112
2020-12-10,4.91811
2020-12-11,4.38653
2020-12-12,1.89758
2020-12-13,1.75254
2020-12-14,4.72125
2020-12-15,4.66626
2020-12-16,4.36023
2020-12-17,4.34269
2020-12-18,4.13229
2020-12-19,1.74616
2020-12-20,1.62343
2020-12-21,4.64634
2020-12-22,4.77704
2020-12-23,4.23909
2020-12-24,3.85176
2020-12-25,2.06973
2020-12-26,1.67364
2020-12-27,1.58198
2020-12-28,4.55708
2020-12-29,4.36023
2020-12-30,4.07172
2020-12-31,3.22614
2021-01-01,1.82267
2021-01-02,1.54134
2021-01-03,1.66806
2021-01-04,4.69256
2021-01-05,4.38095
2021-01-06,4.26618
2021-01-07,4.03586
2021-01-08,4.14983
2021-01-09,1.89838
2021-01-10,1.77326
2021-01-11,3.83263
2021-01-12,3.9984
2021-01-13,3.85574
2021-01-14,3.83502
2021-01-15,3.83741
2021-01-16,1.75094
2021-01-17,1.5501
2021-01-18,4.49173
2021-01-19,4.28611
2021-01-20,3.7625
2021-01-21,3.64933
2021-01-22,3.68439
2021-01-23,1.6027
2021-01-24,1.49272
2021-01-25,3.89958
2021-01-26,3.75772
2021-01-27,3.44849
2021-01-28,4.39529
2021-01-29,4.17214
2021-01-30,1.76529
2021-01-31,1.58597
2021-02-01,3.87009
2021-02-02,3.4987
2021-02-03,3.32337
2021-02-04,3.26997
2021-02-05,3.54174
2021-02-06,1.58597
2021-02-07,1.50787
2021-02-08,3.419
2021-02-09,3.41342
2021-02-10,3.2357
2021-02-11,1.60669
2021-02-12,1.64176
2021-02-13,1.50308
2021-02-14,1.56365
2021-02-15,5.28153
2021-02-16,5.3397
2021-02-17,4.38812
2021-02-18,3.72345
2021-02-19,3.50986
2021-02-20,1.63777
2021-02-21,1.55887
2021-02-22,3.80952
2021-02-23,3.83662
2021-02-24,3.93066
2021-02-25,4.22235
2021-02-26,4.789
2021-02-27,1.82904
2021-02-28,1.5525
2021-03-01,2.27216
2021-03-02,4.4734
2021-03-03,3.91552
2021-03-04,3.8406
2021-03-05,4.66865
2021-03-06,1.81629
2021-03-07,1.59394
2021-03-08,4.56584
2021-03-09,4.74038
2021-03-10,3.86212
2021-03-11,3.89081
2021-03-12,4.02072
2021-03-13,1.64016
2021-03-14,1.57561
2021-03-15,4.04223
2021-03-16,4.58497
2021-03-17,3.93305
2021-03-18,4.66865
2021-03-19,4.04303
2021-03-20,1.58278
2021-03-21,1.46722
2021-03-22,3.84618
2021-03-23,3.46762
2021-03-24,3.75692
2021-03-25,3.52102
2021-03-26,3.66766
2021-03-27,1.61944
2021-03-28,1.42578
2021-03-29,3.68918
2021-03-30,4.08288
2021-03-31,5.38832
2021-04-01,4.69894
2021-04-02,3.91313
2021-04-03,1.57162
2021-04-04,1.46323
2021-04-05,4.30683
2021-04-06,4.64714
2021-04-07,4.34269
2021-04-08,3.7888
2021-04-09,3.54971
2021-04-10,1.4983
2021-04-11,1.40107
2021-04-12,4.13867
2021-04-13,3.68838
2021-04-14,3.91073
2021-04-15,3.60868
2021-04-16,3.15919
2021-04-17,1.47997
2021-04-18,1.35405
2021-04-19,3.72902
2021-04-20,3.69475
2021-04-21,4.30524
2021-04-22,3.38394
2021-04-23,3.48754
2021-04-24,1.39629
2021-04-25,1.4449
2021-04-26,3.54652
2021-04-27,3.72424
2021-04-28,3.91631
2021-04-29,3.65809
2021-04-30,3.46842
2021-05-01,1.4202
2021-05-02,1.24168
2021-05-03,3.08985
2021-05-04,2.76867
2021-05-05,1.75732
2021-05-06,3.47878
2021-05-07,3.00059
2021-05-08,1.26877
2021-05-09,1.22893
2021-05-10,3.45885
2021-05-11,3.37118
2021-05-12,3.75453
2021-05-13,3.66606
2021-05-14,2.9201
2021-05-15,1.27913
2021-05-16,1.26559
2021-05-17,4.01753
2021-05-18,3.71787
2021-05-19,1.86889
2021-05-20,3.56724
2021-05-21,2.9448
2021-05-22,1.25682
2021-05-23,1.10699
2021-05-24,3.14006
2021-05-25,3.11217
2021-05-26,3.28511
2021-05-27,3.46284
2021-05-28,4.82566
2021-05-29,1.6561
2021-05-30,1.37238
2021-05-31,4.64474
2021-06-01,4.38573
2021-06-02,3.788
2021-06-03,3.34887
2021-06-04,3.43096
2021-06-05,1.44251
2021-06-06,1.31181
2021-06-07,3.79597
2021-06-08,4.26857
2021-06-09,3.83183
2021-06-10,3.76808
2021-06-11,3.41422
2021-06-12,1.44411
2021-06-13,1.4202
2021-06-14,3.61904
2021-06-15,3.87248
2021-06-16,3.41821
2021-06-17,4.00478
2021-06-18,4.09324
2021-06-19,1.48635
2021-06-20,1.38912
