date,NH투자증권
2020-06-22,23.47695
2020-06-23,30.74264
2020-06-24,29.99672
2020-06-25,16.80269
2020-06-26,15.38497
2020-06-27,2.89706
2020-06-28,3.14284
2020-06-29,12.14693
2020-06-30,10.52869
2020-07-01,10.8525
2020-07-02,11.34483
2020-07-03,11.45797
2020-07-04,2.96261
2020-07-05,3.36209
2020-07-06,13.18623
2020-07-07,13.7917
2020-07-08,15.0479
2020-07-09,14.8505
2020-07-10,10.24546
2020-07-11,2.7535
2020-07-12,2.88146
2020-07-13,12.2234
2020-07-14,10.3547
2020-07-15,11.28632
2020-07-16,26.16647
2020-07-17,11.71077
2020-07-18,2.94856
2020-07-19,3.08588
2020-07-20,11.87697
2020-07-21,13.28064
2020-07-22,14.95505
2020-07-23,13.40938
2020-07-24,11.67488
2020-07-25,3.71945
2020-07-26,3.67107
2020-07-27,13.60054
2020-07-28,12.04784
2020-07-29,10.79944
2020-07-30,10.43038
2020-07-31,9.59629
2020-08-01,2.86351
2020-08-02,2.79953
2020-08-03,10.41166
2020-08-04,13.52954
2020-08-05,14.24893
2020-08-06,14.34334
2020-08-07,11.97372
2020-08-08,3.80372
2020-08-09,3.58915
2020-08-10,100.0
2020-08-11,14.77872
2020-08-12,12.8671
2020-08-13,12.33887
2020-08-14,10.61842
2020-08-15,2.62008
2020-08-16,2.26428
2020-08-17,3.24194
2020-08-18,10.73234
2020-08-19,9.89045
2020-08-20,9.87562
2020-08-21,9.54558
2020-08-22,2.37508
2020-08-23,2.18704
2020-08-24,10.52635
2020-08-25,11.53053
2020-08-26,10.68318
2020-08-27,11.06785
2020-08-28,10.20723
2020-08-29,2.54673
2020-08-30,2.85415
2020-08-31,11.50869
2020-09-01,11.88321
2020-09-02,13.63643
2020-09-03,13.16906
2020-09-04,11.36824
2020-09-05,3.33166
2020-09-06,3.29967
2020-09-07,13.30014
2020-09-08,12.28192
2020-09-09,10.80802
2020-09-10,11.48762
2020-09-11,10.28838
2020-09-12,3.05155
2020-09-13,3.09213
2020-09-14,12.12899
2020-09-15,12.19609
2020-09-16,12.52379
2020-09-17,10.58565
2020-09-18,9.63219
2020-09-19,2.7574
2020-09-20,2.58965
2020-09-21,9.65559
2020-09-22,9.21007
2020-09-23,9.27639
2020-09-24,8.96819
2020-09-25,8.6756
2020-09-26,2.38756
2020-09-27,2.41877
2020-09-28,11.36668
2020-09-29,10.09487
2020-09-30,2.32202
2020-10-01,2.11525
2020-10-02,2.36103
2020-10-03,2.62086
2020-10-04,3.998
2020-10-05,18.32885
2020-10-06,18.47086
2020-10-07,9.1063
2020-10-08,11.11622
2020-10-09,2.58652
2020-10-10,2.22917
2020-10-11,2.46246
2020-10-12,10.14871
2020-10-13,9.12814
2020-10-14,8.41968
2020-10-15,10.05742
2020-10-16,9.10942
2020-10-17,2.33841
2020-10-18,2.15036
2020-10-19,8.81214
2020-10-20,7.42174
2020-10-21,8.40719
2020-10-22,8.40329
2020-10-23,11.22077
2020-10-24,2.73711
2020-10-25,2.55844
2020-10-26,9.33569
2020-10-27,8.63034
2020-10-28,9.9201
2020-10-29,8.81526
2020-10-30,7.2969
2020-10-31,1.58312
2020-11-01,1.90771
2020-11-02,7.94997
2020-11-03,7.63708
2020-11-04,7.20483
2020-11-05,8.3674
2020-11-06,7.57076
2020-11-07,1.82266
2020-11-08,1.75946
2020-11-09,9.37002
2020-11-10,9.48316
2020-11-11,10.65431
2020-11-12,9.40123
2020-11-13,8.83789
2020-11-14,2.37586
2020-11-15,2.26272
2020-11-16,12.33731
2020-11-17,11.56565
2020-11-18,10.51777
2020-11-19,9.26703
2020-11-20,9.02281
2020-11-21,2.6427
2020-11-22,2.52176
2020-11-23,11.89101
2020-11-24,11.82079
2020-11-25,12.16176
2020-11-26,10.9274
2020-11-27,10.50529
2020-11-28,3.07418
2020-11-29,3.16313
2020-11-30,11.14197
2020-12-01,11.52117
2020-12-02,12.10792
2020-12-03,13.29
2020-12-04,14.71864
2020-12-05,3.95274
2020-12-06,4.28279
2020-12-07,13.78624
2020-12-08,12.63069
2020-12-09,13.40235
2020-12-10,12.94591
2020-12-11,14.61564
2020-12-12,3.43778
2020-12-13,3.72959
2020-12-14,12.52613
2020-12-15,11.53131
2020-12-16,10.92896
2020-12-17,10.38747
2020-12-18,9.90605
2020-12-19,3.3855
2020-12-20,3.35351
2020-12-21,11.6819
2020-12-22,11.16538
2020-12-23,11.11934
2020-12-24,11.48372
2020-12-25,3.26222
2020-12-26,2.87288
2020-12-27,3.41515
2020-12-28,17.42767
2020-12-29,13.28844
2020-12-30,13.47024
2020-12-31,6.84201
2021-01-01,3.65781
2021-01-02,3.37536
2021-01-03,3.84351
2021-01-04,28.23725
2021-01-05,15.78836
2021-01-06,18.65266
2021-01-07,17.21778
2021-01-08,18.18763
2021-01-09,5.63262
2021-01-10,5.59907
2021-01-11,22.9612
2021-01-12,16.90724
2021-01-13,15.58628
2021-01-14,14.32929
2021-01-15,13.07465
2021-01-16,3.75378
2021-01-17,3.64767
2021-01-18,12.46683
2021-01-19,13.42966
2021-01-20,12.974
2021-01-21,13.66764
2021-01-22,12.91626
2021-01-23,4.09319
2021-01-24,4.11113
2021-01-25,14.93086
2021-01-26,12.82341
2021-01-27,12.17424
2021-01-28,11.82391
2021-01-29,11.57501
2021-01-30,3.24818
2021-01-31,3.24194
2021-02-01,12.71261
2021-02-02,12.21637
2021-02-03,11.53522
2021-02-04,10.64417
2021-02-05,11.27617
2021-02-06,3.86145
2021-02-07,4.15561
2021-02-08,13.01691
2021-02-09,11.8637
2021-02-10,11.22624
2021-02-11,3.65859
2021-02-12,3.52126
2021-02-13,3.42607
2021-02-14,4.16185
2021-02-15,15.25935
2021-02-16,15.11969
2021-02-17,13.29624
2021-02-18,12.68921
2021-02-19,11.85434
2021-02-20,4.07056
2021-02-21,4.93898
2021-02-22,13.64501
2021-02-23,12.97166
2021-02-24,13.4913
2021-02-25,14.88093
2021-02-26,12.90299
2021-02-27,4.62454
2021-02-28,4.79619
2021-03-01,6.54864
2021-03-02,15.6089
2021-03-03,15.63855
2021-03-04,17.74367
2021-03-05,19.73721
2021-03-06,6.97075
2021-03-07,10.39917
2021-03-08,32.79782
2021-03-09,45.24827
2021-03-10,34.96457
2021-03-11,16.87759
2021-03-12,17.61571
2021-03-13,4.3889
2021-03-14,3.89735
2021-03-15,11.72872
2021-03-16,12.57919
2021-03-17,12.50663
2021-03-18,17.04066
2021-03-19,13.57323
2021-03-20,3.50644
2021-03-21,3.3894
2021-03-22,11.05458
2021-03-23,11.11622
2021-03-24,9.41371
2021-03-25,9.83661
2021-03-26,9.84987
2021-03-27,3.05936
2021-03-28,3.03283
2021-03-29,9.73206
2021-03-30,9.57289
2021-03-31,9.71879
2021-04-01,9.85144
2021-04-02,9.34583
2021-04-03,3.56964
2021-04-04,3.52283
2021-04-05,10.69176
2021-04-06,13.47102
2021-04-07,15.03464
2021-04-08,11.9269
2021-04-09,11.08813
2021-04-10,3.58446
2021-04-11,3.73895
2021-04-12,12.30376
2021-04-13,12.27723
2021-04-14,12.09309
2021-04-15,12.38101
2021-04-16,12.64395
2021-04-17,3.81386
2021-04-18,3.8872
2021-04-19,12.65331
2021-04-20,12.56671
2021-04-21,12.52535
2021-04-22,13.46165
2021-04-23,13.66608
2021-04-24,4.56836
2021-04-25,4.80556
2021-04-26,17.19593
2021-04-27,23.31934
2021-04-28,33.37988
2021-04-29,18.79544
2021-04-30,16.89475
2021-05-01,4.57304
2021-05-02,3.92075
2021-05-03,15.51683
2021-05-04,11.05302
2021-05-05,3.82946
2021-05-06,14.3527
2021-05-07,14.64061
2021-05-08,3.46197
2021-05-09,3.334
2021-05-10,14.9137
2021-05-11,13.82213
2021-05-12,11.06472
2021-05-13,10.66992
2021-05-14,9.92166
2021-05-15,3.18576
2021-05-16,4.87734
2021-05-17,10.52557
2021-05-18,9.85378
2021-05-19,3.81854
2021-05-20,9.39343
2021-05-21,8.68418
2021-05-22,2.09263
2021-05-23,2.28535
2021-05-24,8.73022
2021-05-25,9.79214
2021-05-26,8.99472
2021-05-27,8.85506
2021-05-28,8.41656
2021-05-29,2.3345
2021-05-30,2.49133
2021-05-31,9.64545
2021-06-01,9.2405
2021-06-02,8.70681
2021-06-03,9.37548
2021-06-04,7.92422
2021-06-05,2.26272
2021-06-06,2.26038
2021-06-07,8.6717
2021-06-08,8.16766
2021-06-09,7.75646
2021-06-10,7.74008
2021-06-11,7.77597
2021-06-12,2.06532
2021-06-13,1.94672
2021-06-14,8.16844
2021-06-15,8.04282
2021-06-16,8.58587
2021-06-17,7.75334
2021-06-18,7.6207
2021-06-19,2.11681
2021-06-20,2.1964
2021-06-21,7.99912
2021-06-22,7.85477
2021-06-23,7.82278
2021-06-24,7.98118
2021-06-25,8.21681
2021-06-26,2.20498
2021-06-27,2.24321
2021-06-28,8.69354
2021-06-29,7.74086
2021-06-30,8.4384
2021-07-01,9.45507
2021-07-02,9.96457
2021-07-03,2.43828
2021-07-04,2.40083
2021-07-05,9.14531
2021-07-06,9.83349
2021-07-07,9.9911
2021-07-08,13.05202
2021-07-09,13.3727
2021-07-10,2.07234
2021-07-11,2.05673
2021-07-12,9.83271
2021-07-13,12.00024
2021-07-14,10.00436
2021-07-15,8.8808
2021-07-16,10.96953
2021-07-17,2.34153
2021-07-18,2.47885
2021-07-19,8.52345
2021-07-20,8.30654
2021-07-21,7.28597
2021-07-22,9.05558
2021-07-23,9.65793
2021-07-24,2.71839
2021-07-25,2.65051
2021-07-26,9.14843
2021-07-27,8.72631
2021-07-28,8.27533
2021-07-29,8.70291
2021-07-30,8.92372
2021-07-31,2.30876
2021-08-01,2.64426
2021-08-02,9.35364
2021-08-03,8.94244
2021-08-04,7.97415
2021-08-05,7.96401
2021-08-06,8.20979
2021-08-07,2.26662
2021-08-08,2.44062
2021-08-09,9.98096
2021-08-10,10.21269
2021-08-11,8.78249
2021-08-12,8.56636
2021-08-13,7.40925
2021-08-14,1.97481
2021-08-15,1.75712
2021-08-16,2.52098
2021-08-17,7.49274
2021-08-18,7.61992
2021-08-19,8.0038
2021-08-20,7.21965
2021-08-21,2.06688
2021-08-22,2.03099
2021-08-23,7.70107
2021-08-24,7.84853
2021-08-25,8.48366
2021-08-26,7.67766
2021-08-27,7.71355
2021-08-28,2.40161
2021-08-29,2.44842
2021-08-30,7.86024
2021-08-31,7.53721
2021-09-01,8.21135
2021-09-02,7.98742
2021-09-03,7.26256
2021-09-04,2.13008
2021-09-05,2.15739
2021-09-06,7.68312
2021-09-07,7.17128
2021-09-08,7.15567
2021-09-09,6.77881
2021-09-10,7.51927
2021-09-11,2.19874
2021-09-12,2.64426
2021-09-13,7.73384
2021-09-14,9.02515
2021-09-15,7.92188
2021-09-16,6.61886
2021-09-17,7.40457
2021-09-18,3.00786
2021-09-19,2.34231
2021-09-20,2.33684
2021-09-21,2.28223
2021-09-22,3.46509
2021-09-23,11.85044
2021-09-24,12.48088
2021-09-25,3.57978
2021-09-26,4.64404
2021-09-27,13.76127
2021-09-28,15.18523
2021-09-29,8.56246
2021-09-30,8.95649
2021-10-01,7.08545
2021-10-02,1.59015
2021-10-03,1.36153
2021-10-04,1.9514
2021-10-05,7.80796
2021-10-06,6.94188
2021-10-07,7.66751
2021-10-08,5.88464
2021-10-09,1.38182
2021-10-10,1.27102
2021-10-11,1.74151
2021-10-12,6.60481
2021-10-13,6.57048
2021-10-14,6.21157
2021-10-15,6.50884
2021-10-16,1.71499
2021-10-17,1.41381
2021-10-18,6.05396
2021-10-19,6.43316
2021-10-20,5.81052
2021-10-21,6.00324
2021-10-22,5.89791
2021-10-23,1.7579
2021-10-24,1.80549
2021-10-25,8.45323
2021-10-26,7.81186
2021-10-27,6.85371
2021-10-28,7.18298
2021-10-29,6.62432
2021-10-30,1.76726
2021-10-31,2.14568
2021-11-01,8.74738
2021-11-02,11.08423
2021-11-03,12.87413
2021-11-04,8.2332
2021-11-05,7.41159
2021-11-06,1.76726
2021-11-07,2.02084
2021-11-08,6.77023
2021-11-09,6.77101
2021-11-10,6.57204
2021-11-11,7.9484
2021-11-12,6.70937
2021-11-13,1.52851
2021-11-14,1.58
2021-11-15,6.74916
2021-11-16,6.6883
2021-11-17,6.62276
2021-11-18,6.85293
2021-11-19,5.46799
2021-11-20,1.57688
2021-11-21,1.85465
2021-11-22,9.43712
2021-11-23,6.55176
2021-11-24,6.89741
2021-11-25,6.00792
2021-11-26,5.6849
2021-11-27,1.4614
2021-11-28,1.55425
2021-11-29,5.99544
2021-11-30,6.03367
2021-12-01,6.46905
2021-12-02,5.97437
2021-12-03,6.02197
2021-12-04,1.56674
2021-12-05,1.73683
2021-12-06,6.6883
2021-12-07,7.27973
2021-12-08,6.95593
2021-12-09,6.49558
2021-12-10,5.97203
2021-12-11,1.6947
2021-12-12,1.87182
2021-12-13,7.75958
2021-12-14,7.30626
2021-12-15,6.35279
2021-12-16,6.54083
2021-12-17,6.8662
2021-12-18,1.98885
2021-12-19,1.81642
2021-12-20,6.91613
2021-12-21,7.08857
2021-12-22,6.89663
2021-12-23,6.77881
2021-12-24,6.71717
2021-12-25,1.896
2021-12-26,2.02631
2021-12-27,7.87194
2021-12-28,8.76845
2021-12-29,9.71957
2021-12-30,7.67142
2021-12-31,4.06744
2022-01-01,1.68768
2022-01-02,1.88586
2022-01-03,7.84853
2022-01-04,7.20873
2022-01-05,7.04097
2022-01-06,6.87478
2022-01-07,6.74292
2022-01-08,2.10199
2022-01-09,1.91551
2022-01-10,7.20093
2022-01-11,6.72809
2022-01-12,7.18376
2022-01-13,7.14397
2022-01-14,6.77335
2022-01-15,2.07936
2022-01-16,2.34933
2022-01-17,7.4943
2022-01-18,8.64205
2022-01-19,9.20851
2022-01-20,10.42804
2022-01-21,13.90171
2022-01-22,2.62788
2022-01-23,2.29393
2022-01-24,7.48103
2022-01-25,7.42954
2022-01-26,6.50884
2022-01-27,7.40535
2022-01-28,6.70235
2022-01-29,1.8765
2022-01-30,1.71577
2022-01-31,1.59873
2022-02-01,1.83826
2022-02-02,2.43125
2022-02-03,8.61552
2022-02-04,8.64751
2022-02-05,2.17221
2022-02-06,2.41643
2022-02-07,7.07296
2022-02-08,6.95437
2022-02-09,6.70859
2022-02-10,6.48153
2022-02-11,6.20689
2022-02-12,1.8843
2022-02-13,1.75868
2022-02-14,6.01885
2022-02-15,5.997
2022-02-16,7.1783
2022-02-17,7.47635
2022-02-18,7.82122
2022-02-19,4.10645
2022-02-20,4.30854
2022-02-21,11.74042
2022-02-22,12.02443
2022-02-23,6.38556
2022-02-24,6.84201
2022-02-25,5.97593
2022-02-26,1.70016
2022-02-27,1.47623
2022-02-28,6.1749
2022-03-01,2.03177
2022-03-02,7.36322
2022-03-03,8.90265
2022-03-04,5.55148
2022-03-05,1.59717
2022-03-06,1.70718
2022-03-07,6.17802
2022-03-08,5.71221
2022-03-09,1.56752
2022-03-10,7.63943
2022-03-11,5.70909
2022-03-12,1.97793
2022-03-13,1.90849
2022-03-14,5.75278
2022-03-15,5.47345
2022-03-16,5.52417
2022-03-17,5.98295
2022-03-18,5.63496
2022-03-19,1.76726
2022-03-20,1.54801
2022-03-21,5.88776
2022-03-22,5.79804
2022-03-23,6.06722
2022-03-24,5.76292
2022-03-25,6.18582
2022-03-26,1.71967
2022-03-27,1.60575
2022-03-28,6.03211
2022-03-29,5.75824
2022-03-30,5.71065
2022-03-31,6.24902
2022-04-01,6.42224
2022-04-02,2.06142
2022-04-03,1.8999
2022-04-04,6.81392
2022-04-05,6.51196
2022-04-06,6.29193
2022-04-07,6.34811
2022-04-08,5.93614
2022-04-09,1.94672
2022-04-10,2.16129
2022-04-11,6.16085
2022-04-12,5.66305
2022-04-13,6.54864
2022-04-14,6.50338
2022-04-15,6.70859
2022-04-16,1.77897
2022-04-17,1.80315
2022-04-18,6.60872
2022-04-19,6.83031
2022-04-20,7.00118
2022-04-21,7.47479
2022-04-22,7.65035
2022-04-23,2.37898
2022-04-24,2.1254
2022-04-25,7.7432
2022-04-26,7.04644
2022-04-27,7.39131
2022-04-28,7.02615
2022-04-29,6.74604
2022-04-30,1.82266
2022-05-01,1.96545
2022-05-02,6.53693
2022-05-03,6.45657
2022-05-04,6.22951
2022-05-05,1.9592
2022-05-06,5.67163
2022-05-07,1.45126
2022-05-08,1.68846
2022-05-09,5.7637
2022-05-10,6.14759
2022-05-11,5.65993
2022-05-12,5.93224
2022-05-13,6.51352
2022-05-14,2.73321
2022-05-15,4.64092
2022-05-16,5.78009
2022-05-17,5.75044
2022-05-18,5.1988
2022-05-19,4.98501
2022-05-20,4.92962
2022-05-21,1.34905
2022-05-22,1.18988
2022-05-23,5.04431
2022-05-24,4.94366
2022-05-25,5.13638
2022-05-26,5.04821
2022-05-27,5.02559
2022-05-28,1.2679
2022-05-29,1.34593
2022-05-30,5.681
2022-05-31,5.58035
2022-06-01,1.65881
2022-06-02,5.15433
2022-06-03,5.21441
2022-06-04,1.18207
2022-06-05,1.17115
2022-06-06,1.44034
2022-06-07,5.56474
2022-06-08,7.04097
2022-06-09,7.9804
2022-06-10,4.97253
2022-06-11,1.24683
2022-06-12,1.16023
2022-06-13,6.24746
2022-06-14,5.92678
2022-06-15,6.22561
2022-06-16,5.8152
2022-06-17,6.5502
2022-06-18,1.24605
2022-06-19,1.15633
2022-06-20,5.45238
2022-06-21,4.98189
2022-06-22,5.26122
2022-06-23,5.10283
2022-06-24,5.01076
2022-06-25,1.22343
2022-06-26,1.13526
2022-06-27,5.47267
2022-06-28,5.34159
2022-06-29,4.82662
2022-06-30,5.12
2022-07-01,4.77981
2022-07-02,1.23513
2022-07-03,1.1891
2022-07-04,4.91947
2022-07-05,6.40195
2022-07-06,7.37726
2022-07-07,8.7466
2022-07-08,4.78059
2022-07-09,1.12512
2022-07-10,1.0744
2022-07-11,5.35095
2022-07-12,4.71115
2022-07-13,4.63156
2022-07-14,4.50984
2022-07-15,5.55928
2022-07-16,1.07986
2022-07-17,1.10327
2022-07-18,5.32052
2022-07-19,5.18398
2022-07-20,4.90075
2022-07-21,4.78137
2022-07-22,4.14312
2022-07-23,1.08688
2022-07-24,1.019
2022-07-25,4.701
2022-07-26,4.42011
2022-07-27,4.14859
2022-07-28,4.51062
2022-07-29,4.68774
2022-07-30,1.11185
2022-07-31,1.0666
2022-08-01,4.5785
2022-08-02,4.12986
2022-08-03,4.25002
2022-08-04,4.35535
2022-08-05,4.52389
2022-08-06,1.09625
2022-08-07,0.95034
2022-08-08,4.804
2022-08-09,4.75484
2022-08-10,4.32336
2022-08-11,4.875
2022-08-12,4.67213
2022-08-13,1.15086
2022-08-14,0.98077
2022-08-15,1.17583
2022-08-16,5.14731
2022-08-17,4.84925
2022-08-18,4.25704
2022-08-19,4.10567
2022-08-20,1.01276
2022-08-21,1.00808
2022-08-22,4.48956
2022-08-23,4.29839
2022-08-24,4.20867
2022-08-25,4.47785
2022-08-26,4.43884
2022-08-27,1.03227
2022-08-28,0.95814
2022-08-29,4.46381
2022-08-30,4.59879
2022-08-31,4.42089
2022-09-01,4.20398
2022-09-02,3.87472
2022-09-03,0.89026
2022-09-04,0.92693
2022-09-05,3.79981
2022-09-06,3.75144
2022-09-07,3.83727
2022-09-08,3.60007
2022-09-09,0.94878
2022-09-10,0.80287
2022-09-11,0.84267
2022-09-12,1.03461
2022-09-13,4.70334
2022-09-14,4.29995
2022-09-15,4.04247
2022-09-16,3.78655
2022-09-17,0.97609
2022-09-18,1.08454
2022-09-19,3.94104
2022-09-20,3.97693
2022-09-21,3.7647
2022-09-22,4.14078
2022-09-23,4.25314
2022-09-24,1.03305
2022-09-25,1.07752
2022-09-26,5.77697
2022-09-27,5.59361
2022-09-28,5.69972
2022-09-29,4.36159
2022-09-30,4.51062
2022-10-01,1.06582
2022-10-02,1.07596
2022-10-03,1.3748
2022-10-04,4.91791
2022-10-05,4.65341
2022-10-06,4.52545
2022-10-07,4.78137
2022-10-08,1.08454
2022-10-09,0.92381
2022-10-10,1.17193
2022-10-11,4.99204
2022-10-12,4.5192
2022-10-13,4.55432
2022-10-14,4.29059
2022-10-15,1.01042
2022-10-16,1.15789
2022-10-17,4.58084
2022-10-18,4.65497
2022-10-19,4.35691
2022-10-20,4.09865
2022-10-21,4.21803
2022-10-22,1.03071
2022-10-23,1.07752
2022-10-24,4.49502
2022-10-25,4.72441
2022-10-26,4.43494
2022-10-27,4.78059
2022-10-28,4.25626
2022-10-29,0.94098
2022-10-30,0.78961
2022-10-31,4.30151
2022-11-01,4.5668
2022-11-02,4.27889
2022-11-03,4.15171
2022-11-04,3.85521
2022-11-05,0.9402
2022-11-06,0.89806
2022-11-07,4.21491
2022-11-08,4.67369
2022-11-09,4.71973
2022-11-10,4.18136
2022-11-11,5.19958
2022-11-12,1.16569
2022-11-13,1.11965
2022-11-14,4.84301
2022-11-15,4.95614
2022-11-16,4.54105
2022-11-17,4.22427
2022-11-18,3.90827
2022-11-19,0.93317
2022-11-20,0.93317
2022-11-21,3.80528
2022-11-22,4.01828
2022-11-23,4.04403
2022-11-24,4.06198
2022-11-25,3.79591
2022-11-26,0.89026
2022-11-27,0.87778
2022-11-28,3.89657
2022-11-29,4.04949
2022-11-30,4.35847
2022-12-01,4.75562
2022-12-02,3.73661
2022-12-03,0.79585
2022-12-04,0.90196
2022-12-05,4.00034
2022-12-06,3.76158
2022-12-07,3.7452
2022-12-08,3.72647
2022-12-09,4.10879
2022-12-10,0.91835
2022-12-11,0.93161
2022-12-12,4.20398
2022-12-13,4.89997
2022-12-14,4.45132
2022-12-15,3.79825
2022-12-16,3.83024
2022-12-17,0.91133
2022-12-18,1.00106
2022-12-19,4.10489
2022-12-20,4.33585
2022-12-21,3.96289
2022-12-22,4.57616
2022-12-23,4.10177
2022-12-24,0.94098
2022-12-25,0.9441
2022-12-26,4.77123
2022-12-27,5.15433
2022-12-28,6.08049
2022-12-29,4.56524
2022-12-30,2.69498
2022-12-31,0.93161
2023-01-01,0.99559
2023-01-02,5.03183
2023-01-03,4.60893
2023-01-04,4.77903
2023-01-05,4.54105
2023-01-06,4.41387
2023-01-07,1.1852
2023-01-08,1.08688
2023-01-09,4.91401
2023-01-10,4.69866
2023-01-11,4.37174
2023-01-12,4.10957
2023-01-13,4.58787
2023-01-14,1.12278
2023-01-15,1.09859
2023-01-16,4.83833
2023-01-17,4.34443
2023-01-18,3.98473
2023-01-19,3.99332
2023-01-20,3.76782
2023-01-21,0.94566
2023-01-22,0.83642
2023-01-23,0.93239
2023-01-24,1.24683
2023-01-25,5.62638
2023-01-26,5.17774
2023-01-27,5.08255
2023-01-28,1.39196
2023-01-29,1.22187
2023-01-30,4.61596
2023-01-31,4.79151
2023-02-01,4.90387
2023-02-02,5.02403
2023-02-03,4.65029
2023-02-04,1.2008
2023-02-05,1.2047
2023-02-06,4.58943
2023-02-07,4.76498
2023-02-08,5.81754
2023-02-09,5.52573
2023-02-10,4.76654
2023-02-11,1.12902
2023-02-12,1.18598
2023-02-13,4.78683
2023-02-14,4.79151
2023-02-15,4.27265
2023-02-16,4.67057
2023-02-17,4.16185
2023-02-18,1.12356
2023-02-19,1.16023
2023-02-20,4.99672
2023-02-21,4.87344
2023-02-22,4.16185
2023-02-23,4.58475
2023-02-24,4.09397
2023-02-25,1.10093
2023-02-26,1.06816
2023-02-27,4.86017
2023-02-28,5.27917
2023-03-01,1.66037
2023-03-02,4.82584
2023-03-03,4.34677
2023-03-04,1.2047
2023-03-05,1.16257
2023-03-06,5.21441
2023-03-07,5.19412
2023-03-08,4.45366
2023-03-09,4.23675
2023-03-10,3.76626
2023-03-11,0.9558
2023-03-12,1.10717
2023-03-13,5.15433
2023-03-14,4.93664
2023-03-15,6.34889
2023-03-16,5.95487
2023-03-17,5.53665
2023-03-18,1.54645
2023-03-19,1.48559
2023-03-20,5.48906
2023-03-21,5.39699
2023-03-22,5.34861
2023-03-23,5.3135
2023-03-24,4.86642
2023-03-25,1.56206
2023-03-26,1.94828
2023-03-27,6.11872
2023-03-28,5.14419
2023-03-29,4.96239
2023-03-30,5.12546
2023-03-31,4.77903
2023-04-01,1.22187
2023-04-02,1.16959
2023-04-03,5.09191
2023-04-04,4.90777
2023-04-05,5.02949
2023-04-06,5.13014
2023-04-07,5.14731
2023-04-08,1.40523
2023-04-09,1.22889
2023-04-10,5.66305
2023-04-11,5.90883
2023-04-12,5.67319
2023-04-13,6.58921
2023-04-14,6.00168
2023-04-15,1.41147
2023-04-16,1.34983
2023-04-17,5.56864
2023-04-18,5.38528
2023-04-19,5.11532
2023-04-20,4.90543
2023-04-21,4.54105
2023-04-22,1.08142
2023-04-23,1.05645
2023-04-24,4.6144
2023-04-25,4.60347
2023-04-26,4.51608
2023-04-27,4.75952
2023-04-28,5.10361
2023-04-29,1.31238
2023-04-30,1.00028
2023-05-01,1.83436
2023-05-02,4.97799
2023-05-03,4.44274
2023-05-04,4.21569
2023-05-05,1.30769
2023-05-06,0.94332
2023-05-07,1.27726
2023-05-08,4.85783
2023-05-09,4.61674
2023-05-10,4.53091
2023-05-11,4.45678
2023-05-12,5.06304
2023-05-13,2.42423
2023-05-14,4.01204
2023-05-15,4.71349
2023-05-16,4.17043
2023-05-17,4.23675
2023-05-18,4.06042
2023-05-19,4.47473
2023-05-20,1.04319
2023-05-21,0.98623
2023-05-22,4.93742
2023-05-23,4.56056
2023-05-24,4.54417
2023-05-25,4.29839
2023-05-26,4.22817
2023-05-27,0.98077
2023-05-28,0.93005
2023-05-29,1.30691
