date,포괄임금제
2023-05-30,10.87008
2023-05-31,12.11474
2023-06-01,15.84874
2023-06-02,15.23233
2023-06-03,6.12849
2023-06-04,7.00568
2023-06-05,11.51019
2023-06-06,7.12422
2023-06-07,11.43907
2023-06-08,11.32053
2023-06-09,11.59317
2023-06-10,7.69321
2023-06-11,5.98624
2023-06-12,13.88098
2023-06-13,11.90137
2023-06-14,12.1503
2023-06-15,11.07159
2023-06-16,11.20199
2023-06-17,5.31057
2023-06-18,4.63489
2023-06-19,11.49834
2023-06-20,22.66477
2023-06-21,20.42437
2023-06-22,14.71076
2023-06-23,11.0953
2023-06-24,6.56709
2023-06-25,5.6899
2023-06-26,10.72783
2023-06-27,9.93361
2023-06-28,10.89378
2023-06-29,10.24182
2023-06-30,8.99715
2023-07-01,4.49265
2023-07-02,4.78899
2023-07-03,12.56519
2023-07-04,11.02418
2023-07-05,11.71171
2023-07-06,10.32479
2023-07-07,8.72451
2023-07-08,4.97866
2023-07-09,4.5045
2023-07-10,10.36036
2023-07-11,9.23423
2023-07-12,11.26126
2023-07-13,10.36036
2023-07-14,8.20293
2023-07-15,4.43338
2023-07-16,5.38169
2023-07-17,11.22569
2023-07-18,12.00806
2023-07-19,12.16216
2023-07-20,10.85822
2023-07-21,9.67283
2023-07-22,5.59506
2023-07-23,5.95068
2023-07-24,10.25367
2023-07-25,9.83878
2023-07-26,9.16311
2023-07-27,9.63726
2023-07-28,9.26979
2023-07-29,4.48079
2023-07-30,4.30298
2023-07-31,8.60597
2023-08-01,9.41204
2023-08-02,8.21479
2023-08-03,8.32147
2023-08-04,7.71692
2023-08-05,3.97107
2023-08-06,3.80512
2023-08-07,8.65339
2023-08-08,8.66524
2023-08-09,9.17496
2023-08-10,9.009
2023-08-11,8.2385
2023-08-12,4.24371
2023-08-13,3.99478
2023-08-14,6.68563
2023-08-15,4.56377
2023-08-16,8.15552
2023-08-17,9.61356
2023-08-18,8.65339
2023-08-19,4.42152
2023-08-20,3.72214
2023-08-21,10.11142
2023-08-22,9.11569
2023-08-23,11.43907
2023-08-24,9.17496
2023-08-25,9.58985
2023-08-26,3.57989
2023-08-27,4.08961
2023-08-28,9.16311
2023-08-29,10.30109
2023-08-30,9.9099
2023-08-31,10.20625
2023-09-01,9.42389
2023-09-02,5.04978
2023-09-03,4.76529
2023-09-04,10.28923
2023-09-05,10.62114
2023-09-06,10.40777
2023-09-07,9.21052
2023-09-08,9.61356
2023-09-09,4.45708
2023-09-10,9.19867
2023-09-11,14.71076
2023-09-12,10.81081
2023-09-13,10.24182
2023-09-14,9.81507
2023-09-15,8.27406
2023-09-16,4.71787
2023-09-17,4.82456
2023-09-18,10.91749
2023-09-19,10.05215
2023-09-20,9.38833
2023-09-21,8.9853
2023-09-22,7.96586
2023-09-23,4.0659
2023-09-24,4.29113
2023-09-25,8.92603
2023-09-26,9.03271
2023-09-27,8.87861
2023-09-28,3.67472
2023-09-29,3.18871
2023-09-30,2.71455
2023-10-01,2.73826
2023-10-02,11.13086
2023-10-03,8.42816
2023-10-04,9.22238
2023-10-05,9.80322
2023-10-06,8.57041
2023-10-07,4.24371
2023-10-08,2.96348
2023-10-09,4.76529
2023-10-10,21.74016
2023-10-11,12.37553
2023-10-12,9.26979
2023-10-13,8.62968
2023-10-14,3.76955
2023-10-15,3.88809
2023-10-16,9.50687
2023-10-17,9.83878
2023-10-18,8.25035
2023-10-19,8.45187
2023-10-20,7.6458
2023-10-21,3.69843
2023-10-22,3.88809
2023-10-23,8.79563
2023-10-24,8.5467
2023-10-25,10.17069
2023-10-26,10.58558
2023-10-27,9.04457
2023-10-28,5.5595
2023-10-29,4.05405
2023-10-30,9.17496
2023-10-31,9.95732
2023-11-01,12.88525
2023-11-02,13.65576
2023-11-03,10.14698
2023-11-04,5.18018
2023-11-05,5.95068
2023-11-06,11.21384
2023-11-07,9.63726
2023-11-08,11.71171
2023-11-09,10.70412
2023-11-10,9.09198
2023-11-11,4.30298
2023-11-12,3.49691
2023-11-13,19.98577
2023-11-14,18.69369
2023-11-15,11.90137
2023-11-16,10.59743
2023-11-17,8.49928
2023-11-18,4.59933
2023-11-19,5.36984
2023-11-20,9.69653
2023-11-21,9.16311
2023-11-22,9.09198
2023-11-23,8.40445
2023-11-24,8.68895
2023-11-25,4.63489
2023-11-26,24.34803
2023-11-27,9.86249
2023-11-28,10.13513
2023-11-29,9.58985
2023-11-30,9.1394
2023-12-01,9.11569
2023-12-02,4.83641
2023-12-03,4.71787
2023-12-04,9.18681
2023-12-05,11.26126
2023-12-06,9.96917
2023-12-07,10.9412
2023-12-08,9.08013
2023-12-09,4.8127
2023-12-10,4.07776
2023-12-11,10.18255
2023-12-12,9.2935
2023-12-13,9.45945
2023-12-14,8.8549
2023-12-15,8.33333
2023-12-16,4.42152
2023-12-17,3.84068
2023-12-18,8.5467
2023-12-19,8.29777
2023-12-20,8.76007
2023-12-21,7.55097
2023-12-22,6.87529
2023-12-23,3.57989
2023-12-24,3.22427
2023-12-25,5.32242
2023-12-26,9.48316
2023-12-27,9.81507
2023-12-28,8.77192
2023-12-29,8.30962
2023-12-30,3.92366
2023-12-31,3.46135
2024-01-01,4.10146
2024-01-02,11.15457
2024-01-03,10.72783
2024-01-04,11.93693
2024-01-05,11.55761
2024-01-06,4.78899
2024-01-07,4.37411
2024-01-08,10.81081
2024-01-09,11.4035
2024-01-10,11.39165
2024-01-11,11.56946
2024-01-12,9.62541
2024-01-13,4.82456
2024-01-14,4.57562
2024-01-15,10.25367
2024-01-16,10.21811
2024-01-17,9.7558
2024-01-18,9.89805
2024-01-19,8.86676
2024-01-20,3.85253
2024-01-21,5.83214
2024-01-22,11.2494
2024-01-23,10.89378
2024-01-24,11.28496
2024-01-25,11.49834
2024-01-26,12.68373
2024-01-27,5.844
2024-01-28,4.70602
2024-01-29,11.13086
2024-01-30,11.21384
2024-01-31,12.01991
2024-02-01,11.87766
2024-02-02,9.87434
2024-02-03,4.56377
2024-02-04,4.6586
2024-02-05,10.82266
2024-02-06,11.19013
2024-02-07,9.06827
2024-02-08,8.86676
2024-02-09,4.01849
2024-02-10,3.0109
2024-02-11,2.89236
2024-02-12,3.98293
2024-02-13,9.19867
2024-02-14,9.69653
2024-02-15,9.94547
2024-02-16,8.97344
2024-02-17,4.22
2024-02-18,4.23186
2024-02-19,9.48316
2024-02-20,8.94973
2024-02-21,8.35704
2024-02-22,7.78805
2024-02-23,8.7008
2024-02-24,4.26742
2024-02-25,3.99478
2024-02-26,9.74395
2024-02-27,10.36036
2024-02-28,10.85822
2024-02-29,9.25794
2024-03-01,4.11332
2024-03-02,3.34281
2024-03-03,3.79326
2024-03-04,11.05974
2024-03-05,11.51019
2024-03-06,12.33997
2024-03-07,10.11142
2024-03-08,8.96159
2024-03-09,4.97866
2024-03-10,4.78899
2024-03-11,10.77524
2024-03-12,11.42721
2024-03-13,9.87434
2024-03-14,9.63726
2024-03-15,8.14366
2024-03-16,3.86439
2024-03-17,3.54433
2024-03-18,8.47558
2024-03-19,9.7321
2024-03-20,11.14272
