date,로보어드바이저
2023-05-04,12.52204
2023-05-05,10.40564
2023-05-06,12.16931
2023-05-07,11.55202
2023-05-08,15.78483
2023-05-09,15.60846
2023-05-10,15.96119
2023-05-11,14.28571
2023-05-12,9.96472
2023-05-13,7.76014
2023-05-14,12.52204
2023-05-15,15.69664
2023-05-16,11.72839
2023-05-17,10.84656
2023-05-18,14.19753
2023-05-19,9.70017
2023-05-20,9.17107
2023-05-21,12.25749
2023-05-22,19.04761
2023-05-23,15.87301
2023-05-24,13.05114
2023-05-25,12.16931
2023-05-26,12.25749
2023-05-27,6.79012
2023-05-28,9.25925
2023-05-29,13.31569
2023-05-30,14.46208
2023-05-31,13.31569
2023-06-01,12.25749
2023-06-02,12.61022
2023-06-03,8.64197
2023-06-04,10.40564
2023-06-05,12.69841
2023-06-06,12.87477
2023-06-07,17.5485
2023-06-08,18.16578
2023-06-09,13.58024
2023-06-10,12.96296
2023-06-11,14.19753
2023-06-12,21.34038
2023-06-13,17.19576
2023-06-14,16.40211
2023-06-15,15.34391
2023-06-16,13.84479
2023-06-17,8.37742
2023-06-18,13.58024
2023-06-19,18.78306
2023-06-20,16.84303
2023-06-21,16.13756
2023-06-22,15.69664
2023-06-23,14.90299
2023-06-24,10.22927
2023-06-25,11.19929
2023-06-26,14.63844
2023-06-27,14.81481
2023-06-28,16.49029
2023-06-29,16.04938
2023-06-30,14.99118
2023-07-01,11.28747
2023-07-02,13.84479
2023-07-03,19.48853
2023-07-04,16.84303
2023-07-05,19.04761
2023-07-06,17.0194
2023-07-07,13.49206
2023-07-08,10.40564
2023-07-09,10.31746
2023-07-10,15.96119
2023-07-11,16.13756
2023-07-12,15.52028
2023-07-13,13.75661
2023-07-14,13.66843
2023-07-15,8.81834
2023-07-16,8.02469
2023-07-17,12.78659
2023-07-18,14.55026
2023-07-19,17.37213
2023-07-20,12.96296
2023-07-21,15.16754
2023-07-22,6.70194
2023-07-23,7.23104
2023-07-24,15.87301
2023-07-25,13.66843
2023-07-26,13.66843
2023-07-27,12.52204
2023-07-28,9.96472
2023-07-29,7.4074
2023-07-30,7.23104
2023-07-31,10.93474
2023-08-01,12.43386
2023-08-02,12.87477
2023-08-03,11.55202
2023-08-04,9.96472
2023-08-05,7.49559
2023-08-06,8.81834
2023-08-07,11.46384
2023-08-08,12.34567
2023-08-09,9.43562
2023-08-10,13.13932
2023-08-11,10.05291
2023-08-12,5.64373
2023-08-13,6.3492
2023-08-14,14.02116
2023-08-15,8.4656
2023-08-16,15.07936
2023-08-17,13.13932
2023-08-18,9.61199
2023-08-19,6.52557
2023-08-20,8.81834
2023-08-21,11.37566
2023-08-22,13.93298
2023-08-23,17.90123
2023-08-24,11.72839
2023-08-25,10.14109
2023-08-26,6.96649
2023-08-27,7.67195
2023-08-28,15.60846
2023-08-29,14.28571
2023-08-30,12.52204
2023-08-31,8.4656
2023-09-01,9.17107
2023-09-02,5.37918
2023-09-03,5.64373
2023-09-04,12.78659
2023-09-05,10.84656
2023-09-06,11.37566
2023-09-07,9.34744
2023-09-08,7.67195
2023-09-09,6.26102
2023-09-10,5.64373
2023-09-11,10.05291
2023-09-12,11.11111
2023-09-13,11.64021
2023-09-14,14.46208
2023-09-15,12.34567
2023-09-16,5.73192
2023-09-17,7.76014
2023-09-18,11.37566
2023-09-19,11.64021
2023-09-20,9.87654
2023-09-21,8.20105
2023-09-22,6.26102
2023-09-23,3.35097
2023-09-24,5.02645
2023-09-25,7.14285
2023-09-26,8.81834
2023-09-27,6.08465
2023-09-28,4.49735
2023-09-29,4.49735
2023-09-30,5.90828
2023-10-01,4.40917
2023-10-02,5.11463
2023-10-03,5.8201
2023-10-04,8.20105
2023-10-05,11.81657
2023-10-06,13.66843
2023-10-07,7.05467
2023-10-08,7.9365
2023-10-09,8.4656
2023-10-10,13.05114
2023-10-11,10.14109
2023-10-12,9.34744
2023-10-13,9.87654
2023-10-14,5.55555
2023-10-15,6.26102
2023-10-16,10.49382
2023-10-17,9.25925
2023-10-18,10.14109
2023-10-19,9.43562
2023-10-20,7.84832
2023-10-21,6.26102
2023-10-22,6.70194
2023-10-23,10.22927
2023-10-24,13.58024
2023-10-25,11.99294
2023-10-26,10.67019
2023-10-27,9.43562
2023-10-28,7.67195
2023-10-29,6.8783
2023-10-30,11.19929
2023-10-31,10.93474
2023-11-01,13.75661
2023-11-02,9.96472
2023-11-03,11.37566
2023-11-04,5.02645
2023-11-05,6.70194
2023-11-06,10.49382
2023-11-07,12.34567
2023-11-08,10.22927
2023-11-09,9.25925
2023-11-10,6.26102
2023-11-11,4.49735
2023-11-12,4.58553
2023-11-13,7.49559
2023-11-14,10.14109
2023-11-15,9.61199
2023-11-16,8.73015
2023-11-17,7.23104
2023-11-18,4.32098
2023-11-19,5.11463
2023-11-20,13.13932
2023-11-21,24.69135
2023-11-22,17.28395
2023-11-23,13.58024
2023-11-24,9.70017
2023-11-25,5.20282
2023-11-26,5.37918
2023-11-27,8.81834
2023-11-28,8.4656
2023-11-29,8.73015
2023-11-30,8.28924
2023-12-01,8.11287
2023-12-02,4.58553
2023-12-03,5.90828
2023-12-04,8.81834
2023-12-05,7.31922
2023-12-06,7.14285
2023-12-07,7.67195
2023-12-08,5.64373
2023-12-09,4.67372
2023-12-10,5.20282
2023-12-11,10.84656
2023-12-12,11.11111
2023-12-13,9.34744
2023-12-14,8.73015
2023-12-15,10.93474
2023-12-16,6.3492
2023-12-17,6.61375
2023-12-18,8.73015
2023-12-19,10.14109
2023-12-20,10.67019
2023-12-21,8.73015
2023-12-22,7.05467
2023-12-23,5.291
2023-12-24,3.08641
2023-12-25,7.67195
2023-12-26,11.64021
2023-12-27,9.43562
2023-12-28,11.19929
2023-12-29,7.49559
2023-12-30,5.20282
2023-12-31,4.7619
2024-01-01,5.02645
2024-01-02,10.58201
2024-01-03,10.58201
2024-01-04,8.81834
2024-01-05,8.90652
2024-01-06,7.49559
2024-01-07,4.85008
2024-01-08,13.13932
2024-01-09,10.14109
2024-01-10,10.22927
2024-01-11,10.67019
2024-01-12,8.73015
2024-01-13,6.3492
2024-01-14,6.61375
2024-01-15,9.17107
2024-01-16,9.08289
2024-01-17,6.8783
2024-01-18,9.61199
2024-01-19,9.17107
2024-01-20,5.46737
2024-01-21,4.49735
2024-01-22,8.20105
2024-01-23,8.9947
2024-01-24,9.87654
2024-01-25,8.20105
2024-01-26,6.3492
2024-01-27,3.7037
2024-01-28,7.76014
2024-01-29,8.9947
2024-01-30,8.64197
2024-01-31,7.84832
2024-02-01,6.96649
2024-02-02,5.8201
2024-02-03,3.7037
2024-02-04,5.73192
2024-02-05,8.55379
2024-02-06,6.43738
2024-02-07,5.8201
2024-02-08,5.99647
2024-02-09,5.02645
2024-02-10,3.61552
2024-02-11,3.79188
2024-02-12,4.93827
2024-02-13,5.46737
2024-02-14,5.64373
2024-02-15,5.90828
2024-02-16,4.67372
2024-02-17,3.7037
2024-02-18,2.91005
2024-02-19,5.46737
2024-02-20,4.85008
2024-02-21,5.291
2024-02-22,5.11463
2024-02-23,5.291
2024-02-24,3.61552
2024-02-25,3.7037
2024-02-26,8.20105
2024-02-27,6.08465
2024-02-28,7.76014
2024-02-29,5.20282
2024-03-01,3.7037
2024-03-02,2.38095
2024-03-03,4.05643
2024-03-04,4.7619
2024-03-05,6.17283
2024-03-06,7.23104
2024-03-07,7.49559
2024-03-08,7.4074
2024-03-09,3.08641
2024-03-10,4.05643
2024-03-11,7.31922
2024-03-12,12.69841
2024-03-13,14.90299
2024-03-14,17.28395
2024-03-15,7.76014
2024-03-16,3.61552
2024-03-17,5.73192
2024-03-18,9.17107
2024-03-19,10.05291
2024-03-20,10.40564
