date,코인거래
2021-01-13,11.65501
2021-01-14,9.7902
2021-01-15,7.6923
2021-01-16,4.4289
2021-01-17,5.8275
2021-01-18,7.6923
2021-01-19,10.25641
2021-01-20,8.6247
2021-01-21,10.25641
2021-01-22,8.1585
2021-01-23,5.8275
2021-01-24,7.2261
2021-01-25,6.993
2021-01-26,5.5944
2021-01-27,6.7599
2021-01-28,4.4289
2021-01-29,6.5268
2021-01-30,5.8275
2021-01-31,8.8578
2021-02-01,16.31701
2021-02-02,12.82051
2021-02-03,12.12121
2021-02-04,11.88811
2021-02-05,10.95571
2021-02-06,7.6923
2021-02-07,5.1282
2021-02-08,10.72261
2021-02-09,21.21212
2021-02-10,15.15151
2021-02-11,13.75291
2021-02-12,14.91841
2021-02-13,15.15151
2021-02-14,16.08391
2021-02-15,14.68531
2021-02-16,13.51981
2021-02-17,40.79254
2021-02-18,98.60139
2021-02-19,56.64335
2021-02-20,46.85314
2021-02-21,40.32634
2021-02-22,44.28904
2021-02-23,32.16783
2021-02-24,22.14452
2021-02-25,19.11421
2021-02-26,18.18181
2021-02-27,10.02331
2021-02-28,10.95571
2021-03-01,11.42191
2021-03-02,11.18881
2021-03-03,12.58741
2021-03-04,16.31701
2021-03-05,13.28671
2021-03-06,10.72261
2021-03-07,6.5268
2021-03-08,13.75291
2021-03-09,19.34731
2021-03-10,20.51282
2021-03-11,20.97902
2021-03-12,23.31002
2021-03-13,30.06993
2021-03-14,30.30303
2021-03-15,43.82284
2021-03-16,39.62703
2021-03-17,30.53613
2021-03-18,34.73193
2021-03-19,39.86013
2021-03-20,40.79254
2021-03-21,32.86713
2021-03-22,33.33333
2021-03-23,29.37062
2021-03-24,22.37762
2021-03-25,20.97902
2021-03-26,19.58041
2021-03-27,20.04662
2021-03-28,18.88111
2021-03-29,27.03962
2021-03-30,37.29603
2021-03-31,41.25874
2021-04-01,50.58275
2021-04-02,84.38228
2021-04-03,64.33566
2021-04-04,41.72494
2021-04-05,76.68997
2021-04-06,70.16317
2021-04-07,72.72727
2021-04-08,46.38694
2021-04-09,39.86013
2021-04-10,28.43822
2021-04-11,27.73892
2021-04-12,33.56643
2021-04-13,34.49883
2021-04-14,52.21445
2021-04-15,42.65734
2021-04-16,65.73426
2021-04-17,74.35897
2021-04-18,58.27505
2021-04-19,70.62937
2021-04-20,100.0
2021-04-21,91.14219
2021-04-22,68.99766
2021-04-23,64.56876
2021-04-24,31.00233
2021-04-25,26.57342
2021-04-26,37.29603
2021-04-27,24.94172
2021-04-28,29.13752
2021-04-29,22.61072
2021-04-30,17.94871
2021-05-01,15.85081
2021-05-02,15.61771
2021-05-03,23.07692
2021-05-04,30.76923
2021-05-05,37.06293
2021-05-06,41.95804
2021-05-07,44.28904
2021-05-08,39.62703
2021-05-09,32.16783
2021-05-10,39.39393
2021-05-11,37.52913
2021-05-12,29.83682
2021-05-13,31.93473
2021-05-14,26.34032
2021-05-15,17.71561
2021-05-16,20.04662
2021-05-17,25.17482
2021-05-18,16.08391
2021-05-19,27.73892
2021-05-20,29.37062
2021-05-21,17.48251
2021-05-22,18.64801
2021-05-23,18.41491
2021-05-24,22.37762
2021-05-25,18.18181
2021-05-26,15.61771
2021-05-27,11.18881
2021-05-28,18.18181
2021-05-29,12.35431
2021-05-30,9.7902
2021-05-31,12.82051
2021-06-01,11.65501
2021-06-02,12.82051
2021-06-03,13.75291
2021-06-04,13.05361
2021-06-05,6.7599
2021-06-06,6.993
2021-06-07,9.5571
2021-06-08,10.48951
2021-06-09,6.0606
2021-06-10,9.0909
2021-06-11,7.6923
2021-06-12,8.1585
2021-06-13,6.0606
2021-06-14,10.25641
2021-06-15,6.7599
2021-06-16,7.4592
2021-06-17,11.18881
2021-06-18,6.2937
2021-06-19,4.1958
2021-06-20,3.4965
2021-06-21,7.9254
2021-06-22,9.0909
2021-06-23,12.12121
2021-06-24,8.8578
2021-06-25,6.5268
2021-06-26,3.9627
2021-06-27,5.5944
2021-06-28,8.1585
2021-06-29,8.1585
2021-06-30,10.02331
2021-07-01,5.1282
2021-07-02,6.0606
2021-07-03,4.4289
2021-07-04,6.5268
2021-07-05,7.6923
2021-07-06,4.662
2021-07-07,5.1282
2021-07-08,6.0606
2021-07-09,4.8951
2021-07-10,4.8951
2021-07-11,4.662
2021-07-12,3.9627
2021-07-13,2.5641
2021-07-14,3.4965
2021-07-15,4.8951
2021-07-16,4.8951
2021-07-17,2.331
2021-07-18,2.5641
2021-07-19,3.0303
2021-07-20,5.3613
2021-07-21,4.4289
2021-07-22,4.8951
2021-07-23,6.5268
2021-07-24,4.662
2021-07-25,3.4965
2021-07-26,6.5268
2021-07-27,7.2261
2021-07-28,3.2634
2021-07-29,8.6247
2021-07-30,6.2937
2021-07-31,6.5268
2021-08-01,5.8275
2021-08-02,5.1282
2021-08-03,2.331
2021-08-04,6.7599
2021-08-05,6.7599
2021-08-06,6.7599
2021-08-07,5.3613
2021-08-08,9.5571
2021-08-09,9.0909
2021-08-10,9.7902
2021-08-11,11.88811
2021-08-12,16.08391
2021-08-13,11.88811
2021-08-14,15.61771
2021-08-15,12.12121
2021-08-16,24.47552
2021-08-17,17.94871
2021-08-18,15.85081
2021-08-19,13.28671
2021-08-20,10.48951
2021-08-21,11.18881
2021-08-22,6.2937
2021-08-23,13.05361
2021-08-24,14.21911
2021-08-25,13.05361
2021-08-26,10.95571
2021-08-27,8.1585
2021-08-28,4.1958
2021-08-29,10.48951
2021-08-30,8.1585
2021-08-31,10.48951
2021-09-01,13.51981
2021-09-02,9.324
2021-09-03,8.6247
2021-09-04,10.25641
2021-09-05,11.88811
2021-09-06,19.58041
2021-09-07,14.91841
2021-09-08,16.31701
2021-09-09,13.28671
2021-09-10,9.324
2021-09-11,6.7599
2021-09-12,5.1282
2021-09-13,8.1585
2021-09-14,9.324
2021-09-15,9.324
2021-09-16,9.7902
2021-09-17,15.85081
2021-09-18,9.324
2021-09-19,7.9254
2021-09-20,9.324
2021-09-21,5.5944
2021-09-22,7.9254
2021-09-23,12.35431
2021-09-24,22.37762
2021-09-25,19.11421
2021-09-26,12.12121
2021-09-27,14.21911
2021-09-28,12.35431
2021-09-29,11.65501
2021-09-30,6.5268
2021-10-01,6.993
2021-10-02,6.993
2021-10-03,4.4289
2021-10-04,6.993
2021-10-05,19.81351
2021-10-06,17.24941
2021-10-07,12.12121
2021-10-08,10.25641
2021-10-09,7.2261
2021-10-10,10.95571
2021-10-11,8.3916
2021-10-12,8.6247
2021-10-13,8.3916
2021-10-14,15.15151
2021-10-15,20.74592
2021-10-16,12.35431
2021-10-17,7.9254
2021-10-18,12.35431
2021-10-19,14.45221
2021-10-20,10.25641
2021-10-21,19.81351
2021-10-22,9.324
2021-10-23,3.9627
2021-10-24,7.4592
2021-10-25,15.38461
2021-10-26,9.7902
2021-10-27,12.58741
2021-10-28,13.98601
2021-10-29,15.85081
2021-10-30,16.55011
2021-10-31,10.95571
2021-11-01,18.18181
2021-11-02,19.34731
2021-11-03,19.58041
2021-11-04,12.82051
2021-11-05,13.51981
2021-11-06,5.8275
2021-11-07,9.324
2021-11-08,12.58741
2021-11-09,19.34731
2021-11-10,20.97902
2021-11-11,14.45221
2021-11-12,12.12121
2021-11-13,11.88811
2021-11-14,10.72261
2021-11-15,15.38461
2021-11-16,21.91142
2021-11-17,21.21212
2021-11-18,25.64102
2021-11-19,16.31701
2021-11-20,19.58041
2021-11-21,14.21911
2021-11-22,22.14452
2021-11-23,17.94871
2021-11-24,20.97902
2021-11-25,23.54312
2021-11-26,27.50582
2021-11-27,17.71561
2021-11-28,15.15151
2021-11-29,18.41491
2021-11-30,15.61771
2021-12-01,20.04662
2021-12-02,16.55011
2021-12-03,12.35431
2021-12-04,24.94172
2021-12-05,16.55011
2021-12-06,15.61771
2021-12-07,14.21911
2021-12-08,14.68531
2021-12-09,12.35431
2021-12-10,15.61771
2021-12-11,9.5571
2021-12-12,13.28671
2021-12-13,12.12121
2021-12-14,16.55011
2021-12-15,15.38461
2021-12-16,13.28671
2021-12-17,10.02331
2021-12-18,8.8578
2021-12-19,9.0909
2021-12-20,12.58741
2021-12-21,9.5571
2021-12-22,10.72261
2021-12-23,5.3613
2021-12-24,7.4592
2021-12-25,6.7599
2021-12-26,8.3916
2021-12-27,10.02331
2021-12-28,6.5268
2021-12-29,8.8578
2021-12-30,12.12121
2021-12-31,10.25641
2022-01-01,10.25641
2022-01-02,10.02331
2022-01-03,14.68531
2022-01-04,9.0909
2022-01-05,10.72261
2022-01-06,13.75291
2022-01-07,12.12121
2022-01-08,10.95571
2022-01-09,7.2261
2022-01-10,11.18881
2022-01-11,11.18881
2022-01-12,12.12121
2022-01-13,8.8578
2022-01-14,10.72261
2022-01-15,6.993
2022-01-16,14.45221
2022-01-17,8.6247
2022-01-18,8.8578
2022-01-19,9.0909
2022-01-20,8.8578
2022-01-21,10.48951
2022-01-22,12.82051
2022-01-23,13.98601
2022-01-24,12.58741
2022-01-25,10.72261
2022-01-26,13.75291
2022-01-27,9.0909
2022-01-28,7.4592
2022-01-29,8.1585
2022-01-30,8.6247
2022-01-31,8.6247
2022-02-01,7.2261
2022-02-02,6.5268
2022-02-03,11.42191
2022-02-04,9.0909
2022-02-05,11.42191
2022-02-06,8.1585
2022-02-07,12.12121
2022-02-08,11.88811
2022-02-09,10.48951
2022-02-10,8.8578
2022-02-11,10.48951
2022-02-12,6.2937
2022-02-13,8.1585
2022-02-14,9.0909
2022-02-15,8.3916
2022-02-16,5.5944
2022-02-17,6.5268
2022-02-18,10.72261
2022-02-19,7.2261
2022-02-20,9.0909
2022-02-21,8.1585
2022-02-22,6.993
2022-02-23,8.6247
2022-02-24,11.18881
2022-02-25,6.0606
2022-02-26,5.3613
2022-02-27,5.1282
2022-02-28,7.4592
2022-03-01,7.4592
2022-03-02,6.0606
2022-03-03,7.4592
2022-03-04,6.0606
2022-03-05,3.2634
2022-03-06,4.662
2022-03-07,4.8951
2022-03-08,7.4592
2022-03-09,1.8648
2022-03-10,4.8951
2022-03-11,4.8951
2022-03-12,3.9627
2022-03-13,4.1958
2022-03-14,6.2937
2022-03-15,5.5944
2022-03-16,5.5944
2022-03-17,6.993
2022-03-18,9.5571
2022-03-19,8.6247
2022-03-20,6.5268
2022-03-21,3.4965
2022-03-22,6.993
2022-03-23,6.993
2022-03-24,7.9254
2022-03-25,9.7902
2022-03-26,11.88811
2022-03-27,8.1585
2022-03-28,12.58741
2022-03-29,12.12121
2022-03-30,14.91841
2022-03-31,11.42191
2022-04-01,9.324
2022-04-02,9.0909
2022-04-03,8.3916
2022-04-04,10.72261
2022-04-05,8.8578
2022-04-06,10.72261
2022-04-07,8.6247
2022-04-08,12.12121
2022-04-09,4.8951
2022-04-10,1.6317
2022-04-11,9.5571
2022-04-12,4.8951
2022-04-13,6.7599
2022-04-14,6.2937
2022-04-15,7.9254
2022-04-16,5.3613
2022-04-17,5.5944
2022-04-18,10.72261
2022-04-19,5.1282
2022-04-20,5.5944
2022-04-21,6.7599
2022-04-22,4.4289
2022-04-23,5.5944
2022-04-24,7.2261
2022-04-25,6.0606
2022-04-26,6.2937
2022-04-27,8.3916
2022-04-28,6.5268
2022-04-29,4.662
2022-04-30,5.5944
2022-05-01,6.2937
2022-05-02,10.48951
2022-05-03,7.4592
2022-05-04,4.8951
2022-05-05,3.0303
2022-05-06,5.5944
2022-05-07,3.0303
2022-05-08,3.7296
2022-05-09,7.4592
2022-05-10,7.4592
2022-05-11,15.85081
2022-05-12,26.80652
2022-05-13,40.79254
2022-05-14,20.04662
2022-05-15,13.05361
2022-05-16,12.12121
2022-05-17,16.08391
2022-05-18,13.28671
2022-05-19,11.65501
2022-05-20,10.25641
2022-05-21,5.5944
2022-05-22,6.0606
2022-05-23,11.42191
2022-05-24,6.5268
2022-05-25,6.7599
2022-05-26,7.9254
2022-05-27,6.5268
2022-05-28,4.4289
2022-05-29,5.1282
2022-05-30,9.0909
2022-05-31,7.6923
2022-06-01,5.8275
2022-06-02,5.8275
2022-06-03,6.5268
2022-06-04,3.4965
2022-06-05,3.0303
2022-06-06,5.5944
2022-06-07,4.662
2022-06-08,7.4592
2022-06-09,4.4289
2022-06-10,4.1958
2022-06-11,5.3613
2022-06-12,10.95571
2022-06-13,9.7902
2022-06-14,8.3916
2022-06-15,5.8275
2022-06-16,5.3613
2022-06-17,4.4289
2022-06-18,5.1282
2022-06-19,5.8275
2022-06-20,5.3613
2022-06-21,5.1282
2022-06-22,5.1282
2022-06-23,2.7972
2022-06-24,5.3613
2022-06-25,5.3613
2022-06-26,2.7972
2022-06-27,4.4289
2022-06-28,7.6923
2022-06-29,6.993
2022-06-30,4.8951
2022-07-01,8.1585
2022-07-02,2.7972
2022-07-04,4.8951
2022-07-05,5.5944
2022-07-06,5.5944
2022-07-07,3.7296
2022-07-08,5.1282
2022-07-09,2.331
2022-07-10,1.8648
2022-07-11,4.662
2022-07-12,1.8648
2022-07-13,4.8951
2022-07-14,3.7296
2022-07-15,5.8275
2022-07-16,4.662
2022-07-17,4.1958
2022-07-18,4.8951
2022-07-19,6.5268
2022-07-20,6.7599
2022-07-21,5.8275
2022-07-22,3.2634
2022-07-23,1.8648
2022-07-24,2.0979
2022-07-25,8.1585
2022-07-26,6.0606
2022-07-27,4.1958
2022-07-28,3.9627
2022-07-29,4.8951
2022-07-30,4.662
2022-07-31,4.4289
2022-08-01,6.0606
2022-08-02,4.4289
2022-08-03,3.7296
2022-08-04,6.0606
2022-08-05,4.1958
2022-08-06,3.9627
2022-08-07,3.0303
2022-08-08,4.4289
2022-08-09,6.5268
2022-08-10,2.7972
2022-08-11,7.9254
2022-08-12,4.8951
2022-08-13,6.2937
2022-08-14,6.5268
2022-08-15,4.1958
2022-08-16,6.7599
2022-08-17,5.5944
2022-08-18,3.9627
2022-08-19,8.8578
2022-08-20,3.2634
2022-08-21,3.7296
2022-08-22,6.2937
2022-08-23,5.8275
2022-08-24,4.1958
2022-08-25,4.1958
2022-08-26,4.1958
2022-08-27,2.7972
2022-08-28,4.1958
2022-08-29,4.8951
2022-08-30,6.7599
2022-08-31,4.4289
2022-09-01,8.1585
2022-09-02,4.1958
2022-09-03,5.1282
2022-09-04,2.0979
2022-09-05,4.662
2022-09-06,3.4965
2022-09-07,6.5268
2022-09-08,6.0606
2022-09-09,3.9627
2022-09-10,1.6317
2022-09-11,2.7972
2022-09-12,3.4965
2022-09-13,4.4289
2022-09-14,8.1585
2022-09-15,3.9627
2022-09-16,5.1282
2022-09-17,4.1958
2022-09-18,2.0979
2022-09-19,5.1282
2022-09-20,5.1282
2022-09-21,4.8951
2022-09-22,5.5944
2022-09-23,4.4289
2022-09-24,2.5641
2022-09-25,2.331
2022-09-26,6.0606
2022-09-27,3.9627
2022-09-28,3.0303
2022-09-29,5.5944
2022-09-30,6.5268
2022-10-01,3.2634
2022-10-02,3.7296
2022-10-03,3.0303
2022-10-04,6.0606
2022-10-05,3.2634
2022-10-06,6.0606
2022-10-07,4.8951
2022-10-08,5.3613
2022-10-09,3.4965
2022-10-10,4.662
2022-10-11,2.0979
2022-10-12,3.9627
2022-10-13,2.7972
2022-10-14,5.8275
2022-10-15,6.7599
2022-10-16,3.7296
2022-10-17,5.5944
2022-10-18,4.1958
2022-10-19,5.3613
2022-10-20,4.4289
2022-10-21,6.2937
2022-10-22,2.0979
2022-10-23,2.331
2022-10-24,3.7296
2022-10-25,5.8275
2022-10-26,5.1282
2022-10-27,6.0606
2022-10-28,5.8275
2022-10-29,2.5641
2022-10-30,4.8951
2022-10-31,4.662
2022-11-01,7.6923
2022-11-02,5.3613
2022-11-03,5.3613
2022-11-04,5.5944
2022-11-05,7.6923
2022-11-06,5.3613
2022-11-07,5.1282
2022-11-08,7.6923
2022-11-09,10.72261
2022-11-10,14.21911
2022-11-11,7.6923
2022-11-12,11.42191
2022-11-13,3.4965
2022-11-14,11.42191
2022-11-15,7.6923
2022-11-16,7.4592
2022-11-17,4.1958
2022-11-18,5.5944
2022-11-19,1.3986
2022-11-20,2.0979
2022-11-21,5.1282
2022-11-22,5.8275
2022-11-23,1.3986
2022-11-24,3.7296
2022-11-25,3.7296
2022-11-26,3.0303
2022-11-27,3.0303
2022-11-28,5.8275
2022-11-29,3.2634
2022-11-30,4.8951
2022-12-01,1.8648
2022-12-02,2.7972
2022-12-03,1.8648
2022-12-04,4.1958
2022-12-05,3.4965
2022-12-06,4.662
2022-12-07,6.993
2022-12-08,3.2634
2022-12-09,5.1282
2022-12-10,2.0979
2022-12-11,2.0979
2022-12-12,2.5641
2022-12-13,1.3986
2022-12-14,2.331
2022-12-15,4.1958
2022-12-16,3.2634
2022-12-17,2.0979
2022-12-18,1.6317
2022-12-19,1.1655
2022-12-20,1.3986
2022-12-21,3.0303
2022-12-22,3.4965
2022-12-23,3.2634
2022-12-24,1.3986
2022-12-25,2.331
2022-12-26,2.5641
2022-12-27,3.4965
2022-12-28,4.1958
2022-12-29,1.6317
2022-12-30,4.1958
2022-12-31,2.5641
2023-01-01,1.3986
2023-01-03,4.8951
2023-01-04,2.7972
2023-01-05,3.4965
2023-01-06,4.1958
2023-01-07,2.331
2023-01-09,3.9627
2023-01-10,3.2634
2023-01-11,5.1282
2023-01-12,2.0979
2023-01-13,4.8951
2023-01-14,4.1958
2023-01-15,3.4965
2023-01-16,4.1958
2023-01-17,5.1282
2023-01-18,3.7296
2023-01-19,3.0303
2023-01-20,4.4289
2023-01-21,4.662
2023-01-22,2.331
2023-01-23,3.7296
2023-01-24,3.0303
2023-01-25,8.6247
2023-01-26,7.6923
2023-01-27,5.3613
2023-01-28,3.9627
2023-01-29,4.4289
2023-01-30,4.4289
2023-01-31,5.8275
2023-02-01,3.4965
2023-02-02,6.2937
2023-02-03,5.1282
2023-02-04,3.0303
2023-02-05,4.1958
2023-02-06,6.0606
2023-02-07,4.8951
2023-02-08,4.4289
2023-02-09,5.5944
2023-02-10,5.3613
2023-02-11,1.8648
2023-02-12,4.4289
2023-02-13,4.4289
2023-02-14,3.9627
2023-02-15,6.2937
2023-02-16,5.5944
2023-02-17,3.7296
2023-02-18,3.4965
2023-02-19,4.1958
2023-02-20,6.5268
2023-02-21,6.7599
2023-02-22,6.2937
2023-02-23,6.993
2023-02-24,5.3613
2023-02-25,5.1282
2023-02-27,6.2937
2023-02-28,4.662
2023-03-01,2.5641
2023-03-02,5.8275
2023-03-03,5.5944
2023-03-05,2.331
2023-03-06,4.8951
2023-03-07,1.8648
2023-03-08,4.8951
2023-03-09,3.0303
2023-03-10,2.7972
2023-03-11,1.1655
2023-03-12,3.0303
2023-03-13,5.8275
2023-03-14,4.662
2023-03-15,3.9627
2023-03-16,3.9627
2023-03-17,4.662
2023-03-18,2.7972
2023-03-19,5.1282
2023-03-20,6.2937
2023-03-21,5.1282
2023-03-22,4.8951
2023-03-23,3.2634
2023-03-24,5.5944
2023-03-25,3.2634
2023-03-26,2.7972
2023-03-27,7.2261
2023-03-28,3.9627
2023-03-29,6.2937
2023-03-30,6.2937
2023-03-31,6.5268
2023-04-01,3.9627
2023-04-02,3.9627
2023-04-03,6.7599
2023-04-04,8.1585
2023-04-05,6.993
2023-04-06,7.4592
2023-04-07,6.7599
2023-04-08,3.7296
2023-04-09,2.5641
2023-04-10,4.1958
2023-04-11,5.8275
2023-04-12,5.8275
2023-04-13,5.5944
2023-04-14,6.5268
2023-04-15,4.662
2023-04-16,4.662
2023-04-17,2.5641
2023-04-18,6.7599
2023-04-19,6.7599
2023-04-20,4.662
2023-04-21,7.4592
2023-04-22,1.3986
2023-04-23,1.8648
2023-04-24,3.9627
2023-04-25,6.7599
2023-04-26,4.1958
2023-04-27,4.662
2023-04-28,4.8951
2023-04-29,2.0979
2023-04-30,1.3986
2023-05-01,2.7972
2023-05-02,3.9627
2023-05-03,5.5944
2023-05-04,6.993
2023-05-05,6.5268
2023-05-06,13.98601
2023-05-07,8.1585
2023-05-08,12.12121
2023-05-09,8.3916
2023-05-10,10.48951
2023-05-11,14.68531
2023-05-12,31.46853
2023-05-13,15.61771
2023-05-14,10.02331
2023-05-15,23.07692
2023-05-16,21.21212
2023-05-17,12.35431
2023-05-18,13.75291
2023-05-19,9.7902
2023-05-20,9.7902
2023-05-21,7.9254
2023-05-22,10.02331
2023-05-23,7.6923
2023-05-24,7.6923
2023-05-25,6.2937
2023-05-26,6.5268
2023-05-27,3.4965
2023-05-28,3.4965
2023-05-29,4.4289
2023-05-30,6.2937
2023-05-31,6.7599
2023-06-01,5.8275
2023-06-02,6.2937
2023-06-03,3.0303
2023-06-04,3.0303
2023-06-05,4.8951
2023-06-06,5.3613
2023-06-07,7.2261
2023-06-08,2.5641
2023-06-09,2.0979
2023-06-10,5.8275
2023-06-11,5.1282
2023-06-12,5.8275
2023-06-13,7.2261
2023-06-14,6.0606
2023-06-15,3.2634
2023-06-16,5.5944
2023-06-17,3.0303
2023-06-18,2.5641
2023-06-19,3.7296
2023-06-20,3.7296
2023-06-21,9.324
2023-06-22,5.8275
2023-06-23,4.8951
2023-06-24,6.5268
2023-06-25,3.9627
2023-06-26,7.4592
2023-06-27,4.662
2023-06-28,6.0606
2023-06-29,7.2261
2023-06-30,5.5944
2023-07-01,4.1958
2023-07-02,3.9627
2023-07-03,6.7599
2023-07-04,3.2634
2023-07-05,5.3613
2023-07-06,5.5944
2023-07-07,3.2634
2023-07-08,1.8648
