date,경정청구
2020-03-20,12.53438
2020-03-21,4.44007
2020-03-22,5.02946
2020-03-23,14.26326
2020-03-24,14.97053
2020-03-25,15.00982
2020-03-26,12.84872
2020-03-27,13.4774
2020-03-28,3.81139
2020-03-29,4.833
2020-03-30,13.98821
2020-03-31,13.87033
2020-04-01,11.55206
2020-04-02,11.78781
2020-04-03,12.53438
2020-04-04,4.71512
2020-04-05,3.7721
2020-04-06,13.12377
2020-04-07,12.9273
2020-04-08,13.12377
2020-04-09,13.71316
2020-04-10,12.45579
2020-04-11,4.59724
2020-04-12,4.36149
2020-04-13,12.9273
2020-04-14,11.98428
2020-04-15,4.67583
2020-04-16,12.61296
2020-04-17,12.45579
2020-04-18,5.26522
2020-04-19,3.65422
2020-04-20,16.42436
2020-04-21,15.48133
2020-04-22,14.49901
2020-04-23,17.05304
2020-04-24,15.40275
2020-04-25,5.65815
2020-04-26,5.14734
2020-04-27,17.44597
2020-04-28,19.76424
2020-04-29,17.05304
2020-04-30,7.11198
2020-05-01,21.0609
2020-05-02,9.19449
2020-05-03,10.60903
2020-05-04,28.21218
2020-05-05,12.37721
2020-05-06,27.03339
2020-05-07,25.22593
2020-05-08,21.02161
2020-05-09,8.72298
2020-05-10,6.91552
2020-05-11,24.2829
2020-05-12,23.96856
2020-05-13,21.37524
2020-05-14,20.82514
2020-05-15,19.92141
2020-05-16,8.6051
2020-05-17,8.36935
2020-05-18,22.78978
2020-05-19,21.45383
2020-05-20,21.02161
2020-05-21,19.80353
2020-05-22,18.19253
2020-05-23,7.15127
2020-05-24,8.56581
2020-05-25,24.67583
2020-05-26,24.40078
2020-05-27,24.08644
2020-05-28,22.94695
2020-05-29,20.43222
2020-05-30,9.19449
2020-05-31,10.8055
2020-06-01,25.22593
2020-06-02,17.44597
2020-06-03,15.32416
2020-06-04,16.89587
2020-06-05,14.65618
2020-06-06,5.26522
2020-06-07,5.50098
2020-06-08,14.26326
2020-06-09,14.14538
2020-06-10,14.38113
2020-06-11,13.4774
2020-06-12,12.14145
2020-06-13,4.04715
2020-06-14,4.67583
2020-06-15,16.46365
2020-06-16,17.17092
2020-06-17,17.36738
2020-06-18,15.71709
2020-06-19,16.34577
2020-06-20,5.18664
2020-06-21,5.9332
2020-06-22,16.11001
2020-06-23,17.17092
2020-06-24,17.09233
2020-06-25,17.21021
2020-06-26,15.16699
2020-06-27,5.42239
2020-06-28,6.28683
2020-06-29,18.70333
2020-06-30,19.37131
2020-07-01,15.04911
2020-07-02,16.38506
2020-07-03,13.55599
2020-07-04,4.833
2020-07-05,5.14734
2020-07-06,19.60707
2020-07-07,17.05304
2020-07-08,16.97445
2020-07-09,16.11001
2020-07-10,14.0275
2020-07-11,4.51866
2020-07-12,3.45776
2020-07-13,15.36345
2020-07-14,17.91748
2020-07-15,14.49901
2020-07-16,15.24557
2020-07-17,12.65225
2020-07-18,4.20432
2020-07-19,4.12573
2020-07-20,14.77406
2020-07-21,16.38506
2020-07-22,15.67779
2020-07-23,16.66011
2020-07-24,14.85265
2020-07-25,5.54027
2020-07-26,4.63654
2020-07-27,15.95284
2020-07-28,22.63261
2020-07-29,19.21414
2020-07-30,14.97053
2020-07-31,13.51669
2020-08-01,4.51866
2020-08-02,4.20432
2020-08-03,12.73084
2020-08-04,13.51669
2020-08-05,14.14538
2020-08-06,13.79174
2020-08-07,11.47347
2020-08-08,3.7721
2020-08-09,4.2829
2020-08-10,14.81335
2020-08-11,15.79567
2020-08-12,14.34184
2020-08-13,15.55992
2020-08-14,11.98428
2020-08-15,3.96856
2020-08-16,3.10412
2020-08-17,5.34381
2020-08-18,13.39882
2020-08-19,17.09233
2020-08-20,15.99214
2020-08-21,13.71316
2020-08-22,4.833
2020-08-23,5.02946
2020-08-24,15.75638
2020-08-25,15.71709
2020-08-26,16.30648
2020-08-27,17.2495
2020-08-28,15.91355
2020-08-29,5.18664
2020-08-30,5.3831
2020-08-31,15.99214
2020-09-01,15.6385
2020-09-02,17.05304
2020-09-03,14.26326
2020-09-04,12.18074
2020-09-05,4.2829
2020-09-06,4.2829
2020-09-07,14.30255
2020-09-08,16.69941
2020-09-09,13.94891
2020-09-10,15.75638
2020-09-11,15.32416
2020-09-12,4.79371
2020-09-13,2.63261
2020-09-14,17.17092
2020-09-15,16.89587
2020-09-16,17.64243
2020-09-17,18.15324
2020-09-18,13.71316
2020-09-19,3.92927
2020-09-20,3.41846
2020-09-21,16.1886
2020-09-22,15.55992
2020-09-23,14.18467
2020-09-24,14.93123
2020-09-25,12.22003
2020-09-26,3.222
2020-09-27,3.85068
2020-09-28,12.25933
2020-09-29,9.66601
2020-09-30,3.10412
2020-10-01,2.08251
2020-10-02,2.47544
2020-10-03,2.55402
2020-10-04,3.45776
2020-10-05,13.79174
2020-10-06,15.48133
2020-10-07,15.6385
2020-10-08,14.53831
2020-10-09,4.16502
2020-10-10,3.92927
2020-10-11,4.12573
2020-10-12,15.55992
2020-10-13,15.95284
2020-10-14,13.35952
2020-10-15,15.44204
2020-10-16,12.77013
2020-10-17,3.69351
2020-10-18,4.08644
2020-10-19,14.18467
2020-10-20,15.91355
2020-10-21,15.59921
2020-10-22,16.81728
2020-10-23,13.4774
2020-10-24,4.51866
2020-10-25,3.7721
2020-10-26,15.16699
2020-10-27,15.59921
2020-10-28,14.65618
2020-10-29,14.14538
2020-10-30,12.14145
2020-10-31,4.3222
2020-11-01,4.24361
2020-11-02,15.40275
2020-11-03,16.26719
2020-11-04,16.46365
2020-11-05,16.11001
2020-11-06,12.25933
2020-11-07,4.99017
2020-11-08,3.85068
2020-11-09,16.38506
2020-11-10,17.17092
2020-11-11,15.75638
2020-11-12,16.50294
2020-11-13,14.0275
2020-11-14,4.16502
2020-11-15,3.69351
2020-11-16,15.24557
2020-11-17,18.38899
2020-11-18,18.31041
2020-11-19,18.66404
2020-11-20,15.59921
2020-11-21,5.26522
2020-11-22,4.20432
2020-11-23,14.5776
2020-11-24,18.58546
2020-11-25,17.17092
2020-11-26,17.36738
2020-11-27,15.87426
2020-11-28,4.75442
2020-11-29,4.833
2020-11-30,15.83497
2020-12-01,17.52455
2020-12-02,17.44597
2020-12-03,15.40275
2020-12-04,12.73084
2020-12-05,5.54027
2020-12-06,5.22593
2020-12-07,15.1277
2020-12-08,19.33202
2020-12-09,18.15324
2020-12-10,18.70333
2020-12-11,15.6385
2020-12-12,5.8939
2020-12-13,4.67583
2020-12-14,18.27111
2020-12-15,16.58153
2020-12-16,18.42829
2020-12-17,17.2495
2020-12-18,15.71709
2020-12-19,6.40471
2020-12-20,5.10805
2020-12-21,18.27111
2020-12-22,21.02161
2020-12-23,17.01375
2020-12-24,15.40275
2020-12-25,4.51866
2020-12-26,4.20432
2020-12-27,4.47937
2020-12-28,18.3497
2020-12-29,19.52848
2020-12-30,18.70333
2020-12-31,13.79174
2021-01-01,5.69744
2021-01-02,5.30451
2021-01-03,6.20825
2021-01-04,17.91748
2021-01-05,20.70726
2021-01-06,20.27504
2021-01-07,20.19646
2021-01-08,16.62082
2021-01-09,6.67976
2021-01-10,6.87622
2021-01-11,22.6719
2021-01-12,22.51473
2021-01-13,26.28683
2021-01-14,42.08251
2021-01-15,51.51277
2021-01-16,17.44597
2021-01-17,15.48133
2021-01-18,54.38113
2021-01-19,55.20628
2021-01-20,60.19646
2021-01-21,56.81728
2021-01-22,44.79371
2021-01-23,17.09233
2021-01-24,14.45972
2021-01-25,51.90569
2021-01-26,41.45383
2021-01-27,34.93123
2021-01-28,34.38113
2021-01-29,29.19449
2021-01-30,9.19449
2021-01-31,8.95874
2021-02-01,25.26522
2021-02-02,25.73673
2021-02-03,26.40471
2021-02-04,26.24754
2021-02-05,21.25736
2021-02-06,8.21218
2021-02-07,7.46561
2021-02-08,21.611
2021-02-09,22.00392
2021-02-10,16.07072
2021-02-11,5.14734
2021-02-12,4.16502
2021-02-13,4.63654
2021-02-14,4.91159
2021-02-15,21.96463
2021-02-16,25.81532
2021-02-17,26.56188
2021-02-18,27.30844
2021-02-19,24.16502
2021-02-20,8.055
2021-02-21,5.73673
2021-02-22,26.36542
2021-02-23,28.36935
2021-02-24,25.30451
2021-02-25,24.44007
2021-02-26,19.13555
2021-02-27,6.05108
2021-02-28,4.95088
2021-03-01,7.11198
2021-03-02,23.7721
2021-03-03,23.41846
2021-03-04,22.00392
2021-03-05,22.23968
2021-03-06,7.62278
2021-03-07,6.79764
2021-03-08,21.02161
2021-03-09,27.03339
2021-03-10,30.45186
2021-03-11,37.2495
2021-03-12,26.79764
2021-03-13,8.84086
2021-03-14,8.6051
2021-03-15,24.36149
2021-03-16,24.36149
2021-03-17,22.63261
2021-03-18,22.71119
2021-03-19,18.78192
2021-03-20,7.22986
2021-03-21,6.09037
2021-03-22,20.43222
2021-03-23,19.68565
2021-03-24,21.37524
2021-03-25,22.47544
2021-03-26,17.68172
2021-03-27,7.26915
2021-03-28,5.26522
2021-03-29,18.15324
2021-03-30,19.68565
2021-03-31,19.05697
2021-04-01,18.50687
2021-04-02,16.03143
2021-04-03,4.99017
2021-04-04,5.50098
2021-04-05,17.99607
2021-04-06,18.38899
2021-04-07,19.17485
2021-04-08,19.84282
2021-04-09,18.38899
2021-04-10,6.28683
2021-04-11,5.02946
2021-04-12,18.70333
2021-04-13,20.66797
2021-04-14,21.72888
2021-04-15,20.07858
2021-04-16,17.32809
2021-04-17,7.93713
2021-04-18,6.20825
2021-04-19,21.72888
2021-04-20,21.65029
2021-04-21,22.04322
2021-04-22,20.74656
2021-04-23,18.93909
2021-04-24,6.67976
