date,마이데이터
2020-03-20,0.37448
2020-03-21,0.06761
2020-03-22,0.12742
2020-03-23,0.40569
2020-03-24,0.37708
2020-03-25,0.37188
2020-03-26,0.33807
2020-03-27,0.33287
2020-03-28,0.08841
2020-03-29,0.18204
2020-03-30,0.49671
2020-03-31,0.56172
2020-04-01,0.4811
2020-04-02,0.64494
2020-04-03,0.53831
2020-04-04,0.15603
2020-04-05,0.16383
2020-04-06,0.49671
2020-04-07,0.4785
2020-04-08,0.63974
2020-04-09,0.58252
2020-04-10,0.36668
2020-04-11,0.10662
2020-04-12,0.20544
2020-04-13,0.56172
2020-04-14,0.42909
2020-04-15,0.19764
2020-04-16,0.53051
2020-04-17,0.59293
2020-04-18,0.17683
2020-04-19,0.22885
2020-04-20,0.50971
2020-04-21,0.4603
2020-04-22,0.50971
2020-04-23,0.50191
2020-04-24,0.55392
2020-04-25,0.13002
2020-04-26,0.18204
2020-04-27,0.49671
2020-04-28,0.4681
2020-04-29,0.4655
2020-04-30,0.22625
2020-05-01,0.22104
2020-05-02,0.18724
2020-05-03,0.21064
2020-05-04,0.51751
2020-05-05,0.21064
2020-05-06,0.49671
2020-05-07,0.54872
2020-05-08,0.53571
2020-05-09,0.32247
2020-05-10,0.44729
2020-05-11,0.75936
2020-05-12,0.71775
2020-05-13,1.05063
2020-05-14,1.75278
2020-05-15,1.46412
2020-05-16,0.36148
2020-05-17,0.33807
2020-05-18,0.89459
2020-05-19,0.88159
2020-05-20,0.87119
2020-05-21,0.9388
2020-05-22,0.55392
2020-05-23,0.20284
2020-05-24,0.24445
2020-05-25,0.74896
2020-05-26,0.95701
2020-05-27,0.88159
2020-05-28,0.85298
2020-05-29,0.72816
2020-05-30,0.23405
2020-05-31,0.23925
2020-06-01,0.71515
2020-06-02,0.83998
2020-06-03,2.57977
2020-06-04,1.8464
2020-06-05,1.01162
2020-06-06,0.30166
2020-06-07,0.30166
2020-06-08,0.78277
2020-06-09,0.78537
2020-06-10,1.02722
2020-06-11,1.10524
2020-06-12,0.9232
2020-06-13,0.29646
2020-06-14,0.27566
2020-06-15,0.71515
2020-06-16,0.80877
2020-06-17,0.77237
2020-06-18,0.85558
2020-06-19,1.09744
2020-06-20,0.31206
2020-06-21,0.26785
2020-06-22,0.99862
2020-06-23,1.19106
2020-06-24,1.04543
2020-06-25,0.9102
2020-06-26,0.76196
2020-06-27,0.27566
2020-06-28,0.40569
2020-06-29,1.67997
2020-06-30,1.3757
2020-07-01,0.95701
2020-07-02,0.95441
2020-07-03,0.84518
2020-07-04,0.30946
2020-07-05,1.69297
2020-07-06,1.06103
2020-07-07,0.98821
2020-07-08,1.10524
2020-07-09,1.04023
2020-07-10,0.9258
2020-07-11,0.30686
2020-07-12,0.68395
2020-07-13,2.19228
2020-07-14,1.47192
2020-07-15,1.05063
2020-07-16,1.05843
2020-07-17,0.85298
2020-07-18,0.23405
2020-07-19,0.29646
2020-07-20,1.15725
2020-07-21,1.33669
2020-07-22,1.14425
2020-07-23,1.23267
2020-07-24,1.06103
2020-07-25,0.24705
2020-07-26,0.44989
2020-07-27,1.14165
2020-07-28,1.3913
2020-07-29,1.14685
2020-07-30,1.20146
2020-07-31,1.07923
2020-08-01,0.29646
2020-08-02,0.51231
2020-08-03,1.43031
2020-08-04,1.8386
2020-08-05,2.61618
2020-08-06,2.32231
2020-08-07,1.43811
2020-08-08,0.37968
2020-08-09,0.4811
2020-08-10,1.62015
2020-08-11,1.49533
2020-08-12,1.56034
2020-08-13,1.52133
2020-08-14,1.44071
2020-08-15,0.35367
2020-08-16,0.38488
2020-08-17,0.61373
2020-08-18,1.57334
2020-08-19,3.05827
2020-08-20,2.33791
2020-08-21,1.27428
2020-08-22,0.39268
2020-08-23,0.40829
2020-08-24,1.29768
2020-08-25,1.28208
2020-08-26,1.22487
2020-08-27,1.08704
2020-08-28,0.99342
2020-08-29,0.31206
2020-08-30,0.33287
2020-08-31,0.9024
2020-09-01,1.01682
2020-09-02,1.06883
2020-09-03,1.02202
2020-09-04,0.85558
2020-09-05,0.27046
2020-09-06,0.74116
2020-09-07,1.51353
2020-09-08,1.16505
2020-09-09,1.15985
2020-09-10,1.13905
2020-09-11,1.14165
2020-09-12,1.28988
2020-09-13,0.87899
2020-09-14,1.48232
2020-09-15,1.32629
2020-09-16,1.33929
2020-09-17,1.14165
2020-09-18,1.00642
2020-09-19,0.69955
2020-09-20,0.79057
2020-09-21,1.61755
2020-09-22,2.07005
2020-09-23,1.8412
2020-09-24,1.06103
2020-09-25,0.86599
2020-09-26,0.23665
2020-09-27,0.41349
2020-09-28,0.9362
2020-09-29,0.70475
2020-09-30,0.34587
2020-10-01,0.27046
2020-10-02,0.33547
2020-10-03,0.4603
2020-10-04,0.53051
2020-10-05,1.30548
2020-10-06,1.67737
2020-10-07,1.12084
2020-10-08,1.03763
2020-10-09,0.37448
2020-10-10,0.33807
2020-10-11,0.40048
2020-10-12,1.11564
2020-10-13,1.60975
2020-10-14,1.60975
2020-10-15,1.08184
2020-10-16,1.05843
2020-10-17,0.4785
2020-10-18,0.54872
2020-10-19,1.24307
2020-10-20,1.14945
2020-10-21,1.11564
2020-10-22,1.06623
2020-10-23,1.07923
2020-10-24,0.35627
2020-10-25,0.52271
2020-10-26,1.11564
2020-10-27,1.21446
2020-10-28,1.17546
2020-10-29,1.03242
2020-10-30,1.17806
2020-10-31,0.75416
2020-11-01,0.55392
2020-11-02,1.14165
2020-11-03,1.20926
2020-11-04,0.98821
2020-11-05,1.04283
2020-11-06,0.88939
2020-11-07,0.41089
2020-11-08,0.43949
2020-11-09,1.24827
2020-11-10,1.12344
2020-11-11,1.21707
2020-11-12,1.43811
2020-11-13,1.17286
2020-11-14,0.57212
2020-11-15,0.58252
2020-11-16,1.19626
2020-11-17,1.28208
2020-11-18,2.35092
2020-11-19,2.30931
2020-11-20,1.77879
2020-11-21,0.69175
2020-11-22,0.78797
2020-11-23,1.53954
2020-11-24,1.19366
2020-11-25,1.10004
2020-11-26,1.10004
2020-11-27,1.19886
2020-11-28,0.53831
2020-11-29,0.56692
2020-11-30,1.13385
2020-12-01,1.26908
2020-12-02,1.15205
2020-12-03,1.88281
2020-12-04,1.45112
2020-12-05,0.43689
2020-12-06,0.56432
2020-12-07,1.17286
2020-12-08,1.99984
2020-12-09,1.32629
2020-12-10,1.17286
2020-12-11,1.15985
2020-12-12,0.36928
2020-12-13,0.39528
2020-12-14,1.41471
2020-12-15,1.10004
2020-12-16,1.26388
2020-12-17,1.01682
2020-12-18,0.97001
2020-12-19,0.4577
2020-12-20,0.41609
2020-12-21,2.10386
2020-12-22,7.32842
2020-12-23,5.93451
2020-12-24,2.44714
2020-12-25,0.78537
2020-12-26,0.53051
2020-12-27,0.69175
2020-12-28,1.42251
2020-12-29,1.3627
2020-12-30,1.11564
2020-12-31,0.76456
2021-01-01,0.32247
2021-01-02,0.41869
2021-01-03,0.54092
2021-01-04,1.3835
2021-01-05,1.45112
2021-01-06,1.54214
2021-01-07,1.66436
2021-01-08,1.86721
2021-01-09,0.57732
2021-01-10,0.65014
2021-01-11,2.16628
2021-01-12,2.32751
2021-01-13,9.69755
2021-01-14,7.11778
2021-01-15,1.91662
2021-01-16,0.87899
2021-01-17,0.74636
2021-01-18,1.58635
2021-01-19,1.42251
2021-01-20,1.49793
2021-01-21,1.42771
2021-01-22,1.49273
2021-01-23,0.81398
2021-01-24,0.931
2021-01-25,2.52256
2021-01-26,2.7462
2021-01-27,26.00057
2021-01-28,12.33713
2021-01-29,7.83814
2021-01-30,1.60455
2021-01-31,1.3835
2021-02-01,2.63958
2021-02-02,2.83202
2021-02-03,2.42113
2021-02-04,2.23909
2021-02-05,2.2885
2021-02-06,1.59675
2021-02-07,1.07663
2021-02-08,2.04665
2021-02-09,1.92962
2021-02-10,1.23787
2021-02-11,0.44989
2021-02-12,0.44729
2021-02-13,0.55652
2021-02-14,0.83478
2021-02-15,2.32231
2021-02-16,2.35352
2021-02-17,1.94263
2021-02-18,2.02064
2021-02-19,1.39651
2021-02-20,0.63454
2021-02-21,0.77237
2021-02-22,2.2807
2021-02-23,1.79699
2021-02-24,1.64616
2021-02-25,1.53434
2021-02-26,1.07403
2021-02-27,0.41609
2021-02-28,0.4915
2021-03-01,0.44469
2021-03-02,1.43551
2021-03-03,1.40431
2021-03-04,1.51873
2021-03-05,1.10784
2021-03-06,0.44729
2021-03-07,0.51231
2021-03-08,1.47192
2021-03-09,1.48232
2021-03-10,1.33929
2021-03-11,1.46672
2021-03-12,1.45112
2021-03-13,0.31987
2021-03-14,0.4759
2021-03-15,1.46412
2021-03-16,1.3549
2021-03-17,1.42511
2021-03-18,1.76319
2021-03-19,2.01284
2021-03-20,0.70995
2021-03-21,0.89199
2021-03-22,1.71378
2021-03-23,1.58895
2021-03-24,1.61755
2021-03-25,1.3653
2021-03-26,1.24047
2021-03-27,0.4811
2021-03-28,0.72035
2021-03-29,1.50573
2021-03-30,1.73978
2021-03-31,2.19228
2021-04-01,1.75278
2021-04-02,1.3809
2021-04-03,0.55652
2021-04-04,0.59033
2021-04-05,1.49533
2021-04-06,1.65656
2021-04-07,1.59155
2021-04-08,1.43291
2021-04-09,1.09744
2021-04-10,0.65014
2021-04-11,0.60073
2021-04-12,1.96863
2021-04-13,2.23909
2021-04-14,1.66436
2021-04-15,2.54336
2021-04-16,2.17148
2021-04-17,0.85298
2021-04-18,0.931
2021-04-19,1.93482
2021-04-20,1.96083
2021-04-21,1.75018
2021-04-22,2.10906
2021-04-23,2.34832
2021-04-24,1.10784
2021-04-25,1.43291
2021-04-26,2.84503
2021-04-27,1.96603
2021-04-28,1.8048
2021-04-29,1.8178
2021-04-30,1.3887
2021-05-01,0.4733
2021-05-02,0.59553
2021-05-03,1.50313
2021-05-04,1.40691
2021-05-05,0.68655
2021-05-06,1.51093
2021-05-07,1.47712
2021-05-08,0.70215
2021-05-09,0.79057
2021-05-10,1.72418
2021-05-11,1.94263
2021-05-12,2.85543
2021-05-13,2.05965
2021-05-14,1.57074
2021-05-15,0.4759
2021-05-16,0.85819
2021-05-17,1.78659
2021-05-18,3.73963
2021-05-19,0.65794
2021-05-20,1.53434
2021-05-21,1.32889
2021-05-22,0.53051
2021-05-23,0.58252
2021-05-24,1.40171
2021-05-25,1.3705
2021-05-26,1.65396
2021-05-27,1.52393
2021-05-28,1.58375
2021-05-29,0.53311
2021-05-30,0.59033
2021-05-31,1.87501
2021-06-01,1.72158
2021-06-02,1.8386
2021-06-03,1.70337
2021-06-04,1.11564
2021-06-05,0.51751
2021-06-06,0.62413
2021-06-07,1.97643
2021-06-08,1.74498
2021-06-09,1.90362
2021-06-10,1.70077
2021-06-11,2.84503
2021-06-12,1.08704
2021-06-13,0.87379
2021-06-14,2.38993
2021-06-15,1.78919
2021-06-16,1.90622
2021-06-17,1.67997
2021-06-18,1.55514
2021-06-19,0.54872
2021-06-20,0.57732
2021-06-21,1.49793
2021-06-22,1.56814
2021-06-23,1.78139
2021-06-24,2.77481
2021-06-25,2.05965
2021-06-26,0.59033
2021-06-27,0.62153
2021-06-28,1.57334
2021-06-29,1.62015
2021-06-30,1.77879
2021-07-01,3.41975
2021-07-02,2.31711
2021-07-03,1.05583
2021-07-04,0.86339
2021-07-05,2.42113
2021-07-06,2.35352
2021-07-07,5.76287
2021-07-08,7.57028
2021-07-09,2.87103
2021-07-10,0.81658
2021-07-11,0.85298
2021-07-12,2.81382
2021-07-13,2.7436
2021-07-14,2.95425
2021-07-15,2.10646
2021-07-16,1.45892
2021-07-17,0.58252
2021-07-18,0.57992
2021-07-19,2.08566
2021-07-20,2.05965
2021-07-21,2.17408
2021-07-22,1.89842
2021-07-23,1.64096
2021-07-24,0.60333
2021-07-25,0.65274
2021-07-26,1.84901
2021-07-27,1.63576
2021-07-28,1.59155
2021-07-29,2.06225
2021-07-30,1.66957
2021-07-31,0.53831
2021-08-01,0.42909
2021-08-02,1.3887
2021-08-03,1.40691
2021-08-04,1.26388
2021-08-05,1.39651
2021-08-06,1.25867
2021-08-07,0.55132
2021-08-08,0.73596
2021-08-09,1.3679
2021-08-10,1.24567
2021-08-11,1.12344
2021-08-12,1.30028
2021-08-13,1.08964
2021-08-14,0.34847
2021-08-15,0.36668
2021-08-16,0.43949
2021-08-17,1.10784
2021-08-18,1.16505
