date,마이데이터
2021-08-19,0.9154
2021-08-20,1.04543
2021-08-21,0.37188
2021-08-22,0.42909
2021-08-23,1.20666
2021-08-24,1.19366
2021-08-25,1.23527
2021-08-26,1.09224
2021-08-27,1.16505
2021-08-28,0.52531
2021-08-29,0.4551
2021-08-30,1.46152
2021-08-31,1.40171
2021-09-01,1.60715
2021-09-02,1.44332
2021-09-03,1.3627
2021-09-04,0.57992
2021-09-05,0.67875
2021-09-06,1.62015
2021-09-07,1.73718
2021-09-08,2.01024
2021-09-09,1.73718
2021-09-10,1.39911
2021-09-11,0.70215
2021-09-12,0.66054
2021-09-13,1.65136
2021-09-14,1.3523
2021-09-15,1.27168
2021-09-16,1.41731
2021-09-17,1.43551
2021-09-18,0.35887
2021-09-19,0.37968
2021-09-20,0.36928
2021-09-21,0.38228
2021-09-22,0.4863
2021-09-23,1.33409
2021-09-24,1.28468
2021-09-25,0.54612
2021-09-26,0.52791
2021-09-27,1.78659
2021-09-28,1.89842
2021-09-29,1.47192
2021-09-30,1.65396
2021-10-01,1.22747
2021-10-02,0.53571
2021-10-03,0.43689
2021-10-04,0.55652
2021-10-05,1.14425
2021-10-06,1.28988
2021-10-07,1.24827
2021-10-08,1.05843
2021-10-09,0.33807
2021-10-10,0.39528
2021-10-11,0.49671
2021-10-12,1.27168
2021-10-13,1.43291
2021-10-14,1.26648
2021-10-15,1.15725
2021-10-16,0.55392
2021-10-17,0.57212
2021-10-18,1.25087
2021-10-19,1.3783
2021-10-20,1.19626
2021-10-21,1.22487
2021-10-22,1.25347
2021-10-23,0.53571
2021-10-24,0.67615
2021-10-25,1.62536
2021-10-26,1.78399
2021-10-27,2.12207
2021-10-28,1.8178
2021-10-29,1.3653
2021-10-30,0.54612
2021-10-31,0.87379
2021-11-01,2.67599
2021-11-02,2.79302
2021-11-03,2.75401
2021-11-04,2.63958
2021-11-05,2.50435
2021-11-06,1.11824
2021-11-07,1.07923
2021-11-08,4.79026
2021-11-09,3.76303
2021-11-10,3.85925
2021-11-11,4.80846
2021-11-12,3.84105
2021-11-13,1.32889
2021-11-14,1.3523
2021-11-15,3.77343
2021-11-16,3.24812
2021-11-17,3.11809
2021-11-18,3.34694
2021-11-19,3.03747
2021-11-20,1.23787
2021-11-21,1.40691
2021-11-22,3.12329
2021-11-23,3.1727
2021-11-24,4.33776
2021-11-25,4.03089
2021-11-26,3.66161
2021-11-27,1.79179
2021-11-28,2.06485
2021-11-29,5.22976
2021-11-30,9.17483
2021-12-01,22.32075
2021-12-02,13.30975
2021-12-03,8.80295
2021-12-04,4.68884
2021-12-05,4.94889
2021-12-06,6.45723
2021-12-07,7.92916
2021-12-08,7.20099
2021-12-09,6.40262
2021-12-10,5.71606
2021-12-11,2.78521
2021-12-12,3.55758
2021-12-13,5.81489
2021-12-14,5.85389
2021-12-15,4.55621
2021-12-16,4.16612
2021-12-17,3.76823
2021-12-18,1.74758
2021-12-19,1.73198
2021-12-20,3.78123
2021-12-21,4.32736
2021-12-22,4.46779
2021-12-23,4.43138
2021-12-24,2.78781
2021-12-25,2.04925
2021-12-26,2.18968
2021-12-27,3.42496
2021-12-28,4.29095
2021-12-29,8.71713
2021-12-30,7.98377
2021-12-31,5.55743
2022-01-01,8.53769
2022-01-02,6.15296
2022-01-03,7.98637
2022-01-04,36.24164
2022-01-05,100.0
2022-01-06,32.77767
2022-01-07,11.62718
2022-01-08,6.63667
2022-01-09,5.07892
2022-01-10,6.46243
2022-01-11,6.00993
2022-01-12,6.25698
2022-01-13,5.4274
2022-01-14,4.34036
2022-01-15,2.65258
2022-01-16,2.31971
2022-01-17,3.83585
2022-01-18,4.25974
2022-01-19,22.0815
2022-01-20,5.82269
2022-01-21,5.27657
2022-01-22,2.22349
2022-01-23,2.48615
2022-01-24,3.38335
2022-01-25,3.49777
2022-01-26,3.94767
2022-01-27,3.33394
2022-01-28,3.09208
2022-01-29,7.6665
2022-01-30,3.48217
2022-01-31,1.67217
2022-02-01,1.40171
2022-02-02,1.98684
2022-02-03,3.21691
2022-02-04,3.38855
2022-02-05,1.96863
2022-02-06,1.85421
2022-02-07,3.48477
2022-02-08,2.80082
2022-02-09,2.93865
2022-02-10,2.52516
2022-02-11,2.24689
2022-02-12,1.14425
2022-02-13,1.3601
2022-02-14,2.02324
2022-02-15,2.45234
2022-02-16,2.7358
2022-02-17,2.52516
2022-02-18,2.63958
2022-02-19,1.45112
2022-02-20,1.50053
2022-02-21,2.60317
2022-02-22,2.46014
2022-02-23,2.60837
2022-02-24,2.7384
2022-02-25,2.38472
2022-02-26,1.53174
2022-02-27,1.55254
2022-02-28,2.11166
2022-03-01,1.47192
2022-03-02,2.46014
2022-03-03,2.7254
2022-03-04,2.34051
2022-03-05,1.22227
2022-03-06,1.21967
2022-03-07,2.04405
2022-03-08,1.66176
2022-03-09,1.14425
2022-03-10,1.93743
2022-03-11,1.8126
2022-03-12,1.03502
2022-03-13,1.13905
2022-03-14,2.01024
2022-03-15,1.99984
2022-03-16,2.04405
2022-03-17,2.15067
2022-03-18,1.92702
2022-03-19,1.16245
2022-03-20,1.26648
2022-03-21,2.21829
2022-03-22,2.43414
2022-03-23,2.43414
2022-03-24,2.57197
2022-03-25,2.34312
2022-03-26,1.3575
2022-03-27,1.27168
2022-03-28,2.25209
2022-03-29,2.18708
2022-03-30,2.16628
2022-03-31,2.15587
2022-04-01,1.48753
2022-04-02,0.79577
2022-04-03,0.81918
2022-04-04,1.58375
2022-04-05,1.79439
2022-04-06,1.75799
2022-04-07,1.49793
2022-04-08,1.52913
2022-04-09,0.64494
2022-04-10,0.66834
2022-04-11,1.52913
2022-04-12,1.85161
2022-04-13,1.95823
2022-04-14,1.8464
2022-04-15,1.67997
2022-04-16,0.76977
2022-04-17,0.67094
2022-04-18,1.62796
2022-04-19,1.69557
2022-04-20,1.64356
2022-04-21,1.65656
2022-04-22,1.67737
2022-04-23,0.69435
2022-04-24,0.82438
2022-04-25,1.46152
2022-04-26,1.72158
2022-04-27,1.8074
2022-04-28,1.55774
2022-04-29,1.3679
2022-04-30,0.67875
2022-05-01,0.57212
2022-05-02,1.3705
2022-05-03,1.54474
2022-05-04,1.3549
2022-05-05,0.83738
2022-05-06,1.32369
2022-05-07,0.67354
2022-05-08,0.74896
2022-05-09,1.57855
2022-05-10,1.72938
2022-05-11,1.65396
2022-05-12,1.50313
2022-05-13,1.49533
2022-05-14,0.81398
2022-05-15,0.79837
2022-05-16,3.04527
2022-05-17,3.03487
2022-05-18,2.81642
2022-05-19,2.82682
2022-05-20,2.20268
2022-05-21,0.85558
2022-05-22,0.67094
2022-05-23,2.18448
2022-05-24,2.01024
2022-05-25,1.67997
2022-05-26,1.58375
2022-05-27,1.47192
2022-05-28,0.78277
2022-05-29,0.77757
2022-05-30,1.56554
2022-05-31,1.72158
2022-06-01,0.9128
2022-06-02,2.12987
2022-06-03,1.86981
2022-06-04,0.9284
2022-06-05,0.65274
2022-06-06,0.87119
2022-06-07,2.08566
2022-06-08,1.77619
2022-06-09,1.78399
2022-06-10,1.61235
2022-06-11,0.76456
2022-06-12,0.83218
2022-06-13,1.85421
2022-06-14,1.78659
2022-06-15,1.73978
2022-06-16,1.66176
2022-06-17,1.65916
2022-06-18,0.72556
2022-06-19,0.83998
2022-06-20,1.63056
2022-06-21,1.59675
2022-06-22,1.57334
2022-06-23,1.73198
2022-06-24,1.31329
2022-06-25,0.60853
2022-06-26,0.73336
2022-06-27,1.53174
2022-06-28,1.60455
2022-06-29,1.79439
2022-06-30,1.57074
2022-07-01,1.48492
2022-07-02,0.58512
2022-07-03,0.59553
2022-07-04,1.34189
2022-07-05,1.3835
2022-07-06,1.47192
2022-07-07,1.58635
2022-07-08,1.26128
2022-07-09,0.57212
2022-07-10,0.69955
2022-07-11,1.24567
2022-07-12,1.28208
2022-07-13,1.41991
2022-07-14,1.26648
2022-07-15,1.21967
2022-07-16,0.54092
2022-07-17,0.50711
2022-07-18,1.32369
2022-07-19,1.27948
2022-07-20,1.49013
2022-07-21,1.30809
2022-07-22,1.16505
2022-07-23,0.4629
2022-07-24,0.52791
2022-07-25,1.13125
2022-07-26,1.04803
2022-07-27,1.12344
2022-07-28,0.944
2022-07-29,0.85038
2022-07-30,0.56432
2022-07-31,0.57472
2022-08-01,1.06103
2022-08-02,1.15205
2022-08-03,1.12344
2022-08-04,1.16245
2022-08-05,1.03502
2022-08-06,0.4941
2022-08-07,0.54612
2022-08-08,1.17025
2022-08-09,1.13905
2022-08-10,1.26388
2022-08-11,1.04283
2022-08-12,1.13125
2022-08-13,0.4603
2022-08-14,0.37188
2022-08-15,0.4785
2022-08-16,0.9154
2022-08-17,1.00382
2022-08-18,1.03242
2022-08-19,1.00382
2022-08-20,0.79837
2022-08-21,0.55132
2022-08-22,0.98301
2022-08-23,1.16505
2022-08-24,1.18326
2022-08-25,1.22487
2022-08-26,1.02982
2022-08-27,0.39268
2022-08-28,0.4577
2022-08-29,1.02722
2022-08-30,1.15725
2022-08-31,1.05063
2022-09-01,1.64616
2022-09-02,1.27948
2022-09-03,0.63714
2022-09-04,0.57472
2022-09-05,1.02722
2022-09-06,1.16765
2022-09-07,1.23787
2022-09-08,1.16245
2022-09-09,0.52791
2022-09-10,0.4551
2022-09-11,0.4863
2022-09-12,0.70215
2022-09-13,1.3809
2022-09-14,1.54474
2022-09-15,1.71638
2022-09-16,1.20666
2022-09-17,0.56172
2022-09-18,0.67875
2022-09-19,1.31849
2022-09-20,1.21446
2022-09-21,1.3861
2022-09-22,1.07403
2022-09-23,1.04543
2022-09-24,0.55392
2022-09-25,0.66574
2022-09-26,1.34709
2022-09-27,1.3913
2022-09-28,1.3861
2022-09-29,1.76579
2022-09-30,1.04803
2022-10-01,0.4525
2022-10-02,1.08444
2022-10-03,1.39651
2022-10-04,1.3705
2022-10-05,1.31849
2022-10-06,1.32629
2022-10-07,1.03242
2022-10-08,0.4889
2022-10-09,0.4811
2022-10-10,0.61373
2022-10-11,1.30809
2022-10-12,1.72938
2022-10-13,1.39651
2022-10-14,1.20406
2022-10-15,0.56172
2022-10-16,0.60853
2022-10-17,1.26388
2022-10-18,1.23007
2022-10-19,1.60715
2022-10-20,1.65136
2022-10-21,1.19366
2022-10-22,0.52791
2022-10-23,0.59553
2022-10-24,1.24307
2022-10-25,1.47452
2022-10-26,1.3705
2022-10-27,1.3601
2022-10-28,1.07923
2022-10-29,0.62413
2022-10-30,0.62413
2022-10-31,1.23267
2022-11-01,1.63576
2022-11-02,1.50833
2022-11-03,1.45632
2022-11-04,1.28468
2022-11-05,0.68395
2022-11-06,0.80357
2022-11-07,1.3627
2022-11-08,1.51093
2022-11-09,1.88281
2022-11-10,1.29508
2022-11-11,1.23007
2022-11-12,0.68915
2022-11-13,0.64494
2022-11-14,1.3523
2022-11-15,1.43031
2022-11-16,1.34189
2022-11-17,1.21967
2022-11-18,1.21967
2022-11-19,0.55912
2022-11-20,0.59553
2022-11-21,1.34449
2022-11-22,1.51093
2022-11-23,1.41991
2022-11-24,1.34969
2022-11-25,1.27688
2022-11-26,0.51491
2022-11-27,0.64234
2022-11-28,1.3679
2022-11-29,1.41211
2022-11-30,1.40171
2022-12-01,1.17546
2022-12-02,1.11564
2022-12-03,0.37968
2022-12-04,0.4603
2022-12-05,1.06623
2022-12-06,1.11304
2022-12-07,1.08184
2022-12-08,1.10784
2022-12-09,0.99081
2022-12-10,0.56692
2022-12-11,0.61633
2022-12-12,1.08184
2022-12-13,1.24307
2022-12-14,1.16245
2022-12-15,1.08704
2022-12-16,0.98561
2022-12-17,0.59033
2022-12-18,0.57212
2022-12-19,1.01942
2022-12-20,1.24567
2022-12-21,1.17806
2022-12-22,1.27688
2022-12-23,1.15985
2022-12-24,0.4603
2022-12-25,0.42649
2022-12-26,1.10784
2022-12-27,1.18586
2022-12-28,1.01162
2022-12-29,1.01422
2022-12-30,0.88939
2022-12-31,0.4629
2023-01-01,0.38748
2023-01-02,1.05583
2023-01-03,1.16245
2023-01-04,1.10004
2023-01-05,1.00642
2023-01-06,1.10264
2023-01-07,0.53311
2023-01-08,0.50191
2023-01-09,0.97781
2023-01-10,1.43291
2023-01-11,1.08444
2023-01-12,0.99342
2023-01-13,0.94921
2023-01-14,0.67094
2023-01-15,0.73596
2023-01-16,1.53174
2023-01-17,1.34709
2023-01-18,1.22487
2023-01-19,1.13125
2023-01-20,0.82178
2023-01-21,0.42649
2023-01-22,0.31727
2023-01-23,0.39528
2023-01-24,0.55652
2023-01-25,1.25087
2023-01-26,1.27948
2023-01-27,1.14165
2023-01-28,0.53831
2023-01-29,0.62933
2023-01-30,1.05843
2023-01-31,1.47192
2023-02-01,1.13125
2023-02-02,1.14685
2023-02-03,1.10784
2023-02-04,0.4785
2023-02-05,0.51751
2023-02-06,1.03242
2023-02-07,1.02202
2023-02-08,1.02722
2023-02-09,1.07663
2023-02-10,1.02722
2023-02-11,0.40308
2023-02-12,0.33287
2023-02-13,1.06103
2023-02-14,1.09224
2023-02-15,1.18586
2023-02-16,1.41471
2023-02-17,1.64616
2023-02-18,0.71255
2023-02-19,0.97781
2023-02-20,2.29891
2023-02-21,1.43031
2023-02-22,1.14165
2023-02-23,1.06623
2023-02-24,1.14945
2023-02-25,0.50971
2023-02-26,0.58773
2023-02-27,1.32109
2023-02-28,1.3705
2023-03-01,0.66574
2023-03-02,1.63576
2023-03-03,1.33149
2023-03-04,0.65794
2023-03-05,0.56432
2023-03-06,1.49013
2023-03-07,1.81
2023-03-08,1.56034
2023-03-09,1.89322
2023-03-10,1.43291
2023-03-11,0.74896
2023-03-12,0.74376
2023-03-13,1.47192
2023-03-14,1.86201
2023-03-15,1.52393
2023-03-16,1.70077
2023-03-17,1.62276
2023-03-18,0.76977
2023-03-19,1.12344
2023-03-20,1.8386
2023-03-21,1.27948
2023-03-22,1.15465
2023-03-23,1.3939
2023-03-24,1.08184
2023-03-25,0.50451
2023-03-26,0.54872
2023-03-27,1.17546
2023-03-28,1.3523
2023-03-29,1.41211
2023-03-30,1.55514
2023-03-31,1.06623
2023-04-01,0.4681
2023-04-02,0.4837
2023-04-03,1.17286
2023-04-04,1.19106
2023-04-05,1.30548
2023-04-06,1.09484
2023-04-07,0.9024
2023-04-08,0.43429
2023-04-09,0.52531
2023-04-10,1.09484
2023-04-11,1.17286
2023-04-12,1.01682
2023-04-13,1.26648
2023-04-14,1.15985
2023-04-15,0.4733
2023-04-16,0.53311
2023-04-17,1.11824
2023-04-18,1.20146
2023-04-19,1.08444
2023-04-20,1.06623
2023-04-21,0.9206
2023-04-22,0.37968
2023-04-23,0.41869
2023-04-24,1.01422
2023-04-25,1.08184
2023-04-26,0.9258
2023-04-27,1.18326
2023-04-28,0.78797
2023-04-29,0.34847
2023-04-30,0.36928
2023-05-01,0.65274
2023-05-02,1.00902
2023-05-03,0.97261
2023-05-04,0.83738
2023-05-05,0.52531
2023-05-06,0.4785
2023-05-07,0.54352
2023-05-08,1.14945
2023-05-09,1.14425
2023-05-10,1.18586
2023-05-11,1.14425
2023-05-12,0.87899
2023-05-13,0.35367
2023-05-14,0.49931
2023-05-15,0.84778
2023-05-16,1.06623
2023-05-17,1.08444
2023-05-18,1.22747
2023-05-19,0.83998
2023-05-20,0.35107
2023-05-21,0.52011
2023-05-22,0.9414
2023-05-23,0.95441
2023-05-24,1.34449
2023-05-25,1.72678
2023-05-26,1.30288
2023-05-27,0.54092
2023-05-28,0.54872
