date,ISA계좌
2021-04-15,10.67741
2021-04-16,11.92237
2021-04-17,10.21221
2021-04-18,9.047
2021-04-19,11.55908
2021-04-20,12.20592
2021-04-21,11.63882
2021-04-22,11.82047
2021-04-23,11.73186
2021-04-24,6.65898
2021-04-25,7.39887
2021-04-26,15.45788
2021-04-27,17.96553
2021-04-28,12.13947
2021-04-29,9.92423
2021-04-30,8.31598
2021-05-01,4.70515
2021-05-02,4.35957
2021-05-03,9.33941
2021-05-04,9.78246
2021-05-05,6.80962
2021-05-06,7.25709
2021-05-07,11.18249
2021-05-08,4.7716
2021-05-09,4.74502
2021-05-10,8.20521
2021-05-11,8.44003
2021-05-12,7.42988
2021-05-13,6.70772
2021-05-14,6.53493
2021-05-15,3.60196
2021-05-16,3.96526
2021-05-17,7.08874
2021-05-18,6.49506
2021-05-19,4.06716
2021-05-20,6.85392
2021-05-21,7.50963
2021-05-22,3.42474
2021-05-23,3.39816
2021-05-24,5.98555
2021-05-25,7.13304
2021-05-26,6.77417
2021-05-27,6.32227
2021-05-28,5.37858
2021-05-29,3.4912
2021-05-30,3.61082
2021-05-31,6.11847
2021-06-01,7.55394
2021-06-02,18.18705
2021-06-03,10.20778
2021-06-04,11.1116
2021-06-05,4.77604
2021-06-06,4.6254
2021-06-07,7.43431
2021-06-08,6.50392
2021-06-09,6.07416
2021-06-10,6.36657
2021-06-11,5.73302
2021-06-12,3.19436
2021-06-13,3.48677
2021-06-14,5.4982
2021-06-15,8.62611
2021-06-16,7.80204
2021-06-17,7.02671
2021-06-18,7.33684
2021-06-19,4.1159
2021-06-20,3.95197
2021-06-21,6.68556
2021-06-22,8.18749
2021-06-23,7.00899
2021-06-24,6.88937
2021-06-25,7.25709
2021-06-26,5.13047
2021-06-27,4.92224
2021-06-28,11.29325
2021-06-29,11.41287
2021-06-30,11.04071
2021-07-01,7.1995
2021-07-02,6.28682
2021-07-03,6.15834
2021-07-04,5.89694
2021-07-05,8.72358
2021-07-06,8.99384
2021-07-07,8.97611
2021-07-08,8.54193
2021-07-09,7.03557
2021-07-10,3.99627
2021-07-11,4.86021
2021-07-12,7.41216
2021-07-13,8.028
2021-07-14,7.58495
2021-07-15,7.13747
2021-07-16,6.69
2021-07-17,3.91653
2021-07-18,4.1602
2021-07-19,6.85835
2021-07-20,7.7666
2021-07-21,9.25966
2021-07-22,11.08502
2021-07-23,15.71485
2021-07-24,10.72615
2021-07-25,16.64968
2021-07-26,53.98963
2021-07-27,100.0
2021-07-28,50.59146
2021-07-29,26.57835
2021-07-30,16.99082
2021-07-31,13.13632
2021-08-01,26.13973
2021-08-02,27.39355
2021-08-03,19.1396
2021-08-04,17.43387
2021-08-05,24.36755
2021-08-06,18.08958
2021-08-07,10.91223
2021-08-08,14.13761
2021-08-09,23.67196
2021-08-10,17.98768
2021-08-11,18.09401
2021-08-12,15.9408
2021-08-13,14.23064
2021-08-14,8.20964
2021-08-15,7.54951
2021-08-16,14.62939
2021-08-17,19.87063
2021-08-18,17.88578
2021-08-19,14.93509
2021-08-20,12.2458
2021-08-21,7.67356
2021-08-22,8.25395
2021-08-23,13.08315
2021-08-24,14.87749
2021-08-25,17.32754
2021-08-26,15.71042
2021-08-27,15.97182
2021-08-28,11.33755
2021-08-29,8.79447
2021-08-30,15.09015
2021-08-31,20.60165
2021-09-01,18.50161
2021-09-02,17.17247
2021-09-03,18.71427
2021-09-04,11.46161
2021-09-05,13.08759
2021-09-06,17.88578
2021-09-07,16.08258
2021-09-08,23.88463
2021-09-09,18.12945
2021-09-10,18.43959
2021-09-11,9.10903
2021-09-12,8.39572
2021-09-13,11.65211
2021-09-14,12.15719
2021-09-15,11.1559
2021-09-16,12.06415
2021-09-17,12.23694
2021-09-18,8.74573
2021-09-19,6.33556
2021-09-20,7.42102
2021-09-21,8.7856
2021-09-22,11.45274
2021-09-23,15.55092
2021-09-24,14.19963
2021-09-25,7.64698
2021-09-26,8.31155
2021-09-27,12.47175
2021-09-28,11.93123
2021-09-29,11.55908
2021-09-30,12.06858
2021-10-01,11.48376
2021-10-02,6.78304
2021-10-03,6.47733
2021-10-04,7.26596
2021-10-05,9.17992
2021-10-06,9.047
2021-10-07,10.31411
2021-10-08,10.79704
2021-10-09,4.92667
2021-10-10,5.18364
2021-10-11,6.17163
2021-10-12,10.81033
2021-10-13,9.94639
2021-10-14,9.21093
2021-10-15,9.17992
2021-10-16,5.30326
2021-10-17,5.59124
2021-10-18,8.44003
2021-10-19,10.32298
2021-10-20,10.42488
2021-10-21,10.0217
2021-10-22,11.55908
2021-10-23,6.71215
2021-10-24,8.86978
2021-10-25,20.95166
2021-10-26,18.98896
2021-10-27,11.40844
2021-10-28,11.40844
2021-10-29,10.37171
2021-10-30,7.06215
2021-10-31,7.3457
2021-11-01,12.1439
2021-11-02,13.00784
2021-11-03,12.94138
2021-11-04,12.44074
2021-11-05,11.7806
2021-11-06,6.65898
2021-11-07,7.26153
2021-11-08,11.82047
2021-11-09,12.02427
2021-11-10,10.17234
2021-11-11,9.68056
2021-11-12,9.24194
2021-11-13,5.47605
2021-11-14,6.00327
2021-11-15,10.6021
2021-11-16,11.03185
2021-11-17,13.24708
2021-11-18,11.09831
2021-11-19,10.80147
2021-11-20,6.51721
2021-11-21,7.01342
2021-11-22,24.32324
2021-11-23,11.70971
2021-11-24,11.2711
2021-11-25,10.34956
2021-11-26,8.84763
2021-11-27,4.99756
2021-11-28,5.75074
2021-11-29,9.85778
2021-11-30,10.78374
2021-12-01,9.64955
2021-12-02,9.29068
2021-12-03,8.96282
2021-12-04,5.54251
2021-12-05,5.86593
2021-12-06,9.28182
2021-12-07,10.42931
2021-12-08,13.11417
2021-12-09,13.75215
2021-12-10,12.86606
2021-12-11,7.63811
2021-12-12,8.34699
2021-12-13,13.96925
2021-12-14,12.54264
2021-12-15,11.43502
2021-12-16,10.96982
2021-12-17,9.45017
2021-12-18,6.01213
2021-12-19,7.94382
2021-12-20,12.54264
2021-12-21,12.09516
2021-12-22,13.1629
2021-12-23,26.50746
2021-12-24,75.84511
2021-12-25,24.37198
2021-12-26,29.46701
2021-12-27,39.86531
2021-12-28,44.34008
2021-12-29,40.26848
2021-12-30,42.147
2021-12-31,44.27362
2022-01-01,10.8502
2022-01-02,10.46918
2022-01-03,13.87621
2022-01-04,13.79203
2022-01-05,15.13889
2022-01-06,14.27495
2022-01-07,19.43201
2022-01-08,21.23078
2022-01-09,25.30237
2022-01-10,24.37198
2022-01-11,22.69726
2022-01-12,24.08843
2022-01-13,24.66439
2022-01-14,25.03655
2022-01-15,18.00983
2022-01-16,26.56949
2022-01-17,58.13211
2022-01-18,75.14952
2022-01-19,44.03438
2022-01-20,16.24651
2022-01-21,23.47259
2022-01-22,12.94138
2022-01-23,9.17549
2022-01-24,13.88507
2022-01-25,13.75659
2022-01-26,12.96796
2022-01-27,14.5585
2022-01-28,13.08759
2022-01-29,7.23937
2022-01-30,5.82605
2022-01-31,6.21151
2022-02-01,10.16791
2022-02-02,9.21093
2022-02-03,15.48447
2022-02-04,14.049
2022-02-05,8.03243
2022-02-06,8.04572
2022-02-07,12.60466
2022-02-08,11.51034
2022-02-09,10.89894
2022-02-10,11.6211
2022-02-11,9.93753
2022-02-12,5.71529
2022-02-13,6.76088
2022-02-14,10.12804
2022-02-15,10.57551
2022-02-16,9.83119
2022-02-17,9.02042
2022-02-18,8.21851
2022-02-19,5.31655
2022-02-20,6.09631
2022-02-21,9.0027
2022-02-22,9.25523
2022-02-23,8.82991
2022-02-24,8.4799
2022-02-25,9.15333
2022-02-26,6.05201
2022-02-27,5.52478
2022-02-28,8.47547
2022-03-01,6.41974
2022-03-02,9.70271
2022-03-03,7.69128
2022-03-04,7.51849
2022-03-05,4.66527
2022-03-06,5.15705
2022-03-07,7.65141
2022-03-08,10.71286
2022-03-09,4.22223
2022-03-10,6.22037
2022-03-11,7.02228
2022-03-12,5.32098
2022-03-13,4.70072
2022-03-14,17.86806
2022-03-15,10.71286
2022-03-16,10.00398
2022-03-17,9.24194
2022-03-18,10.73501
2022-03-19,6.10517
2022-03-20,5.52478
2022-03-21,7.63811
2022-03-22,9.03371
2022-03-23,8.19192
2022-03-24,10.63311
2022-03-25,11.26223
2022-03-26,5.52478
2022-03-27,5.04186
2022-03-28,8.78117
2022-03-29,8.62168
2022-03-30,8.89194
2022-03-31,8.70586
2022-04-01,6.99127
2022-04-02,5.05072
2022-04-03,5.22351
2022-04-04,6.78304
2022-04-05,7.64698
2022-04-06,6.91152
2022-04-07,6.26024
2022-04-08,6.36657
2022-04-09,3.65956
2022-04-10,3.66842
2022-04-11,5.40073
2022-04-12,6.38872
2022-04-13,6.78304
2022-04-14,6.81848
2022-04-15,6.76088
2022-04-16,3.83235
2022-04-17,4.07159
2022-04-18,6.22923
2022-04-19,6.27353
2022-04-20,6.09188
2022-04-21,6.18049
2022-04-22,5.62668
2022-04-23,3.11904
2022-04-24,3.31398
2022-04-25,5.65327
2022-04-26,6.81405
2022-04-27,6.99127
2022-04-28,5.3963
2022-04-29,5.31212
2022-04-30,2.72916
2022-05-01,3.23866
2022-05-02,5.01085
2022-05-03,5.66213
2022-05-04,4.6254
2022-05-05,2.82663
2022-05-06,4.15134
2022-05-07,2.49435
2022-05-08,2.68929
2022-05-09,4.27096
2022-05-10,4.56337
2022-05-11,4.2178
2022-05-12,4.03615
2022-05-13,3.68171
2022-05-14,2.23738
2022-05-15,2.46333
2022-05-16,3.68614
2022-05-17,4.4216
2022-05-18,4.37286
2022-05-19,3.97855
2022-05-20,3.79247
2022-05-21,2.33485
2022-05-22,2.50321
2022-05-23,3.88551
2022-05-24,4.05387
2022-05-25,4.31084
2022-05-26,4.34185
2022-05-27,3.97412
2022-05-28,2.29941
2022-05-29,3.09246
2022-05-30,5.2368
2022-05-31,4.56337
2022-06-01,2.97727
2022-06-02,4.19121
2022-06-03,4.09817
2022-06-04,2.35257
2022-06-05,2.36143
2022-06-06,2.45004
2022-06-07,3.93868
2022-06-08,4.19121
2022-06-09,4.25767
2022-06-10,3.82792
2022-06-11,2.44118
2022-06-12,2.53422
2022-06-13,4.21337
2022-06-14,4.6697
2022-06-15,4.50578
2022-06-16,5.53364
2022-06-17,4.78047
2022-06-18,2.76017
2022-06-19,2.45447
2022-06-20,4.59882
2022-06-21,3.92539
2022-06-22,3.72602
2022-06-23,3.66399
2022-06-24,3.81462
2022-06-25,2.26396
2022-06-26,2.46333
2022-06-27,4.33299
2022-06-28,4.33299
2022-06-29,3.54437
2022-06-30,3.45576
2022-07-01,3.37158
2022-07-02,1.81649
2022-07-03,2.17535
2022-07-04,3.4336
2022-07-05,3.56209
2022-07-06,3.5488
2022-07-07,3.25196
2022-07-08,3.16335
2022-07-09,2.03801
2022-07-10,1.92282
2022-07-11,3.19879
2022-07-12,3.04372
2022-07-13,3.27411
2022-07-14,3.56209
2022-07-15,3.57538
2022-07-16,2.07345
2022-07-17,2.52536
2022-07-18,5.90137
2022-07-19,5.84821
2022-07-20,4.02286
2022-07-21,3.8988
2022-07-22,3.67285
2022-07-23,2.42789
2022-07-24,2.64941
2022-07-25,4.7273
2022-07-26,4.86907
2022-07-27,3.99627
2022-07-28,3.695
2022-07-29,3.60639
2022-07-30,2.37915
2022-07-31,2.15763
2022-08-01,3.87665
2022-08-02,4.1159
2022-08-03,4.2178
2022-08-04,4.27096
2022-08-05,4.20007
2022-08-06,2.31713
2022-08-07,2.25067
2022-08-08,3.92539
2022-08-09,4.38615
2022-08-10,4.50135
2022-08-11,4.35957
2022-08-12,4.57666
2022-08-13,2.97284
2022-08-14,2.68486
2022-08-15,2.64055
2022-08-16,5.62225
2022-08-17,5.11275
2022-08-18,4.83363
2022-08-19,4.33742
2022-08-20,2.68043
2022-08-21,2.81334
2022-08-22,4.86464
2022-08-23,4.4659
2022-08-24,3.99627
2022-08-25,4.44818
2022-08-26,4.48805
2022-08-27,2.38802
2022-08-28,2.50764
2022-08-29,4.54122
2022-08-30,4.30641
2022-08-31,4.35957
2022-09-01,4.28868
2022-09-02,3.34943
2022-09-03,2.07788
2022-09-04,2.12219
2022-09-05,3.65956
2022-09-06,3.85893
2022-09-07,3.76146
2022-09-08,3.21651
2022-09-09,1.8918
2022-09-10,2.62726
2022-09-11,2.18421
2022-09-12,2.78676
2022-09-13,4.8868
2022-09-14,4.58109
2022-09-15,4.30198
2022-09-16,3.76146
2022-09-17,1.98927
2022-09-18,1.90952
2022-09-19,3.64627
2022-09-20,3.80133
2022-09-21,3.66399
2022-09-22,3.68171
2022-09-23,3.46019
2022-09-24,1.99813
2022-09-25,2.06459
2022-09-26,5.20136
2022-09-27,3.93868
2022-09-28,3.86779
2022-09-29,3.60196
2022-09-30,3.47348
2022-10-01,1.78104
2022-10-02,1.51964
2022-10-03,2.26839
2022-10-04,3.48677
2022-10-05,3.84121
2022-10-06,3.94754
2022-10-07,3.35829
2022-10-08,1.53294
2022-10-09,1.80319
2022-10-10,2.03801
2022-10-11,3.41588
2022-10-12,3.41588
2022-10-13,3.72602
2022-10-14,4.08045
2022-10-15,2.6627
2022-10-16,2.60954
2022-10-17,7.65584
2022-10-18,9.22422
2022-10-19,8.42674
2022-10-20,7.28368
2022-10-21,5.99441
2022-10-22,3.74817
2022-10-23,3.59753
2022-10-24,6.47733
2022-10-25,6.91152
2022-10-26,6.74316
2022-10-27,6.76531
2022-10-28,6.26024
2022-10-29,3.49563
2022-10-30,2.98613
2022-10-31,5.40959
2022-11-01,6.39315
2022-11-02,7.43874
2022-11-03,5.43617
2022-11-04,4.86021
2022-11-05,2.95068
2022-11-06,2.90195
2022-11-07,5.08174
2022-11-08,5.32541
2022-11-09,4.59439
2022-11-10,4.26653
2022-11-11,5.05515
2022-11-12,3.11018
2022-11-13,3.75703
2022-11-14,5.25453
2022-11-15,6.03872
2022-11-16,5.92796
2022-11-17,5.04186
2022-11-18,4.80705
2022-11-19,2.80891
2022-11-20,3.50449
2022-11-21,7.68685
2022-11-22,5.91023
2022-11-23,5.23237
2022-11-24,4.64755
2022-11-25,4.56337
2022-11-26,2.91524
2022-11-27,3.40259
2022-11-28,5.40516
2022-11-29,5.10389
2022-11-30,5.42288
2022-12-01,6.17606
2022-12-02,5.15705
2022-12-03,3.15892
2022-12-04,3.33613
2022-12-05,5.36086
2022-12-06,6.09631
2022-12-07,6.33556
2022-12-08,5.76403
2022-12-09,5.52921
2022-12-10,3.15449
2022-12-11,3.7526
2022-12-12,6.021
2022-12-13,5.48491
2022-12-14,6.13176
2022-12-15,5.4982
2022-12-16,5.12161
2022-12-17,3.14119
2022-12-18,3.87222
2022-12-19,5.41402
2022-12-20,5.90137
2022-12-21,6.0077
2022-12-22,6.88937
2022-12-23,6.54379
2022-12-24,3.96526
2022-12-25,4.14691
2022-12-26,7.80204
2022-12-27,9.05143
2022-12-28,8.78117
2022-12-29,9.57866
2022-12-30,8.31598
2022-12-31,3.44247
2023-01-01,3.21651
2023-01-02,6.11847
2023-01-03,5.00199
2023-01-04,5.53364
2023-01-05,5.21022
2023-01-06,5.16149
2023-01-07,4.58553
2023-01-08,4.07602
2023-01-09,5.73302
2023-01-10,5.2944
2023-01-11,5.11275
2023-01-12,4.76274
2023-01-13,5.22351
2023-01-14,3.44247
2023-01-15,3.61525
2023-01-16,6.93367
2023-01-17,7.07988
2023-01-18,6.92924
2023-01-19,6.34442
2023-01-20,6.07416
2023-01-21,3.51335
2023-01-22,4.34185
2023-01-23,3.96969
2023-01-24,4.81591
2023-01-25,8.98941
2023-01-26,8.81219
2023-01-27,7.89508
2023-01-28,4.80705
2023-01-29,4.85578
2023-01-30,7.54064
2023-01-31,8.32484
2023-02-01,7.01785
2023-02-02,6.6767
2023-02-03,6.34885
2023-02-04,4.09374
2023-02-05,4.45261
2023-02-06,6.33556
2023-02-07,6.40202
2023-02-08,6.88494
2023-02-09,7.09317
2023-02-10,6.40645
2023-02-11,3.92096
2023-02-12,4.014
2023-02-13,5.86593
2023-02-14,6.09188
2023-02-15,5.81276
2023-02-16,5.57795
2023-02-17,5.61339
2023-02-18,3.85893
2023-02-19,4.30641
2023-02-20,7.10646
2023-02-21,6.81405
2023-02-22,5.50263
2023-02-23,5.48048
2023-02-24,7.08874
2023-02-25,3.75703
2023-02-26,3.90766
2023-02-27,6.0653
2023-02-28,6.2691
2023-03-01,5.31212
2023-03-02,6.40202
2023-03-03,5.87479
2023-03-04,4.37729
2023-03-05,4.77604
2023-03-06,6.42417
2023-03-07,5.87922
2023-03-08,6.00327
2023-03-09,5.71529
2023-03-10,4.81148
2023-03-11,3.05258
2023-03-12,3.2298
2023-03-13,4.80705
2023-03-14,5.36529
2023-03-15,6.05644
2023-03-16,4.87351
2023-03-17,5.12604
2023-03-18,3.07917
2023-03-19,3.18107
2023-03-20,4.70958
2023-03-21,5.26339
2023-03-22,4.91781
2023-03-23,5.22351
2023-03-24,5.13047
2023-03-25,3.31841
2023-03-26,3.18107
2023-03-27,5.80833
2023-03-28,5.06845
2023-03-29,4.94439
2023-03-30,5.0906
2023-03-31,5.10389
2023-04-01,2.89309
2023-04-02,3.15005
2023-04-03,5.21465
2023-04-04,5.08174
2023-04-05,5.52035
2023-04-06,5.34756
2023-04-07,5.37858
2023-04-08,3.19879
2023-04-09,3.61968
2023-04-10,5.41845
2023-04-11,5.5558
2023-04-12,5.59567
2023-04-13,5.4406
2023-04-14,6.16277
2023-04-15,4.7849
2023-04-16,4.52793
2023-04-17,5.83492
2023-04-18,6.04315
2023-04-19,6.02543
2023-04-20,5.80833
2023-04-21,5.29883
2023-04-22,3.31398
2023-04-23,2.98613
2023-04-24,4.97541
2023-04-25,5.41845
2023-04-26,5.16149
2023-04-27,5.4539
2023-04-28,4.97541
2023-04-29,3.24309
2023-04-30,3.11904
2023-05-01,4.79819
2023-05-02,6.70772
2023-05-03,6.38429
2023-05-04,6.1229
2023-05-05,5.96783
2023-05-06,5.91023
2023-05-07,6.46404
2023-05-08,7.60267
2023-05-09,12.15719
2023-05-10,7.70457
2023-05-11,6.67227
2023-05-12,5.54694
2023-05-13,4.10704
2023-05-14,4.22666
2023-05-15,5.87036
2023-05-16,5.77732
2023-05-17,5.96783
2023-05-18,5.48934
2023-05-19,5.61782
2023-05-20,3.85007
2023-05-21,4.17349
2023-05-22,5.71529
2023-05-23,6.43303
2023-05-24,6.20264
2023-05-25,6.92924
2023-05-26,6.84949
2023-05-27,4.9311
2023-05-28,5.46276
2023-05-29,6.79633
