date,주식계좌개설
2020-03-20,75.64579
2020-03-21,27.9452
2020-03-22,25.5088
2020-03-23,57.74951
2020-03-24,53.82583
2020-03-25,60.21526
2020-03-26,50.23483
2020-03-27,40.45988
2020-03-28,18.32681
2020-03-29,17.88649
2020-03-30,28.70841
2020-03-31,29.63796
2020-04-01,27.92563
2020-04-02,21.00782
2020-04-03,16.25244
2020-04-04,9.31506
2020-04-05,9.52054
2020-04-06,19.62818
2020-04-07,20.7045
2020-04-08,18.66927
2020-04-09,16.35029
2020-04-10,15.29354
2020-04-11,8.34637
2020-04-12,8.65949
2020-04-13,13.3953
2020-04-14,12.72015
2020-04-15,8.29745
2020-04-16,10.64579
2020-04-17,14.34442
2020-04-18,7.08414
2020-04-19,8.10176
2020-04-20,12.70058
2020-04-21,13.8454
2020-04-22,19.50097
2020-04-23,14.90215
2020-04-24,9.89236
2020-04-25,6.00782
2020-04-26,6.57534
2020-04-27,8.93346
2020-04-28,8.40508
2020-04-29,9.0998
2020-04-30,5.45009
2020-05-01,4.8043
2020-05-02,4.39334
2020-05-03,4.64774
2020-05-04,8.96281
2020-05-05,5.89041
2020-05-06,9.28571
2020-05-07,8.11154
2020-05-08,6.64383
2020-05-09,4.36399
2020-05-10,4.4814
2020-05-11,8.0724
2020-05-12,8.3953
2020-05-13,9.10958
2020-05-14,8.58121
2020-05-15,7.40704
2020-05-16,4.29549
2020-05-17,4.40313
2020-05-18,8.31702
2020-05-19,9.89236
2020-05-20,9.79452
2020-05-21,10.94911
2020-05-22,9.50097
2020-05-23,5.15655
2020-05-24,6.27201
2020-05-25,11.26223
2020-05-26,10.81213
2020-05-27,10.96868
2020-05-28,9.79452
2020-05-29,7.67123
2020-05-30,4.33463
2020-05-31,5.20547
2020-06-01,10.5088
2020-06-02,11.19373
2020-06-03,14.5499
2020-06-04,13.80626
2020-06-05,11.14481
2020-06-06,5.92954
2020-06-07,7.59295
2020-06-08,11.92759
2020-06-09,11.92759
2020-06-10,12.22113
2020-06-11,12.17221
2020-06-12,11.10567
2020-06-13,5.09784
2020-06-14,6.03718
2020-06-15,14.09001
2020-06-16,14.82387
2020-06-17,12.35812
2020-06-18,10.59686
2020-06-19,8.72798
2020-06-20,4.94129
2020-06-21,5.84148
2020-06-22,10.73385
2020-06-23,10.04892
2020-06-24,9.70645
2020-06-25,10.20547
2020-06-26,7.98434
2020-06-27,3.96281
2020-06-28,4.50097
2020-06-29,8.02348
2020-06-30,8.33659
2020-07-01,7.91585
2020-07-02,8.89432
2020-07-03,7.67123
2020-07-04,4.56947
2020-07-05,8.47358
2020-07-06,13.32681
2020-07-07,12.48532
2020-07-08,11.04696
2020-07-09,12.68101
2020-07-10,10.32289
2020-07-11,5.90998
2020-07-12,8.29745
2020-07-13,11.90802
2020-07-14,12.72994
2020-07-15,12.47553
2020-07-16,9.84344
2020-07-17,9.71624
2020-07-18,5.44031
2020-07-19,6.47749
2020-07-20,11.36986
2020-07-21,13.38551
2020-07-22,14.77495
2020-07-23,15.44031
2020-07-24,12.72015
2020-07-25,6.62426
2020-07-26,11.33072
2020-07-27,16.26223
2020-07-28,16.29158
2020-07-29,14.9315
2020-07-30,14.0998
2020-07-31,13.04305
2020-08-01,7.89628
2020-08-02,8.23874
2020-08-03,15.49902
2020-08-04,16.33072
2020-08-05,17.20156
2020-08-06,15.7632
2020-08-07,16.14481
2020-08-08,9.16829
2020-08-09,10.80234
2020-08-10,20.28375
2020-08-11,19.85322
2020-08-12,17.65166
2020-08-13,16.38943
2020-08-14,13.32681
2020-08-15,6.86888
2020-08-16,7.07436
2020-08-17,9.46183
2020-08-18,14.64774
2020-08-19,14.12915
2020-08-20,15.97847
2020-08-21,13.53228
2020-08-22,7.66144
2020-08-23,8.22896
2020-08-24,13.80626
2020-08-25,14.30528
2020-08-26,17.57338
2020-08-27,17.27005
2020-08-28,14.68688
2020-08-29,8.41487
2020-08-30,14.12915
2020-08-31,22.03522
2020-09-01,22.86692
2020-09-02,20.10763
2020-09-03,20.11741
2020-09-04,16.55577
2020-09-05,8.56164
2020-09-06,14.29549
2020-09-07,20.7632
2020-09-08,19.3542
2020-09-09,19.54011
2020-09-10,23.55185
2020-09-11,16.50684
2020-09-12,9.59882
2020-09-13,11.55577
2020-09-14,18.73776
2020-09-15,19.36399
2020-09-16,18.2681
2020-09-17,16.15459
2020-09-18,12.65166
2020-09-19,7.70058
2020-09-20,8.06262
2020-09-21,12.6223
2020-09-22,12.30919
2020-09-23,11.47749
2020-09-24,13.60078
2020-09-25,10.0
2020-09-26,6.59491
2020-09-27,6.27201
2020-09-28,11.09589
2020-09-29,8.96281
2020-09-30,6.03718
2020-10-01,8.49315
2020-10-02,7.9452
2020-10-03,7.54403
2020-10-04,9.02152
2020-10-05,17.27005
2020-10-06,14.21722
2020-10-07,11.96673
2020-10-08,10.96868
2020-10-09,8.06262
2020-10-10,6.16438
2020-10-11,6.96673
2020-10-12,12.10371
2020-10-13,12.82778
2020-10-14,13.29745
2020-10-15,13.1996
2020-10-16,10.29354
2020-10-17,5.85127
2020-10-18,5.80234
2020-10-19,9.84344
2020-10-20,11.18395
2020-10-21,10.0587
2020-10-22,9.30528
2020-10-23,8.81604
2020-10-24,4.13894
2020-10-25,7.15264
2020-10-26,10.74363
2020-10-27,9.4227
2020-10-28,9.02152
2020-10-29,10.11741
2020-10-30,9.30528
2020-10-31,5.28375
2020-11-01,7.08414
2020-11-02,10.67514
2020-11-03,9.52054
2020-11-04,9.5499
2020-11-05,10.21526
2020-11-06,9.06066
2020-11-07,5.61643
2020-11-08,6.25244
2020-11-09,12.97455
2020-11-10,17.045
2020-11-11,14.61839
2020-11-12,14.88258
2020-11-13,13.73776
2020-11-14,7.97455
2020-11-15,8.35616
2020-11-16,20.56751
2020-11-17,18.36594
2020-11-18,16.32093
2020-11-19,14.47162
2020-11-20,13.58121
2020-11-21,9.91193
2020-11-22,9.96086
2020-11-23,19.34442
2020-11-24,21.11545
2020-11-25,24.3542
2020-11-26,22.85714
2020-11-27,18.24853
2020-11-28,14.15851
2020-11-29,14.66731
2020-11-30,20.84148
2020-12-01,23.83561
2020-12-02,26.81996
2020-12-03,30.96868
2020-12-04,29.39334
2020-12-05,15.57729
2020-12-06,18.9041
2020-12-07,28.68884
2020-12-08,26.69275
2020-12-09,27.72994
2020-12-10,26.01761
2020-12-11,21.7906
2020-12-12,12.6908
2020-12-13,14.89236
2020-12-14,22.63209
2020-12-15,21.55577
2020-12-16,19.20743
2020-12-17,20.1272
2020-12-18,20.90998
2020-12-19,14.18786
2020-12-20,14.59882
2020-12-21,24.70645
2020-12-22,21.97651
2020-12-23,22.14285
2020-12-24,21.29158
2020-12-25,14.98043
2020-12-26,14.74559
2020-12-27,21.06653
2020-12-28,34.68688
2020-12-29,31.16438
2020-12-30,38.79647
2020-12-31,28.36594
2021-01-01,26.01761
2021-01-02,24.66731
2021-01-03,29.33463
2021-01-04,60.08806
2021-01-05,55.72407
2021-01-06,63.02348
2021-01-07,60.21526
2021-01-08,92.54403
2021-01-09,53.22896
2021-01-10,53.43444
2021-01-11,100.0
2021-01-12,60.55772
2021-01-13,52.34833
2021-01-14,51.88845
2021-01-15,40.00978
2021-01-16,20.91976
2021-01-17,21.24266
2021-01-18,38.55185
2021-01-19,40.41095
2021-01-20,37.40704
2021-01-21,38.60078
2021-01-22,36.56555
2021-01-23,21.87866
2021-01-24,23.17025
2021-01-25,40.1272
2021-01-26,41.31115
2021-01-27,34.81409
2021-01-28,33.76712
2021-01-29,27.6908
2021-01-30,17.82778
2021-01-31,17.73972
2021-02-01,28.88454
2021-02-02,27.06457
2021-02-03,25.53816
2021-02-04,23.54207
2021-02-05,21.2818
2021-02-06,14.60861
2021-02-07,16.82974
2021-02-08,25.79256
2021-02-09,24.88258
2021-02-10,24.46183
2021-02-11,16.01761
2021-02-12,19.47162
2021-02-13,22.86692
2021-02-14,25.30332
2021-02-15,45.57729
2021-02-16,38.24853
2021-02-17,37.71037
2021-02-18,34.90215
2021-02-19,29.227
2021-02-20,18.8454
2021-02-21,26.89823
2021-02-22,35.8317
2021-02-23,33.70841
2021-02-24,32.61252
2021-02-25,33.6497
2021-02-26,27.43639
2021-02-27,15.35225
2021-02-28,30.94911
2021-03-01,25.5088
2021-03-02,28.16046
2021-03-03,24.46183
2021-03-04,25.26418
2021-03-05,21.13502
2021-03-06,13.12133
2021-03-07,19.02152
2021-03-08,26.73189
2021-03-09,30.99804
2021-03-10,28.63013
2021-03-11,24.31506
2021-03-12,22.83757
2021-03-13,16.42857
2021-03-14,19.85322
2021-03-15,26.42857
2021-03-16,23.63013
2021-03-17,21.71232
2021-03-18,25.49902
2021-03-19,21.90802
2021-03-20,14.227
2021-03-21,15.35225
2021-03-22,23.12133
2021-03-23,19.72602
2021-03-24,19.16829
2021-03-25,17.86692
2021-03-26,17.38747
2021-03-27,12.31898
2021-03-28,12.65166
2021-03-29,20.33268
2021-03-30,20.68493
2021-03-31,22.12328
2021-04-01,19.94129
2021-04-02,20.43052
2021-04-03,14.39334
2021-04-04,15.43052
2021-04-05,24.56947
2021-04-06,23.23874
2021-04-07,23.27788
2021-04-08,21.20352
2021-04-09,20.16634
2021-04-10,13.22896
