date,증권시세
2020-03-20,100.0
2020-03-21,22.45833
2020-03-22,12.33928
2020-03-23,94.52976
2020-03-24,92.38095
2020-03-25,85.51785
2020-03-26,86.28571
2020-03-27,79.73214
2020-03-28,19.91666
2020-03-29,10.95238
2020-03-30,78.11904
2020-03-31,66.33928
2020-04-01,72.55952
2020-04-02,72.36904
2020-04-03,58.79166
2020-04-04,15.0
2020-04-05,8.44642
2020-04-06,55.61309
2020-04-07,61.04166
2020-04-08,59.28571
2020-04-09,53.07738
2020-04-10,55.32142
2020-04-11,13.40476
2020-04-12,7.80357
2020-04-13,49.375
2020-04-14,47.0119
2020-04-15,16.20238
2020-04-16,48.5
2020-04-17,48.91666
2020-04-18,12.2738
2020-04-19,7.45238
2020-04-20,44.97023
2020-04-21,56.76785
2020-04-22,53.94642
2020-04-23,46.82142
2020-04-24,46.30357
2020-04-25,10.49404
2020-04-26,6.61904
2020-04-27,41.25595
2020-04-28,43.0119
2020-04-29,40.60119
2020-04-30,13.11904
2020-05-01,14.08928
2020-05-02,7.45238
2020-05-03,5.41666
2020-05-04,39.83333
2020-05-05,12.14285
2020-05-06,41.29761
2020-05-07,38.13095
2020-05-08,34.58333
2020-05-09,8.7738
2020-05-10,5.69642
2020-05-11,36.42857
2020-05-12,38.35714
2020-05-13,36.3869
2020-05-14,38.56547
2020-05-15,36.93452
2020-05-16,7.83928
2020-05-17,4.67261
2020-05-18,33.0238
2020-05-19,38.22619
2020-05-20,38.00595
2020-05-21,37.61904
2020-05-22,37.50595
2020-05-23,8.23809
2020-05-24,5.03571
2020-05-25,34.57738
2020-05-26,36.61904
2020-05-27,37.72619
2020-05-28,41.6369
2020-05-29,35.58333
2020-05-30,7.86309
2020-05-31,4.72023
2020-06-01,34.54761
2020-06-02,35.67857
2020-06-03,40.96428
2020-06-04,41.5119
2020-06-05,38.0
2020-06-06,8.67857
2020-06-07,5.3988
2020-06-08,39.19047
2020-06-09,41.02976
2020-06-10,40.6488
2020-06-11,44.2619
2020-06-12,51.57738
2020-06-13,9.94642
2020-06-14,6.06547
2020-06-15,60.16071
2020-06-16,52.11309
2020-06-17,49.70238
2020-06-18,42.51785
2020-06-19,40.07738
2020-06-20,8.375
2020-06-21,5.20833
2020-06-22,37.5
2020-06-23,40.36904
2020-06-24,39.43452
2020-06-25,42.46428
2020-06-26,38.30357
2020-06-27,8.34523
2020-06-28,5.24404
2020-06-29,39.5119
2020-06-30,38.95238
2020-07-01,37.91666
2020-07-02,37.34523
2020-07-03,35.01785
2020-07-04,7.19047
2020-07-05,5.29166
2020-07-06,35.06547
2020-07-07,40.51785
2020-07-08,37.34523
2020-07-09,35.54761
2020-07-10,35.81547
2020-07-11,7.93452
2020-07-12,4.29166
2020-07-13,32.09523
2020-07-14,37.06547
2020-07-15,37.44047
2020-07-16,38.04761
2020-07-17,33.93452
2020-07-18,7.75
2020-07-19,4.70238
2020-07-20,34.125
2020-07-21,36.33333
2020-07-22,37.97619
2020-07-23,38.64285
2020-07-24,37.19047
2020-07-25,8.71428
2020-07-26,6.06547
2020-07-27,35.13095
2020-07-28,37.53571
2020-07-29,40.23809
2020-07-30,38.16071
2020-07-31,35.75
2020-08-01,8.60119
2020-08-02,5.23809
2020-08-03,35.20238
2020-08-04,38.07142
2020-08-05,40.03571
2020-08-06,37.93452
2020-08-07,42.05952
2020-08-08,8.96428
2020-08-09,6.1369
2020-08-10,35.22023
2020-08-11,36.66666
2020-08-12,41.06547
2020-08-13,35.72023
2020-08-14,36.91071
2020-08-15,7.79761
2020-08-16,4.8869
2020-08-17,13.75595
2020-08-18,44.42857
2020-08-19,36.61904
2020-08-20,46.22023
2020-08-21,39.53571
2020-08-22,8.10119
2020-08-23,5.26785
2020-08-24,36.125
2020-08-25,35.0119
2020-08-26,37.1488
2020-08-27,37.1369
2020-08-28,35.10119
2020-08-29,7.79761
2020-08-30,5.0238
2020-08-31,34.94047
2020-09-01,35.54761
2020-09-02,34.625
2020-09-03,34.30357
2020-09-04,40.92857
2020-09-05,10.25595
2020-09-06,5.93452
2020-09-07,34.33333
2020-09-08,36.46428
2020-09-09,40.29761
2020-09-10,36.54761
2020-09-11,37.58928
2020-09-12,8.46428
2020-09-13,5.10714
2020-09-14,33.75
2020-09-15,35.82142
2020-09-16,36.82738
2020-09-17,38.23214
2020-09-18,36.08333
2020-09-19,8.00595
2020-09-20,4.70833
2020-09-21,34.85714
2020-09-22,42.0238
2020-09-23,40.35119
2020-09-24,45.20833
2020-09-25,36.81547
2020-09-26,8.43452
2020-09-27,4.20833
2020-09-28,30.29166
2020-09-29,28.03571
2020-09-30,6.69642
2020-10-01,7.23809
2020-10-02,9.13095
2020-10-03,7.24404
2020-10-04,4.45238
2020-10-05,29.8988
2020-10-06,31.72619
2020-10-07,32.54166
2020-10-08,31.41666
2020-10-09,9.50595
2020-10-10,5.48214
2020-10-11,4.01785
2020-10-12,29.50595
2020-10-13,32.25
2020-10-14,31.49404
2020-10-15,35.44047
2020-10-16,33.73214
2020-10-17,7.14285
2020-10-18,4.09523
2020-10-19,30.16071
2020-10-20,34.86904
2020-10-21,34.79166
2020-10-22,30.90476
2020-10-23,27.96428
2020-10-24,6.375
2020-10-25,3.68452
2020-10-26,28.35714
2020-10-27,29.125
2020-10-28,27.22023
2020-10-29,30.52976
2020-10-30,29.96428
2020-10-31,6.97023
2020-11-01,4.00595
2020-11-02,24.67261
2020-11-03,27.13095
2020-11-04,29.375
2020-11-05,28.79761
2020-11-06,28.17857
2020-11-07,6.49404
2020-11-08,3.92261
2020-11-09,27.3869
2020-11-10,31.16666
2020-11-11,29.20833
2020-11-12,28.74404
2020-11-13,27.92857
2020-11-14,6.17857
2020-11-15,3.97023
2020-11-16,27.26785
2020-11-17,30.48809
2020-11-18,28.92857
2020-11-19,28.30357
2020-11-20,26.86309
2020-11-21,6.36309
2020-11-22,3.95833
2020-11-23,27.55357
2020-11-24,29.58333
2020-11-25,31.70833
2020-11-26,28.82738
2020-11-27,26.99404
2020-11-28,6.95238
2020-11-29,4.41071
2020-11-30,26.98809
2020-12-01,27.70238
2020-12-02,28.8988
2020-12-03,34.58333
2020-12-04,30.7619
2020-12-05,7.54761
2020-12-06,5.16071
2020-12-07,29.94642
2020-12-08,32.0238
2020-12-09,31.58333
2020-12-10,31.97619
2020-12-11,29.92857
2020-12-12,7.44642
2020-12-13,5.20833
2020-12-14,31.60119
2020-12-15,29.73809
2020-12-16,28.19642
2020-12-17,28.20238
2020-12-18,27.57142
2020-12-19,7.0238
2020-12-20,4.8988
2020-12-21,27.36904
2020-12-22,32.48214
2020-12-23,30.61309
2020-12-24,27.39285
2020-12-25,7.33333
2020-12-26,4.79761
2020-12-27,4.88095
2020-12-28,27.66666
2020-12-29,28.63095
2020-12-30,30.32738
2020-12-31,13.8869
2021-01-01,5.35119
2021-01-02,5.31547
2021-01-03,5.3988
2021-01-04,36.75595
2021-01-05,37.42261
2021-01-06,40.58928
2021-01-07,37.57142
2021-01-08,40.36309
2021-01-09,11.36309
2021-01-10,7.89285
2021-01-11,47.09523
2021-01-12,44.75
2021-01-13,40.82738
2021-01-14,37.79166
2021-01-15,40.01785
2021-01-16,9.02976
2021-01-17,6.29761
2021-01-18,39.60119
2021-01-19,39.76785
2021-01-20,36.88095
2021-01-21,36.45833
2021-01-22,35.29761
2021-01-23,8.90476
2021-01-24,5.83928
2021-01-25,32.55357
2021-01-26,37.24404
2021-01-27,37.16666
2021-01-28,40.36309
2021-01-29,48.125
2021-01-30,11.29166
2021-01-31,6.61309
2021-02-01,37.86309
2021-02-02,36.42857
2021-02-03,35.1488
2021-02-04,35.71428
2021-02-05,34.29166
2021-02-06,7.875
2021-02-07,5.70238
2021-02-08,32.125
2021-02-09,30.35119
2021-02-10,28.98214
2021-02-11,7.85119
2021-02-12,5.91071
2021-02-13,5.66666
2021-02-14,4.82738
2021-02-15,29.61904
2021-02-16,31.36904
2021-02-17,31.90476
2021-02-18,32.94642
2021-02-19,31.82142
2021-02-20,7.57738
2021-02-21,4.86904
2021-02-22,31.5119
2021-02-23,32.33928
2021-02-24,39.1369
2021-02-25,34.26785
2021-02-26,38.66666
2021-02-27,8.76785
2021-02-28,5.38095
2021-03-01,7.79166
2021-03-02,31.23809
2021-03-03,30.25
2021-03-04,32.24404
2021-03-05,33.63095
2021-03-06,8.27976
2021-03-07,4.34523
2021-03-08,31.26785
2021-03-09,34.33333
2021-03-10,32.94047
2021-03-11,32.75595
2021-03-12,30.83333
2021-03-13,7.99404
2021-03-14,4.5238
2021-03-15,28.44047
2021-03-16,28.1369
