date,상속세
2020-03-20,0.56515
2020-03-21,0.49899
2020-03-22,0.56194
2020-03-23,0.63867
2020-03-24,0.58124
2020-03-25,0.57894
2020-03-26,0.66027
2020-03-27,0.62626
2020-03-28,0.55505
2020-03-29,0.57067
2020-03-30,0.71035
2020-03-31,0.61432
2020-04-01,0.58905
2020-04-02,0.61294
2020-04-03,0.59548
2020-04-04,0.47693
2020-04-05,0.4898
2020-04-06,0.59778
2020-04-07,0.58124
2020-04-08,0.59272
2020-04-09,0.62672
2020-04-10,0.54999
2020-04-11,0.45488
2020-04-12,0.49577
2020-04-13,0.58353
2020-04-14,0.58675
2020-04-15,0.52242
2020-04-16,0.63959
2020-04-17,0.61845
2020-04-18,0.49072
2020-04-19,0.53667
2020-04-20,0.64281
2020-04-21,0.88127
2020-04-22,0.73516
2020-04-23,0.63545
2020-04-24,0.60651
2020-04-25,0.46453
2020-04-26,0.51277
2020-04-27,0.63683
2020-04-28,0.63132
2020-04-29,0.58675
2020-04-30,0.47004
2020-05-01,0.52242
2020-05-02,0.46269
2020-05-03,0.49807
2020-05-04,0.62397
2020-05-05,0.51507
2020-05-06,1.28332
2020-05-07,1.34673
2020-05-08,0.90103
2020-05-09,0.67221
2020-05-10,0.669
2020-05-11,0.78846
2020-05-12,0.73838
2020-05-13,0.68783
2020-05-14,0.69702
2020-05-15,0.88955
2020-05-16,0.64832
2020-05-17,0.74389
2020-05-18,0.98328
2020-05-19,0.83211
2020-05-20,0.93503
2020-05-21,1.24243
2020-05-22,0.83119
2020-05-23,0.74343
2020-05-24,0.70943
2020-05-25,0.85968
2020-05-26,0.81925
2020-05-27,0.79811
2020-05-28,0.67037
2020-05-29,0.64464
2020-05-30,0.56423
2020-05-31,0.59042
2020-06-01,0.71678
2020-06-02,0.6497
2020-06-03,0.67313
2020-06-04,0.8266
2020-06-05,0.72459
2020-06-06,0.57067
2020-06-07,0.6814
2020-06-08,0.9966
2020-06-09,0.99798
2020-06-10,0.86381
2020-06-11,0.74159
2020-06-12,0.67727
2020-06-13,0.6621
2020-06-14,0.6644
2020-06-15,0.88909
2020-06-16,0.85968
2020-06-17,0.91436
2020-06-18,0.80087
2020-06-19,0.76365
2020-06-20,0.60651
2020-06-21,0.68554
2020-06-22,0.81143
2020-06-23,0.84819
2020-06-24,0.86244
2020-06-25,0.83303
2020-06-26,0.78019
2020-06-27,0.90563
2020-06-28,0.71173
2020-06-29,0.8946
2020-06-30,0.83762
2020-07-01,0.77881
2020-07-02,0.82476
2020-07-03,0.737
2020-07-04,0.61432
2020-07-05,0.71035
2020-07-06,0.88127
2020-07-07,0.85738
2020-07-08,0.84957
2020-07-09,0.95525
2020-07-10,1.08023
2020-07-11,0.8923
2020-07-12,0.99155
2020-07-13,1.11607
2020-07-14,1.11469
2020-07-15,0.83165
2020-07-16,0.75078
2020-07-17,0.90517
2020-07-18,0.71081
2020-07-19,0.73562
2020-07-20,0.89276
2020-07-21,0.82384
2020-07-22,0.92401
2020-07-23,0.80546
2020-07-24,0.75124
2020-07-25,0.65567
2020-07-26,0.65567
2020-07-27,0.80684
2020-07-28,0.86841
2020-07-29,1.29021
2020-07-30,1.32375
2020-07-31,1.00717
2020-08-01,0.7903
2020-08-02,0.67267
2020-08-03,0.77881
2020-08-04,0.81235
2020-08-05,0.78432
2020-08-06,0.76181
2020-08-07,0.7007
2020-08-08,0.60007
2020-08-09,0.62075
2020-08-10,0.75813
2020-08-11,0.771
2020-08-12,0.82568
2020-08-13,0.72505
2020-08-14,0.64878
2020-08-15,0.51645
2020-08-16,0.61937
2020-08-17,0.58445
2020-08-18,0.64372
2020-08-19,0.66302
2020-08-20,0.66532
2020-08-21,0.59732
2020-08-22,0.50037
2020-08-23,0.52242
2020-08-24,0.65843
2020-08-25,0.68002
2020-08-26,0.65062
2020-08-27,0.68094
2020-08-28,0.5748
2020-08-29,0.47831
2020-08-30,0.50634
2020-08-31,0.63775
2020-09-01,0.66073
2020-09-02,0.64832
2020-09-03,0.63775
2020-09-04,0.58124
2020-09-05,0.54907
2020-09-06,0.57802
2020-09-07,0.69748
2020-09-08,0.66348
2020-09-09,0.68278
2020-09-10,0.62259
2020-09-11,0.62259
2020-09-12,0.54172
2020-09-13,0.57342
2020-09-14,0.75538
2020-09-15,0.73286
2020-09-16,0.75859
2020-09-17,0.76411
2020-09-18,0.72551
2020-09-19,0.62626
2020-09-20,0.60789
2020-09-21,0.71724
2020-09-22,0.71311
2020-09-23,0.70162
2020-09-24,0.65108
2020-09-25,0.60972
2020-09-26,0.49531
2020-09-27,0.62213
2020-09-28,0.73148
2020-09-29,0.86381
2020-09-30,0.82706
2020-10-01,0.93595
2020-10-02,0.80546
2020-10-03,0.79581
2020-10-04,0.75354
2020-10-05,1.00901
2020-10-06,1.00028
2020-10-07,0.87438
2020-10-08,0.788
2020-10-09,0.62626
2020-10-10,0.69105
2020-10-11,0.66394
2020-10-12,0.8606
2020-10-13,0.86887
2020-10-14,0.85003
2020-10-15,0.79995
2020-10-16,0.69197
2020-10-17,0.65291
2020-10-18,0.66486
2020-10-19,0.84084
2020-10-20,0.91022
2020-10-21,0.97179
2020-10-22,0.8243
2020-10-23,0.77743
2020-10-24,0.65567
2020-10-25,100.0
2020-10-26,71.87945
2020-10-27,8.23845
2020-10-28,6.00538
2020-10-29,3.61747
2020-10-30,2.72378
2020-10-31,2.15265
2020-11-01,1.84342
2020-11-02,2.67048
2020-11-03,2.13565
2020-11-04,1.64355
2020-11-05,1.52592
2020-11-06,1.24794
2020-11-07,1.06093
2020-11-08,1.0568
2020-11-09,1.2778
2020-11-10,1.16523
2020-11-11,1.10964
2020-11-12,1.11285
2020-11-13,0.94606
2020-11-14,0.7857
2020-11-15,1.02647
2020-11-16,1.21348
2020-11-17,1.27459
2020-11-18,1.15742
2020-11-19,0.99752
2020-11-20,0.9433
2020-11-21,1.05404
2020-11-22,0.8243
2020-11-23,1.05771
2020-11-24,1.03704
2020-11-25,0.95158
2020-11-26,0.93136
2020-11-27,0.79719
2020-11-28,0.71678
2020-11-29,0.81833
2020-11-30,0.92171
2020-12-01,0.82981
2020-12-02,0.75492
2020-12-03,0.81235
2020-12-04,0.74665
2020-12-05,0.66256
2020-12-06,0.73608
2020-12-07,0.99569
2020-12-08,0.88311
2020-12-09,0.82062
2020-12-10,1.13261
2020-12-11,0.97133
2020-12-12,0.72919
2020-12-13,0.67681
2020-12-14,0.8799
2020-12-15,0.81603
2020-12-16,0.98374
2020-12-17,0.91711
2020-12-18,0.79397
2020-12-19,0.71357
2020-12-20,0.7517
2020-12-21,1.09953
2020-12-22,4.03743
2020-12-23,2.23306
2020-12-24,1.13445
2020-12-25,1.00671
2020-12-26,0.96398
2020-12-27,0.85876
2020-12-28,1.09126
2020-12-29,0.98741
2020-12-30,1.07747
2020-12-31,0.88127
2021-01-01,0.73194
2021-01-02,0.79489
2021-01-03,0.73286
2021-01-04,0.89322
2021-01-05,0.754
2021-01-06,0.91344
2021-01-07,0.91068
2021-01-08,0.82568
2021-01-09,0.69013
2021-01-10,0.75722
2021-01-11,0.93182
2021-01-12,0.76227
2021-01-13,0.80638
2021-01-14,0.85922
2021-01-15,0.81649
2021-01-16,0.68508
2021-01-17,0.70713
2021-01-18,1.02739
2021-01-19,0.93779
2021-01-20,0.86473
2021-01-21,0.83257
2021-01-22,0.78111
2021-01-23,0.71219
2021-01-24,0.73057
2021-01-25,0.86749
2021-01-26,0.86427
2021-01-27,0.89552
2021-01-28,0.91436
2021-01-29,0.73194
2021-01-30,0.63729
2021-01-31,0.70116
2021-02-01,0.83073
2021-02-02,0.93366
2021-02-03,0.77605
2021-02-04,0.72827
2021-02-05,0.64878
2021-02-06,0.69013
2021-02-07,0.65291
2021-02-08,0.82338
2021-02-09,0.72689
2021-02-10,0.64281
2021-02-11,0.72184
2021-02-12,0.95571
2021-02-13,0.93044
2021-02-14,0.93779
2021-02-15,1.08299
2021-02-16,0.90563
2021-02-17,0.91206
2021-02-18,1.05863
2021-02-19,0.79535
2021-02-20,0.77284
2021-02-21,0.737
2021-02-22,0.84635
2021-02-23,0.86519
2021-02-24,0.79857
2021-02-25,0.74297
2021-02-26,0.68692
2021-02-27,0.62167
2021-02-28,0.63637
2021-03-01,0.69656
2021-03-02,0.77973
2021-03-03,0.77927
2021-03-04,0.78662
2021-03-05,0.68508
2021-03-06,0.58537
2021-03-07,0.68048
2021-03-08,1.03428
2021-03-09,0.97777
2021-03-10,0.87346
2021-03-11,0.88265
2021-03-12,0.75124
2021-03-13,0.66946
2021-03-14,0.65154
2021-03-15,0.91528
2021-03-16,0.89552
2021-03-17,0.80592
2021-03-18,0.7733
2021-03-19,0.85508
2021-03-20,0.75997
2021-03-21,0.67267
2021-03-22,0.83808
2021-03-23,0.72965
2021-03-24,0.73608
2021-03-25,0.78387
2021-03-26,0.74113
2021-03-27,0.63178
2021-03-28,0.64143
2021-03-29,0.81879
2021-03-30,0.83441
2021-03-31,0.73332
2021-04-01,0.66716
2021-04-02,0.64235
2021-04-03,0.58399
2021-04-04,0.57021
2021-04-05,0.74803
2021-04-06,0.69243
2021-04-07,0.72873
2021-04-08,0.6644
2021-04-09,0.67175
2021-04-10,0.5624
2021-04-11,0.5454
2021-04-12,0.74986
2021-04-13,0.75676
2021-04-14,0.98052
2021-04-15,0.77743
2021-04-16,0.754
2021-04-17,0.60237
2021-04-18,0.78432
2021-04-19,0.9672
2021-04-20,1.08666
2021-04-21,0.85876
2021-04-22,0.75768
2021-04-23,0.77376
2021-04-24,0.65521
2021-04-25,0.82889
2021-04-26,1.03152
2021-04-27,0.95617
2021-04-28,6.01595
2021-04-29,3.16351
2021-04-30,2.12646
2021-05-01,1.36694
2021-05-02,1.0738
2021-05-03,1.19142
2021-05-04,1.07426
2021-05-05,0.86014
2021-05-06,1.07334
2021-05-07,0.82062
2021-05-08,0.83808
2021-05-09,0.76365
2021-05-10,0.83533
2021-05-11,0.78295
2021-05-12,0.71402
2021-05-13,0.88403
2021-05-14,0.65981
2021-05-15,0.59364
2021-05-16,0.60972
2021-05-17,0.78203
2021-05-18,0.71219
2021-05-19,0.58215
2021-05-20,0.70575
2021-05-21,0.65613
2021-05-22,0.56791
2021-05-23,0.58537
2021-05-24,0.72597
2021-05-25,0.72138
2021-05-26,0.72367
2021-05-27,0.7687
2021-05-28,0.65567
2021-05-29,0.54907
2021-05-30,0.59502
2021-05-31,0.81925
2021-06-01,0.74481
2021-06-02,0.75859
2021-06-03,0.68737
2021-06-04,0.58491
2021-06-05,0.49669
2021-06-06,0.58997
2021-06-07,0.71035
2021-06-08,0.6497
2021-06-09,0.65797
2021-06-10,0.60697
2021-06-11,0.56469
2021-06-12,0.48291
2021-06-13,0.52196
2021-06-14,0.65475
2021-06-15,0.62121
2021-06-16,0.59778
2021-06-17,0.57572
2021-06-18,0.58629
2021-06-19,0.47969
2021-06-20,0.60099
2021-06-21,0.70254
2021-06-22,0.59318
2021-06-23,0.60329
2021-06-24,0.59961
2021-06-25,0.57205
2021-06-26,0.52702
2021-06-27,0.60697
2021-06-28,0.69427
2021-06-29,0.65567
2021-06-30,0.57159
2021-07-01,0.50588
2021-07-02,0.49256
2021-07-03,0.45672
2021-07-04,0.52702
2021-07-05,0.68829
2021-07-06,0.59732
2021-07-07,0.60513
2021-07-08,0.5941
2021-07-09,0.54402
2021-07-10,0.47004
2021-07-11,0.49669
2021-07-12,0.67497
