date,다이렉트자동차보험료비교견적사이트
2020-06-29,7.9395
2020-06-30,7.18336
2020-07-01,6.42722
2020-07-02,7.18336
2020-07-03,6.99432
2020-07-04,6.99432
2020-07-05,4.91493
2020-07-06,9.45179
2020-07-07,7.3724
2020-07-08,5.48204
2020-07-09,6.61625
2020-07-10,6.99432
2020-07-11,4.15879
2020-07-12,2.26843
2020-07-13,7.75047
2020-07-14,6.80529
2020-07-15,18.90359
2020-07-16,6.42722
2020-07-17,4.53686
2020-07-18,3.78071
2020-07-19,4.34782
2020-07-20,6.80529
2020-07-21,6.61625
2020-07-22,6.23818
2020-07-23,6.61625
2020-07-24,4.72589
2020-07-25,3.96975
2020-07-26,2.26843
2020-07-27,10.20793
2020-07-28,8.12854
2020-07-29,6.23818
2020-07-30,6.99432
2020-07-31,4.72589
2020-08-01,3.59168
2020-08-02,3.78071
2020-08-03,7.18336
2020-08-04,7.3724
2020-08-05,7.18336
2020-08-06,4.34782
2020-08-07,6.04914
2020-08-08,5.10396
2020-08-09,1.70132
2020-08-10,10.77504
2020-08-11,8.31758
2020-08-12,5.293
2020-08-13,7.9395
2020-08-14,6.04914
2020-08-15,2.45746
2020-08-16,6.23818
2020-08-17,6.04914
2020-08-18,7.3724
2020-08-19,8.31758
2020-08-20,6.23818
2020-08-21,8.31758
2020-08-22,4.34782
2020-08-23,3.59168
2020-08-24,8.69565
2020-08-25,9.07372
2020-08-26,9.26275
2020-08-27,6.61625
2020-08-28,6.23818
2020-08-29,3.78071
2020-08-30,4.34782
2020-08-31,9.64083
2020-09-01,6.80529
2020-09-02,8.88468
2020-09-03,10.20793
2020-09-04,9.07372
2020-09-05,5.293
2020-09-06,5.48204
2020-09-07,10.0189
2020-09-08,8.69565
2020-09-09,8.12854
2020-09-10,5.48204
2020-09-11,6.42722
2020-09-12,5.86011
2020-09-14,6.04914
2020-09-15,11.72022
2020-09-16,9.82986
2020-09-17,7.75047
2020-09-18,5.48204
2020-09-19,1.32325
2020-09-20,3.96975
2020-09-21,5.86011
2020-09-22,19.47069
2020-09-23,10.0189
2020-09-24,6.80529
2020-09-25,7.18336
2020-09-26,3.02457
2020-09-27,3.02457
2020-09-28,5.86011
2020-09-29,5.67107
2020-09-30,1.51228
2020-10-01,1.89035
2020-10-02,2.07939
2020-10-03,4.34782
2020-10-04,3.02457
2020-10-05,9.26275
2020-10-06,7.75047
2020-10-07,7.56143
2020-10-08,6.23818
2020-10-09,3.40264
2020-10-10,1.32325
2020-10-11,2.07939
2020-10-12,9.82986
2020-10-13,18.71455
2020-10-14,9.07372
2020-10-15,4.72589
2020-10-16,7.3724
2020-10-17,3.40264
2020-10-18,3.21361
2020-10-19,6.23818
2020-10-20,5.86011
2020-10-21,7.75047
2020-10-22,6.23818
2020-10-23,6.42722
2020-10-24,1.32325
2020-10-25,3.02457
2020-10-26,7.56143
2020-10-27,10.39697
2020-10-28,5.67107
2020-10-29,4.72589
2020-10-30,4.53686
2020-11-01,1.51228
2020-11-02,5.48204
2020-11-03,4.91493
2020-11-04,5.86011
2020-11-05,4.15879
2020-11-06,4.72589
2020-11-07,1.32325
2020-11-08,3.40264
2020-11-09,7.56143
2020-11-10,3.96975
2020-11-11,7.56143
2020-11-12,3.96975
2020-11-13,5.48204
2020-11-14,1.32325
2020-11-15,1.51228
2020-11-16,4.53686
2020-11-17,7.75047
2020-11-18,5.67107
2020-11-19,3.59168
2020-11-20,3.21361
2020-11-21,3.59168
2020-11-22,4.72589
2020-11-23,6.42722
2020-11-24,4.53686
2020-11-25,6.23818
2020-11-26,7.3724
2020-11-27,5.86011
2020-11-28,3.96975
2020-11-29,4.72589
2020-11-30,6.80529
2020-12-01,7.9395
2020-12-02,7.3724
2020-12-03,5.10396
2020-12-04,5.10396
2020-12-05,4.72589
2020-12-06,6.80529
2020-12-07,9.82986
2020-12-08,9.07372
2020-12-09,10.58601
2020-12-10,7.56143
2020-12-11,7.75047
2020-12-12,3.78071
2020-12-13,4.91493
2020-12-14,5.293
2020-12-15,8.69565
2020-12-16,8.50661
2020-12-17,4.34782
2020-12-18,4.34782
2020-12-19,4.15879
2020-12-20,5.48204
2020-12-21,7.9395
2020-12-22,7.18336
2020-12-23,7.3724
2020-12-24,4.53686
2020-12-25,3.02457
2020-12-26,3.02457
2020-12-27,3.78071
2020-12-28,6.61625
2020-12-29,5.293
2020-12-30,7.3724
2020-12-31,6.80529
2021-01-01,3.59168
2021-01-02,2.07939
2021-01-04,10.0189
2021-01-05,6.42722
2021-01-06,6.99432
2021-01-07,5.10396
2021-01-08,3.21361
2021-01-09,3.02457
2021-01-10,6.04914
2021-01-11,6.61625
2021-01-12,6.23818
2021-01-13,7.9395
2021-01-14,6.23818
2021-01-15,7.18336
2021-01-16,4.34782
2021-01-17,3.96975
2021-01-18,10.77504
2021-01-19,6.04914
2021-01-20,4.72589
2021-01-21,6.42722
2021-01-22,4.91493
2021-01-23,1.13421
2021-01-24,2.26843
2021-01-25,6.61625
2021-01-26,4.34782
2021-01-27,5.86011
2021-01-28,3.78071
2021-01-29,3.96975
2021-01-30,3.21361
2021-01-31,3.78071
2021-02-01,11.72022
2021-02-02,6.99432
2021-02-03,6.61625
2021-02-04,4.91493
2021-02-05,6.61625
2021-02-06,1.70132
2021-02-07,6.42722
2021-02-08,3.59168
2021-02-09,6.99432
2021-02-10,3.59168
2021-02-11,2.45746
2021-02-12,3.59168
2021-02-13,3.96975
2021-02-14,6.61625
2021-02-15,9.82986
2021-02-16,8.31758
2021-02-17,6.80529
2021-02-18,9.07372
2021-02-19,7.3724
2021-02-20,3.40264
2021-02-21,2.83553
2021-02-22,7.56143
2021-02-23,3.78071
2021-02-24,5.67107
2021-02-25,8.12854
2021-02-26,7.75047
2021-02-27,5.10396
2021-02-28,5.48204
2021-03-01,4.91493
2021-03-02,9.45179
2021-03-03,8.12854
2021-03-04,4.15879
2021-03-05,7.18336
2021-03-06,4.72589
2021-03-07,5.67107
2021-03-08,9.45179
2021-03-09,7.3724
2021-03-10,6.61625
2021-03-11,7.18336
2021-03-12,5.67107
2021-03-13,3.40264
2021-03-14,5.48204
2021-03-15,9.64083
2021-03-16,5.67107
2021-03-17,9.07372
2021-03-18,6.61625
2021-03-19,5.10396
2021-03-20,5.10396
2021-03-21,1.51228
2021-03-22,5.10396
2021-03-23,3.40264
2021-03-24,3.21361
2021-03-25,6.23818
2021-03-26,5.48204
2021-03-27,1.70132
2021-03-28,4.15879
2021-03-29,6.04914
2021-03-30,8.31758
2021-03-31,6.61625
2021-04-01,5.48204
2021-04-02,3.02457
2021-04-03,1.89035
2021-04-04,3.59168
2021-04-05,7.9395
2021-04-06,7.56143
2021-04-07,5.67107
2021-04-08,5.10396
2021-04-09,4.15879
2021-04-10,3.40264
2021-04-11,6.23818
2021-04-12,6.99432
2021-04-13,6.80529
2021-04-14,5.48204
2021-04-15,5.86011
2021-04-16,3.96975
2021-04-17,3.78071
2021-04-18,4.15879
2021-04-19,6.23818
2021-04-20,4.91493
2021-04-21,4.34782
2021-04-22,5.67107
2021-04-23,4.91493
2021-04-24,1.89035
2021-04-25,1.13421
2021-04-26,6.99432
2021-04-27,3.40264
2021-04-28,9.64083
2021-04-29,8.12854
2021-04-30,9.26275
2021-05-01,4.15879
2021-05-02,4.34782
2021-05-03,8.31758
2021-05-04,1.51228
2021-05-05,0.94517
2021-05-06,3.40264
2021-05-07,4.91493
2021-05-08,4.72589
2021-05-09,0.94517
2021-05-10,6.04914
2021-05-11,5.86011
2021-05-12,5.10396
2021-05-13,6.99432
2021-05-14,2.45746
2021-05-15,2.07939
2021-05-16,0.94517
2021-05-17,3.21361
2021-05-18,5.293
2021-05-20,4.15879
2021-05-21,3.78071
2021-05-22,9.07372
2021-05-23,2.26843
2021-05-24,7.3724
2021-05-25,7.56143
2021-05-26,3.59168
2021-05-27,7.56143
2021-05-28,6.80529
2021-05-29,3.96975
2021-05-30,2.07939
2021-05-31,7.18336
2021-06-01,6.23818
2021-06-02,3.96975
2021-06-03,3.59168
2021-06-04,3.78071
2021-06-05,1.70132
2021-06-06,1.13421
2021-06-07,5.293
2021-06-08,3.21361
2021-06-09,2.83553
2021-06-10,5.67107
2021-06-11,5.293
2021-06-12,2.26843
2021-06-13,3.78071
2021-06-14,7.18336
2021-06-15,3.96975
2021-06-16,1.13421
2021-06-17,5.10396
2021-06-18,3.78071
2021-06-19,2.26843
2021-06-20,2.07939
2021-06-21,9.07372
2021-06-22,5.67107
2021-06-23,4.53686
2021-06-24,4.53686
2021-06-25,2.83553
2021-06-26,1.89035
2021-06-28,5.10396
2021-06-29,3.02457
2021-06-30,2.6465
2021-07-01,3.96975
2021-07-02,2.45746
2021-07-03,1.70132
2021-07-04,1.89035
2021-07-05,4.15879
2021-07-06,6.80529
2021-07-07,2.6465
2021-07-08,4.91493
2021-07-09,3.40264
2021-07-10,1.51228
2021-07-11,3.21361
2021-07-12,6.23818
2021-07-13,3.96975
2021-07-14,4.53686
2021-07-15,4.53686
2021-07-16,4.72589
2021-07-17,0.94517
2021-07-18,2.45746
2021-07-19,3.40264
2021-07-21,3.96975
2021-07-22,2.6465
2021-07-23,1.32325
2021-07-24,1.13421
2021-07-26,3.96975
2021-07-27,2.6465
2021-07-28,3.96975
2021-07-29,4.15879
2021-07-30,1.32325
2021-07-31,2.07939
2021-08-01,2.83553
2021-08-02,3.59168
2021-08-03,3.02457
2021-08-04,3.40264
2021-08-05,3.40264
2021-08-06,3.02457
2021-08-07,1.89035
2021-08-08,1.13421
2021-08-09,4.15879
2021-08-10,4.15879
2021-08-11,3.21361
2021-08-12,4.91493
2021-08-13,2.83553
2021-08-14,3.59168
2021-08-15,2.45746
2021-08-16,5.86011
2021-08-17,6.61625
2021-08-18,5.10396
2021-08-19,3.21361
2021-08-20,2.26843
2021-08-21,2.07939
2021-08-22,0.94517
2021-08-23,3.21361
2021-08-24,3.21361
2021-08-25,6.04914
2021-08-26,3.21361
2021-08-27,1.13421
2021-08-28,0.94517
2021-08-29,3.21361
2021-08-30,4.15879
2021-08-31,2.07939
2021-09-01,2.6465
2021-09-02,1.32325
2021-09-03,2.07939
2021-09-04,1.70132
2021-09-05,2.07939
2021-09-06,3.40264
2021-09-07,5.86011
2021-09-08,3.78071
2021-09-09,2.83553
2021-09-10,1.70132
2021-09-12,1.70132
2021-09-13,3.40264
2021-09-14,4.53686
2021-09-15,3.78071
2021-09-16,1.51228
2021-09-17,1.13421
2021-09-20,0.94517
2021-09-21,0.94517
2021-09-23,5.293
2021-09-24,2.83553
2021-09-25,2.26843
2021-09-27,5.67107
2021-09-28,3.59168
2021-09-29,4.34782
2021-09-30,3.21361
2021-10-01,1.89035
2021-10-02,2.26843
2021-10-04,3.78071
2021-10-05,6.04914
2021-10-06,4.53686
2021-10-07,3.40264
2021-10-08,3.21361
2021-10-09,0.94517
2021-10-11,1.13421
2021-10-12,2.83553
2021-10-13,4.15879
2021-10-14,5.293
2021-10-15,2.83553
2021-10-16,1.89035
2021-10-17,1.32325
2021-10-18,6.61625
2021-10-19,3.78071
2021-10-20,2.26843
2021-10-21,6.04914
2021-10-22,3.96975
2021-10-24,2.45746
2021-10-25,3.21361
2021-10-26,2.26843
2021-10-27,5.293
2021-10-28,2.26843
2021-10-29,1.51228
2021-10-30,1.70132
2021-10-31,3.40264
2021-11-01,4.72589
2021-11-02,4.72589
2021-11-03,2.83553
2021-11-04,5.67107
2021-11-05,1.89035
2021-11-07,2.26843
2021-11-08,3.96975
2021-11-09,4.72589
2021-11-10,2.83553
2021-11-11,3.59168
2021-11-12,1.32325
2021-11-13,1.89035
2021-11-14,1.13421
2021-11-15,1.51228
2021-11-16,4.72589
2021-11-17,5.10396
2021-11-18,3.02457
2021-11-19,3.21361
2021-11-20,1.51228
2021-11-21,1.51228
2021-11-22,6.42722
2021-11-23,4.15879
2021-11-24,4.34782
2021-11-25,2.6465
2021-11-26,3.59168
2021-11-27,1.70132
2021-11-28,3.96975
2021-11-29,6.80529
2021-11-30,5.48204
2021-12-01,4.53686
2021-12-02,2.26843
2021-12-03,1.89035
2021-12-04,2.45746
2021-12-05,1.89035
2021-12-06,5.10396
2021-12-07,3.78071
2021-12-08,3.96975
2021-12-09,3.78071
2021-12-10,3.96975
2021-12-11,4.15879
2021-12-12,2.45746
2021-12-13,6.61625
2021-12-14,4.53686
2021-12-15,4.72589
2021-12-16,7.3724
2021-12-17,6.99432
2021-12-18,5.293
2021-12-19,2.07939
2021-12-20,6.61625
2021-12-21,3.02457
2021-12-22,7.3724
2021-12-23,3.21361
2021-12-24,3.59168
2021-12-26,1.89035
2021-12-27,6.23818
2021-12-28,7.3724
2021-12-29,7.75047
2021-12-30,5.293
2021-12-31,3.02457
2022-01-01,1.51228
2022-01-02,2.07939
2022-01-03,6.80529
2022-01-04,7.18336
2022-01-05,4.53686
2022-01-06,6.42722
2022-01-07,3.21361
2022-01-08,2.83553
2022-01-09,2.83553
2022-01-10,5.86011
2022-01-11,5.48204
2022-01-12,6.04914
2022-01-13,6.04914
2022-01-14,3.40264
2022-01-15,3.21361
2022-01-16,1.32325
2022-01-17,4.72589
2022-01-18,6.23818
2022-01-19,3.59168
2022-01-20,5.48204
2022-01-21,3.96975
2022-01-22,0.94517
2022-01-23,3.96975
2022-01-24,3.78071
2022-01-25,3.40264
2022-01-26,4.91493
2022-01-27,5.10396
2022-01-28,0.94517
2022-01-29,0.94517
2022-02-02,1.70132
2022-02-03,6.23818
2022-02-04,5.293
2022-02-05,0.94517
2022-02-06,1.70132
2022-02-07,6.61625
2022-02-08,5.48204
2022-02-09,5.10396
2022-02-10,5.86011
2022-02-11,4.72589
2022-02-12,2.83553
2022-02-13,1.89035
2022-02-14,4.15879
2022-02-15,7.9395
2022-02-16,3.59168
2022-02-17,3.96975
2022-02-18,4.53686
2022-02-19,2.07939
2022-02-20,2.26843
2022-02-21,4.91493
2022-02-22,6.04914
2022-02-23,5.293
2022-02-24,7.56143
2022-02-25,3.96975
2022-02-26,0.94517
2022-02-27,0.94517
2022-02-28,1.89035
2022-03-01,2.07939
2022-03-02,4.15879
2022-03-03,5.10396
2022-03-04,2.07939
2022-03-05,2.26843
2022-03-06,2.45746
2022-03-07,6.42722
2022-03-08,4.53686
2022-03-09,1.70132
2022-03-10,7.56143
2022-03-11,3.59168
2022-03-12,2.45746
2022-03-13,2.6465
2022-03-14,4.53686
2022-03-15,6.80529
2022-03-16,3.02457
2022-03-17,4.53686
2022-03-18,2.26843
2022-03-19,1.89035
2022-03-20,4.53686
2022-03-21,5.48204
2022-03-22,6.42722
2022-03-23,3.21361
2022-03-24,3.21361
2022-03-25,7.18336
2022-03-26,1.70132
2022-03-27,3.59168
2022-03-28,3.78071
2022-03-29,4.91493
2022-03-30,6.61625
2022-03-31,6.80529
2022-04-01,5.67107
2022-04-02,1.89035
2022-04-03,0.94517
2022-04-04,6.61625
2022-04-05,8.31758
2022-04-06,6.61625
2022-04-07,4.91493
2022-04-08,4.91493
2022-04-09,2.45746
2022-04-10,3.40264
2022-04-11,5.48204
2022-04-12,5.48204
2022-04-13,3.59168
2022-04-14,6.80529
2022-04-15,6.80529
2022-04-16,2.45746
2022-04-17,1.13421
2022-04-18,6.23818
2022-04-19,4.34782
2022-04-20,6.42722
2022-04-21,6.99432
2022-04-22,3.40264
2022-04-23,2.45746
2022-04-24,3.02457
2022-04-25,5.293
2022-04-26,7.75047
2022-04-27,9.07372
2022-04-28,5.293
2022-04-29,3.96975
2022-04-30,3.21361
2022-05-01,2.26843
2022-05-02,7.3724
2022-05-03,6.61625
2022-05-04,5.293
2022-05-05,2.26843
2022-05-06,6.04914
2022-05-07,1.70132
2022-05-08,3.96975
2022-05-09,6.99432
2022-05-10,4.34782
2022-05-11,5.48204
2022-05-12,3.21361
2022-05-13,5.293
2022-05-14,4.34782
2022-05-15,2.45746
2022-05-16,6.61625
2022-05-17,4.34782
2022-05-18,4.53686
2022-05-19,3.40264
2022-05-20,3.59168
2022-05-21,2.45746
2022-05-22,3.02457
2022-05-23,4.91493
2022-05-24,5.86011
2022-05-25,6.42722
2022-05-26,4.53686
2022-05-27,4.53686
2022-05-28,2.26843
2022-05-29,2.07939
2022-05-30,5.86011
2022-05-31,5.293
2022-06-01,3.59168
2022-06-02,6.23818
2022-06-03,5.67107
2022-06-04,1.89035
2022-06-05,1.32325
2022-06-06,2.26843
2022-06-07,6.23818
2022-06-08,5.48204
2022-06-09,5.10396
2022-06-10,4.72589
2022-06-12,3.40264
2022-06-13,4.34782
2022-06-14,5.86011
2022-06-15,6.61625
2022-06-16,6.23818
2022-06-17,3.59168
2022-06-18,1.70132
2022-06-19,1.89035
2022-06-20,6.42722
2022-06-21,6.04914
2022-06-22,7.3724
2022-06-23,3.78071
2022-06-24,1.89035
2022-06-25,2.6465
2022-06-26,1.51228
2022-06-27,6.42722
2022-06-28,4.53686
2022-06-29,7.9395
2022-06-30,5.48204
2022-07-01,5.293
2022-07-02,3.78071
2022-07-03,1.13421
2022-07-04,4.72589
2022-07-05,6.42722
2022-07-06,5.10396
2022-07-07,4.72589
2022-07-08,4.34782
2022-07-09,0.94517
2022-07-10,2.26843
2022-07-11,6.61625
2022-07-12,7.3724
2022-07-13,3.02457
2022-07-14,3.96975
2022-07-15,7.56143
2022-07-16,1.89035
2022-07-17,3.02457
2022-07-18,4.91493
2022-07-19,6.80529
2022-07-20,4.15879
2022-07-21,4.91493
2022-07-22,3.96975
2022-07-23,1.89035
2022-07-24,1.51228
2022-07-25,6.99432
2022-07-26,7.9395
2022-07-27,5.10396
2022-07-28,3.21361
2022-07-29,4.72589
2022-07-30,1.13421
2022-07-31,1.13421
2022-08-01,5.67107
2022-08-02,7.56143
2022-08-03,5.293
2022-08-04,3.96975
2022-08-05,2.83553
2022-08-06,1.89035
2022-08-07,2.45746
2022-08-08,6.04914
2022-08-09,3.96975
2022-08-10,7.9395
2022-08-11,6.23818
2022-08-12,4.53686
2022-08-13,3.40264
2022-08-14,1.70132
2022-08-15,2.83553
2022-08-16,3.78071
2022-08-17,6.23818
2022-08-18,7.56143
2022-08-19,4.34782
2022-08-20,2.07939
2022-08-21,2.83553
2022-08-22,3.96975
2022-08-23,3.96975
2022-08-24,4.72589
2022-08-25,4.15879
2022-08-26,3.78071
2022-08-27,4.91493
2022-08-28,2.45746
2022-08-29,4.91493
2022-08-30,5.293
2022-08-31,5.86011
2022-09-01,6.61625
2022-09-02,6.61625
2022-09-03,2.45746
2022-09-04,2.45746
2022-09-05,4.91493
2022-09-06,6.23818
2022-09-07,4.72589
2022-09-08,6.61625
2022-09-09,5.293
2022-09-10,0.94517
2022-09-11,0.94517
2022-09-12,4.91493
2022-09-13,7.9395
2022-09-14,6.61625
2022-09-15,4.53686
2022-09-16,6.80529
2022-09-17,4.34782
2022-09-18,4.15879
2022-09-19,7.9395
2022-09-20,5.67107
2022-09-21,6.04914
2022-09-22,6.04914
2022-09-23,4.91493
2022-09-24,1.89035
2022-09-25,4.15879
2022-09-26,8.50661
2022-09-27,9.26275
2022-09-28,7.3724
2022-09-29,6.99432
2022-09-30,12.28733
2022-10-01,38.18525
2022-10-02,20.41587
2022-10-03,28.92249
2022-10-04,41.02079
2022-10-05,17.76937
2022-10-06,10.20793
2022-10-07,10.0189
2022-10-08,1.51228
2022-10-09,4.72589
2022-10-10,4.15879
2022-10-11,5.86011
2022-10-12,7.56143
2022-10-13,9.82986
2022-10-14,4.15879
2022-10-15,5.86011
2022-10-16,5.10396
2022-10-17,10.0189
2022-10-18,5.293
2022-10-19,7.9395
2022-10-20,6.80529
2022-10-21,4.72589
2022-10-22,2.83553
2022-10-23,3.02457
2022-10-24,5.67107
2022-10-25,6.80529
2022-10-26,6.23818
2022-10-27,5.10396
2022-10-28,3.96975
2022-10-29,2.6465
2022-10-30,3.96975
2022-10-31,6.04914
2022-11-01,8.31758
2022-11-02,8.88468
2022-11-03,6.42722
2022-11-04,5.48204
2022-11-05,2.45746
2022-11-06,5.67107
2022-11-07,10.77504
2022-11-08,6.80529
2022-11-09,7.3724
2022-11-10,6.42722
2022-11-11,4.53686
2022-11-12,6.61625
2022-11-13,2.45746
2022-11-14,7.75047
2022-11-15,7.75047
2022-11-16,9.45179
2022-11-17,7.75047
2022-11-18,6.42722
2022-11-19,4.72589
2022-11-20,4.15879
2022-11-21,9.07372
2022-11-22,4.53686
2022-11-23,6.23818
2022-11-24,6.42722
2022-11-25,5.86011
2022-11-26,3.59168
2022-11-27,3.21361
2022-11-28,7.3724
2022-11-29,5.67107
2022-11-30,11.90926
2022-12-01,24.95274
2022-12-02,24.00756
2022-12-03,21.55009
2022-12-04,42.72211
2022-12-05,38.37429
2022-12-06,46.12476
2022-12-07,39.31947
2022-12-08,42.155
2022-12-09,30.81285
2022-12-10,40.26465
2022-12-11,39.31947
2022-12-12,42.155
2022-12-13,40.45368
2022-12-14,38.94139
2022-12-15,38.18525
2022-12-16,36.67296
2022-12-17,37.99621
2022-12-18,31.00189
2022-12-19,37.24007
2022-12-20,37.42911
2022-12-21,20.98298
2022-12-22,5.293
2022-12-23,6.99432
2022-12-24,2.83553
2022-12-25,3.59168
2022-12-26,8.69565
2022-12-27,8.31758
2022-12-28,5.10396
2022-12-29,5.10396
2022-12-30,4.34782
2022-12-31,3.96975
2023-01-01,3.96975
2023-01-02,6.80529
2023-01-03,4.34782
2023-01-04,5.67107
2023-01-05,4.15879
2023-01-06,4.34782
2023-01-07,4.34782
2023-01-08,3.40264
2023-01-09,6.04914
2023-01-10,5.293
2023-01-11,4.15879
2023-01-12,4.91493
2023-01-13,4.53686
2023-01-14,4.15879
2023-01-15,3.59168
2023-01-16,8.69565
2023-01-17,8.50661
2023-01-18,6.61625
2023-01-19,3.78071
2023-01-20,2.83553
2023-01-21,2.07939
2023-01-23,1.51228
2023-01-24,3.59168
2023-01-25,8.12854
2023-01-26,9.07372
2023-01-27,5.10396
2023-01-28,2.07939
2023-01-29,3.40264
2023-01-30,6.42722
2023-01-31,4.53686
2023-02-01,9.64083
2023-02-02,9.64083
2023-02-03,8.31758
2023-02-04,5.67107
2023-02-05,5.86011
2023-02-06,10.0189
2023-02-07,10.0189
2023-02-08,8.31758
2023-02-09,5.48204
2023-02-10,6.04914
2023-02-11,3.96975
2023-02-12,5.293
2023-02-13,9.82986
2023-02-14,5.86011
2023-02-15,9.45179
2023-02-16,6.80529
2023-02-17,6.80529
2023-02-18,3.40264
2023-02-19,3.78071
2023-02-20,10.20793
2023-02-21,7.18336
2023-02-22,10.20793
2023-02-23,7.9395
2023-02-24,6.61625
2023-02-25,5.293
2023-02-26,7.18336
2023-02-27,10.58601
2023-02-28,9.64083
2023-03-01,11.15311
2023-03-02,9.64083
2023-03-03,7.18336
2023-03-04,4.91493
2023-03-05,4.53686
2023-03-06,8.31758
2023-03-07,6.61625
2023-03-08,6.80529
2023-03-09,8.50661
2023-03-10,6.61625
2023-03-11,3.78071
2023-03-12,5.10396
2023-03-13,7.3724
2023-03-14,7.18336
2023-03-15,8.31758
2023-03-16,6.42722
2023-03-17,7.75047
2023-03-18,4.72589
2023-03-19,4.53686
2023-03-20,10.0189
2023-03-21,7.56143
2023-03-22,6.80529
2023-03-23,4.53686
2023-03-24,4.91493
2023-03-25,2.6465
2023-03-26,3.02457
2023-03-27,7.3724
2023-03-28,6.23818
2023-03-29,6.23818
2023-03-30,5.10396
2023-03-31,4.15879
2023-04-01,3.40264
2023-04-02,4.34782
2023-04-03,7.3724
2023-04-04,8.88468
2023-04-05,7.75047
2023-04-06,7.3724
2023-04-07,6.80529
2023-04-08,2.6465
2023-04-09,3.21361
2023-04-10,6.80529
2023-04-11,7.56143
2023-04-12,10.96408
2023-04-13,5.67107
2023-04-14,5.293
2023-04-15,2.6465
2023-04-16,5.86011
2023-04-17,9.82986
2023-04-18,7.3724
2023-04-19,6.61625
2023-04-20,8.12854
2023-04-21,7.3724
2023-04-22,7.75047
2023-04-23,3.59168
2023-04-24,7.9395
2023-04-25,6.61625
2023-04-26,8.12854
2023-04-27,5.67107
2023-04-28,3.96975
2023-04-29,3.40264
2023-04-30,1.70132
2023-05-01,3.59168
2023-05-02,9.64083
2023-05-03,6.61625
2023-05-04,5.48204
2023-05-05,2.6465
2023-05-06,2.45746
2023-05-07,5.293
2023-05-08,8.12854
2023-05-09,6.23818
2023-05-10,4.72589
2023-05-11,6.61625
2023-05-12,5.293
2023-05-13,1.32325
2023-05-14,6.42722
2023-05-15,8.88468
2023-05-16,6.61625
2023-05-17,5.67107
2023-05-18,6.23818
2023-05-19,6.80529
2023-05-20,2.6465
2023-05-21,4.72589
2023-05-22,6.99432
2023-05-23,8.69565
2023-05-24,5.67107
2023-05-25,5.86011
2023-05-26,4.15879
2023-05-27,2.45746
2023-05-28,3.59168
2023-05-29,3.40264
2023-05-30,10.0189
2023-05-31,8.12854
2023-06-01,7.56143
2023-06-02,7.3724
2023-06-03,2.45746
2023-06-04,4.72589
2023-06-05,7.3724
2023-06-06,3.40264
2023-06-07,9.64083
2023-06-08,10.39697
2023-06-09,5.10396
2023-06-10,6.61625
2023-06-11,4.91493
2023-06-12,11.34215
2023-06-13,8.50661
2023-06-14,10.0189
2023-06-15,7.9395
2023-06-16,9.26275
2023-06-17,3.02457
2023-06-18,8.31758
2023-06-19,12.47637
2023-06-20,11.15311
