date,대출조회
2020-09-01,25.78947
2020-09-02,32.10526
2020-09-03,26.8421
2020-09-04,28.15789
2020-09-05,16.31578
2020-09-06,12.10526
2020-09-07,32.10526
2020-09-08,35.26315
2020-09-09,30.26315
2020-09-10,34.21052
2020-09-11,34.73684
2020-09-12,17.10526
2020-09-13,15.78947
2020-09-14,31.31578
2020-09-15,34.73684
2020-09-16,35.0
2020-09-17,31.57894
2020-09-18,30.26315
2020-09-19,19.21052
2020-09-20,15.0
2020-09-21,23.42105
2020-09-22,32.10526
2020-09-23,29.47368
2020-09-24,24.21052
2020-09-25,28.42105
2020-09-26,13.42105
2020-09-27,17.10526
2020-09-28,27.63157
2020-09-29,23.94736
2020-09-30,10.52631
2020-10-01,8.94736
2020-10-02,9.73684
2020-10-03,12.63157
2020-10-04,13.68421
2020-10-05,35.26315
2020-10-06,34.47368
2020-10-07,28.68421
2020-10-08,28.94736
2020-10-09,14.47368
2020-10-10,15.52631
2020-10-11,13.68421
2020-10-12,38.68421
2020-10-13,35.52631
2020-10-14,31.57894
2020-10-15,24.73684
2020-10-16,24.21052
2020-10-17,16.57894
2020-10-18,11.8421
2020-10-19,30.26315
2020-10-20,31.05263
2020-10-21,27.89473
2020-10-22,25.52631
2020-10-23,30.0
2020-10-24,16.05263
2020-10-25,16.57894
2020-10-26,36.8421
2020-10-27,30.26315
2020-10-28,26.31578
2020-10-29,20.26315
2020-10-30,21.05263
2020-10-31,10.0
2020-11-01,15.78947
2020-11-02,34.21052
2020-11-03,32.63157
2020-11-04,25.52631
2020-11-05,27.89473
2020-11-06,22.36842
2020-11-07,13.68421
2020-11-08,12.10526
2020-11-09,29.47368
2020-11-10,33.15789
2020-11-11,23.68421
2020-11-12,27.10526
2020-11-13,28.15789
2020-11-14,13.68421
2020-11-15,17.36842
2020-11-16,30.78947
2020-11-17,38.15789
2020-11-18,44.47368
2020-11-19,32.10526
2020-11-20,28.42105
2020-11-21,15.0
2020-11-22,24.47368
2020-11-23,33.68421
2020-11-24,27.10526
2020-11-25,29.21052
2020-11-26,29.47368
2020-11-27,30.52631
2020-11-28,15.26315
2020-11-29,17.63157
2020-11-30,33.68421
2020-12-01,30.52631
2020-12-02,29.47368
2020-12-03,29.73684
2020-12-04,26.57894
2020-12-05,15.26315
2020-12-06,17.89473
2020-12-07,34.73684
2020-12-08,32.63157
2020-12-09,26.57894
2020-12-10,41.31578
2020-12-11,25.26315
2020-12-12,16.31578
2020-12-13,18.94736
2020-12-14,37.10526
2020-12-15,33.42105
2020-12-16,35.52631
2020-12-17,32.36842
2020-12-18,30.0
2020-12-19,17.10526
2020-12-20,13.42105
2020-12-21,40.52631
2020-12-22,37.36842
2020-12-23,34.73684
2020-12-24,26.05263
2020-12-25,18.68421
2020-12-26,19.21052
2020-12-27,20.26315
2020-12-28,43.42105
2020-12-29,46.57894
2020-12-30,42.10526
2020-12-31,38.68421
2021-01-01,19.21052
2021-01-02,22.89473
2021-01-03,25.78947
2021-01-04,60.52631
2021-01-05,47.10526
2021-01-06,47.10526
2021-01-07,40.0
2021-01-08,33.42105
2021-01-09,27.89473
2021-01-10,28.15789
2021-01-11,55.78947
2021-01-12,50.78947
2021-01-13,42.63157
2021-01-14,42.89473
2021-01-15,39.21052
2021-01-16,20.52631
2021-01-17,29.73684
2021-01-18,47.63157
2021-01-19,44.21052
2021-01-20,46.05263
2021-01-21,50.78947
2021-01-22,39.47368
2021-01-23,20.26315
2021-01-24,29.73684
2021-01-25,51.31578
2021-01-26,53.15789
2021-01-27,50.26315
2021-01-28,40.26315
2021-01-29,38.42105
2021-01-30,26.8421
2021-01-31,21.05263
2021-02-01,36.8421
2021-02-02,38.15789
2021-02-03,40.52631
2021-02-04,43.42105
2021-02-05,32.63157
2021-02-06,23.15789
2021-02-07,22.10526
2021-02-08,36.57894
2021-02-09,36.05263
2021-02-10,36.8421
2021-02-11,17.89473
2021-02-12,10.0
2021-02-13,17.89473
2021-02-14,25.52631
2021-02-15,53.42105
2021-02-16,48.15789
2021-02-17,35.26315
2021-02-18,35.26315
2021-02-19,34.21052
2021-02-20,20.0
2021-02-21,22.63157
2021-02-22,35.26315
2021-02-23,42.36842
2021-02-24,46.31578
2021-02-25,38.68421
2021-02-26,36.57894
2021-02-27,17.36842
2021-02-28,18.94736
2021-03-01,18.42105
2021-03-02,43.94736
2021-03-03,42.10526
2021-03-04,35.78947
2021-03-05,38.94736
2021-03-06,22.89473
2021-03-07,18.68421
2021-03-08,40.26315
2021-03-09,36.57894
2021-03-10,34.21052
2021-03-11,34.47368
2021-03-12,30.52631
2021-03-13,17.89473
2021-03-14,19.47368
2021-03-15,48.15789
2021-03-16,38.42105
2021-03-17,40.52631
2021-03-18,37.36842
2021-03-19,26.8421
2021-03-20,20.26315
2021-03-21,17.63157
2021-03-22,42.10526
2021-03-23,31.8421
2021-03-24,30.0
2021-03-25,31.8421
2021-03-26,32.89473
2021-03-27,18.68421
2021-03-28,20.26315
2021-03-29,41.05263
2021-03-30,40.52631
2021-03-31,34.47368
2021-04-01,32.63157
2021-04-02,31.05263
2021-04-03,19.21052
2021-04-04,14.21052
2021-04-05,43.42105
2021-04-06,35.52631
2021-04-07,30.26315
2021-04-08,29.21052
2021-04-09,23.94736
2021-04-10,15.26315
2021-04-11,18.68421
2021-04-12,38.94736
2021-04-13,37.89473
2021-04-14,33.68421
2021-04-15,29.47368
2021-04-16,36.31578
2021-04-17,19.73684
2021-04-18,22.36842
2021-04-19,37.63157
2021-04-20,34.21052
2021-04-21,40.78947
2021-04-22,28.94736
2021-04-23,33.68421
2021-04-24,12.36842
2021-04-25,18.15789
2021-04-26,38.15789
2021-04-27,37.36842
2021-04-28,40.0
2021-04-29,35.78947
2021-04-30,27.63157
2021-05-01,18.68421
2021-05-02,21.57894
2021-05-03,31.05263
2021-05-04,30.0
2021-05-05,18.15789
2021-05-06,34.21052
2021-05-07,32.89473
2021-05-08,17.63157
2021-05-09,20.52631
2021-05-10,42.63157
2021-05-11,42.36842
2021-05-12,35.0
2021-05-13,33.94736
2021-05-14,28.68421
2021-05-15,17.63157
2021-05-16,18.68421
2021-05-17,37.10526
2021-05-18,34.21052
2021-05-19,21.57894
2021-05-20,43.42105
2021-05-21,31.05263
2021-05-22,18.15789
2021-05-23,16.31578
2021-05-24,46.57894
2021-05-25,32.89473
2021-05-26,43.68421
2021-05-27,35.78947
2021-05-28,32.36842
2021-05-29,18.42105
2021-05-30,24.21052
2021-05-31,39.73684
2021-06-01,33.15789
2021-06-02,27.89473
2021-06-03,27.10526
2021-06-04,30.52631
2021-06-05,15.78947
2021-06-06,16.05263
2021-06-07,34.21052
2021-06-08,33.68421
2021-06-09,37.36842
2021-06-10,37.89473
2021-06-11,29.47368
2021-06-12,13.15789
2021-06-13,18.15789
2021-06-14,42.63157
2021-06-15,35.52631
2021-06-16,37.63157
2021-06-17,38.42105
2021-06-18,35.26315
2021-06-19,16.31578
2021-06-20,17.10526
2021-06-21,72.89473
2021-06-22,63.68421
2021-06-23,38.94736
2021-06-24,35.78947
2021-06-25,30.78947
2021-06-26,20.0
2021-06-27,18.68421
2021-06-28,33.42105
2021-06-29,37.89473
2021-06-30,36.8421
2021-07-01,32.36842
2021-07-02,27.89473
2021-07-03,18.68421
2021-07-04,17.63157
2021-07-05,39.21052
2021-07-06,36.57894
2021-07-07,32.63157
2021-07-08,31.05263
2021-07-09,33.15789
2021-07-10,18.42105
2021-07-11,19.21052
2021-07-12,33.15789
2021-07-13,34.21052
2021-07-14,36.8421
2021-07-15,33.94736
2021-07-16,27.10526
2021-07-17,20.0
2021-07-18,21.57894
2021-07-19,40.78947
2021-07-20,41.57894
2021-07-21,41.57894
2021-07-22,33.68421
2021-07-23,41.57894
2021-07-24,17.89473
2021-07-25,14.73684
2021-07-26,44.47368
2021-07-27,41.57894
2021-07-28,44.73684
2021-07-29,33.94736
2021-07-30,32.89473
2021-07-31,17.63157
2021-08-01,21.57894
2021-08-02,44.21052
2021-08-03,42.89473
2021-08-04,39.73684
2021-08-05,32.10526
2021-08-06,34.21052
2021-08-07,15.78947
2021-08-08,20.0
2021-08-09,43.42105
2021-08-10,47.63157
2021-08-11,48.68421
2021-08-12,43.42105
2021-08-13,44.73684
2021-08-14,23.94736
2021-08-15,22.36842
2021-08-16,26.31578
2021-08-17,45.52631
2021-08-18,45.26315
2021-08-19,46.31578
2021-08-20,58.15789
2021-08-21,40.78947
2021-08-22,29.47368
2021-08-23,51.57894
2021-08-24,46.57894
2021-08-25,47.10526
2021-08-26,47.10526
2021-08-27,49.73684
2021-08-28,38.15789
2021-08-29,30.78947
2021-08-30,60.0
2021-08-31,43.68421
2021-09-01,47.10526
2021-09-02,43.42105
2021-09-03,40.78947
2021-09-04,26.57894
2021-09-05,27.10526
2021-09-06,58.94736
2021-09-07,46.57894
2021-09-08,50.0
2021-09-09,44.47368
2021-09-10,40.26315
2021-09-11,26.31578
2021-09-12,32.89473
2021-09-13,51.31578
2021-09-14,48.94736
2021-09-15,41.31578
2021-09-16,35.0
2021-09-17,29.47368
2021-09-18,23.15789
2021-09-19,22.10526
2021-09-20,21.57894
2021-09-21,20.0
2021-09-22,25.26315
2021-09-23,59.47368
2021-09-24,48.15789
2021-09-25,25.78947
2021-09-26,22.63157
2021-09-27,63.68421
2021-09-28,60.0
2021-09-29,55.78947
2021-09-30,43.42105
2021-10-01,42.36842
2021-10-02,25.0
2021-10-03,23.42105
2021-10-04,31.8421
2021-10-05,60.78947
2021-10-06,51.8421
2021-10-07,45.78947
2021-10-08,44.47368
2021-10-09,23.68421
2021-10-10,29.47368
2021-10-11,29.21052
2021-10-12,48.94736
2021-10-13,46.31578
2021-10-14,54.47368
2021-10-15,42.89473
2021-10-16,23.15789
2021-10-17,23.15789
2021-10-18,55.0
2021-10-19,38.42105
2021-10-20,44.73684
2021-10-21,41.8421
2021-10-22,32.36842
2021-10-23,20.26315
2021-10-24,26.05263
2021-10-25,60.0
2021-10-26,54.73684
2021-10-27,53.15789
2021-10-28,40.0
2021-10-29,44.21052
2021-10-30,25.52631
2021-10-31,23.15789
2021-11-01,53.68421
2021-11-02,55.26315
2021-11-03,58.68421
2021-11-04,51.8421
2021-11-05,42.10526
2021-11-06,28.94736
2021-11-07,27.10526
2021-11-08,54.21052
2021-11-09,48.42105
2021-11-10,46.05263
2021-11-11,48.68421
2021-11-12,38.42105
2021-11-13,17.89473
2021-11-14,26.05263
2021-11-15,44.73684
2021-11-16,54.21052
2021-11-17,43.94736
2021-11-18,47.63157
2021-11-19,36.57894
2021-11-20,21.8421
2021-11-21,25.78947
2021-11-22,48.68421
2021-11-23,49.21052
2021-11-24,42.63157
2021-11-25,44.21052
2021-11-26,36.57894
2021-11-27,19.47368
2021-11-28,24.21052
2021-11-29,48.94736
2021-11-30,51.8421
2021-12-01,44.73684
2021-12-02,50.26315
2021-12-03,32.89473
2021-12-04,24.21052
2021-12-05,25.52631
2021-12-06,46.31578
2021-12-07,46.8421
2021-12-08,50.0
2021-12-09,47.63157
2021-12-10,33.68421
2021-12-11,24.73684
2021-12-12,22.89473
2021-12-13,42.89473
2021-12-14,50.78947
2021-12-15,42.89473
2021-12-16,55.26315
2021-12-17,42.36842
2021-12-18,27.63157
2021-12-19,26.31578
2021-12-20,51.05263
2021-12-21,46.31578
2021-12-22,47.10526
2021-12-23,45.52631
2021-12-24,40.78947
2021-12-25,15.78947
2021-12-26,22.10526
2021-12-27,43.15789
2021-12-28,41.05263
2021-12-29,40.0
2021-12-30,35.0
2021-12-31,29.73684
2022-01-01,25.78947
2022-01-02,21.57894
2022-01-03,46.57894
2022-01-04,50.26315
2022-01-05,46.31578
2022-01-06,41.31578
2022-01-07,42.63157
2022-01-08,24.73684
2022-01-09,22.63157
2022-01-10,46.8421
2022-01-11,53.94736
2022-01-12,49.47368
2022-01-13,47.89473
2022-01-14,40.78947
2022-01-15,23.68421
2022-01-16,25.26315
2022-01-17,47.89473
2022-01-18,55.0
2022-01-19,51.31578
2022-01-20,40.52631
2022-01-21,45.78947
2022-01-22,32.10526
2022-01-23,30.52631
2022-01-24,53.42105
2022-01-25,50.78947
2022-01-26,46.31578
2022-01-27,39.21052
2022-01-28,41.31578
2022-01-29,20.26315
2022-01-30,16.57894
2022-01-31,18.15789
2022-02-01,20.26315
2022-02-02,25.26315
2022-02-03,57.36842
2022-02-04,44.47368
2022-02-05,32.63157
2022-02-06,29.47368
2022-02-07,52.63157
2022-02-08,46.05263
2022-02-09,40.0
2022-02-10,49.21052
2022-02-11,41.8421
2022-02-12,21.05263
2022-02-13,26.57894
2022-02-14,54.47368
2022-02-15,46.05263
2022-02-16,51.8421
2022-02-17,44.47368
2022-02-18,41.05263
2022-02-19,30.0
2022-02-20,35.0
2022-02-21,60.78947
2022-02-22,92.63157
2022-02-23,74.21052
2022-02-24,73.68421
2022-02-25,89.73684
2022-02-26,77.63157
2022-02-27,85.26315
2022-02-28,100.0
2022-03-01,78.42105
2022-03-02,81.8421
2022-03-03,37.36842
2022-03-04,46.8421
2022-03-05,25.0
2022-03-06,22.10526
2022-03-07,45.78947
2022-03-08,34.47368
2022-03-09,20.52631
2022-03-10,45.26315
2022-03-11,31.8421
2022-03-12,27.63157
2022-03-13,23.15789
2022-03-14,49.73684
2022-03-15,53.15789
2022-03-16,44.73684
2022-03-17,35.0
2022-03-18,40.26315
2022-03-19,24.21052
2022-03-20,20.52631
2022-03-21,50.78947
2022-03-22,40.26315
2022-03-23,44.47368
2022-03-24,41.31578
2022-03-25,35.78947
2022-03-26,20.78947
2022-03-27,23.15789
2022-03-28,46.05263
2022-03-29,33.42105
2022-03-30,39.47368
2022-03-31,40.78947
2022-04-01,32.10526
2022-04-02,23.94736
2022-04-03,22.36842
2022-04-04,41.57894
2022-04-05,45.0
2022-04-06,39.21052
2022-04-07,40.26315
2022-04-08,42.10526
2022-04-09,26.05263
2022-04-10,25.78947
2022-04-11,48.94736
2022-04-12,39.73684
2022-04-13,48.42105
2022-04-14,40.0
2022-04-15,42.63157
2022-04-16,30.0
2022-04-17,25.78947
2022-04-18,46.57894
2022-04-19,45.78947
2022-04-20,44.73684
2022-04-21,41.8421
2022-04-22,33.42105
2022-04-23,22.63157
2022-04-24,21.8421
2022-04-25,54.47368
2022-04-26,43.68421
2022-04-27,39.73684
2022-04-28,35.26315
2022-04-29,37.63157
2022-04-30,21.8421
2022-05-01,22.63157
2022-05-02,49.21052
2022-05-03,42.63157
2022-05-04,37.63157
2022-05-05,30.26315
2022-05-06,34.73684
2022-05-07,15.78947
2022-05-08,18.42105
2022-05-09,64.21052
2022-05-10,57.89473
2022-05-11,48.42105
2022-05-12,53.68421
2022-05-13,47.36842
2022-05-14,21.57894
2022-05-15,30.26315
2022-05-16,52.36842
2022-05-17,52.36842
2022-05-18,42.63157
2022-05-19,43.42105
2022-05-20,42.89473
2022-05-21,20.52631
2022-05-22,22.36842
2022-05-23,50.26315
2022-05-24,46.05263
2022-05-25,49.47368
2022-05-26,43.42105
2022-05-27,45.0
2022-05-28,19.21052
2022-05-29,20.52631
2022-05-30,43.68421
2022-05-31,34.73684
2022-06-01,32.63157
2022-06-02,44.47368
2022-06-03,34.73684
2022-06-04,21.05263
2022-06-05,18.68421
2022-06-06,27.89473
2022-06-07,47.10526
2022-06-08,46.05263
2022-06-09,37.10526
2022-06-10,34.21052
2022-06-11,20.26315
2022-06-12,21.8421
2022-06-13,43.94736
2022-06-14,47.89473
2022-06-15,46.31578
2022-06-16,48.15789
2022-06-17,43.42105
2022-06-18,22.63157
2022-06-19,20.26315
2022-06-20,53.15789
2022-06-21,55.78947
2022-06-22,41.31578
2022-06-23,47.36842
2022-06-24,35.0
2022-06-25,20.52631
2022-06-26,21.57894
2022-06-27,42.10526
2022-06-28,40.52631
2022-06-29,40.0
2022-06-30,44.47368
2022-07-01,38.68421
2022-07-02,20.26315
2022-07-03,28.68421
2022-07-04,48.15789
2022-07-05,40.26315
2022-07-06,43.68421
2022-07-07,40.0
2022-07-08,39.21052
2022-07-09,20.0
2022-07-10,25.26315
2022-07-11,51.57894
2022-07-12,40.26315
2022-07-13,45.52631
2022-07-14,46.8421
2022-07-15,37.36842
2022-07-16,26.31578
2022-07-17,21.57894
2022-07-18,63.94736
2022-07-19,76.57894
2022-07-20,43.15789
2022-07-21,57.89473
2022-07-22,49.47368
2022-07-23,76.31578
2022-07-24,41.05263
2022-07-25,58.94736
2022-07-26,72.89473
2022-07-27,51.57894
2022-07-28,52.36842
2022-07-29,46.8421
2022-07-30,26.57894
2022-07-31,28.15789
2022-08-01,46.05263
2022-08-02,41.8421
2022-08-03,40.26315
2022-08-04,40.26315
2022-08-05,46.31578
2022-08-06,28.15789
2022-08-07,29.21052
2022-08-08,45.0
2022-08-09,43.94736
2022-08-10,56.8421
2022-08-11,51.31578
2022-08-12,47.10526
2022-08-13,24.21052
2022-08-14,21.31578
2022-08-15,28.15789
2022-08-16,60.26315
2022-08-17,53.68421
2022-08-18,46.31578
2022-08-19,49.47368
2022-08-20,25.78947
2022-08-21,22.63157
2022-08-22,51.05263
2022-08-23,50.52631
2022-08-24,46.05263
2022-08-25,48.94736
2022-08-26,52.36842
2022-08-27,20.78947
2022-08-28,24.47368
2022-08-29,56.31578
2022-08-30,43.94736
2022-08-31,43.68421
2022-09-01,40.52631
2022-09-02,40.0
2022-09-03,19.47368
2022-09-04,22.63157
2022-09-05,45.52631
2022-09-06,41.8421
2022-09-07,40.52631
2022-09-08,36.57894
2022-09-09,16.57894
2022-09-10,15.52631
2022-09-11,18.15789
2022-09-12,34.21052
2022-09-13,60.0
2022-09-14,50.26315
2022-09-15,52.10526
2022-09-16,45.52631
2022-09-17,26.57894
2022-09-18,30.26315
2022-09-19,53.15789
2022-09-20,50.0
2022-09-21,48.94736
2022-09-22,45.52631
2022-09-23,38.68421
2022-09-24,21.31578
2022-09-25,23.94736
2022-09-26,59.21052
2022-09-27,52.10526
2022-09-28,46.8421
2022-09-29,58.68421
2022-09-30,58.94736
2022-10-01,29.47368
2022-10-02,30.0
2022-10-03,29.73684
2022-10-04,66.05263
2022-10-05,50.78947
2022-10-06,53.68421
2022-10-07,33.94736
2022-10-08,18.68421
2022-10-09,30.26315
2022-10-10,27.10526
2022-10-11,59.73684
2022-10-12,58.42105
2022-10-13,55.0
2022-10-14,46.8421
2022-10-15,24.73684
2022-10-16,25.0
2022-10-17,57.89473
2022-10-18,51.31578
2022-10-19,58.68421
2022-10-20,48.42105
2022-10-21,40.0
2022-10-22,24.73684
2022-10-23,23.42105
2022-10-24,64.47368
2022-10-25,67.89473
2022-10-26,52.10526
2022-10-27,53.94736
2022-10-28,44.21052
2022-10-29,29.21052
2022-10-30,22.63157
2022-10-31,52.63157
2022-11-01,55.0
2022-11-02,55.52631
2022-11-03,48.68421
2022-11-04,46.05263
2022-11-05,27.10526
2022-11-06,25.78947
2022-11-07,44.47368
2022-11-08,51.05263
2022-11-09,48.15789
2022-11-10,64.47368
2022-11-11,46.57894
2022-11-12,26.05263
2022-11-13,27.63157
2022-11-14,69.21052
2022-11-15,52.89473
2022-11-16,57.36842
2022-11-17,55.26315
2022-11-18,51.31578
2022-11-19,23.42105
2022-11-20,20.26315
2022-11-21,59.73684
2022-11-22,52.63157
2022-11-23,50.26315
2022-11-24,45.52631
2022-11-25,41.05263
2022-11-26,25.0
2022-11-27,18.68421
2022-11-28,50.78947
2022-11-29,52.10526
2022-11-30,44.47368
2022-12-01,49.73684
2022-12-02,37.10526
2022-12-03,19.73684
2022-12-04,21.05263
2022-12-05,57.89473
2022-12-06,45.0
2022-12-07,51.57894
2022-12-08,44.21052
2022-12-09,43.15789
2022-12-10,25.0
2022-12-11,23.42105
2022-12-12,58.94736
2022-12-13,56.31578
2022-12-14,50.0
2022-12-15,43.68421
2022-12-16,46.57894
2022-12-17,25.52631
2022-12-18,23.15789
2022-12-19,46.05263
2022-12-20,44.21052
2022-12-21,47.89473
2022-12-22,46.05263
2022-12-23,38.94736
2022-12-24,19.47368
2022-12-25,26.05263
2022-12-26,57.89473
2022-12-27,49.21052
2022-12-28,40.26315
2022-12-29,42.36842
2022-12-30,31.57894
2022-12-31,21.57894
2023-01-01,24.73684
2023-01-02,53.15789
2023-01-03,55.78947
2023-01-04,54.73684
2023-01-05,51.57894
2023-01-06,48.68421
2023-01-07,33.15789
2023-01-08,31.05263
2023-01-09,54.47368
2023-01-10,50.26315
2023-01-11,60.0
2023-01-12,48.68421
2023-01-13,45.26315
2023-01-14,30.78947
2023-01-15,29.21052
2023-01-16,58.68421
2023-01-17,62.89473
2023-01-18,41.31578
2023-01-19,54.73684
2023-01-20,36.57894
2023-01-21,22.89473
2023-01-22,18.94736
2023-01-23,18.94736
2023-01-24,30.52631
2023-01-25,66.05263
2023-01-26,51.57894
2023-01-27,56.31578
2023-01-28,25.0
2023-01-29,31.57894
2023-01-30,69.73684
2023-01-31,66.8421
2023-02-01,58.42105
2023-02-02,57.63157
2023-02-03,44.73684
2023-02-04,31.8421
2023-02-05,27.10526
2023-02-06,63.68421
2023-02-07,60.78947
2023-02-08,57.63157
2023-02-09,54.47368
2023-02-10,47.36842
2023-02-11,34.47368
2023-02-12,37.10526
2023-02-13,66.8421
2023-02-14,66.05263
2023-02-15,62.36842
2023-02-16,55.0
2023-02-17,55.52631
2023-02-18,32.10526
2023-02-19,33.94736
2023-02-20,69.73684
2023-02-21,69.21052
2023-02-22,59.47368
2023-02-23,59.47368
2023-02-24,57.89473
2023-02-25,34.73684
2023-02-26,34.47368
2023-02-27,67.36842
2023-02-28,64.73684
2023-03-01,36.57894
2023-03-02,65.78947
2023-03-03,54.21052
2023-03-04,31.05263
2023-03-05,29.21052
2023-03-06,62.36842
2023-03-07,57.36842
2023-03-08,57.89473
2023-03-09,49.21052
2023-03-10,55.26315
2023-03-11,29.21052
2023-03-12,32.89473
2023-03-13,76.05263
2023-03-14,64.73684
2023-03-15,62.36842
2023-03-16,62.10526
2023-03-17,62.36842
2023-03-18,88.42105
2023-03-19,42.89473
2023-03-20,76.31578
2023-03-21,64.47368
2023-03-22,65.78947
2023-03-23,68.68421
2023-03-24,57.89473
2023-03-25,31.31578
2023-03-26,36.05263
2023-03-27,79.73684
2023-03-28,71.31578
2023-03-29,53.68421
2023-03-30,58.68421
2023-03-31,47.63157
2023-04-01,31.57894
2023-04-02,31.57894
2023-04-03,56.31578
2023-04-04,50.52631
2023-04-05,64.47368
2023-04-06,56.31578
2023-04-07,44.47368
2023-04-08,25.78947
2023-04-09,29.21052
2023-04-10,76.57894
2023-04-11,58.94736
2023-04-12,60.52631
2023-04-13,59.73684
2023-04-14,51.05263
2023-04-15,28.68421
2023-04-16,36.05263
2023-04-17,65.52631
2023-04-18,50.26315
2023-04-19,65.0
2023-04-20,63.68421
2023-04-21,58.15789
2023-04-22,26.57894
2023-04-23,29.73684
2023-04-24,77.36842
2023-04-25,74.47368
2023-04-26,66.8421
2023-04-27,64.21052
2023-04-28,51.31578
2023-04-29,27.10526
2023-04-30,23.15789
2023-05-01,45.78947
2023-05-02,68.68421
2023-05-03,62.63157
2023-05-04,60.0
2023-05-05,35.26315
2023-05-06,29.21052
2023-05-07,27.10526
2023-05-08,75.0
2023-05-09,66.05263
2023-05-10,68.15789
2023-05-11,62.89473
2023-05-12,60.52631
2023-05-13,28.68421
2023-05-14,32.10526
2023-05-15,73.42105
2023-05-16,86.8421
2023-05-17,72.10526
2023-05-18,58.15789
2023-05-19,56.8421
2023-05-20,29.47368
2023-05-21,30.26315
2023-05-22,66.05263
2023-05-23,57.63157
2023-05-24,65.78947
2023-05-25,66.05263
2023-05-26,51.8421
2023-05-27,33.94736
2023-05-28,33.42105
2023-05-29,36.8421
2023-05-30,73.42105
2023-05-31,96.57894
2023-06-01,76.05263
2023-06-02,61.31578
2023-06-03,32.89473
