date,은퇴
2020-08-02,17.20154
2020-08-03,18.74197
2020-08-04,20.02567
2020-08-05,17.71501
2020-08-06,58.0231
2020-08-07,36.58536
2020-08-08,22.07958
2020-08-09,19.8973
2020-08-10,29.91014
2020-08-11,28.11296
2020-08-12,22.46469
2020-08-13,22.59306
2020-08-14,20.92426
2020-08-15,15.6611
2020-08-16,13.86392
2020-08-17,17.20154
2020-08-18,18.87034
2020-08-19,21.30937
2020-08-20,19.76893
2020-08-21,21.43774
2020-08-22,17.84338
2020-08-23,17.84338
2020-08-24,22.59306
2020-08-25,19.8973
2020-08-26,22.59306
2020-08-27,21.95121
2020-08-28,21.30937
2020-08-29,19.76893
2020-08-30,17.32991
2020-08-31,22.33632
2020-09-01,21.181
2020-09-02,18.48523
2020-09-03,20.02567
2020-09-04,21.05263
2020-09-05,16.81643
2020-09-06,18.74197
2020-09-07,17.58664
2020-09-08,22.46469
2020-09-09,23.49165
2020-09-10,25.4172
2020-09-11,21.82284
2020-09-12,14.24903
2020-09-13,18.74197
2020-09-14,22.20795
2020-09-15,21.82284
2020-09-16,20.41078
2020-09-17,24.51861
2020-09-18,15.91784
2020-09-19,17.71501
2020-09-20,18.74197
2020-09-21,27.85622
2020-09-22,23.23491
2020-09-23,20.02567
2020-09-24,20.28241
2020-09-25,21.05263
2020-09-26,14.3774
2020-09-27,16.04621
2020-09-28,21.56611
2020-09-29,22.46469
2020-09-30,11.81001
2020-10-01,14.89088
2020-10-02,14.76251
2020-10-03,18.10012
2020-10-04,20.66752
2020-10-05,20.66752
2020-10-06,21.181
2020-10-07,23.10654
2020-10-08,20.92426
2020-10-09,18.35686
2020-10-10,17.97175
2020-10-11,16.17458
2020-10-12,23.36328
2020-10-13,20.02567
2020-10-14,22.07958
2020-10-15,19.38382
2020-10-16,19.8973
2020-10-17,19.51219
2020-10-18,20.15404
2020-10-19,21.181
2020-10-20,21.43774
2020-10-21,45.82798
2020-10-22,47.11168
2020-10-23,36.8421
2020-10-24,36.58536
2020-10-25,32.47753
2020-10-26,54.42875
2020-10-27,50.57766
2020-10-28,41.59178
2020-10-29,46.46983
2020-10-30,43.90243
2020-10-31,25.4172
2020-11-01,29.39666
2020-11-02,26.70089
2020-11-03,21.43774
2020-11-04,20.66752
2020-11-05,23.10654
2020-11-06,23.49165
2020-11-07,23.10654
2020-11-08,73.94094
2020-11-09,44.92939
2020-11-10,31.06546
2020-11-11,31.45057
2020-11-12,27.59948
2020-11-13,20.79589
2020-11-14,19.64056
2020-11-15,23.10654
2020-11-16,26.31578
2020-11-17,28.49807
2020-11-18,24.51861
2020-11-19,25.67394
2020-11-20,36.32862
2020-11-21,27.21437
2020-11-22,49.42233
2020-11-23,25.54557
2020-11-24,25.16046
2020-11-25,25.67394
2020-11-26,23.62002
2020-11-27,25.67394
2020-11-28,21.05263
2020-11-29,25.93068
2020-11-30,28.24133
2020-12-01,27.85622
2020-12-02,27.21437
2020-12-03,27.59948
2020-12-04,26.31578
2020-12-05,23.10654
2020-12-06,20.41078
2020-12-07,26.44415
2020-12-08,25.67394
2020-12-09,27.72785
2020-12-10,26.44415
2020-12-11,25.16046
2020-12-12,20.15404
2020-12-13,24.64698
2020-12-14,23.23491
2020-12-15,27.85622
2020-12-16,28.49807
2020-12-17,28.88318
2020-12-18,19.51219
2020-12-19,20.53915
2020-12-20,21.43774
2020-12-21,21.181
2020-12-22,29.01155
2020-12-23,25.28883
2020-12-24,20.66752
2020-12-25,19.64056
2020-12-26,18.74197
2020-12-27,23.10654
2020-12-28,22.46469
2020-12-29,23.62002
2020-12-30,34.53145
2020-12-31,32.22079
2021-01-01,28.49807
2021-01-02,23.23491
2021-01-03,21.69448
2021-01-04,24.39024
2021-01-05,22.33632
2021-01-06,21.69448
2021-01-07,24.00513
2021-01-08,18.10012
2021-01-09,14.24903
2021-01-10,21.56611
2021-01-11,28.88318
2021-01-12,21.56611
2021-01-13,22.97817
2021-01-14,27.34274
2021-01-15,24.26187
2021-01-16,18.22849
2021-01-17,20.41078
2021-01-18,23.74839
2021-01-19,21.56611
2021-01-20,24.39024
2021-01-21,24.39024
2021-01-22,21.05263
2021-01-23,21.181
2021-01-24,22.8498
2021-01-25,22.97817
2021-01-26,25.4172
2021-01-27,22.72143
2021-01-28,20.66752
2021-01-29,21.69448
2021-01-30,19.38382
2021-01-31,30.29525
2021-02-01,22.46469
2021-02-02,20.15404
2021-02-03,22.97817
2021-02-04,23.74839
2021-02-05,21.30937
2021-02-06,17.20154
2021-02-07,24.26187
2021-02-08,21.05263
2021-02-09,23.74839
2021-02-10,24.26187
2021-02-11,18.87034
2021-02-12,19.38382
2021-02-13,15.78947
2021-02-14,26.57252
2021-02-15,29.39666
2021-02-16,21.30937
2021-02-17,21.43774
2021-02-18,24.26187
2021-02-19,23.36328
2021-02-20,17.58664
2021-02-21,19.8973
2021-02-22,52.75994
2021-02-23,52.1181
2021-02-24,33.11938
2021-02-25,23.87676
2021-02-26,31.45057
2021-02-27,22.97817
2021-02-28,18.6136
2021-03-01,22.20795
2021-03-02,24.90372
2021-03-03,25.4172
2021-03-04,23.10654
2021-03-05,18.74197
2021-03-06,16.81643
2021-03-07,19.51219
2021-03-08,20.92426
2021-03-09,21.56611
2021-03-10,20.66752
2021-03-11,21.82284
2021-03-12,31.06546
2021-03-13,23.87676
2021-03-14,20.02567
2021-03-15,25.03209
2021-03-16,24.1335
2021-03-17,23.23491
2021-03-18,23.62002
2021-03-19,20.02567
2021-03-20,15.6611
2021-03-21,19.64056
2021-03-22,27.72785
2021-03-23,28.3697
2021-03-24,27.72785
2021-03-25,26.95763
2021-03-26,20.79589
2021-03-27,22.46469
2021-03-28,20.28241
2021-03-29,23.23491
2021-03-30,20.28241
2021-03-31,19.51219
2021-04-01,25.16046
2021-04-02,16.81643
2021-04-03,17.20154
2021-04-04,18.48523
2021-04-05,27.72785
2021-04-06,21.82284
2021-04-07,21.56611
2021-04-08,21.30937
2021-04-09,19.25545
2021-04-10,18.74197
2021-04-11,20.41078
2021-04-12,25.67394
2021-04-13,22.8498
2021-04-14,23.87676
2021-04-15,22.33632
2021-04-16,22.20795
2021-04-17,19.64056
2021-04-18,18.99871
2021-04-19,21.181
2021-04-20,23.62002
2021-04-21,24.1335
2021-04-22,24.39024
2021-04-23,19.64056
2021-04-24,17.07317
2021-04-25,20.15404
2021-04-26,32.09242
2021-04-27,24.64698
2021-04-28,23.23491
2021-04-29,21.30937
2021-04-30,24.00513
2021-05-01,17.45827
2021-05-02,21.56611
2021-05-03,23.62002
2021-05-04,25.4172
2021-05-05,17.71501
2021-05-06,22.07958
2021-05-07,22.59306
2021-05-08,20.02567
2021-05-09,21.69448
2021-05-10,26.70089
2021-05-11,25.03209
2021-05-12,24.1335
2021-05-13,23.10654
2021-05-14,22.72143
2021-05-15,25.03209
2021-05-16,22.20795
2021-05-17,24.77535
2021-05-18,27.47111
2021-05-19,22.59306
2021-05-20,27.59948
2021-05-21,21.30937
2021-05-22,21.69448
2021-05-23,23.74839
2021-05-24,27.47111
2021-05-25,24.90372
2021-05-26,25.54557
2021-05-27,23.87676
2021-05-28,24.64698
2021-05-29,26.82926
2021-05-30,26.18741
2021-05-31,26.44415
2021-06-01,25.67394
2021-06-02,25.03209
2021-06-03,32.47753
2021-06-04,21.30937
2021-06-05,17.45827
2021-06-06,21.181
2021-06-07,22.59306
2021-06-08,34.91655
2021-06-09,28.88318
2021-06-10,22.07958
2021-06-11,22.07958
2021-06-12,24.64698
2021-06-13,21.181
2021-06-14,27.21437
2021-06-15,24.90372
2021-06-16,23.62002
2021-06-17,22.07958
2021-06-18,23.87676
2021-06-19,16.30295
2021-06-20,23.62002
2021-06-21,23.62002
2021-06-22,24.51861
2021-06-23,26.31578
2021-06-24,27.21437
2021-06-25,23.74839
2021-06-26,22.07958
2021-06-27,22.20795
2021-06-28,21.95121
2021-06-29,24.26187
2021-06-30,25.93068
2021-07-01,23.36328
2021-07-02,21.69448
2021-07-03,19.12708
2021-07-04,21.181
2021-07-05,24.1335
2021-07-06,24.51861
2021-07-07,27.72785
2021-07-08,21.69448
2021-07-09,15.40436
2021-07-10,18.99871
2021-07-11,21.95121
2021-07-12,16.17458
2021-07-13,21.43774
2021-07-14,24.39024
2021-07-15,23.74839
2021-07-16,33.50449
2021-07-17,21.95121
2021-07-18,19.38382
2021-07-19,19.38382
2021-07-20,20.79589
2021-07-21,20.15404
2021-07-22,20.92426
2021-07-23,20.41078
2021-07-24,18.35686
2021-07-25,34.91655
2021-07-26,54.55712
2021-07-27,31.83568
2021-07-28,28.88318
2021-07-29,25.93068
2021-07-30,24.51861
2021-07-31,21.43774
2021-08-01,26.95763
2021-08-02,22.8498
2021-08-03,22.46469
2021-08-04,20.66752
2021-08-05,25.4172
2021-08-06,23.36328
2021-08-07,21.05263
2021-08-08,89.47368
2021-08-09,37.86906
2021-08-10,31.96405
2021-08-11,22.97817
2021-08-12,39.02439
2021-08-13,32.47753
2021-08-14,18.48523
2021-08-15,21.56611
2021-08-16,20.15404
2021-08-17,24.1335
2021-08-18,22.07958
2021-08-19,25.4172
2021-08-20,25.4172
2021-08-21,21.82284
2021-08-22,21.30937
2021-08-23,23.49165
2021-08-24,25.03209
2021-08-25,24.00513
2021-08-26,24.77535
2021-08-27,20.02567
2021-08-28,21.43774
2021-08-29,22.72143
2021-08-30,24.90372
2021-08-31,29.78177
2021-09-01,23.87676
2021-09-02,25.4172
2021-09-03,23.10654
2021-09-04,17.71501
2021-09-05,23.10654
2021-09-06,20.92426
2021-09-07,22.46469
2021-09-08,21.30937
2021-09-09,21.95121
2021-09-10,18.48523
2021-09-11,19.12708
2021-09-12,17.71501
2021-09-13,18.48523
2021-09-14,22.59306
2021-09-15,20.28241
2021-09-16,22.59306
2021-09-17,19.51219
2021-09-18,17.20154
2021-09-19,14.63414
2021-09-20,17.97175
2021-09-21,13.47881
2021-09-22,18.6136
2021-09-23,31.83568
2021-09-24,21.56611
2021-09-25,16.17458
2021-09-26,32.6059
2021-09-27,26.44415
2021-09-28,24.90372
2021-09-29,32.86264
2021-09-30,30.68035
2021-10-01,27.47111
2021-10-02,30.80872
2021-10-03,23.62002
2021-10-04,22.07958
2021-10-05,25.67394
2021-10-06,30.68035
2021-10-07,25.67394
2021-10-08,20.53915
2021-10-09,16.30295
2021-10-10,20.02567
2021-10-11,23.36328
2021-10-12,26.18741
2021-10-13,27.59948
2021-10-14,24.39024
2021-10-15,17.71501
2021-10-16,17.20154
2021-10-17,22.97817
2021-10-18,22.8498
2021-10-19,23.87676
2021-10-20,26.05905
2021-10-21,21.95121
2021-10-22,20.53915
2021-10-23,16.9448
2021-10-24,21.82284
2021-10-25,27.72785
2021-10-26,25.93068
2021-10-27,23.36328
2021-10-28,26.05905
2021-10-29,23.49165
2021-10-30,21.69448
2021-10-31,25.03209
2021-11-01,25.4172
2021-11-02,31.45057
2021-11-03,23.36328
2021-11-04,25.80231
2021-11-05,18.22849
2021-11-06,15.91784
2021-11-07,20.15404
2021-11-08,24.1335
2021-11-09,26.05905
2021-11-10,22.33632
2021-11-11,24.26187
2021-11-12,23.10654
2021-11-13,20.41078
2021-11-14,17.71501
2021-11-15,24.64698
2021-11-16,24.1335
2021-11-17,21.82284
2021-11-18,22.20795
2021-11-19,23.49165
2021-11-20,17.71501
2021-11-21,21.56611
2021-11-22,21.30937
2021-11-23,24.64698
2021-11-24,23.10654
2021-11-25,23.23491
2021-11-26,21.43774
2021-11-27,20.66752
2021-11-28,24.51861
2021-11-29,24.26187
2021-11-30,27.21437
2021-12-01,25.4172
2021-12-02,23.23491
2021-12-03,23.10654
2021-12-04,19.76893
2021-12-05,27.47111
2021-12-06,25.54557
2021-12-07,22.20795
2021-12-08,26.70089
2021-12-09,26.44415
2021-12-10,21.69448
2021-12-11,19.51219
2021-12-12,22.46469
2021-12-13,25.80231
2021-12-14,28.11296
2021-12-15,28.62644
2021-12-16,34.14634
2021-12-17,28.24133
2021-12-18,18.99871
2021-12-19,27.98459
2021-12-20,30.29525
2021-12-21,26.05905
2021-12-22,25.03209
2021-12-23,25.4172
2021-12-24,20.66752
2021-12-25,24.00513
2021-12-26,27.85622
2021-12-27,26.82926
2021-12-28,27.21437
2021-12-29,29.01155
2021-12-30,26.18741
2021-12-31,28.49807
2022-01-01,24.39024
2022-01-02,27.85622
2022-01-03,28.62644
2022-01-04,23.10654
2022-01-05,41.59178
2022-01-06,25.93068
2022-01-07,19.76893
2022-01-08,22.72143
2022-01-09,22.46469
2022-01-10,26.05905
2022-01-11,25.54557
2022-01-12,22.07958
2022-01-13,30.29525
2022-01-14,26.18741
2022-01-15,20.92426
2022-01-16,24.64698
2022-01-17,24.00513
2022-01-18,33.37612
2022-01-19,29.52503
2022-01-20,24.00513
2022-01-21,21.69448
2022-01-22,20.66752
2022-01-23,21.181
2022-01-24,24.51861
2022-01-25,20.41078
2022-01-26,22.72143
2022-01-27,20.41078
2022-01-28,20.66752
2022-01-29,17.58664
2022-01-30,23.49165
2022-01-31,22.72143
2022-02-01,17.45827
2022-02-02,21.43774
2022-02-03,21.95121
2022-02-04,24.00513
2022-02-05,19.51219
2022-02-06,26.44415
2022-02-07,24.90372
2022-02-08,25.16046
2022-02-09,27.59948
2022-02-10,29.52503
2022-02-11,23.49165
2022-02-12,21.69448
2022-02-13,26.70089
2022-02-14,27.086
2022-02-15,25.28883
2022-02-16,30.68035
2022-02-17,26.82926
2022-02-18,27.85622
2022-02-19,20.79589
2022-02-20,22.46469
2022-02-21,25.93068
2022-02-22,20.79589
2022-02-23,29.26829
2022-02-24,25.54557
2022-02-25,21.95121
2022-02-26,22.07958
2022-02-27,26.57252
2022-02-28,20.41078
2022-03-01,26.05905
2022-03-02,20.92426
2022-03-03,16.9448
2022-03-04,22.20795
2022-03-05,16.9448
2022-03-06,20.28241
2022-03-07,20.41078
2022-03-08,20.53915
2022-03-09,14.76251
2022-03-10,16.17458
2022-03-11,18.48523
2022-03-12,20.02567
2022-03-13,21.69448
2022-03-14,25.80231
2022-03-15,21.30937
2022-03-16,22.72143
2022-03-17,25.4172
2022-03-18,23.87676
2022-03-19,20.41078
2022-03-20,17.20154
2022-03-21,23.36328
2022-03-22,20.28241
2022-03-23,24.77535
2022-03-24,23.36328
2022-03-25,17.45827
2022-03-26,18.10012
2022-03-27,22.97817
2022-03-28,19.8973
2022-03-29,23.10654
2022-03-30,26.31578
2022-03-31,36.45699
2022-04-01,25.4172
2022-04-02,21.95121
2022-04-03,26.18741
2022-04-04,20.28241
2022-04-05,24.77535
2022-04-06,27.21437
2022-04-07,25.54557
2022-04-08,22.20795
2022-04-09,17.71501
2022-04-10,29.39666
2022-04-11,25.67394
2022-04-12,25.4172
2022-04-13,21.181
2022-04-14,26.18741
2022-04-15,23.10654
2022-04-16,17.71501
2022-04-17,21.181
2022-04-18,22.72143
2022-04-19,24.26187
2022-04-20,21.181
2022-04-21,23.62002
2022-04-22,19.38382
2022-04-23,18.87034
2022-04-24,22.07958
2022-04-25,23.74839
2022-04-26,21.05263
2022-04-27,23.36328
2022-04-28,19.64056
2022-04-29,18.87034
2022-04-30,21.82284
2022-05-01,23.10654
2022-05-02,20.92426
2022-05-03,19.76893
2022-05-04,19.8973
2022-05-05,22.20795
2022-05-06,19.64056
2022-05-07,17.45827
2022-05-08,20.92426
2022-05-09,22.07958
2022-05-10,22.07958
2022-05-11,26.05905
2022-05-12,26.95763
2022-05-13,30.80872
2022-05-14,30.68035
2022-05-15,22.72143
2022-05-16,26.31578
2022-05-17,28.11296
2022-05-18,24.39024
2022-05-19,23.10654
2022-05-20,21.181
2022-05-21,17.07317
2022-05-22,20.66752
2022-05-23,26.82926
2022-05-24,22.46469
2022-05-25,26.95763
2022-05-26,26.82926
2022-05-27,21.69448
2022-05-28,16.9448
2022-05-29,17.84338
2022-05-30,25.80231
2022-05-31,24.26187
2022-06-01,17.71501
2022-06-02,22.97817
2022-06-03,21.56611
2022-06-04,20.79589
2022-06-05,20.28241
2022-06-06,24.00513
2022-06-07,21.69448
2022-06-08,22.59306
2022-06-09,20.02567
2022-06-10,24.00513
2022-06-11,22.72143
2022-06-12,23.23491
2022-06-13,24.90372
2022-06-14,22.97817
2022-06-15,26.57252
2022-06-16,26.44415
2022-06-17,23.36328
2022-06-18,17.97175
2022-06-19,20.41078
2022-06-20,27.21437
2022-06-21,26.70089
2022-06-22,24.90372
2022-06-23,24.1335
2022-06-24,21.30937
2022-06-25,17.97175
2022-06-26,18.6136
2022-06-27,34.91655
2022-06-28,24.26187
2022-06-29,25.80231
2022-06-30,23.62002
2022-07-01,19.12708
2022-07-02,20.41078
2022-07-03,32.86264
2022-07-04,25.67394
2022-07-05,22.8498
2022-07-06,22.07958
2022-07-07,21.05263
2022-07-08,21.181
2022-07-09,15.78947
2022-07-10,19.76893
2022-07-11,22.07958
2022-07-12,22.20795
2022-07-13,24.26187
2022-07-14,23.36328
2022-07-15,18.74197
2022-07-16,19.64056
2022-07-17,19.8973
2022-07-18,20.79589
2022-07-19,27.34274
2022-07-20,23.10654
2022-07-21,22.97817
2022-07-22,18.87034
2022-07-23,16.30295
2022-07-24,16.17458
2022-07-25,20.66752
2022-07-26,21.30937
2022-07-27,20.15404
2022-07-28,24.1335
2022-07-29,18.22849
2022-07-30,16.68806
2022-07-31,14.89088
2022-08-01,22.97817
2022-08-02,25.67394
2022-08-03,23.62002
2022-08-04,21.56611
2022-08-05,19.25545
2022-08-06,17.45827
2022-08-07,19.76893
2022-08-08,21.69448
2022-08-09,19.38382
2022-08-10,21.56611
2022-08-11,18.74197
2022-08-12,17.84338
2022-08-13,15.27599
2022-08-14,17.07317
2022-08-15,17.07317
2022-08-16,21.95121
2022-08-17,22.59306
2022-08-18,25.93068
2022-08-19,25.16046
2022-08-20,20.28241
2022-08-21,18.99871
2022-08-22,21.69448
2022-08-23,25.67394
2022-08-24,27.85622
2022-08-25,25.16046
2022-08-26,23.49165
2022-08-27,18.35686
2022-08-28,19.8973
2022-08-29,26.44415
2022-08-30,26.82926
2022-08-31,24.39024
2022-09-01,29.52503
2022-09-02,21.82284
2022-09-03,19.64056
2022-09-04,21.56611
2022-09-05,22.97817
2022-09-06,22.59306
2022-09-07,20.41078
2022-09-08,18.10012
2022-09-09,15.91784
2022-09-10,16.68806
2022-09-11,16.17458
2022-09-12,18.99871
2022-09-13,23.62002
2022-09-14,22.97817
2022-09-15,24.64698
2022-09-16,24.64698
2022-09-17,18.6136
2022-09-18,19.8973
2022-09-19,21.05263
2022-09-20,22.59306
2022-09-21,22.20795
2022-09-22,23.36328
2022-09-23,23.62002
2022-09-24,18.35686
2022-09-25,20.41078
2022-09-26,25.16046
2022-09-27,23.36328
2022-09-28,43.51732
2022-09-29,27.21437
2022-09-30,34.14634
2022-10-01,25.28883
2022-10-02,20.02567
2022-10-03,20.79589
2022-10-04,28.49807
2022-10-05,24.64698
2022-10-06,28.88318
2022-10-07,36.32862
2022-10-08,63.67137
2022-10-09,43.64569
2022-10-10,32.86264
2022-10-11,28.11296
2022-10-12,26.70089
2022-10-13,24.39024
2022-10-14,21.95121
2022-10-15,17.32991
2022-10-16,18.74197
2022-10-17,28.24133
2022-10-18,21.95121
2022-10-19,24.64698
2022-10-20,21.82284
2022-10-21,22.59306
2022-10-22,19.8973
2022-10-23,19.64056
2022-10-24,25.03209
2022-10-25,24.51861
2022-10-26,21.30937
2022-10-27,24.39024
2022-10-28,20.53915
2022-10-29,17.84338
2022-10-30,16.68806
2022-10-31,25.16046
2022-11-01,21.56611
2022-11-02,20.79589
2022-11-03,19.8973
2022-11-04,27.72785
2022-11-05,19.51219
2022-11-06,24.26187
2022-11-07,25.28883
2022-11-08,25.4172
2022-11-09,24.90372
2022-11-10,23.87676
2022-11-11,22.72143
2022-11-12,15.78947
2022-11-13,22.72143
2022-11-14,26.95763
2022-11-15,26.05905
2022-11-16,24.51861
2022-11-17,22.97817
2022-11-18,20.41078
2022-11-19,17.07317
2022-11-20,21.05263
2022-11-21,19.8973
2022-11-22,25.03209
2022-11-23,24.77535
2022-11-24,21.69448
2022-11-25,24.1335
2022-11-26,19.25545
2022-11-27,21.69448
2022-11-28,32.34916
2022-11-29,33.8896
2022-11-30,28.75481
2022-12-01,25.4172
2022-12-02,25.93068
2022-12-03,26.31578
2022-12-04,27.47111
2022-12-05,24.00513
2022-12-06,35.68677
2022-12-07,30.16688
2022-12-08,24.77535
2022-12-09,25.67394
2022-12-10,24.39024
2022-12-11,31.19383
2022-12-12,31.83568
2022-12-13,30.68035
2022-12-14,29.01155
2022-12-15,29.78177
2022-12-16,27.85622
2022-12-17,25.54557
2022-12-18,32.99101
2022-12-19,40.94993
2022-12-20,30.29525
2022-12-21,27.21437
2022-12-22,23.74839
2022-12-23,22.33632
2022-12-24,20.53915
2022-12-25,26.44415
2022-12-26,27.086
2022-12-27,25.80231
2022-12-28,28.88318
2022-12-29,25.54557
2022-12-30,25.80231
2022-12-31,24.90372
2023-01-01,24.90372
2023-01-02,23.74839
2023-01-03,22.8498
2023-01-04,22.20795
2023-01-05,25.67394
2023-01-06,35.94351
2023-01-07,18.48523
2023-01-08,24.00513
2023-01-09,26.31578
2023-01-10,39.7946
2023-01-11,27.47111
2023-01-12,28.3697
2023-01-13,28.62644
2023-01-14,21.30937
2023-01-15,20.02567
2023-01-16,25.54557
2023-01-17,29.26829
2023-01-18,22.97817
2023-01-19,19.12708
2023-01-20,21.43774
2023-01-21,14.50577
2023-01-22,16.17458
2023-01-23,15.01925
2023-01-24,23.87676
2023-01-25,20.92426
2023-01-26,26.82926
2023-01-27,22.07958
2023-01-28,19.12708
2023-01-29,18.22849
2023-01-30,22.59306
2023-01-31,21.69448
2023-02-01,22.72143
2023-02-02,26.44415
2023-02-03,21.56611
2023-02-04,19.64056
2023-02-05,19.8973
2023-02-06,27.59948
2023-02-07,28.88318
2023-02-08,29.26829
2023-02-09,26.95763
2023-02-10,22.33632
2023-02-11,18.22849
2023-02-12,22.07958
2023-02-13,25.03209
2023-02-14,23.49165
2023-02-15,24.64698
2023-02-16,25.54557
2023-02-17,26.44415
2023-02-18,24.90372
2023-02-19,25.93068
2023-02-20,25.54557
2023-02-21,27.98459
2023-02-22,29.91014
2023-02-23,25.67394
2023-02-24,20.92426
2023-02-25,20.15404
2023-02-26,28.11296
2023-02-27,26.18741
2023-02-28,26.18741
2023-03-01,22.8498
2023-03-02,26.44415
2023-03-03,22.20795
2023-03-04,22.33632
2023-03-05,21.181
2023-03-06,24.64698
2023-03-07,22.07958
2023-03-08,21.69448
2023-03-09,21.05263
2023-03-10,18.6136
2023-03-11,17.20154
2023-03-12,20.28241
2023-03-13,20.79589
2023-03-14,26.95763
2023-03-15,28.24133
2023-03-16,24.1335
2023-03-17,21.69448
2023-03-18,20.79589
2023-03-19,22.59306
2023-03-20,29.01155
2023-03-21,24.1335
2023-03-22,35.30166
2023-03-23,32.22079
2023-03-24,28.62644
2023-03-25,17.97175
2023-03-26,22.72143
2023-03-27,25.67394
2023-03-28,28.24133
2023-03-29,40.82156
2023-03-30,24.00513
2023-03-31,23.23491
2023-04-01,18.48523
2023-04-02,23.74839
2023-04-03,21.30937
2023-04-04,22.8498
2023-04-05,24.26187
2023-04-06,24.1335
2023-04-07,22.59306
2023-04-08,17.71501
2023-04-09,22.33632
2023-04-10,22.97817
2023-04-11,27.21437
2023-04-12,24.00513
2023-04-13,21.95121
2023-04-14,23.62002
2023-04-15,20.28241
2023-04-16,20.66752
2023-04-17,22.59306
2023-04-18,27.59948
2023-04-19,25.4172
2023-04-20,24.00513
2023-04-21,24.90372
2023-04-22,18.74197
2023-04-23,21.95121
2023-04-24,22.8498
2023-04-25,21.30937
2023-04-26,19.38382
2023-04-27,20.02567
2023-04-28,20.28241
2023-04-29,22.33632
2023-04-30,19.76893
2023-05-01,21.05263
2023-05-02,22.8498
2023-05-03,23.23491
2023-05-04,22.20795
2023-05-05,20.15404
2023-05-06,19.12708
2023-05-07,22.07958
2023-05-08,22.33632
2023-05-09,23.62002
2023-05-10,23.36328
2023-05-11,22.46469
2023-05-12,21.56611
2023-05-13,17.58664
2023-05-14,19.76893
2023-05-15,24.77535
2023-05-16,24.1335
2023-05-17,24.26187
2023-05-18,31.45057
2023-05-19,25.80231
2023-05-20,16.68806
2023-05-21,23.23491
2023-05-22,25.93068
2023-05-23,25.03209
2023-05-24,27.47111
2023-05-25,22.07958
2023-05-26,21.95121
2023-05-27,18.10012
2023-05-28,18.6136
2023-05-29,21.43774
2023-05-30,28.88318
