date,자동차보험조회
2021-01-24,15.05016
2021-01-25,27.25752
2021-01-26,24.91638
2021-01-27,29.76588
2021-01-28,25.91973
2021-01-29,24.08026
2021-01-30,18.22742
2021-01-31,20.73578
2021-02-01,29.93311
2021-02-02,23.57859
2021-02-03,31.2709
2021-02-04,23.91304
2021-02-05,25.08361
2021-02-06,17.89297
2021-02-07,16.22073
2021-02-08,29.93311
2021-02-09,22.40802
2021-02-10,22.07357
2021-02-11,15.05016
2021-02-12,15.88628
2021-02-13,14.21404
2021-02-14,17.89297
2021-02-15,30.76923
2021-02-16,29.43143
2021-02-17,27.75919
2021-02-18,29.76588
2021-02-19,21.90635
2021-02-20,19.39799
2021-02-21,16.22073
2021-02-22,28.76254
2021-02-23,21.73913
2021-02-24,24.74916
2021-02-25,23.57859
2021-02-26,21.90635
2021-02-27,14.71571
2021-02-28,15.38461
2021-03-01,18.22742
2021-03-02,33.11036
2021-03-03,26.92307
2021-03-04,23.74581
2021-03-05,23.57859
2021-03-06,13.37792
2021-03-07,16.55518
2021-03-08,24.08026
2021-03-09,26.4214
2021-03-10,26.25418
2021-03-11,23.41137
2021-03-12,21.90635
2021-03-13,16.7224
2021-03-14,16.22073
2021-03-15,28.09364
2021-03-16,23.07692
2021-03-17,24.91638
2021-03-18,22.40802
2021-03-19,20.73578
2021-03-20,19.23076
2021-03-21,14.38127
2021-03-22,27.75919
2021-03-23,28.59531
2021-03-24,25.25083
2021-03-25,24.24749
2021-03-26,23.24414
2021-03-27,18.0602
2021-03-28,19.73244
2021-03-29,28.59531
2021-03-30,22.74247
2021-03-31,22.2408
2021-04-01,23.24414
2021-04-02,25.41806
2021-04-03,20.73578
2021-04-04,18.0602
2021-04-05,26.92307
2021-04-06,21.90635
2021-04-07,20.23411
2021-04-08,19.89966
2021-04-09,22.74247
2021-04-10,18.0602
2021-04-11,14.21404
2021-04-12,26.58862
2021-04-13,22.07357
2021-04-14,22.40802
2021-04-15,25.41806
2021-04-16,20.90301
2021-04-17,14.54849
2021-04-18,16.38795
2021-04-19,25.58528
2021-04-20,20.06688
2021-04-21,21.40468
2021-04-22,21.40468
2021-04-23,20.06688
2021-04-24,16.7224
2021-04-25,13.71237
2021-04-26,27.92642
2021-04-27,21.23745
2021-04-28,25.58528
2021-04-29,24.08026
2021-04-30,20.73578
2021-05-01,16.38795
2021-05-02,15.55183
2021-05-03,25.58528
2021-05-04,23.07692
2021-05-05,18.56187
2021-05-06,23.07692
2021-05-07,25.08361
2021-05-08,15.88628
2021-05-09,16.22073
2021-05-10,31.77257
2021-05-11,29.93311
2021-05-12,32.10702
2021-05-13,25.08361
2021-05-14,22.57525
2021-05-15,15.21739
2021-05-16,16.55518
2021-05-17,31.77257
2021-05-18,25.08361
2021-05-19,20.23411
2021-05-20,30.26755
2021-05-21,26.4214
2021-05-22,17.55852
2021-05-23,20.23411
2021-05-24,31.77257
2021-05-25,24.24749
2021-05-26,27.42474
2021-05-27,21.73913
2021-05-28,21.23745
2021-05-29,15.88628
2021-05-30,17.89297
2021-05-31,26.58862
2021-06-01,31.77257
2021-06-02,25.08361
2021-06-03,22.74247
2021-06-04,22.40802
2021-06-05,23.41137
2021-06-06,18.22742
2021-06-07,27.75919
2021-06-08,22.90969
2021-06-09,31.43812
2021-06-10,22.90969
2021-06-11,23.91304
2021-06-12,17.3913
2021-06-13,15.71906
2021-06-14,27.42474
2021-06-15,22.57525
2021-06-16,23.57859
2021-06-17,22.07357
2021-06-18,26.08695
2021-06-19,12.87625
2021-06-20,15.21739
2021-06-21,28.76254
2021-06-22,23.74581
2021-06-23,23.57859
2021-06-24,24.08026
2021-06-25,21.40468
2021-06-26,19.39799
2021-06-27,15.21739
2021-06-28,26.08695
2021-06-29,29.59866
2021-06-30,24.41471
2021-07-01,27.25752
2021-07-02,23.24414
2021-07-03,15.71906
2021-07-04,13.2107
2021-07-05,25.58528
2021-07-06,24.24749
2021-07-07,22.57525
2021-07-08,25.25083
2021-07-09,21.07023
2021-07-10,18.56187
2021-07-11,19.89966
2021-07-12,21.90635
2021-07-13,23.07692
2021-07-14,27.75919
2021-07-15,21.90635
2021-07-16,22.07357
2021-07-17,14.54849
2021-07-18,13.87959
2021-07-19,24.24749
2021-07-20,24.58193
2021-07-21,24.58193
2021-07-22,19.39799
2021-07-23,23.74581
2021-07-24,16.88963
2021-07-25,17.3913
2021-07-26,25.25083
2021-07-27,28.42809
2021-07-28,28.42809
2021-07-29,27.59197
2021-07-30,29.76588
2021-07-31,20.06688
2021-08-01,25.58528
2021-08-02,35.61872
2021-08-03,27.59197
2021-08-04,29.26421
2021-08-05,32.94314
2021-08-06,26.4214
2021-08-07,26.58862
2021-08-08,18.22742
2021-08-09,37.12374
2021-08-10,36.95652
2021-08-11,37.95986
2021-08-12,34.28093
2021-08-13,34.11371
2021-08-14,30.93645
2021-08-15,27.0903
2021-08-16,32.10702
2021-08-17,37.62541
2021-08-18,35.28428
2021-08-19,38.62876
2021-08-20,34.28093
2021-08-21,21.07023
2021-08-22,26.92307
2021-08-23,41.30434
2021-08-24,44.64882
2021-08-25,38.12709
2021-08-26,31.2709
2021-08-27,29.59866
2021-08-28,26.08695
2021-08-29,23.24414
2021-08-30,39.79933
2021-08-31,35.11705
2021-09-01,34.7826
2021-09-02,37.45819
2021-09-03,35.61872
2021-09-04,25.7525
2021-09-05,27.42474
2021-09-06,43.31103
2021-09-07,37.29096
2021-09-08,34.11371
2021-09-09,36.45484
2021-09-10,35.95317
2021-09-11,29.59866
2021-09-12,25.08361
2021-09-13,33.94648
2021-09-14,34.28093
2021-09-15,35.95317
2021-09-16,32.27424
2021-09-17,31.10367
2021-09-18,24.74916
2021-09-19,24.91638
2021-09-20,22.40802
2021-09-21,25.08361
2021-09-22,24.08026
2021-09-23,41.47157
2021-09-24,32.10702
2021-09-25,21.07023
2021-09-26,21.07023
2021-09-27,38.12709
2021-09-28,35.11705
2021-09-29,34.44816
2021-09-30,29.93311
2021-10-01,31.77257
2021-10-02,21.07023
2021-10-03,23.24414
2021-10-04,28.92976
2021-10-05,39.79933
2021-10-06,32.77591
2021-10-07,39.79933
2021-10-08,30.602
2021-10-09,23.74581
2021-10-10,22.2408
2021-10-11,24.41471
2021-10-12,40.13377
2021-10-13,36.45484
2021-10-14,30.76923
2021-10-15,33.77926
2021-10-16,27.75919
2021-10-17,27.42474
2021-10-18,36.78929
2021-10-19,35.78595
2021-10-20,33.77926
2021-10-21,31.60535
2021-10-22,30.76923
2021-10-23,22.90969
2021-10-24,24.41471
2021-10-25,35.4515
2021-10-26,32.94314
2021-10-27,33.77926
2021-10-28,30.76923
2021-10-29,32.94314
2021-10-30,21.07023
2021-10-31,19.73244
2021-11-01,32.10702
2021-11-02,32.60869
2021-11-03,27.75919
2021-11-04,32.27424
2021-11-05,24.24749
2021-11-06,24.41471
2021-11-07,20.40133
2021-11-08,32.10702
2021-11-09,35.61872
2021-11-10,34.44816
2021-11-11,30.43478
2021-11-12,30.76923
2021-11-13,20.73578
2021-11-14,21.40468
2021-11-15,34.94983
2021-11-16,28.26086
2021-11-17,30.43478
2021-11-18,27.75919
2021-11-19,29.59866
2021-11-20,20.40133
2021-11-21,23.24414
2021-11-22,36.28762
2021-11-23,33.77926
2021-11-24,36.1204
2021-11-25,28.09364
2021-11-26,26.58862
2021-11-27,27.59197
2021-11-28,30.10033
2021-11-29,31.60535
2021-11-30,33.94648
2021-12-01,32.77591
2021-12-02,33.11036
2021-12-03,29.59866
2021-12-04,24.74916
2021-12-05,20.06688
2021-12-06,35.78595
2021-12-07,30.76923
2021-12-08,32.27424
2021-12-09,31.2709
2021-12-10,30.93645
2021-12-11,26.92307
2021-12-12,24.58193
2021-12-13,31.60535
2021-12-14,30.76923
2021-12-15,35.78595
2021-12-16,28.76254
2021-12-17,34.94983
2021-12-18,29.09698
2021-12-19,22.07357
2021-12-20,33.27759
2021-12-21,27.75919
2021-12-22,28.09364
2021-12-23,28.92976
2021-12-24,25.08361
2021-12-25,26.75585
2021-12-26,41.30434
2021-12-27,44.4816
2021-12-28,33.61204
2021-12-29,28.09364
2021-12-30,32.10702
2021-12-31,23.74581
2022-01-01,21.40468
2022-01-02,24.74916
2022-01-03,38.29431
2022-01-04,37.45819
2022-01-05,33.61204
2022-01-06,35.78595
2022-01-07,28.09364
2022-01-08,21.5719
2022-01-09,26.92307
2022-01-10,36.1204
2022-01-11,27.92642
2022-01-12,31.77257
2022-01-13,33.44481
2022-01-14,28.09364
2022-01-15,22.07357
2022-01-16,21.23745
2022-01-17,32.10702
2022-01-18,31.43812
2022-01-19,28.59531
2022-01-20,28.26086
2022-01-21,27.25752
2022-01-22,20.06688
2022-01-23,23.41137
2022-01-24,34.7826
2022-01-25,33.11036
2022-01-26,24.24749
2022-01-27,26.75585
2022-01-28,31.60535
2022-01-29,18.0602
2022-01-30,18.89632
2022-01-31,20.56856
2022-02-01,24.08026
2022-02-02,21.23745
2022-02-03,38.46153
2022-02-04,35.78595
2022-02-05,18.22742
2022-02-06,23.07692
2022-02-07,31.77257
2022-02-08,30.602
2022-02-09,26.58862
2022-02-10,33.44481
2022-02-11,26.92307
2022-02-12,22.2408
2022-02-13,18.39464
2022-02-14,35.78595
2022-02-15,29.59866
2022-02-16,29.26421
2022-02-17,30.43478
2022-02-18,29.43143
2022-02-19,22.74247
2022-02-20,20.40133
2022-02-21,38.46153
2022-02-22,33.77926
2022-02-23,40.13377
2022-02-24,36.78929
2022-02-25,31.2709
2022-02-26,24.58193
2022-02-27,17.72575
2022-02-28,26.92307
2022-03-01,23.57859
2022-03-02,37.62541
2022-03-03,30.10033
2022-03-04,37.45819
2022-03-05,25.41806
2022-03-06,24.41471
2022-03-07,38.46153
2022-03-08,36.28762
2022-03-09,22.40802
2022-03-10,33.77926
2022-03-11,29.59866
2022-03-12,19.23076
2022-03-13,24.58193
2022-03-14,36.1204
2022-03-15,35.4515
2022-03-16,34.28093
2022-03-17,28.76254
2022-03-18,30.93645
2022-03-19,19.56521
2022-03-20,24.08026
2022-03-21,38.79598
2022-03-22,32.60869
2022-03-23,37.95986
2022-03-24,26.75585
2022-03-25,27.25752
2022-03-26,20.56856
2022-03-27,21.73913
2022-03-28,32.27424
2022-03-29,32.10702
2022-03-30,33.77926
2022-03-31,30.76923
2022-04-01,30.10033
2022-04-02,22.07357
2022-04-03,16.05351
2022-04-04,32.10702
2022-04-05,29.93311
2022-04-06,27.25752
2022-04-07,31.93979
2022-04-08,29.93311
2022-04-09,22.74247
2022-04-10,21.73913
2022-04-11,36.78929
2022-04-12,29.93311
2022-04-13,32.10702
2022-04-14,29.93311
2022-04-15,29.09698
2022-04-16,18.89632
2022-04-17,21.5719
2022-04-18,29.93311
2022-04-19,31.93979
2022-04-20,32.10702
2022-04-21,31.93979
2022-04-22,27.92642
2022-04-23,21.07023
2022-04-24,18.22742
2022-04-25,35.11705
2022-04-26,39.13043
2022-04-27,26.92307
2022-04-28,26.58862
2022-04-29,25.25083
2022-04-30,23.41137
2022-05-01,23.24414
2022-05-02,40.96989
2022-05-03,37.45819
2022-05-04,32.77591
2022-05-05,23.41137
2022-05-06,33.94648
2022-05-07,20.90301
2022-05-08,20.23411
2022-05-09,43.8127
2022-05-10,42.80936
2022-05-11,43.64548
2022-05-12,36.78929
2022-05-13,32.44147
2022-05-14,19.39799
2022-05-15,21.07023
2022-05-16,42.30769
2022-05-17,38.12709
2022-05-18,32.10702
2022-05-19,30.10033
2022-05-20,36.45484
2022-05-21,18.39464
2022-05-22,19.56521
2022-05-23,41.47157
2022-05-24,35.95317
2022-05-25,34.7826
2022-05-26,38.29431
2022-05-27,29.93311
2022-05-28,22.90969
2022-05-29,20.56856
2022-05-30,39.6321
2022-05-31,32.10702
2022-06-01,23.91304
2022-06-02,30.43478
2022-06-03,32.10702
2022-06-04,27.42474
2022-06-05,17.89297
2022-06-06,24.08026
2022-06-07,38.29431
2022-06-08,37.62541
2022-06-09,29.43143
2022-06-10,31.77257
2022-06-11,18.89632
2022-06-12,20.23411
2022-06-13,37.95986
2022-06-14,34.94983
2022-06-15,39.13043
2022-06-16,40.13377
2022-06-17,31.10367
2022-06-18,23.24414
2022-06-19,25.91973
2022-06-20,34.7826
2022-06-21,36.78929
2022-06-22,38.62876
2022-06-23,27.59197
2022-06-24,32.94314
2022-06-25,20.06688
2022-06-26,20.06688
2022-06-27,35.4515
2022-06-28,34.11371
2022-06-29,35.4515
2022-06-30,38.96321
2022-07-01,36.62207
2022-07-02,27.0903
2022-07-03,23.91304
2022-07-04,37.79264
2022-07-05,34.28093
2022-07-06,32.60869
2022-07-07,35.11705
2022-07-08,29.59866
2022-07-09,23.24414
2022-07-10,23.74581
2022-07-11,35.95317
2022-07-12,38.79598
2022-07-13,33.27759
2022-07-14,32.10702
2022-07-15,31.2709
2022-07-16,18.0602
2022-07-17,19.73244
2022-07-18,41.97324
2022-07-19,34.44816
2022-07-20,34.61538
2022-07-21,33.44481
2022-07-22,27.42474
2022-07-23,21.23745
2022-07-24,21.40468
2022-07-25,39.29765
2022-07-26,33.61204
2022-07-27,31.10367
2022-07-28,34.28093
2022-07-29,26.4214
2022-07-30,21.23745
2022-07-31,20.90301
2022-08-01,38.46153
2022-08-02,34.94983
2022-08-03,35.28428
2022-08-04,27.75919
2022-08-05,30.43478
2022-08-06,24.58193
2022-08-07,21.5719
2022-08-08,34.61538
2022-08-09,48.32775
2022-08-10,43.47826
2022-08-11,37.79264
2022-08-12,38.96321
2022-08-13,29.26421
2022-08-14,21.90635
2022-08-15,24.58193
2022-08-16,39.29765
2022-08-17,42.97658
2022-08-18,32.44147
2022-08-19,34.94983
2022-08-20,21.40468
2022-08-21,22.74247
2022-08-22,39.96655
2022-08-23,34.44816
2022-08-24,32.77591
2022-08-25,32.10702
2022-08-26,34.44816
2022-08-27,23.07692
2022-08-28,20.23411
2022-08-29,38.29431
2022-08-30,36.28762
2022-08-31,33.77926
2022-09-01,33.94648
2022-09-02,32.27424
2022-09-03,19.89966
2022-09-04,28.26086
2022-09-05,44.81605
2022-09-06,32.94314
2022-09-07,30.93645
2022-09-08,36.95652
2022-09-09,25.7525
2022-09-10,21.23745
2022-09-11,21.90635
2022-09-12,24.08026
2022-09-13,41.47157
2022-09-14,41.80602
2022-09-15,45.31772
2022-09-16,34.28093
2022-09-17,25.7525
2022-09-18,23.07692
2022-09-19,37.45819
2022-09-20,37.29096
2022-09-21,33.27759
2022-09-22,27.75919
2022-09-23,27.25752
2022-09-24,19.23076
2022-09-25,16.38795
2022-09-26,31.77257
2022-09-27,34.61538
2022-09-28,28.76254
2022-09-29,28.09364
2022-09-30,27.75919
2022-10-01,22.57525
2022-10-02,17.22408
2022-10-03,23.91304
2022-10-04,38.46153
2022-10-05,38.79598
2022-10-06,27.59197
2022-10-07,32.44147
2022-10-08,22.74247
2022-10-09,21.5719
2022-10-10,24.24749
2022-10-11,38.79598
2022-10-12,36.1204
2022-10-13,36.28762
2022-10-14,32.27424
2022-10-15,24.08026
2022-10-16,20.73578
2022-10-17,40.13377
2022-10-18,38.96321
2022-10-19,43.31103
2022-10-20,38.62876
2022-10-21,34.28093
2022-10-22,24.24749
2022-10-23,23.07692
2022-10-24,41.97324
2022-10-25,34.11371
2022-10-26,31.77257
2022-10-27,34.61538
2022-10-28,38.12709
2022-10-29,26.08695
2022-10-30,16.55518
2022-10-31,38.96321
2022-11-01,40.96989
2022-11-02,39.46488
2022-11-03,38.12709
2022-11-04,30.93645
2022-11-05,22.40802
2022-11-06,21.5719
2022-11-07,41.63879
2022-11-08,39.13043
2022-11-09,34.44816
2022-11-10,33.44481
2022-11-11,28.26086
2022-11-12,25.41806
2022-11-13,23.24414
2022-11-14,41.80602
2022-11-15,40.46822
2022-11-16,33.77926
2022-11-17,32.27424
2022-11-18,32.60869
2022-11-19,20.56856
2022-11-20,23.74581
2022-11-21,36.1204
2022-11-22,28.09364
2022-11-23,30.26755
2022-11-24,34.61538
2022-11-25,31.93979
2022-11-26,22.74247
2022-11-27,25.25083
2022-11-28,31.2709
2022-11-29,33.11036
2022-11-30,42.14046
2022-12-01,42.80936
2022-12-02,33.94648
2022-12-03,21.07023
2022-12-04,29.26421
2022-12-05,38.96321
2022-12-06,36.62207
2022-12-07,31.10367
2022-12-08,33.77926
2022-12-09,30.93645
2022-12-10,29.76588
2022-12-11,22.07357
2022-12-12,38.46153
2022-12-13,36.45484
2022-12-14,40.80267
2022-12-15,40.80267
2022-12-16,42.30769
2022-12-17,28.59531
2022-12-18,31.93979
2022-12-19,44.4816
2022-12-20,36.1204
2022-12-21,37.95986
2022-12-22,35.78595
2022-12-23,45.31772
2022-12-24,34.7826
2022-12-25,26.25418
2022-12-26,45.48494
2022-12-27,38.79598
2022-12-28,38.62876
2022-12-29,42.14046
2022-12-30,33.77926
2022-12-31,27.75919
2023-01-01,29.59866
2023-01-02,47.82608
2023-01-03,44.4816
2023-01-04,39.79933
2023-01-05,40.96989
2023-01-06,37.62541
2023-01-07,23.24414
2023-01-08,26.75585
2023-01-09,35.78595
2023-01-10,40.13377
2023-01-11,34.44816
2023-01-12,40.80267
2023-01-13,34.44816
2023-01-14,30.26755
2023-01-15,24.58193
2023-01-16,47.65886
2023-01-17,40.46822
2023-01-18,38.96321
2023-01-19,37.45819
2023-01-20,26.08695
2023-01-21,21.90635
2023-01-22,25.91973
2023-01-23,21.73913
2023-01-24,30.26755
2023-01-25,80.76923
2023-01-26,47.65886
2023-01-27,40.301
2023-01-28,28.92976
2023-01-29,21.40468
2023-01-30,42.80936
2023-01-31,35.95317
2023-02-01,42.97658
2023-02-02,30.26755
2023-02-03,35.11705
2023-02-04,32.94314
2023-02-05,27.42474
2023-02-06,45.98662
2023-02-07,37.12374
2023-02-08,37.45819
2023-02-09,41.47157
2023-02-10,39.6321
2023-02-11,29.76588
2023-02-12,25.08361
2023-02-13,42.30769
2023-02-14,43.14381
2023-02-15,38.12709
2023-02-16,36.62207
2023-02-17,36.1204
2023-02-18,20.56856
2023-02-19,24.08026
2023-02-20,46.48829
2023-02-21,42.64214
2023-02-22,39.13043
2023-02-23,34.7826
2023-02-24,33.77926
2023-02-25,29.09698
2023-02-26,30.26755
2023-02-27,35.28428
2023-02-28,36.95652
2023-03-01,27.25752
2023-03-02,41.13712
2023-03-03,34.7826
2023-03-04,22.74247
2023-03-05,22.2408
2023-03-06,41.30434
2023-03-07,36.95652
2023-03-08,35.4515
2023-03-09,30.76923
2023-03-10,31.43812
2023-03-11,25.91973
2023-03-12,22.90969
2023-03-13,38.96321
2023-03-14,41.63879
2023-03-15,36.78929
2023-03-16,37.95986
2023-03-17,37.62541
2023-03-18,24.58193
2023-03-19,21.23745
2023-03-20,36.28762
2023-03-21,35.95317
2023-03-22,38.62876
2023-03-23,31.93979
2023-03-24,34.94983
2023-03-25,21.40468
2023-03-26,20.73578
2023-03-27,43.97993
2023-03-28,36.45484
2023-03-29,36.78929
2023-03-30,37.12374
2023-03-31,28.92976
2023-04-01,27.75919
2023-04-02,24.24749
2023-04-03,38.46153
2023-04-04,36.78929
2023-04-05,34.11371
2023-04-06,38.46153
2023-04-07,33.61204
2023-04-08,31.77257
2023-04-09,24.41471
2023-04-10,41.47157
2023-04-11,38.12709
2023-04-12,35.61872
2023-04-13,40.301
2023-04-14,31.93979
2023-04-15,19.73244
2023-04-16,24.24749
2023-04-17,39.6321
2023-04-18,35.78595
2023-04-19,38.12709
2023-04-20,36.62207
2023-04-21,35.28428
2023-04-22,22.57525
2023-04-23,24.08026
2023-04-24,38.29431
2023-04-25,39.96655
2023-04-26,36.1204
2023-04-27,39.79933
2023-04-28,33.44481
2023-04-29,23.24414
2023-04-30,20.06688
2023-05-01,33.27759
2023-05-02,43.97993
2023-05-03,43.14381
2023-05-04,40.13377
2023-05-05,24.58193
2023-05-06,27.59197
2023-05-07,27.25752
2023-05-08,45.98662
2023-05-09,44.81605
2023-05-10,41.63879
2023-05-11,36.45484
2023-05-12,30.93645
2023-05-13,22.40802
2023-05-14,27.0903
2023-05-15,41.97324
2023-05-16,40.46822
2023-05-17,32.94314
2023-05-18,36.95652
2023-05-19,33.11036
2023-05-20,23.74581
2023-05-21,26.58862
2023-05-22,49.49832
2023-05-23,47.99331
2023-05-24,41.30434
2023-05-25,42.97658
2023-05-26,28.59531
2023-05-27,20.90301
2023-05-28,21.73913
