date,장기채권
2020-03-20,7.6923
2020-03-21,3.84615
2020-03-22,2.6923
2020-03-23,9.61538
2020-03-24,11.15384
2020-03-25,6.53846
2020-03-26,8.84615
2020-03-27,6.92307
2020-03-28,4.61538
2020-03-29,5.76923
2020-03-30,6.15384
2020-03-31,3.46153
2020-04-01,4.23076
2020-04-02,4.23076
2020-04-03,6.92307
2020-04-04,5.76923
2020-04-05,1.92307
2020-04-06,1.92307
2020-04-07,7.30769
2020-04-08,6.53846
2020-04-09,6.92307
2020-04-10,2.30769
2020-04-11,2.30769
2020-04-12,6.92307
2020-04-13,8.46153
2020-04-14,6.15384
2020-04-15,2.6923
2020-04-16,7.6923
2020-04-18,2.6923
2020-04-19,5.38461
2020-04-20,9.23076
2020-04-21,12.30769
2020-04-22,20.38461
2020-04-23,15.38461
2020-04-24,7.6923
2020-04-25,4.23076
2020-04-26,4.23076
2020-04-27,8.84615
2020-04-28,7.30769
2020-04-29,3.07692
2020-04-30,2.6923
2020-05-01,3.07692
2020-05-02,2.30769
2020-05-04,4.23076
2020-05-05,2.30769
2020-05-06,1.92307
2020-05-07,5.76923
2020-05-08,3.84615
2020-05-10,5.38461
2020-05-11,3.07692
2020-05-12,2.30769
2020-05-14,5.38461
2020-05-15,6.15384
2020-05-17,2.30769
2020-05-18,2.6923
2020-05-19,10.38461
2020-05-20,8.84615
2020-05-21,2.6923
2020-05-22,1.92307
2020-05-24,1.92307
2020-05-25,5.38461
2020-05-26,9.61538
2020-05-27,6.15384
2020-05-28,4.23076
2020-05-29,6.15384
2020-05-31,1.92307
2020-06-01,7.30769
2020-06-02,6.92307
2020-06-03,4.23076
2020-06-04,8.46153
2020-06-05,5.38461
2020-06-06,1.92307
2020-06-07,2.30769
2020-06-08,4.23076
2020-06-09,5.38461
2020-06-10,7.30769
2020-06-11,9.23076
2020-06-12,5.38461
2020-06-13,5.0
2020-06-14,2.6923
2020-06-15,5.0
2020-06-16,8.07692
2020-06-17,6.92307
2020-06-18,4.23076
2020-06-19,2.30769
2020-06-20,1.92307
2020-06-21,3.46153
2020-06-22,1.92307
2020-06-23,13.07692
2020-06-24,6.92307
2020-06-25,7.30769
2020-06-26,1.92307
2020-06-29,5.76923
2020-06-30,3.07692
2020-07-01,3.84615
2020-07-02,3.84615
2020-07-03,2.30769
2020-07-04,1.92307
2020-07-06,5.38461
2020-07-07,7.6923
2020-07-09,5.38461
2020-07-10,6.15384
2020-07-11,2.30769
2020-07-13,5.38461
2020-07-14,9.23076
2020-07-15,5.0
2020-07-16,3.46153
2020-07-17,4.61538
2020-07-18,1.92307
2020-07-21,8.07692
2020-07-23,2.30769
2020-07-24,5.76923
2020-07-25,4.23076
2020-07-26,3.84615
2020-07-27,1.92307
2020-07-28,5.0
2020-07-30,7.6923
2020-07-31,2.30769
2020-08-01,1.92307
2020-08-02,2.30769
2020-08-03,3.84615
2020-08-04,2.6923
2020-08-05,2.6923
2020-08-06,4.23076
2020-08-07,3.07692
2020-08-10,1.92307
2020-08-11,4.23076
2020-08-12,8.46153
2020-08-13,7.6923
2020-08-14,1.92307
2020-08-16,1.92307
2020-08-18,2.30769
2020-08-19,3.84615
2020-08-20,5.0
2020-08-22,2.30769
2020-08-24,1.92307
2020-08-26,4.23076
2020-08-27,5.0
2020-08-28,3.07692
2020-08-29,2.6923
2020-08-30,1.92307
2020-08-31,5.38461
2020-09-01,2.6923
2020-09-02,3.07692
2020-09-03,3.46153
2020-09-04,3.46153
2020-09-05,1.92307
2020-09-07,5.0
2020-09-10,2.30769
2020-09-11,2.30769
2020-09-12,2.6923
2020-09-14,4.23076
2020-09-15,7.30769
2020-09-16,6.53846
2020-09-18,5.0
2020-09-19,1.92307
2020-09-20,2.30769
2020-09-21,4.61538
2020-09-22,5.38461
2020-09-24,3.46153
2020-09-25,3.07692
2020-09-28,4.23076
2020-09-29,1.92307
2020-10-02,4.61538
2020-10-03,1.92307
2020-10-04,1.92307
2020-10-05,3.84615
2020-10-06,4.23076
2020-10-07,2.30769
2020-10-08,2.6923
2020-10-09,3.46153
2020-10-12,5.0
2020-10-13,5.76923
2020-10-14,5.76923
2020-10-15,5.0
2020-10-19,4.61538
2020-10-20,6.92307
2020-10-21,6.15384
2020-10-22,3.07692
2020-10-23,8.46153
2020-10-24,1.92307
2020-10-26,2.30769
2020-10-27,4.23076
2020-10-28,2.30769
2020-10-29,5.0
2020-10-30,2.6923
2020-11-01,1.92307
2020-11-02,1.92307
2020-11-03,1.92307
2020-11-04,3.84615
2020-11-06,1.92307
2020-11-08,2.6923
2020-11-09,4.61538
2020-11-11,2.30769
2020-11-12,2.6923
2020-11-13,2.6923
2020-11-14,3.07692
2020-11-17,1.92307
2020-11-19,1.92307
2020-11-20,2.6923
2020-11-22,1.92307
2020-11-23,4.61538
2020-11-24,3.84615
2020-11-26,8.07692
2020-11-27,5.0
2020-11-28,1.92307
2020-11-29,3.84615
2020-11-30,3.07692
2020-12-01,5.38461
2020-12-02,4.23076
2020-12-03,4.23076
2020-12-04,4.23076
2020-12-05,5.38461
2020-12-06,3.46153
2020-12-07,5.38461
2020-12-08,3.84615
2020-12-09,5.38461
2020-12-10,4.61538
2020-12-11,2.6923
2020-12-12,5.76923
2020-12-15,4.23076
2020-12-16,3.07692
2020-12-17,4.23076
2020-12-18,2.30769
2020-12-19,2.30769
2020-12-21,1.92307
2020-12-22,2.6923
2020-12-23,3.46153
2020-12-24,1.92307
2020-12-25,2.6923
2020-12-26,4.23076
2020-12-28,5.76923
2020-12-29,3.07692
2020-12-30,5.0
2020-12-31,2.6923
2021-01-03,1.92307
2021-01-04,7.30769
2021-01-05,5.38461
2021-01-06,6.15384
2021-01-07,4.61538
2021-01-08,5.38461
2021-01-09,5.76923
2021-01-10,7.30769
2021-01-11,6.92307
2021-01-12,7.30769
2021-01-13,6.92307
2021-01-14,10.0
2021-01-15,5.0
2021-01-16,2.30769
2021-01-17,3.07692
2021-01-18,6.15384
2021-01-19,7.30769
2021-01-20,7.6923
2021-01-21,6.15384
2021-01-22,5.0
2021-01-23,2.6923
2021-01-24,5.38461
2021-01-25,10.76923
2021-01-26,8.46153
2021-01-27,7.6923
2021-01-28,4.61538
2021-01-29,3.84615
2021-01-30,5.0
2021-01-31,6.15384
2021-02-01,2.30769
2021-02-02,7.30769
2021-02-03,6.53846
2021-02-04,10.0
2021-02-05,4.23076
2021-02-06,2.6923
2021-02-07,6.53846
2021-02-08,1.92307
2021-02-09,6.92307
2021-02-10,3.07692
2021-02-11,4.61538
2021-02-12,6.15384
2021-02-14,2.6923
2021-02-15,4.61538
2021-02-16,10.0
2021-02-17,7.6923
2021-02-18,10.0
2021-02-19,7.6923
2021-02-20,4.61538
2021-02-21,6.92307
2021-02-22,12.6923
2021-02-23,15.0
2021-02-24,13.07692
2021-02-25,10.0
2021-02-26,15.76923
2021-02-27,7.30769
2021-02-28,7.6923
2021-03-01,5.38461
2021-03-02,14.61538
2021-03-03,10.38461
2021-03-04,12.6923
2021-03-05,15.0
2021-03-06,5.38461
2021-03-07,5.0
2021-03-08,12.6923
2021-03-09,10.76923
2021-03-10,13.07692
2021-03-11,5.76923
2021-03-12,6.92307
2021-03-13,6.15384
2021-03-14,4.23076
2021-03-15,3.46153
2021-03-16,8.84615
2021-03-17,2.30769
2021-03-18,5.0
2021-03-19,10.0
2021-03-21,3.07692
2021-03-22,5.38461
2021-03-23,5.0
2021-03-24,3.84615
2021-03-25,7.30769
2021-03-27,1.92307
2021-03-29,3.84615
2021-04-01,1.92307
2021-04-02,2.30769
2021-04-05,2.30769
2021-04-06,6.53846
2021-04-07,1.92307
2021-04-08,4.23076
2021-04-09,6.53846
2021-04-12,1.92307
2021-04-15,1.92307
2021-04-18,1.92307
2021-04-19,3.07692
2021-04-20,5.0
2021-04-21,3.07692
2021-04-23,5.38461
2021-04-25,1.92307
2021-04-26,2.6923
2021-04-28,4.23076
2021-04-29,2.30769
2021-05-01,4.23076
2021-05-02,2.6923
2021-05-03,4.61538
2021-05-04,1.92307
2021-05-05,2.30769
2021-05-06,3.07692
2021-05-07,2.6923
2021-05-08,1.92307
2021-05-09,3.07692
2021-05-10,2.6923
2021-05-11,2.30769
2021-05-13,10.38461
2021-05-14,100.0
2021-05-15,9.23076
2021-05-16,5.0
2021-05-17,9.23076
2021-05-18,5.76923
2021-05-19,6.53846
2021-05-20,8.07692
2021-05-21,4.61538
2021-05-22,2.30769
2021-05-23,1.92307
2021-05-24,8.07692
2021-05-25,4.61538
2021-05-26,8.07692
2021-05-27,6.15384
2021-05-28,7.6923
2021-05-31,5.0
2021-06-01,3.84615
2021-06-02,3.07692
2021-06-03,8.07692
2021-06-04,8.46153
2021-06-07,4.61538
2021-06-08,6.53846
2021-06-09,3.07692
2021-06-10,2.30769
2021-06-11,7.6923
2021-06-13,3.07692
2021-06-14,2.6923
2021-06-15,2.30769
2021-06-16,5.38461
2021-06-17,3.46153
2021-06-20,2.6923
2021-06-21,3.07692
2021-06-22,6.92307
2021-06-23,5.0
2021-06-24,4.61538
2021-06-25,4.61538
2021-06-26,1.92307
2021-06-27,2.30769
2021-06-29,2.30769
2021-06-30,4.23076
2021-07-01,4.23076
2021-07-02,5.0
2021-07-04,1.92307
2021-07-05,6.92307
2021-07-06,8.84615
2021-07-07,6.53846
2021-07-08,3.84615
2021-07-09,5.38461
2021-07-10,2.6923
2021-07-12,5.0
2021-07-13,2.30769
2021-07-14,4.23076
2021-07-15,4.23076
2021-07-16,1.92307
2021-07-19,2.30769
2021-07-20,6.53846
2021-07-21,5.0
2021-07-22,5.38461
2021-07-23,2.6923
2021-07-24,3.07692
2021-07-25,1.92307
2021-07-26,1.92307
2021-07-27,6.15384
2021-07-28,6.15384
2021-07-29,5.76923
2021-07-30,5.0
2021-07-31,2.6923
2021-08-01,2.30769
2021-08-02,2.30769
2021-08-04,6.15384
2021-08-05,6.53846
2021-08-06,2.6923
2021-08-09,4.61538
2021-08-10,5.76923
2021-08-11,2.6923
2021-08-12,5.38461
2021-08-13,1.92307
2021-08-14,3.07692
2021-08-15,2.6923
2021-08-16,4.23076
2021-08-17,10.38461
2021-08-18,5.0
2021-08-19,3.46153
2021-08-20,3.07692
2021-08-21,5.0
2021-08-22,3.46153
2021-08-23,4.61538
2021-08-24,5.76923
2021-08-25,3.84615
2021-08-26,5.38461
2021-08-27,3.07692
2021-08-28,2.6923
2021-08-29,1.92307
2021-08-30,2.6923
2021-08-31,6.92307
2021-09-01,1.92307
2021-09-02,1.92307
2021-09-03,1.92307
2021-09-05,1.92307
2021-09-06,3.84615
2021-09-07,2.30769
2021-09-08,3.46153
2021-09-09,2.30769
2021-09-10,8.07692
2021-09-13,2.6923
2021-09-14,6.92307
2021-09-15,5.0
2021-09-16,5.0
2021-09-18,1.92307
2021-09-19,1.92307
2021-09-21,2.30769
2021-09-23,5.0
2021-09-24,5.38461
2021-09-25,1.92307
2021-09-28,7.30769
2021-09-29,6.53846
2021-09-30,5.38461
2021-10-03,2.6923
2021-10-04,2.6923
2021-10-05,6.15384
2021-10-06,2.6923
2021-10-07,5.0
2021-10-08,2.6923
2021-10-10,1.92307
2021-10-12,1.92307
2021-10-13,6.53846
2021-10-14,2.6923
2021-10-15,6.15384
2021-10-16,1.92307
2021-10-17,7.30769
2021-10-18,5.76923
2021-10-19,14.23076
2021-10-20,5.76923
2021-10-21,5.0
2021-10-22,2.30769
2021-10-24,2.30769
2021-10-26,4.23076
2021-10-27,4.61538
2021-10-28,5.38461
2021-10-29,2.30769
2021-10-30,2.30769
2021-11-01,8.84615
2021-11-02,6.92307
2021-11-03,5.38461
2021-11-04,2.6923
2021-11-05,3.84615
2021-11-06,3.07692
2021-11-08,3.07692
2021-11-09,3.46153
2021-11-10,4.23076
2021-11-11,6.92307
2021-11-12,4.61538
2021-11-13,1.92307
2021-11-15,3.84615
2021-11-16,3.84615
2021-11-19,1.92307
2021-11-20,2.30769
2021-11-22,5.0
2021-11-24,3.07692
2021-11-25,2.6923
2021-11-26,1.92307
2021-11-29,5.0
2021-11-30,5.76923
2021-12-02,6.92307
2021-12-03,2.6923
2021-12-04,3.07692
2021-12-05,2.6923
2021-12-07,5.38461
2021-12-09,3.07692
2021-12-11,1.92307
2021-12-12,4.23076
2021-12-13,2.6923
2021-12-15,1.92307
2021-12-16,1.92307
2021-12-20,2.6923
2021-12-21,3.46153
2021-12-22,2.30769
2021-12-24,2.30769
2021-12-28,1.92307
2021-12-31,4.61538
2022-01-01,5.0
2022-01-02,1.92307
2022-01-03,5.0
2022-01-04,3.07692
2022-01-05,3.84615
2022-01-06,4.61538
2022-01-07,6.92307
2022-01-08,3.07692
2022-01-10,6.92307
2022-01-11,3.07692
2022-01-13,5.76923
2022-01-14,4.61538
2022-01-15,2.30769
2022-01-17,4.23076
2022-01-18,3.46153
2022-01-19,6.15384
2022-01-20,2.6923
2022-01-21,4.61538
2022-01-22,2.30769
2022-01-23,2.30769
2022-01-25,6.15384
2022-01-26,18.46153
2022-01-27,8.84615
2022-01-28,5.38461
2022-01-29,4.23076
2022-01-30,2.30769
2022-01-31,3.84615
2022-02-01,2.6923
2022-02-02,4.23076
2022-02-04,4.61538
2022-02-05,3.46153
2022-02-06,1.92307
2022-02-07,3.84615
2022-02-08,4.61538
