date,비과세적금
2023-05-30,18.26401
2023-05-31,20.43399
2023-06-01,21.88065
2023-06-02,16.27486
2023-06-03,14.10488
2023-06-04,11.75406
2023-06-05,20.43399
2023-06-06,14.10488
2023-06-07,19.8915
2023-06-08,18.26401
2023-06-09,20.61482
2023-06-10,11.03074
2023-06-11,11.21157
2023-06-12,28.02893
2023-06-13,31.8264
2023-06-14,24.05063
2023-06-15,48.28209
2023-06-16,31.10307
2023-06-17,16.27486
2023-06-18,16.81735
2023-06-19,28.57142
2023-06-20,33.27305
2023-06-21,34.53887
2023-06-22,27.12477
2023-06-23,25.67811
2023-06-24,14.8282
2023-06-25,13.56238
2023-06-26,25.67811
2023-06-27,22.78481
2023-06-28,19.71066
2023-06-29,17.17902
2023-06-30,19.8915
2023-07-01,11.75406
2023-07-02,16.45569
2023-07-03,26.22061
2023-07-04,21.51898
2023-07-05,17.35985
2023-07-06,29.65641
2023-07-07,23.3273
2023-07-08,16.09403
2023-07-09,11.75406
2023-07-10,36.16636
2023-07-11,29.83725
2023-07-12,22.42314
2023-07-13,20.43399
2023-07-14,20.07233
2023-07-15,10.48824
2023-07-16,15.73236
2023-07-17,21.15732
2023-07-18,17.35985
2023-07-19,16.27486
2023-07-20,17.72151
2023-07-21,14.8282
2023-07-22,9.40325
2023-07-23,12.65822
2023-07-24,19.8915
2023-07-25,26.40144
2023-07-26,21.15732
2023-07-27,16.63652
2023-07-28,15.3707
2023-07-29,7.05244
2023-07-30,11.21157
2023-07-31,15.18987
2023-08-01,21.15732
2023-08-02,18.62567
2023-08-03,16.27486
2023-08-04,18.44484
2023-08-05,12.47739
2023-08-06,10.48824
2023-08-07,18.62567
2023-08-08,22.42314
2023-08-09,22.42314
2023-08-10,23.50813
2023-08-11,21.15732
2023-08-12,10.12658
2023-08-13,14.28571
2023-08-14,20.79566
2023-08-15,16.09403
2023-08-16,22.42314
2023-08-17,19.16817
2023-08-18,15.55153
2023-08-19,8.86075
2023-08-20,10.48824
2023-08-21,22.60397
2023-08-22,22.42314
2023-08-23,19.71066
2023-08-24,24.59312
2023-08-25,22.06148
2023-08-26,12.83905
2023-08-27,13.92405
2023-08-28,20.97649
2023-08-29,24.95479
2023-08-30,22.24231
2023-08-31,21.51898
2023-09-01,17.90235
2023-09-02,12.47739
2023-09-03,14.10488
2023-09-04,17.54068
2023-09-05,18.98734
2023-09-06,20.61482
2023-09-07,15.3707
2023-09-08,14.64737
2023-09-09,12.83905
2023-09-10,14.64737
2023-09-11,17.72151
2023-09-12,16.99819
2023-09-13,16.09403
2023-09-14,14.10488
2023-09-15,15.9132
2023-09-16,9.04159
2023-09-17,9.76491
2023-09-18,16.09403
2023-09-19,18.62567
2023-09-20,14.64737
2023-09-21,15.3707
2023-09-22,12.65822
2023-09-23,10.12658
2023-09-24,10.66907
2023-09-25,19.16817
2023-09-26,16.63652
2023-09-27,15.00904
2023-09-28,9.40325
2023-09-29,11.75406
2023-09-30,8.31826
2023-10-01,11.3924
2023-10-02,14.46654
2023-10-03,14.10488
2023-10-04,19.349
2023-10-05,20.61482
2023-10-06,19.71066
2023-10-07,8.49909
2023-10-08,10.48824
2023-10-09,11.57323
2023-10-10,23.68896
2023-10-11,21.69981
2023-10-12,22.96564
2023-10-13,17.90235
2023-10-14,10.66907
2023-10-15,12.47739
2023-10-16,20.97649
2023-10-17,21.88065
2023-10-18,19.16817
2023-10-19,20.79566
2023-10-20,21.33815
2023-10-21,13.56238
2023-10-22,12.83905
2023-10-23,22.24231
2023-10-24,24.41229
2023-10-25,24.59312
2023-10-26,22.60397
2023-10-27,19.52983
2023-10-28,11.3924
2023-10-29,14.46654
2023-10-30,24.41229
2023-10-31,23.8698
2023-11-01,23.14647
2023-11-02,25.67811
2023-11-03,17.54068
2023-11-04,13.92405
2023-11-05,12.65822
2023-11-06,22.60397
2023-11-07,15.9132
2023-11-08,21.33815
2023-11-09,17.17902
2023-11-10,16.45569
2023-11-11,11.03074
2023-11-12,11.75406
2023-11-13,17.35985
2023-11-14,18.08318
2023-11-15,21.51898
2023-11-16,17.54068
2023-11-17,15.18987
2023-11-18,13.38155
2023-11-19,14.28571
2023-11-20,21.69981
2023-11-21,25.13562
2023-11-22,23.50813
2023-11-23,20.25316
2023-11-24,21.33815
2023-11-25,16.27486
2023-11-26,11.75406
2023-11-27,23.68896
2023-11-28,20.97649
2023-11-29,20.07233
2023-11-30,21.33815
2023-12-01,20.07233
2023-12-02,15.00904
2023-12-03,15.3707
2023-12-04,21.88065
2023-12-05,24.95479
2023-12-06,23.8698
2023-12-07,18.44484
2023-12-08,21.33815
2023-12-09,10.48824
2023-12-10,12.11573
2023-12-11,25.13562
2023-12-12,23.3273
2023-12-13,18.26401
2023-12-14,20.43399
2023-12-15,18.62567
2023-12-16,12.83905
2023-12-17,13.74321
2023-12-18,17.72151
2023-12-19,24.05063
2023-12-20,21.88065
2023-12-21,22.42314
2023-12-22,23.3273
2023-12-23,12.65822
2023-12-24,10.66907
2023-12-25,18.8065
2023-12-26,30.74141
2023-12-27,33.45388
2023-12-28,31.46473
2023-12-29,28.57142
2023-12-30,16.27486
2023-12-31,13.74321
2024-01-01,20.61482
2024-01-02,35.98553
2024-01-03,39.42133
2024-01-04,31.64556
2024-01-05,29.47558
2024-01-06,19.52983
2024-01-07,26.22061
2024-01-08,38.51717
2024-01-09,40.50632
2024-01-10,41.22965
2024-01-11,41.77215
2024-01-12,28.57142
2024-01-13,18.8065
2024-01-14,23.50813
2024-01-15,33.81555
2024-01-16,40.14466
2024-01-17,37.79385
2024-01-18,44.48462
2024-01-19,37.79385
2024-01-20,31.8264
2024-01-21,27.48643
2024-01-22,40.86799
2024-01-23,43.03797
2024-01-24,48.28209
2024-01-25,59.132
2024-01-26,54.43037
2024-01-27,35.08137
2024-01-28,37.97468
2024-01-29,61.48282
2024-01-30,62.74864
2024-01-31,56.96202
2024-02-01,47.92043
2024-02-02,40.86799
2024-02-03,24.41229
2024-02-04,24.59312
2024-02-05,49.72875
2024-02-06,49.36708
2024-02-07,41.77215
2024-02-08,39.42133
2024-02-09,32.00723
2024-02-10,24.77396
2024-02-11,32.54972
2024-02-12,33.63471
2024-02-13,60.21699
2024-02-14,52.80289
2024-02-15,52.80289
2024-02-16,43.7613
2024-02-17,26.40144
2024-02-18,30.37974
2024-02-19,54.61121
2024-02-20,55.33453
2024-02-21,69.25858
2024-02-22,83.18264
2024-02-23,79.20433
2024-02-24,44.30379
2024-02-25,47.37793
2024-02-26,81.55515
2024-02-27,61.12115
2024-02-28,58.95117
2024-02-29,58.04701
2024-03-01,33.09222
2024-03-02,30.56057
2024-03-03,26.94394
2024-03-04,56.23869
2024-03-05,61.30198
2024-03-06,52.62206
2024-03-07,43.03797
2024-03-08,43.7613
2024-03-09,25.31645
2024-03-10,27.66726
2024-03-11,43.58047
2024-03-12,44.66546
2024-03-13,37.43218
2024-03-14,27.8481
2024-03-15,35.8047
2024-03-16,19.16817
2024-03-17,23.50813
2024-03-18,32.00723
2024-03-19,34.35804
2024-03-20,33.09222
