date,비과세적금
2020-03-20,32.36889
2020-03-21,21.51898
2020-03-22,19.71066
2020-03-23,37.43218
2020-03-24,41.41048
2020-03-25,47.37793
2020-03-26,44.66546
2020-03-27,31.64556
2020-03-28,19.71066
2020-03-29,20.43399
2020-03-30,36.88969
2020-03-31,41.04882
2020-04-01,32.18806
2020-04-02,32.91139
2020-04-03,33.63471
2020-04-04,18.26401
2020-04-05,19.16817
2020-04-06,33.45388
2020-04-07,31.10307
2020-04-08,36.34719
2020-04-09,31.64556
2020-04-10,34.17721
2020-04-11,17.72151
2020-04-12,17.35985
2020-04-13,30.37974
2020-04-14,24.05063
2020-04-15,20.25316
2020-04-16,24.77396
2020-04-17,23.3273
2020-04-18,13.92405
2020-04-19,17.35985
2020-04-20,33.27305
2020-04-21,33.63471
2020-04-22,29.83725
2020-04-23,26.22061
2020-04-24,26.22061
2020-04-25,16.63652
2020-04-26,20.07233
2020-04-27,26.22061
2020-04-28,28.93309
2020-04-29,29.65641
2020-04-30,20.43399
2020-05-01,19.8915
2020-05-02,18.08318
2020-05-03,20.79566
2020-05-04,28.75226
2020-05-05,24.23146
2020-05-06,36.34719
2020-05-07,32.91139
2020-05-08,37.25135
2020-05-09,25.49728
2020-05-10,23.14647
2020-05-11,31.64556
2020-05-12,37.25135
2020-05-13,30.01808
2020-05-14,38.15551
2020-05-15,45.93128
2020-05-16,25.67811
2020-05-17,20.61482
2020-05-18,44.66546
2020-05-19,47.01627
2020-05-20,44.48462
2020-05-21,37.61301
2020-05-22,36.16636
2020-05-23,26.58227
2020-05-24,26.40144
2020-05-25,63.1103
2020-05-26,46.65461
2020-05-27,35.62386
2020-05-28,36.16636
2020-05-29,26.76311
2020-05-30,14.64737
2020-05-31,21.15732
2020-06-01,44.12296
2020-06-02,41.22965
2020-06-03,33.63471
2020-06-04,28.02893
2020-06-05,30.37974
2020-06-06,15.9132
2020-06-07,19.52983
2020-06-08,36.34719
2020-06-09,33.99638
2020-06-10,38.15551
2020-06-11,33.45388
2020-06-12,27.3056
2020-06-13,12.29656
2020-06-14,16.45569
2020-06-15,31.64556
2020-06-16,40.86799
2020-06-17,29.11392
2020-06-18,30.37974
2020-06-19,27.66726
2020-06-20,17.54068
2020-06-21,17.72151
2020-06-22,41.95298
2020-06-23,30.56057
2020-06-24,43.94213
2020-06-25,48.10126
2020-06-26,38.51717
2020-06-27,15.9132
2020-06-28,23.68896
2020-06-29,36.52802
2020-06-30,40.86799
2020-07-01,36.70886
2020-07-02,36.88969
2020-07-03,37.07052
2020-07-04,25.67811
2020-07-05,22.60397
2020-07-06,39.783
2020-07-07,59.85533
2020-07-08,45.75045
2020-07-09,38.69801
2020-07-10,28.75226
2020-07-11,18.98734
2020-07-12,24.23146
2020-07-13,43.39963
2020-07-14,52.44122
2020-07-15,51.53707
2020-07-16,36.34719
2020-07-17,29.47558
2020-07-18,16.81735
2020-07-19,14.8282
2020-07-20,24.59312
2020-07-21,32.00723
2020-07-22,35.2622
2020-07-23,39.783
2020-07-24,42.13381
2020-07-25,16.81735
2020-07-26,18.08318
2020-07-27,50.81374
2020-07-28,42.49547
2020-07-29,47.92043
2020-07-30,34.53887
2020-07-31,31.2839
2020-08-01,20.79566
2020-08-02,20.61482
2020-08-03,24.95479
2020-08-04,37.61301
2020-08-05,31.2839
2020-08-06,40.14466
2020-08-07,27.12477
2020-08-08,21.88065
2020-08-09,20.61482
2020-08-10,47.1971
2020-08-11,43.7613
2020-08-12,34.71971
2020-08-13,31.64556
2020-08-14,36.16636
2020-08-15,18.44484
2020-08-16,20.61482
2020-08-17,17.90235
2020-08-18,27.12477
2020-08-19,46.29294
2020-08-20,49.18625
2020-08-21,30.37974
2020-08-22,14.10488
2020-08-23,20.25316
2020-08-24,27.48643
2020-08-25,36.52802
2020-08-26,39.96383
2020-08-27,41.22965
2020-08-28,37.97468
2020-08-29,24.23146
2020-08-30,22.24231
2020-08-31,35.62386
2020-09-01,45.02712
2020-09-02,49.54792
2020-09-03,30.56057
2020-09-04,35.98553
2020-09-05,21.15732
2020-09-06,21.69981
2020-09-07,31.10307
2020-09-08,48.82459
2020-09-09,47.55877
2020-09-10,40.50632
2020-09-11,31.10307
2020-09-12,20.07233
2020-09-13,17.17902
2020-09-14,41.77215
2020-09-15,38.15551
2020-09-16,37.61301
2020-09-17,30.74141
2020-09-18,24.77396
2020-09-19,13.38155
2020-09-20,10.48824
2020-09-21,21.15732
2020-09-22,30.01808
2020-09-23,24.41229
2020-09-24,21.15732
2020-09-25,29.83725
2020-09-26,14.8282
2020-09-27,12.47739
2020-09-28,17.54068
2020-09-29,12.29656
2020-09-30,6.50994
2020-10-01,9.04159
2020-10-02,7.9566
2020-10-03,8.13743
2020-10-04,10.48824
2020-10-05,18.98734
2020-10-06,20.25316
2020-10-07,14.28571
2020-10-08,15.55153
2020-10-09,7.4141
2020-10-10,4.52079
2020-10-11,7.77576
2020-10-12,11.3924
2020-10-13,14.64737
2020-10-14,11.9349
2020-10-15,11.3924
2020-10-16,9.76491
2020-10-17,5.24412
2020-10-18,4.70162
2020-10-19,11.57323
2020-10-20,14.46654
2020-10-21,11.3924
2020-10-22,11.03074
2020-10-23,9.76491
2020-10-24,5.60578
2020-10-25,10.66907
2020-10-26,14.28571
2020-10-27,13.74321
2020-10-28,12.47739
2020-10-29,11.3924
2020-10-30,10.8499
2020-10-31,7.23327
2020-11-01,8.49909
2020-11-02,12.47739
2020-11-03,14.10488
2020-11-04,7.59493
2020-11-05,11.21157
2020-11-06,8.86075
2020-11-07,4.88245
2020-11-08,5.24412
2020-11-09,12.47739
2020-11-10,12.83905
2020-11-11,12.83905
2020-11-12,11.57323
2020-11-13,9.40325
2020-11-14,6.32911
2020-11-15,5.78661
2020-11-16,16.27486
2020-11-17,11.21157
2020-11-18,13.01989
2020-11-19,12.47739
2020-11-20,7.9566
2020-11-21,6.32911
2020-11-22,9.04159
2020-11-23,13.92405
2020-11-24,11.57323
2020-11-25,12.83905
2020-11-26,9.40325
2020-11-27,7.4141
2020-11-28,4.52079
2020-11-29,8.49909
2020-11-30,11.03074
2020-12-01,14.28571
2020-12-02,11.9349
2020-12-03,9.76491
2020-12-04,8.49909
2020-12-05,6.14828
2020-12-06,6.8716
2020-12-07,10.48824
2020-12-08,10.66907
2020-12-09,15.55153
2020-12-10,12.29656
2020-12-11,8.67992
2020-12-12,7.05244
2020-12-13,7.23327
2020-12-14,13.20072
2020-12-15,11.9349
2020-12-16,11.3924
2020-12-17,11.75406
2020-12-18,9.40325
2020-12-19,8.49909
2020-12-20,8.13743
2020-12-21,10.48824
2020-12-22,13.38155
2020-12-23,10.12658
2020-12-24,10.48824
2020-12-25,9.04159
2020-12-26,8.49909
2020-12-27,11.9349
2020-12-28,30.74141
2020-12-29,30.37974
2020-12-30,30.01808
2020-12-31,27.48643
2021-01-01,18.62567
2021-01-02,20.97649
2021-01-03,20.79566
2021-01-04,43.2188
2021-01-05,39.60216
2021-01-06,30.92224
2021-01-07,26.40144
2021-01-08,29.11392
2021-01-09,14.46654
2021-01-10,20.25316
2021-01-11,31.2839
2021-01-12,32.18806
2021-01-13,32.54972
2021-01-14,34.53887
2021-01-15,37.61301
2021-01-16,22.24231
2021-01-17,20.25316
2021-01-18,30.56057
2021-01-19,34.17721
2021-01-20,48.46292
2021-01-21,45.38878
2021-01-22,34.71971
2021-01-23,24.23146
2021-01-24,23.68896
2021-01-25,53.34538
2021-01-26,55.6962
2021-01-27,42.67631
2021-01-28,39.96383
2021-01-29,32.73056
2021-01-30,19.71066
2021-01-31,28.20976
2021-02-01,33.27305
2021-02-02,36.34719
2021-02-03,36.16636
2021-02-04,31.64556
2021-02-05,30.37974
2021-02-06,14.46654
2021-02-07,15.00904
2021-02-08,27.12477
2021-02-09,23.50813
2021-02-10,25.49728
2021-02-11,12.11573
2021-02-12,16.63652
2021-02-13,15.00904
2021-02-14,19.71066
2021-02-15,41.59132
2021-02-16,40.86799
2021-02-17,32.00723
2021-02-18,29.65641
2021-02-19,32.73056
2021-02-20,16.81735
2021-02-21,21.15732
2021-02-22,37.61301
2021-02-23,36.70886
2021-02-24,30.56057
2021-02-25,30.01808
2021-02-26,26.76311
2021-02-27,18.8065
2021-02-28,16.45569
2021-03-01,18.98734
2021-03-02,28.39059
2021-03-03,32.73056
2021-03-04,29.29475
2021-03-05,24.59312
2021-03-06,12.11573
2021-03-07,18.98734
2021-03-08,28.93309
2021-03-09,19.8915
2021-03-10,34.53887
2021-03-11,30.01808
2021-03-12,26.40144
2021-03-13,11.9349
2021-03-14,10.48824
2021-03-15,25.67811
2021-03-16,26.03978
2021-03-17,22.78481
2021-03-18,22.24231
2021-03-19,23.50813
2021-03-20,15.55153
2021-03-21,17.54068
2021-03-22,26.76311
2021-03-23,23.68896
2021-03-24,22.06148
2021-03-25,23.50813
2021-03-26,21.51898
2021-03-27,12.47739
2021-03-28,15.18987
2021-03-29,23.14647
2021-03-30,18.62567
2021-03-31,21.69981
2021-04-01,21.33815
2021-04-02,18.8065
2021-04-03,7.05244
2021-04-04,11.9349
2021-04-05,19.16817
2021-04-06,19.16817
2021-04-07,17.72151
2021-04-08,18.8065
2021-04-09,16.63652
2021-04-10,12.11573
2021-04-11,7.77576
2021-04-12,12.83905
2021-04-13,12.83905
2021-04-14,11.21157
2021-04-15,17.90235
2021-04-16,15.73236
2021-04-17,6.69077
2021-04-18,9.22242
2021-04-19,16.09403
2021-04-20,14.46654
2021-04-21,13.20072
2021-04-22,15.00904
2021-04-23,18.98734
2021-04-24,8.49909
2021-04-25,11.57323
2021-04-26,20.43399
2021-04-27,21.88065
2021-04-28,12.65822
2021-04-29,11.57323
2021-04-30,15.9132
2021-05-01,7.23327
2021-05-02,6.50994
2021-05-03,18.26401
2021-05-04,14.28571
2021-05-05,11.03074
2021-05-06,16.45569
2021-05-07,16.09403
2021-05-08,9.04159
2021-05-09,9.76491
2021-05-10,16.45569
2021-05-11,12.47739
2021-05-12,16.99819
2021-05-13,10.12658
2021-05-14,11.03074
2021-05-15,5.78661
2021-05-16,9.04159
2021-05-17,15.3707
2021-05-18,15.3707
2021-05-19,8.13743
2021-05-20,16.09403
2021-05-21,16.63652
2021-05-22,7.59493
2021-05-23,10.48824
2021-05-24,18.62567
2021-05-25,22.78481
2021-05-26,16.09403
2021-05-27,20.97649
2021-05-28,15.18987
2021-05-29,10.48824
2021-05-30,11.9349
2021-05-31,19.8915
2021-06-01,16.45569
2021-06-02,16.09403
2021-06-03,13.20072
2021-06-04,18.26401
2021-06-05,11.21157
2021-06-06,11.21157
2021-06-07,19.52983
2021-06-08,22.60397
2021-06-09,13.20072
2021-06-10,16.09403
2021-06-11,13.92405
2021-06-12,8.49909
2021-06-13,12.29656
2021-06-14,19.16817
2021-06-15,17.90235
2021-06-16,20.25316
2021-06-17,15.00904
2021-06-18,16.99819
2021-06-19,7.05244
2021-06-20,6.14828
2021-06-21,13.38155
2021-06-22,18.98734
2021-06-23,18.8065
2021-06-24,15.3707
2021-06-25,18.62567
2021-06-26,12.65822
2021-06-27,9.76491
2021-06-28,19.349
2021-06-29,15.73236
2021-06-30,22.60397
2021-07-01,19.71066
2021-07-02,19.349
2021-07-03,9.94575
2021-07-04,15.3707
2021-07-05,20.61482
2021-07-06,16.99819
2021-07-07,16.45569
2021-07-08,12.11573
2021-07-09,10.66907
2021-07-10,8.31826
2021-07-11,10.48824
2021-07-12,16.81735
2021-07-13,16.63652
2021-07-14,16.09403
2021-07-15,16.99819
2021-07-16,14.10488
2021-07-17,7.9566
2021-07-18,7.23327
2021-07-19,16.99819
2021-07-20,15.3707
2021-07-21,13.20072
2021-07-22,16.63652
2021-07-23,15.9132
2021-07-24,9.76491
2021-07-25,10.12658
2021-07-26,18.44484
2021-07-27,18.08318
2021-07-28,16.99819
2021-07-29,15.3707
2021-07-30,15.18987
2021-07-31,9.58408
2021-08-01,12.29656
2021-08-02,15.00904
2021-08-03,19.71066
2021-08-04,17.54068
2021-08-05,16.09403
2021-08-06,18.08318
2021-08-07,9.58408
2021-08-08,8.49909
2021-08-09,13.56238
2021-08-10,24.05063
2021-08-11,17.54068
2021-08-12,20.61482
2021-08-13,11.75406
2021-08-14,10.8499
2021-08-15,5.96745
2021-08-16,13.56238
2021-08-17,17.54068
2021-08-18,21.88065
2021-08-19,19.52983
2021-08-20,21.33815
2021-08-21,12.29656
2021-08-22,11.3924
2021-08-23,15.73236
2021-08-24,19.16817
2021-08-25,19.52983
2021-08-26,21.15732
2021-08-27,21.15732
2021-08-28,9.04159
2021-08-29,13.56238
2021-08-30,15.55153
2021-08-31,22.78481
2021-09-01,23.14647
2021-09-02,16.45569
2021-09-03,12.47739
2021-09-04,12.11573
2021-09-05,14.28571
2021-09-06,18.44484
2021-09-07,16.63652
2021-09-08,13.74321
2021-09-09,13.74321
2021-09-10,15.73236
2021-09-11,11.3924
2021-09-12,8.86075
2021-09-13,15.00904
2021-09-14,17.90235
2021-09-15,14.46654
2021-09-16,13.92405
2021-09-17,16.09403
2021-09-18,8.86075
2021-09-19,5.24412
2021-09-20,6.69077
2021-09-21,11.57323
2021-09-22,9.94575
2021-09-23,16.45569
2021-09-24,20.25316
2021-09-25,14.8282
2021-09-26,14.46654
2021-09-27,17.90235
2021-09-28,22.24231
2021-09-29,14.64737
2021-09-30,19.16817
2021-10-01,17.72151
2021-10-02,9.40325
2021-10-03,8.67992
2021-10-04,13.20072
2021-10-05,15.73236
2021-10-06,15.18987
2021-10-07,15.3707
2021-10-08,17.90235
2021-10-09,8.49909
2021-10-10,8.13743
2021-10-11,10.66907
2021-10-12,18.26401
2021-10-13,15.18987
2021-10-14,13.92405
2021-10-15,13.74321
2021-10-16,11.3924
2021-10-17,6.32911
2021-10-18,14.8282
2021-10-19,16.27486
2021-10-20,15.73236
2021-10-21,15.9132
2021-10-22,14.28571
2021-10-23,7.59493
2021-10-24,8.86075
2021-10-25,20.07233
2021-10-26,13.74321
2021-10-27,15.3707
2021-10-28,13.20072
2021-10-29,13.92405
2021-10-30,9.40325
2021-10-31,10.66907
2021-11-01,15.55153
2021-11-02,16.45569
2021-11-03,16.81735
2021-11-04,16.27486
2021-11-05,13.38155
2021-11-06,5.78661
2021-11-07,8.67992
2021-11-08,10.48824
2021-11-09,14.46654
2021-11-10,15.00904
2021-11-11,13.92405
2021-11-12,11.9349
2021-11-13,6.32911
2021-11-14,6.50994
2021-11-15,15.00904
2021-11-16,12.65822
2021-11-17,16.99819
2021-11-18,11.03074
2021-11-19,13.38155
2021-11-20,9.04159
2021-11-21,6.50994
2021-11-22,13.92405
2021-11-23,12.47739
2021-11-24,16.45569
2021-11-25,19.52983
2021-11-26,9.76491
2021-11-27,11.03074
2021-11-28,7.4141
2021-11-29,16.27486
2021-11-30,14.10488
2021-12-01,17.35985
2021-12-02,13.20072
2021-12-03,18.44484
2021-12-04,12.11573
2021-12-05,13.56238
2021-12-06,20.43399
2021-12-07,18.98734
2021-12-08,21.51898
2021-12-09,21.15732
2021-12-10,13.20072
2021-12-11,11.03074
2021-12-12,9.76491
2021-12-13,13.92405
2021-12-14,12.11573
2021-12-15,13.20072
2021-12-16,12.65822
2021-12-17,14.10488
2021-12-18,11.75406
2021-12-19,10.30741
2021-12-20,18.26401
2021-12-21,16.81735
2021-12-22,17.17902
2021-12-23,14.10488
2021-12-24,16.27486
2021-12-25,14.8282
2021-12-26,10.66907
2021-12-27,22.78481
2021-12-28,22.06148
2021-12-29,21.15732
2021-12-30,22.78481
2021-12-31,15.18987
2022-01-01,12.83905
2022-01-02,15.73236
2022-01-03,26.94394
2022-01-04,22.78481
2022-01-05,26.03978
2022-01-06,19.52983
2022-01-07,26.94394
2022-01-08,13.20072
2022-01-09,14.46654
2022-01-10,32.36889
2022-01-11,22.06148
2022-01-12,21.15732
2022-01-13,21.33815
2022-01-14,21.88065
2022-01-15,13.01989
2022-01-16,15.55153
2022-01-17,32.73056
2022-01-18,32.36889
2022-01-19,31.10307
2022-01-20,30.74141
2022-01-21,33.81555
2022-01-22,18.08318
2022-01-23,23.3273
2022-01-24,35.08137
2022-01-25,43.94213
2022-01-26,38.69801
2022-01-27,53.70705
2022-01-28,35.08137
2022-01-29,21.15732
2022-01-30,20.07233
2022-01-31,19.16817
2022-02-01,23.14647
2022-02-02,29.11392
2022-02-03,47.92043
2022-02-04,37.97468
2022-02-05,23.50813
2022-02-06,22.60397
2022-02-07,41.95298
2022-02-08,39.783
2022-02-09,52.26039
2022-02-10,51.1754
2022-02-11,42.67631
2022-02-12,25.85895
2022-02-13,26.76311
2022-02-14,43.2188
2022-02-15,40.68716
2022-02-16,36.16636
2022-02-17,40.14466
2022-02-18,36.34719
2022-02-19,26.40144
2022-02-20,30.01808
2022-02-21,100.0
2022-02-22,77.03435
2022-02-23,79.38517
2022-02-24,65.28028
2022-02-25,63.83363
2022-02-26,28.75226
2022-02-27,28.75226
2022-02-28,68.89692
2022-03-01,39.783
2022-03-02,41.95298
2022-03-03,34.53887
2022-03-04,35.44303
2022-03-05,18.8065
2022-03-06,19.349
2022-03-07,27.3056
2022-03-08,23.68896
2022-03-09,11.9349
2022-03-10,29.11392
2022-03-11,29.11392
2022-03-12,18.8065
2022-03-13,18.98734
2022-03-14,22.96564
2022-03-15,27.3056
2022-03-16,21.88065
