date,증여세계산
2021-01-31,35.30655
2021-02-01,45.03171
2021-02-02,57.7167
2021-02-03,49.47145
2021-02-04,43.12896
2021-02-05,37.84355
2021-02-06,28.3298
2021-02-07,35.09513
2021-02-08,48.8372
2021-02-09,37.42071
2021-02-10,35.30655
2021-02-11,23.25581
2021-02-12,30.23255
2021-02-13,30.44397
2021-02-14,30.23255
2021-02-15,54.12262
2021-02-16,48.62579
2021-02-17,42.07188
2021-02-18,43.55179
2021-02-19,32.1353
2021-02-20,24.73572
2021-02-21,30.44397
2021-02-22,49.26004
2021-02-23,38.68921
2021-02-24,37.84355
2021-02-25,37.63213
2021-02-26,36.15221
2021-02-27,24.52431
2021-02-28,20.29598
2021-03-01,30.8668
2021-03-02,35.72938
2021-03-03,34.46088
2021-03-04,37.63213
2021-03-05,29.5983
2021-03-06,16.7019
2021-03-07,23.89006
2021-03-08,35.72938
2021-03-09,36.15221
2021-03-10,29.17547
2021-03-11,29.80972
2021-03-12,31.50105
2021-03-13,21.35306
2021-03-14,21.56448
2021-03-15,43.97463
2021-03-16,46.72304
2021-03-17,39.7463
2021-03-18,45.24312
2021-03-19,43.76321
2021-03-20,29.17547
2021-03-21,27.69556
2021-03-22,40.16913
2021-03-23,41.01479
2021-03-24,35.72938
2021-03-25,42.91754
2021-03-26,33.4038
2021-03-27,22.41014
2021-03-28,29.80972
2021-03-29,39.32346
2021-03-30,39.95771
2021-03-31,35.9408
2021-04-01,37.2093
2021-04-02,30.23255
2021-04-03,27.48414
2021-04-04,21.98731
2021-04-05,43.76321
2021-04-06,40.16913
2021-04-07,36.99788
2021-04-08,36.57505
2021-04-09,31.07822
2021-04-10,21.56448
2021-04-11,22.62156
2021-04-12,45.45454
2021-04-13,37.84355
2021-04-14,42.70613
2021-04-15,40.16913
2021-04-16,30.8668
2021-04-17,22.62156
2021-04-18,25.58139
2021-04-19,54.75687
2021-04-20,49.89429
2021-04-21,42.91754
2021-04-22,39.53488
2021-04-23,38.4778
2021-04-24,24.73572
2021-04-25,30.65539
2021-04-26,41.86046
2021-04-27,49.04862
2021-04-28,41.43763
2021-04-29,40.59196
2021-04-30,33.82663
2021-05-01,25.58139
2021-05-02,21.77589
2021-05-03,32.1353
2021-05-04,33.61522
2021-05-05,28.54122
2021-05-06,41.86046
2021-05-07,32.34672
2021-05-08,28.3298
2021-05-09,22.19873
2021-05-10,41.01479
2021-05-11,45.03171
2021-05-12,37.63213
2021-05-13,33.19238
2021-05-14,37.42071
2021-05-15,24.31289
2021-05-16,30.44397
2021-05-17,49.68287
2021-05-18,33.4038
2021-05-19,25.36997
2021-05-20,40.16913
2021-05-21,40.59196
2021-05-22,20.29598
2021-05-23,26.00422
2021-05-24,50.1057
2021-05-25,50.52854
2021-05-26,45.03171
2021-05-27,36.57505
2021-05-28,31.92389
2021-05-29,25.79281
2021-05-30,37.2093
2021-05-31,48.8372
2021-06-01,49.47145
2021-06-02,41.01479
2021-06-03,32.55813
2021-06-04,37.2093
2021-06-05,21.35306
2021-06-06,26.63847
2021-06-07,38.68921
2021-06-08,39.7463
2021-06-09,39.53488
2021-06-10,31.28964
2021-06-11,28.75264
2021-06-12,27.69556
2021-06-13,23.04439
2021-06-14,42.91754
2021-06-15,34.46088
2021-06-16,35.9408
2021-06-17,34.46088
2021-06-18,36.15221
2021-06-19,22.41014
2021-06-20,19.66173
2021-06-21,41.64904
2021-06-22,39.7463
2021-06-23,34.88372
2021-06-24,40.38054
2021-06-25,32.34672
2021-06-26,18.39323
2021-06-27,24.31289
2021-06-28,38.05496
2021-06-29,38.05496
2021-06-30,32.98097
2021-07-01,24.52431
2021-07-02,22.41014
2021-07-03,17.33615
2021-07-04,25.15856
2021-07-05,32.34672
2021-07-06,30.02114
2021-07-07,30.8668
2021-07-08,32.55813
2021-07-09,28.3298
2021-07-10,18.18181
2021-07-11,15.64482
2021-07-12,35.72938
2021-07-13,28.54122
2021-07-14,27.27272
2021-07-15,27.69556
2021-07-16,23.89006
2021-07-17,19.87315
2021-07-18,25.36997
2021-07-19,36.57505
2021-07-20,31.50105
2021-07-21,37.42071
2021-07-22,38.4778
2021-07-23,28.54122
2021-07-24,19.87315
2021-07-25,24.52431
2021-07-26,30.23255
2021-07-27,37.42071
2021-07-28,37.63213
2021-07-29,33.4038
2021-07-30,38.90063
2021-07-31,23.89006
2021-08-01,23.25581
2021-08-02,39.11205
2021-08-03,35.30655
2021-08-04,36.57505
2021-08-05,38.05496
2021-08-06,31.07822
2021-08-07,31.92389
2021-08-08,25.15856
2021-08-09,39.95771
2021-08-10,42.70613
2021-08-11,44.60887
2021-08-12,39.95771
2021-08-13,37.2093
2021-08-14,29.17547
2021-08-15,32.55813
2021-08-16,35.51797
2021-08-17,44.60887
2021-08-18,50.73995
2021-08-19,51.58562
2021-08-20,42.49471
2021-08-21,25.58139
2021-08-22,32.76955
2021-08-23,47.56871
2021-08-24,49.04862
2021-08-25,44.82029
2021-08-26,41.43763
2021-08-27,36.99788
2021-08-28,28.11839
2021-08-29,26.42706
2021-08-30,48.62579
2021-08-31,44.82029
2021-09-01,45.03171
2021-09-02,36.78646
2021-09-03,36.36363
2021-09-04,30.02114
2021-09-05,23.67864
2021-09-06,43.55179
2021-09-07,47.35729
2021-09-08,42.91754
2021-09-09,38.05496
2021-09-10,42.28329
2021-09-11,28.75264
2021-09-12,28.54122
2021-09-13,37.2093
2021-09-14,28.96405
2021-09-15,37.2093
2021-09-16,45.45454
2021-09-17,40.59196
2021-09-18,28.3298
2021-09-19,24.52431
2021-09-20,28.11839
2021-09-21,31.92389
2021-09-22,36.15221
2021-09-23,59.19661
2021-09-24,52.43128
2021-09-25,39.53488
2021-09-26,33.4038
2021-09-27,55.60253
2021-09-28,50.1057
2021-09-29,45.66596
2021-09-30,52.00845
2021-10-01,36.15221
2021-10-02,23.04439
2021-10-03,22.62156
2021-10-04,34.03805
2021-10-05,56.4482
2021-10-06,56.4482
2021-10-07,52.6427
2021-10-08,43.34038
2021-10-09,26.21564
2021-10-10,30.44397
2021-10-11,36.78646
2021-10-12,60.04228
2021-10-13,46.72304
2021-10-14,48.41437
2021-10-15,40.16913
2021-10-16,28.54122
2021-10-17,28.3298
2021-10-18,45.45454
2021-10-19,48.62579
2021-10-20,38.4778
2021-10-21,36.15221
2021-10-22,32.76955
2021-10-23,28.3298
2021-10-24,27.69556
2021-10-25,43.55179
2021-10-26,43.55179
2021-10-27,35.9408
2021-10-28,39.95771
2021-10-29,28.96405
2021-10-30,18.39323
2021-10-31,35.09513
2021-11-01,45.87737
2021-11-02,44.18604
2021-11-03,36.15221
2021-11-04,37.2093
2021-11-05,32.76955
2021-11-06,20.93023
2021-11-07,29.80972
2021-11-08,39.32346
2021-11-09,39.11205
2021-11-10,40.59196
2021-11-11,35.51797
2021-11-12,31.28964
2021-11-13,21.35306
2021-11-14,36.15221
2021-11-15,51.3742
2021-11-16,53.69978
2021-11-17,43.76321
2021-11-18,46.72304
2021-11-19,38.4778
2021-11-20,26.42706
2021-11-21,37.2093
2021-11-22,60.88794
2021-11-23,55.39112
2021-11-24,49.04862
2021-11-25,50.95137
2021-11-26,55.39112
2021-11-27,34.88372
2021-11-28,43.12896
2021-11-29,57.50528
2021-11-30,60.88794
2021-12-01,50.52854
2021-12-02,53.48837
2021-12-03,38.90063
2021-12-04,30.23255
2021-12-05,48.8372
2021-12-06,58.56236
2021-12-07,58.56236
2021-12-08,49.89429
2021-12-09,48.8372
2021-12-10,40.80338
2021-12-11,32.76955
2021-12-12,36.36363
2021-12-13,49.89429
2021-12-14,46.72304
2021-12-15,56.23678
2021-12-16,43.34038
2021-12-17,43.34038
2021-12-18,26.42706
2021-12-19,29.80972
2021-12-20,38.68921
2021-12-21,38.26638
2021-12-22,47.14587
2021-12-23,41.86046
2021-12-24,31.71247
2021-12-25,24.94714
2021-12-26,30.23255
2021-12-27,47.14587
2021-12-28,43.34038
2021-12-29,45.03171
2021-12-30,39.32346
2021-12-31,31.07822
2022-01-01,26.84989
2022-01-02,30.23255
2022-01-03,49.26004
2022-01-04,42.70613
2022-01-05,44.82029
2022-01-06,49.68287
2022-01-07,39.11205
2022-01-08,28.11839
2022-01-09,33.61522
2022-01-10,53.27695
2022-01-11,43.55179
2022-01-12,46.08879
2022-01-13,47.56871
2022-01-14,42.49471
2022-01-15,24.31289
2022-01-16,33.82663
2022-01-17,37.84355
2022-01-18,33.61522
2022-01-19,37.2093
2022-01-20,36.36363
2022-01-21,30.65539
2022-01-22,26.84989
2022-01-23,34.88372
2022-01-24,38.26638
2022-01-25,45.66596
2022-01-26,45.87737
2022-01-27,44.60887
2022-01-28,34.24947
2022-01-29,28.3298
2022-01-30,24.31289
2022-01-31,25.36997
2022-02-01,34.46088
2022-02-02,32.98097
2022-02-03,62.15644
2022-02-04,52.85412
2022-02-05,34.46088
2022-02-06,38.68921
2022-02-07,46.51162
2022-02-08,43.55179
2022-02-09,46.08879
2022-02-10,48.20295
2022-02-11,41.86046
2022-02-12,23.67864
2022-02-13,31.28964
2022-02-14,50.1057
2022-02-15,42.91754
2022-02-16,49.47145
2022-02-17,45.45454
2022-02-18,44.39746
2022-02-19,23.46723
2022-02-20,25.58139
2022-02-21,41.64904
2022-02-22,42.91754
2022-02-23,39.53488
2022-02-24,38.4778
2022-02-25,39.53488
2022-02-26,32.55813
2022-02-27,31.50105
2022-02-28,38.90063
2022-03-01,26.63847
2022-03-02,41.01479
2022-03-03,38.90063
2022-03-04,32.98097
2022-03-05,20.93023
2022-03-06,23.46723
2022-03-07,34.46088
2022-03-08,33.61522
2022-03-09,23.46723
2022-03-10,37.42071
2022-03-11,38.90063
2022-03-12,26.42706
2022-03-13,29.17547
2022-03-14,45.87737
2022-03-15,40.80338
2022-03-16,50.95137
2022-03-17,40.16913
2022-03-18,38.05496
2022-03-19,24.10147
2022-03-20,27.27272
2022-03-21,39.7463
2022-03-22,39.32346
2022-03-23,50.31712
2022-03-24,50.1057
2022-03-25,41.64904
2022-03-26,31.50105
2022-03-27,28.54122
2022-03-28,42.70613
2022-03-29,39.11205
2022-03-30,40.80338
2022-03-31,46.93446
2022-04-01,41.22621
2022-04-02,29.17547
2022-04-03,32.76955
2022-04-04,48.20295
2022-04-05,39.95771
2022-04-06,39.7463
2022-04-07,37.84355
2022-04-08,31.71247
2022-04-09,25.15856
2022-04-10,23.89006
2022-04-11,41.43763
2022-04-12,42.07188
2022-04-13,39.32346
2022-04-14,36.99788
2022-04-15,28.11839
2022-04-16,26.00422
2022-04-17,23.04439
2022-04-18,43.55179
2022-04-19,44.39746
2022-04-20,36.78646
2022-04-21,41.43763
2022-04-22,34.46088
2022-04-23,28.11839
2022-04-24,19.45031
2022-04-25,37.2093
2022-04-26,38.4778
2022-04-27,33.19238
2022-04-28,34.6723
2022-04-29,31.71247
2022-04-30,25.79281
2022-05-01,24.73572
2022-05-02,40.16913
2022-05-03,35.51797
2022-05-04,38.05496
2022-05-05,26.42706
2022-05-06,31.71247
2022-05-07,24.94714
2022-05-08,28.3298
2022-05-09,48.62579
2022-05-10,51.3742
2022-05-11,53.48837
2022-05-12,42.28329
2022-05-13,41.86046
2022-05-14,28.11839
2022-05-15,24.94714
2022-05-16,50.52854
2022-05-17,50.52854
2022-05-18,41.22621
2022-05-19,31.71247
2022-05-20,32.98097
2022-05-21,26.63847
2022-05-22,32.55813
2022-05-23,42.28329
2022-05-24,41.43763
2022-05-25,41.43763
2022-05-26,41.64904
2022-05-27,28.75264
2022-05-28,19.87315
2022-05-29,21.77589
2022-05-30,36.36363
2022-05-31,33.82663
2022-06-01,21.98731
2022-06-02,35.72938
2022-06-03,35.72938
2022-06-04,20.71881
2022-06-05,20.71881
2022-06-06,24.52431
2022-06-07,33.82663
2022-06-08,35.9408
2022-06-09,35.51797
2022-06-10,30.8668
2022-06-11,17.54756
2022-06-12,26.21564
2022-06-13,32.76955
2022-06-14,34.88372
2022-06-15,30.23255
2022-06-16,35.09513
2022-06-17,36.57505
2022-06-18,17.9704
2022-06-19,21.98731
2022-06-20,38.26638
2022-06-21,36.99788
2022-06-22,30.02114
2022-06-23,24.52431
2022-06-24,25.58139
2022-06-25,19.66173
2022-06-26,18.39323
2022-06-27,35.9408
2022-06-28,28.54122
2022-06-29,34.6723
2022-06-30,27.27272
2022-07-01,26.63847
2022-07-02,17.54756
2022-07-03,16.06765
2022-07-04,33.82663
2022-07-05,28.54122
2022-07-06,26.84989
2022-07-07,29.5983
2022-07-08,31.50105
2022-07-09,23.67864
2022-07-10,22.41014
2022-07-11,32.1353
2022-07-12,34.88372
2022-07-13,33.19238
2022-07-14,27.27272
2022-07-15,22.19873
2022-07-16,19.02748
2022-07-17,17.33615
2022-07-18,30.8668
2022-07-19,30.44397
2022-07-20,28.11839
2022-07-21,25.15856
2022-07-22,23.46723
2022-07-23,19.45031
2022-07-24,21.14164
2022-07-25,33.19238
2022-07-26,29.80972
2022-07-27,36.36363
2022-07-28,27.69556
2022-07-29,22.19873
2022-07-30,17.33615
2022-07-31,20.71881
2022-08-01,31.92389
2022-08-02,30.8668
2022-08-03,24.31289
2022-08-04,24.31289
2022-08-05,27.06131
2022-08-06,20.29598
2022-08-07,16.7019
2022-08-08,21.14164
2022-08-09,26.63847
2022-08-10,28.75264
2022-08-11,26.21564
2022-08-12,22.41014
2022-08-13,18.39323
2022-08-14,15.01057
2022-08-15,17.75898
2022-08-16,29.80972
2022-08-17,28.3298
2022-08-18,27.06131
2022-08-19,23.04439
2022-08-20,18.60465
2022-08-21,20.29598
2022-08-22,29.17547
2022-08-23,35.9408
2022-08-24,30.65539
2022-08-25,31.92389
2022-08-26,24.52431
2022-08-27,17.33615
2022-08-28,22.41014
2022-08-29,36.57505
2022-08-30,29.17547
2022-08-31,29.38689
2022-09-01,24.73572
2022-09-02,23.25581
2022-09-03,17.33615
2022-09-04,16.7019
2022-09-05,29.80972
2022-09-06,23.25581
2022-09-07,24.94714
2022-09-08,16.91331
2022-09-09,16.27906
2022-09-10,18.18181
2022-09-11,21.14164
2022-09-12,24.73572
2022-09-13,42.49471
2022-09-14,38.68921
2022-09-15,34.03805
2022-09-16,33.4038
2022-09-17,21.14164
2022-09-18,18.81606
2022-09-19,31.50105
2022-09-20,36.57505
2022-09-21,37.63213
2022-09-22,32.55813
2022-09-23,33.61522
2022-09-24,17.33615
2022-09-25,19.87315
2022-09-26,35.9408
2022-09-27,31.92389
2022-09-28,37.63213
2022-09-29,38.26638
2022-09-30,27.06131
2022-10-01,19.45031
2022-10-02,16.91331
2022-10-03,27.27272
2022-10-04,35.51797
2022-10-05,33.4038
2022-10-06,32.98097
2022-10-07,29.38689
2022-10-08,19.02748
2022-10-09,24.52431
2022-10-10,26.42706
2022-10-11,37.42071
2022-10-12,38.4778
2022-10-13,41.01479
2022-10-14,31.28964
2022-10-15,15.85623
2022-10-16,23.46723
2022-10-17,33.82663
2022-10-18,30.23255
2022-10-19,34.6723
2022-10-20,33.82663
2022-10-21,30.23255
2022-10-22,20.29598
2022-10-23,22.62156
2022-10-24,44.82029
2022-10-25,32.1353
2022-10-26,36.78646
2022-10-27,28.54122
2022-10-28,29.80972
2022-10-29,18.39323
2022-10-30,22.83298
2022-10-31,34.24947
2022-11-01,37.42071
2022-11-02,40.59196
2022-11-03,31.07822
2022-11-04,31.28964
2022-11-05,18.18181
2022-11-06,17.75898
2022-11-07,43.97463
2022-11-08,33.4038
2022-11-09,43.76321
2022-11-10,51.79704
2022-11-11,38.68921
2022-11-12,20.50739
2022-11-13,23.25581
2022-11-14,41.43763
2022-11-15,38.05496
2022-11-16,31.07822
2022-11-17,37.84355
2022-11-18,33.4038
2022-11-19,17.12473
2022-11-20,23.04439
2022-11-21,45.24312
2022-11-22,40.80338
2022-11-23,45.03171
2022-11-24,29.80972
2022-11-25,35.51797
2022-11-26,16.91331
2022-11-27,23.46723
2022-11-28,41.43763
2022-11-29,37.42071
2022-11-30,31.07822
2022-12-01,26.00422
2022-12-02,27.27272
2022-12-03,16.27906
2022-12-04,18.18181
2022-12-05,34.24947
2022-12-06,40.59196
2022-12-07,41.43763
2022-12-08,35.09513
2022-12-09,30.44397
2022-12-10,22.83298
2022-12-11,25.79281
2022-12-12,49.04862
2022-12-13,46.30021
2022-12-14,34.46088
2022-12-15,38.05496
2022-12-16,34.46088
2022-12-17,20.50739
2022-12-18,20.29598
2022-12-19,41.64904
2022-12-20,40.59196
2022-12-21,43.34038
2022-12-22,44.18604
2022-12-23,32.98097
2022-12-24,17.54756
2022-12-25,20.29598
2022-12-26,32.98097
2022-12-27,36.78646
2022-12-28,29.17547
2022-12-29,32.98097
2022-12-30,17.33615
2022-12-31,12.68498
2023-01-01,13.53065
2023-01-02,30.65539
2023-01-03,27.48414
2023-01-04,31.92389
2023-01-05,25.79281
2023-01-06,23.04439
2023-01-07,15.22198
2023-01-08,15.64482
2023-01-09,23.67864
2023-01-10,25.79281
2023-01-11,23.67864
2023-01-12,27.90697
2023-01-13,24.94714
2023-01-14,15.22198
2023-01-15,17.33615
2023-01-16,24.10147
2023-01-17,18.39323
2023-01-18,25.79281
2023-01-19,19.66173
2023-01-20,13.10782
2023-01-21,12.8964
2023-01-22,19.02748
2023-01-23,16.27906
2023-01-24,15.4334
2023-01-25,27.90697
2023-01-26,30.23255
2023-01-27,26.21564
2023-01-28,17.9704
2023-01-29,17.12473
2023-01-30,29.38689
2023-01-31,28.54122
2023-02-01,28.96405
2023-02-02,26.21564
2023-02-03,22.83298
2023-02-04,19.02748
2023-02-05,13.74207
2023-02-06,28.11839
2023-02-07,28.75264
2023-02-08,30.44397
2023-02-09,21.56448
2023-02-10,20.50739
2023-02-11,21.56448
2023-02-12,16.27906
2023-02-13,31.28964
2023-02-14,29.17547
2023-02-15,23.25581
2023-02-16,23.25581
2023-02-17,18.60465
2023-02-18,16.91331
2023-02-19,14.37632
2023-02-20,23.89006
2023-02-21,27.90697
2023-02-22,27.90697
2023-02-23,22.83298
2023-02-24,24.73572
2023-02-25,15.22198
2023-02-26,19.2389
2023-02-27,30.23255
2023-02-28,20.93023
2023-03-01,13.95348
2023-03-02,22.41014
2023-03-03,18.60465
2023-03-04,18.39323
2023-03-05,16.06765
2023-03-06,22.19873
2023-03-07,24.31289
2023-03-08,26.63847
2023-03-09,32.55813
2023-03-10,20.50739
2023-03-11,12.26215
2023-03-12,17.33615
2023-03-13,23.46723
2023-03-14,23.67864
2023-03-15,29.5983
2023-03-16,23.04439
2023-03-17,23.04439
2023-03-18,12.47357
2023-03-19,17.54756
2023-03-20,26.63847
2023-03-21,26.42706
2023-03-22,25.58139
2023-03-23,30.23255
2023-03-24,20.29598
2023-03-25,13.31923
2023-03-26,16.06765
2023-03-27,32.98097
2023-03-28,22.19873
2023-03-29,25.58139
2023-03-30,21.98731
2023-03-31,20.29598
2023-04-01,12.26215
2023-04-02,17.12473
2023-04-03,22.62156
2023-04-04,24.31289
2023-04-05,23.67864
2023-04-06,23.67864
2023-04-07,20.93023
2023-04-08,13.95348
2023-04-09,15.22198
2023-04-10,24.10147
2023-04-11,28.54122
2023-04-12,21.77589
2023-04-13,20.50739
2023-04-14,18.18181
2023-04-15,14.79915
2023-04-16,13.95348
2023-04-17,23.67864
2023-04-18,27.48414
2023-04-19,20.08456
2023-04-20,21.56448
2023-04-21,19.02748
2023-04-22,10.78224
2023-04-23,13.10782
2023-04-24,26.21564
2023-04-25,21.14164
2023-04-26,22.83298
2023-04-27,22.41014
2023-04-28,25.36997
2023-04-29,13.53065
2023-04-30,13.74207
2023-05-01,17.33615
2023-05-02,28.96405
2023-05-03,26.63847
2023-05-04,25.79281
2023-05-05,19.45031
2023-05-06,19.45031
2023-05-07,20.71881
2023-05-08,29.38689
2023-05-09,31.50105
2023-05-10,26.84989
2023-05-11,23.46723
2023-05-12,20.71881
2023-05-13,14.1649
2023-05-14,15.64482
2023-05-15,40.59196
2023-05-16,26.21564
2023-05-17,27.27272
2023-05-18,28.3298
2023-05-19,27.06131
2023-05-20,14.79915
2023-05-21,13.74207
2023-05-22,33.4038
2023-05-23,29.38689
2023-05-24,29.17547
2023-05-25,33.19238
2023-05-26,21.14164
2023-05-27,17.12473
2023-05-28,15.22198
