date,예금금리계산기
2020-03-20,2.98232
2020-03-21,1.43593
2020-03-22,0.95729
2020-03-23,3.35051
2020-03-24,2.9455
2020-03-25,2.76141
2020-03-26,3.20324
2020-03-27,2.87187
2020-03-28,1.50957
2020-03-29,1.95139
2020-03-30,3.79234
2020-03-31,3.35051
2020-04-01,3.09278
2020-04-02,2.06185
2020-04-03,2.79823
2020-04-04,1.25184
2020-04-05,1.06774
2020-04-06,2.50368
2020-04-07,2.57731
2020-04-08,2.43004
2020-04-09,2.76141
2020-04-10,2.50368
2020-04-11,1.32547
2020-04-12,1.25184
2020-04-13,3.20324
2020-04-14,2.5405
2020-04-15,1.7673
2020-04-16,2.5405
2020-04-17,2.57731
2020-04-18,1.14138
2020-04-19,1.28865
2020-04-20,2.5405
2020-04-21,2.46686
2020-04-22,2.61413
2020-04-23,2.28276
2020-04-24,1.54639
2020-04-25,0.81001
2020-04-26,0.92047
2020-04-27,2.57731
2020-04-28,2.65095
2020-04-29,2.83505
2020-04-30,0.95729
2020-05-01,0.88365
2020-05-02,0.55228
2020-05-03,0.69955
2020-05-04,1.87776
2020-05-05,1.54639
2020-05-06,2.09867
2020-05-07,1.1782
2020-05-08,2.06185
2020-05-09,0.51546
2020-05-10,1.21502
2020-05-11,2.31958
2020-05-12,1.69366
2020-05-13,1.50957
2020-05-14,1.58321
2020-05-15,1.69366
2020-05-16,0.66273
2020-05-17,0.62592
2020-05-18,1.91458
2020-05-19,1.50957
2020-05-20,1.95139
2020-05-21,1.87776
2020-05-22,1.69366
2020-05-23,0.84683
2020-05-24,0.55228
2020-05-25,1.91458
2020-05-26,1.36229
2020-05-27,1.7673
2020-05-28,1.62002
2020-05-29,2.39322
2020-05-30,1.14138
2020-05-31,0.66273
2020-06-01,2.20913
2020-06-02,2.5405
2020-06-03,2.68777
2020-06-04,1.98821
2020-06-05,2.39322
2020-06-06,0.95729
2020-06-07,1.25184
2020-06-08,2.57731
2020-06-09,1.7673
2020-06-10,2.5405
2020-06-11,1.95139
2020-06-12,1.98821
2020-06-13,0.92047
2020-06-14,1.14138
2020-06-15,2.5405
2020-06-16,3.46097
2020-06-17,2.46686
2020-06-18,1.73048
2020-06-19,2.76141
2020-06-20,1.03092
2020-06-21,1.28865
2020-06-22,2.24594
2020-06-23,2.02503
2020-06-24,1.7673
2020-06-25,2.13549
2020-06-26,1.73048
2020-06-27,0.77319
2020-06-28,1.32547
2020-06-29,2.06185
2020-06-30,1.14138
2020-07-01,1.43593
2020-07-02,1.32547
2020-07-03,1.06774
2020-07-04,0.92047
2020-07-05,0.92047
2020-07-06,1.25184
2020-07-07,1.54639
2020-07-08,1.28865
2020-07-09,2.13549
2020-07-10,1.43593
2020-07-11,1.69366
2020-07-12,1.32547
2020-07-13,1.80412
2020-07-14,1.80412
2020-07-15,1.39911
2020-07-16,2.31958
2020-07-17,1.25184
2020-07-18,0.29455
2020-07-19,0.55228
2020-07-20,1.1782
2020-07-21,1.47275
2020-07-22,1.28865
2020-07-23,2.02503
2020-07-24,1.03092
2020-07-25,0.5891
2020-07-26,0.77319
2020-07-27,1.43593
2020-07-28,2.06185
2020-07-29,2.20913
2020-07-30,2.09867
2020-07-31,2.50368
2020-08-01,0.47864
2020-08-02,1.47275
2020-08-03,2.90868
2020-08-04,1.58321
2020-08-05,1.91458
2020-08-06,1.54639
2020-08-07,1.10456
2020-08-08,0.55228
2020-08-09,0.36818
2020-08-10,2.02503
2020-08-11,1.32547
2020-08-12,0.95729
2020-08-13,1.28865
2020-08-14,1.32547
2020-08-15,0.405
2020-08-16,0.77319
2020-08-17,1.1782
2020-08-18,2.02503
2020-08-19,2.46686
2020-08-20,0.66273
2020-08-21,1.73048
2020-08-22,0.25773
2020-08-23,0.25773
2020-08-24,1.47275
2020-08-25,0.88365
2020-08-26,1.47275
2020-08-27,1.95139
2020-08-28,1.54639
2020-08-29,0.77319
2020-08-30,0.47864
2020-08-31,2.17231
2020-09-01,2.61413
2020-09-02,2.65095
2020-09-03,2.06185
2020-09-04,1.84094
2020-09-05,1.03092
2020-09-06,0.81001
2020-09-07,2.02503
2020-09-08,2.28276
2020-09-09,1.62002
2020-09-10,1.95139
2020-09-11,1.54639
2020-09-12,0.77319
2020-09-13,0.77319
2020-09-14,1.87776
2020-09-15,1.98821
2020-09-16,2.3564
2020-09-17,2.28276
2020-09-18,1.62002
2020-09-19,0.92047
2020-09-20,0.62592
2020-09-21,2.50368
2020-09-22,2.24594
2020-09-23,1.28865
2020-09-24,1.54639
2020-09-25,1.62002
2020-09-26,0.88365
2020-09-27,0.55228
2020-09-28,1.54639
2020-09-29,1.47275
2020-09-30,0.77319
2020-10-01,0.62592
2020-10-02,1.32547
2020-10-03,0.81001
2020-10-04,0.77319
2020-10-05,2.72459
2020-10-06,2.83505
2020-10-07,1.69366
2020-10-08,2.61413
2020-10-09,0.88365
2020-10-10,1.36229
2020-10-11,0.88365
2020-10-12,2.61413
2020-10-13,1.91458
2020-10-14,1.36229
2020-10-15,1.65684
2020-10-16,1.69366
2020-10-17,0.73637
2020-10-18,0.62592
2020-10-19,0.9941
2020-10-20,1.28865
2020-10-21,0.88365
2020-10-22,0.9941
2020-10-23,1.25184
2020-10-24,0.5891
2020-10-25,0.92047
2020-10-26,1.58321
2020-10-27,1.36229
2020-10-28,1.50957
2020-10-29,3.93961
2020-10-30,1.25184
2020-10-31,0.51546
2020-11-01,0.55228
2020-11-02,0.9941
2020-11-03,0.5891
2020-11-04,1.10456
2020-11-05,1.32547
2020-11-06,0.88365
2020-11-07,0.22091
2020-11-09,1.21502
2020-11-10,1.32547
2020-11-11,0.88365
2020-11-12,0.77319
2020-11-13,0.92047
2020-11-15,0.405
2020-11-16,0.66273
2020-11-17,1.06774
2020-11-18,1.32547
2020-11-19,1.47275
2020-11-20,1.58321
2020-11-21,1.1782
2020-11-22,0.73637
2020-11-23,1.69366
2020-11-24,2.31958
2020-11-25,1.43593
2020-11-26,2.20913
2020-11-27,1.65684
2020-11-28,0.55228
2020-11-29,1.25184
2020-11-30,2.24594
2020-12-01,1.80412
2020-12-02,1.28865
2020-12-03,1.25184
2020-12-04,1.58321
2020-12-05,0.62592
2020-12-06,1.03092
2020-12-07,1.84094
2020-12-08,1.58321
2020-12-09,1.69366
2020-12-10,2.17231
2020-12-11,1.54639
2020-12-12,0.69955
2020-12-13,1.21502
2020-12-14,2.17231
2020-12-15,1.50957
2020-12-16,1.7673
2020-12-17,2.02503
2020-12-18,1.87776
2020-12-19,0.81001
2020-12-20,0.66273
2020-12-21,1.91458
2020-12-22,1.7673
2020-12-23,1.84094
2020-12-24,1.91458
2020-12-25,0.55228
2020-12-26,0.405
2020-12-27,0.81001
2020-12-28,1.91458
2020-12-29,2.72459
2020-12-30,1.39911
2020-12-31,1.32547
2021-01-01,1.06774
2021-01-02,1.03092
2021-01-03,0.88365
2021-01-04,1.84094
2021-01-05,1.54639
2021-01-06,1.62002
2021-01-07,1.54639
2021-01-08,1.25184
2021-01-09,0.55228
2021-01-10,0.69955
2021-01-11,1.62002
2021-01-12,0.92047
2021-01-13,1.62002
2021-01-14,1.69366
2021-01-15,1.65684
2021-01-16,1.03092
2021-01-17,1.14138
2021-01-18,1.32547
2021-01-19,1.36229
2021-01-20,2.13549
2021-01-21,1.62002
2021-01-22,1.69366
2021-01-23,0.92047
2021-01-24,1.21502
2021-01-25,2.3564
2021-01-26,1.91458
2021-01-27,2.02503
2021-01-28,2.72459
2021-01-29,2.3564
2021-01-30,1.25184
2021-01-31,1.03092
2021-02-01,1.80412
2021-02-02,1.69366
2021-02-03,2.76141
2021-02-04,2.83505
2021-02-05,1.98821
2021-02-06,1.10456
2021-02-07,0.92047
2021-02-08,2.24594
2021-02-09,1.21502
2021-02-10,1.14138
2021-02-11,0.62592
2021-02-12,0.51546
2021-02-13,0.92047
2021-02-14,0.77319
2021-02-15,3.31369
2021-02-16,2.20913
2021-02-17,2.13549
2021-02-18,1.62002
2021-02-19,1.65684
2021-02-20,0.81001
2021-02-21,1.03092
2021-02-22,1.95139
2021-02-23,2.20913
2021-02-24,1.7673
2021-02-25,2.17231
2021-02-26,2.02503
2021-02-27,1.21502
2021-02-28,0.92047
2021-03-01,1.03092
2021-03-02,1.87776
2021-03-03,1.32547
2021-03-04,1.39911
2021-03-05,1.47275
2021-03-06,0.5891
2021-03-07,0.69955
2021-03-08,1.39911
2021-03-09,1.54639
2021-03-10,1.58321
2021-03-11,1.54639
2021-03-12,1.91458
2021-03-13,0.33136
2021-03-14,0.5891
2021-03-15,1.7673
2021-03-16,1.84094
2021-03-17,2.68777
2021-03-18,2.17231
2021-03-19,0.95729
2021-03-20,0.47864
2021-03-21,0.84683
2021-03-22,0.88365
2021-03-23,1.28865
2021-03-24,0.88365
2021-03-25,1.47275
2021-03-26,1.25184
2021-03-27,0.44182
2021-03-28,0.88365
2021-03-29,1.21502
2021-03-30,1.06774
2021-03-31,1.32547
2021-04-01,1.14138
2021-04-02,1.10456
2021-04-03,0.44182
2021-04-04,0.55228
2021-04-05,1.73048
2021-04-06,1.62002
2021-04-07,0.73637
2021-04-08,0.73637
2021-04-09,1.10456
2021-04-10,0.36818
2021-04-11,0.18409
2021-04-12,0.69955
2021-04-13,0.69955
2021-04-14,0.84683
2021-04-15,1.10456
2021-04-16,1.10456
2021-04-17,0.33136
2021-04-18,0.36818
2021-04-19,1.43593
2021-04-20,1.14138
2021-04-21,1.14138
2021-04-22,1.06774
2021-04-23,1.58321
2021-04-24,0.73637
2021-04-25,0.55228
2021-04-26,1.50957
2021-04-27,1.1782
2021-04-28,0.9941
2021-04-29,1.58321
2021-04-30,1.58321
2021-05-01,0.88365
2021-05-02,0.44182
2021-05-03,0.95729
2021-05-04,1.50957
2021-05-05,0.51546
2021-05-06,1.50957
2021-05-07,1.14138
2021-05-08,0.73637
2021-05-09,0.66273
2021-05-10,1.43593
2021-05-11,1.84094
2021-05-12,1.69366
2021-05-13,1.80412
2021-05-14,1.21502
2021-05-15,0.5891
2021-05-16,0.44182
2021-05-17,1.43593
2021-05-18,1.1782
2021-05-19,0.33136
2021-05-20,1.25184
2021-05-21,1.73048
2021-05-22,0.44182
2021-05-23,0.51546
2021-05-24,1.36229
2021-05-25,1.58321
2021-05-26,1.1782
2021-05-27,1.39911
2021-05-28,0.77319
2021-05-29,0.5891
2021-05-30,0.36818
2021-05-31,0.81001
2021-06-01,1.54639
2021-06-02,0.92047
2021-06-03,1.32547
2021-06-04,1.06774
2021-06-05,0.44182
