date,적금이율높은곳
2023-06-18,6.77966
2023-06-19,12.94298
2023-06-20,13.09707
2023-06-21,17.4114
2023-06-22,12.01848
2023-06-23,14.6379
2023-06-24,6.77966
2023-06-25,6.16332
2023-06-26,13.09707
2023-06-27,12.7889
2023-06-28,14.32973
2023-06-29,14.17565
2023-06-30,10.78582
2023-07-01,6.16332
2023-07-02,7.24191
2023-07-03,13.09707
2023-07-04,12.94298
2023-07-05,15.87057
2023-07-06,13.09707
2023-07-07,10.32357
2023-07-08,5.39291
2023-07-09,5.23882
2023-07-10,15.71648
2023-07-11,16.02465
2023-07-12,14.17565
2023-07-13,11.8644
2023-07-14,12.17257
2023-07-15,8.1664
2023-07-16,4.77657
2023-07-17,13.25115
2023-07-18,12.01848
2023-07-19,8.47457
2023-07-20,14.6379
2023-07-21,10.9399
2023-07-22,4.93066
2023-07-23,6.00924
2023-07-24,16.64098
2023-07-25,19.41448
2023-07-26,12.32665
2023-07-27,12.32665
2023-07-28,11.71032
2023-07-29,7.08782
2023-07-30,6.16332
2023-07-31,15.87057
2023-08-01,16.64098
2023-08-02,13.40523
2023-08-03,15.40832
2023-08-04,13.7134
2023-08-05,8.1664
2023-08-06,6.93374
2023-08-07,16.02465
2023-08-08,13.25115
2023-08-09,11.71032
2023-08-10,12.32665
2023-08-11,15.25423
2023-08-12,8.47457
2023-08-13,7.55007
2023-08-14,12.63482
2023-08-15,10.78582
2023-08-16,15.10015
2023-08-17,17.25731
2023-08-18,13.40523
2023-08-19,5.08474
2023-08-20,6.31741
2023-08-21,12.48073
2023-08-22,16.33281
2023-08-23,12.32665
2023-08-24,15.10015
2023-08-25,16.94915
2023-08-26,8.32049
2023-08-27,10.32357
2023-08-28,15.10015
2023-08-29,13.55932
2023-08-30,15.40832
2023-08-31,18.48998
2023-09-01,17.25731
2023-09-02,8.47457
2023-09-03,7.70416
2023-09-04,15.5624
2023-09-05,16.79506
2023-09-06,12.7889
2023-09-07,16.02465
2023-09-08,12.48073
2023-09-09,7.24191
2023-09-10,8.1664
2023-09-11,16.64098
2023-09-12,15.87057
2023-09-13,12.63482
2023-09-14,14.32973
2023-09-15,16.17873
2023-09-16,9.39907
2023-09-17,7.85824
2023-09-18,12.63482
2023-09-19,16.02465
2023-09-20,14.94607
2023-09-21,14.6379
2023-09-22,12.17257
2023-09-23,9.55315
2023-09-24,7.85824
2023-09-25,15.71648
2023-09-26,12.32665
2023-09-27,13.86748
2023-09-28,5.23882
2023-09-29,3.69799
2023-09-30,5.70107
2023-10-01,6.00924
2023-10-02,10.47765
2023-10-03,10.63174
2023-10-04,23.42064
2023-10-05,21.87981
2023-10-06,16.33281
2023-10-07,7.39599
2023-10-08,7.39599
2023-10-09,8.78274
2023-10-10,21.10939
2023-10-11,18.95223
2023-10-12,17.87365
2023-10-13,16.17873
2023-10-14,11.8644
2023-10-15,9.70724
2023-10-16,17.10323
2023-10-17,17.4114
2023-10-18,23.88289
2023-10-19,18.02773
2023-10-20,25.26964
2023-10-21,12.7889
2023-10-22,13.7134
2023-10-23,22.95839
2023-10-24,22.18798
2023-10-25,29.73805
2023-10-26,21.10939
2023-10-27,22.80431
2023-10-28,8.93682
2023-10-29,18.3359
2023-10-30,48.69029
2023-10-31,36.05546
2023-11-01,37.44221
2023-11-02,31.43297
2023-11-03,23.26656
2023-11-04,15.71648
2023-11-05,18.79815
2023-11-06,27.11864
2023-11-07,25.88597
2023-11-08,22.65023
2023-11-09,20.33898
2023-11-10,21.10939
2023-11-11,10.9399
2023-11-12,13.09707
2023-11-13,22.49614
2023-11-14,20.95531
2023-11-15,24.96147
2023-11-16,19.87673
2023-11-17,15.10015
2023-11-18,14.02157
2023-11-19,8.01232
2023-11-20,31.1248
2023-11-21,28.96764
2023-11-22,21.41756
2023-11-23,19.2604
2023-11-24,24.80739
2023-11-25,15.40832
2023-11-26,11.24807
2023-11-27,24.34514
2023-11-28,25.57781
2023-11-29,25.11556
2023-11-30,21.26348
2023-12-01,19.56856
2023-12-02,9.24499
2023-12-03,13.86748
2023-12-04,18.79815
2023-12-05,24.03697
2023-12-06,21.26348
2023-12-07,21.72573
2023-12-08,21.10939
2023-12-09,15.25423
2023-12-10,11.09399
2023-12-11,24.34514
2023-12-12,23.72881
2023-12-13,22.34206
2023-12-14,25.73189
2023-12-15,17.56548
2023-12-16,8.32049
2023-12-17,9.24499
2023-12-18,13.09707
2023-12-19,16.79506
2023-12-20,16.33281
2023-12-21,18.18181
2023-12-22,16.02465
2023-12-23,14.6379
2023-12-24,11.24807
2023-12-25,12.48073
2023-12-26,23.72881
2023-12-27,26.65639
2023-12-28,24.19106
2023-12-29,22.49614
2023-12-30,15.71648
2023-12-31,13.40523
2024-01-01,17.4114
2024-01-02,31.74114
2024-01-03,30.04622
2024-01-04,28.3513
2024-01-05,32.66563
2024-01-06,16.94915
2024-01-07,20.95531
2024-01-08,24.80739
2024-01-09,29.2758
2024-01-10,32.20338
2024-01-11,28.81355
2024-01-12,26.50231
2024-01-13,10.0154
2024-01-14,15.87057
2024-01-15,22.95839
2024-01-16,28.50539
2024-01-17,28.3513
2024-01-18,23.11248
2024-01-19,24.03697
2024-01-20,14.02157
2024-01-21,20.80123
2024-01-22,35.28505
2024-01-23,28.96764
2024-01-24,30.04622
2024-01-25,42.06471
2024-01-26,36.05546
2024-01-27,21.57164
2024-01-28,19.87673
2024-01-29,40.06163
2024-01-30,41.75654
2024-01-31,45.60862
2024-02-01,33.28197
2024-02-02,32.20338
2024-02-03,19.72265
2024-02-04,19.41448
2024-02-05,34.51463
2024-02-06,27.27272
2024-02-07,24.03697
2024-02-08,25.42372
2024-02-09,14.02157
2024-02-10,12.32665
2024-02-11,12.94298
2024-02-12,15.71648
2024-02-13,40.83204
2024-02-14,31.1248
2024-02-15,39.59938
2024-02-16,32.0493
2024-02-17,14.48382
2024-02-18,13.25115
2024-02-19,35.13097
2024-02-20,34.51463
2024-02-21,37.44221
2024-02-22,30.50847
2024-02-23,48.07395
2024-02-24,21.72573
2024-02-25,23.11248
2024-02-26,43.60554
2024-02-27,38.98305
2024-02-28,34.05238
2024-02-29,34.20647
2024-03-01,18.02773
2024-03-02,18.64406
2024-03-03,15.40832
2024-03-04,39.13713
2024-03-05,34.8228
2024-03-06,29.2758
2024-03-07,23.42064
2024-03-08,23.57473
2024-03-09,15.25423
2024-03-10,16.94915
2024-03-11,25.88597
2024-03-12,25.88597
2024-03-13,20.64714
2024-03-14,21.57164
2024-03-15,22.95839
2024-03-16,14.17565
2024-03-17,15.5624
2024-03-18,21.72573
2024-03-19,27.42681
2024-03-20,27.58089
