date,순금1돈
2023-05-31,12.27793
2023-06-01,12.55428
2023-06-02,9.75128
2023-06-03,11.64626
2023-06-04,9.59336
2023-06-05,11.36991
2023-06-06,10.93564
2023-06-07,13.50177
2023-06-08,11.33043
2023-06-09,11.60679
2023-06-10,12.71219
2023-06-11,13.73864
2023-06-12,14.37031
2023-06-13,12.87011
2023-06-14,15.27832
2023-06-15,13.50177
2023-06-16,13.85708
2023-06-17,10.93564
2023-06-18,11.80418
2023-06-19,13.93604
2023-06-20,13.22542
2023-06-21,12.79115
2023-06-22,10.81721
2023-06-23,12.5148
2023-06-24,11.212
2023-06-25,8.80378
2023-06-26,11.48835
2023-06-27,13.58073
2023-06-28,12.98855
2023-06-29,13.10698
2023-06-30,11.64626
2023-07-01,13.30438
2023-07-02,10.42242
2023-07-03,12.47532
2023-07-04,12.00157
2023-07-05,13.73864
2023-07-06,10.85669
2023-07-07,10.73825
2023-07-08,9.00118
2023-07-09,10.50138
2023-07-10,11.72522
2023-07-11,11.36991
2023-07-12,10.97512
2023-07-13,11.44887
2023-07-14,11.88314
2023-07-15,9.59336
2023-07-16,8.92222
2023-07-17,11.40939
2023-07-18,12.15949
2023-07-19,12.00157
2023-07-20,10.30398
2023-07-21,12.75167
2023-07-22,10.73825
2023-07-23,8.76431
2023-07-24,10.34346
2023-07-25,11.0146
2023-07-26,11.13304
2023-07-27,9.31701
2023-07-28,10.06711
2023-07-29,10.14607
2023-07-30,8.13264
2023-07-31,10.22502
2023-08-01,11.25148
2023-08-02,9.59336
2023-08-03,9.83024
2023-08-04,9.7118
2023-08-05,11.33043
2023-08-06,10.2645
2023-08-07,12.47532
2023-08-08,11.88314
2023-08-09,13.38333
2023-08-10,13.62021
2023-08-11,11.29095
2023-08-12,11.64626
2023-08-13,10.97512
2023-08-14,10.54086
2023-08-15,10.34346
2023-08-16,13.14646
2023-08-17,11.17252
2023-08-18,10.73825
2023-08-19,11.64626
2023-08-20,10.2645
2023-08-21,11.52783
2023-08-22,11.72522
2023-08-23,11.84366
2023-08-24,12.04105
2023-08-25,12.43584
2023-08-26,9.83024
2023-08-27,11.05408
2023-08-28,11.80418
2023-08-29,11.13304
2023-08-30,11.68574
2023-08-31,11.56731
2023-09-01,12.39636
2023-09-02,13.10698
2023-09-03,12.67272
2023-09-04,13.50177
2023-09-05,15.04145
2023-09-06,11.68574
2023-09-07,12.79115
2023-09-08,12.19897
2023-09-09,11.13304
2023-09-10,13.73864
2023-09-11,30.71456
2023-09-12,15.94946
2023-09-13,14.015
2023-09-14,10.65929
2023-09-15,11.05408
2023-09-16,10.58033
2023-09-17,10.61981
2023-09-18,11.72522
2023-09-19,11.92262
2023-09-20,11.48835
2023-09-21,11.17252
2023-09-22,9.83024
2023-09-23,9.27753
2023-09-24,8.92222
2023-09-25,11.17252
2023-09-26,11.88314
2023-09-27,10.02763
2023-09-28,10.89617
2023-09-29,10.77773
2023-09-30,13.38333
2023-10-01,11.40939
2023-10-02,12.15949
2023-10-03,17.17331
2023-10-04,15.23884
2023-10-05,14.68614
2023-10-06,11.92262
2023-10-07,9.00118
2023-10-08,10.10659
2023-10-09,12.94907
2023-10-10,14.015
2023-10-11,15.3178
2023-10-12,14.60718
2023-10-13,10.77773
2023-10-14,9.67232
2023-10-15,11.44887
2023-10-16,13.8176
2023-10-17,14.17291
2023-10-18,11.36991
2023-10-19,15.63363
2023-10-20,13.58073
2023-10-21,10.77773
2023-10-22,9.94867
2023-10-23,12.83063
2023-10-24,12.19897
2023-10-25,13.38333
2023-10-26,11.7647
2023-10-27,10.85669
2023-10-28,9.94867
2023-10-29,10.89617
2023-10-30,16.58112
2023-10-31,18.08132
2023-11-01,18.59455
2023-11-02,14.64666
2023-11-03,13.30438
2023-11-04,11.29095
2023-11-05,14.015
2023-11-06,16.02842
2023-11-07,16.30477
2023-11-08,15.79155
2023-11-09,13.65969
2023-11-10,14.7651
2023-11-11,13.0675
2023-11-12,12.04105
2023-11-13,17.48914
2023-11-14,15.27832
2023-11-15,12.98855
2023-11-16,14.17291
2023-11-17,13.34386
2023-11-18,14.72562
2023-11-19,14.33083
2023-11-20,17.96288
2023-11-21,17.17331
2023-11-22,16.46269
2023-11-23,15.23884
2023-11-24,15.23884
2023-11-25,13.85708
2023-11-26,11.84366
2023-11-27,17.01539
2023-11-28,17.3707
2023-11-29,15.94946
2023-11-30,15.71259
2023-12-01,16.14686
2023-12-02,13.97552
2023-12-03,15.35728
2023-12-04,19.85787
2023-12-05,19.06829
2023-12-06,19.85787
2023-12-07,16.42321
2023-12-08,13.50177
2023-12-09,12.94907
2023-12-10,14.25187
2023-12-11,17.84445
2023-12-12,17.25227
2023-12-13,16.22581
2023-12-14,15.08093
2023-12-15,15.3178
2023-12-16,12.5148
2023-12-17,11.92262
2023-12-18,15.83103
2023-12-19,15.8705
2023-12-20,13.50177
2023-12-21,14.015
2023-12-22,13.93604
2023-12-23,11.13304
2023-12-24,10.73825
2023-12-25,14.37031
2023-12-26,15.63363
2023-12-27,15.67311
2023-12-28,15.71259
2023-12-29,16.66008
2023-12-30,13.54125
2023-12-31,12.98855
2024-01-01,22.50296
2024-01-02,21.47651
2024-01-03,18.39715
2024-01-04,20.01579
2024-01-05,22.26608
2024-01-06,22.54243
2024-01-07,17.5681
2024-01-08,17.52862
2024-01-09,17.41018
2024-01-10,17.84445
2024-01-11,16.22581
2024-01-12,16.30477
2024-01-13,16.30477
2024-01-14,15.43624
2024-01-15,16.14686
2024-01-16,17.5681
2024-01-17,16.22581
2024-01-18,16.6206
2024-01-19,17.17331
2024-01-20,15.83103
2024-01-21,16.34425
2024-01-22,100.0
2024-01-23,18.08132
2024-01-24,17.05487
2024-01-25,16.46269
2024-01-26,16.89696
2024-01-27,16.77852
2024-01-28,20.68693
2024-01-29,59.84998
2024-01-30,64.35057
2024-01-31,18.91038
2024-02-01,20.33162
2024-02-02,20.80536
2024-02-03,15.79155
2024-02-04,19.66048
2024-02-05,17.25227
2024-02-06,16.38373
2024-02-07,15.98894
2024-02-08,15.67311
2024-02-09,14.37031
2024-02-10,17.80497
2024-02-11,17.48914
2024-02-12,18.51559
2024-02-13,17.52862
2024-02-14,20.3711
2024-02-15,20.01579
2024-02-16,17.33122
2024-02-17,14.48874
2024-02-18,15.51519
2024-02-19,18.31819
2024-02-20,17.44966
2024-02-21,16.69956
2024-02-22,15.55467
2024-02-23,14.21239
2024-02-24,13.42281
2024-02-25,13.97552
2024-02-26,16.10738
2024-02-27,15.00197
2024-02-28,13.97552
2024-02-29,17.01539
2024-03-01,15.47572
2024-03-02,14.44926
2024-03-03,15.67311
2024-03-04,17.05487
2024-03-05,25.0296
2024-03-06,24.39794
2024-03-07,21.39755
2024-03-08,21.39755
2024-03-09,23.56889
2024-03-10,17.05487
2024-03-11,25.81918
2024-03-12,23.13462
2024-03-13,20.33162
2024-03-14,18.83142
2024-03-15,21.00276
2024-03-16,16.38373
2024-03-17,19.89735
2024-03-18,19.93683
2024-03-19,16.14686
2024-03-20,19.22621
