date,DEX거래소
2021-11-02,14.14868
2021-11-03,12.94964
2021-11-04,13.90887
2021-11-05,9.83213
2021-11-06,10.79136
2021-11-07,16.06714
2021-11-08,14.62829
2021-11-09,14.62829
2021-11-10,14.8681
2021-11-11,12.70983
2021-11-12,16.06714
2021-11-13,13.66906
2021-11-14,15.10791
2021-11-15,13.90887
2021-11-16,11.51079
2021-11-17,8.39328
2021-11-18,16.06714
2021-11-19,10.31175
2021-11-20,11.75059
2021-11-21,12.47002
2021-11-22,12.23021
2021-11-23,20.14388
2021-11-24,15.58752
2021-11-25,17.50599
2021-11-26,14.8681
2021-11-27,9.59232
2021-11-28,8.15347
2021-11-29,18.70503
2021-11-30,12.47002
2021-12-01,14.14868
2021-12-02,15.82733
2021-12-03,15.58752
2021-12-04,11.27098
2021-12-05,15.34772
2021-12-06,15.82733
2021-12-07,21.34292
2021-12-08,22.06235
2021-12-09,24.22062
2021-12-10,17.7458
2021-12-11,11.03117
2021-12-12,13.90887
2021-12-13,16.30695
2021-12-14,8.15347
2021-12-15,8.63309
2021-12-16,8.63309
2021-12-17,10.79136
2021-12-18,6.71462
2021-12-19,8.15347
2021-12-20,9.83213
2021-12-21,12.23021
2021-12-22,11.9904
2021-12-23,15.10791
2021-12-24,9.1127
2021-12-25,8.63309
2021-12-26,13.18944
2021-12-27,14.38848
2021-12-28,17.98561
2021-12-29,11.27098
2021-12-30,10.07194
2021-12-31,10.07194
2022-01-01,6.95443
2022-01-02,10.07194
2022-01-03,11.9904
2022-01-04,12.23021
2022-01-05,11.27098
2022-01-06,7.67386
2022-01-07,7.19424
2022-01-08,7.43405
2022-01-09,1.19904
2022-01-10,9.1127
2022-01-11,7.67386
2022-01-12,8.39328
2022-01-13,17.7458
2022-01-14,9.83213
2022-01-15,7.67386
2022-01-16,11.75059
2022-01-17,19.66426
2022-01-18,14.8681
2022-01-19,8.15347
2022-01-20,14.14868
2022-01-21,7.67386
2022-01-22,4.07673
2022-01-23,7.19424
2022-01-24,9.83213
2022-01-25,7.43405
2022-01-26,4.79616
2022-01-27,5.9952
2022-01-28,6.23501
2022-01-29,7.19424
2022-01-30,4.31654
2022-01-31,6.23501
2022-02-01,4.07673
2022-02-02,1.43884
2022-02-03,6.71462
2022-02-04,5.03597
2022-02-05,4.79616
2022-02-06,5.9952
2022-02-07,9.59232
2022-02-08,7.43405
2022-02-09,12.94964
2022-02-10,12.94964
2022-02-11,11.51079
2022-02-12,7.43405
2022-02-13,8.63309
2022-02-14,9.35251
2022-02-15,15.82733
2022-02-16,15.82733
2022-02-17,14.8681
2022-02-18,18.94484
2022-02-19,15.34772
2022-02-20,13.90887
2022-02-21,15.58752
2022-02-22,16.54676
2022-02-23,18.70503
2022-02-24,17.02637
2022-02-25,18.46522
2022-02-26,17.50599
2022-02-27,27.09832
2022-02-28,29.4964
2022-03-01,38.3693
2022-03-02,30.93525
2022-03-03,25.41966
2022-03-04,23.02158
2022-03-05,20.8633
2022-03-06,24.94004
2022-03-07,26.37889
2022-03-08,24.70023
2022-03-09,27.09832
2022-03-10,23.50119
2022-03-11,26.13908
2022-03-12,25.89928
2022-03-13,29.73621
2022-03-14,35.25179
2022-03-15,46.04316
2022-03-16,39.80815
2022-03-17,46.52278
2022-03-18,36.45083
2022-03-19,44.1247
2022-03-20,44.60431
2022-03-21,60.43165
2022-03-22,58.27338
2022-03-23,45.32374
2022-03-24,35.25179
2022-03-25,35.25179
2022-03-26,33.81294
2022-03-27,19.18465
2022-03-28,21.34292
2022-03-29,20.6235
2022-03-30,16.06714
2022-03-31,17.26618
2022-04-01,16.06714
2022-04-02,9.59232
2022-04-03,6.95443
2022-04-04,13.42925
2022-04-05,14.14868
2022-04-06,16.06714
2022-04-07,11.03117
2022-04-08,13.18944
2022-04-09,12.70983
2022-04-10,7.91366
2022-04-11,7.43405
2022-04-12,8.39328
2022-04-13,10.07194
2022-04-14,7.19424
2022-04-15,9.1127
2022-04-16,5.9952
2022-04-17,5.9952
2022-04-18,8.8729
2022-04-19,11.03117
2022-04-20,11.03117
2022-04-21,14.14868
2022-04-22,10.07194
2022-04-23,7.19424
2022-04-24,8.39328
2022-04-25,13.42925
2022-04-26,14.62829
2022-04-27,11.27098
2022-04-28,11.27098
2022-04-29,7.67386
2022-04-30,9.35251
2022-05-01,5.03597
2022-05-02,10.31175
2022-05-03,12.94964
2022-05-04,13.18944
2022-05-05,16.54676
2022-05-06,21.82254
2022-05-07,8.15347
2022-05-08,9.1127
2022-05-09,14.62829
2022-05-10,9.35251
2022-05-11,6.71462
2022-05-12,5.03597
2022-05-13,13.42925
2022-05-14,8.8729
2022-05-15,10.07194
2022-05-16,11.75059
2022-05-17,8.15347
2022-05-18,18.94484
2022-05-19,14.62829
2022-05-20,11.9904
2022-05-21,8.39328
2022-05-22,7.91366
2022-05-23,10.55155
2022-05-24,9.59232
2022-05-25,8.63309
2022-05-26,10.31175
2022-05-27,9.1127
2022-05-28,5.27577
2022-05-29,4.79616
2022-05-30,8.8729
2022-05-31,4.55635
2022-06-01,7.91366
2022-06-02,6.95443
2022-06-03,8.63309
2022-06-04,5.03597
2022-06-05,5.03597
2022-06-06,6.23501
2022-06-07,9.59232
2022-06-08,8.15347
2022-06-09,7.91366
2022-06-10,9.1127
2022-06-11,6.95443
2022-06-12,4.79616
2022-06-13,9.83213
2022-06-14,5.75539
2022-06-15,8.39328
2022-06-16,6.47482
2022-06-17,6.23501
2022-06-18,3.83693
2022-06-19,3.1175
2022-06-20,5.03597
2022-06-21,6.47482
2022-06-22,9.35251
2022-06-23,6.47482
2022-06-24,7.43405
2022-06-25,3.1175
2022-06-26,2.87769
2022-06-27,4.07673
2022-06-28,6.95443
2022-06-29,7.19424
2022-06-30,6.71462
2022-07-01,5.9952
2022-07-02,2.63788
2022-07-03,2.63788
2022-07-04,2.39808
2022-07-05,2.39808
2022-07-06,5.75539
2022-07-07,5.75539
2022-07-08,5.27577
2022-07-09,2.87769
2022-07-10,3.1175
2022-07-11,5.27577
2022-07-12,4.07673
2022-07-13,6.47482
2022-07-14,10.79136
2022-07-15,6.23501
2022-07-16,2.15827
2022-07-17,3.1175
2022-07-18,5.75539
2022-07-19,7.43405
2022-07-20,5.03597
2022-07-21,6.95443
2022-07-22,6.71462
2022-07-23,2.39808
2022-07-24,2.63788
2022-07-25,7.67386
2022-07-26,5.75539
2022-07-27,3.35731
2022-07-28,3.83693
2022-07-29,3.59712
2022-07-30,3.35731
2022-07-31,1.19904
2022-08-01,4.31654
2022-08-02,7.19424
2022-08-03,2.39808
2022-08-04,4.55635
2022-08-05,5.27577
2022-08-06,2.87769
2022-08-07,2.39808
2022-08-08,9.1127
2022-08-09,5.75539
2022-08-10,4.07673
2022-08-11,6.95443
2022-08-12,4.55635
2022-08-13,3.35731
2022-08-14,4.79616
2022-08-15,3.83693
2022-08-16,7.43405
2022-08-17,5.27577
2022-08-18,6.23501
2022-08-19,5.27577
2022-08-20,1.43884
2022-08-21,2.63788
2022-08-22,6.47482
2022-08-23,7.67386
2022-08-24,5.03597
2022-08-25,5.51558
2022-08-26,5.51558
2022-08-27,2.87769
2022-08-28,3.35731
2022-08-29,4.31654
2022-08-30,3.1175
2022-08-31,4.07673
2022-09-01,3.83693
2022-09-02,4.55635
2022-09-03,3.83693
2022-09-04,2.87769
2022-09-05,6.95443
2022-09-06,4.07673
2022-09-07,5.75539
2022-09-08,5.51558
2022-09-09,3.35731
2022-09-10,1.91846
2022-09-11,3.1175
2022-09-12,3.35731
2022-09-13,5.9952
2022-09-14,4.55635
2022-09-15,4.55635
2022-09-16,3.35731
2022-09-17,2.63788
2022-09-18,1.91846
2022-09-19,7.19424
2022-09-20,6.23501
2022-09-21,4.07673
2022-09-22,4.07673
2022-09-23,4.31654
2022-09-24,1.67865
2022-09-25,2.87769
2022-09-26,4.07673
2022-09-27,3.35731
2022-09-28,3.35731
2022-09-29,3.83693
2022-09-30,2.63788
2022-10-01,1.67865
2022-10-02,3.35731
2022-10-03,3.1175
2022-10-04,5.9952
2022-10-05,4.55635
2022-10-06,3.1175
2022-10-07,1.43884
2022-10-08,1.43884
2022-10-09,1.43884
2022-10-10,1.43884
2022-10-11,1.19904
2022-10-12,3.35731
2022-10-13,2.39808
2022-10-14,1.43884
2022-10-16,1.19904
2022-10-17,7.43405
2022-10-18,3.59712
2022-10-19,4.79616
2022-10-20,3.35731
2022-10-21,1.67865
2022-10-23,1.91846
2022-10-25,3.35731
2022-10-26,1.91846
2022-10-27,2.63788
2022-10-28,1.67865
2022-10-29,1.43884
2022-10-31,5.9952
2022-11-01,3.59712
2022-11-02,3.35731
2022-11-03,2.15827
2022-11-04,3.83693
2022-11-05,3.83693
2022-11-06,1.19904
2022-11-07,2.63788
2022-11-08,5.9952
2022-11-09,5.51558
2022-11-10,6.47482
2022-11-11,4.31654
2022-11-12,17.02637
2022-11-13,16.06714
2022-11-14,15.10791
2022-11-15,10.31175
2022-11-16,6.47482
2022-11-17,7.91366
2022-11-18,10.79136
2022-11-19,2.87769
2022-11-20,2.39808
2022-11-21,5.03597
2022-11-22,6.23501
2022-11-23,5.03597
2022-11-24,4.79616
2022-11-25,5.03597
2022-11-26,4.79616
2022-11-27,2.39808
2022-11-28,7.19424
2022-11-29,6.23501
2022-11-30,5.03597
2022-12-01,5.27577
2022-12-02,10.55155
2022-12-03,3.59712
2022-12-04,3.1175
2022-12-05,4.55635
2022-12-06,3.59712
2022-12-07,4.07673
2022-12-08,7.91366
2022-12-09,9.83213
2022-12-10,4.79616
2022-12-11,4.31654
2022-12-12,6.47482
2022-12-13,7.43405
2022-12-14,5.9952
2022-12-15,5.51558
2022-12-16,5.75539
2022-12-17,4.55635
2022-12-18,4.07673
2022-12-19,4.55635
2022-12-20,5.27577
2022-12-21,3.59712
2022-12-22,5.75539
2022-12-23,6.47482
2022-12-24,3.59712
2022-12-25,3.83693
2022-12-26,5.75539
2022-12-27,3.35731
2022-12-28,4.79616
2022-12-29,6.47482
2022-12-30,4.31654
2022-12-31,1.67865
2023-01-01,4.31654
2023-01-02,4.79616
2023-01-03,2.15827
2023-01-04,4.79616
2023-01-05,3.59712
2023-01-06,2.39808
2023-01-08,1.91846
2023-01-09,2.39808
2023-01-10,4.07673
2023-01-11,5.75539
2023-01-12,4.31654
2023-01-13,4.07673
2023-01-14,2.39808
2023-01-15,3.59712
2023-01-16,5.03597
2023-01-17,4.55635
2023-01-18,4.07673
2023-01-19,1.91846
2023-01-20,5.51558
2023-01-21,4.55635
2023-01-22,5.27577
2023-01-23,9.35251
2023-01-24,8.63309
2023-01-25,10.07194
2023-01-26,7.91366
2023-01-27,7.91366
2023-01-28,5.27577
2023-01-29,5.75539
2023-01-30,9.83213
2023-01-31,6.47482
2023-02-01,8.15347
2023-02-02,9.1127
2023-02-03,8.8729
2023-02-04,4.31654
2023-02-05,5.51558
2023-02-06,2.63788
2023-02-07,7.19424
2023-02-08,7.19424
2023-02-09,3.35731
2023-02-10,4.07673
2023-02-11,4.55635
2023-02-12,4.31654
2023-02-13,7.91366
2023-02-14,10.07194
2023-02-15,6.47482
2023-02-16,7.91366
2023-02-17,7.43405
2023-02-18,3.1175
2023-02-19,4.31654
2023-02-20,9.1127
2023-02-21,9.59232
2023-02-22,6.47482
2023-02-23,6.23501
2023-02-24,8.63309
2023-02-25,4.31654
2023-02-26,4.79616
2023-02-27,9.59232
2023-02-28,6.71462
2023-03-01,4.31654
2023-03-02,6.23501
2023-03-03,8.39328
2023-03-04,5.51558
2023-03-05,3.59712
2023-03-06,8.8729
2023-03-07,7.67386
2023-03-08,8.39328
2023-03-09,4.79616
2023-03-10,9.1127
2023-03-11,6.95443
2023-03-12,1.43884
2023-03-13,3.83693
2023-03-14,6.71462
2023-03-15,8.39328
2023-03-16,4.55635
2023-03-17,5.75539
2023-03-18,3.83693
2023-03-19,3.59712
2023-03-20,6.95443
2023-03-21,8.15347
2023-03-22,6.71462
2023-03-23,8.39328
2023-03-24,7.43405
2023-03-25,7.19424
2023-03-26,11.03117
2023-03-27,7.91366
2023-03-28,10.31175
2023-03-29,9.83213
2023-03-30,8.15347
2023-03-31,5.75539
2023-04-01,5.9952
2023-04-02,4.31654
2023-04-03,6.71462
2023-04-04,5.9952
2023-04-05,5.03597
2023-04-06,6.95443
2023-04-07,12.23021
2023-04-08,7.67386
2023-04-09,5.27577
2023-04-10,7.19424
2023-04-11,6.95443
2023-04-12,7.43405
2023-04-13,2.15827
2023-04-14,5.75539
2023-04-15,4.07673
2023-04-16,2.87769
2023-04-17,4.55635
2023-04-18,5.27577
2023-04-19,10.79136
2023-04-20,6.47482
2023-04-21,3.83693
2023-04-22,3.1175
2023-04-23,4.31654
2023-04-24,7.43405
2023-04-25,8.63309
2023-04-26,6.47482
2023-04-27,6.95443
2023-04-28,6.71462
2023-04-29,6.23501
2023-04-30,5.75539
2023-05-01,5.75539
2023-05-02,7.19424
2023-05-03,11.27098
2023-05-04,6.47482
2023-05-05,8.63309
2023-05-06,22.06235
2023-05-07,18.22541
2023-05-08,23.26139
2023-05-09,17.98561
2023-05-10,13.66906
2023-05-11,17.98561
2023-05-12,11.51079
2023-05-13,10.55155
2023-05-14,14.38848
2023-05-15,15.82733
2023-05-16,21.10311
2023-05-17,11.27098
2023-05-18,9.1127
2023-05-19,8.8729
2023-05-20,8.8729
2023-05-21,5.75539
2023-05-22,11.9904
2023-05-23,9.59232
2023-05-24,9.83213
2023-05-25,8.8729
2023-05-26,3.83693
2023-05-27,3.83693
2023-05-28,5.03597
2023-05-29,4.31654
2023-05-30,4.55635
2023-05-31,3.59712
2023-06-01,7.67386
2023-06-02,5.03597
2023-06-03,4.79616
2023-06-04,3.1175
2023-06-05,7.43405
2023-06-06,5.51558
2023-06-07,12.94964
2023-06-08,6.71462
2023-06-09,7.19424
2023-06-10,7.43405
2023-06-11,7.91366
2023-06-12,5.9952
2023-06-13,5.03597
2023-06-14,7.43405
2023-06-15,6.71462
2023-06-16,2.39808
2023-06-17,2.63788
2023-06-18,1.43884
2023-06-19,4.07673
2023-06-20,6.47482
2023-06-21,8.15347
2023-06-22,4.31654
2023-06-23,5.03597
2023-06-24,2.63788
2023-06-25,5.75539
2023-06-26,5.9952
2023-06-27,3.1175
2023-06-28,2.15827
2023-06-29,5.27577
2023-06-30,4.31654
2023-07-01,5.51558
2023-07-02,1.43884
2023-07-03,4.79616
2023-07-04,2.87769
2023-07-05,1.67865
2023-07-06,4.31654
2023-07-07,6.47482
2023-07-08,4.55635
2023-07-09,5.03597
2023-07-10,4.31654
2023-07-11,5.27577
2023-07-12,5.75539
2023-07-13,3.59712
2023-07-14,6.95443
2023-07-15,2.63788
2023-07-16,1.19904
2023-07-17,6.95443
2023-07-18,5.27577
2023-07-19,6.71462
2023-07-20,5.9952
2023-07-21,4.79616
2023-07-22,4.79616
2023-07-23,6.71462
2023-07-24,6.95443
2023-07-25,8.15347
2023-07-26,4.31654
2023-07-27,5.03597
2023-07-28,5.03597
2023-07-29,4.07673
2023-07-30,2.39808
2023-07-31,4.07673
2023-08-01,4.79616
2023-08-02,3.83693
2023-08-03,6.47482
2023-08-04,6.71462
2023-08-05,2.63788
2023-08-06,4.55635
2023-08-07,6.95443
2023-08-08,5.75539
2023-08-09,2.39808
2023-08-10,5.75539
2023-08-11,10.79136
2023-08-12,6.23501
2023-08-13,6.47482
2023-08-14,2.87769
2023-08-15,3.83693
2023-08-16,5.27577
2023-08-17,3.35731
2023-08-18,3.1175
2023-08-19,2.63788
2023-08-20,2.63788
2023-08-21,5.03597
2023-08-22,2.87769
2023-08-23,2.15827
2023-08-24,2.63788
2023-08-25,2.63788
2023-08-26,3.1175
2023-08-27,2.15827
2023-08-28,3.35731
2023-08-29,5.03597
2023-08-30,5.27577
2023-08-31,3.59712
2023-09-01,2.39808
2023-09-02,7.91366
2023-09-03,2.63788
2023-09-04,4.07673
2023-09-05,5.03597
2023-09-06,2.39808
2023-09-07,4.07673
2023-09-08,1.91846
2023-09-09,3.1175
2023-09-10,1.19904
2023-09-11,4.07673
2023-09-12,3.83693
2023-09-13,2.87769
2023-09-14,3.83693
2023-09-15,5.27577
2023-09-16,2.39808
2023-09-17,1.91846
2023-09-18,1.19904
2023-09-19,4.79616
2023-09-20,1.67865
2023-09-21,2.87769
2023-09-22,3.59712
2023-09-23,1.19904
2023-09-24,1.67865
2023-09-26,12.94964
2023-09-27,5.9952
2023-09-28,2.63788
2023-09-29,1.67865
2023-09-30,2.39808
2023-10-01,3.1175
2023-10-02,2.63788
2023-10-03,1.43884
2023-10-04,2.15827
2023-10-05,1.43884
2023-10-06,5.03597
2023-10-10,2.63788
2023-10-11,3.59712
2023-10-12,4.31654
2023-10-13,1.19904
2023-10-15,1.91846
2023-10-16,1.91846
2023-10-17,1.19904
2023-10-19,1.19904
2023-10-20,1.19904
2023-10-21,1.19904
2023-10-24,2.63788
2023-10-25,1.43884
2023-10-26,2.39808
2023-10-27,1.19904
2023-10-30,2.87769
2023-10-31,2.39808
2023-11-01,1.43884
2023-11-03,4.07673
2023-11-04,3.1175
2023-11-06,3.83693
2023-11-07,2.87769
2023-11-08,1.19904
2023-11-09,1.91846
2023-11-10,2.63788
2023-11-11,2.15827
2023-11-12,5.51558
2023-11-13,5.9952
2023-11-14,3.83693
2023-11-15,3.35731
2023-11-16,2.39808
2023-11-17,8.39328
2023-11-18,1.67865
2023-11-19,1.19904
2023-11-20,3.1175
2023-11-21,3.59712
2023-11-22,6.95443
2023-11-23,4.07673
2023-11-24,3.59712
2023-11-25,2.63788
2023-11-26,1.43884
2023-11-27,4.55635
2023-11-28,3.83693
2023-11-29,3.35731
2023-11-30,2.63788
2023-12-01,1.67865
2023-12-02,1.19904
2023-12-03,3.83693
2023-12-04,6.47482
2023-12-05,5.75539
2023-12-06,4.79616
2023-12-07,4.79616
2023-12-08,5.9952
2023-12-09,5.75539
2023-12-10,3.1175
2023-12-11,1.91846
2023-12-12,4.79616
2023-12-13,4.31654
2023-12-14,5.9952
2023-12-15,10.07194
2023-12-16,11.51079
2023-12-17,10.79136
2023-12-18,6.47482
2023-12-19,13.66906
2023-12-20,15.58752
2023-12-21,19.18465
2023-12-22,9.1127
2023-12-23,6.23501
2023-12-24,6.71462
2023-12-25,5.75539
2023-12-26,9.1127
2023-12-27,8.63309
2023-12-28,8.39328
2023-12-29,9.1127
2023-12-30,2.87769
2023-12-31,10.79136
2024-01-01,10.07194
2024-01-02,9.83213
2024-01-03,7.91366
2024-01-04,5.27577
2024-01-05,6.23501
2024-01-06,8.63309
2024-01-07,4.07673
2024-01-08,7.67386
2024-01-09,3.83693
2024-01-10,6.47482
2024-01-11,10.07194
2024-01-12,9.83213
2024-01-13,5.9952
2024-01-14,5.75539
2024-01-15,8.8729
2024-01-16,5.9952
2024-01-17,7.67386
2024-01-18,8.15347
2024-01-20,4.07673
2024-01-21,5.9952
2024-01-22,4.79616
2024-01-23,2.39808
2024-01-24,3.35731
2024-01-25,3.83693
2024-01-26,4.79616
2024-01-27,3.83693
2024-01-28,4.55635
2024-01-29,5.03597
2024-01-30,11.9904
2024-01-31,7.91366
2024-02-01,4.79616
2024-02-02,10.31175
2024-02-03,5.75539
2024-02-04,6.71462
2024-02-05,5.75539
2024-02-06,6.23501
2024-02-07,3.59712
2024-02-08,5.9952
2024-02-09,3.59712
2024-02-10,4.07673
2024-02-11,5.03597
2024-02-12,5.51558
2024-02-13,7.43405
2024-02-14,5.75539
2024-02-15,8.63309
2024-02-16,10.79136
2024-02-17,7.19424
2024-02-18,9.1127
2024-02-19,9.35251
2024-02-20,11.51079
2024-02-21,7.91366
2024-02-22,9.1127
2024-02-23,7.43405
2024-02-24,12.94964
2024-02-25,10.31175
2024-02-26,7.91366
2024-02-27,9.83213
2024-02-28,25.65947
2024-02-29,23.02158
2024-03-01,17.98561
2024-03-02,22.30215
2024-03-03,19.18465
2024-03-04,25.17985
2024-03-05,29.01678
2024-03-06,26.37889
2024-03-07,31.41486
2024-03-08,26.85851
2024-03-09,22.06235
2024-03-10,32.6139
2024-03-11,46.28297
2024-03-12,38.3693
2024-03-13,38.84892
2024-03-14,38.60911
2024-03-15,65.46762
2024-03-16,53.71702
2024-03-17,39.56834
2024-03-18,48.92086
2024-03-19,92.08633
2024-03-20,100.0
