date,당뇨보험
2020-03-20,43.08943
2020-03-21,32.52032
2020-03-22,21.13821
2020-03-23,54.87804
2020-03-24,56.50406
2020-03-25,45.12195
2020-03-26,52.84552
2020-03-27,60.1626
2020-03-28,41.05691
2020-03-29,30.8943
2020-03-30,48.37398
2020-03-31,60.9756
2020-04-01,47.56097
2020-04-02,45.12195
2020-04-03,43.08943
2020-04-04,21.95121
2020-04-05,25.20325
2020-04-06,61.38211
2020-04-07,53.65853
2020-04-08,52.43902
2020-04-09,60.5691
2020-04-10,51.62601
2020-04-11,32.92682
2020-04-12,24.79674
2020-04-13,52.43902
2020-04-14,50.813
2020-04-15,47.96747
2020-04-16,45.93495
2020-04-17,46.74796
2020-04-18,32.11382
2020-04-19,40.2439
2020-04-20,59.75609
2020-04-21,49.18699
2020-04-22,60.9756
2020-04-23,58.13008
2020-04-24,37.39837
2020-04-25,32.92682
2020-04-26,28.04878
2020-04-27,45.12195
2020-04-28,48.78048
2020-04-29,37.39837
2020-04-30,28.04878
2020-05-01,32.11382
2020-05-02,24.79674
2020-05-03,21.54471
2020-05-04,43.08943
2020-05-05,36.17886
2020-05-06,52.43902
2020-05-07,51.62601
2020-05-08,33.73983
2020-05-09,41.86991
2020-05-10,32.52032
2020-05-11,45.93495
2020-05-12,70.3252
2020-05-13,52.43902
2020-05-14,45.93495
2020-05-15,62.19512
2020-05-16,27.64227
2020-05-17,28.86178
2020-05-18,55.28455
2020-05-19,50.0
2020-05-20,48.37398
2020-05-21,52.84552
2020-05-22,52.84552
2020-05-23,35.77235
2020-05-24,26.42276
2020-05-25,50.0
2020-05-26,57.72357
2020-05-27,54.87804
2020-05-28,42.68292
2020-05-29,43.08943
2020-05-30,32.92682
2020-05-31,29.26829
2020-06-01,44.30894
2020-06-02,54.47154
2020-06-03,50.4065
2020-06-04,52.03252
2020-06-05,43.90243
2020-06-06,29.26829
2020-06-07,28.04878
2020-06-08,62.60162
2020-06-09,55.69105
2020-06-10,52.84552
2020-06-11,52.43902
2020-06-12,40.2439
2020-06-13,26.82926
2020-06-14,19.10569
2020-06-15,48.37398
2020-06-16,52.43902
2020-06-17,41.86991
2020-06-18,41.46341
2020-06-19,45.52845
2020-06-20,29.26829
2020-06-21,23.57723
2020-06-22,48.37398
2020-06-23,41.86991
2020-06-24,48.37398
2020-06-25,43.08943
2020-06-26,39.43089
2020-06-27,30.4878
2020-06-28,29.26829
2020-06-29,39.83739
2020-06-30,45.52845
2020-07-01,35.36585
2020-07-02,52.84552
2020-07-03,47.96747
2020-07-04,25.20325
2020-07-05,24.39024
2020-07-06,40.6504
2020-07-07,50.813
2020-07-08,53.25203
2020-07-09,52.03252
2020-07-10,47.56097
2020-07-11,25.60975
2020-07-12,29.67479
2020-07-13,51.21951
2020-07-14,58.13008
2020-07-15,50.0
2020-07-16,42.27642
2020-07-17,47.15447
2020-07-18,28.45528
2020-07-19,23.57723
2020-07-20,40.2439
2020-07-21,48.78048
2020-07-22,59.34959
2020-07-23,43.08943
2020-07-24,45.52845
2020-07-25,22.76422
2020-07-26,21.95121
2020-07-27,53.65853
2020-07-28,35.77235
2020-07-29,41.86991
2020-07-30,38.61788
2020-07-31,34.95934
2020-08-01,18.29268
2020-08-02,13.41463
2020-08-03,32.11382
2020-08-04,39.43089
2020-08-05,45.12195
2020-08-06,47.96747
2020-08-07,48.78048
2020-08-08,26.82926
2020-08-09,19.51219
2020-08-10,52.84552
2020-08-11,39.43089
2020-08-12,47.15447
2020-08-13,51.62601
2020-08-14,47.15447
2020-08-15,23.98373
2020-08-16,21.95121
2020-08-17,28.45528
2020-08-18,40.2439
2020-08-19,46.74796
2020-08-20,46.74796
2020-08-21,47.15447
2020-08-22,30.4878
2020-08-23,23.17073
2020-08-24,51.62601
2020-08-25,47.15447
2020-08-26,100.0
2020-08-27,58.13008
2020-08-28,47.96747
2020-08-29,28.04878
2020-08-30,21.54471
2020-08-31,51.62601
2020-09-01,58.13008
2020-09-02,37.39837
2020-09-03,48.37398
2020-09-04,46.74796
2020-09-05,33.73983
2020-09-06,27.64227
2020-09-07,56.09756
2020-09-08,48.78048
2020-09-09,57.72357
2020-09-10,41.46341
2020-09-11,46.34146
2020-09-12,25.60975
2020-09-13,32.52032
2020-09-14,43.90243
2020-09-15,58.13008
2020-09-16,54.47154
2020-09-17,41.86991
2020-09-18,51.62601
2020-09-19,41.86991
2020-09-20,20.7317
2020-09-21,43.49593
2020-09-22,53.25203
2020-09-23,48.37398
2020-09-24,41.86991
2020-09-25,33.73983
2020-09-26,34.14634
2020-09-27,28.45528
2020-09-28,41.05691
2020-09-29,27.64227
2020-09-30,24.39024
2020-10-01,21.13821
2020-10-02,23.98373
2020-10-03,23.57723
2020-10-04,32.92682
2020-10-05,40.6504
2020-10-06,57.72357
2020-10-07,57.72357
2020-10-08,43.49593
2020-10-09,35.36585
2020-10-10,17.88617
2020-10-11,19.10569
2020-10-12,51.21951
2020-10-13,38.61788
2020-10-14,49.59349
2020-10-15,46.34146
2020-10-16,52.84552
2020-10-17,30.8943
2020-10-18,18.69918
2020-10-19,42.68292
2020-10-20,52.03252
2020-10-21,55.28455
2020-10-22,59.75609
2020-10-23,47.96747
2020-10-24,27.23577
2020-10-25,25.60975
2020-10-26,33.73983
2020-10-27,52.43902
2020-10-28,42.68292
2020-10-29,49.59349
2020-10-30,44.71544
2020-10-31,22.35772
2020-11-01,23.98373
2020-11-02,50.813
2020-11-03,41.46341
2020-11-04,41.46341
2020-11-05,39.83739
2020-11-06,35.36585
2020-11-07,35.36585
2020-11-08,18.69918
2020-11-09,49.18699
2020-11-10,63.41463
2020-11-11,44.30894
2020-11-12,46.34146
2020-11-13,49.59349
2020-11-14,26.82926
2020-11-15,19.10569
2020-11-16,54.47154
2020-11-17,78.86178
2020-11-18,51.21951
2020-11-19,51.62601
2020-11-20,44.71544
2020-11-21,20.3252
2020-11-22,28.04878
2020-11-23,43.90243
2020-11-24,43.49593
2020-11-25,57.72357
2020-11-26,44.71544
2020-11-27,41.86991
2020-11-28,20.7317
2020-11-29,22.76422
2020-11-30,43.90243
2020-12-01,55.69105
2020-12-02,50.0
2020-12-03,62.19512
2020-12-04,60.9756
2020-12-05,53.65853
2020-12-06,39.83739
2020-12-07,66.66666
2020-12-08,71.95121
2020-12-09,64.63414
2020-12-10,58.53658
2020-12-11,46.74796
2020-12-12,25.60975
2020-12-13,28.45528
2020-12-14,48.78048
2020-12-15,47.56097
2020-12-16,48.78048
2020-12-17,58.53658
2020-12-18,59.34959
2020-12-19,29.67479
2020-12-20,28.86178
2020-12-21,37.80487
2020-12-22,56.91056
2020-12-23,52.03252
2020-12-24,46.34146
2020-12-25,31.30081
2020-12-26,33.33333
2020-12-27,31.30081
2020-12-28,79.67479
2020-12-29,72.76422
2020-12-30,43.08943
2020-12-31,40.6504
2021-01-01,26.01626
2021-01-02,28.86178
2021-01-03,26.82926
2021-01-04,64.22764
2021-01-05,66.66666
2021-01-06,67.47967
2021-01-07,46.34146
2021-01-08,38.61788
2021-01-09,28.45528
2021-01-10,40.6504
2021-01-11,61.38211
2021-01-12,52.43902
2021-01-13,54.47154
2021-01-14,57.72357
2021-01-15,58.94308
2021-01-16,30.4878
2021-01-17,24.39024
2021-01-18,45.52845
2021-01-19,56.50406
2021-01-20,56.09756
2021-01-21,64.22764
2021-01-22,61.38211
2021-01-23,42.68292
2021-01-24,38.61788
2021-01-25,52.03252
2021-01-26,68.29268
2021-01-27,77.64227
2021-01-28,68.69918
2021-01-29,51.21951
2021-01-30,28.04878
2021-01-31,32.11382
2021-02-01,59.34959
2021-02-02,52.84552
2021-02-03,51.21951
2021-02-04,46.74796
2021-02-05,50.0
2021-02-06,30.0813
2021-02-07,24.39024
2021-02-08,52.43902
2021-02-09,49.18699
2021-02-10,43.49593
2021-02-11,23.17073
2021-02-12,31.70731
2021-02-13,28.04878
2021-02-14,32.11382
2021-02-15,52.43902
2021-02-16,43.49593
2021-02-17,54.87804
2021-02-18,60.1626
2021-02-19,48.37398
2021-02-20,27.64227
2021-02-21,28.86178
2021-02-22,52.84552
2021-02-23,54.06504
2021-02-24,52.43902
2021-02-25,58.13008
2021-02-26,51.62601
2021-02-27,33.73983
2021-02-28,26.42276
2021-03-01,25.20325
2021-03-02,42.68292
2021-03-03,50.813
2021-03-04,47.15447
2021-03-05,41.86991
2021-03-06,28.86178
2021-03-07,23.98373
2021-03-08,54.87804
2021-03-09,45.12195
2021-03-10,50.4065
2021-03-11,57.31707
2021-03-12,52.43902
2021-03-13,23.98373
2021-03-14,17.47967
2021-03-15,52.03252
2021-03-16,62.19512
2021-03-17,54.87804
2021-03-18,48.78048
2021-03-19,44.71544
2021-03-20,30.8943
2021-03-21,23.17073
