date,부동산시세조회
2020-07-17,52.06185
2020-07-18,35.05154
2020-07-19,35.82474
2020-07-20,47.68041
2020-07-21,48.19587
2020-07-22,63.91752
2020-07-23,54.63917
2020-07-24,45.87628
2020-07-25,39.69072
2020-07-26,33.24742
2020-07-27,63.14432
2020-07-28,53.09278
2020-07-29,69.32989
2020-07-30,54.12371
2020-07-31,47.68041
2020-08-01,37.88659
2020-08-02,32.47422
2020-08-03,56.18556
2020-08-04,52.06185
2020-08-05,50.25773
2020-08-06,43.29896
2020-08-07,39.17525
2020-08-08,38.14432
2020-08-09,35.05154
2020-08-10,52.31958
2020-08-11,50.51546
2020-08-12,53.35051
2020-08-13,50.25773
2020-08-14,42.52577
2020-08-15,28.35051
2020-08-16,31.44329
2020-08-17,35.05154
2020-08-18,45.10309
2020-08-19,48.96907
2020-08-20,44.32989
2020-08-21,45.87628
2020-08-22,30.15463
2020-08-23,45.87628
2020-08-24,42.7835
2020-08-25,49.2268
2020-08-26,46.13402
2020-08-27,48.19587
2020-08-28,40.72164
2020-08-29,36.85567
2020-08-30,32.73195
2020-08-31,43.5567
2020-09-01,44.32989
2020-09-02,45.61855
2020-09-03,43.29896
2020-09-04,39.69072
2020-09-05,29.38144
2020-09-06,38.91752
2020-09-07,47.68041
2020-09-08,50.25773
2020-09-09,41.75257
2020-09-10,39.43298
2020-09-11,41.23711
2020-09-12,33.76288
2020-09-13,36.59793
2020-09-14,49.74226
2020-09-15,47.42268
2020-09-16,48.71134
2020-09-17,45.36082
2020-09-18,43.04123
2020-09-19,45.10309
2020-09-20,42.0103
2020-09-21,52.57731
2020-09-22,43.29896
2020-09-23,38.91752
2020-09-24,37.1134
2020-09-25,38.14432
2020-09-26,31.18556
2020-09-27,27.57731
2020-09-28,35.56701
2020-09-29,34.02061
2020-09-30,25.77319
2020-10-01,24.74226
2020-10-02,35.05154
2020-10-03,35.30927
2020-10-04,41.23711
2020-10-05,47.16494
2020-10-06,58.76288
2020-10-07,51.28865
2020-10-08,48.19587
2020-10-09,47.93814
2020-10-10,41.75257
2020-10-11,44.84536
2020-10-12,63.65979
2020-10-13,49.74226
2020-10-14,56.70103
2020-10-15,42.26804
2020-10-16,45.10309
2020-10-17,30.92783
2020-10-18,27.83505
2020-10-19,49.2268
2020-10-20,41.23711
2020-10-21,44.58762
2020-10-22,41.75257
2020-10-23,39.94845
2020-10-24,36.59793
2020-10-25,31.18556
2020-10-26,46.90721
2020-10-27,43.29896
2020-10-28,49.2268
2020-10-29,48.71134
2020-10-30,37.62886
2020-10-31,37.37113
2020-11-01,34.02061
2020-11-02,50.77319
2020-11-03,51.80412
2020-11-04,50.51546
2020-11-05,47.42268
2020-11-06,43.29896
2020-11-07,41.23711
2020-11-08,30.41237
2020-11-09,54.12371
2020-11-10,53.60824
2020-11-11,65.72164
2020-11-12,67.7835
2020-11-13,69.58762
2020-11-14,46.13402
2020-11-15,39.94845
2020-11-16,62.37113
2020-11-17,58.76288
2020-11-18,68.29896
2020-11-19,97.42268
2020-11-20,78.09278
2020-11-21,53.09278
2020-11-22,55.41237
2020-11-23,67.7835
2020-11-24,69.84536
2020-11-25,66.49484
2020-11-26,63.65979
2020-11-27,68.29896
2020-11-28,53.35051
2020-11-29,54.8969
2020-11-30,68.81443
2020-12-01,68.81443
2020-12-02,49.2268
2020-12-03,73.4536
2020-12-04,57.73195
2020-12-05,47.68041
2020-12-06,46.39175
2020-12-07,56.95876
2020-12-08,62.37113
2020-12-09,53.09278
2020-12-10,73.4536
2020-12-11,75.25773
2020-12-12,53.60824
2020-12-13,42.0103
2020-12-14,60.56701
2020-12-15,51.03092
2020-12-16,55.41237
2020-12-17,67.52577
2020-12-18,55.41237
2020-12-19,39.17525
2020-12-20,39.94845
2020-12-21,48.71134
2020-12-22,59.53608
2020-12-23,51.80412
2020-12-24,51.54639
2020-12-25,47.93814
2020-12-26,54.63917
2020-12-27,67.7835
2020-12-28,78.35051
2020-12-29,78.09278
2020-12-30,75.51546
2020-12-31,51.03092
2021-01-01,51.03092
2021-01-02,53.60824
2021-01-03,71.13402
2021-01-04,71.64948
2021-01-05,72.42268
2021-01-06,90.46391
2021-01-07,76.28865
2021-01-08,77.83505
2021-01-09,47.68041
2021-01-10,67.26804
2021-01-11,89.69072
2021-01-12,68.04123
2021-01-13,82.47422
2021-01-14,84.79381
2021-01-15,73.96907
2021-01-16,65.46391
2021-01-17,87.88659
2021-01-18,100.0
2021-01-19,81.18556
2021-01-20,75.77319
2021-01-21,99.2268
2021-01-22,74.74226
2021-01-23,72.68041
2021-01-24,70.10309
2021-01-25,83.76288
2021-01-26,84.79381
2021-01-27,78.86597
2021-01-28,80.15463
2021-01-29,73.71134
2021-01-30,63.40206
2021-01-31,67.7835
2021-02-01,77.83505
2021-02-02,81.44329
2021-02-03,75.25773
2021-02-04,79.12371
2021-02-05,64.69072
2021-02-06,46.13402
2021-02-07,55.15463
2021-02-08,62.88659
2021-02-09,51.28865
2021-02-10,64.94845
2021-02-11,49.74226
2021-02-12,57.73195
2021-02-13,63.91752
2021-02-14,57.47422
2021-02-15,79.12371
2021-02-16,64.17525
2021-02-17,76.28865
2021-02-18,73.4536
2021-02-19,68.29896
2021-02-20,62.37113
2021-02-21,62.88659
2021-02-22,82.47422
2021-02-23,80.6701
2021-02-24,66.49484
2021-02-25,70.10309
2021-02-26,67.0103
2021-02-27,57.21649
2021-02-28,57.47422
2021-03-01,70.36082
2021-03-02,68.81443
2021-03-03,68.5567
2021-03-04,60.82474
2021-03-05,66.23711
2021-03-06,45.36082
2021-03-07,48.96907
2021-03-08,75.77319
2021-03-09,67.7835
2021-03-10,69.58762
2021-03-11,70.10309
2021-03-12,71.13402
2021-03-13,56.70103
2021-03-14,56.44329
2021-03-15,94.58762
2021-03-16,98.4536
2021-03-17,89.43298
2021-03-18,70.10309
2021-03-19,63.14432
2021-03-20,49.2268
2021-03-21,57.47422
2021-03-22,77.57731
2021-03-23,81.44329
2021-03-24,70.36082
2021-03-25,72.16494
2021-03-26,50.51546
2021-03-27,43.29896
2021-03-28,42.0103
2021-03-29,65.20618
2021-03-30,61.08247
2021-03-31,59.27835
2021-04-01,60.56701
2021-04-02,49.48453
2021-04-03,43.5567
2021-04-04,50.0
2021-04-05,60.05154
2021-04-06,49.48453
2021-04-07,65.20618
2021-04-08,57.47422
2021-04-09,62.62886
2021-04-10,55.15463
2021-04-11,52.57731
2021-04-12,62.1134
2021-04-13,72.16494
2021-04-14,78.60824
2021-04-15,67.52577
2021-04-16,60.82474
2021-04-17,59.27835
2021-04-18,47.93814
2021-04-19,63.91752
2021-04-20,65.20618
2021-04-21,63.91752
2021-04-22,68.04123
2021-04-23,61.3402
2021-04-24,53.86597
2021-04-25,53.35051
2021-04-26,65.20618
2021-04-27,79.12371
2021-04-28,78.09278
2021-04-29,74.74226
2021-04-30,59.27835
2021-05-01,48.71134
2021-05-02,44.84536
2021-05-03,64.43298
2021-05-04,56.18556
2021-05-05,44.32989
2021-05-06,55.41237
2021-05-07,48.71134
2021-05-08,46.90721
2021-05-09,50.51546
2021-05-10,73.19587
2021-05-11,73.96907
2021-05-12,63.91752
2021-05-13,65.20618
2021-05-14,61.3402
2021-05-15,40.97938
2021-05-16,63.65979
2021-05-17,65.46391
2021-05-18,60.56701
2021-05-19,55.15463
2021-05-20,78.09278
2021-05-21,62.88659
2021-05-22,50.0
2021-05-23,43.29896
2021-05-24,68.29896
2021-05-25,60.56701
2021-05-26,61.85567
2021-05-27,63.65979
2021-05-28,55.6701
2021-05-29,49.2268
2021-05-30,46.90721
2021-05-31,65.20618
2021-06-01,69.58762
2021-06-02,66.23711
2021-06-03,75.0
2021-06-04,62.1134
2021-06-05,48.71134
2021-06-06,54.63917
2021-06-07,65.46391
2021-06-08,65.97938
2021-06-09,62.88659
2021-06-10,58.50515
2021-06-11,54.38144
2021-06-12,40.20618
2021-06-13,40.97938
2021-06-14,70.61855
2021-06-15,61.59793
2021-06-16,52.06185
2021-06-17,52.06185
2021-06-18,53.35051
2021-06-19,48.4536
2021-06-20,50.77319
2021-06-21,65.46391
2021-06-22,69.58762
2021-06-23,62.1134
2021-06-24,63.40206
2021-06-25,51.80412
2021-06-26,49.48453
2021-06-27,46.13402
2021-06-28,65.20618
2021-06-29,61.3402
2021-06-30,57.98969
2021-07-01,60.05154
2021-07-02,57.47422
2021-07-03,41.49484
2021-07-04,41.23711
2021-07-05,72.16494
2021-07-06,52.06185
2021-07-07,64.69072
2021-07-08,64.43298
2021-07-09,54.63917
2021-07-10,40.97938
2021-07-11,47.93814
2021-07-12,62.88659
2021-07-13,63.40206
2021-07-14,53.60824
2021-07-15,57.21649
2021-07-16,68.29896
2021-07-17,45.87628
2021-07-18,48.96907
2021-07-19,75.0
2021-07-20,59.02061
2021-07-21,58.76288
2021-07-22,70.10309
2021-07-23,59.27835
2021-07-24,38.65979
2021-07-25,42.52577
2021-07-26,56.18556
2021-07-27,58.24742
2021-07-28,53.60824
2021-07-29,55.6701
2021-07-30,48.71134
2021-07-31,42.26804
2021-08-01,42.0103
2021-08-02,45.61855
2021-08-03,49.2268
2021-08-04,53.09278
2021-08-05,48.4536
2021-08-06,43.81443
2021-08-07,37.88659
2021-08-08,40.20618
2021-08-09,61.59793
2021-08-10,61.08247
2021-08-11,65.97938
2021-08-12,65.46391
2021-08-13,65.20618
2021-08-14,48.71134
2021-08-15,50.77319
2021-08-16,61.3402
2021-08-17,64.94845
2021-08-18,73.19587
2021-08-19,76.54639
2021-08-20,70.10309
2021-08-21,45.36082
2021-08-22,45.61855
2021-08-23,62.37113
2021-08-24,76.28865
2021-08-25,65.72164
2021-08-26,71.39175
2021-08-27,74.48453
2021-08-28,53.35051
2021-08-29,46.90721
2021-08-30,81.18556
2021-08-31,59.53608
2021-09-01,47.16494
2021-09-02,58.76288
2021-09-03,70.61855
2021-09-04,53.35051
2021-09-05,61.85567
2021-09-06,49.74226
2021-09-07,65.72164
2021-09-08,64.69072
2021-09-09,67.52577
2021-09-10,65.46391
2021-09-11,49.48453
2021-09-12,50.25773
2021-09-13,65.46391
2021-09-14,57.98969
2021-09-15,65.46391
2021-09-16,68.29896
2021-09-17,56.95876
2021-09-18,43.04123
2021-09-19,45.10309
2021-09-20,50.77319
2021-09-21,58.24742
2021-09-22,62.37113
2021-09-23,75.77319
2021-09-24,72.16494
2021-09-25,52.83505
2021-09-26,56.44329
2021-09-27,69.07216
2021-09-28,78.35051
2021-09-29,67.52577
2021-09-30,58.24742
2021-10-01,62.88659
2021-10-02,48.71134
2021-10-03,43.5567
2021-10-04,51.54639
2021-10-05,73.71134
2021-10-06,66.75257
2021-10-07,60.82474
2021-10-08,64.69072
2021-10-09,41.75257
2021-10-10,44.32989
2021-10-11,56.44329
2021-10-12,58.76288
2021-10-13,61.59793
2021-10-14,64.69072
2021-10-15,59.02061
2021-10-16,39.43298
2021-10-17,36.85567
2021-10-18,50.25773
2021-10-19,70.10309
2021-10-20,58.50515
2021-10-21,58.76288
2021-10-22,54.12371
2021-10-23,49.74226
2021-10-24,46.13402
2021-10-25,60.56701
2021-10-26,58.24742
2021-10-27,62.1134
2021-10-28,54.38144
2021-10-29,46.39175
2021-10-30,34.53608
2021-10-31,39.17525
2021-11-01,51.28865
2021-11-02,60.56701
2021-11-03,56.95876
2021-11-04,53.09278
2021-11-05,52.57731
2021-11-06,45.10309
2021-11-07,38.65979
2021-11-08,51.03092
2021-11-09,54.63917
2021-11-10,50.77319
2021-11-11,52.06185
2021-11-12,41.23711
2021-11-13,36.08247
2021-11-14,40.72164
2021-11-15,59.53608
2021-11-16,60.05154
2021-11-17,52.06185
2021-11-18,44.84536
2021-11-19,48.96907
2021-11-20,42.7835
2021-11-21,54.63917
2021-11-22,54.63917
2021-11-23,51.03092
2021-11-24,40.46391
2021-11-25,56.18556
2021-11-26,47.16494
2021-11-27,50.0
2021-11-28,49.48453
2021-11-29,64.17525
2021-11-30,54.8969
2021-12-01,55.15463
2021-12-02,45.10309
2021-12-03,47.42268
2021-12-04,34.79381
2021-12-05,44.07216
2021-12-06,63.14432
2021-12-07,60.82474
2021-12-08,63.65979
2021-12-09,50.77319
2021-12-10,52.31958
2021-12-11,56.18556
2021-12-12,42.0103
2021-12-13,55.92783
2021-12-14,39.94845
2021-12-15,61.59793
2021-12-16,55.6701
2021-12-17,47.16494
2021-12-18,32.47422
2021-12-19,40.20618
2021-12-20,52.31958
2021-12-21,53.60824
2021-12-22,47.16494
2021-12-23,53.35051
2021-12-24,39.94845
2021-12-25,36.59793
2021-12-26,33.24742
2021-12-27,48.4536
2021-12-28,62.37113
2021-12-29,45.61855
2021-12-30,47.16494
2021-12-31,33.24742
2022-01-01,42.26804
2022-01-02,50.51546
2022-01-03,56.70103
2022-01-04,58.50515
2022-01-05,48.96907
2022-01-06,51.03092
2022-01-07,56.18556
2022-01-08,42.26804
2022-01-09,47.68041
2022-01-10,68.04123
2022-01-11,61.59793
2022-01-12,61.59793
2022-01-13,60.30927
2022-01-14,63.40206
2022-01-15,47.93814
2022-01-16,61.08247
2022-01-17,59.53608
2022-01-18,50.0
2022-01-19,56.44329
2022-01-20,58.76288
2022-01-21,58.24742
2022-01-22,39.17525
2022-01-23,47.68041
2022-01-24,56.70103
2022-01-25,65.97938
2022-01-26,54.38144
2022-01-27,61.08247
2022-01-28,48.71134
2022-01-29,37.62886
2022-01-30,38.65979
2022-01-31,45.36082
2022-02-01,52.06185
2022-02-02,50.25773
2022-02-03,72.93814
2022-02-04,61.08247
2022-02-05,55.6701
2022-02-06,53.60824
2022-02-07,75.77319
2022-02-08,52.83505
2022-02-09,62.1134
2022-02-10,77.31958
2022-02-11,55.6701
2022-02-12,50.25773
2022-02-13,49.48453
2022-02-14,67.0103
2022-02-15,68.5567
2022-02-16,60.82474
2022-02-17,60.05154
2022-02-18,59.79381
2022-02-19,55.92783
2022-02-20,53.86597
2022-02-21,72.68041
2022-02-22,64.17525
2022-02-23,68.04123
2022-02-24,59.53608
2022-02-25,56.70103
2022-02-26,47.93814
2022-02-27,42.26804
2022-02-28,51.28865
2022-03-01,51.28865
2022-03-02,60.56701
2022-03-03,56.95876
2022-03-04,54.8969
2022-03-05,39.94845
2022-03-06,39.94845
2022-03-07,61.85567
2022-03-08,42.7835
2022-03-09,38.14432
2022-03-10,51.03092
2022-03-11,50.77319
2022-03-12,48.4536
2022-03-13,47.93814
2022-03-14,71.90721
2022-03-15,58.24742
2022-03-16,58.76288
2022-03-17,55.41237
2022-03-18,52.57731
2022-03-19,50.25773
2022-03-20,47.42268
2022-03-21,66.49484
2022-03-22,54.38144
2022-03-23,63.40206
2022-03-24,62.1134
2022-03-25,49.74226
2022-03-26,48.4536
2022-03-27,42.0103
2022-03-28,74.2268
2022-03-29,62.37113
2022-03-30,57.21649
2022-03-31,59.79381
2022-04-01,56.70103
2022-04-02,40.97938
2022-04-03,53.86597
2022-04-04,61.08247
2022-04-05,73.71134
2022-04-06,65.72164
2022-04-07,58.50515
2022-04-08,57.21649
2022-04-09,50.51546
2022-04-10,53.60824
2022-04-11,64.17525
2022-04-12,61.3402
2022-04-13,61.85567
2022-04-14,56.95876
2022-04-15,61.59793
2022-04-16,44.07216
2022-04-17,43.81443
2022-04-18,56.44329
2022-04-19,56.18556
2022-04-20,59.02061
2022-04-21,55.92783
2022-04-22,46.90721
2022-04-23,40.72164
2022-04-24,40.20618
2022-04-25,65.97938
2022-04-26,62.88659
2022-04-27,76.80412
2022-04-28,51.28865
2022-04-29,52.57731
2022-04-30,45.61855
2022-05-01,45.87628
2022-05-02,65.46391
2022-05-03,53.60824
2022-05-04,58.50515
2022-05-05,48.4536
2022-05-06,55.92783
2022-05-07,39.94845
2022-05-08,47.68041
2022-05-09,69.07216
2022-05-10,69.58762
2022-05-11,67.7835
2022-05-12,56.95876
2022-05-13,52.31958
2022-05-14,36.3402
2022-05-15,45.87628
2022-05-16,69.32989
2022-05-17,63.65979
2022-05-18,59.79381
2022-05-19,56.70103
2022-05-20,53.60824
2022-05-21,37.1134
2022-05-22,45.10309
2022-05-23,52.31958
2022-05-24,64.17525
2022-05-25,63.40206
2022-05-26,62.62886
2022-05-27,62.62886
2022-05-28,48.4536
2022-05-29,61.08247
2022-05-30,67.52577
2022-05-31,67.7835
2022-06-01,50.0
2022-06-02,61.85567
2022-06-03,54.12371
2022-06-04,48.4536
2022-06-05,47.68041
2022-06-06,65.97938
2022-06-07,68.04123
2022-06-08,56.44329
2022-06-09,58.76288
2022-06-10,60.82474
2022-06-11,37.62886
2022-06-12,46.39175
2022-06-13,69.32989
2022-06-14,63.14432
2022-06-15,60.56701
2022-06-16,56.18556
2022-06-17,48.19587
2022-06-18,32.73195
2022-06-19,42.26804
2022-06-20,64.17525
2022-06-21,61.3402
2022-06-22,63.91752
2022-06-23,45.87628
2022-06-24,54.38144
2022-06-25,35.82474
2022-06-26,45.36082
2022-06-27,57.21649
2022-06-28,56.18556
2022-06-29,51.28865
2022-06-30,47.42268
2022-07-01,42.7835
2022-07-02,42.52577
2022-07-03,38.14432
2022-07-04,52.83505
2022-07-05,55.15463
2022-07-06,53.60824
2022-07-07,52.83505
2022-07-08,44.58762
2022-07-09,36.3402
2022-07-10,39.94845
2022-07-11,60.05154
2022-07-12,62.37113
2022-07-13,55.15463
2022-07-14,66.49484
2022-07-15,55.92783
2022-07-16,41.23711
2022-07-17,50.51546
2022-07-18,59.79381
2022-07-19,52.31958
2022-07-20,60.82474
2022-07-21,59.53608
2022-07-22,51.80412
2022-07-23,34.79381
2022-07-24,39.69072
2022-07-25,60.82474
2022-07-26,53.09278
2022-07-27,54.63917
2022-07-28,47.93814
2022-07-29,47.16494
2022-07-30,34.53608
2022-07-31,41.75257
2022-08-01,50.51546
2022-08-02,42.52577
2022-08-03,42.0103
2022-08-04,49.74226
2022-08-05,48.4536
2022-08-06,36.85567
2022-08-07,41.49484
2022-08-08,49.48453
2022-08-09,48.4536
2022-08-10,53.60824
2022-08-11,56.18556
2022-08-12,39.43298
2022-08-13,39.17525
2022-08-14,32.47422
2022-08-15,43.04123
2022-08-16,55.92783
2022-08-17,52.06185
2022-08-18,48.19587
2022-08-19,53.09278
2022-08-20,43.5567
2022-08-21,41.23711
2022-08-22,65.46391
2022-08-23,57.98969
2022-08-24,49.48453
2022-08-25,62.37113
2022-08-26,46.90721
2022-08-27,44.07216
2022-08-28,47.16494
2022-08-29,59.27835
2022-08-30,50.77319
2022-08-31,51.28865
2022-09-01,48.4536
2022-09-02,40.72164
2022-09-03,41.49484
2022-09-04,32.47422
2022-09-05,47.16494
2022-09-06,45.87628
2022-09-07,38.91752
2022-09-08,40.46391
2022-09-09,33.76288
2022-09-10,40.20618
2022-09-11,43.29896
2022-09-12,36.08247
2022-09-13,77.57731
2022-09-14,69.07216
2022-09-15,82.98969
2022-09-16,80.6701
2022-09-17,53.35051
2022-09-18,47.68041
2022-09-19,65.97938
2022-09-20,59.02061
2022-09-21,70.10309
2022-09-22,60.30927
2022-09-23,53.60824
2022-09-24,43.29896
2022-09-25,52.57731
2022-09-26,66.23711
2022-09-27,56.44329
2022-09-28,54.8969
2022-09-29,55.15463
2022-09-30,50.25773
2022-10-01,36.08247
2022-10-02,30.15463
2022-10-03,44.84536
2022-10-04,53.60824
2022-10-05,51.80412
2022-10-06,46.64948
2022-10-07,43.81443
2022-10-08,29.63917
2022-10-09,33.50515
2022-10-10,38.91752
2022-10-11,49.74226
2022-10-12,47.93814
2022-10-13,51.54639
2022-10-14,44.07216
2022-10-15,32.47422
2022-10-16,38.14432
2022-10-17,60.56701
2022-10-18,51.54639
2022-10-19,53.35051
2022-10-20,48.96907
2022-10-21,32.98969
2022-10-22,31.70103
2022-10-23,37.88659
2022-10-24,57.21649
2022-10-25,51.80412
2022-10-26,51.28865
2022-10-27,52.57731
2022-10-28,51.54639
2022-10-29,35.82474
2022-10-30,24.48453
2022-10-31,53.35051
2022-11-01,41.75257
2022-11-02,46.39175
2022-11-03,49.2268
2022-11-04,40.97938
2022-11-05,31.95876
2022-11-06,42.26804
2022-11-07,52.31958
2022-11-08,39.94845
2022-11-09,37.1134
2022-11-10,39.94845
2022-11-11,36.08247
2022-11-12,31.70103
2022-11-13,37.37113
2022-11-14,50.0
2022-11-15,41.49484
2022-11-16,48.96907
2022-11-17,46.64948
2022-11-18,34.79381
2022-11-19,32.21649
2022-11-20,32.73195
2022-11-21,43.04123
2022-11-22,44.84536
2022-11-23,50.25773
2022-11-24,36.3402
2022-11-25,43.29896
2022-11-26,35.82474
2022-11-27,27.06185
2022-11-28,37.1134
2022-11-29,50.77319
2022-11-30,40.97938
2022-12-01,31.95876
2022-12-02,31.44329
2022-12-03,21.64948
2022-12-04,30.41237
2022-12-05,44.58762
2022-12-06,43.29896
2022-12-07,37.88659
2022-12-08,45.36082
2022-12-09,40.97938
2022-12-10,30.92783
2022-12-11,38.14432
2022-12-12,49.74226
2022-12-13,39.17525
2022-12-14,50.51546
2022-12-15,44.84536
2022-12-16,44.32989
2022-12-17,42.7835
2022-12-18,42.0103
2022-12-19,53.35051
2022-12-20,51.03092
2022-12-21,41.49484
2022-12-22,44.07216
2022-12-23,42.7835
2022-12-24,27.31958
2022-12-25,39.17525
2022-12-26,45.10309
2022-12-27,46.90721
2022-12-28,48.4536
2022-12-29,42.52577
2022-12-30,43.04123
2022-12-31,29.63917
2023-01-01,31.70103
2023-01-02,61.59793
2023-01-03,51.03092
2023-01-04,59.27835
2023-01-05,51.54639
2023-01-06,50.51546
2023-01-07,44.58762
2023-01-08,49.74226
2023-01-09,59.79381
2023-01-10,63.91752
2023-01-11,61.85567
2023-01-12,57.73195
2023-01-13,50.0
2023-01-14,39.69072
2023-01-15,48.4536
2023-01-16,61.08247
2023-01-17,60.05154
2023-01-18,54.12371
2023-01-19,51.03092
2023-01-20,46.90721
2023-01-21,42.7835
2023-01-22,44.07216
2023-01-23,45.10309
2023-01-24,56.18556
2023-01-25,67.0103
2023-01-26,72.93814
2023-01-27,59.79381
2023-01-28,50.0
2023-01-29,51.54639
2023-01-30,71.90721
2023-01-31,69.32989
2023-02-01,72.68041
2023-02-02,62.62886
2023-02-03,61.59793
2023-02-04,52.31958
2023-02-05,49.48453
2023-02-06,63.91752
2023-02-07,62.88659
2023-02-08,66.23711
2023-02-09,58.24742
2023-02-10,68.29896
2023-02-11,40.72164
2023-02-12,53.86597
2023-02-13,71.13402
2023-02-14,62.1134
2023-02-15,66.23711
2023-02-16,61.59793
2023-02-17,53.35051
2023-02-18,40.20618
2023-02-19,41.49484
2023-02-20,67.26804
2023-02-21,54.8969
2023-02-22,58.24742
2023-02-23,56.18556
2023-02-24,52.06185
2023-02-25,39.17525
2023-02-26,54.38144
2023-02-27,63.65979
2023-02-28,54.38144
2023-03-01,45.10309
2023-03-02,55.6701
2023-03-03,46.90721
2023-03-04,39.69072
2023-03-05,49.2268
2023-03-06,67.0103
2023-03-07,60.56701
2023-03-08,61.85567
2023-03-09,58.50515
2023-03-10,45.61855
2023-03-11,38.91752
2023-03-12,30.41237
2023-03-13,57.47422
2023-03-14,45.61855
2023-03-15,51.80412
2023-03-16,52.06185
2023-03-17,56.18556
2023-03-18,34.27835
2023-03-19,40.72164
2023-03-20,58.24742
2023-03-21,52.06185
2023-03-22,53.35051
2023-03-23,61.59793
2023-03-24,40.97938
2023-03-25,37.88659
2023-03-26,43.29896
2023-03-27,53.86597
2023-03-28,53.09278
2023-03-29,56.70103
2023-03-30,47.42268
2023-03-31,48.19587
2023-04-01,36.08247
2023-04-02,35.56701
2023-04-03,62.88659
2023-04-04,53.86597
2023-04-05,47.93814
2023-04-06,54.38144
2023-04-07,48.96907
2023-04-08,40.20618
2023-04-09,49.48453
2023-04-10,54.63917
2023-04-11,53.86597
2023-04-12,53.60824
2023-04-13,52.06185
2023-04-14,46.90721
2023-04-15,38.91752
2023-04-16,43.04123
2023-04-17,59.27835
2023-04-18,57.21649
2023-04-19,62.37113
2023-04-20,51.80412
2023-04-21,58.24742
2023-04-22,40.97938
2023-04-23,46.13402
2023-04-24,64.69072
2023-04-25,58.50515
2023-04-26,61.59793
2023-04-27,51.03092
2023-04-28,46.39175
2023-04-29,35.82474
2023-04-30,37.37113
2023-05-01,50.77319
2023-05-02,55.92783
2023-05-03,49.74226
2023-05-04,50.77319
2023-05-05,34.27835
2023-05-06,35.56701
2023-05-07,47.16494
2023-05-08,57.47422
2023-05-09,52.57731
2023-05-10,52.31958
2023-05-11,51.54639
2023-05-12,46.90721
2023-05-13,47.42268
2023-05-14,41.49484
2023-05-15,62.62886
2023-05-16,57.73195
2023-05-17,46.13402
2023-05-18,57.73195
2023-05-19,54.12371
2023-05-20,37.88659
2023-05-21,33.76288
2023-05-22,52.06185
2023-05-23,54.12371
2023-05-24,52.83505
2023-05-25,49.2268
2023-05-26,47.16494
2023-05-27,35.05154
2023-05-28,33.50515
2023-05-29,47.16494
