date,간병인보험
2023-05-25,5.49289
2023-05-26,4.80573
2023-05-27,3.63455
2023-05-28,5.66143
2023-05-29,4.49025
2023-05-30,5.92938
2023-05-31,6.10225
2023-06-01,5.26816
2023-06-02,4.39517
2023-06-03,3.08569
2023-06-04,2.91283
2023-06-05,4.11858
2023-06-06,3.49626
2023-06-07,4.55508
2023-06-08,5.13418
2023-06-09,4.62854
2023-06-10,3.13323
2023-06-11,3.41847
2023-06-12,4.85759
2023-06-13,5.03046
2023-06-14,5.21197
2023-06-15,5.16011
2023-06-16,5.01318
2023-06-17,3.47897
2023-06-18,3.23263
2023-06-19,5.09529
2023-06-20,5.13851
2023-06-21,5.24223
2023-06-22,5.0175
2023-06-23,4.60261
2023-06-24,3.01655
2023-06-25,3.70802
2023-06-26,8.49647
2023-06-27,6.88015
2023-06-28,8.37114
2023-06-29,6.68136
2023-06-30,5.02614
2023-07-01,3.37525
2023-07-02,3.58701
2023-07-03,4.99157
2023-07-04,5.14283
2023-07-05,5.6744
2023-07-06,5.49721
2023-07-07,5.46263
2023-07-08,3.90682
2023-07-09,3.8031
2023-07-10,5.41942
2023-07-11,5.39781
2023-07-12,5.14283
2023-07-13,6.2319
2023-07-14,6.02446
2023-07-15,4.05376
2023-07-16,4.33467
2023-07-17,5.34595
2023-07-18,5.7349
2023-07-19,5.36756
2023-07-20,5.55339
2023-07-21,5.34595
2023-07-22,3.86792
2023-07-23,4.13155
2023-07-24,6.33994
2023-07-25,5.84727
2023-07-26,5.68736
2023-07-27,5.96827
2023-07-28,5.32866
2023-07-29,3.85496
2023-07-30,4.04511
2023-07-31,5.08665
2023-08-01,5.47128
2023-08-02,5.36323
2023-08-03,5.76515
2023-08-04,5.6744
2023-08-05,4.26552
2023-08-06,4.1618
2023-08-07,6.24054
2023-08-08,6.14114
2023-08-09,7.28639
2023-08-10,6.70296
2023-08-11,7.12217
2023-08-12,4.87056
2023-08-13,4.51618
2023-08-14,6.52577
2023-08-15,5.3762
2023-08-16,7.16107
2023-08-17,7.75746
2023-08-18,6.8888
2023-08-19,5.16876
2023-08-20,5.15147
2023-08-21,7.29072
2023-08-22,8.78171
2023-08-23,8.10752
2023-08-24,7.77475
2023-08-25,7.14378
2023-08-26,4.98725
2023-08-27,5.18604
2023-08-28,7.84822
2023-08-29,8.72985
2023-08-30,8.4014
2023-08-31,7.05734
2023-09-01,5.82566
2023-09-02,4.67176
2023-09-03,4.87056
2023-09-04,7.6451
2023-09-05,7.94762
2023-09-06,8.6607
2023-09-07,8.92432
2023-09-08,7.84389
2023-09-09,5.20333
2023-09-10,5.0175
2023-09-11,7.05302
2023-09-12,7.88711
2023-09-13,7.29072
2023-09-14,7.57595
2023-09-15,7.92601
2023-09-16,5.24223
2023-09-17,4.89217
2023-09-18,8.21988
2023-09-19,8.81196
2023-09-20,9.20091
2023-09-21,8.7212
2023-09-22,8.8206
2023-09-23,5.63982
2023-09-24,6.0936
2023-09-25,10.39802
2023-09-26,12.24339
2023-09-27,10.40235
2023-09-28,5.44103
2023-09-29,6.9882
2023-09-30,6.38748
2023-10-01,6.08928
2023-10-02,6.83694
2023-10-03,6.57331
2023-10-04,9.56393
2023-10-05,7.57163
2023-10-06,6.2319
2023-10-07,4.37789
2023-10-08,4.36492
2023-10-09,4.98292
2023-10-10,6.75482
2023-10-11,6.84558
2023-10-12,7.02277
2023-10-13,7.58459
2023-10-14,5.66143
2023-10-15,5.21197
2023-10-16,8.11616
2023-10-17,7.55434
2023-10-18,7.27775
2023-10-19,7.26479
2023-10-20,6.86287
2023-10-21,5.4756
2023-10-22,5.3762
2023-10-23,7.21293
2023-10-24,7.69696
2023-10-25,7.89576
2023-10-26,7.29072
2023-10-27,7.15674
2023-10-28,5.51882
2023-10-29,5.62686
2023-10-30,7.51545
2023-10-31,8.16802
2023-11-01,6.72025
2023-11-02,7.94329
2023-11-03,7.26911
2023-11-04,5.12986
2023-11-05,4.83166
2023-11-06,7.00116
2023-11-07,6.67271
2023-11-08,7.5068
2023-11-09,6.8888
2023-11-10,5.82566
2023-11-11,4.45135
2023-11-12,4.27849
2023-11-13,6.68568
2023-11-14,7.23021
2023-11-15,7.94762
2023-11-16,7.28207
2023-11-17,6.6511
2023-11-18,5.27248
2023-11-19,5.09097
2023-11-20,7.19996
2023-11-21,6.64246
2023-11-22,6.95362
2023-11-23,6.48688
2023-11-24,5.43238
2023-11-25,4.83599
2023-11-26,4.84463
2023-11-27,6.74618
2023-11-28,6.84126
2023-11-29,6.82829
2023-11-30,5.67008
2023-12-01,5.51449
2023-12-02,4.25688
2023-12-03,4.49025
2023-12-04,6.4912
2023-12-05,6.68136
2023-12-06,6.83694
2023-12-07,7.10488
2023-12-08,6.76347
2023-12-09,5.14283
2023-12-10,5.51882
2023-12-11,7.57595
2023-12-12,7.65374
2023-12-13,8.04269
2023-12-14,7.67535
2023-12-15,6.87583
2023-12-16,4.97428
2023-12-17,6.02878
2023-12-18,7.78771
2023-12-19,7.70992
2023-12-20,9.69359
2023-12-21,10.92527
2023-12-22,8.95025
2023-12-23,5.55339
2023-12-24,5.12986
2023-12-25,5.29841
2023-12-26,9.03669
2023-12-27,8.79899
2023-12-28,8.45758
2023-12-29,7.10488
2023-12-30,4.72794
2023-12-31,4.42542
2024-01-01,4.9786
2024-01-02,7.11785
2024-01-03,7.00548
2024-01-04,6.50849
2024-01-05,6.43934
2024-01-06,5.60525
2024-01-07,5.08232
2024-01-08,6.53874
2024-01-09,6.58628
2024-01-10,7.42037
2024-01-11,7.31665
2024-01-12,7.04006
2024-01-13,5.88184
2024-01-14,5.40213
2024-01-15,7.76178
2024-01-16,7.35986
2024-01-17,9.01076
2024-01-18,7.97355
2024-01-19,7.6451
2024-01-20,5.72626
2024-01-21,5.78676
2024-01-22,7.29936
2024-01-23,7.62349
2024-01-24,7.37283
2024-01-25,7.73153
2024-01-26,7.46791
2024-01-27,5.59661
2024-01-28,6.9493
2024-01-29,8.78171
2024-01-30,8.10752
2024-01-31,6.9882
2024-02-01,7.08327
2024-02-02,7.25614
2024-02-03,5.50585
2024-02-04,5.39781
2024-02-05,7.99083
2024-02-06,7.26911
2024-02-07,6.9882
2024-02-08,6.2319
2024-02-09,4.91378
2024-02-10,6.30537
2024-02-11,6.14114
2024-02-12,6.40477
2024-02-13,9.06262
2024-02-14,8.54401
2024-02-15,8.72552
2024-02-16,7.82661
2024-02-17,5.50153
2024-02-18,5.97692
2024-02-19,8.63909
2024-02-20,8.44893
2024-02-21,8.43165
2024-02-22,8.19395
2024-02-23,7.00548
2024-02-24,5.52314
2024-02-25,5.56635
2024-02-26,8.18099
2024-02-27,10.34184
2024-02-28,9.08423
2024-02-29,7.7661
2024-03-01,5.31137
2024-03-02,4.78413
2024-03-03,5.16444
2024-03-04,7.51545
2024-03-05,12.98241
2024-03-06,12.13535
2024-03-07,10.62707
2024-03-08,9.78002
2024-03-09,8.37546
2024-03-10,7.51112
2024-03-11,10.18626
2024-03-12,9.92696
2024-03-13,9.86645
2024-03-14,9.9745
2024-03-15,8.99347
2024-03-16,6.69
2024-03-17,6.51281
2024-03-18,8.49215
2024-03-19,8.43165
2024-03-20,8.19395
