date,정기적금금리비교
2020-07-21,23.60939
2020-07-22,20.73547
2020-07-23,20.70457
2020-07-24,22.62051
2020-07-25,12.17552
2020-07-26,14.555
2020-07-27,28.80098
2020-07-28,23.91841
2020-07-29,22.52781
2020-07-30,20.36464
2020-07-31,23.02224
2020-08-01,13.56613
2020-08-02,13.65883
2020-08-03,22.00247
2020-08-04,22.83683
2020-08-05,24.93819
2020-08-06,23.57849
2020-08-07,21.97156
2020-08-08,10.93943
2020-08-09,11.9592
2020-08-10,27.31767
2020-08-11,26.11248
2020-08-12,20.61186
2020-08-13,18.88133
2020-08-14,17.86155
2020-08-15,8.71446
2020-08-16,9.2398
2020-08-17,12.11372
2020-08-18,21.01359
2020-08-19,20.27194
2020-08-20,21.72435
2020-08-21,20.02472
2020-08-22,13.288
2020-08-23,12.14462
2020-08-24,20.33374
2020-08-25,25.92707
2020-08-26,22.21878
2020-08-27,23.30037
2020-08-28,19.22126
2020-08-29,13.31891
2020-08-30,13.87515
2020-08-31,26.94684
2020-09-01,27.34857
2020-09-02,24.04202
2020-09-03,19.59208
2020-09-04,18.88133
2020-09-05,11.31025
2020-09-06,12.60815
2020-09-07,20.39555
2020-09-08,18.57231
2020-09-09,19.37577
2020-09-10,20.70457
2020-09-11,20.02472
2020-09-12,11.37206
2020-09-13,10.69221
2020-09-14,18.69592
2020-09-15,21.32262
2020-09-16,21.1681
2020-09-17,18.20148
2020-09-18,17.45982
2020-09-19,10.5686
2020-09-20,12.82447
2020-09-21,23.82571
2020-09-22,19.37577
2020-09-23,20.58096
2020-09-24,18.63411
2020-09-25,23.02224
2020-09-26,15.54388
2020-09-27,17.08899
2020-09-28,25.49443
2020-09-29,19.49938
2020-09-30,11.37206
2020-10-01,10.41409
2020-10-02,10.5995
2020-10-03,12.57725
2020-10-04,16.34734
2020-10-05,31.18046
2020-10-06,23.17676
2020-10-07,22.62051
2020-10-08,20.67367
2020-10-09,11.31025
2020-10-10,10.72311
2020-10-11,12.70086
2020-10-12,23.42398
2020-10-13,22.12608
2020-10-14,20.11742
2020-10-15,18.38689
2020-10-16,17.89245
2020-10-17,10.93943
2020-10-18,10.81582
2020-10-19,21.44622
2020-10-20,22.80593
2020-10-21,21.90976
2020-10-22,19.09765
2020-10-23,21.0754
2020-10-24,11.40296
2020-10-25,11.58838
2020-10-26,22.99134
2020-10-27,22.21878
2020-10-28,20.79728
2020-10-29,19.7775
2020-10-30,17.89245
2020-10-31,9.3016
2020-11-01,13.62793
2020-11-02,21.29171
2020-11-03,19.59208
2020-11-04,16.44004
2020-11-05,21.04449
2020-11-06,16.90358
2020-11-07,10.25957
2020-11-08,11.37206
2020-11-09,18.97404
2020-11-10,20.61186
2020-11-11,19.00494
2020-11-12,18.75772
2020-11-13,17.98516
2020-11-14,10.5686
2020-11-15,11.83559
2020-11-16,20.45735
2020-11-17,17.55253
2020-11-18,18.01606
2020-11-19,16.99629
2020-11-20,19.12855
2020-11-21,10.90852
2020-11-22,11.77379
2020-11-23,21.60074
2020-11-24,19.15945
2020-11-25,23.98022
2020-11-26,20.27194
2020-11-27,17.61433
2020-11-28,11.65018
2020-11-29,13.47342
2020-11-30,24.41285
2020-12-01,25.0309
2020-12-02,26.17428
2020-12-03,21.53893
2020-12-04,17.92336
2020-12-05,11.71199
2020-12-06,16.03831
2020-12-07,25.52533
2020-12-08,22.12608
2020-12-09,23.60939
2020-12-10,24.78368
2020-12-11,20.55006
2020-12-12,11.27935
2020-12-13,11.71199
2020-12-14,20.55006
2020-12-15,19.62299
2020-12-16,19.03584
2020-12-17,19.15945
2020-12-18,17.36711
2020-12-19,11.80469
2020-12-20,14.21508
2020-12-21,24.93819
2020-12-22,23.26946
2020-12-23,23.64029
2020-12-24,22.3733
2020-12-25,15.48207
2020-12-26,15.51297
2020-12-27,20.61186
2020-12-28,32.35475
2020-12-29,32.81829
2020-12-30,31.79851
2020-12-31,27.19406
2021-01-01,25.46353
2021-01-02,24.59826
2021-01-03,26.3597
2021-01-04,42.05809
2021-01-05,39.5241
2021-01-06,33.18912
2021-01-07,28.92459
2021-01-08,27.44128
2021-01-09,17.95426
2021-01-10,23.57849
2021-01-11,36.65018
2021-01-12,32.57107
2021-01-13,33.22002
2021-01-14,34.51792
2021-01-15,34.82694
2021-01-16,20.85908
2021-01-17,22.34239
2021-01-18,33.89987
2021-01-19,33.93077
2021-01-20,35.87762
2021-01-21,34.2707
2021-01-22,32.47836
2021-01-23,21.60074
2021-01-24,24.16563
2021-01-25,43.35599
2021-01-26,37.79357
2021-01-27,35.5995
2021-01-28,33.52904
2021-01-29,32.47836
2021-01-30,21.01359
2021-01-31,24.10383
2021-02-01,37.23733
2021-02-02,35.72311
2021-02-03,36.65018
2021-02-04,40.822
2021-02-05,31.55129
2021-02-06,17.49072
2021-02-07,20.61186
2021-02-08,31.08776
2021-02-09,27.99752
2021-02-10,27.7194
2021-02-11,15.51297
2021-02-12,14.21508
2021-02-13,14.15327
2021-02-14,23.26946
2021-02-15,34.64153
2021-02-16,29.63535
2021-02-17,28.09023
2021-02-18,25.64894
2021-02-19,24.84548
2021-02-20,15.66749
2021-02-21,18.41779
2021-02-22,29.41903
2021-02-23,28.83189
2021-02-24,25.98887
2021-02-25,37.11372
2021-02-26,27.25587
2021-02-27,16.68726
2021-02-28,17.76885
2021-03-01,21.1372
2021-03-02,30.00618
2021-03-03,27.78121
2021-03-04,25.55624
2021-03-05,23.7948
2021-03-06,17.27441
2021-03-07,16.93448
2021-03-08,28.33745
2021-03-09,27.81211
2021-03-10,29.26452
2021-03-11,27.13226
2021-03-12,23.33127
2021-03-13,13.50432
2021-03-14,18.13967
2021-03-15,27.99752
2021-03-16,28.64647
2021-03-17,26.57601
2021-03-18,24.22744
2021-03-19,22.74412
2021-03-20,16.44004
2021-03-21,16.16192
2021-03-22,28.49196
2021-03-23,26.85414
2021-03-24,24.96909
2021-03-25,35.13597
2021-03-26,24.96909
2021-03-27,15.51297
2021-03-28,19.46847
2021-03-29,24.84548
2021-03-30,25.0927
2021-03-31,27.53399
2021-04-01,28.02843
2021-04-02,21.47713
2021-04-03,13.96786
2021-04-04,14.15327
2021-04-05,22.92954
2021-04-06,23.20766
2021-04-07,19.8084
2021-04-08,19.46847
2021-04-09,21.01359
2021-04-10,11.8665
2021-04-11,12.76266
2021-04-12,23.7021
2021-04-13,21.41532
2021-04-14,20.82818
2021-04-15,20.55006
2021-04-16,20.45735
2021-04-17,11.71199
2021-04-18,12.76266
2021-04-19,20.76637
2021-04-20,23.57849
2021-04-21,21.53893
2021-04-22,20.17923
2021-04-23,21.29171
2021-04-24,12.66996
2021-04-25,14.5859
2021-04-26,24.62917
2021-04-27,21.04449
2021-04-28,18.94313
2021-04-29,18.20148
2021-04-30,21.1063
2021-05-01,13.00988
2021-05-02,12.42274
2021-05-03,20.67367
2021-05-04,18.85043
2021-05-05,12.36093
2021-05-06,18.57231
2021-05-07,17.55253
2021-05-08,10.69221
2021-05-09,12.94808
2021-05-10,25.67985
2021-05-11,21.69344
2021-05-12,20.79728
2021-05-13,18.97404
2021-05-14,16.37824
2021-05-15,10.93943
2021-05-16,12.73176
2021-05-17,20.02472
2021-05-18,18.32509
2021-05-19,13.41161
2021-05-20,22.15698
2021-05-21,19.87021
2021-05-22,10.29048
2021-05-23,12.54635
2021-05-24,21.97156
2021-05-25,26.3906
2021-05-26,23.02224
2021-05-27,22.03337
2021-05-28,17.70704
2021-05-29,10.16687
2021-05-30,12.05191
2021-05-31,23.91841
2021-06-01,21.63164
2021-06-02,19.65389
2021-06-03,16.93448
2021-06-04,15.38936
2021-06-05,10.07416
2021-06-06,11.83559
2021-06-07,21.50803
2021-06-08,20.51915
2021-06-09,17.83065
2021-06-10,19.99381
2021-06-11,17.79975
2021-06-12,8.12731
2021-06-13,9.36341
2021-06-14,18.07787
2021-06-15,19.15945
2021-06-16,17.30531
2021-06-17,16.40914
2021-06-18,15.32756
2021-06-19,10.41409
2021-06-20,11.18665
2021-06-21,19.7775
2021-06-22,19.68479
2021-06-23,19.15945
2021-06-24,21.60074
2021-06-25,23.88751
2021-06-26,13.2571
2021-06-27,12.79357
2021-06-28,22.4042
2021-06-29,20.64276
2021-06-30,19.37577
2021-07-01,19.22126
2021-07-02,16.84177
2021-07-03,11.49567
2021-07-04,11.8665
2021-07-05,23.08405
2021-07-06,20.24103
2021-07-07,17.02719
2021-07-08,18.07787
2021-07-09,16.47095
2021-07-10,10.19777
2021-07-11,10.72311
2021-07-12,18.81953
2021-07-13,18.78862
2021-07-14,18.72682
2021-07-15,18.38689
2021-07-16,16.00741
2021-07-17,11.9592
2021-07-18,11.61928
2021-07-19,17.33621
2021-07-20,19.8393
2021-07-21,20.58096
2021-07-22,18.26328
2021-07-23,20.82818
2021-07-24,13.2571
2021-07-25,13.72064
2021-07-26,21.63164
2021-07-27,20.05562
2021-07-28,19.65389
2021-07-29,19.12855
2021-07-30,16.71817
2021-07-31,11.12484
2021-08-01,14.43139
2021-08-02,21.60074
2021-08-03,20.88998
2021-08-04,18.01606
2021-08-05,19.40667
2021-08-06,14.83312
2021-08-07,10.5995
2021-08-08,9.67243
2021-08-09,17.08899
2021-08-10,19.65389
2021-08-11,18.17058
2021-08-12,17.52163
2021-08-13,14.5241
2021-08-14,10.10506
2021-08-15,9.45611
2021-08-16,18.5414
2021-08-17,24.07292
2021-08-18,22.4042
2021-08-19,18.91223
2021-08-20,22.55871
2021-08-21,12.26823
2021-08-22,13.34981
2021-08-23,22.4042
2021-08-24,17.79975
2021-08-25,25.49443
2021-08-26,28.39925
2021-08-27,24.75278
2021-08-28,13.75154
2021-08-29,16.10012
2021-08-30,26.45241
2021-08-31,29.91347
2021-09-01,37.39184
2021-09-02,25.37082
2021-09-03,24.07292
2021-09-04,15.08034
2021-09-05,15.38936
2021-09-06,25.46353
2021-09-07,22.62051
2021-09-08,19.53028
2021-09-09,20.95179
2021-09-10,24.78368
2021-09-11,16.53275
2021-09-12,16.62546
2021-09-13,22.68232
2021-09-14,23.26946
2021-09-15,20.73547
2021-09-16,19.34487
2021-09-17,19.96291
2021-09-18,12.82447
2021-09-19,11.03213
2021-09-20,10.01236
2021-09-21,12.48454
2021-09-22,21.56983
2021-09-23,32.29295
2021-09-24,33.49814
2021-09-25,18.57231
2021-09-26,19.7775
2021-09-27,29.85166
2021-09-28,29.78986
2021-09-29,26.88504
2021-09-30,28.80098
2021-10-01,26.29789
2021-10-02,13.93695
2021-10-03,13.81334
2021-10-04,18.32509
2021-10-05,27.31767
2021-10-06,25.24721
2021-10-07,23.94932
2021-10-08,19.12855
2021-10-09,12.79357
2021-10-10,13.99876
2021-10-11,16.16192
2021-10-12,27.37948
2021-10-13,23.7639
2021-10-14,20.92088
2021-10-15,20.42645
2021-10-16,13.65883
2021-10-17,14.21508
2021-10-18,19.65389
2021-10-19,19.06674
2021-10-20,22.99134
2021-10-21,21.47713
2021-10-22,17.1817
2021-10-23,10.97033
2021-10-24,14.4932
2021-10-25,28.89369
2021-10-26,25.83436
2021-10-27,22.96044
2021-10-28,20.17923
2021-10-29,19.59208
2021-10-30,12.48454
2021-10-31,14.30778
2021-11-01,25.49443
2021-11-02,27.41038
2021-11-03,21.19901
2021-11-04,18.4487
2021-11-05,18.35599
2021-11-06,10.22867
2021-11-07,12.11372
2021-11-08,19.65389
2021-11-09,20.76637
2021-11-10,23.33127
2021-11-11,18.97404
2021-11-12,24.25834
2021-11-13,11.06304
2021-11-14,14.18417
2021-11-15,24.62917
2021-11-16,22.80593
2021-11-17,22.09517
2021-11-18,17.39802
2021-11-19,18.10877
2021-11-20,10.5686
2021-11-21,14.27688
2021-11-22,19.7466
2021-11-23,19.28306
2021-11-24,18.88133
2021-11-25,32.35475
2021-11-26,31.11866
2021-11-27,19.46847
2021-11-28,21.04449
2021-11-29,30.00618
2021-11-30,37.79357
2021-12-01,33.93077
2021-12-02,27.99752
2021-12-03,25.46353
2021-12-04,24.07292
2021-12-05,26.01977
2021-12-06,31.98393
2021-12-07,29.66625
2021-12-08,26.20519
2021-12-09,23.733
2021-12-10,26.14338
2021-12-11,22.4351
2021-12-12,25.43263
2021-12-13,30.99505
2021-12-14,27.84301
2021-12-15,27.84301
2021-12-16,25.98887
2021-12-17,20.70457
2021-12-18,15.7911
2021-12-19,19.09765
2021-12-20,30.3152
2021-12-21,30.3152
2021-12-22,25.33992
2021-12-23,24.19653
2021-12-24,25.77255
2021-12-25,23.08405
2021-12-26,26.3597
2021-12-27,34.61063
2021-12-28,31.42768
2021-12-29,29.51174
2021-12-30,29.29542
2021-12-31,30.93325
2022-01-01,23.57849
2022-01-02,31.11866
2022-01-03,47.12608
2022-01-04,45.64276
2022-01-05,43.13967
2022-01-06,36.37206
2022-01-07,33.59085
2022-01-08,22.31149
2022-01-09,28.24474
2022-01-10,48.08405
2022-01-11,41.47095
2022-01-12,34.70333
2022-01-13,36.43386
2022-01-14,41.90358
2022-01-15,27.87391
2022-01-16,29.94437
2022-01-17,63.2571
2022-01-18,62.60815
2022-01-19,66.22373
2022-01-20,61.09394
2022-01-21,55.93325
2022-01-22,37.39184
2022-01-23,37.57725
2022-01-24,56.21137
2022-01-25,72.96044
2022-01-26,64.92583
2022-01-27,57.60197
2022-01-28,55.06798
2022-01-29,34.85784
2022-01-30,26.51421
2022-01-31,25.30902
2022-02-01,45.42645
2022-02-02,49.35105
2022-02-03,81.7058
2022-02-04,62.66996
2022-02-05,35.75401
2022-02-06,39.5859
2022-02-07,65.69839
2022-02-08,56.6131
2022-02-09,53.12113
2022-02-10,54.78986
2022-02-11,45.02472
2022-02-12,25.46353
2022-02-13,36.71199
2022-02-14,51.76143
2022-02-15,49.78368
2022-02-16,40.14215
2022-02-17,45.36464
2022-02-18,39.43139
2022-02-19,27.07045
2022-02-20,39.15327
2022-02-21,67.79975
2022-02-22,62.66996
2022-02-23,51.20519
2022-02-24,53.09023
2022-02-25,57.10754
2022-02-26,30.71693
2022-02-27,30.16069
2022-02-28,53.80098
2022-03-01,37.17552
2022-03-02,43.07787
2022-03-03,41.40914
2022-03-04,37.51545
2022-03-05,23.48578
2022-03-06,25.37082
2022-03-07,37.26823
2022-03-08,29.60444
2022-03-09,19.56118
2022-03-10,34.82694
2022-03-11,33.77626
2022-03-12,21.35352
2022-03-13,23.54758
2022-03-14,34.3325
2022-03-15,33.25092
2022-03-16,33.77626
2022-03-17,35.01236
2022-03-18,32.88009
2022-03-19,22.21878
2022-03-20,23.48578
2022-03-21,37.02101
2022-03-22,35.90852
2022-03-23,36.15574
2022-03-24,31.42768
2022-03-25,38.56613
2022-03-26,24.81458
2022-03-27,24.59826
2022-03-28,38.96786
2022-03-29,33.83807
2022-03-30,38.47342
2022-03-31,41.47095
2022-04-01,31.82941
2022-04-02,18.4487
2022-04-03,24.25834
2022-04-04,34.91965
2022-04-05,36.80469
2022-04-06,31.30407
2022-04-07,29.75896
2022-04-08,29.23362
2022-04-09,18.35599
2022-04-10,22.21878
2022-04-11,33.25092
2022-04-12,30.65512
2022-04-13,30.99505
2022-04-14,36.58838
2022-04-15,35.97033
2022-04-16,25.86526
2022-04-17,24.01112
2022-04-18,40.38936
2022-04-19,50.24721
2022-04-20,40.822
2022-04-21,39.67861
2022-04-22,34.73423
2022-04-23,22.4351
2022-04-24,23.30037
2022-04-25,46.50803
2022-04-26,43.57231
2022-04-27,38.78244
2022-04-28,35.41409
2022-04-29,30.87144
2022-04-30,19.93201
2022-05-01,22.92954
2022-05-02,36.34116
2022-05-03,34.45611
2022-05-04,28.02843
2022-05-05,23.23856
2022-05-06,34.42521
2022-05-07,17.79975
2022-05-08,21.84796
2022-05-09,37.97898
2022-05-10,39.36959
2022-05-11,38.04079
2022-05-12,36.15574
2022-05-13,30.65512
2022-05-14,17.58343
2022-05-15,18.94313
2022-05-16,32.60197
2022-05-17,32.84919
2022-05-18,30.99505
2022-05-19,25.37082
2022-05-20,28.46106
2022-05-21,17.64524
2022-05-22,22.06427
2022-05-23,41.22373
2022-05-24,35.5686
2022-05-25,44.96291
2022-05-26,48.20766
2022-05-27,43.01606
2022-05-28,25.52533
2022-05-29,23.42398
2022-05-30,44.25216
2022-05-31,47.21878
2022-06-01,40.48207
2022-06-02,50.18541
2022-06-03,48.42398
2022-06-04,26.91594
2022-06-05,29.14091
2022-06-06,32.69468
2022-06-07,53.52286
2022-06-08,53.9555
2022-06-09,43.38689
2022-06-10,42.36711
2022-06-11,25.98887
2022-06-12,26.23609
2022-06-13,45.73547
2022-06-14,47.77503
2022-06-15,54.72805
2022-06-16,58.96168
2022-06-17,57.23114
2022-06-18,33.31273
2022-06-19,37.36093
2022-06-20,58.59085
2022-06-21,54.57354
2022-06-22,59.2707
2022-06-23,49.84548
2022-06-24,52.81211
2022-06-25,29.97527
2022-06-26,31.89122
2022-06-27,55.59332
2022-06-28,54.72805
2022-06-29,48.7948
2022-06-30,51.01977
2022-07-01,45.73547
2022-07-02,25.86526
2022-07-03,33.34363
2022-07-04,51.05067
2022-07-05,52.7503
2022-07-06,49.22744
2022-07-07,44.56118
2022-07-08,44.96291
2022-07-09,24.72187
2022-07-10,26.01977
2022-07-11,45.58096
2022-07-12,48.64029
2022-07-13,74.35105
2022-07-14,100.0
2022-07-15,72.28059
2022-07-16,56.08776
2022-07-17,52.6576
2022-07-18,90.97651
2022-07-19,72.34239
2022-07-20,64.36959
2022-07-21,64.21508
2022-07-22,55.65512
2022-07-23,31.45859
2022-07-24,34.64153
2022-07-25,84.67243
2022-07-26,74.38195
2022-07-27,62.79357
2022-07-28,61.9283
2022-07-29,54.82076
2022-07-30,35.75401
2022-07-31,39.27688
2022-08-01,67.89245
2022-08-02,62.23733
2022-08-03,61.61928
2022-08-04,53.52286
2022-08-05,51.57601
2022-08-06,32.63288
2022-08-07,34.08529
2022-08-08,56.79851
2022-08-09,45.70457
2022-08-10,59.79604
2022-08-11,55.74783
2022-08-12,46.1372
2022-08-13,27.87391
2022-08-14,31.11866
2022-08-15,36.46477
2022-08-16,57.16934
2022-08-17,56.5822
2022-08-18,51.17428
2022-08-19,48.88751
2022-08-20,34.45611
2022-08-21,36.49567
2022-08-22,63.13349
2022-08-23,58.31273
2022-08-24,53.18294
2022-08-25,79.94437
2022-08-26,69.46847
2022-08-27,36.49567
2022-08-28,40.76019
2022-08-29,67.64524
2022-08-30,58.93077
2022-08-31,62.85537
2022-09-01,61.31025
2022-09-02,47.80593
2022-09-03,33.34363
2022-09-04,32.10754
2022-09-05,51.26699
2022-09-06,57.47836
2022-09-07,48.17676
2022-09-08,45.39555
2022-09-09,25.77255
2022-09-10,23.94932
2022-09-11,36.12484
2022-09-12,49.25834
2022-09-13,84.11619
2022-09-14,76.60692
2022-09-15,69.25216
2022-09-16,60.01236
2022-09-17,39.27688
2022-09-18,39.46229
2022-09-19,62.11372
2022-09-20,65.11124
2022-09-21,64.24598
2022-09-22,76.94684
2022-09-23,73.05315
2022-09-24,43.4487
2022-09-25,41.10012
2022-09-26,75.37082
2022-09-27,66.81087
2022-09-28,69.40667
2022-09-29,69.53028
2022-09-30,77.28677
2022-10-01,28.36835
2022-10-02,28.70828
2022-10-03,33.77626
2022-10-04,52.07045
2022-10-05,54.26452
2022-10-06,59.3016
2022-10-07,53.49196
2022-10-08,24.22744
2022-10-09,25.30902
2022-10-10,35.50679
2022-10-11,62.11372
2022-10-12,69.28306
2022-10-13,90.04944
2022-10-14,83.31273
2022-10-15,48.39307
2022-10-16,57.54017
2022-10-17,98.08405
2022-10-18,95.58096
2022-10-19,98.17676
2022-10-20,87.60815
2022-10-21,73.39307
2022-10-22,37.82447
2022-10-23,41.90358
2022-10-24,80.00618
2022-10-25,93.60321
2022-10-26,79.91347
2022-10-27,73.733
2022-10-28,70.39555
2022-10-29,38.72064
2022-10-30,36.27935
2022-10-31,70.73547
2022-11-01,77.31767
2022-11-02,66.40914
2022-11-03,60.69221
2022-11-04,51.94684
2022-11-05,26.91594
2022-11-06,32.29295
2022-11-07,65.51297
2022-11-08,59.11619
2022-11-09,55.53152
2022-11-10,58.59085
2022-11-11,50.74165
2022-11-12,25.18541
2022-11-13,34.54882
2022-11-14,70.51915
2022-11-15,63.78244
2022-11-16,52.6576
2022-11-17,47.96044
2022-11-18,45.55006
2022-11-19,23.7948
2022-11-20,25.37082
2022-11-21,48.67119
2022-11-22,47.18788
2022-11-23,43.63411
2022-11-24,44.34487
2022-11-25,50.98887
2022-11-26,28.86279
2022-11-27,29.29542
2022-11-28,48.51668
2022-11-29,46.0754
2022-11-30,46.63164
2022-12-01,42.83065
2022-12-02,33.52904
2022-12-03,16.71817
2022-12-04,20.08652
2022-12-05,39.5859
2022-12-06,37.94808
2022-12-07,37.94808
2022-12-08,38.00988
2022-12-09,33.25092
2022-12-10,18.91223
2022-12-11,20.73547
2022-12-12,36.46477
2022-12-13,34.73423
2022-12-14,33.83807
2022-12-15,31.11866
2022-12-16,30.56242
2022-12-17,15.63658
2022-12-18,19.7775
2022-12-19,32.66378
2022-12-20,31.55129
2022-12-21,28.24474
2022-12-22,24.90729
2022-12-23,32.911
2022-12-24,17.49072
2022-12-25,21.1063
2022-12-26,39.06056
2022-12-27,32.04573
2022-12-28,34.54882
2022-12-29,32.54017
2022-12-30,34.14709
2022-12-31,18.60321
2023-01-01,25.15451
2023-01-02,46.97156
2023-01-03,38.75154
2023-01-04,34.73423
2023-01-05,38.07169
2023-01-06,34.95055
2023-01-07,22.466
2023-01-08,25.27812
2023-01-09,39.43139
2023-01-10,42.45982
2023-01-11,33.93077
2023-01-12,30.19159
2023-01-13,29.48084
2023-01-14,17.70704
2023-01-15,21.87886
2023-01-16,28.9864
2023-01-17,31.76761
2023-01-18,26.29789
2023-01-19,26.79233
2023-01-20,28.52286
2023-01-21,14.83312
2023-01-22,15.04944
2023-01-23,17.45982
2023-01-24,24.75278
2023-01-25,52.44128
2023-01-26,38.87515
2023-01-27,30.93325
2023-01-28,19.46847
2023-01-29,18.29419
2023-01-30,29.82076
2023-01-31,32.20024
2023-02-01,30.62422
2023-02-02,25.61804
2023-02-03,24.96909
2023-02-04,12.79357
2023-02-05,15.35846
2023-02-06,24.66007
2023-02-07,21.81705
2023-02-08,23.33127
2023-02-09,20.79728
2023-02-10,23.08405
2023-02-11,13.07169
2023-02-12,13.10259
2023-02-13,22.86773
2023-02-14,20.58096
2023-02-15,22.62051
2023-02-16,19.49938
2023-02-17,18.26328
2023-02-18,12.11372
2023-02-19,13.2571
2023-02-20,24.25834
2023-02-21,23.91841
2023-02-22,21.44622
2023-02-23,18.13967
2023-02-24,21.50803
2023-02-25,13.90605
2023-02-26,14.95673
2023-02-27,24.13473
2023-02-28,22.89864
2023-03-01,16.06922
2023-03-02,18.41779
2023-03-03,20.85908
2023-03-04,12.51545
2023-03-05,12.17552
2023-03-06,18.97404
2023-03-07,18.60321
2023-03-08,16.93448
2023-03-09,16.28553
2023-03-10,18.75772
2023-03-11,9.73423
2023-03-12,9.45611
2023-03-13,17.95426
2023-03-14,16.59456
2023-03-15,17.92336
2023-03-16,15.45117
2023-03-17,15.8529
2023-03-18,8.31273
2023-03-19,9.98145
2023-03-20,20.67367
2023-03-21,17.52163
2023-03-22,16.74907
2023-03-23,14.555
2023-03-24,16.87268
2023-03-25,10.90852
2023-03-26,10.32138
2023-03-27,17.24351
2023-03-28,16.96538
2023-03-29,15.14215
2023-03-30,15.60568
2023-03-31,16.44004
2023-04-01,9.36341
2023-04-02,9.48702
2023-04-03,15.20395
2023-04-04,14.06056
2023-04-05,14.15327
2023-04-06,15.51297
2023-04-07,12.85537
2023-04-08,7.50927
2023-04-09,7.9419
2023-04-10,15.72929
2023-04-11,16.93448
2023-04-12,13.2571
2023-04-13,14.4932
2023-04-14,11.99011
2023-04-15,7.07663
2023-04-16,8.65265
2023-04-17,14.64771
2023-04-18,12.79357
2023-04-19,12.17552
2023-04-20,13.68974
2023-04-21,11.83559
2023-04-22,6.55129
2023-04-23,8.09641
2023-04-24,14.74042
2023-04-25,17.1508
2023-04-26,14.98763
2023-04-27,12.94808
2023-04-28,11.9592
2023-04-29,9.02348
2023-04-30,6.98393
2023-05-01,12.60815
2023-05-02,14.64771
2023-05-03,11.37206
2023-05-04,11.27935
2023-05-05,8.09641
2023-05-06,7.911
2023-05-07,8.93077
2023-05-08,15.01854
2023-05-09,13.81334
2023-05-10,15.822
2023-05-11,12.63906
2023-05-12,10.84672
2023-05-13,6.05686
2023-05-14,7.29295
2023-05-15,15.48207
2023-05-16,14.15327
2023-05-17,16.40914
2023-05-18,13.93695
2023-05-19,13.288
2023-05-20,7.9419
2023-05-21,8.37453
2023-05-22,13.47342
2023-05-23,13.72064
2023-05-24,12.91718
2023-05-25,16.93448
2023-05-26,13.78244
2023-05-27,6.89122
2023-05-28,7.38566
