date,왕숙신도시
2020-03-20,8.23984
2020-03-21,5.88007
2020-03-22,5.64796
2020-03-23,8.66537
2020-03-24,6.49903
2020-03-25,7.31141
2020-03-26,7.50483
2020-03-27,6.53771
2020-03-28,4.75822
2020-03-29,4.68085
2020-03-30,19.41972
2020-03-31,13.03675
2020-04-01,11.17988
2020-04-02,11.14119
2020-04-03,9.01353
2020-04-04,4.83558
2020-04-05,5.8027
2020-04-06,9.12959
2020-04-07,8.16247
2020-04-08,7.73694
2020-04-09,6.88588
2020-04-10,6.5764
2020-04-11,3.75241
2020-04-12,5.76402
2020-04-13,9.74854
2020-04-14,7.93036
2020-04-15,5.41586
2020-04-16,8.93617
2020-04-17,8.00773
2020-04-18,5.60928
2020-04-19,5.57059
2020-04-20,8.89748
2020-04-21,9.12959
2020-04-22,7.89168
2020-04-23,8.27852
2020-04-24,7.19535
2020-04-25,5.91876
2020-04-26,5.91876
2020-04-27,9.32301
2020-04-28,9.12959
2020-04-29,8.31721
2020-04-30,5.14506
2020-05-01,4.68085
2020-05-02,4.99032
2020-05-03,4.41005
2020-05-04,7.38878
2020-05-05,6.73114
2020-05-06,11.99226
2020-05-07,9.05222
2020-05-08,6.73114
2020-05-09,4.87427
2020-05-10,4.95164
2020-05-11,8.31721
2020-05-12,21.16054
2020-05-13,17.64023
2020-05-14,14.81624
2020-05-15,8.43326
2020-05-16,4.48742
2020-05-17,6.34429
2020-05-18,8.43326
2020-05-19,7.27272
2020-05-20,7.73694
2020-05-21,10.48355
2020-05-22,10.52224
2020-05-23,6.61508
2020-05-24,5.64796
2020-05-25,10.56092
2020-05-26,8.89748
2020-05-27,7.54352
2020-05-28,8.16247
2020-05-29,5.57059
2020-05-30,5.06769
2020-05-31,5.84139
2020-06-01,9.74854
2020-06-02,7.85299
2020-06-03,8.20116
2020-06-04,8.47195
2020-06-05,8.93617
2020-06-06,6.69245
2020-06-07,6.49903
2020-06-08,8.89748
2020-06-09,9.67117
2020-06-10,10.13539
2020-06-11,9.98065
2020-06-12,8.04642
2020-06-13,6.53771
2020-06-14,7.00193
2020-06-15,8.54932
2020-06-16,8.66537
2020-06-17,9.74854
2020-06-18,7.5822
2020-06-19,7.35009
2020-06-20,5.49323
2020-06-21,7.65957
2020-06-22,8.82011
2020-06-23,8.66537
2020-06-24,7.89168
2020-06-25,7.35009
2020-06-26,8.00773
2020-06-27,5.18375
2020-06-28,7.04061
2020-06-29,8.31721
2020-06-30,8.54932
2020-07-01,9.67117
2020-07-02,8.82011
2020-07-03,7.77562
2020-07-04,5.91876
2020-07-05,7.15667
2020-07-06,9.82591
2020-07-07,11.21856
2020-07-08,10.32882
2020-07-09,9.16827
2020-07-10,8.23984
2020-07-11,6.53771
2020-07-12,5.49323
2020-07-13,10.32882
2020-07-14,9.28433
2020-07-15,10.29013
2020-07-16,8.31721
2020-07-17,7.04061
2020-07-18,5.26112
2020-07-19,5.26112
2020-07-20,8.8588
2020-07-21,9.20696
2020-07-22,8.74274
2020-07-23,7.27272
2020-07-24,6.3056
2020-07-25,4.64216
2020-07-26,4.91295
2020-07-27,6.15087
2020-07-28,8.20116
2020-07-29,8.00773
2020-07-30,8.74274
2020-07-31,5.64796
2020-08-01,5.06769
2020-08-02,4.71953
2020-08-03,7.31141
2020-08-04,7.77562
2020-08-05,6.38297
2020-08-06,6.96324
2020-08-07,5.99613
2020-08-08,4.64216
2020-08-09,4.87427
2020-08-10,6.26692
2020-08-11,6.49903
2020-08-12,7.15667
2020-08-13,5.06769
2020-08-14,5.68665
2020-08-15,4.02321
2020-08-16,3.7911
2020-08-17,4.48742
2020-08-18,5.57059
2020-08-19,5.53191
2020-08-20,6.42166
2020-08-21,5.57059
2020-08-22,5.02901
2020-08-23,3.94584
2020-08-24,6.84719
2020-08-25,9.16827
2020-08-26,8.20116
2020-08-27,7.54352
2020-08-28,4.68085
2020-08-29,5.22243
2020-08-30,5.02901
2020-08-31,6.84719
2020-09-01,6.3056
2020-09-02,6.73114
2020-09-03,6.84719
2020-09-04,6.96324
2020-09-05,5.91876
2020-09-06,5.06769
2020-09-07,6.61508
2020-09-08,14.46808
2020-09-09,8.97485
2020-09-10,6.46034
2020-09-11,5.68665
2020-09-12,5.33849
2020-09-13,4.64216
2020-09-14,4.17794
2020-09-15,5.37717
2020-09-16,5.10638
2020-09-17,6.0735
2020-09-18,5.41586
2020-09-19,3.98452
2020-09-20,3.32688
2020-09-21,5.37717
2020-09-22,3.86847
2020-09-23,4.56479
2020-09-24,5.06769
2020-09-25,3.75241
2020-09-26,3.0174
2020-09-27,3.13346
2020-09-28,5.57059
2020-09-29,5.10638
2020-09-30,3.55899
2020-10-01,3.24951
2020-10-02,3.63636
2020-10-03,4.41005
2020-10-04,4.294
2020-10-05,5.26112
2020-10-06,4.91295
2020-10-07,4.60348
2020-10-08,3.44294
2020-10-09,3.7911
2020-10-10,4.7969
2020-10-11,3.36557
2020-10-12,5.33849
2020-10-13,5.45454
2020-10-14,5.02901
2020-10-15,4.48742
2020-10-16,5.26112
2020-10-17,4.33268
2020-10-18,4.17794
2020-10-19,6.84719
2020-10-20,6.76982
2020-10-21,6.76982
2020-10-22,6.03481
2020-10-23,5.99613
2020-10-24,3.7911
2020-10-25,5.06769
2020-10-26,6.88588
2020-10-27,8.62669
2020-10-28,5.95744
2020-10-29,5.68665
2020-10-30,5.22243
2020-10-31,3.94584
2020-11-01,3.24951
2020-11-02,5.49323
2020-11-03,8.97485
2020-11-04,5.53191
2020-11-05,5.18375
2020-11-06,4.71953
2020-11-07,4.294
2020-11-08,3.59767
2020-11-09,6.76982
2020-11-10,5.95744
2020-11-11,5.60928
2020-11-12,6.3056
2020-11-13,5.49323
2020-11-14,3.55899
2020-11-15,4.13926
2020-11-16,6.5764
2020-11-17,6.22823
2020-11-18,5.26112
2020-11-19,6.73114
2020-11-20,4.75822
2020-11-21,3.55899
2020-11-22,3.48162
2020-11-23,4.02321
2020-11-24,4.56479
2020-11-25,4.95164
2020-11-26,4.83558
2020-11-27,4.7969
2020-11-28,3.98452
2020-11-29,4.71953
2020-11-30,5.2998
2020-12-01,6.03481
2020-12-02,6.03481
2020-12-03,5.49323
2020-12-04,3.75241
2020-12-05,3.86847
2020-12-06,4.17794
2020-12-07,7.27272
2020-12-08,7.23404
2020-12-09,6.18955
2020-12-10,5.64796
2020-12-11,6.38297
2020-12-12,4.17794
2020-12-13,4.25531
2020-12-14,6.80851
2020-12-15,6.61508
2020-12-16,6.38297
2020-12-17,6.18955
2020-12-18,5.64796
2020-12-19,3.86847
2020-12-20,5.49323
2020-12-21,6.92456
2020-12-22,6.49903
2020-12-23,6.53771
2020-12-24,4.95164
2020-12-25,5.06769
2020-12-26,5.10638
2020-12-27,4.99032
2020-12-28,8.27852
2020-12-29,55.00967
2020-12-30,19.53578
2020-12-31,11.33462
2021-01-01,6.76982
2021-01-02,8.39458
2021-01-03,8.00773
2021-01-04,9.8646
2021-01-05,9.94197
2021-01-06,8.0851
2021-01-07,6.69245
2021-01-08,5.41586
2021-01-09,6.96324
2021-01-10,5.8027
2021-01-11,6.03481
2021-01-12,5.49323
2021-01-13,6.11218
2021-01-14,6.15087
2021-01-15,6.61508
2021-01-16,4.64216
2021-01-17,5.57059
2021-01-18,6.46034
2021-01-19,7.96905
2021-01-20,5.37717
2021-01-21,6.46034
2021-01-22,5.06769
2021-01-23,3.98452
2021-01-24,6.92456
2021-01-25,8.0851
2021-01-26,8.35589
2021-01-27,6.84719
2021-01-28,6.03481
2021-01-29,4.56479
2021-01-30,4.56479
2021-01-31,4.294
2021-02-01,5.76402
2021-02-02,6.15087
2021-02-03,5.91876
2021-02-04,6.3056
2021-02-05,4.25531
2021-02-06,3.94584
2021-02-07,3.24951
2021-02-08,5.76402
2021-02-09,5.14506
2021-02-10,3.94584
2021-02-11,4.56479
2021-02-12,4.33268
2021-02-13,4.17794
2021-02-14,4.7969
2021-02-15,7.46615
2021-02-16,5.26112
2021-02-17,5.68665
2021-02-18,5.49323
2021-02-19,3.67504
2021-02-20,3.36557
2021-02-21,3.86847
2021-02-22,4.33268
2021-02-23,5.37717
2021-02-24,9.74854
2021-02-25,6.0735
2021-02-26,5.22243
2021-02-27,4.294
2021-02-28,3.09477
2021-03-01,4.10058
2021-03-02,5.14506
2021-03-03,5.26112
2021-03-04,4.71953
2021-03-05,5.2998
2021-03-06,4.44874
2021-03-07,3.7911
2021-03-08,4.87427
2021-03-09,5.49323
2021-03-10,5.88007
2021-03-11,6.22823
2021-03-12,5.10638
2021-03-13,2.66924
2021-03-14,3.98452
2021-03-15,4.41005
2021-03-16,8.62669
2021-03-17,4.48742
2021-03-18,3.90715
2021-03-19,3.82978
2021-03-20,2.97872
2021-03-21,3.59767
2021-03-22,4.48742
2021-03-23,5.22243
2021-03-24,5.18375
2021-03-25,3.55899
2021-03-26,3.2882
2021-03-27,2.70793
2021-03-28,3.09477
2021-03-29,3.82978
2021-03-30,4.33268
2021-03-31,3.44294
2021-04-01,2.97872
2021-04-02,3.36557
2021-04-03,2.12765
2021-04-04,2.66924
2021-04-05,3.98452
2021-04-06,3.82978
2021-04-07,3.55899
2021-04-08,3.24951
2021-04-09,2.70793
2021-04-10,3.94584
2021-04-11,3.0174
2021-04-12,3.09477
2021-04-13,3.86847
2021-04-14,4.60348
2021-04-15,4.64216
2021-04-16,4.02321
2021-04-17,2.5145
2021-04-18,3.21083
2021-04-19,4.7969
2021-04-20,4.13926
2021-04-21,5.99613
2021-04-22,6.84719
2021-04-23,4.13926
2021-04-24,3.09477
2021-04-25,3.24951
2021-04-26,3.59767
2021-04-27,4.87427
2021-04-28,4.56479
2021-04-29,4.37137
2021-04-30,4.10058
2021-05-01,2.66924
2021-05-02,3.21083
2021-05-03,4.25531
2021-05-04,3.44294
2021-05-05,2.47582
2021-05-06,4.10058
2021-05-07,4.71953
2021-05-08,4.52611
2021-05-09,3.90715
2021-05-10,4.64216
2021-05-11,5.06769
2021-05-12,4.7969
2021-05-13,4.25531
2021-05-14,4.25531
2021-05-15,2.74661
2021-05-16,3.44294
2021-05-17,3.94584
2021-05-18,3.90715
2021-05-19,2.90135
2021-05-20,5.60928
2021-05-21,3.86847
2021-05-22,2.94003
2021-05-23,3.17214
2021-05-24,4.7969
2021-05-25,4.7969
2021-05-26,4.64216
2021-05-27,4.95164
2021-05-28,3.82978
2021-05-29,3.24951
2021-05-30,2.47582
2021-05-31,4.13926
2021-06-01,4.87427
2021-06-02,4.83558
2021-06-03,6.46034
2021-06-04,4.7969
2021-06-05,3.90715
2021-06-06,4.10058
2021-06-07,4.68085
2021-06-08,5.2998
2021-06-09,6.15087
2021-06-10,5.10638
2021-06-11,4.294
2021-06-12,3.86847
2021-06-13,3.59767
2021-06-14,5.72533
2021-06-15,5.26112
2021-06-16,4.99032
2021-06-17,4.71953
2021-06-18,4.44874
2021-06-19,3.32688
2021-06-20,4.33268
2021-06-21,6.46034
2021-06-22,5.72533
2021-06-23,4.68085
2021-06-24,3.86847
2021-06-25,3.94584
2021-06-26,3.71373
2021-06-27,3.75241
2021-06-28,4.91295
2021-06-29,5.18375
2021-06-30,5.60928
2021-07-01,3.90715
2021-07-02,5.14506
2021-07-03,4.02321
2021-07-04,4.60348
2021-07-05,6.0735
2021-07-06,6.53771
2021-07-07,4.99032
2021-07-08,4.95164
2021-07-09,4.48742
2021-07-10,3.09477
2021-07-11,4.64216
2021-07-12,5.2998
2021-07-13,5.99613
2021-07-14,5.76402
2021-07-15,7.19535
2021-07-16,7.27272
2021-07-17,3.86847
2021-07-18,3.5203
2021-07-19,5.64796
2021-07-20,4.83558
2021-07-21,4.02321
2021-07-22,3.98452
2021-07-23,3.75241
2021-07-24,2.66924
2021-07-25,2.47582
2021-07-26,4.25531
2021-07-27,4.56479
2021-07-28,6.22823
2021-07-29,4.21663
2021-07-30,4.7969
2021-07-31,3.44294
2021-08-01,3.17214
2021-08-02,3.98452
2021-08-03,5.06769
2021-08-04,5.57059
2021-08-05,4.41005
2021-08-06,3.44294
2021-08-07,3.59767
2021-08-08,2.94003
2021-08-09,5.02901
2021-08-10,4.17794
2021-08-11,4.83558
2021-08-12,4.17794
2021-08-13,3.44294
2021-08-14,3.24951
2021-08-15,2.90135
2021-08-16,3.2882
2021-08-17,4.10058
2021-08-18,3.90715
2021-08-19,4.13926
2021-08-20,3.32688
2021-08-21,2.74661
2021-08-22,2.55319
2021-08-23,4.41005
2021-08-24,4.25531
2021-08-25,4.25531
2021-08-26,6.76982
2021-08-27,5.57059
2021-08-28,3.75241
2021-08-29,4.25531
2021-08-30,8.0851
2021-08-31,5.33849
2021-09-01,6.15087
2021-09-02,5.06769
2021-09-03,4.41005
2021-09-04,3.40425
2021-09-05,3.67504
2021-09-06,4.44874
2021-09-07,4.33268
2021-09-08,3.86847
2021-09-09,5.02901
2021-09-10,3.21083
2021-09-11,2.82398
2021-09-12,2.86266
2021-09-13,3.7911
2021-09-14,4.25531
2021-09-15,2.63056
2021-09-16,4.21663
2021-09-17,3.40425
2021-09-18,2.08897
2021-09-19,2.55319
2021-09-20,2.74661
2021-09-21,2.90135
2021-09-22,3.55899
2021-09-23,4.44874
2021-09-24,4.68085
2021-09-25,2.70793
2021-09-26,2.97872
2021-09-27,6.61508
2021-09-28,5.91876
2021-09-29,6.0735
2021-09-30,4.60348
2021-10-01,5.57059
2021-10-02,3.75241
2021-10-03,3.55899
2021-10-04,4.25531
2021-10-05,4.37137
2021-10-06,4.7969
2021-10-07,5.99613
2021-10-08,3.90715
2021-10-09,3.59767
2021-10-10,3.55899
2021-10-11,4.91295
2021-10-12,4.83558
2021-10-13,6.73114
2021-10-14,11.60541
2021-10-15,14.73887
2021-10-16,5.60928
2021-10-17,5.95744
2021-10-18,6.53771
2021-10-19,7.89168
2021-10-20,5.99613
2021-10-21,5.41586
2021-10-22,4.99032
2021-10-23,3.90715
2021-10-24,6.3056
2021-10-25,17.7176
2021-10-26,10.59961
2021-10-27,7.89168
2021-10-28,7.50483
2021-10-29,5.33849
2021-10-30,3.40425
2021-10-31,4.56479
2021-11-01,6.92456
2021-11-02,6.38297
2021-11-03,5.68665
2021-11-04,5.84139
2021-11-05,3.59767
2021-11-06,2.28239
2021-11-07,2.55319
2021-11-08,4.02321
2021-11-09,4.64216
2021-11-10,3.40425
2021-11-11,3.71373
2021-11-12,3.21083
2021-11-13,2.47582
2021-11-14,2.74661
2021-11-15,4.17794
2021-11-16,3.71373
2021-11-17,3.98452
2021-11-18,3.44294
2021-11-19,2.86266
2021-11-20,2.66924
2021-11-21,2.5145
2021-11-22,3.59767
2021-11-23,3.71373
2021-11-24,4.294
2021-11-25,11.6441
2021-11-26,5.2998
2021-11-27,2.70793
2021-11-28,2.59187
2021-11-29,4.294
2021-11-30,3.59767
2021-12-01,4.294
2021-12-02,3.09477
2021-12-03,4.33268
2021-12-04,2.78529
2021-12-05,2.55319
2021-12-06,3.86847
2021-12-07,4.294
2021-12-08,3.86847
2021-12-09,3.32688
2021-12-10,3.40425
2021-12-11,2.59187
2021-12-12,2.59187
2021-12-13,3.55899
2021-12-14,3.63636
2021-12-15,3.13346
2021-12-16,3.0174
2021-12-17,3.55899
2021-12-18,1.5087
2021-12-19,2.24371
2021-12-20,2.82398
2021-12-21,2.55319
2021-12-22,3.21083
2021-12-23,3.5203
2021-12-24,2.47582
2021-12-25,2.39845
2021-12-26,2.94003
2021-12-27,4.37137
2021-12-28,6.3056
2021-12-29,8.12379
2021-12-30,5.99613
2021-12-31,3.21083
2022-01-01,3.24951
2022-01-02,3.17214
2022-01-03,4.25531
2022-01-04,5.68665
2022-01-05,5.18375
2022-01-06,4.13926
2022-01-07,4.41005
2022-01-08,3.40425
2022-01-09,4.91295
2022-01-10,9.43907
2022-01-11,8.23984
2022-01-12,4.7969
2022-01-13,5.33849
2022-01-14,5.49323
2022-01-15,2.78529
2022-01-16,3.59767
2022-01-17,5.84139
2022-01-18,4.294
2022-01-19,4.60348
2022-01-20,3.71373
2022-01-21,3.17214
2022-01-22,2.12765
2022-01-23,2.39845
2022-01-24,4.13926
2022-01-25,3.48162
