date,ISA신탁형
2021-02-06,45.05119
2021-02-07,33.78839
2021-02-08,46.07508
2021-02-09,57.33788
2021-02-10,74.40273
2021-02-11,40.61433
2021-02-12,31.74061
2021-02-13,30.37542
2021-02-14,35.83617
2021-02-15,78.15699
2021-02-16,80.88737
2021-02-17,78.15699
2021-02-18,83.95904
2021-02-19,100.0
2021-02-20,45.39249
2021-02-21,51.19453
2021-02-22,66.2116
2021-02-23,65.8703
2021-02-24,61.77474
2021-02-25,93.17406
2021-02-26,99.6587
2021-02-27,40.61433
2021-02-28,26.27986
2021-03-01,24.23208
2021-03-02,56.31399
2021-03-03,47.09897
2021-03-04,37.88395
2021-03-05,31.05802
2021-03-06,25.59726
2021-03-07,21.1604
2021-03-08,48.80546
2021-03-09,38.90784
2021-03-10,40.95563
2021-03-11,30.37542
2021-03-12,40.95563
2021-03-13,20.81911
2021-03-14,20.13651
2021-03-15,32.4232
2021-03-16,28.32764
2021-03-17,30.37542
2021-03-18,26.62116
2021-03-19,18.08873
2021-03-20,10.9215
2021-03-21,14.33447
2021-03-22,30.03412
2021-03-23,25.25597
2021-03-24,26.62116
2021-03-25,20.47781
2021-03-26,22.86689
2021-03-27,9.89761
2021-03-28,13.31058
2021-03-29,24.23208
2021-03-30,27.64505
2021-03-31,17.40614
2021-04-01,17.40614
2021-04-02,17.74744
2021-04-03,10.9215
2021-04-04,5.80204
2021-04-05,20.13651
2021-04-06,16.38225
2021-04-07,19.79522
2021-04-08,15.35836
2021-04-09,17.40614
2021-04-10,11.94539
2021-04-11,6.48464
2021-04-12,16.38225
2021-04-13,22.86689
2021-04-14,19.11262
2021-04-15,16.38225
2021-04-16,16.72354
2021-04-17,6.14334
2021-04-18,6.14334
2021-04-19,10.9215
2021-04-20,16.72354
2021-04-21,17.74744
2021-04-22,19.45392
2021-04-23,18.77133
2021-04-24,7.16723
2021-04-25,9.21501
2021-04-26,16.04095
2021-04-27,18.77133
2021-04-28,15.35836
2021-04-29,13.31058
2021-04-30,11.26279
2021-05-01,3.75426
2021-05-02,5.80204
2021-05-03,13.99317
2021-05-04,8.19112
2021-05-05,4.09556
2021-05-06,7.84982
2021-05-07,12.62798
2021-05-08,2.73037
2021-05-09,4.77815
2021-05-10,10.2389
2021-05-11,10.5802
2021-05-12,7.50853
2021-05-13,8.19112
2021-05-14,6.82593
2021-05-15,1.70648
2021-05-16,4.09556
2021-05-17,9.21501
2021-05-18,10.5802
2021-05-19,5.46075
2021-05-20,7.16723
2021-05-21,7.84982
2021-05-22,4.09556
2021-05-23,4.43686
2021-05-24,8.19112
2021-05-25,8.87372
2021-05-26,3.75426
2021-05-27,8.19112
2021-05-28,8.53242
2021-05-29,2.73037
2021-05-30,1.70648
2021-05-31,9.55631
2021-06-01,5.80204
2021-06-02,7.16723
2021-06-03,6.14334
2021-06-04,5.80204
2021-06-05,2.38907
2021-06-06,3.07167
2021-06-07,4.77815
2021-06-08,3.07167
2021-06-09,9.55631
2021-06-10,4.43686
2021-06-11,5.11945
2021-06-13,2.38907
2021-06-14,7.50853
2021-06-15,6.48464
2021-06-16,5.46075
2021-06-17,6.82593
2021-06-18,5.80204
2021-06-19,2.38907
2021-06-20,2.38907
2021-06-21,7.16723
2021-06-22,8.53242
2021-06-23,6.82593
2021-06-24,2.73037
2021-06-25,6.48464
2021-06-27,2.73037
2021-06-28,4.77815
2021-06-29,6.48464
2021-06-30,9.21501
2021-07-01,4.43686
2021-07-02,4.77815
2021-07-03,4.77815
2021-07-04,2.73037
2021-07-05,7.84982
2021-07-06,7.16723
2021-07-07,7.50853
2021-07-08,8.87372
2021-07-09,2.73037
2021-07-10,3.41296
2021-07-11,5.80204
2021-07-12,6.14334
2021-07-14,6.14334
2021-07-15,6.14334
2021-07-16,5.80204
2021-07-17,3.75426
2021-07-18,4.09556
2021-07-19,3.75426
2021-07-20,6.82593
2021-07-21,2.38907
2021-07-22,7.50853
2021-07-23,5.46075
2021-07-24,2.38907
2021-07-25,2.04778
2021-07-26,9.21501
2021-07-27,11.60409
2021-07-28,11.26279
2021-07-29,13.31058
2021-07-30,9.21501
2021-07-31,10.9215
2021-08-01,11.26279
2021-08-02,15.01706
2021-08-03,14.67576
2021-08-04,8.53242
2021-08-05,7.50853
2021-08-06,5.80204
2021-08-07,2.38907
2021-08-08,6.14334
2021-08-09,12.28668
2021-08-10,13.65187
2021-08-11,10.9215
2021-08-12,8.87372
2021-08-13,5.46075
2021-08-14,2.73037
2021-08-15,2.38907
2021-08-16,2.38907
2021-08-17,13.65187
2021-08-18,10.9215
2021-08-19,10.5802
2021-08-20,6.48464
2021-08-21,6.48464
2021-08-22,3.75426
2021-08-23,6.82593
2021-08-24,10.9215
2021-08-25,20.13651
2021-08-26,9.21501
2021-08-27,12.28668
2021-08-28,4.09556
2021-08-29,5.11945
2021-08-30,13.99317
2021-08-31,21.1604
2021-09-01,10.9215
2021-09-02,15.69965
2021-09-03,13.99317
2021-09-04,7.16723
2021-09-05,8.53242
2021-09-06,15.01706
2021-09-07,13.99317
2021-09-08,18.08873
2021-09-09,14.67576
2021-09-10,13.31058
2021-09-11,7.16723
2021-09-12,5.46075
2021-09-13,13.99317
2021-09-14,13.99317
2021-09-15,16.72354
2021-09-16,12.62798
2021-09-17,22.1843
2021-09-18,10.9215
2021-09-19,6.82593
2021-09-20,5.46075
2021-09-21,8.87372
2021-09-22,10.5802
2021-09-23,34.81228
2021-09-24,5.11945
2021-09-25,2.38907
2021-09-26,6.82593
2021-09-27,2.73037
2021-09-28,21.5017
2021-09-29,5.46075
2021-09-30,12.62798
2021-10-01,8.19112
2021-10-02,2.04778
2021-10-03,2.04778
2021-10-04,3.41296
2021-10-05,16.04095
2021-10-06,7.50853
2021-10-07,3.41296
2021-10-08,10.2389
2021-10-09,3.75426
2021-10-10,2.73037
2021-10-11,5.46075
2021-10-12,11.60409
2021-10-13,7.16723
2021-10-14,10.9215
2021-10-15,9.21501
2021-10-16,7.84982
2021-10-17,5.11945
2021-10-18,6.48464
2021-10-19,8.87372
2021-10-20,11.94539
2021-10-21,8.53242
2021-10-22,8.87372
2021-10-23,2.04778
2021-10-24,6.48464
2021-10-25,8.19112
2021-10-26,7.50853
2021-10-27,8.87372
2021-10-28,5.11945
2021-10-29,7.84982
2021-10-30,2.38907
2021-10-31,2.38907
2021-11-01,7.16723
2021-11-02,5.80204
2021-11-03,8.19112
2021-11-04,7.84982
2021-11-05,7.50853
2021-11-06,3.07167
2021-11-07,4.43686
2021-11-08,6.48464
2021-11-09,6.82593
2021-11-10,6.82593
2021-11-11,7.84982
2021-11-12,6.82593
2021-11-13,4.09556
2021-11-14,2.73037
2021-11-15,9.55631
2021-11-16,12.28668
2021-11-17,9.55631
2021-11-18,6.82593
2021-11-19,4.43686
2021-11-20,2.38907
2021-11-21,2.04778
2021-11-22,7.84982
2021-11-23,7.16723
2021-11-24,7.16723
2021-11-25,10.2389
2021-11-26,7.84982
2021-11-27,2.38907
2021-11-28,1.70648
2021-11-29,7.84982
2021-11-30,11.94539
2021-12-01,7.84982
2021-12-02,6.82593
2021-12-03,10.2389
2021-12-06,6.82593
2021-12-07,8.53242
2021-12-08,8.53242
2021-12-09,8.53242
2021-12-10,8.19112
2021-12-11,2.73037
2021-12-12,5.46075
2021-12-13,3.07167
2021-12-14,9.21501
2021-12-15,5.80204
2021-12-16,6.48464
2021-12-17,4.43686
2021-12-18,4.43686
2021-12-19,6.14334
2021-12-20,7.16723
2021-12-21,16.04095
2021-12-22,16.38225
2021-12-23,25.25597
2021-12-24,23.89078
2021-12-25,8.19112
2021-12-26,11.26279
2021-12-27,19.11262
2021-12-28,26.27986
2021-12-29,19.11262
2021-12-30,22.86689
2021-12-31,22.1843
2022-01-01,5.46075
2022-01-02,7.16723
2022-01-03,12.96928
2022-01-04,8.53242
2022-01-05,13.31058
2022-01-06,6.14334
2022-01-07,8.87372
2022-01-08,6.82593
2022-01-09,7.16723
2022-01-10,15.01706
2022-01-11,7.50853
2022-01-12,12.62798
2022-01-13,4.43686
2022-01-14,9.89761
2022-01-15,4.09556
2022-01-16,7.84982
2022-01-17,7.84982
2022-01-18,16.72354
2022-01-19,8.19112
2022-01-20,7.50853
2022-01-21,10.5802
2022-01-22,4.77815
2022-01-23,4.43686
2022-01-24,10.9215
2022-01-25,11.60409
2022-01-26,14.67576
2022-01-27,13.65187
2022-01-28,23.20819
2022-01-29,7.84982
2022-01-30,3.41296
2022-01-31,5.46075
2022-02-01,8.87372
2022-02-02,6.82593
2022-02-03,10.9215
2022-02-04,10.2389
2022-02-05,6.48464
2022-02-06,6.48464
2022-02-07,13.99317
2022-02-08,7.84982
2022-02-09,12.28668
2022-02-10,5.46075
2022-02-11,16.04095
2022-02-12,5.80204
2022-02-13,7.84982
2022-02-14,13.65187
2022-02-15,16.72354
2022-02-16,10.9215
2022-02-17,17.74744
2022-02-18,13.99317
2022-02-19,9.89761
2022-02-20,4.09556
2022-02-21,17.74744
2022-02-22,28.32764
2022-02-23,11.26279
2022-02-24,9.55631
2022-02-25,8.19112
2022-02-26,6.82593
2022-02-27,2.73037
2022-02-28,13.31058
2022-03-01,17.40614
2022-03-02,7.84982
2022-03-03,10.2389
2022-03-04,9.21501
2022-03-05,4.43686
2022-03-06,6.14334
2022-03-07,9.21501
2022-03-08,7.16723
2022-03-09,2.38907
2022-03-10,5.11945
2022-03-11,15.69965
2022-03-12,12.28668
2022-03-13,3.75426
2022-03-14,9.55631
2022-03-15,45.39249
2022-03-16,20.81911
2022-03-17,11.60409
2022-03-18,12.96928
2022-03-19,4.43686
2022-03-20,4.43686
2022-03-21,5.11945
2022-03-22,5.11945
2022-03-23,5.80204
2022-03-24,6.14334
2022-03-25,17.06484
2022-03-26,2.73037
2022-03-27,1.70648
2022-03-28,7.50853
2022-03-29,10.9215
2022-03-30,4.77815
2022-03-31,8.87372
2022-04-01,10.2389
2022-04-02,2.04778
2022-04-03,3.41296
2022-04-04,7.50853
2022-04-05,5.46075
2022-04-06,5.11945
2022-04-07,10.5802
2022-04-08,5.11945
2022-04-09,2.38907
2022-04-10,2.04778
2022-04-11,10.5802
2022-04-12,5.80204
2022-04-13,2.73037
2022-04-14,4.09556
2022-04-15,10.2389
2022-04-17,4.43686
2022-04-18,7.16723
2022-04-19,7.16723
2022-04-20,5.80204
2022-04-21,5.80204
2022-04-22,6.48464
2022-04-23,3.75426
2022-04-24,2.04778
2022-04-25,5.11945
2022-04-26,5.46075
2022-04-27,6.82593
2022-04-28,6.14334
2022-04-29,5.46075
2022-04-30,3.07167
2022-05-01,3.41296
2022-05-02,6.82593
2022-05-03,16.38225
2022-05-04,11.94539
2022-05-05,8.87372
2022-05-06,3.07167
2022-05-07,3.75426
2022-05-08,6.48464
2022-05-09,7.50853
2022-05-10,4.77815
2022-05-11,5.11945
2022-05-13,6.82593
2022-05-15,4.43686
2022-05-16,3.07167
2022-05-17,9.55631
2022-05-18,7.84982
2022-05-19,4.77815
2022-05-20,3.41296
2022-05-21,1.70648
2022-05-22,1.70648
2022-05-23,2.73037
2022-05-24,5.11945
2022-05-25,6.82593
2022-05-26,4.09556
2022-05-27,9.21501
2022-05-28,2.04778
2022-05-29,3.07167
2022-05-30,6.48464
2022-05-31,10.5802
2022-06-01,5.46075
2022-06-02,8.53242
2022-06-03,5.11945
2022-06-04,3.07167
2022-06-05,1.70648
2022-06-06,2.04778
2022-06-07,6.14334
2022-06-08,5.11945
2022-06-09,5.11945
2022-06-10,7.50853
2022-06-11,2.04778
2022-06-12,2.04778
2022-06-13,3.41296
2022-06-14,12.96928
2022-06-15,8.53242
2022-06-16,10.2389
2022-06-17,6.48464
2022-06-18,2.38907
2022-06-20,3.41296
2022-06-21,4.77815
2022-06-22,5.46075
2022-06-23,1.70648
2022-06-24,2.38907
2022-06-26,3.07167
2022-06-27,3.07167
2022-06-28,6.48464
2022-06-29,4.77815
2022-06-30,3.75426
2022-07-01,2.73037
2022-07-02,4.09556
2022-07-04,2.73037
2022-07-05,2.38907
2022-07-06,2.38907
2022-07-07,2.04778
2022-07-08,2.04778
2022-07-11,3.41296
2022-07-12,4.43686
2022-07-13,3.41296
2022-07-14,3.07167
2022-07-16,2.04778
2022-07-17,2.04778
2022-07-18,2.73037
2022-07-19,4.77815
2022-07-20,3.75426
2022-07-21,3.07167
2022-07-22,2.73037
2022-07-23,3.75426
2022-07-24,3.75426
2022-07-25,2.73037
2022-07-26,5.11945
2022-07-27,3.41296
2022-07-28,3.75426
2022-07-29,3.41296
2022-07-31,3.75426
2022-08-01,4.09556
2022-08-02,2.73037
2022-08-03,5.80204
2022-08-04,2.38907
2022-08-05,4.43686
2022-08-06,1.70648
2022-08-07,2.38907
2022-08-08,2.73037
2022-08-09,6.48464
2022-08-10,2.73037
2022-08-11,7.84982
2022-08-12,3.75426
2022-08-13,3.75426
2022-08-16,7.84982
2022-08-17,7.50853
2022-08-18,7.84982
2022-08-19,3.41296
2022-08-21,2.38907
2022-08-22,6.48464
2022-08-23,9.55631
2022-08-24,4.43686
2022-08-25,5.11945
2022-08-26,5.46075
2022-08-27,4.43686
2022-08-28,4.09556
2022-08-29,2.73037
2022-08-30,2.73037
2022-08-31,3.07167
2022-09-01,4.77815
2022-09-02,3.41296
2022-09-04,1.70648
2022-09-05,5.46075
2022-09-06,2.04778
2022-09-07,5.80204
2022-09-08,1.70648
2022-09-09,2.38907
2022-09-10,1.70648
2022-09-11,2.73037
2022-09-12,3.41296
2022-09-13,4.43686
2022-09-14,5.80204
2022-09-15,4.43686
2022-09-16,2.38907
2022-09-19,3.41296
2022-09-20,5.80204
2022-09-21,3.41296
2022-09-22,3.07167
2022-09-23,2.73037
2022-09-24,2.73037
2022-09-26,2.38907
2022-09-27,3.07167
2022-09-28,2.04778
2022-09-29,3.07167
2022-09-30,4.43686
2022-10-01,5.80204
2022-10-02,4.09556
2022-10-04,9.55631
2022-10-05,4.43686
2022-10-06,9.89761
2022-10-07,5.80204
2022-10-08,2.04778
2022-10-09,4.43686
2022-10-10,3.75426
2022-10-11,7.84982
2022-10-12,7.50853
2022-10-13,11.26279
2022-10-14,6.14334
2022-10-15,8.53242
2022-10-16,6.14334
2022-10-17,13.31058
2022-10-18,16.04095
2022-10-19,15.69965
2022-10-20,16.04095
2022-10-21,10.9215
2022-10-22,7.50853
2022-10-23,4.77815
2022-10-24,14.33447
2022-10-25,15.35836
2022-10-26,11.94539
2022-10-27,16.38225
2022-10-28,13.99317
2022-10-29,4.09556
2022-10-30,7.84982
2022-10-31,8.87372
2022-11-01,18.77133
2022-11-02,25.93856
2022-11-03,14.33447
2022-11-04,20.81911
2022-11-05,8.19112
2022-11-06,7.50853
2022-11-07,12.28668
2022-11-08,21.1604
2022-11-09,10.2389
2022-11-10,13.65187
2022-11-11,13.65187
2022-11-12,8.53242
2022-11-13,6.48464
2022-11-14,19.45392
2022-11-15,26.27986
2022-11-16,27.64505
2022-11-17,20.47781
2022-11-18,18.77133
2022-11-19,12.28668
2022-11-20,12.96928
2022-11-21,23.89078
2022-11-22,21.5017
2022-11-23,20.13651
2022-11-24,19.45392
2022-11-25,13.99317
2022-11-26,12.62798
2022-11-27,11.60409
2022-11-28,18.77133
2022-11-29,21.843
2022-11-30,17.06484
2022-12-01,16.38225
2022-12-02,17.40614
2022-12-03,5.80204
2022-12-04,10.2389
2022-12-05,16.38225
2022-12-06,19.11262
2022-12-07,23.54948
2022-12-08,20.13651
2022-12-09,19.11262
2022-12-10,9.55631
2022-12-11,11.26279
2022-12-12,17.74744
2022-12-13,19.79522
2022-12-14,18.08873
2022-12-15,19.11262
2022-12-16,21.5017
2022-12-17,10.9215
2022-12-18,10.2389
2022-12-19,19.79522
2022-12-20,20.47781
2022-12-21,18.77133
2022-12-22,22.86689
2022-12-23,33.44709
2022-12-24,20.47781
2022-12-25,18.77133
2022-12-26,33.1058
2022-12-27,40.95563
2022-12-28,31.39931
2022-12-29,32.4232
2022-12-30,27.98634
2022-12-31,11.26279
2023-01-01,7.16723
2023-01-02,18.08873
2023-01-03,17.40614
2023-01-04,16.38225
2023-01-05,24.23208
2023-01-06,14.33447
2023-01-07,11.60409
2023-01-08,12.96928
2023-01-09,19.79522
2023-01-10,14.67576
2023-01-11,9.89761
2023-01-12,14.67576
2023-01-13,15.01706
2023-01-14,7.50853
2023-01-15,9.55631
2023-01-16,10.9215
2023-01-17,10.5802
2023-01-18,18.43003
2023-01-19,9.89761
2023-01-20,8.87372
2023-01-21,7.84982
2023-01-22,8.53242
2023-01-23,3.75426
2023-01-24,7.50853
2023-01-25,21.843
2023-01-26,15.69965
2023-01-27,13.99317
2023-01-28,4.77815
2023-01-29,8.53242
2023-01-30,13.65187
2023-01-31,13.31058
2023-02-01,12.28668
2023-02-02,12.96928
2023-02-03,10.9215
2023-02-04,7.50853
2023-02-05,6.48464
2023-02-06,10.9215
2023-02-07,9.21501
2023-02-08,12.28668
2023-02-09,8.87372
2023-02-10,9.21501
2023-02-11,5.46075
2023-02-12,7.50853
2023-02-13,13.31058
2023-02-14,8.87372
2023-02-15,4.43686
2023-02-16,8.87372
2023-02-17,5.11945
2023-02-18,5.80204
2023-02-19,7.84982
2023-02-20,11.94539
2023-02-21,13.65187
2023-02-22,8.19112
2023-02-23,7.50853
2023-02-24,9.21501
2023-02-25,5.80204
2023-02-26,10.9215
2023-02-27,9.21501
2023-02-28,12.28668
2023-03-01,9.55631
2023-03-02,9.89761
2023-03-03,11.94539
2023-03-04,8.53242
2023-03-05,6.14334
2023-03-06,7.50853
2023-03-07,13.31058
2023-03-08,9.55631
2023-03-09,8.53242
2023-03-10,3.07167
2023-03-11,2.73037
2023-03-12,4.09556
2023-03-13,6.82593
2023-03-14,8.53242
2023-03-15,11.60409
2023-03-16,21.843
2023-03-17,9.55631
2023-03-18,4.43686
2023-03-19,5.11945
2023-03-20,8.53242
2023-03-21,8.19112
2023-03-22,9.55631
2023-03-23,9.21501
2023-03-24,5.80204
2023-03-25,3.07167
2023-03-26,4.77815
2023-03-27,10.5802
2023-03-28,6.82593
2023-03-29,6.14334
2023-03-30,5.80204
2023-03-31,10.9215
2023-04-01,1.70648
2023-04-02,4.77815
2023-04-03,9.21501
2023-04-04,4.09556
2023-04-05,8.19112
2023-04-06,12.28668
2023-04-07,6.48464
2023-04-08,4.09556
2023-04-09,3.07167
2023-04-10,8.87372
2023-04-11,10.9215
2023-04-12,9.21501
2023-04-13,8.87372
2023-04-14,8.87372
2023-04-15,5.11945
2023-04-16,5.46075
2023-04-17,7.50853
2023-04-18,8.19112
2023-04-19,10.2389
2023-04-20,11.60409
2023-04-21,9.89761
2023-04-22,4.43686
2023-04-23,4.77815
2023-04-24,11.60409
2023-04-25,11.94539
2023-04-26,8.87372
2023-04-27,9.89761
2023-04-28,8.19112
2023-04-30,2.73037
2023-05-01,5.46075
2023-05-02,8.19112
2023-05-03,9.21501
2023-05-04,8.53242
2023-05-05,4.43686
2023-05-06,6.48464
2023-05-07,8.19112
2023-05-08,16.72354
2023-05-09,16.04095
2023-05-10,15.01706
2023-05-11,9.55631
2023-05-12,9.55631
2023-05-13,7.84982
2023-05-14,6.48464
2023-05-15,9.89761
2023-05-16,15.69965
2023-05-17,3.75426
2023-05-18,6.14334
2023-05-19,11.26279
2023-05-20,2.38907
2023-05-21,3.41296
2023-05-22,6.48464
2023-05-23,8.87372
2023-05-24,6.82593
2023-05-25,7.84982
2023-05-26,7.16723
2023-05-27,2.73037
2023-05-28,6.14334
2023-05-29,8.53242
2023-05-30,12.28668
2023-05-31,9.55631
2023-06-01,11.60409
2023-06-02,9.89761
2023-06-03,6.14334
2023-06-04,4.09556
2023-06-05,13.99317
2023-06-06,5.80204
2023-06-07,8.19112
2023-06-08,9.89761
2023-06-09,6.82593
2023-06-10,5.80204
2023-06-11,4.09556
2023-06-12,11.94539
2023-06-13,12.28668
2023-06-14,11.60409
2023-06-15,13.65187
2023-06-16,7.84982
2023-06-17,5.46075
2023-06-18,7.84982
2023-06-19,9.21501
2023-06-20,10.2389
2023-06-21,5.11945
2023-06-22,8.87372
2023-06-23,8.87372
2023-06-24,5.11945
2023-06-25,5.46075
2023-06-26,12.62798
2023-06-27,11.26279
2023-06-28,8.87372
2023-06-29,8.87372
2023-06-30,8.87372
2023-07-01,5.46075
2023-07-02,4.09556
2023-07-03,10.2389
2023-07-04,9.55631
2023-07-05,15.69965
2023-07-06,7.84982
2023-07-07,13.65187
2023-07-08,4.43686
2023-07-09,7.16723
2023-07-10,15.01706
2023-07-11,11.60409
2023-07-12,11.60409
2023-07-13,10.2389
2023-07-14,12.96928
2023-07-15,4.43686
2023-07-16,6.14334
2023-07-17,12.28668
2023-07-18,15.69965
2023-07-19,11.94539
2023-07-20,13.31058
2023-07-21,12.62798
2023-07-22,2.73037
2023-07-23,3.07167
2023-07-24,9.55631
2023-07-25,10.2389
2023-07-26,12.28668
2023-07-27,13.99317
2023-07-28,10.2389
2023-07-29,7.50853
2023-07-30,4.77815
2023-07-31,10.9215
2023-08-01,14.33447
2023-08-02,15.69965
2023-08-03,7.50853
2023-08-04,7.84982
2023-08-05,6.14334
2023-08-06,5.11945
2023-08-07,5.11945
2023-08-08,15.01706
2023-08-09,11.26279
2023-08-10,11.94539
2023-08-11,8.19112
2023-08-12,4.77815
2023-08-13,7.16723
2023-08-14,11.94539
2023-08-15,6.14334
2023-08-16,10.5802
2023-08-17,17.40614
2023-08-18,12.96928
2023-08-19,6.48464
2023-08-20,4.09556
2023-08-21,10.9215
2023-08-22,12.28668
2023-08-23,12.96928
2023-08-24,9.89761
2023-08-25,12.96928
2023-08-26,6.48464
2023-08-27,9.89761
2023-08-28,17.06484
2023-08-29,11.60409
2023-08-30,17.74744
2023-08-31,9.21501
2023-09-01,11.60409
2023-09-02,5.80204
2023-09-03,7.50853
2023-09-04,12.28668
2023-09-05,12.62798
2023-09-06,9.89761
2023-09-07,8.87372
2023-09-08,9.55631
2023-09-09,9.55631
2023-09-10,6.14334
2023-09-11,12.62798
2023-09-12,17.74744
2023-09-13,12.28668
2023-09-14,13.99317
2023-09-15,10.9215
2023-09-16,11.94539
2023-09-17,5.80204
2023-09-18,12.96928
2023-09-19,13.99317
2023-09-20,9.89761
2023-09-21,9.21501
2023-09-22,11.26279
2023-09-23,4.43686
2023-09-24,9.55631
2023-09-25,15.35836
2023-09-26,13.31058
2023-09-27,8.19112
2023-09-28,6.48464
2023-09-29,6.14334
2023-09-30,5.11945
2023-10-01,8.19112
2023-10-02,6.48464
2023-10-03,9.55631
2023-10-04,17.06484
2023-10-05,15.35836
2023-10-06,9.55631
2023-10-07,6.14334
2023-10-08,8.53242
2023-10-09,10.5802
2023-10-10,13.31058
2023-10-11,12.62798
2023-10-12,15.35836
2023-10-13,12.62798
2023-10-14,9.21501
2023-10-15,5.11945
2023-10-16,13.31058
2023-10-17,20.47781
2023-10-18,16.04095
2023-10-19,14.33447
2023-10-20,19.11262
2023-10-21,8.53242
2023-10-22,9.21501
2023-10-23,19.45392
2023-10-24,17.74744
2023-10-25,17.40614
2023-10-26,14.33447
2023-10-27,15.69965
2023-10-28,7.16723
2023-10-29,9.21501
2023-10-30,21.1604
2023-10-31,17.06484
2023-11-01,14.67576
2023-11-02,15.01706
2023-11-03,16.38225
2023-11-04,9.21501
2023-11-05,7.16723
2023-11-06,15.01706
2023-11-07,15.01706
2023-11-08,15.69965
2023-11-09,13.99317
2023-11-10,9.21501
2023-11-11,9.89761
2023-11-12,12.62798
2023-11-13,12.62798
2023-11-14,16.72354
2023-11-15,15.35836
2023-11-16,14.33447
2023-11-17,9.21501
2023-11-18,5.46075
2023-11-19,12.28668
2023-11-20,21.843
2023-11-21,17.40614
2023-11-22,15.01706
2023-11-23,15.35836
2023-11-24,20.47781
2023-11-25,10.5802
2023-11-26,9.55631
2023-11-27,40.95563
2023-11-28,18.43003
2023-11-29,24.57337
2023-11-30,16.38225
2023-12-01,21.1604
2023-12-02,8.87372
2023-12-03,19.45392
2023-12-04,20.47781
2023-12-05,20.81911
2023-12-06,20.13651
2023-12-07,23.20819
2023-12-08,20.13651
2023-12-09,10.5802
2023-12-10,10.9215
2023-12-11,19.45392
2023-12-12,15.35836
2023-12-13,23.89078
2023-12-14,18.43003
2023-12-15,21.843
2023-12-16,8.53242
2023-12-17,9.21501
2023-12-18,13.31058
2023-12-19,23.20819
2023-12-20,23.54948
2023-12-21,20.13651
2023-12-22,25.93856
2023-12-23,9.89761
2023-12-24,9.55631
2023-12-25,20.13651
2023-12-26,31.39931
2023-12-27,24.57337
2023-12-28,31.74061
2023-12-29,30.37542
2023-12-30,11.26279
2023-12-31,11.26279
2024-01-01,9.21501
2024-01-02,17.74744
2024-01-03,20.13651
2024-01-04,18.08873
2024-01-05,20.47781
2024-01-06,15.69965
2024-01-07,13.31058
2024-01-08,20.47781
2024-01-09,22.86689
2024-01-10,22.1843
2024-01-11,25.93856
2024-01-12,17.74744
2024-01-13,11.60409
2024-01-14,17.40614
