date,엑셀러레이터
2023-05-29,1.21202
2023-05-30,3.08816
2023-05-31,2.40743
2023-06-01,2.2248
2023-06-02,2.37423
2023-06-03,1.19541
2023-06-04,1.19541
2023-06-05,2.02556
2023-06-06,1.51087
2023-06-07,2.35762
2023-06-08,2.7561
2023-06-09,2.12518
2023-06-10,1.51087
2023-06-11,1.44446
2023-06-12,2.54026
2023-06-13,2.54026
2023-06-14,2.65648
2023-06-15,2.19159
2023-06-16,2.39083
2023-06-17,1.27843
2023-06-18,1.29503
2023-06-19,2.7727
2023-06-20,2.2414
2023-06-21,2.07537
2023-06-22,2.14178
2023-06-23,1.80972
2023-06-24,0.86335
2023-06-25,1.26182
2023-06-26,2.25801
2023-06-27,3.15457
2023-06-28,2.09198
2023-06-29,2.30782
2023-06-30,2.02556
2023-07-01,1.16221
2023-07-02,1.27843
2023-07-03,2.57346
2023-07-04,2.55686
2023-07-05,2.52365
2023-07-06,2.05877
2023-07-07,2.29121
2023-07-08,1.01278
2023-07-09,1.17881
2023-07-10,1.94255
2023-07-11,2.57346
2023-07-12,2.65648
2023-07-13,2.54026
2023-07-14,2.14178
2023-07-15,1.26182
2023-07-16,1.16221
2023-07-17,2.54026
2023-07-18,2.10858
2023-07-19,2.14178
2023-07-20,2.35762
2023-07-21,1.94255
2023-07-22,0.97957
2023-07-23,1.16221
2023-07-24,2.39083
2023-07-25,2.67308
2023-07-26,2.29121
2023-07-27,2.10858
2023-07-28,1.94255
2023-07-29,1.1124
2023-07-30,1.32824
2023-07-31,1.77652
2023-08-01,1.87614
2023-08-02,2.12518
2023-08-03,2.37423
2023-08-04,1.87614
2023-08-05,0.84675
2023-08-06,1.09579
2023-08-07,2.07537
2023-08-08,2.05877
2023-08-09,2.19159
2023-08-10,1.99236
2023-08-11,1.99236
2023-08-12,1.06259
2023-08-13,1.19541
2023-08-14,1.77652
2023-08-15,1.22862
2023-08-16,2.2082
2023-08-17,2.17499
2023-08-18,1.77652
2023-08-19,1.1124
2023-08-20,0.74713
2023-08-21,1.90934
2023-08-22,2.2414
2023-08-23,2.2082
2023-08-24,1.82633
2023-08-25,2.04217
2023-08-26,0.87996
2023-08-27,0.99618
2023-08-28,2.07537
2023-08-29,2.10858
2023-08-30,1.94255
2023-08-31,1.80972
2023-09-01,1.6603
2023-09-02,1.01278
2023-09-03,1.19541
2023-09-04,2.60667
2023-09-05,2.44064
2023-09-06,2.42404
2023-09-07,2.32442
2023-09-08,2.15839
2023-09-09,0.96297
2023-09-10,1.17881
2023-09-11,2.42404
2023-09-12,2.29121
2023-09-13,1.97575
2023-09-14,2.63988
2023-09-15,2.34102
2023-09-16,1.57728
2023-09-17,1.129
2023-09-18,2.34102
2023-09-19,2.27461
2023-09-20,1.95915
2023-09-21,2.05877
2023-09-22,1.79312
2023-09-23,1.09579
2023-09-24,1.44446
2023-09-25,1.72671
2023-09-26,2.25801
2023-09-27,1.62709
2023-09-28,0.84675
2023-09-29,0.71392
2023-09-30,1.17881
2023-10-01,0.69732
2023-10-02,0.89656
2023-10-03,1.21202
2023-10-04,2.00896
2023-10-05,2.25801
2023-10-06,1.51087
2023-10-07,1.02938
2023-10-08,1.1124
2023-10-09,1.51087
2023-10-10,1.87614
2023-10-11,2.59007
2023-10-12,2.2082
2023-10-13,2.02556
2023-10-14,0.96297
2023-10-15,1.1124
2023-10-16,2.07537
2023-10-17,1.99236
2023-10-18,2.87232
2023-10-19,2.14178
2023-10-20,1.71011
2023-10-21,1.16221
2023-10-22,1.02938
2023-10-23,2.05877
2023-10-24,1.90934
2023-10-25,2.30782
2023-10-26,2.2414
2023-10-27,1.31163
2023-10-28,1.17881
2023-10-29,1.129
2023-10-30,2.19159
2023-10-31,2.39083
2023-11-01,2.02556
2023-11-02,2.12518
2023-11-03,1.62709
2023-11-04,0.86335
2023-11-05,1.34484
2023-11-06,2.05877
2023-11-07,2.02556
2023-11-08,2.2414
2023-11-09,1.82633
2023-11-10,1.99236
2023-11-11,1.129
2023-11-12,1.07919
2023-11-13,2.04217
2023-11-14,2.44064
2023-11-15,2.00896
2023-11-16,2.07537
2023-11-17,2.02556
2023-11-18,1.41125
2023-11-19,1.31163
2023-11-20,2.29121
2023-11-21,2.29121
2023-11-22,2.05877
2023-11-23,2.27461
2023-11-24,1.59389
2023-11-25,1.09579
2023-11-26,1.24522
2023-11-27,2.39083
2023-11-28,2.35762
2023-11-29,1.99236
2023-11-30,2.17499
2023-12-01,2.17499
2023-12-02,0.86335
2023-12-03,0.99618
2023-12-04,1.94255
2023-12-05,2.00896
2023-12-06,2.7727
2023-12-07,3.10476
2023-12-08,1.92595
2023-12-09,1.82633
2023-12-10,11.77154
2023-12-11,72.52199
2023-12-12,100.0
2023-12-13,18.94404
2023-12-14,47.25219
2023-12-15,33.25585
2023-12-16,25.08716
2023-12-17,43.66594
2023-12-18,14.51104
2023-12-19,7.57097
2023-12-20,5.27976
2023-12-21,5.08052
2023-12-22,3.53644
2023-12-23,2.2248
2023-12-24,2.25801
2023-12-25,1.90934
2023-12-26,3.93491
2023-12-27,3.75228
2023-12-28,2.39083
2023-12-29,2.7561
2023-12-30,1.82633
2023-12-31,1.32824
2024-01-01,1.59389
2024-01-02,2.7727
2024-01-03,2.47385
2024-01-04,3.17117
2024-01-05,15.67325
2024-01-06,1.74331
2024-01-07,8.10227
2024-01-08,6.98987
2024-01-09,3.00514
2024-01-10,7.42155
2024-01-11,3.25419
2024-01-12,2.25801
2024-01-13,1.94255
2024-01-14,2.52365
2024-01-15,3.40361
2024-01-16,2.73949
2024-01-17,2.80591
2024-01-18,3.13797
2024-01-19,2.2248
2024-01-20,1.51087
2024-01-21,1.54408
2024-01-22,2.57346
2024-01-23,7.08949
2024-01-24,8.23509
2024-01-25,7.13929
2024-01-26,5.37937
2024-01-27,1.87614
2024-01-28,1.57728
2024-01-29,2.50705
2024-01-30,3.17117
2024-01-31,3.3372
2024-02-01,2.7727
2024-02-02,2.30782
2024-02-03,7.03968
2024-02-04,1.61049
2024-02-05,2.25801
2024-02-06,2.67308
2024-02-07,2.7561
2024-02-08,1.87614
2024-02-09,1.02938
2024-02-10,0.83015
2024-02-11,1.41125
2024-02-12,1.24522
2024-02-13,2.54026
2024-02-14,2.37423
2024-02-15,2.83911
2024-02-16,2.65648
2024-02-17,1.61049
2024-02-18,1.61049
2024-02-19,4.78167
2024-02-20,2.83911
2024-02-21,3.17117
2024-02-22,5.09712
2024-02-23,4.4496
2024-02-24,1.129
2024-02-25,1.24522
2024-02-26,2.7561
2024-02-27,3.10476
2024-02-28,2.7893
2024-02-29,2.39083
2024-03-01,1.06259
2024-03-02,1.1456
2024-03-03,1.42785
2024-03-04,1.90934
2024-03-05,2.05877
2024-03-06,2.63988
2024-03-07,2.2248
2024-03-08,2.04217
2024-03-09,1.39465
2024-03-10,1.22862
2024-03-11,2.10858
2024-03-12,2.44064
2024-03-13,2.65648
2024-03-14,2.19159
2024-03-15,2.62327
2024-03-16,1.49427
2024-03-17,1.26182
2024-03-18,2.7727
2024-03-19,2.7561
2024-03-20,2.52365
