date,비트코인사는법
2020-07-11,0.37367
2020-07-12,0.34492
2020-07-13,0.6611
2020-07-14,0.74734
2020-07-16,0.54613
2020-07-17,0.34492
2020-07-18,0.4599
2020-07-19,0.28743
2020-07-20,0.54613
2020-07-21,0.34492
2020-07-22,0.77608
2020-07-23,0.71859
2020-07-24,0.97729
2020-07-25,0.31618
2020-07-26,0.6611
2020-07-27,2.32825
2020-07-28,1.92584
2020-07-29,1.60965
2020-07-30,0.97729
2020-07-31,1.09226
2020-08-01,1.12101
2020-08-02,2.35699
2020-08-03,1.06352
2020-08-04,1.29347
2020-08-05,0.77608
2020-08-06,1.00603
2020-08-07,1.14975
2020-08-08,0.6611
2020-08-09,0.71859
2020-08-10,0.80482
2020-08-11,0.97729
2020-08-12,1.12101
2020-08-13,1.03478
2020-08-14,0.48864
2020-08-15,0.34492
2020-08-16,0.28743
2020-08-17,0.63236
2020-08-18,0.94854
2020-08-19,0.80482
2020-08-20,0.9198
2020-08-21,0.68985
2020-08-22,0.22995
2020-08-23,0.71859
2020-08-24,0.60362
2020-08-25,0.43115
2020-08-26,0.6611
2020-08-27,0.51739
2020-08-28,0.57487
2020-08-29,0.57487
2020-08-30,0.60362
2020-08-31,0.51739
2020-09-01,0.89106
2020-09-02,0.77608
2020-09-03,0.71859
2020-09-04,0.80482
2020-09-05,1.03478
2020-09-06,0.68985
2020-09-07,0.89106
2020-09-08,0.60362
2020-09-09,1.09226
2020-09-10,1.32221
2020-09-11,0.40241
2020-09-12,0.48864
2020-09-13,0.34492
2020-09-14,0.51739
2020-09-15,0.60362
2020-09-16,0.48864
2020-09-17,0.89106
2020-09-18,0.51739
2020-09-19,0.2012
2020-09-20,0.4599
2020-09-21,0.68985
2020-09-22,0.43115
2020-09-23,0.74734
2020-09-24,0.17246
2020-09-25,0.2012
2020-09-26,0.14371
2020-09-28,0.14371
2020-09-29,0.25869
2020-09-30,0.37367
2020-10-01,0.2012
2020-10-02,0.14371
2020-10-03,0.17246
2020-10-04,0.34492
2020-10-05,0.22995
2020-10-06,0.48864
2020-10-07,0.22995
2020-10-08,0.9198
2020-10-09,0.17246
2020-10-10,0.22995
2020-10-11,0.37367
2020-10-12,0.25869
2020-10-13,0.48864
2020-10-14,0.63236
2020-10-15,0.68985
2020-10-16,1.55217
2020-10-17,0.71859
2020-10-18,0.9198
2020-10-19,0.74734
2020-10-20,0.80482
2020-10-21,0.83357
2020-10-22,2.5582
2020-10-23,1.06352
2020-10-24,0.74734
2020-10-25,0.77608
2020-10-26,0.54613
2020-10-27,0.86231
2020-10-28,1.17849
2020-10-29,1.40845
2020-10-30,0.9198
2020-10-31,0.94854
2020-11-01,0.68985
2020-11-02,0.77608
2020-11-03,0.68985
2020-11-04,0.71859
2020-11-05,0.74734
2020-11-06,2.87438
2020-11-07,1.49468
2020-11-08,0.86231
2020-11-09,1.00603
2020-11-10,1.49468
2020-11-11,2.0983
2020-11-12,1.26473
2020-11-13,1.55217
2020-11-14,1.14975
2020-11-15,1.00603
2020-11-16,1.12101
2020-11-17,2.24202
2020-11-18,10.06036
2020-11-19,5.83501
2020-11-20,5.14515
2020-11-21,8.192
2020-11-22,6.78355
2020-11-23,5.83501
2020-11-24,9.88789
2020-11-25,6.66858
2020-11-26,4.71399
2020-11-27,3.65047
2020-11-28,3.10434
2020-11-29,2.8169
2020-11-30,3.36303
2020-12-01,11.09514
2020-12-02,5.92124
2020-12-03,4.02414
2020-12-04,3.53549
2020-12-05,2.32825
2020-12-06,2.84564
2020-12-07,2.35699
2020-12-08,2.06956
2020-12-09,2.35699
2020-12-10,1.78212
2020-12-11,1.3797
2020-12-12,1.23598
2020-12-13,1.26473
2020-12-14,1.06352
2020-12-15,0.89106
2020-12-16,2.04081
2020-12-17,15.263
2020-12-18,9.83041
2020-12-19,6.98476
2020-12-20,6.66858
2020-12-21,6.95602
2020-12-22,5.20264
2020-12-23,4.94394
2020-12-24,5.54757
2020-12-25,3.67921
2020-12-26,5.14515
2020-12-27,19.34463
2020-12-28,10.69272
2020-12-29,7.61713
2020-12-30,10.83644
2020-12-31,10.17533
2021-01-01,8.4507
2021-01-02,12.38861
2021-01-03,58.52256
2021-01-04,41.21874
2021-01-05,23.34004
2021-01-06,26.3294
2021-01-07,52.40011
2021-01-08,61.94308
2021-01-09,41.73613
2021-01-10,36.2173
2021-01-11,24.77723
2021-01-12,14.74561
2021-01-13,10.0891
2021-01-14,13.19344
2021-01-15,8.56567
2021-01-16,7.9908
2021-01-17,8.82437
2021-01-18,5.31762
2021-01-19,6.00747
2021-01-20,6.58235
2021-01-21,5.49008
2021-01-22,7.96205
2021-01-23,7.2722
2021-01-24,5.6338
2021-01-25,6.00747
2021-01-26,5.05892
2021-01-27,4.74274
2021-01-28,3.39177
2021-01-29,6.49611
2021-01-30,6.66858
2021-01-31,6.23742
2021-02-01,8.192
2021-02-02,6.69732
2021-02-03,5.08766
2021-02-04,7.09974
2021-02-05,4.62776
2021-02-06,5.72003
2021-02-07,5.08766
2021-02-08,12.27364
2021-02-09,78.41333
2021-02-10,39.55159
2021-02-11,22.42023
2021-02-12,30.43978
2021-02-13,32.85426
2021-02-14,25.52457
2021-02-15,30.29606
2021-02-16,30.29606
2021-02-17,51.13538
2021-02-18,71.68726
2021-02-19,51.88272
2021-02-20,100.0
2021-02-21,60.96579
2021-02-22,63.17907
2021-02-23,34.00402
2021-02-24,20.03449
2021-02-25,15.9816
2021-02-26,10.29031
2021-02-27,11.64127
2021-02-28,8.10577
2021-03-01,9.02558
2021-03-02,7.70336
2021-03-03,7.35843
2021-03-04,8.13452
2021-03-05,7.12848
2021-03-06,5.26013
2021-03-07,6.17993
2021-03-08,7.12848
2021-03-09,11.58378
2021-03-10,16.78643
2021-03-11,10.95142
2021-03-12,17.30382
2021-03-13,20.40816
2021-03-14,33.97528
2021-03-15,37.88444
2021-03-16,20.4369
2021-03-17,15.92411
2021-03-18,19.28715
2021-03-19,16.32653
2021-03-20,20.14946
2021-03-21,18.36734
2021-03-22,18.05116
2021-03-23,13.27967
2021-03-24,11.06639
2021-03-25,11.00891
2021-03-26,8.27824
2021-03-27,6.84104
2021-03-28,8.10577
2021-03-29,10.11784
2021-03-30,9.88789
2021-03-31,13.22219
2021-04-01,24.77723
2021-04-02,38.68927
2021-04-03,31.07214
2021-04-04,19.66082
2021-04-05,28.28398
2021-04-06,32.13567
2021-04-07,23.54124
2021-04-08,17.84995
2021-04-09,15.46421
2021-04-10,14.57315
2021-04-11,16.18281
2021-04-12,17.18884
2021-04-13,13.59586
2021-04-14,20.83932
2021-04-15,16.15406
2021-04-16,20.52313
2021-04-17,16.64271
2021-04-18,15.63667
2021-04-19,15.83788
2021-04-20,23.71371
2021-04-21,21.21299
2021-04-22,15.14803
2021-04-23,20.81057
2021-04-24,17.21759
2021-04-25,11.44006
2021-04-26,9.97413
2021-04-27,10.66398
2021-04-28,9.31302
2021-04-29,6.72607
2021-04-30,6.0937
2021-05-01,6.26616
2021-05-02,5.54757
2021-05-03,7.30094
2021-05-04,7.58838
2021-05-05,8.62316
2021-05-06,9.28427
2021-05-07,8.04828
2021-05-08,6.17993
2021-05-09,6.72607
2021-05-10,8.27824
2021-05-11,6.3524
2021-05-12,6.46737
2021-05-13,6.26616
2021-05-14,4.34032
2021-05-15,4.34032
2021-05-16,4.34032
2021-05-17,7.04225
2021-05-18,4.9152
2021-05-19,8.04828
2021-05-20,11.35383
2021-05-21,6.98476
2021-05-22,7.35843
2021-05-23,5.46133
2021-05-24,9.08306
2021-05-25,9.42799
2021-05-26,7.2722
2021-05-27,4.31158
2021-05-28,5.14515
2021-05-29,7.7321
2021-05-30,6.15119
2021-05-31,5.00143
2021-06-01,4.77148
2021-06-02,4.13912
2021-06-03,2.73066
2021-06-04,2.75941
2021-06-05,2.12704
2021-06-06,2.21327
2021-06-07,2.01207
2021-06-08,3.19057
2021-06-09,3.30554
2021-06-10,3.21931
2021-06-11,2.27076
2021-06-12,2.27076
2021-06-13,2.04081
2021-06-14,2.5582
2021-06-15,2.24202
2021-06-16,1.6384
2021-06-17,1.49468
2021-06-18,1.46593
2021-06-19,1.6384
2021-06-20,1.58091
2021-06-21,2.44323
2021-06-22,3.53549
2021-06-23,4.88646
2021-06-24,2.87438
2021-06-25,1.72463
2021-06-26,1.89709
2021-06-27,1.55217
2021-06-28,1.52342
2021-06-29,3.33429
2021-06-30,3.88042
2021-07-01,1.52342
2021-07-02,1.09226
2021-07-03,1.46593
2021-07-04,1.3797
2021-07-05,0.77608
2021-07-06,1.14975
2021-07-07,0.74734
2021-07-08,0.40241
2021-07-09,0.83357
2021-07-10,0.63236
2021-07-11,0.68985
2021-07-12,1.03478
2021-07-13,0.77608
2021-07-14,1.09226
2021-07-15,1.49468
2021-07-16,1.06352
2021-07-17,1.09226
2021-07-18,1.12101
2021-07-19,0.9198
2021-07-20,2.15579
2021-07-21,1.60965
2021-07-22,2.0983
2021-07-23,1.35096
2021-07-24,1.43719
2021-07-25,1.17849
2021-07-26,3.36303
2021-07-27,2.06956
2021-07-28,1.98332
2021-07-29,1.6384
2021-07-30,2.15579
2021-07-31,1.14975
2021-08-01,1.98332
2021-08-02,1.49468
2021-08-03,1.12101
2021-08-04,1.35096
2021-08-05,1.40845
2021-08-06,1.49468
2021-08-07,2.75941
2021-08-08,3.13308
2021-08-09,2.70192
2021-08-10,2.93187
2021-08-11,3.82293
2021-08-12,4.39781
2021-08-13,3.53549
2021-08-14,4.28283
2021-08-15,3.96665
2021-08-16,3.96665
2021-08-17,2.84564
2021-08-18,2.50071
2021-08-19,2.47197
2021-08-20,2.32825
2021-08-21,2.44323
2021-08-22,2.0983
2021-08-23,2.64443
2021-08-24,2.64443
2021-08-25,2.98936
2021-08-26,2.04081
2021-08-27,1.49468
2021-08-28,1.75337
2021-08-29,1.92584
2021-08-30,2.21327
2021-08-31,2.21327
2021-09-01,3.19057
2021-09-02,2.73066
2021-09-03,2.90313
2021-09-04,2.32825
2021-09-05,2.0983
2021-09-06,2.75941
2021-09-07,3.13308
2021-09-08,3.96665
2021-09-09,1.98332
2021-09-10,1.8396
2021-09-11,1.89709
2021-09-12,1.8396
2021-09-13,1.43719
2021-09-14,2.12704
2021-09-15,3.21931
2021-09-16,1.89709
2021-09-17,1.49468
2021-09-18,1.86835
2021-09-19,0.89106
2021-09-20,1.32221
2021-09-21,2.06956
2021-09-22,2.27076
2021-09-23,1.40845
2021-09-24,1.58091
2021-09-25,1.26473
2021-09-26,1.26473
2021-09-27,1.6384
2021-09-28,1.69588
2021-09-29,1.46593
2021-09-30,1.26473
2021-10-01,1.60965
2021-10-02,1.92584
2021-10-03,1.92584
2021-10-04,2.12704
2021-10-05,3.50675
2021-10-06,2.75941
2021-10-07,4.71399
2021-10-08,2.70192
2021-10-09,2.15579
2021-10-10,1.86835
2021-10-11,2.44323
2021-10-12,3.93791
2021-10-13,2.84564
2021-10-14,2.8169
2021-10-15,3.50675
2021-10-16,5.3751
2021-10-17,3.53549
2021-10-18,4.34032
2021-10-19,4.1966
2021-10-20,4.51279
2021-10-21,9.68669
2021-10-22,5.26013
2021-10-23,2.75941
2021-10-24,2.90313
2021-10-25,3.88042
2021-10-26,4.74274
2021-10-27,3.50675
2021-10-28,3.21931
2021-10-29,3.62173
2021-10-30,2.61569
2021-10-31,3.19057
2021-11-01,3.90916
2021-11-02,3.24805
2021-11-03,3.90916
2021-11-04,3.33429
2021-11-05,3.79419
2021-11-06,2.29951
2021-11-07,1.95458
2021-11-08,3.96665
2021-11-09,6.06496
2021-11-10,5.11641
2021-11-11,4.11037
2021-11-12,4.08163
2021-11-13,2.8169
2021-11-14,3.24805
2021-11-15,3.36303
2021-11-16,5.26013
2021-11-17,5.57631
2021-11-18,4.57027
2021-11-19,4.59902
2021-11-20,3.36303
2021-11-21,2.5582
2021-11-22,3.53549
2021-11-23,3.0181
2021-11-24,3.10434
2021-11-25,4.42655
2021-11-26,3.9954
2021-11-27,3.56424
2021-11-28,3.04685
2021-11-29,7.58838
2021-11-30,12.41736
2021-12-01,4.9152
2021-12-02,2.84564
2021-12-03,2.8169
2021-12-04,7.55964
2021-12-05,8.10577
2021-12-06,6.69732
2021-12-07,5.54757
2021-12-08,3.21931
2021-12-09,3.76544
2021-12-10,3.42052
2021-12-11,3.9954
2021-12-12,3.21931
2021-12-13,3.56424
2021-12-14,3.50675
2021-12-15,2.93187
2021-12-16,2.70192
2021-12-17,2.24202
2021-12-18,1.86835
2021-12-19,1.69588
2021-12-20,1.89709
2021-12-21,2.32825
2021-12-22,2.06956
2021-12-23,2.75941
2021-12-24,2.15579
2021-12-25,1.46593
2021-12-26,2.24202
2021-12-27,2.32825
2021-12-28,1.8396
2021-12-29,2.21327
2021-12-30,2.24202
2021-12-31,2.18453
2022-01-01,2.0983
2022-01-02,2.73066
2022-01-03,2.47197
2022-01-04,2.52946
2022-01-05,2.21327
2022-01-06,3.82293
2022-01-07,4.65651
2022-01-08,2.87438
2022-01-09,3.70796
2022-01-10,3.04685
2022-01-11,3.10434
2022-01-12,3.0181
2022-01-13,2.52946
2022-01-14,2.35699
2022-01-15,2.78815
2022-01-16,7.0135
2022-01-17,2.58695
2022-01-18,1.95458
2022-01-19,2.24202
2022-01-20,1.60965
2022-01-21,2.73066
2022-01-22,5.60505
2022-01-23,7.09974
2022-01-24,5.94998
2022-01-25,4.59902
2022-01-26,4.36907
2022-01-27,3.39177
2022-01-28,2.12704
2022-01-29,3.0181
2022-01-30,4.08163
2022-01-31,2.87438
2022-02-01,2.64443
2022-02-02,2.52946
2022-02-03,2.93187
2022-02-04,2.93187
2022-02-05,3.90916
2022-02-06,3.33429
2022-02-07,4.22535
2022-02-08,4.65651
2022-02-09,2.64443
2022-02-10,2.41448
2022-02-11,1.66714
2022-02-12,1.3797
2022-02-13,1.8396
2022-02-14,1.72463
2022-02-15,1.66714
2022-02-16,1.09226
2022-02-17,1.32221
2022-02-18,1.95458
2022-02-19,2.15579
2022-02-20,2.01207
2022-02-21,2.67318
2022-02-22,1.69588
2022-02-23,1.29347
2022-02-24,1.98332
2022-02-25,1.78212
2022-02-26,0.54613
2022-02-27,1.35096
2022-02-28,1.29347
2022-03-01,2.01207
2022-03-02,1.8396
2022-03-03,1.03478
2022-03-04,1.52342
2022-03-05,1.43719
2022-03-06,1.60965
2022-03-07,1.14975
2022-03-08,1.26473
2022-03-09,0.97729
2022-03-10,0.9198
2022-03-11,0.51739
2022-03-12,0.4599
2022-03-13,0.68985
2022-03-14,0.54613
2022-03-15,0.6611
2022-03-16,1.26473
2022-03-17,1.72463
2022-03-18,1.32221
2022-03-19,1.52342
2022-03-20,0.86231
2022-03-21,1.12101
2022-03-22,1.23598
2022-03-23,1.43719
2022-03-24,1.60965
2022-03-25,1.8396
2022-03-26,1.03478
2022-03-27,0.97729
2022-03-28,2.32825
2022-03-29,1.72463
2022-03-30,1.8396
2022-03-31,2.47197
2022-04-01,1.58091
2022-04-02,1.6384
2022-04-03,0.89106
2022-04-04,0.86231
2022-04-05,1.55217
2022-04-06,1.20724
2022-04-07,1.14975
2022-04-08,1.14975
2022-04-09,0.9198
2022-04-10,1.14975
2022-04-11,1.09226
2022-04-12,1.98332
2022-04-13,1.03478
2022-04-14,1.55217
2022-04-15,1.89709
2022-04-16,0.80482
2022-04-17,0.68985
2022-04-18,0.97729
2022-04-19,0.80482
2022-04-20,0.74734
2022-04-21,0.6611
2022-04-22,0.63236
2022-04-23,0.40241
2022-04-24,0.37367
2022-04-25,0.40241
2022-04-26,0.97729
2022-04-27,0.71859
2022-04-28,0.74734
2022-04-29,0.57487
2022-04-30,0.54613
2022-05-01,0.37367
2022-05-02,0.48864
2022-05-03,0.28743
2022-05-05,0.31618
2022-05-06,0.86231
2022-05-07,0.40241
2022-05-08,0.48864
2022-05-09,0.9198
2022-05-10,1.46593
2022-05-11,1.26473
2022-05-12,2.70192
2022-05-13,3.59298
2022-05-14,1.46593
2022-05-15,1.32221
2022-05-16,1.17849
2022-05-17,1.43719
2022-05-18,1.12101
2022-05-19,0.74734
2022-05-20,1.20724
2022-05-21,0.74734
2022-05-22,0.31618
2022-05-23,0.40241
2022-05-24,0.6611
2022-05-25,0.94854
2022-05-26,0.71859
2022-05-27,0.51739
2022-05-28,1.60965
2022-05-29,1.09226
2022-05-30,0.9198
2022-05-31,1.06352
2022-06-01,1.17849
2022-06-02,0.71859
2022-06-03,0.86231
2022-06-04,0.4599
2022-06-05,0.54613
2022-06-06,0.6611
2022-06-07,0.31618
2022-06-08,0.57487
2022-06-09,0.48864
2022-06-10,0.4599
2022-06-11,0.2012
2022-06-12,0.51739
2022-06-13,1.72463
2022-06-14,2.27076
2022-06-15,2.21327
2022-06-16,1.12101
2022-06-17,0.48864
2022-06-18,0.83357
2022-06-19,1.49468
2022-06-20,1.03478
2022-06-21,0.60362
2022-06-22,1.09226
2022-06-23,1.32221
2022-06-24,1.12101
2022-06-25,0.74734
2022-06-26,0.97729
2022-06-27,0.80482
2022-06-28,0.60362
2022-06-29,0.54613
2022-06-30,0.60362
2022-07-01,0.63236
2022-07-02,0.34492
2022-07-03,0.48864
2022-07-04,0.54613
2022-07-05,0.63236
2022-07-06,0.71859
2022-07-07,0.54613
2022-07-08,0.51739
2022-07-09,0.34492
2022-07-10,0.14371
2022-07-11,0.37367
2022-07-12,0.63236
2022-07-13,0.51739
2022-07-14,0.14371
2022-07-15,0.17246
2022-07-16,0.94854
2022-07-17,0.74734
2022-07-18,0.86231
2022-07-19,0.86231
2022-07-20,1.75337
2022-07-21,0.60362
2022-07-22,0.51739
2022-07-23,0.25869
2022-07-24,0.22995
2022-07-25,0.63236
2022-07-26,0.22995
2022-07-27,0.37367
2022-07-28,0.2012
2022-07-29,0.2012
2022-07-30,0.37367
2022-08-01,0.22995
2022-08-02,0.54613
2022-08-03,0.40241
2022-08-04,0.2012
2022-08-05,0.40241
2022-08-06,0.28743
2022-08-07,0.2012
2022-08-08,0.17246
2022-08-09,0.34492
2022-08-10,0.40241
2022-08-11,0.43115
2022-08-12,0.60362
2022-08-13,0.80482
2022-08-14,0.4599
2022-08-15,0.6611
2022-08-16,0.9198
2022-08-17,0.54613
2022-08-18,0.28743
2022-08-19,0.57487
2022-08-20,1.09226
2022-08-21,1.06352
2022-08-22,1.12101
2022-08-23,1.14975
2022-08-24,1.14975
2022-08-25,0.83357
2022-08-26,0.68985
2022-08-27,0.6611
2022-08-28,0.89106
2022-08-29,1.52342
2022-08-30,1.3797
2022-08-31,0.9198
2022-09-01,0.77608
2022-09-02,0.48864
2022-09-03,0.60362
2022-09-04,0.80482
2022-09-05,0.54613
2022-09-06,0.4599
2022-09-07,0.89106
2022-09-08,0.86231
2022-09-09,0.68985
2022-09-10,0.51739
2022-09-11,0.68985
2022-09-12,1.32221
2022-09-13,1.3797
2022-09-14,1.55217
2022-09-15,0.86231
2022-09-16,1.03478
2022-09-17,0.51739
2022-09-18,0.6611
2022-09-19,1.49468
2022-09-20,0.68985
2022-09-21,0.80482
2022-09-22,0.9198
2022-09-23,1.00603
2022-09-24,0.71859
2022-09-25,0.43115
2022-09-26,0.97729
2022-09-27,1.00603
2022-09-28,0.2012
2022-09-29,1.29347
2022-09-30,0.43115
2022-10-01,0.31618
2022-10-02,0.25869
2022-10-03,0.57487
2022-10-04,0.68985
2022-10-05,0.9198
2022-10-06,0.37367
2022-10-07,0.31618
2022-10-08,0.25869
2022-10-09,0.2012
2022-10-10,0.22995
2022-10-11,0.28743
2022-10-12,0.48864
2022-10-13,0.22995
2022-10-14,0.37367
2022-10-15,0.22995
2022-10-16,0.17246
2022-10-17,0.43115
2022-10-18,0.40241
2022-10-19,0.31618
2022-10-20,0.17246
2022-10-21,0.40241
2022-10-22,0.17246
2022-10-23,0.60362
2022-10-24,0.31618
2022-10-25,0.28743
2022-10-26,0.63236
2022-10-27,0.28743
2022-10-28,0.68985
2022-10-29,0.94854
2022-10-30,0.68985
2022-10-31,0.83357
2022-11-01,1.17849
2022-11-02,0.86231
2022-11-03,0.97729
2022-11-04,0.9198
2022-11-05,1.09226
2022-11-06,0.6611
2022-11-07,0.63236
2022-11-08,0.77608
2022-11-09,1.98332
2022-11-10,2.24202
2022-11-11,1.29347
2022-11-12,1.58091
2022-11-13,1.03478
2022-11-14,1.29347
2022-11-15,0.77608
2022-11-16,0.63236
2022-11-17,0.74734
2022-11-18,0.60362
2022-11-19,0.6611
2022-11-20,0.60362
2022-11-21,0.89106
2022-11-22,0.37367
2022-11-23,0.31618
2022-11-24,0.51739
2022-11-25,0.2012
2022-11-26,0.40241
2022-11-27,0.34492
2022-11-28,0.22995
2022-11-30,0.14371
2022-12-01,0.22995
2022-12-04,0.51739
2022-12-05,0.22995
2022-12-06,0.31618
2022-12-07,0.37367
2022-12-08,0.4599
2022-12-09,0.17246
2022-12-10,0.14371
2022-12-11,0.43115
2022-12-12,0.43115
2022-12-13,0.31618
2022-12-14,0.37367
2022-12-16,0.14371
2022-12-17,0.14371
2022-12-18,0.14371
2022-12-19,0.31618
2022-12-20,0.25869
2022-12-21,0.2012
2022-12-22,0.22995
2022-12-23,0.17246
2022-12-25,0.17246
2022-12-26,0.25869
2022-12-27,0.25869
2022-12-28,0.28743
2022-12-29,0.37367
2022-12-31,0.28743
2023-01-01,0.48864
2023-01-02,0.54613
2023-01-03,0.57487
2023-01-04,0.68985
2023-01-05,0.48864
2023-01-06,0.34492
2023-01-07,0.6611
2023-01-08,0.37367
2023-01-09,0.51739
2023-01-10,0.34492
2023-01-11,0.83357
2023-01-12,0.48864
2023-01-13,0.97729
2023-01-14,1.98332
2023-01-15,1.43719
2023-01-16,1.03478
2023-01-17,1.06352
2023-01-18,0.57487
2023-01-19,0.4599
2023-01-20,0.22995
2023-01-21,0.68985
2023-01-22,0.2012
2023-01-23,0.57487
2023-01-24,0.51739
2023-01-25,0.60362
2023-01-26,0.34492
2023-01-27,0.34492
2023-01-28,0.28743
2023-01-29,0.28743
2023-01-30,0.22995
2023-01-31,0.31618
2023-02-01,0.2012
2023-02-02,0.83357
2023-02-03,0.74734
2023-02-04,0.37367
2023-02-05,0.51739
2023-02-06,0.57487
2023-02-07,0.40241
2023-02-08,0.28743
2023-02-09,0.37367
2023-02-10,0.31618
2023-02-11,0.37367
2023-02-12,0.4599
2023-02-13,0.14371
2023-02-14,0.4599
2023-02-16,1.00603
2023-02-17,0.60362
2023-02-18,1.06352
2023-02-19,0.89106
2023-02-20,0.97729
2023-02-21,0.86231
2023-02-22,1.32221
2023-02-23,0.83357
2023-02-24,0.37367
2023-02-25,0.40241
2023-02-26,0.68985
2023-02-27,0.54613
2023-02-28,0.31618
2023-03-01,0.31618
2023-03-02,0.51739
2023-03-03,0.74734
2023-03-04,0.48864
2023-03-05,0.37367
2023-03-06,0.37367
2023-03-07,0.31618
2023-03-08,0.25869
2023-03-09,0.6611
2023-03-10,0.60362
2023-03-11,0.63236
2023-03-12,0.51739
2023-03-13,0.51739
2023-03-14,1.35096
2023-03-15,1.26473
2023-03-16,0.89106
2023-03-17,1.23598
2023-03-18,1.09226
2023-03-19,1.03478
2023-03-20,1.78212
2023-03-21,1.66714
2023-03-22,0.97729
2023-03-23,0.63236
2023-03-24,0.34492
2023-03-25,0.37367
2023-03-26,0.22995
2023-03-27,0.4599
2023-03-28,0.40241
2023-03-29,0.43115
2023-03-30,0.54613
2023-03-31,0.68985
2023-04-01,0.31618
2023-04-02,0.25869
2023-04-03,0.25869
2023-04-04,0.28743
2023-04-05,0.37367
2023-04-06,0.4599
2023-04-07,0.57487
2023-04-09,0.2012
2023-04-11,0.71859
2023-04-12,0.80482
2023-04-13,0.86231
2023-04-14,0.40241
2023-04-15,0.37367
2023-04-16,0.37367
2023-04-17,0.51739
2023-04-18,0.37367
2023-04-19,0.9198
2023-04-20,0.43115
2023-04-21,0.2012
2023-04-22,0.40241
2023-04-23,0.4599
2023-04-24,0.80482
2023-04-25,1.12101
2023-04-26,0.86231
2023-04-27,0.86231
2023-04-28,0.48864
2023-04-29,0.4599
2023-04-30,0.31618
2023-05-01,1.06352
2023-05-02,0.60362
2023-05-03,0.60362
2023-05-04,0.54613
2023-05-05,0.60362
2023-05-06,0.63236
2023-05-07,0.6611
2023-05-08,0.63236
2023-05-09,0.6611
2023-05-10,1.12101
2023-05-11,0.83357
2023-05-12,1.75337
2023-05-13,2.01207
2023-05-14,1.6384
2023-05-15,1.69588
2023-05-16,1.86835
2023-05-17,2.06956
2023-05-18,1.46593
2023-05-19,1.72463
2023-05-20,1.43719
2023-05-21,0.94854
2023-05-22,1.58091
2023-05-23,1.43719
2023-05-24,1.46593
2023-05-25,0.77608
2023-05-26,0.6611
2023-05-27,0.63236
2023-05-28,0.51739
2023-05-29,0.74734
2023-05-30,0.68985
2023-05-31,0.60362
2023-06-01,0.40241
2023-06-02,0.43115
2023-06-03,0.34492
2023-06-04,0.74734
2023-06-05,0.37367
2023-06-06,0.63236
2023-06-07,0.83357
2023-06-08,0.43115
2023-06-09,0.57487
2023-06-10,1.43719
