date,국세
2020-08-08,3.92906
2020-08-09,1.5299
2020-08-10,4.69401
2020-08-11,4.41585
2020-08-12,4.29995
2020-08-13,3.89429
2020-08-14,3.21047
2020-08-15,1.19378
2020-08-16,1.11265
2020-08-17,1.9935
2020-08-18,3.87111
2020-08-19,8.50718
2020-08-20,5.95734
2020-08-21,3.96383
2020-08-22,1.83124
2020-08-23,1.62262
2020-08-24,5.71395
2020-08-25,4.42744
2020-08-26,4.20723
2020-08-27,4.05656
2020-08-28,3.97542
2020-08-29,1.35605
2020-08-30,1.62262
2020-08-31,5.89939
2020-09-01,4.23041
2020-09-02,3.59295
2020-09-03,3.54659
2020-09-04,3.23365
2020-09-05,1.42559
2020-09-06,1.69216
2020-09-07,4.03337
2020-09-08,4.11451
2020-09-09,3.77839
2020-09-10,4.55493
2020-09-11,3.48864
2020-09-12,1.26332
2020-09-13,1.19378
2020-09-14,3.85952
2020-09-15,3.98701
2020-09-16,3.60454
2020-09-17,3.89429
2020-09-18,3.45387
2020-09-19,1.44877
2020-09-20,1.32127
2020-09-21,3.90588
2020-09-22,3.87111
2020-09-23,4.74038
2020-09-24,4.09133
2020-09-25,3.92906
2020-09-26,1.54149
2020-09-27,1.62262
2020-09-28,4.1261
2020-09-29,3.81316
2020-09-30,1.13583
2020-10-01,0.86926
2020-10-02,1.00834
2020-10-03,1.414
2020-10-04,1.85442
2020-10-05,5.82985
2020-10-06,4.45062
2020-10-07,4.06815
2020-10-08,3.92906
2020-10-09,1.84283
2020-10-10,1.51831
2020-10-11,1.5299
2020-10-12,5.21557
2020-10-13,4.29995
2020-10-14,3.68567
2020-10-15,4.13769
2020-10-16,3.59295
2020-10-17,1.54149
2020-10-18,1.54149
2020-10-19,4.34631
2020-10-20,4.07974
2020-10-21,4.14928
2020-10-22,3.62772
2020-10-23,3.34955
2020-10-24,1.32127
2020-10-25,2.36439
2020-10-26,4.98377
2020-10-27,3.8827
2020-10-28,4.13769
2020-10-29,4.34631
2020-10-30,4.3579
2020-10-31,1.92396
2020-11-01,1.40241
2020-11-02,4.85628
2020-11-03,4.53175
2020-11-04,4.04496
2020-11-05,4.20723
2020-11-06,3.96383
2020-11-07,1.66898
2020-11-08,1.27491
2020-11-09,5.23875
2020-11-10,4.96059
2020-11-11,3.83634
2020-11-12,4.38108
2020-11-13,3.95224
2020-11-14,1.51831
2020-11-15,1.2865
2020-11-16,4.242
2020-11-17,3.96383
2020-11-18,4.41585
2020-11-19,3.37273
2020-11-20,3.70885
2020-11-21,1.58785
2020-11-22,1.61103
2020-11-23,5.08808
2020-11-24,4.41585
2020-11-25,4.65924
2020-11-26,4.61288
2020-11-27,4.17246
2020-11-28,1.39082
2020-11-29,1.61103
2020-11-30,5.96893
2020-12-01,4.52016
2020-12-02,4.1261
2020-12-03,3.7668
2020-12-04,3.77839
2020-12-05,1.81965
2020-12-06,2.09782
2020-12-07,4.11451
2020-12-08,4.21882
2020-12-09,5.36624
2020-12-10,5.59805
2020-12-11,3.74362
2020-12-12,1.83124
2020-12-13,1.80806
2020-12-14,4.80992
2020-12-15,4.11451
2020-12-16,4.1261
2020-12-17,3.58136
2020-12-18,3.46546
2020-12-19,1.19378
2020-12-20,1.39082
2020-12-21,4.17246
2020-12-22,3.80157
2020-12-23,3.60454
2020-12-24,3.54659
2020-12-25,1.48354
2020-12-26,1.27491
2020-12-27,1.39082
2020-12-28,4.55493
2020-12-29,3.90588
2020-12-30,4.45062
2020-12-31,3.7668
2021-01-01,1.49513
2021-01-02,1.55308
2021-01-03,1.44877
2021-01-04,4.41585
2021-01-05,4.65924
2021-01-06,4.48539
2021-01-07,3.84793
2021-01-08,3.72044
2021-01-09,1.83124
2021-01-10,2.07464
2021-01-11,6.05006
2021-01-12,4.8331
2021-01-13,5.00695
2021-01-14,5.04172
2021-01-15,6.91933
2021-01-16,3.38433
2021-01-17,2.52665
2021-01-18,7.45248
2021-01-19,7.42929
2021-01-20,6.51367
2021-01-21,7.08159
2021-01-22,6.16597
2021-01-23,2.80482
2021-01-24,3.04821
2021-01-25,7.42929
2021-01-26,6.17756
2021-01-27,5.71395
2021-01-28,5.50533
2021-01-29,4.74038
2021-01-30,2.50347
2021-01-31,2.42234
2021-02-01,5.37783
2021-02-02,4.96059
2021-02-03,5.22716
2021-02-04,4.52016
2021-02-05,4.25359
2021-02-06,1.65739
2021-02-07,1.51831
2021-02-08,4.90264
2021-02-09,4.80992
2021-02-10,4.48539
2021-02-11,1.19378
2021-02-12,1.07788
2021-02-13,1.04311
2021-02-14,1.69216
2021-02-15,4.67083
2021-02-16,4.62447
2021-02-17,4.19564
2021-02-18,4.29995
2021-02-19,3.61613
2021-02-20,1.55308
2021-02-21,1.43718
2021-02-22,4.17246
2021-02-23,4.10292
2021-02-24,4.49698
2021-02-25,4.7056
2021-02-26,3.50023
2021-02-27,1.26332
2021-02-28,1.1706
2021-03-01,1.88919
2021-03-02,4.45062
2021-03-03,4.25359
2021-03-04,4.32313
2021-03-05,3.36114
2021-03-06,1.20537
2021-03-07,1.34445
2021-03-08,4.29995
2021-03-09,4.13769
2021-03-10,5.49374
2021-03-11,4.3579
2021-03-12,3.40751
2021-03-13,1.56467
2021-03-14,1.26332
2021-03-15,4.28836
2021-03-16,4.10292
2021-03-17,3.95224
2021-03-18,3.47705
2021-03-19,3.43069
2021-03-20,1.97032
2021-03-21,1.61103
2021-03-22,3.54659
2021-03-23,3.535
2021-03-24,3.90588
2021-03-25,3.8827
2021-03-26,3.07139
2021-03-27,1.51831
2021-03-28,1.37923
2021-03-29,3.80157
2021-03-30,4.242
2021-03-31,4.16087
2021-04-01,3.90588
2021-04-02,2.99026
2021-04-03,1.57626
2021-04-04,1.29809
2021-04-05,3.92906
2021-04-06,4.26518
2021-04-07,3.70885
2021-04-08,4.29995
2021-04-09,3.58136
2021-04-10,1.71534
2021-04-11,1.46036
2021-04-12,4.7056
2021-04-13,3.87111
2021-04-14,3.77839
2021-04-15,3.60454
2021-04-16,3.61613
2021-04-17,1.47195
2021-04-18,2.01668
2021-04-19,4.40426
2021-04-20,4.67083
2021-04-21,4.242
2021-04-22,4.40426
2021-04-23,3.89429
2021-04-24,1.71534
2021-04-25,1.69216
2021-04-26,4.34631
2021-04-27,4.01019
2021-04-28,3.89429
2021-04-29,3.72044
2021-04-30,3.31478
2021-05-01,1.86601
2021-05-02,1.66898
2021-05-03,4.76356
2021-05-04,4.68242
2021-05-05,1.83124
2021-05-06,5.57487
2021-05-07,4.78674
2021-05-08,1.80806
2021-05-09,1.9935
2021-05-10,6.44413
2021-05-11,5.63282
2021-05-12,5.14603
2021-05-13,4.68242
2021-05-14,3.98701
2021-05-15,1.6458
2021-05-16,2.19054
2021-05-17,4.76356
2021-05-18,4.69401
2021-05-19,2.7121
2021-05-20,4.53175
2021-05-21,4.56652
2021-05-22,1.79647
2021-05-23,1.7617
2021-05-24,5.27352
2021-05-25,4.99536
2021-05-26,4.53175
2021-05-27,4.33472
2021-05-28,4.39267
2021-05-29,1.97032
2021-05-30,1.92396
2021-05-31,6.46731
2021-06-01,4.55493
2021-06-02,3.87111
2021-06-03,3.74362
2021-06-04,3.24524
2021-06-05,1.85442
2021-06-06,1.66898
2021-06-07,3.83634
2021-06-08,4.16087
2021-06-09,3.52341
2021-06-10,4.38108
2021-06-11,3.15252
2021-06-12,1.47195
2021-06-13,1.40241
2021-06-14,3.91747
2021-06-15,3.62772
2021-06-16,3.84793
2021-06-17,3.92906
2021-06-18,3.15252
2021-06-19,1.29809
2021-06-20,2.08623
2021-06-21,3.77839
2021-06-22,3.73203
2021-06-23,3.67408
2021-06-24,3.72044
2021-06-25,3.11775
2021-06-26,1.47195
2021-06-27,1.18219
2021-06-28,4.07974
2021-06-29,3.78998
2021-06-30,4.242
2021-07-01,3.70885
2021-07-02,3.14093
2021-07-03,1.43718
2021-07-04,1.34445
2021-07-05,4.3579
2021-07-06,3.97542
2021-07-07,4.04496
2021-07-08,4.91423
2021-07-09,4.242
2021-07-10,1.57626
2021-07-11,1.59944
2021-07-12,4.43903
2021-07-13,4.05656
2021-07-14,4.54334
2021-07-15,4.40426
2021-07-16,3.97542
2021-07-17,2.01668
2021-07-18,1.6458
2021-07-19,4.63606
2021-07-20,5.0649
2021-07-21,4.45062
2021-07-22,4.84469
2021-07-23,4.65924
2021-07-24,2.05146
2021-07-25,1.62262
2021-07-26,5.23875
2021-07-27,4.28836
2021-07-28,3.95224
2021-07-29,3.85952
2021-07-30,3.85952
2021-07-31,1.81965
2021-08-01,1.66898
2021-08-02,3.85952
2021-08-03,3.18729
2021-08-04,3.31478
2021-08-05,3.1757
2021-08-06,2.81641
2021-08-07,1.33286
2021-08-08,1.10106
2021-08-09,3.80157
2021-08-10,4.75197
2021-08-11,3.45387
2021-08-12,3.80157
2021-08-13,3.50023
2021-08-14,1.57626
2021-08-15,1.55308
2021-08-16,1.92396
2021-08-17,4.18405
2021-08-18,3.90588
2021-08-19,4.01019
2021-08-20,3.58136
2021-08-21,1.2865
2021-08-22,1.94714
2021-08-23,3.85952
2021-08-24,4.01019
2021-08-25,4.18405
2021-08-26,5.16921
2021-08-27,3.535
2021-08-28,1.2865
2021-08-29,1.46036
2021-08-30,4.41585
2021-08-31,5.58646
2021-09-01,4.39267
2021-09-02,3.74362
2021-09-03,2.92072
2021-09-04,1.32127
2021-09-05,1.35605
2021-09-06,3.82475
2021-09-07,3.96383
2021-09-08,3.97542
2021-09-09,4.89105
2021-09-10,4.36949
2021-09-11,1.70375
2021-09-12,1.62262
2021-09-13,4.05656
2021-09-14,7.02364
2021-09-15,6.29346
2021-09-16,4.7056
2021-09-17,2.83959
2021-09-18,1.49513
2021-09-19,0.88085
2021-09-20,1.12424
2021-09-21,1.06629
2021-09-22,1.70375
2021-09-23,4.7056
2021-09-24,4.28836
2021-09-25,2.02828
2021-09-26,1.91237
2021-09-27,4.69401
2021-09-28,4.68242
2021-09-29,5.14603
2021-09-30,5.49374
2021-10-01,4.11451
2021-10-02,1.51831
2021-10-03,1.39082
2021-10-04,2.07464
2021-10-05,4.4738
2021-10-06,4.39267
2021-10-07,4.43903
2021-10-08,3.84793
2021-10-09,1.49513
2021-10-10,1.40241
2021-10-11,2.03987
2021-10-12,4.74038
2021-10-13,4.26518
2021-10-14,3.60454
2021-10-15,3.24524
2021-10-16,1.58785
2021-10-17,1.46036
2021-10-18,3.67408
2021-10-19,3.78998
2021-10-20,4.07974
2021-10-21,3.89429
2021-10-22,3.45387
2021-10-23,1.44877
2021-10-24,1.66898
2021-10-25,4.49698
2021-10-26,4.42744
2021-10-27,3.77839
2021-10-28,3.45387
2021-10-29,3.43069
2021-10-30,2.43393
2021-10-31,1.49513
2021-11-01,3.87111
2021-11-02,3.535
2021-11-03,3.63931
2021-11-04,3.19888
2021-11-05,3.02503
2021-11-06,1.24014
2021-11-07,1.42559
2021-11-08,3.62772
2021-11-09,3.80157
2021-11-10,4.18405
2021-11-11,3.535
2021-11-12,2.67732
2021-11-13,1.59944
2021-11-14,1.11265
2021-11-15,3.63931
2021-11-16,4.16087
2021-11-17,4.01019
2021-11-18,3.80157
2021-11-19,2.67732
2021-11-20,1.61103
2021-11-21,4.31154
2021-11-22,7.29021
2021-11-23,4.80992
2021-11-24,4.1261
2021-11-25,4.27677
2021-11-26,4.39267
2021-11-27,2.03987
2021-11-28,1.71534
2021-11-29,5.26193
2021-11-30,4.87946
2021-12-01,4.68242
2021-12-02,4.67083
2021-12-03,3.72044
2021-12-04,1.91237
2021-12-05,1.70375
2021-12-06,4.28836
2021-12-07,4.72878
2021-12-08,5.03013
2021-12-09,5.07649
2021-12-10,4.06815
2021-12-11,1.83124
2021-12-12,1.62262
2021-12-13,5.00695
2021-12-14,4.949
2021-12-15,5.01854
2021-12-16,3.92906
2021-12-17,3.33796
2021-12-18,1.44877
2021-12-19,1.22855
2021-12-20,3.78998
2021-12-21,3.95224
2021-12-22,3.78998
2021-12-23,3.63931
2021-12-24,2.75846
2021-12-25,0.9388
2021-12-26,1.30968
2021-12-27,3.46546
2021-12-28,3.61613
2021-12-29,3.43069
2021-12-30,3.66249
2021-12-31,3.51182
2022-01-01,1.10106
2022-01-02,1.46036
2022-01-03,4.05656
2022-01-04,4.13769
2022-01-05,4.82151
2022-01-06,4.61288
2022-01-07,3.8827
2022-01-08,2.38757
2022-01-09,2.34121
2022-01-10,74.44367
2022-01-11,14.40658
2022-01-12,7.24385
2022-01-13,6.28187
2022-01-14,5.01854
2022-01-15,3.12934
2022-01-16,2.48029
2022-01-17,7.59156
2022-01-18,6.65275
2022-01-19,6.84979
2022-01-20,6.94251
2022-01-21,6.40936
2022-01-22,3.67408
2022-01-23,3.24524
2022-01-24,8.21743
2022-01-25,8.08993
2022-01-26,5.79508
2022-01-27,4.91423
2022-01-28,4.33472
2022-01-29,1.58785
2022-01-30,1.97032
2022-01-31,1.50672
2022-02-01,2.03987
2022-02-02,1.91237
2022-02-03,5.92257
2022-02-04,5.05331
2022-02-05,2.34121
2022-02-06,2.45711
2022-02-07,5.05331
2022-02-08,5.36624
2022-02-09,4.62447
2022-02-10,5.59805
2022-02-11,4.3579
2022-02-12,1.83124
2022-02-13,2.09782
2022-02-14,4.16087
2022-02-15,4.23041
2022-02-16,3.50023
2022-02-17,3.94065
2022-02-18,2.85118
2022-02-19,1.20537
2022-02-20,1.35605
2022-02-21,4.04496
2022-02-22,3.74362
2022-02-23,3.48864
2022-02-24,3.54659
2022-02-25,3.78998
2022-02-26,1.35605
2022-02-27,1.34445
2022-02-28,4.49698
2022-03-01,1.9935
2022-03-02,3.84793
2022-03-03,3.68567
2022-03-04,3.73203
2022-03-05,1.40241
2022-03-06,1.14742
2022-03-07,3.78998
2022-03-08,4.05656
2022-03-09,1.51831
2022-03-10,4.25359
2022-03-11,3.4191
2022-03-12,1.6458
2022-03-13,1.54149
2022-03-14,3.77839
2022-03-15,3.73203
2022-03-16,3.6509
2022-03-17,3.91747
2022-03-18,3.63931
2022-03-19,1.414
2022-03-20,1.63421
2022-03-21,3.78998
2022-03-22,3.45387
2022-03-23,3.62772
2022-03-24,2.95549
2022-03-25,3.04821
2022-03-26,1.08947
2022-03-27,1.44877
2022-03-28,3.55818
2022-03-29,3.60454
2022-03-30,3.74362
2022-03-31,4.55493
2022-04-01,3.18729
2022-04-02,1.414
2022-04-03,1.25173
2022-04-04,3.63931
2022-04-05,3.89429
2022-04-06,3.84793
2022-04-07,4.25359
2022-04-08,3.6509
2022-04-09,1.24014
2022-04-10,2.34121
2022-04-11,4.34631
2022-04-12,3.4191
2022-04-13,3.11775
2022-04-14,4.11451
2022-04-15,3.18729
2022-04-16,1.24014
2022-04-17,1.14742
2022-04-18,3.33796
2022-04-19,3.60454
2022-04-20,3.16411
2022-04-21,3.87111
2022-04-22,3.24524
2022-04-23,1.32127
2022-04-24,1.30968
2022-04-25,4.29995
2022-04-26,3.52341
2022-04-27,3.535
2022-04-28,3.82475
2022-04-29,3.535
2022-04-30,2.121
2022-05-01,1.71534
2022-05-02,4.29995
2022-05-03,4.1261
2022-05-04,4.23041
2022-05-05,1.414
2022-05-06,3.21047
2022-05-07,1.34445
2022-05-08,1.90078
2022-05-09,5.26193
2022-05-10,5.55169
2022-05-11,4.52016
2022-05-12,4.99536
2022-05-13,3.90588
2022-05-14,1.73852
2022-05-15,1.57626
2022-05-16,4.39267
2022-05-17,3.92906
2022-05-18,4.14928
2022-05-19,4.40426
2022-05-20,3.84793
2022-05-21,1.55308
2022-05-22,1.73852
2022-05-23,4.49698
2022-05-24,4.69401
2022-05-25,4.72878
2022-05-26,4.3579
2022-05-27,4.38108
2022-05-28,1.79647
2022-05-29,1.71534
2022-05-30,5.64441
2022-05-31,5.59805
2022-06-01,2.20213
2022-06-02,3.47705
2022-06-03,3.11775
2022-06-04,1.29809
2022-06-05,0.90403
2022-06-06,1.414
2022-06-07,3.77839
2022-06-08,3.91747
2022-06-09,3.77839
2022-06-10,3.19888
2022-06-11,1.9935
2022-06-12,1.27491
2022-06-13,3.50023
2022-06-14,3.45387
2022-06-15,3.31478
2022-06-16,3.6509
2022-06-17,3.07139
2022-06-18,1.04311
2022-06-19,1.37923
2022-06-20,3.60454
2022-06-21,3.85952
2022-06-22,3.68567
2022-06-23,3.30319
2022-06-24,2.81641
2022-06-25,1.29809
2022-06-26,1.24014
2022-06-27,3.98701
2022-06-28,4.01019
2022-06-29,3.58136
2022-06-30,4.31154
2022-07-01,3.24524
2022-07-02,1.19378
2022-07-03,1.35605
2022-07-04,3.2916
2022-07-05,3.7668
2022-07-06,3.66249
2022-07-07,3.40751
2022-07-08,3.33796
2022-07-09,1.12424
2022-07-10,1.43718
2022-07-11,4.40426
2022-07-12,3.70885
2022-07-13,4.46221
2022-07-14,4.57811
2022-07-15,4.23041
2022-07-16,1.71534
2022-07-17,1.98191
2022-07-18,4.89105
2022-07-19,5.12285
2022-07-20,4.8331
2022-07-21,4.62447
2022-07-22,5.15762
2022-07-23,2.121
2022-07-24,2.36439
2022-07-25,6.84979
2022-07-26,4.85628
2022-07-27,4.42744
2022-07-28,3.9986
2022-07-29,4.27677
2022-07-30,1.81965
2022-07-31,1.80806
2022-08-01,4.72878
2022-08-02,3.08298
2022-08-03,3.24524
2022-08-04,3.8827
2022-08-05,2.97867
2022-08-06,1.2865
2022-08-07,1.30968
2022-08-08,3.66249
2022-08-09,3.47705
2022-08-10,3.73203
2022-08-11,3.16411
2022-08-12,2.43393
2022-08-13,1.1706
2022-08-14,1.04311
2022-08-15,1.414
2022-08-16,3.2916
2022-08-17,3.33796
2022-08-18,3.89429
2022-08-19,2.89754
2022-08-20,1.42559
2022-08-21,1.39082
2022-08-22,3.40751
2022-08-23,3.95224
2022-08-24,3.67408
2022-08-25,3.83634
2022-08-26,3.33796
2022-08-27,1.06629
2022-08-28,1.36764
2022-08-29,3.85952
2022-08-30,3.95224
2022-08-31,5.21557
2022-09-01,4.04496
2022-09-02,3.22206
2022-09-03,1.15901
2022-09-04,1.18219
2022-09-05,3.92906
2022-09-06,2.67732
2022-09-07,3.18729
2022-09-08,2.60778
2022-09-09,1.01993
2022-09-10,0.79972
2022-09-11,0.79972
2022-09-12,1.14742
2022-09-13,4.20723
2022-09-14,3.63931
2022-09-15,3.69726
2022-09-16,3.45387
2022-09-17,1.25173
2022-09-18,1.33286
2022-09-19,4.45062
2022-09-20,4.03337
2022-09-21,3.91747
2022-09-22,3.61613
2022-09-23,3.18729
2022-09-24,1.46036
2022-09-25,2.53824
2022-09-26,3.91747
2022-09-27,4.55493
2022-09-28,4.48539
2022-09-29,5.01854
2022-09-30,4.78674
2022-10-01,1.71534
2022-10-02,1.35605
2022-10-03,1.61103
2022-10-04,4.90264
2022-10-05,3.8827
2022-10-06,3.90588
2022-10-07,3.78998
2022-10-08,1.32127
2022-10-09,1.13583
2022-10-10,1.8776
2022-10-11,4.62447
2022-10-12,3.67408
2022-10-13,3.72044
2022-10-14,3.2916
2022-10-15,1.70375
2022-10-16,1.1706
2022-10-17,3.91747
2022-10-18,3.63931
2022-10-19,3.81316
2022-10-20,3.40751
2022-10-21,3.22206
2022-10-22,1.59944
2022-10-23,1.57626
2022-10-24,4.19564
2022-10-25,5.00695
2022-10-26,3.46546
2022-10-27,3.58136
2022-10-28,3.21047
2022-10-29,3.08298
2022-10-30,1.26332
2022-10-31,4.67083
2022-11-01,3.52341
2022-11-02,3.98701
2022-11-03,4.11451
2022-11-04,3.38433
2022-11-05,1.51831
2022-11-06,1.26332
2022-11-07,3.77839
2022-11-08,3.90588
2022-11-09,4.11451
2022-11-10,4.65924
2022-11-11,2.99026
2022-11-12,1.13583
2022-11-13,1.01993
2022-11-14,3.7668
2022-11-15,3.43069
2022-11-16,3.78998
2022-11-17,2.81641
2022-11-18,2.92072
2022-11-19,1.08947
2022-11-20,1.34445
2022-11-21,4.40426
2022-11-22,3.8827
2022-11-23,3.33796
2022-11-24,4.49698
2022-11-25,3.56977
2022-11-26,1.58785
2022-11-27,1.5299
2022-11-28,4.242
2022-11-29,4.242
2022-11-30,4.98377
2022-12-01,3.97542
2022-12-02,3.45387
2022-12-03,1.34445
2022-12-04,1.32127
2022-12-05,3.95224
2022-12-06,3.68567
2022-12-07,3.90588
2022-12-08,4.16087
2022-12-09,3.18729
2022-12-10,1.50672
2022-12-11,2.09782
2022-12-12,4.64765
2022-12-13,4.52016
2022-12-14,4.19564
2022-12-15,4.29995
2022-12-16,2.97867
2022-12-17,0.97357
2022-12-18,1.22855
2022-12-19,2.73528
2022-12-20,3.34955
2022-12-21,2.93231
2022-12-22,3.10616
2022-12-23,2.92072
2022-12-24,1.50672
2022-12-25,1.06629
2022-12-26,3.68567
2022-12-27,3.31478
2022-12-28,3.03662
2022-12-29,3.23365
2022-12-30,2.65414
2022-12-31,1.24014
2023-01-01,1.59944
2023-01-02,3.8827
2023-01-03,3.32637
2023-01-04,3.55818
2023-01-05,4.21882
2023-01-06,3.09457
2023-01-07,1.49513
2023-01-08,1.84283
2023-01-09,4.60129
2023-01-10,5.64441
2023-01-11,4.43903
2023-01-12,4.25359
2023-01-13,4.68242
2023-01-14,2.3528
2023-01-15,2.54983
2023-01-16,7.23226
2023-01-17,6.5948
2023-01-18,7.04682
2023-01-19,5.93416
2023-01-20,4.50857
2023-01-21,1.83124
2023-01-22,1.5299
2023-01-23,1.65739
2023-01-24,2.5846
2023-01-25,6.94251
2023-01-26,6.88456
2023-01-27,6.68752
2023-01-28,1.97032
2023-01-29,1.9935
2023-01-30,5.87621
2023-01-31,5.70236
2023-02-01,4.19564
2023-02-02,4.48539
2023-02-03,3.73203
2023-02-04,1.39082
2023-02-05,1.24014
2023-02-06,4.31154
2023-02-07,4.3579
2023-02-08,3.83634
2023-02-09,3.8827
2023-02-10,3.58136
2023-02-11,1.22855
2023-02-12,1.6458
2023-02-13,3.36114
2023-02-14,3.25683
2023-02-15,3.98701
2023-02-16,3.45387
2023-02-17,3.22206
2023-02-18,1.1706
2023-02-19,1.27491
2023-02-20,3.63931
2023-02-21,3.43069
2023-02-22,2.9439
2023-02-23,3.14093
2023-02-24,2.9439
2023-02-25,1.15901
2023-02-26,0.90403
2023-02-27,3.30319
2023-02-28,4.11451
2023-03-01,1.92396
2023-03-02,3.82475
2023-03-03,3.6509
2023-03-04,1.15901
2023-03-05,1.30968
2023-03-06,3.70885
2023-03-07,3.70885
2023-03-08,3.59295
2023-03-09,3.40751
2023-03-10,3.59295
2023-03-11,1.25173
2023-03-12,0.96198
2023-03-13,3.24524
2023-03-14,3.55818
2023-03-15,3.60454
2023-03-16,3.84793
2023-03-17,2.77005
2023-03-18,1.37923
2023-03-19,1.18219
2023-03-20,3.38433
2023-03-21,3.45387
2023-03-22,4.42744
2023-03-23,4.1261
2023-03-24,3.23365
2023-03-25,1.10106
2023-03-26,1.07788
2023-03-27,3.78998
2023-03-28,4.14928
2023-03-29,4.29995
2023-03-30,5.73713
2023-03-31,5.04172
2023-04-01,1.6458
2023-04-02,1.92396
2023-04-03,4.69401
2023-04-04,4.06815
2023-04-05,3.84793
2023-04-06,4.06815
2023-04-07,3.54659
2023-04-08,1.49513
2023-04-09,1.24014
2023-04-10,4.57811
2023-04-11,3.85952
2023-04-12,3.44228
2023-04-13,3.74362
2023-04-14,2.828
2023-04-15,1.37923
2023-04-16,1.1706
2023-04-17,3.535
2023-04-18,3.98701
2023-04-19,3.94065
2023-04-20,4.52016
2023-04-21,3.40751
2023-04-22,1.5299
2023-04-23,1.44877
2023-04-24,4.06815
2023-04-25,4.69401
2023-04-26,3.74362
2023-04-27,3.8827
2023-04-28,3.52341
2023-04-29,1.51831
2023-04-30,1.21696
2023-05-01,3.2916
2023-05-02,4.85628
2023-05-03,4.76356
2023-05-04,4.26518
2023-05-05,1.73852
2023-05-06,1.36764
2023-05-07,1.27491
2023-05-08,4.55493
2023-05-09,4.53175
2023-05-10,5.20398
2023-05-11,4.93741
2023-05-12,4.53175
2023-05-13,1.58785
2023-05-14,1.48354
2023-05-15,4.36949
2023-05-16,4.76356
2023-05-17,4.18405
2023-05-18,4.03337
2023-05-19,4.16087
2023-05-20,1.6458
2023-05-21,1.62262
2023-05-22,4.55493
2023-05-23,4.34631
2023-05-24,4.8331
2023-05-25,4.40426
2023-05-26,3.98701
2023-05-27,1.55308
2023-05-28,1.43718
2023-05-29,2.37598
2023-05-30,5.86462
2023-05-31,6.84979
