date,삼성바이오로직스주가
2020-03-20,47.57523
2020-03-21,5.5543
2020-03-22,4.05013
2020-03-23,49.33364
2020-03-24,45.61461
2020-03-25,38.3894
2020-03-26,36.43233
2020-03-27,34.7224
2020-03-28,4.10335
2020-03-29,3.04854
2020-03-30,31.54496
2020-03-31,34.07201
2020-04-01,33.21468
2020-04-02,30.91822
2020-04-03,27.68521
2020-04-04,3.37964
2020-04-05,2.29172
2020-04-06,27.83184
2020-04-07,27.06084
2020-04-08,24.78093
2020-04-09,22.74699
2020-04-10,72.26275
2020-04-11,11.5083
2020-04-12,8.81452
2020-04-13,51.8465
2020-04-14,37.86791
2020-04-15,5.26104
2020-04-16,30.64743
2020-04-17,36.00898
2020-04-18,5.09312
2020-04-19,3.81363
2020-04-20,33.73617
2020-04-21,37.25181
2020-04-22,36.6369
2020-04-23,42.92319
2020-04-24,35.03577
2020-04-25,4.53852
2020-04-26,3.56175
2020-04-27,30.65807
2020-04-28,27.5504
2020-04-29,25.43487
2020-04-30,3.78998
2020-05-01,5.36628
2020-05-02,2.45846
2020-05-03,2.27753
2020-05-04,26.29693
2020-05-05,3.72376
2020-05-06,27.85194
2020-05-07,25.23975
2020-05-08,28.5047
2020-05-09,3.4506
2020-05-10,2.91846
2020-05-11,25.27641
2020-05-12,24.79158
2020-05-13,33.46892
2020-05-14,28.77431
2020-05-15,25.84993
2020-05-16,3.09111
2020-05-17,2.64293
2020-05-18,28.40655
2020-05-19,28.2611
2020-05-20,24.38006
2020-05-21,24.96777
2020-05-22,30.70064
2020-05-23,3.70838
2020-05-24,2.65239
2020-05-25,29.61272
2020-05-26,34.63489
2020-05-27,31.19257
2020-05-28,28.91621
2020-05-29,25.85466
2020-05-30,3.7888
2020-05-31,2.69851
2020-06-01,26.83143
2020-06-02,24.79039
2020-06-03,27.81174
2020-06-04,34.96481
2020-06-05,34.44569
2020-06-06,3.89877
2020-06-07,3.09229
2020-06-08,35.46147
2020-06-09,35.60929
2020-06-10,38.67439
2020-06-11,51.42316
2020-06-12,59.391
2020-06-13,6.79122
2020-06-14,4.59409
2020-06-15,67.82829
2020-06-16,50.41683
2020-06-17,47.036
2020-06-18,38.59043
2020-06-19,40.66339
2020-06-20,4.08088
2020-06-21,2.98823
2020-06-22,36.04328
2020-06-23,36.65819
2020-06-24,38.05356
2020-06-25,34.41849
2020-06-26,32.10666
2020-06-27,3.85502
2020-06-28,2.71388
2020-06-29,30.16141
2020-06-30,32.33016
2020-07-01,30.78696
2020-07-02,34.41612
2020-07-03,31.61828
2020-07-04,3.18453
2020-07-05,2.51167
2020-07-06,32.23674
2020-07-07,32.99
2020-07-08,32.02506
2020-07-09,31.4811
2020-07-10,27.49127
2020-07-11,2.92201
2020-07-12,2.53769
2020-07-13,29.01318
2020-07-14,27.38485
2020-07-15,27.26659
2020-07-16,25.06237
2020-07-17,25.59333
2020-07-18,2.80967
2020-07-19,2.19949
2020-07-20,24.2417
2020-07-21,26.9414
2020-07-22,30.82244
2020-07-23,28.9174
2020-07-24,24.44628
2020-07-25,3.41748
2020-07-26,2.89481
2020-07-27,26.46248
2020-07-28,27.28078
2020-07-29,25.8523
2020-07-30,24.72417
2020-07-31,21.7726
2020-08-01,2.56607
2020-08-02,2.22668
2020-08-03,24.44273
2020-08-04,23.5925
2020-08-05,35.12564
2020-08-06,33.4843
2020-08-07,27.52793
2020-08-08,3.13723
2020-08-09,2.78129
2020-08-10,27.73724
2020-08-11,49.69786
2020-08-12,51.76018
2020-08-13,38.00035
2020-08-14,32.91669
2020-08-15,3.3489
2020-08-16,2.99769
2020-08-17,6.39389
2020-08-18,35.28764
2020-08-19,30.58593
2020-08-20,33.50322
2020-08-21,31.29663
2020-08-22,3.30751
2020-08-23,2.48447
2020-08-24,29.27925
2020-08-25,27.50073
2020-08-26,26.5559
2020-08-27,25.61698
2020-08-28,24.02885
2020-08-29,2.72807
2020-08-30,2.71388
2020-08-31,27.37302
2020-09-01,31.40069
2020-09-02,29.30526
2020-09-03,27.77863
2020-09-04,25.34263
2020-09-05,3.02962
2020-09-06,2.47738
2020-09-07,25.47507
2020-09-08,24.00047
2020-09-09,24.9796
2020-09-10,23.70957
2020-09-11,20.64683
2020-09-12,2.72216
2020-09-13,2.13918
2020-09-14,21.88967
2020-09-15,22.82741
2020-09-16,22.00555
2020-09-17,21.56092
2020-09-18,20.20102
2020-09-19,2.31537
2020-09-20,1.79861
2020-09-21,20.54632
2020-09-22,27.39076
2020-09-23,24.58582
2020-09-24,25.23029
2020-09-25,22.77419
2020-09-26,2.41825
2020-09-27,2.12026
2020-09-28,20.13244
2020-09-29,16.73032
2020-09-30,2.0091
2020-10-01,1.47105
2020-10-02,1.35871
2020-10-03,1.32087
2020-10-04,1.51244
2020-10-05,18.77372
2020-10-06,21.22509
2020-10-07,20.68822
2020-10-08,19.00313
2020-10-09,2.51995
2020-10-10,1.49943
2020-10-11,1.34925
2020-10-12,17.76976
2020-10-13,17.1312
2020-10-14,16.41459
2020-10-15,17.27665
2020-10-16,17.35942
2020-10-17,1.9819
2020-10-18,1.47933
2020-10-19,17.39253
2020-10-20,17.75675
2020-10-21,17.54508
2020-10-22,19.97753
2020-10-23,21.35398
2020-10-24,2.46555
2020-10-25,3.49198
2020-10-26,25.68201
2020-10-27,21.94761
2020-10-28,19.16986
2020-10-29,33.51859
2020-10-30,28.11801
2020-10-31,2.86406
2020-11-01,2.25743
2020-11-02,22.68669
2020-11-03,23.04144
2020-11-04,28.7684
2020-11-05,36.69721
2020-11-06,29.87051
2020-11-07,3.16206
2020-11-08,2.90663
2020-11-09,31.0956
2020-11-10,29.87287
2020-11-11,28.08254
2020-11-12,23.7415
2020-11-13,23.42576
2020-11-14,2.74463
2020-11-15,2.03748
2020-11-16,24.36823
2020-11-17,32.69082
2020-11-18,51.50712
2020-11-19,37.87382
2020-11-20,28.04351
2020-11-21,3.43404
2020-11-22,3.2543
2020-11-23,31.22923
2020-11-24,30.31987
2020-11-25,33.33175
2020-11-26,27.35055
2020-11-27,24.69816
2020-11-28,3.01897
2020-11-29,2.66777
2020-11-30,24.85307
2020-12-01,24.25353
2020-12-02,26.2177
2020-12-03,27.5575
2020-12-04,31.64902
2020-12-05,4.05486
2020-12-06,3.3288
2020-12-07,41.00277
2020-12-08,38.04765
2020-12-09,33.04676
2020-12-10,29.45663
2020-12-11,26.12664
2020-12-12,3.0781
2020-12-13,2.48566
2020-12-14,24.57281
2020-12-15,23.94134
2020-12-16,25.72222
2020-12-17,21.53727
2020-12-18,20.82303
2020-12-19,3.20581
2020-12-20,2.14036
2020-12-21,25.96227
2020-12-22,24.00165
2020-12-23,24.65322
2020-12-24,24.01821
2020-12-25,3.65044
2020-12-26,2.73162
2020-12-27,3.05563
2020-12-28,26.19759
2020-12-29,30.59303
2020-12-30,31.30373
2020-12-31,6.66942
2021-01-01,3.32761
2021-01-02,2.73517
2021-01-03,2.6855
2021-01-04,31.07905
2021-01-05,28.98953
2021-01-06,27.99976
2021-01-07,29.23313
2021-01-08,35.40826
2021-01-09,4.95476
2021-01-10,4.08797
2021-01-11,42.69496
2021-01-12,34.79808
2021-01-13,32.95807
2021-01-14,31.77437
2021-01-15,28.31431
2021-01-16,3.58186
2021-01-17,2.54597
2021-01-18,32.57021
2021-01-19,32.01087
2021-01-20,26.72618
2021-01-21,25.74587
2021-01-22,24.59409
2021-01-23,3.00005
2021-01-24,2.41825
2021-01-25,25.15934
2021-01-26,33.01957
2021-01-27,38.05948
2021-01-28,30.7645
2021-01-29,29.24022
2021-01-30,3.39738
2021-01-31,2.43717
2021-02-01,29.04274
2021-02-02,25.89605
2021-02-03,23.85738
2021-02-04,20.85378
2021-02-05,20.05676
2021-02-06,2.38751
2021-02-07,1.92987
2021-02-08,20.16555
2021-02-09,18.91089
2021-02-10,17.09336
2021-02-11,1.94051
2021-02-12,1.93342
2021-02-13,1.70637
2021-02-14,1.84473
2021-02-15,19.53053
2021-02-16,18.49937
2021-02-17,19.15804
2021-02-18,18.33855
2021-02-19,17.62904
2021-02-20,2.19594
2021-02-21,1.68509
2021-02-22,17.5841
2021-02-23,19.6346
2021-02-24,21.09028
2021-02-25,21.54792
2021-02-26,18.29835
2021-02-27,2.08715
2021-02-28,1.63661
2021-03-01,2.12026
2021-03-02,17.82652
2021-03-03,16.38975
2021-03-04,15.2368
2021-03-05,17.27665
2021-03-06,2.38869
2021-03-07,3.43759
2021-03-08,20.20457
2021-03-09,20.49074
2021-03-10,19.02796
2021-03-11,21.05244
2021-03-12,22.41589
2021-03-13,2.91018
2021-03-14,2.22905
2021-03-15,17.95305
2021-03-16,17.87618
2021-03-17,16.73387
2021-03-18,18.23212
2021-03-19,16.97274
2021-03-20,2.60509
2021-03-21,1.98072
2021-03-22,16.95263
2021-03-23,16.10595
2021-03-24,14.96127
2021-03-25,14.53083
2021-03-26,14.80517
2021-03-27,1.95943
2021-03-28,1.54437
2021-03-29,17.59474
2021-03-30,15.84461
2021-03-31,15.01212
2021-04-01,14.32389
2021-04-02,13.79412
2021-04-03,1.94524
2021-04-04,1.4545
2021-04-05,14.80281
2021-04-06,14.77679
2021-04-07,16.68065
2021-04-08,15.55371
2021-04-09,14.46106
2021-04-10,1.65907
2021-04-11,1.27475
2021-04-12,16.15088
2021-04-13,17.32986
2021-04-14,18.37876
2021-04-15,20.38195
2021-04-16,22.47265
2021-04-17,4.39661
2021-04-18,2.64411
2021-04-19,31.48702
2021-04-20,23.60905
2021-04-21,21.04416
2021-04-22,21.02524
2021-04-23,19.21362
2021-04-24,2.53178
2021-04-25,1.99136
2021-04-26,19.07645
2021-04-27,16.60734
2021-04-28,16.1225
2021-04-29,17.49305
2021-04-30,15.886
2021-05-01,2.41116
2021-05-02,1.93815
2021-05-03,19.44894
2021-05-04,18.90971
2021-05-05,2.5164
2021-05-06,18.21439
2021-05-07,20.9874
2021-05-08,2.26216
2021-05-09,1.79625
2021-05-10,19.80843
2021-05-11,17.49187
2021-05-12,51.27062
2021-05-13,43.96617
2021-05-14,67.89688
2021-05-15,17.35115
2021-05-16,9.12079
2021-05-17,53.29628
2021-05-18,46.67533
2021-05-19,7.15662
2021-05-20,39.72565
2021-05-21,35.31248
2021-05-22,12.3207
2021-05-23,48.8902
2021-05-24,100.0
2021-05-25,54.15006
2021-05-26,40.19156
2021-05-27,38.10914
2021-05-28,33.75509
2021-05-29,4.15065
2021-05-30,3.09347
2021-05-31,32.57612
2021-06-01,34.31443
2021-06-02,28.44557
2021-06-03,27.93235
2021-06-04,24.84834
2021-06-05,3.06273
2021-06-06,3.03198
2021-06-07,29.04866
2021-06-08,32.50517
2021-06-09,25.11795
2021-06-10,25.96346
2021-06-11,23.87394
2021-06-12,2.65831
2021-06-13,2.45728
2021-06-14,23.34062
2021-06-15,21.18725
2021-06-16,21.00632
2021-06-17,19.91012
2021-06-18,19.39691
2021-06-19,2.23023
2021-06-20,1.74185
2021-06-21,20.50257
2021-06-22,19.58493
2021-06-23,22.73044
2021-06-24,22.13208
2021-06-25,20.16082
2021-06-26,2.50576
2021-06-27,1.94288
2021-06-28,17.71654
2021-06-29,17.37716
2021-06-30,17.14184
2021-07-01,18.81511
2021-07-02,17.07207
2021-07-03,1.95589
2021-07-04,1.77969
2021-07-05,20.18092
2021-07-06,18.54549
2021-07-07,17.35469
2021-07-08,21.19316
2021-07-09,20.58416
2021-07-10,2.23969
2021-07-11,1.82699
2021-07-12,19.00431
2021-07-13,19.03269
2021-07-14,16.78945
2021-07-15,19.38627
2021-07-16,26.76994
2021-07-17,3.0107
2021-07-18,2.3674
2021-07-19,27.72541
2021-07-20,25.25512
2021-07-21,22.1309
2021-07-22,21.74895
2021-07-23,20.38195
2021-07-24,2.76473
2021-07-25,2.21013
2021-07-26,22.60036
2021-07-27,22.82859
2021-07-28,22.13208
2021-07-29,20.51912
2021-07-30,18.68976
2021-07-31,2.00082
2021-08-01,2.58617
2021-08-02,21.66853
2021-08-03,20.68349
2021-08-04,20.83249
2021-08-05,28.96943
2021-08-06,30.56228
2021-08-07,3.20108
2021-08-08,2.55188
2021-08-09,24.08088
2021-08-10,46.29811
2021-08-11,42.13681
2021-08-12,36.45361
2021-08-13,36.81428
2021-08-14,6.05214
2021-08-15,4.71471
2021-08-16,7.16726
2021-08-17,57.56755
2021-08-18,50.05025
2021-08-19,43.34772
2021-08-20,40.24005
2021-08-21,4.88026
2021-08-22,3.63862
2021-08-23,39.24436
2021-08-24,47.95364
2021-08-25,47.82475
2021-08-26,36.85803
2021-08-27,30.68408
2021-08-28,3.55702
2021-08-29,2.7801
2021-08-30,29.83622
2021-08-31,30.43812
2021-09-01,29.70023
2021-09-02,25.34618
2021-09-03,25.507
2021-09-04,3.14314
2021-09-05,2.05167
2021-09-06,23.26257
2021-09-07,20.42807
2021-09-08,20.83722
2021-09-09,21.82108
2021-09-10,20.30036
2021-09-11,2.04103
2021-09-12,1.80571
2021-09-13,19.79069
2021-09-14,19.48796
2021-09-15,20.13599
2021-09-16,17.95778
2021-09-17,17.98025
2021-09-18,2.59327
2021-09-19,1.78206
2021-09-20,1.38828
2021-09-21,1.47105
2021-09-22,1.76314
2021-09-23,19.23845
2021-09-24,17.55927
2021-09-25,1.97481
2021-09-26,1.30432
2021-09-27,16.90415
2021-09-28,22.67604
2021-09-29,22.57789
2021-09-30,19.6476
2021-10-01,17.94004
2021-10-02,2.24442
2021-10-03,1.48524
2021-10-04,2.9362
2021-10-05,25.18299
2021-10-06,24.60119
2021-10-07,22.31774
2021-10-08,20.63501
2021-10-09,2.04458
2021-10-10,1.50535
2021-10-11,2.51995
2021-10-12,18.84822
2021-10-13,17.01886
2021-10-14,18.98776
2021-10-15,17.79696
2021-10-16,1.74895
2021-10-17,1.25465
2021-10-18,15.31721
2021-10-19,14.74605
2021-10-20,15.40235
2021-10-21,13.8426
2021-10-22,13.99515
2021-10-23,1.53964
2021-10-24,1.17069
2021-10-25,14.37947
2021-10-26,17.95541
2021-10-27,19.49269
2021-10-28,19.98817
2021-10-29,17.60657
2021-10-30,1.94406
2021-10-31,1.55146
2021-11-01,15.31484
2021-11-02,15.70507
2021-11-03,15.67906
2021-11-04,15.52651
2021-11-05,14.48589
2021-11-06,1.83527
2021-11-07,1.75722
2021-11-08,20.97912
2021-11-09,16.77999
2021-11-10,15.07952
2021-11-11,14.11695
2021-11-12,16.12842
2021-11-13,2.30355
2021-11-14,1.98072
2021-11-15,19.74221
2021-11-16,17.64205
2021-11-17,15.70034
2021-11-18,14.4587
2021-11-19,19.86519
2021-11-20,2.82622
2021-11-21,1.989
2021-11-22,17.75793
2021-11-23,15.81741
2021-11-24,15.09489
2021-11-25,14.2553
2021-11-26,16.30107
2021-11-27,3.04617
2021-11-28,2.68314
2021-11-29,22.65003
2021-11-30,22.3071
2021-12-01,22.42771
2021-12-02,18.68148
2021-12-03,17.49778
2021-12-04,2.09661
2021-12-05,1.79152
2021-12-06,17.08626
2021-12-07,18.39768
2021-12-08,22.26689
2021-12-09,18.98184
2021-12-10,16.09058
2021-12-11,1.91686
2021-12-12,1.60231
2021-12-13,17.32276
2021-12-14,20.57352
2021-12-15,20.8455
2021-12-16,29.46845
2021-12-17,26.04268
2021-12-18,3.5381
2021-12-19,2.86761
2021-12-20,22.35794
2021-12-21,20.48483
2021-12-22,20.11825
2021-12-23,19.81316
2021-12-24,17.21752
2021-12-25,2.97877
2021-12-26,2.26453
2021-12-27,17.54153
2021-12-28,17.02122
2021-12-29,16.65937
2021-12-30,21.79152
2021-12-31,5.45261
2022-01-01,1.69691
2022-01-02,1.74422
2022-01-03,17.0023
2022-01-04,16.70549
2022-01-05,17.71773
2022-01-06,19.18051
2022-01-07,17.80405
2022-01-08,2.31419
2022-01-09,1.93933
2022-01-10,16.86513
2022-01-11,15.81387
2022-01-12,18.29835
2022-01-13,15.81978
2022-01-14,15.72754
2022-01-15,2.25388
2022-01-16,2.08478
2022-01-17,15.29356
2022-01-18,16.4004
2022-01-19,16.59906
2022-01-20,15.50405
2022-01-21,15.12682
2022-01-22,2.4017
2022-01-23,1.88848
2022-01-24,15.14692
2022-01-25,19.03506
2022-01-26,17.47767
2022-01-27,22.71743
2022-01-28,22.7399
2022-01-29,3.33589
2022-01-30,2.06231
2022-01-31,1.90977
2022-02-01,2.14509
2022-02-02,2.67959
2022-02-03,21.54082
2022-02-04,18.15999
2022-02-05,2.7671
2022-02-06,1.97599
2022-02-07,16.38857
2022-02-08,22.79311
2022-02-09,18.63891
2022-02-10,17.16194
2022-02-11,16.33418
2022-02-12,2.34021
2022-02-13,2.25388
2022-02-14,17.28256
2022-02-15,16.18045
2022-02-16,16.85449
2022-02-17,16.53639
2022-02-18,14.00579
2022-02-19,1.87784
2022-02-20,1.58812
2022-02-21,14.64672
2022-02-22,14.86194
2022-02-23,13.87926
2022-02-24,15.10554
2022-02-25,14.22219
2022-02-26,2.60864
2022-02-27,2.32129
2022-02-28,15.22733
2022-03-01,3.10057
2022-03-02,14.81345
2022-03-03,14.41849
2022-03-04,13.26198
2022-03-05,2.17229
2022-03-06,1.95943
2022-03-07,13.91001
