date,삼성바이오로직스주가
2022-03-08,14.65854
2022-03-09,2.87234
2022-03-10,14.74014
2022-03-11,14.43031
2022-03-12,2.46674
2022-03-13,2.16165
2022-03-14,15.36214
2022-03-15,16.81073
2022-03-16,16.75752
2022-03-17,17.61603
2022-03-18,16.53047
2022-03-19,2.83332
2022-03-20,2.17465
2022-03-21,15.94158
2022-03-22,15.02985
2022-03-23,14.5805
2022-03-24,13.32111
2022-03-25,12.30059
2022-03-26,2.00674
2022-03-27,1.43439
2022-03-28,12.69792
2022-03-29,12.60568
2022-03-30,14.82646
2022-03-31,13.21113
2022-04-01,11.29663
2022-04-02,1.96771
2022-04-03,1.56802
2022-04-04,12.29231
2022-04-05,11.7791
2022-04-06,12.64116
2022-04-07,12.66599
2022-04-08,12.09247
2022-04-09,1.6437
2022-04-10,1.39064
2022-04-11,11.61709
2022-04-12,11.56388
2022-04-13,13.35777
2022-04-14,15.93448
2022-04-15,14.31561
2022-04-16,1.80571
2022-04-17,1.37527
2022-04-18,11.95411
2022-04-19,11.51894
2022-04-20,11.69396
2022-04-21,11.77319
2022-04-22,10.57529
2022-04-23,1.57275
2022-04-24,1.18015
2022-04-25,11.55442
2022-04-26,13.63921
2022-04-27,13.19221
2022-04-28,15.46857
2022-04-29,13.95139
2022-04-30,1.67681
2022-05-01,1.21918
2022-05-02,12.08183
2022-05-03,12.08656
2022-05-04,11.38059
2022-05-05,1.83172
2022-05-06,11.08851
2022-05-07,1.59522
2022-05-08,1.1565
2022-05-09,11.73889
2022-05-10,11.82404
2022-05-11,10.98917
2022-05-12,11.921
2022-05-13,12.62933
2022-05-14,1.92869
2022-05-15,1.37763
2022-05-16,12.24856
2022-05-17,11.76491
2022-05-18,13.05031
2022-05-19,12.80316
2022-05-20,13.10116
2022-05-21,1.74067
2022-05-22,1.26056
2022-05-23,12.39401
2022-05-24,12.26275
2022-05-25,15.72399
2022-05-26,14.72122
2022-05-27,12.66717
2022-05-28,1.73949
2022-05-29,1.35162
2022-05-30,13.0645
2022-05-31,12.63998
2022-06-01,2.05758
2022-06-02,11.24815
2022-06-03,12.41057
2022-06-04,1.91095
2022-06-05,1.55146
2022-06-06,1.67918
2022-06-07,11.99314
2022-06-08,11.63838
2022-06-09,11.55442
2022-06-10,11.21385
2022-06-11,1.61769
2022-06-12,1.25702
2022-06-13,13.21113
2022-06-14,13.66877
2022-06-15,13.53633
2022-06-16,13.4027
2022-06-17,15.11973
2022-06-18,2.16046
2022-06-19,1.71702
2022-06-20,13.5316
2022-06-21,12.44841
2022-06-22,12.28995
2022-06-23,12.35262
2022-06-24,12.57612
2022-06-25,1.70519
2022-06-26,1.29604
2022-06-27,13.37432
2022-06-28,11.72234
2022-06-29,11.18074
2022-06-30,11.01164
2022-07-01,11.35221
2022-07-02,1.44031
2022-07-03,1.1565
2022-07-04,11.40779
2022-07-05,11.63601
2022-07-06,12.47797
2022-07-07,12.08656
2022-07-08,11.35221
2022-07-09,1.54555
2022-07-10,1.39064
2022-07-11,11.78619
2022-07-12,11.17483
2022-07-13,10.98681
2022-07-14,10.40974
2022-07-15,10.33169
2022-07-16,1.33861
2022-07-17,1.07727
2022-07-18,11.77555
2022-07-19,12.07828
2022-07-20,11.31673
2022-07-21,10.08455
2022-07-22,10.01359
2022-07-23,1.2109
2022-07-24,1.00869
2022-07-25,10.1283
2022-07-26,9.07349
2022-07-27,10.96434
2022-07-28,14.20918
2022-07-29,12.71329
2022-07-30,1.59167
2022-07-31,1.22509
2022-08-01,12.20363
2022-08-02,12.51699
2022-08-03,11.9281
2022-08-04,11.44918
2022-08-05,14.98255
2022-08-06,1.99964
2022-08-07,1.51954
2022-08-08,13.55052
2022-08-09,13.16029
2022-08-10,12.67427
2022-08-11,13.0444
2022-08-12,13.1189
2022-08-13,1.78915
2022-08-14,1.51481
2022-08-15,1.68864
2022-08-16,12.50044
2022-08-17,12.98764
2022-08-18,11.921
2022-08-19,10.65807
2022-08-20,1.32915
2022-08-21,0.90344
2022-08-22,10.82007
2022-08-23,11.2375
2022-08-24,10.99745
2022-08-25,11.27298
2022-08-26,10.83545
2022-08-27,1.52308
2022-08-28,1.07727
2022-08-29,11.57689
2022-08-30,11.00691
2022-08-31,10.37545
2022-09-01,9.92727
2022-09-02,10.29503
2022-09-03,1.28185
2022-09-04,1.0146
2022-09-05,10.19925
2022-09-06,9.16573
2022-09-07,9.48974
2022-09-08,8.72701
2022-09-09,1.19198
2022-09-10,0.89635
2022-09-11,0.87624
2022-09-12,1.14704
2022-09-13,12.68846
2022-09-14,12.39283
2022-09-15,10.65807
2022-09-16,9.70259
2022-09-17,1.47697
2022-09-18,1.12812
2022-09-19,10.20043
2022-09-20,9.22485
2022-09-21,10.13894
2022-09-22,10.54218
2022-09-23,10.47123
2022-09-24,1.46987
2022-09-25,1.06545
2022-09-26,12.08419
2022-09-27,10.91113
2022-09-28,12.24974
2022-09-29,25.67374
2022-09-30,14.15006
2022-10-01,1.62005
2022-10-02,1.1766
2022-10-03,1.45095
2022-10-04,11.47756
2022-10-05,10.60959
2022-10-06,9.9592
2022-10-07,9.53704
2022-10-08,1.1837
2022-10-09,0.90699
2022-10-10,1.5893
2022-10-11,11.50948
2022-10-12,13.10234
2022-10-13,11.01046
2022-10-14,10.83899
2022-10-15,1.57275
2022-10-16,1.15177
2022-10-17,12.45787
2022-10-18,13.0444
2022-10-19,12.0156
2022-10-20,10.00413
2022-10-21,11.12162
2022-10-22,1.38236
2022-10-23,0.97794
2022-10-24,12.38455
2022-10-25,13.42281
2022-10-26,14.33571
2022-10-27,15.37279
2022-10-28,13.84142
2022-10-29,1.9618
2022-10-30,1.14349
2022-10-31,11.68213
2022-11-01,12.92142
2022-11-02,12.03807
2022-11-03,11.98131
2022-11-04,10.65452
2022-11-05,1.47578
2022-11-06,1.231
2022-11-07,11.92692
2022-11-08,13.38024
2022-11-09,13.04795
2022-11-10,13.8497
2022-11-11,14.92106
2022-11-12,2.01147
2022-11-13,1.44858
2022-11-14,13.75391
2022-11-15,11.70342
2022-11-16,11.29308
2022-11-17,9.97694
2022-11-18,9.97575
2022-11-19,1.05126
2022-11-20,1.16241
2022-11-21,9.66002
2022-11-22,9.47909
2022-11-23,9.22485
2022-11-24,9.42233
2022-11-25,9.25323
2022-11-26,1.34571
2022-11-27,0.98267
2022-11-28,8.77195
2022-11-29,8.55436
2022-11-30,8.61704
2022-12-01,9.12788
2022-12-02,7.98793
2022-12-03,0.91527
2022-12-04,0.74144
2022-12-05,9.7558
2022-12-06,8.60521
2022-12-07,8.50706
2022-12-08,8.58629
2022-12-09,8.63832
2022-12-10,1.17542
2022-12-11,0.95311
2022-12-12,8.31549
2022-12-13,8.07071
2022-12-14,9.16336
2022-12-15,8.11683
2022-12-16,8.10619
2022-12-17,1.08555
2022-12-18,0.87624
2022-12-19,7.53621
2022-12-20,7.58942
2022-12-21,7.40377
2022-12-22,7.48536
2022-12-23,7.92053
2022-12-24,1.0075
2022-12-25,0.88097
2022-12-26,8.1996
2022-12-27,8.07426
2022-12-28,8.84408
2022-12-29,7.77626
2022-12-30,3.13959
2022-12-31,0.75208
2023-01-01,0.97558
2023-01-02,8.34269
2023-01-03,9.24141
2023-01-04,10.24182
2023-01-05,9.26387
2023-01-06,8.95405
2023-01-07,1.25347
2023-01-08,0.96375
2023-01-09,9.99467
2023-01-10,9.17873
2023-01-11,8.52243
2023-01-12,8.85472
2023-01-13,8.61467
2023-01-14,1.10092
2023-01-15,0.80766
2023-01-16,8.56973
2023-01-17,8.552
2023-01-18,7.99976
2023-01-19,8.21734
2023-01-20,7.40968
2023-01-21,0.91881
2023-01-22,0.70005
2023-01-23,0.93301
2023-01-24,0.98385
2023-01-25,9.4448
2023-01-26,9.80074
2023-01-27,10.85318
2023-01-28,2.0765
2023-01-29,1.4746
2023-01-30,11.11097
2023-01-31,9.56069
2023-02-01,10.63797
2023-02-02,10.39437
2023-02-03,9.66593
2023-02-04,1.04889
2023-02-05,0.84195
2023-02-06,8.9848
2023-02-07,8.87601
2023-02-08,9.32891
2023-02-09,8.87837
2023-02-10,7.99858
2023-02-11,1.10447
2023-02-12,0.78046
2023-02-13,7.60361
2023-02-14,7.94418
2023-02-15,8.11328
2023-02-16,9.3703
2023-02-17,7.55986
2023-02-18,0.96257
2023-02-19,0.68586
2023-02-20,7.97374
2023-02-21,7.91343
2023-02-22,7.8212
2023-02-23,7.95719
2023-02-24,7.35765
2023-02-25,0.94601
2023-02-26,0.771
2023-02-27,7.93472
2023-02-28,7.87914
2023-03-01,1.74776
2023-03-02,7.95482
2023-03-03,8.70218
2023-03-04,1.55383
2023-03-05,0.93301
2023-03-06,9.50629
2023-03-07,9.27452
2023-03-08,8.33559
2023-03-09,8.52007
2023-03-10,8.52953
2023-03-11,1.11748
2023-03-12,0.8254
2023-03-13,8.5721
2023-03-14,8.3959
2023-03-15,8.46094
2023-03-16,9.31118
2023-03-17,10.78696
2023-03-18,1.75249
2023-03-19,1.11275
2023-03-20,9.78655
2023-03-21,8.65842
2023-03-22,8.89256
2023-03-23,8.70099
2023-03-24,7.85313
2023-03-25,1.08792
2023-03-26,0.88925
2023-03-27,7.34346
2023-03-28,7.38721
2023-03-29,7.27605
2023-03-30,8.12865
2023-03-31,7.89333
2023-04-01,0.97676
2023-04-02,0.94838
2023-04-03,8.30603
2023-04-04,8.65724
2023-04-05,8.58865
2023-04-06,11.45745
2023-04-07,9.90244
2023-04-08,1.231
2023-04-09,1.03943
2023-04-10,9.61035
2023-04-11,10.88866
2023-04-12,9.65292
2023-04-13,10.33997
2023-04-14,11.08614
2023-04-15,1.66262
2023-04-16,1.15177
2023-04-17,8.69863
2023-04-18,9.42115
2023-04-19,8.81925
2023-04-20,8.42783
2023-04-21,7.88505
2023-04-22,1.231
2023-04-23,0.90344
2023-04-24,9.80665
2023-04-25,10.1212
2023-04-26,9.12907
2023-04-27,9.18938
2023-04-28,8.1393
2023-04-29,1.22627
2023-04-30,0.87624
2023-05-01,2.34375
2023-05-02,11.26116
2023-05-03,9.38567
2023-05-04,10.78933
2023-05-05,1.78797
2023-05-06,1.16714
2023-05-07,2.36622
2023-05-08,11.13699
2023-05-09,9.59971
2023-05-10,8.64069
2023-05-11,8.42547
2023-05-12,7.48654
2023-05-13,1.06663
2023-05-14,0.87506
2023-05-15,7.82711
2023-05-16,7.55158
2023-05-17,7.25122
2023-05-18,7.76207
2023-05-19,7.54803
2023-05-20,1.33506
2023-05-21,1.2109
2023-05-22,8.87009
2023-05-23,8.45503
2023-05-24,7.69349
2023-05-25,7.45698
2023-05-26,7.73842
2023-05-27,1.11393
2023-05-28,0.9673
