date,자동차보험비교견적사이트
2020-10-13,23.5215
2020-10-14,15.7258
2020-10-15,11.82795
2020-10-16,12.23118
2020-10-17,3.49462
2020-10-18,6.45161
2020-10-19,16.93548
2020-10-20,14.51612
2020-10-21,13.97849
2020-10-22,12.6344
2020-10-23,12.36559
2020-10-24,5.77956
2020-10-25,5.51075
2020-10-26,16.80107
2020-10-27,11.29032
2020-10-28,12.36559
2020-10-29,11.55913
2020-10-30,12.90322
2020-10-31,5.37634
2020-11-01,6.98924
2020-11-02,18.14516
2020-11-03,15.45698
2020-11-04,12.5
2020-11-05,11.42473
2020-11-06,9.54301
2020-11-07,4.7043
2020-11-08,6.58602
2020-11-09,14.91935
2020-11-10,12.90322
2020-11-11,15.7258
2020-11-12,11.42473
2020-11-13,12.09677
2020-11-14,6.45161
2020-11-15,8.33333
2020-11-16,16.80107
2020-11-17,17.2043
2020-11-18,17.3387
2020-11-19,12.23118
2020-11-20,12.76881
2020-11-21,6.72043
2020-11-22,6.18279
2020-11-23,13.97849
2020-11-24,14.51612
2020-11-25,16.39784
2020-11-26,15.18817
2020-11-27,13.44086
2020-11-28,6.98924
2020-11-29,6.18279
2020-11-30,16.26344
2020-12-01,15.18817
2020-12-02,14.91935
2020-12-03,13.57526
2020-12-04,12.5
2020-12-05,5.37634
2020-12-06,6.45161
2020-12-07,14.24731
2020-12-08,17.60752
2020-12-09,11.29032
2020-12-10,12.5
2020-12-11,11.69354
2020-12-12,6.45161
2020-12-13,5.77956
2020-12-14,17.47311
2020-12-15,15.86021
2020-12-16,14.65053
2020-12-17,10.88709
2020-12-18,13.84408
2020-12-19,8.06451
2020-12-20,7.39247
2020-12-21,19.35483
2020-12-22,12.76881
2020-12-23,15.45698
2020-12-24,12.23118
2020-12-25,5.51075
2020-12-26,7.12365
2020-12-27,10.34946
2020-12-28,14.24731
2020-12-29,14.91935
2020-12-30,11.96236
2020-12-31,12.76881
2021-01-01,8.33333
2021-01-02,8.06451
2021-01-03,6.98924
2021-01-04,14.91935
2021-01-05,17.74193
2021-01-06,13.17204
2021-01-07,15.86021
2021-01-08,12.36559
2021-01-09,8.73655
2021-01-10,6.85483
2021-01-11,14.65053
2021-01-12,11.69354
2021-01-13,12.23118
2021-01-14,19.08602
2021-01-15,14.1129
2021-01-16,9.4086
2021-01-17,9.67741
2021-01-18,13.84408
2021-01-19,13.44086
2021-01-20,13.97849
2021-01-21,10.88709
2021-01-22,11.69354
2021-01-23,6.72043
2021-01-24,8.33333
2021-01-25,15.45698
2021-01-26,13.57526
2021-01-27,15.59139
2021-01-28,14.1129
2021-01-29,10.21505
2021-01-30,7.9301
2021-01-31,6.04838
2021-02-01,15.18817
2021-02-02,14.91935
2021-02-03,14.91935
2021-02-04,13.97849
2021-02-05,15.86021
2021-02-06,10.08064
2021-02-07,10.61827
2021-02-08,16.93548
2021-02-09,10.21505
2021-02-10,11.82795
2021-02-11,7.39247
2021-02-12,5.91397
2021-02-13,7.79569
2021-02-14,9.81182
2021-02-15,16.26344
2021-02-16,16.39784
2021-02-17,16.26344
2021-02-18,14.1129
2021-02-19,11.29032
2021-02-20,7.25806
2021-02-21,4.97311
2021-02-22,14.78494
2021-02-23,15.05376
2021-02-24,12.23118
2021-02-25,13.17204
2021-02-26,11.29032
2021-02-27,7.25806
2021-02-28,7.39247
2021-03-01,7.25806
2021-03-02,16.12903
2021-03-03,13.44086
2021-03-04,13.97849
2021-03-05,11.42473
2021-03-06,7.12365
2021-03-07,6.45161
2021-03-08,18.27956
2021-03-09,10.75268
2021-03-10,13.70967
2021-03-11,16.39784
2021-03-12,13.84408
2021-03-13,10.88709
2021-03-14,8.60215
2021-03-15,18.41397
2021-03-16,12.09677
2021-03-17,13.03763
2021-03-18,13.44086
2021-03-19,10.88709
2021-03-20,11.55913
2021-03-21,6.85483
2021-03-22,15.18817
2021-03-23,12.36559
2021-03-24,9.67741
2021-03-25,9.81182
2021-03-26,7.39247
2021-03-27,6.3172
2021-03-28,7.12365
2021-03-29,12.90322
2021-03-30,10.75268
2021-03-31,8.06451
2021-04-01,8.73655
2021-04-02,8.06451
2021-04-03,8.19892
2021-04-04,4.8387
2021-04-05,13.30645
2021-04-06,10.75268
2021-04-07,10.21505
2021-04-08,8.06451
2021-04-09,11.69354
2021-04-10,3.49462
2021-04-11,5.91397
2021-04-12,13.97849
2021-04-13,9.27419
2021-04-14,13.30645
2021-04-15,8.73655
2021-04-16,7.79569
2021-04-17,4.56989
2021-04-18,5.64516
2021-04-19,11.55913
2021-04-20,10.61827
2021-04-21,11.29032
2021-04-22,9.00537
2021-04-23,10.88709
2021-04-24,5.64516
2021-04-25,6.18279
2021-04-26,7.79569
2021-04-27,10.48387
2021-04-28,9.54301
2021-04-29,10.34946
2021-04-30,8.87096
2021-05-01,3.49462
2021-05-02,5.77956
2021-05-03,13.17204
2021-05-04,12.6344
2021-05-05,5.77956
2021-05-06,9.94623
2021-05-07,9.54301
2021-05-08,8.46774
2021-05-09,5.24193
2021-05-10,13.97849
2021-05-11,11.55913
2021-05-12,16.26344
2021-05-13,13.70967
2021-05-14,8.33333
2021-05-15,7.25806
2021-05-16,5.91397
2021-05-17,10.61827
2021-05-18,10.48387
2021-05-19,8.19892
2021-05-20,11.96236
2021-05-21,11.15591
2021-05-22,5.37634
2021-05-23,6.18279
2021-05-24,15.32258
2021-05-25,12.36559
2021-05-26,12.90322
2021-05-27,9.81182
2021-05-28,10.34946
2021-05-29,6.3172
2021-05-30,6.04838
2021-05-31,12.76881
2021-06-01,12.90322
2021-06-02,12.90322
2021-06-03,11.96236
2021-06-04,10.48387
2021-06-05,5.10752
2021-06-06,5.91397
2021-06-07,15.18817
2021-06-08,9.67741
2021-06-09,10.08064
2021-06-10,10.88709
2021-06-11,10.34946
2021-06-12,7.12365
2021-06-13,4.56989
2021-06-14,11.29032
2021-06-15,12.09677
2021-06-16,12.09677
2021-06-17,14.1129
2021-06-18,12.23118
2021-06-19,4.16666
2021-06-20,8.87096
2021-06-21,14.78494
2021-06-22,10.08064
2021-06-23,8.73655
2021-06-24,12.09677
2021-06-25,11.29032
2021-06-26,4.30107
2021-06-27,5.37634
2021-06-28,11.96236
2021-06-29,9.67741
2021-06-30,10.48387
2021-07-01,13.17204
2021-07-02,11.0215
2021-07-03,6.18279
2021-07-04,5.37634
2021-07-05,13.57526
2021-07-06,10.88709
2021-07-07,10.34946
2021-07-08,9.54301
2021-07-09,9.00537
2021-07-10,5.24193
2021-07-11,7.12365
2021-07-12,12.36559
2021-07-13,10.61827
2021-07-14,7.79569
2021-07-15,11.82795
2021-07-16,6.72043
2021-07-17,6.85483
2021-07-18,5.24193
2021-07-19,13.70967
2021-07-20,15.18817
2021-07-21,10.34946
2021-07-22,9.27419
2021-07-23,10.88709
2021-07-24,5.64516
2021-07-25,3.09139
2021-07-26,11.42473
2021-07-27,9.00537
2021-07-28,9.13978
2021-07-29,9.81182
2021-07-30,8.73655
2021-07-31,5.37634
2021-08-01,5.64516
2021-08-02,10.08064
2021-08-03,10.34946
2021-08-04,10.48387
2021-08-05,9.54301
2021-08-06,6.98924
2021-08-07,7.39247
2021-08-08,8.46774
2021-08-09,12.36559
2021-08-10,12.6344
2021-08-11,10.34946
2021-08-12,11.15591
2021-08-13,10.75268
2021-08-14,5.10752
2021-08-15,5.24193
2021-08-16,6.85483
2021-08-17,12.76881
2021-08-18,13.70967
2021-08-19,9.81182
2021-08-20,10.61827
2021-08-21,6.18279
2021-08-22,6.45161
2021-08-23,13.03763
2021-08-24,13.17204
2021-08-25,9.27419
2021-08-26,7.9301
2021-08-27,11.42473
2021-08-28,4.97311
2021-08-29,4.30107
2021-08-30,10.48387
2021-08-31,11.42473
2021-09-01,11.29032
2021-09-02,10.88709
2021-09-03,10.21505
2021-09-04,6.3172
2021-09-05,6.58602
2021-09-06,10.34946
2021-09-07,11.29032
2021-09-08,10.48387
2021-09-09,10.75268
2021-09-10,9.67741
2021-09-11,4.8387
2021-09-12,7.79569
2021-09-13,11.82795
2021-09-14,12.76881
2021-09-15,12.09677
2021-09-16,13.03763
2021-09-17,8.73655
2021-09-18,3.89784
2021-09-19,3.2258
2021-09-20,4.43548
2021-09-21,6.18279
2021-09-22,5.77956
2021-09-23,12.76881
2021-09-24,12.36559
2021-09-25,6.72043
2021-09-26,5.10752
2021-09-27,16.12903
2021-09-28,13.97849
2021-09-29,14.24731
2021-09-30,11.29032
2021-10-01,8.06451
2021-10-02,6.18279
2021-10-03,4.56989
2021-10-04,6.72043
2021-10-05,14.24731
2021-10-06,12.23118
2021-10-07,13.17204
2021-10-08,12.6344
2021-10-09,6.72043
2021-10-10,4.7043
2021-10-11,6.45161
2021-10-12,12.23118
2021-10-13,11.69354
2021-10-14,11.82795
2021-10-15,10.21505
2021-10-16,6.04838
2021-10-17,6.98924
2021-10-18,10.34946
2021-10-19,10.48387
2021-10-20,13.03763
2021-10-21,13.70967
2021-10-22,9.94623
2021-10-23,5.24193
2021-10-24,6.85483
2021-10-25,15.05376
2021-10-26,13.03763
2021-10-27,10.75268
2021-10-28,11.55913
2021-10-29,7.66129
2021-10-30,3.89784
2021-10-31,5.37634
2021-11-01,11.15591
2021-11-02,10.48387
2021-11-03,11.0215
2021-11-04,7.9301
2021-11-05,8.60215
2021-11-06,4.97311
2021-11-07,6.04838
2021-11-08,12.6344
2021-11-09,12.5
2021-11-10,11.15591
2021-11-11,9.00537
2021-11-12,13.84408
2021-11-13,6.18279
2021-11-14,6.85483
2021-11-15,14.78494
2021-11-16,12.76881
2021-11-17,13.44086
2021-11-18,9.67741
2021-11-19,11.69354
2021-11-20,4.7043
2021-11-21,6.98924
2021-11-22,12.23118
2021-11-23,9.94623
2021-11-24,9.27419
2021-11-25,9.00537
2021-11-26,8.60215
2021-11-27,4.43548
2021-11-28,5.51075
2021-11-29,10.34946
2021-11-30,11.29032
2021-12-01,11.69354
2021-12-02,10.75268
2021-12-03,9.81182
2021-12-04,4.30107
2021-12-05,9.54301
2021-12-06,14.65053
2021-12-07,10.61827
2021-12-08,11.0215
2021-12-09,9.67741
2021-12-10,12.23118
2021-12-11,7.66129
2021-12-12,6.72043
2021-12-13,10.21505
2021-12-14,11.82795
2021-12-15,10.75268
2021-12-16,10.34946
2021-12-17,9.00537
2021-12-18,6.85483
2021-12-19,4.56989
2021-12-20,12.09677
2021-12-21,12.36559
2021-12-22,7.39247
2021-12-23,9.13978
2021-12-24,7.9301
2021-12-25,4.16666
2021-12-26,6.45161
2021-12-27,9.4086
2021-12-28,11.96236
2021-12-29,10.21505
2021-12-30,9.4086
2021-12-31,8.33333
2022-01-01,4.7043
2022-01-02,5.51075
2022-01-03,13.84408
2022-01-04,14.24731
2022-01-05,14.38172
2022-01-06,12.90322
2022-01-07,8.60215
2022-01-08,6.98924
2022-01-09,7.79569
2022-01-10,14.65053
2022-01-11,11.55913
2022-01-12,9.67741
2022-01-13,9.81182
2022-01-14,8.06451
2022-01-15,5.37634
2022-01-16,7.39247
2022-01-17,13.44086
2022-01-18,11.82795
2022-01-19,9.13978
2022-01-20,8.60215
2022-01-21,10.21505
2022-01-22,4.56989
2022-01-23,4.43548
2022-01-24,10.21505
2022-01-25,10.75268
2022-01-26,9.94623
2022-01-27,9.94623
2022-01-28,9.54301
2022-01-29,3.76344
2022-01-30,4.56989
2022-01-31,2.82258
2022-02-01,5.24193
2022-02-02,5.77956
2022-02-03,13.17204
2022-02-04,13.97849
2022-02-05,5.10752
2022-02-06,7.79569
2022-02-07,10.21505
2022-02-08,9.27419
2022-02-09,15.45698
2022-02-10,16.80107
2022-02-11,10.34946
2022-02-12,6.58602
2022-02-13,8.60215
2022-02-14,16.39784
2022-02-15,11.82795
2022-02-16,13.57526
2022-02-17,12.5
2022-02-18,12.6344
2022-02-19,4.56989
2022-02-20,3.62903
2022-02-21,21.37096
2022-02-22,31.98924
2022-02-23,25.26881
2022-02-24,25.40322
2022-02-25,33.19892
2022-02-26,30.77956
2022-02-27,32.9301
2022-02-28,38.97849
2022-03-01,32.12365
2022-03-02,28.36021
2022-03-03,9.81182
2022-03-04,10.88709
2022-03-05,5.77956
2022-03-06,6.72043
2022-03-07,9.54301
2022-03-08,7.79569
2022-03-09,7.66129
2022-03-10,10.48387
2022-03-11,10.48387
2022-03-12,8.33333
2022-03-13,5.24193
2022-03-14,12.36559
2022-03-15,12.36559
2022-03-16,11.15591
2022-03-17,10.48387
2022-03-18,10.75268
2022-03-19,5.37634
2022-03-20,6.18279
2022-03-21,11.29032
2022-03-22,13.30645
2022-03-23,8.19892
2022-03-24,7.12365
2022-03-25,9.4086
2022-03-26,6.58602
2022-03-27,7.25806
2022-03-28,10.48387
2022-03-29,11.15591
2022-03-30,12.09677
2022-03-31,10.75268
2022-04-01,9.94623
2022-04-02,6.04838
2022-04-03,5.37634
2022-04-04,9.81182
2022-04-05,11.55913
2022-04-06,12.90322
2022-04-07,10.48387
2022-04-08,6.98924
2022-04-09,4.8387
2022-04-10,4.30107
2022-04-11,8.73655
2022-04-12,12.76881
2022-04-13,11.69354
2022-04-14,11.15591
2022-04-15,12.23118
2022-04-16,5.91397
2022-04-17,6.98924
2022-04-18,14.1129
2022-04-19,12.09677
2022-04-20,10.34946
2022-04-21,13.17204
2022-04-22,9.13978
2022-04-23,4.7043
2022-04-24,6.72043
2022-04-25,12.5
2022-04-26,12.6344
2022-04-27,13.70967
2022-04-28,10.61827
2022-04-29,9.94623
2022-04-30,4.43548
2022-05-01,6.98924
2022-05-02,12.23118
2022-05-03,11.96236
2022-05-04,12.36559
2022-05-05,4.8387
2022-05-06,8.46774
2022-05-07,6.98924
2022-05-08,5.91397
2022-05-09,13.17204
2022-05-10,11.96236
2022-05-11,12.23118
2022-05-12,10.21505
2022-05-13,13.57526
2022-05-14,7.25806
2022-05-15,6.04838
2022-05-16,15.59139
2022-05-17,11.96236
2022-05-18,10.75268
2022-05-19,12.76881
2022-05-20,10.34946
2022-05-21,4.56989
2022-05-22,5.64516
2022-05-23,11.15591
2022-05-24,11.29032
2022-05-25,13.97849
2022-05-26,9.81182
2022-05-27,9.94623
2022-05-28,6.58602
2022-05-29,4.97311
2022-05-30,14.24731
2022-05-31,9.54301
2022-06-01,8.60215
2022-06-02,13.97849
2022-06-03,14.51612
2022-06-04,6.45161
2022-06-05,6.58602
2022-06-06,5.91397
2022-06-07,11.0215
2022-06-08,11.82795
2022-06-09,9.67741
2022-06-10,11.29032
2022-06-11,5.77956
2022-06-12,6.98924
2022-06-13,12.36559
2022-06-14,15.32258
2022-06-15,16.53225
2022-06-16,11.42473
2022-06-17,8.46774
2022-06-18,6.72043
2022-06-19,5.37634
2022-06-20,13.44086
2022-06-21,12.09677
2022-06-22,10.75268
2022-06-23,9.54301
2022-06-24,12.6344
2022-06-25,6.18279
2022-06-26,4.7043
2022-06-27,11.29032
2022-06-28,13.17204
2022-06-29,13.30645
2022-06-30,10.61827
2022-07-01,10.48387
2022-07-02,4.97311
2022-07-03,6.45161
2022-07-04,14.78494
2022-07-05,14.65053
2022-07-06,10.48387
2022-07-07,9.54301
2022-07-08,10.88709
2022-07-09,7.12365
2022-07-10,7.39247
2022-07-11,12.5
2022-07-12,12.09677
2022-07-13,11.55913
2022-07-14,12.76881
2022-07-15,12.76881
2022-07-16,6.98924
2022-07-17,9.54301
2022-07-18,12.6344
2022-07-19,13.03763
2022-07-20,13.30645
2022-07-21,13.03763
2022-07-22,10.08064
2022-07-23,5.37634
2022-07-24,7.25806
2022-07-25,12.6344
2022-07-26,13.84408
2022-07-27,11.55913
2022-07-28,10.34946
2022-07-29,7.9301
2022-07-30,4.30107
2022-07-31,6.04838
2022-08-01,13.03763
2022-08-02,15.99462
2022-08-03,9.94623
2022-08-04,9.54301
2022-08-05,12.76881
2022-08-06,3.49462
2022-08-07,5.10752
2022-08-08,11.0215
2022-08-09,13.17204
2022-08-10,13.44086
2022-08-11,10.75268
2022-08-12,10.48387
2022-08-13,5.51075
2022-08-14,5.37634
2022-08-15,6.45161
2022-08-16,10.34946
2022-08-17,11.42473
2022-08-18,12.6344
2022-08-19,10.88709
2022-08-20,5.91397
2022-08-21,6.18279
2022-08-22,13.30645
2022-08-23,11.0215
2022-08-24,12.90322
2022-08-25,13.30645
2022-08-26,11.55913
2022-08-27,7.79569
2022-08-28,5.64516
2022-08-29,16.53225
2022-08-30,14.1129
2022-08-31,11.55913
2022-09-01,11.96236
2022-09-02,8.87096
2022-09-03,6.98924
2022-09-04,5.64516
2022-09-05,11.42473
2022-09-06,11.15591
2022-09-07,12.5
2022-09-08,10.34946
2022-09-09,6.58602
2022-09-10,4.56989
2022-09-11,4.43548
2022-09-12,6.3172
2022-09-13,13.30645
2022-09-14,14.51612
2022-09-15,12.36559
2022-09-16,15.59139
2022-09-17,6.3172
2022-09-18,7.12365
2022-09-19,9.94623
2022-09-20,12.5
2022-09-21,11.69354
2022-09-22,11.55913
2022-09-23,9.94623
2022-09-24,5.51075
2022-09-25,5.64516
2022-09-26,9.13978
2022-09-27,10.34946
2022-09-28,13.44086
2022-09-29,11.15591
2022-09-30,12.23118
2022-10-01,32.25806
2022-10-02,14.65053
2022-10-03,27.28494
2022-10-04,47.17741
2022-10-05,35.08064
2022-10-06,22.04301
2022-10-07,17.06989
2022-10-08,6.04838
2022-10-09,4.56989
2022-10-10,8.33333
2022-10-11,17.74193
2022-10-12,19.89247
2022-10-13,15.86021
2022-10-14,10.88709
2022-10-15,6.72043
2022-10-16,7.25806
2022-10-17,20.02688
2022-10-18,18.27956
2022-10-19,17.60752
2022-10-20,14.51612
2022-10-21,14.78494
2022-10-22,7.9301
2022-10-23,7.12365
2022-10-24,23.11827
2022-10-25,16.39784
2022-10-26,15.59139
2022-10-27,16.80107
2022-10-28,11.15591
2022-10-29,7.66129
2022-10-30,6.58602
2022-10-31,13.57526
2022-11-01,16.53225
2022-11-02,13.97849
2022-11-03,14.38172
2022-11-04,11.82795
2022-11-05,5.91397
2022-11-06,6.3172
2022-11-07,15.59139
2022-11-08,15.05376
2022-11-09,13.03763
2022-11-10,13.03763
2022-11-11,9.94623
2022-11-12,6.18279
2022-11-13,7.9301
2022-11-14,16.12903
2022-11-15,15.32258
2022-11-16,16.39784
2022-11-17,18.01075
2022-11-18,15.32258
2022-11-19,7.9301
2022-11-20,9.00537
2022-11-21,17.74193
2022-11-22,13.97849
2022-11-23,15.32258
2022-11-24,13.44086
2022-11-25,10.88709
2022-11-26,5.37634
2022-11-27,6.04838
2022-11-28,13.70967
2022-11-29,15.59139
2022-11-30,18.41397
2022-12-01,15.18817
2022-12-02,14.78494
2022-12-03,6.58602
2022-12-04,11.82795
2022-12-05,17.2043
2022-12-06,20.29569
2022-12-07,14.38172
2022-12-08,13.57526
2022-12-09,13.03763
2022-12-10,8.60215
2022-12-11,9.54301
2022-12-12,19.22043
2022-12-13,19.62365
2022-12-14,18.8172
2022-12-15,16.80107
2022-12-16,15.32258
2022-12-17,6.3172
2022-12-18,7.9301
2022-12-19,17.74193
2022-12-20,17.3387
2022-12-21,15.99462
2022-12-22,17.06989
2022-12-23,13.57526
2022-12-24,6.85483
2022-12-25,7.52688
2022-12-26,19.35483
2022-12-27,16.53225
2022-12-28,13.70967
2022-12-29,15.32258
2022-12-30,12.5
2022-12-31,7.12365
2023-01-01,10.34946
2023-01-02,21.63978
2023-01-03,18.27956
2023-01-04,15.59139
2023-01-05,18.95161
2023-01-06,16.66666
2023-01-07,6.85483
2023-01-08,9.94623
2023-01-09,17.3387
2023-01-10,13.84408
2023-01-11,11.96236
2023-01-12,27.15053
2023-01-13,16.66666
2023-01-14,6.72043
2023-01-15,9.81182
2023-01-16,19.75806
2023-01-17,18.54838
2023-01-18,17.47311
2023-01-19,14.1129
2023-01-20,8.06451
2023-01-21,5.51075
2023-01-22,2.82258
2023-01-23,5.64516
2023-01-24,5.51075
2023-01-25,16.26344
2023-01-26,12.76881
2023-01-27,15.32258
2023-01-28,10.75268
2023-01-29,8.33333
2023-01-30,16.66666
2023-01-31,17.3387
2023-02-01,16.53225
2023-02-02,20.83333
2023-02-03,14.51612
2023-02-04,9.4086
2023-02-05,12.09677
2023-02-06,16.80107
2023-02-07,15.59139
2023-02-08,16.12903
2023-02-09,18.54838
2023-02-10,17.3387
2023-02-11,11.55913
2023-02-12,9.13978
2023-02-13,19.22043
2023-02-14,17.3387
2023-02-15,15.18817
2023-02-16,16.39784
2023-02-17,12.5
2023-02-18,6.45161
2023-02-19,9.54301
2023-02-20,15.7258
2023-02-21,13.97849
2023-02-22,15.7258
2023-02-23,14.91935
2023-02-24,13.70967
2023-02-25,6.3172
2023-02-26,12.36559
2023-02-27,17.2043
2023-02-28,14.1129
2023-03-01,9.67741
2023-03-02,19.75806
2023-03-03,13.84408
2023-03-04,11.29032
2023-03-05,11.29032
2023-03-06,19.62365
2023-03-07,18.54838
2023-03-08,14.65053
2023-03-09,15.45698
2023-03-10,15.86021
2023-03-11,11.29032
2023-03-12,8.06451
2023-03-13,20.83333
2023-03-14,17.60752
2023-03-15,20.56451
2023-03-16,17.2043
2023-03-17,16.93548
2023-03-18,7.12365
2023-03-19,9.94623
2023-03-20,18.27956
2023-03-21,13.17204
2023-03-22,14.91935
2023-03-23,16.26344
2023-03-24,16.93548
2023-03-25,7.79569
2023-03-26,10.61827
2023-03-27,21.23655
2023-03-28,19.89247
2023-03-29,17.60752
2023-03-30,16.26344
2023-03-31,14.38172
2023-04-01,11.15591
2023-04-02,9.54301
2023-04-03,21.77419
2023-04-04,16.53225
2023-04-05,16.93548
2023-04-06,14.51612
2023-04-07,13.30645
2023-04-08,8.06451
2023-04-09,9.4086
2023-04-10,20.69892
2023-04-11,16.80107
2023-04-12,14.91935
2023-04-13,17.06989
2023-04-14,21.9086
2023-04-15,9.00537
2023-04-16,9.67741
2023-04-17,21.23655
2023-04-18,22.71505
2023-04-19,20.4301
2023-04-20,17.06989
2023-04-21,19.75806
2023-04-22,8.33333
2023-04-23,10.08064
2023-04-24,23.25268
2023-04-25,19.22043
2023-04-26,19.89247
2023-04-27,18.41397
2023-04-28,15.86021
2023-04-29,9.54301
2023-04-30,12.09677
2023-05-01,15.86021
2023-05-02,21.50537
2023-05-03,15.18817
2023-05-04,17.60752
2023-05-05,8.19892
2023-05-06,7.12365
2023-05-07,10.75268
2023-05-08,19.62365
2023-05-09,22.44623
2023-05-10,15.86021
2023-05-11,13.84408
2023-05-12,16.12903
2023-05-13,6.04838
2023-05-14,8.87096
2023-05-15,17.06989
2023-05-16,13.57526
2023-05-17,12.6344
2023-05-18,12.6344
2023-05-19,10.48387
2023-05-20,6.3172
2023-05-21,5.51075
2023-05-22,14.78494
2023-05-23,12.36559
2023-05-24,9.00537
2023-05-25,11.96236
2023-05-26,12.6344
2023-05-27,7.9301
2023-05-28,8.33333
