date,후성주가
2020-03-20,10.06404
2020-03-21,1.03494
2020-03-22,0.91892
2020-03-23,8.28189
2020-03-24,8.53715
2020-03-25,9.38645
2020-03-26,9.2565
2020-03-27,8.8945
2020-03-28,0.93516
2020-03-29,0.87947
2020-03-30,8.20067
2020-03-31,8.66477
2020-04-01,9.24026
2020-04-02,7.6832
2020-04-03,6.65521
2020-04-04,0.74024
2020-04-05,0.59405
2020-04-06,7.65999
2020-04-07,9.07318
2020-04-08,9.70204
2020-04-09,8.76688
2020-04-10,7.74585
2020-04-11,0.7472
2020-04-12,0.61725
2020-04-13,7.07523
2020-04-14,6.88959
2020-04-15,0.90499
2020-04-16,7.07755
2020-04-17,9.35861
2020-04-18,1.0303
2020-04-19,0.90035
2020-04-20,8.56267
2020-04-21,7.60894
2020-04-22,7.1518
2020-04-23,7.46971
2020-04-24,6.17023
2020-04-25,0.57548
2020-04-26,0.52907
2020-04-27,6.27001
2020-04-28,5.84536
2020-04-29,6.0658
2020-04-30,0.82378
2020-05-01,0.84466
2020-05-02,0.47338
2020-05-03,0.3736
2020-05-04,6.00083
2020-05-05,0.87251
2020-05-06,7.7969
2020-05-07,7.07058
2020-05-08,6.78748
2020-05-09,0.88875
2020-05-10,0.59869
2020-05-11,6.91743
2020-05-12,6.14702
2020-05-13,7.46275
2020-05-14,7.10307
2020-05-15,5.84536
2020-05-16,0.74024
2020-05-17,0.54067
2020-05-18,6.27001
2020-05-19,7.56021
2020-05-20,10.28913
2020-05-21,11.70232
2020-05-22,11.22197
2020-05-23,1.37838
2020-05-24,1.54545
2020-05-25,14.98352
2020-05-26,14.74683
2020-05-27,11.26839
2020-05-28,10.98992
2020-05-29,10.22184
2020-05-30,1.14633
2020-05-31,0.97925
2020-06-01,10.25896
2020-06-02,11.45867
2020-06-03,10.81357
2020-06-04,11.44242
2020-06-05,13.76757
2020-06-06,1.42479
2020-06-07,1.60347
2020-06-08,11.6327
2020-06-09,10.16846
2020-06-10,8.54411
2020-06-11,8.09857
2020-06-12,7.48131
2020-06-13,0.77272
2020-06-14,0.6799
2020-06-15,7.49524
2020-06-16,8.30974
2020-06-17,8.17051
2020-06-18,8.79936
2020-06-19,9.00125
2020-06-20,0.8261
2020-06-21,0.71007
2020-06-22,7.62519
2020-06-23,7.34208
2020-06-24,7.51148
2020-06-25,7.53469
2020-06-26,7.10771
2020-06-27,0.70079
2020-06-28,0.71703
2020-06-29,6.4835
2020-06-30,6.32802
2020-07-01,6.23056
2020-07-02,5.84072
2020-07-03,5.43927
2020-07-04,1.01174
2020-07-05,0.68687
2020-07-06,6.42084
2020-07-07,6.64361
2020-07-08,5.81519
2020-07-09,5.97995
2020-07-10,5.17009
2020-07-11,0.53835
2020-07-12,0.45249
2020-07-13,5.79895
2020-07-14,5.55529
2020-07-15,5.59474
2020-07-16,7.77834
2020-07-17,7.20749
2020-07-18,0.73096
2020-07-19,0.80289
2020-07-20,6.83853
2020-07-21,7.08915
2020-07-22,6.10525
2020-07-23,5.69684
2020-07-24,5.19329
2020-07-25,0.54996
2020-07-26,0.54531
2020-07-27,6.75035
2020-07-28,7.34208
2020-07-29,12.19659
2020-07-30,9.30523
2020-07-31,7.11003
2020-08-01,0.78897
2020-08-02,0.77272
2020-08-03,9.66259
2020-08-04,8.46985
2020-08-05,7.85492
2020-08-06,18.72418
2020-08-07,17.32259
2020-08-08,2.14879
2020-08-09,1.90049
2020-08-10,14.45444
2020-08-11,12.29173
2020-08-12,12.51914
2020-08-13,12.68622
2020-08-14,9.76237
2020-08-15,1.27163
2020-08-16,0.8493
2020-08-17,1.73574
2020-08-18,9.96426
2020-08-19,8.52786
2020-08-20,8.50234
2020-08-21,8.56963
2020-08-22,0.7704
2020-08-23,0.56156
2020-08-24,8.08465
2020-08-25,8.45361
2020-08-26,7.68552
2020-08-27,7.22142
2020-08-28,8.71351
2020-08-29,0.76344
2020-08-30,0.69151
2020-08-31,10.17078
2020-09-01,28.31716
2020-09-02,27.99461
2020-09-03,28.5701
2020-09-04,45.92518
2020-09-05,7.72961
2020-09-06,7.00561
2020-09-07,41.05443
2020-09-08,29.52615
2020-09-09,23.80377
2020-09-10,22.4718
2020-09-11,18.0025
2020-09-12,2.52007
2020-09-13,2.52935
2020-09-14,17.27618
2020-09-15,16.47793
2020-09-16,15.74233
2020-09-17,15.78874
2020-09-18,14.89534
2020-09-19,2.55952
2020-09-20,2.21144
2020-09-21,18.22527
2020-09-22,15.50099
2020-09-23,15.61702
2020-09-24,12.75351
2020-09-25,12.26388
2020-09-26,1.52921
2020-09-27,1.32036
2020-09-28,11.86708
2020-09-29,11.79978
2020-09-30,0.96997
2020-10-01,1.04886
2020-10-02,0.86787
2020-10-03,0.76576
2020-10-04,0.95372
2020-10-05,12.58875
2020-10-06,14.57975
2020-10-07,13.23618
2020-10-08,12.63052
2020-10-09,1.97707
2020-10-10,1.22522
2020-10-11,1.38302
2020-10-12,15.2759
2020-10-13,11.89492
2020-10-14,13.76525
2020-10-15,11.39137
2020-10-16,10.5351
2020-10-17,1.0419
2020-10-18,0.81449
2020-10-19,10.48637
2020-10-20,9.80182
2020-10-21,9.23098
2020-10-22,8.65317
2020-10-23,9.23098
2020-10-24,0.83074
2020-10-25,0.64974
2020-10-26,8.82721
2020-10-27,9.17761
2020-10-28,12.99252
2020-10-29,11.12219
2020-10-30,8.61604
2020-10-31,0.92356
2020-11-01,0.70079
2020-11-02,8.83649
2020-11-03,9.83663
2020-11-04,10.40516
2020-11-05,11.37281
2020-11-06,14.25952
2020-11-07,1.78679
2020-11-08,1.5965
2020-11-09,15.61006
2020-11-10,12.48433
2020-11-11,10.84373
2020-11-12,9.72989
2020-11-13,8.55339
2020-11-14,0.94908
2020-11-15,0.76576
2020-11-16,10.65113
2020-11-17,9.28899
2020-11-18,8.44201
2020-11-19,9.32612
2020-11-20,7.40242
2020-11-21,0.90499
2020-11-22,0.90035
2020-11-23,8.17283
2020-11-24,8.56499
2020-11-25,8.38863
2020-11-26,8.10321
2020-11-27,9.00589
2020-11-28,1.48976
2020-11-29,1.26699
2020-11-30,8.3956
2020-12-01,7.68784
2020-12-02,8.08929
2020-12-03,7.75281
2020-12-04,8.01735
2020-12-05,1.3807
2020-12-06,0.96069
2020-12-07,7.89901
