date,주택법
2022-01-20,52.15605
2022-01-21,55.0308
2022-01-22,17.04312
2022-01-23,15.40041
2022-01-24,58.21355
2022-01-25,63.65503
2022-01-26,59.0349
2022-01-27,46.6119
2022-01-28,31.93018
2022-01-29,11.3963
2022-01-30,11.90965
2022-01-31,9.24024
2022-02-01,7.59753
2022-02-02,10.98562
2022-02-03,47.84394
2022-02-04,40.2464
2022-02-05,15.19507
2022-02-06,15.50308
2022-02-07,59.0349
2022-02-08,73.71663
2022-02-09,65.40041
2022-02-10,55.74948
2022-02-11,51.54004
2022-02-12,15.40041
2022-02-13,15.60574
2022-02-14,59.75359
2022-02-15,65.60574
2022-02-16,58.52156
2022-02-17,59.0349
2022-02-18,54.82546
2022-02-19,14.37371
2022-02-20,13.96303
2022-02-21,61.08829
2022-02-22,52.6694
2022-02-23,53.79876
2022-02-24,62.32032
2022-02-25,55.3388
2022-02-26,13.7577
2022-02-27,13.34702
2022-02-28,39.93839
2022-03-01,16.22176
2022-03-02,51.12936
2022-03-03,57.59753
2022-03-04,44.96919
2022-03-05,16.11909
2022-03-06,13.65503
2022-03-07,52.05338
2022-03-08,49.38398
2022-03-09,16.52977
2022-03-10,48.15195
2022-03-11,50.10266
2022-03-12,15.70841
2022-03-13,14.98973
2022-03-14,53.59342
2022-03-15,56.05749
2022-03-16,53.69609
2022-03-17,47.33059
2022-03-18,41.5811
2022-03-19,15.40041
2022-03-20,12.11498
2022-03-21,54.51745
2022-03-22,57.59753
2022-03-23,45.99589
2022-03-24,49.79466
2022-03-25,36.34496
2022-03-26,15.60574
2022-03-27,16.22176
2022-03-28,53.90143
2022-03-29,55.85215
2022-03-30,59.95893
2022-03-31,50.71868
2022-04-01,42.81314
2022-04-02,11.90965
2022-04-03,15.91375
2022-04-04,54.62012
2022-04-05,60.88295
2022-04-06,53.90143
2022-04-07,57.80287
2022-04-08,47.6386
2022-04-09,13.96303
2022-04-10,12.62833
2022-04-11,60.0616
2022-04-12,58.52156
2022-04-13,47.53593
2022-04-14,50.10266
2022-04-15,44.45585
2022-04-16,12.42299
2022-04-17,14.16837
2022-04-18,65.70841
2022-04-19,68.89117
2022-04-20,60.16427
2022-04-21,57.59753
2022-04-22,53.38809
2022-04-23,15.19507
2022-04-24,12.731
2022-04-25,57.18685
2022-04-26,55.0308
2022-04-27,55.95482
2022-04-28,51.95071
2022-04-29,51.54004
2022-04-30,14.57905
2022-05-01,12.731
2022-05-02,60.78028
2022-05-03,51.64271
2022-05-04,54.31211
2022-05-05,12.42299
2022-05-06,33.05954
2022-05-07,11.08829
2022-05-08,13.7577
2022-05-09,68.06981
2022-05-10,62.21765
2022-05-11,58.93223
2022-05-12,53.38809
2022-05-13,48.56262
2022-05-14,11.3963
2022-05-15,11.29363
2022-05-16,54.92813
2022-05-17,59.85626
2022-05-18,64.47638
2022-05-19,52.46406
2022-05-20,45.07186
2022-05-21,12.52566
2022-05-22,11.60164
2022-05-23,52.97741
2022-05-24,58.21355
2022-05-25,49.69199
2022-05-26,50.71868
2022-05-27,46.81724
2022-05-28,10.98562
2022-05-29,11.60164
2022-05-30,50.51334
2022-05-31,51.64271
2022-06-01,12.21765
2022-06-02,51.95071
2022-06-03,40.04106
2022-06-04,10.78028
2022-06-05,8.82956
2022-06-06,12.62833
2022-06-07,45.17453
2022-06-08,60.78028
2022-06-09,50.82135
2022-06-10,51.12936
2022-06-11,14.16837
2022-06-12,13.44969
2022-06-13,60.3696
2022-06-14,59.34291
2022-06-15,60.3696
2022-06-16,54.41478
2022-06-17,48.15195
2022-06-18,14.57905
2022-06-19,13.86036
2022-06-20,59.65092
2022-06-21,65.81108
2022-06-22,55.74948
2022-06-23,51.95071
2022-06-24,35.83162
2022-06-25,12.62833
2022-06-26,12.731
2022-06-27,49.28131
2022-06-28,53.18275
2022-06-29,47.74127
2022-06-30,46.50924
2022-07-01,40.75975
2022-07-02,14.27104
2022-07-03,13.24435
2022-07-04,54.92813
2022-07-05,56.57084
2022-07-06,48.87063
2022-07-07,53.18275
2022-07-08,45.07186
2022-07-09,13.03901
2022-07-10,12.83367
2022-07-11,58.41889
2022-07-12,62.731
2022-07-13,57.59753
2022-07-14,51.3347
2022-07-15,45.89322
2022-07-16,12.01232
2022-07-17,12.52566
2022-07-18,58.31622
2022-07-19,61.70431
2022-07-20,52.15605
2022-07-21,56.57084
2022-07-22,50.51334
2022-07-23,14.0657
2022-07-24,14.16837
2022-07-25,49.48665
2022-07-26,58.93223
2022-07-27,50.82135
2022-07-28,43.42915
2022-07-29,45.68788
2022-07-30,10.98562
2022-07-31,14.57905
2022-08-01,52.97741
2022-08-02,53.18275
2022-08-03,48.04928
2022-08-04,47.94661
2022-08-05,40.04106
2022-08-06,12.52566
2022-08-07,14.68172
2022-08-08,53.08008
2022-08-09,51.02669
2022-08-10,51.74537
2022-08-11,46.40657
2022-08-12,51.54004
2022-08-13,12.52566
2022-08-14,11.19096
2022-08-15,13.96303
2022-08-16,58.11088
2022-08-17,62.52566
2022-08-18,61.29363
2022-08-19,51.02669
2022-08-20,14.57905
2022-08-21,12.731
2022-08-22,59.65092
2022-08-23,58.62422
2022-08-24,51.23203
2022-08-25,48.04928
2022-08-26,45.07186
2022-08-27,15.29774
2022-08-28,12.62833
2022-08-29,47.94661
2022-08-30,42.81314
2022-08-31,48.45995
2022-09-01,46.50924
2022-09-02,50.41067
2022-09-03,10.98562
2022-09-04,13.44969
2022-09-05,50.41067
2022-09-06,45.17453
2022-09-07,60.16427
2022-09-08,35.01026
2022-09-09,9.34291
2022-09-10,9.13757
2022-09-11,9.0349
2022-09-12,13.55236
2022-09-13,53.79876
2022-09-14,64.57905
2022-09-15,55.23613
2022-09-16,52.97741
2022-09-17,15.0924
2022-09-18,11.80698
2022-09-19,63.65503
2022-09-20,67.45379
2022-09-21,88.9117
2022-09-22,76.28336
2022-09-23,46.40657
2022-09-24,28.74743
2022-09-25,18.37782
2022-09-26,60.0616
2022-09-27,63.55236
2022-09-28,62.01232
2022-09-29,54.51745
2022-09-30,44.14784
2022-10-01,12.01232
2022-10-02,12.83367
2022-10-03,14.37371
2022-10-04,54.31211
2022-10-05,55.3388
2022-10-06,58.82956
2022-10-07,45.79055
2022-10-08,13.86036
2022-10-09,12.01232
2022-10-10,14.57905
2022-10-11,53.79876
2022-10-12,62.52566
2022-10-13,55.44147
2022-10-14,45.2772
2022-10-15,14.98973
2022-10-16,16.32443
2022-10-17,63.86036
2022-10-18,58.93223
2022-10-19,58.62422
2022-10-20,53.59342
2022-10-21,45.48254
2022-10-22,13.34702
2022-10-23,13.7577
2022-10-24,47.74127
2022-10-25,50.41067
2022-10-26,54.0041
2022-10-27,48.87063
2022-10-28,43.42915
2022-10-29,15.40041
2022-10-30,13.86036
2022-10-31,43.63449
2022-11-01,45.17453
2022-11-02,50.41067
2022-11-03,50.61601
2022-11-04,34.18891
2022-11-05,10.98562
2022-11-06,9.95893
2022-11-07,51.3347
2022-11-08,49.69199
2022-11-09,51.54004
2022-11-10,57.18685
2022-11-11,42.50513
2022-11-12,10.57494
2022-11-13,13.44969
2022-11-14,49.38398
2022-11-15,52.36139
2022-11-16,43.01848
2022-11-17,43.32648
2022-11-18,32.5462
2022-11-19,9.24024
2022-11-20,11.08829
2022-11-21,47.53593
2022-11-22,45.58521
2022-11-23,47.94661
2022-11-24,46.91991
2022-11-25,35.31827
2022-11-26,10.67761
2022-11-27,10.98562
2022-11-28,41.78644
2022-11-29,53.59342
2022-11-30,45.99589
2022-12-01,47.12525
2022-12-02,39.63039
2022-12-03,9.85626
2022-12-04,8.82956
2022-12-05,48.56262
2022-12-06,44.25051
2022-12-07,49.48665
2022-12-08,52.15605
2022-12-09,37.67967
2022-12-10,14.68172
2022-12-11,11.19096
2022-12-12,45.37987
2022-12-13,44.04517
2022-12-14,47.84394
2022-12-15,40.86242
2022-12-16,34.49691
2022-12-17,10.3696
2022-12-18,12.21765
2022-12-19,46.20123
2022-12-20,45.07186
2022-12-21,43.01848
2022-12-22,41.68377
2022-12-23,31.72484
2022-12-24,6.57084
2022-12-25,9.44558
2022-12-26,35.11293
2022-12-27,33.98357
2022-12-28,35.52361
2022-12-29,32.75154
2022-12-30,17.86447
2022-12-31,5.95482
2023-01-01,5.64681
2023-01-02,37.88501
2023-01-03,60.16427
2023-01-04,63.03901
2023-01-05,61.60164
2023-01-06,44.25051
2023-01-07,12.52566
2023-01-08,12.62833
2023-01-09,50.41067
2023-01-10,52.25872
2023-01-11,57.49486
2023-01-12,49.17864
2023-01-13,40.04106
2023-01-14,10.78028
2023-01-15,11.29363
2023-01-16,47.33059
2023-01-17,47.84394
2023-01-18,48.04928
2023-01-19,38.60369
2023-01-20,25.66735
2023-01-21,5.95482
2023-01-22,4.20944
2023-01-23,7.80287
2023-01-24,9.54825
2023-01-25,45.58521
2023-01-26,46.6119
2023-01-27,41.2731
2023-01-28,11.19096
2023-01-29,10.98562
2023-01-30,45.2772
2023-01-31,49.58932
2023-02-01,49.38398
2023-02-02,42.29979
2023-02-03,44.04517
2023-02-04,11.29363
2023-02-05,10.57494
2023-02-06,46.50924
2023-02-07,47.02258
2023-02-08,51.84804
2023-02-09,48.87063
2023-02-10,47.94661
2023-02-11,11.80698
2023-02-12,13.55236
2023-02-13,54.41478
2023-02-14,52.77207
2023-02-15,46.40657
2023-02-16,51.84804
2023-02-17,45.37987
2023-02-18,11.90965
2023-02-19,13.14168
2023-02-20,48.56262
2023-02-21,57.39219
2023-02-22,59.13757
2023-02-23,39.63039
2023-02-24,42.40246
2023-02-25,11.70431
2023-02-26,9.65092
2023-02-27,44.55852
2023-02-28,44.76386
2023-03-01,14.16837
2023-03-02,48.15195
2023-03-03,42.50513
2023-03-04,14.0657
2023-03-05,13.14168
2023-03-06,50.308
2023-03-07,47.12525
2023-03-08,51.64271
2023-03-09,55.0308
2023-03-10,42.29979
2023-03-11,12.52566
2023-03-12,12.52566
2023-03-13,52.6694
2023-03-14,53.08008
2023-03-15,50.82135
2023-03-16,47.84394
2023-03-17,40.2464
2023-03-18,12.32032
2023-03-19,8.00821
2023-03-20,49.58932
2023-03-21,55.13347
2023-03-22,47.02258
2023-03-23,51.95071
2023-03-24,47.74127
2023-03-25,13.24435
2023-03-26,12.01232
2023-03-27,48.35728
2023-03-28,50.61601
2023-03-29,50.10266
2023-03-30,50.71868
2023-03-31,34.08624
2023-04-01,12.21765
2023-04-02,10.47227
2023-04-03,46.91991
2023-04-04,55.85215
2023-04-05,56.3655
2023-04-06,49.38398
2023-04-07,46.6119
2023-04-08,13.96303
2023-04-09,10.88295
2023-04-10,48.04928
2023-04-11,48.9733
2023-04-12,53.79876
2023-04-13,57.18685
2023-04-14,44.76386
2023-04-15,10.98562
2023-04-16,10.88295
2023-04-17,53.28542
2023-04-18,48.45995
2023-04-19,57.08418
2023-04-20,43.01848
2023-04-21,39.21971
2023-04-22,11.08829
2023-04-23,11.70431
2023-04-24,46.81724
2023-04-25,54.0041
2023-04-26,52.87474
2023-04-27,50.10266
2023-04-28,40.86242
2023-04-29,9.85626
2023-04-30,9.0349
2023-05-01,19.40451
2023-05-02,38.39835
2023-05-03,49.07597
2023-05-04,42.29979
2023-05-05,10.98562
2023-05-06,10.88295
2023-05-07,10.88295
2023-05-08,43.9425
2023-05-09,44.66119
2023-05-10,52.6694
2023-05-11,61.08829
2023-05-12,43.42915
2023-05-13,10.26694
2023-05-14,8.82956
2023-05-15,45.79055
2023-05-16,62.11498
2023-05-17,59.24024
2023-05-18,40.04106
2023-05-19,33.77823
2023-05-20,11.60164
2023-05-21,10.47227
2023-05-22,49.89733
2023-05-23,45.37987
2023-05-24,46.91991
2023-05-25,40.75975
2023-05-26,35.42094
2023-05-27,11.19096
2023-05-28,11.60164
2023-05-29,14.0657
