date,주택법
2020-03-20,41.99178
2020-03-21,15.70841
2020-03-22,11.08829
2020-03-23,45.89322
2020-03-24,50.71868
2020-03-25,50.0
2020-03-26,43.83983
2020-03-27,37.98767
2020-03-28,13.86036
2020-03-29,12.11498
2020-03-30,39.83572
2020-03-31,41.88911
2020-04-01,41.5811
2020-04-02,44.86652
2020-04-03,37.26899
2020-04-04,13.44969
2020-04-05,9.44558
2020-04-06,41.99178
2020-04-07,39.63039
2020-04-08,43.9425
2020-04-09,43.22381
2020-04-10,32.75154
2020-04-11,11.3963
2020-04-12,11.29363
2020-04-13,47.12525
2020-04-14,37.98767
2020-04-15,13.96303
2020-04-16,38.60369
2020-04-17,40.45174
2020-04-18,16.22176
2020-04-19,15.19507
2020-04-20,43.32648
2020-04-21,45.37987
2020-04-22,50.308
2020-04-23,45.48254
2020-04-24,40.2464
2020-04-25,14.47638
2020-04-26,13.65503
2020-04-27,44.35318
2020-04-28,44.86652
2020-04-29,39.83572
2020-04-30,13.86036
2020-05-01,15.40041
2020-05-02,11.3963
2020-05-03,10.88295
2020-05-04,33.47022
2020-05-05,14.37371
2020-05-06,47.43326
2020-05-07,47.33059
2020-05-08,37.88501
2020-05-09,13.96303
2020-05-10,15.19507
2020-05-11,47.84394
2020-05-12,50.61601
2020-05-13,49.69199
2020-05-14,50.71868
2020-05-15,35.93429
2020-05-16,14.78439
2020-05-17,18.06981
2020-05-18,45.89322
2020-05-19,49.48665
2020-05-20,47.02258
2020-05-21,50.20533
2020-05-22,41.17043
2020-05-23,14.16837
2020-05-24,14.37371
2020-05-25,43.53182
2020-05-26,51.02669
2020-05-27,44.76386
2020-05-28,47.22792
2020-05-29,38.60369
2020-05-30,13.65503
2020-05-31,13.96303
2020-06-01,50.308
2020-06-02,50.82135
2020-06-03,50.92402
2020-06-04,51.02669
2020-06-05,36.96098
2020-06-06,15.29774
2020-06-07,16.94045
2020-06-08,51.74537
2020-06-09,51.74537
2020-06-10,56.26283
2020-06-11,49.07597
2020-06-12,36.44763
2020-06-13,16.63244
2020-06-14,20.73921
2020-06-15,58.21355
2020-06-16,56.98151
2020-06-17,78.23408
2020-06-18,71.25256
2020-06-19,58.52156
2020-06-20,18.68583
2020-06-21,17.24845
2020-06-22,67.45379
2020-06-23,67.04312
2020-06-24,50.51334
2020-06-25,57.7002
2020-06-26,50.61601
2020-06-27,17.86447
2020-06-28,17.04312
2020-06-29,51.12936
2020-06-30,63.7577
2020-07-01,52.6694
2020-07-02,61.70431
2020-07-03,41.37577
2020-07-04,16.52977
2020-07-05,17.14579
2020-07-06,51.74537
2020-07-07,52.87474
2020-07-08,60.78028
2020-07-09,58.31622
2020-07-10,56.77618
2020-07-11,16.83778
2020-07-12,18.27515
2020-07-13,66.32443
2020-07-14,68.48049
2020-07-15,58.62422
2020-07-16,58.00821
2020-07-17,47.84394
2020-07-18,20.22587
2020-07-19,18.68583
2020-07-20,57.08418
2020-07-21,62.11498
2020-07-22,62.93634
2020-07-23,57.49486
2020-07-24,49.48665
2020-07-25,17.14579
2020-07-26,18.48049
2020-07-27,57.80287
2020-07-28,61.3963
2020-07-29,70.94455
2020-07-30,66.4271
2020-07-31,54.72279
2020-08-01,27.00205
2020-08-02,21.14989
2020-08-03,53.28542
2020-08-04,74.94866
2020-08-05,64.78439
2020-08-06,47.12525
2020-08-07,53.28542
2020-08-08,20.32854
2020-08-09,18.58316
2020-08-10,48.66529
2020-08-11,62.93634
2020-08-12,63.65503
2020-08-13,53.28542
2020-08-14,43.32648
2020-08-15,18.58316
2020-08-16,14.98973
2020-08-17,24.94866
2020-08-18,49.79466
2020-08-19,57.59753
2020-08-20,51.23203
2020-08-21,47.02258
2020-08-22,17.04312
2020-08-23,16.22176
2020-08-24,52.56673
2020-08-25,52.15605
2020-08-26,50.82135
2020-08-27,55.95482
2020-08-28,48.9733
2020-08-29,17.35112
2020-08-30,19.91786
2020-08-31,52.87474
2020-09-01,57.7002
2020-09-02,53.28542
2020-09-03,54.41478
2020-09-04,55.23613
2020-09-05,16.63244
2020-09-06,19.60985
2020-09-07,56.26283
2020-09-08,61.60164
2020-09-09,53.49075
2020-09-10,55.13347
2020-09-11,57.49486
2020-09-12,19.0965
2020-09-13,17.7618
2020-09-14,66.73511
2020-09-15,64.78439
2020-09-16,63.24435
2020-09-17,60.16427
2020-09-18,55.3388
2020-09-19,21.4579
2020-09-20,16.63244
2020-09-21,58.21355
2020-09-22,59.75359
2020-09-23,55.3388
2020-09-24,45.48254
2020-09-25,39.21971
2020-09-26,19.50718
2020-09-27,20.63655
2020-09-28,45.48254
2020-09-29,30.1848
2020-09-30,10.16427
2020-10-01,10.16427
2020-10-02,9.13757
2020-10-03,14.0657
2020-10-04,12.21765
2020-10-05,44.96919
2020-10-06,51.74537
2020-10-07,55.13347
2020-10-08,49.17864
2020-10-09,19.71252
2020-10-10,16.32443
2020-10-11,16.32443
2020-10-12,56.3655
2020-10-13,55.0308
2020-10-14,59.85626
2020-10-15,58.00821
2020-10-16,43.53182
2020-10-17,18.99383
2020-10-18,18.68583
2020-10-19,48.66529
2020-10-20,62.01232
2020-10-21,61.49897
2020-10-22,59.24024
2020-10-23,47.6386
2020-10-24,15.19507
2020-10-25,18.89117
2020-10-26,59.85626
2020-10-27,69.40451
2020-10-28,53.18275
2020-10-29,50.308
2020-10-30,46.50924
2020-10-31,14.57905
2020-11-01,14.57905
2020-11-02,49.58932
2020-11-03,55.0308
2020-11-04,50.41067
2020-11-05,48.87063
2020-11-06,49.69199
2020-11-07,15.91375
2020-11-08,18.89117
2020-11-09,62.52566
2020-11-10,57.08418
2020-11-11,61.80698
2020-11-12,61.90965
2020-11-13,58.21355
2020-11-14,19.19917
2020-11-15,18.17248
2020-11-16,62.93634
2020-11-17,61.60164
2020-11-18,69.40451
2020-11-19,75.56468
2020-11-20,59.0349
2020-11-21,20.02053
2020-11-22,18.37782
2020-11-23,65.50308
2020-11-24,58.00821
2020-11-25,56.87885
2020-11-26,55.54414
2020-11-27,57.28952
2020-11-28,18.06981
2020-11-29,19.60985
2020-11-30,59.65092
2020-12-01,56.3655
2020-12-02,59.75359
2020-12-03,62.32032
2020-12-04,48.66529
2020-12-05,18.06981
2020-12-06,17.65913
2020-12-07,63.96303
2020-12-08,54.41478
2020-12-09,63.34702
2020-12-10,64.68172
2020-12-11,54.31211
2020-12-12,21.76591
2020-12-13,18.7885
2020-12-14,56.3655
2020-12-15,62.731
2020-12-16,60.78028
2020-12-17,68.17248
2020-12-18,76.89938
2020-12-19,26.4887
2020-12-20,19.0965
2020-12-21,68.27515
2020-12-22,63.55236
2020-12-23,55.13347
2020-12-24,49.89733
2020-12-25,14.16837
2020-12-26,16.01642
2020-12-27,16.22176
2020-12-28,53.49075
2020-12-29,53.49075
2020-12-30,48.66529
2020-12-31,32.23819
2021-01-01,10.57494
2021-01-02,14.88706
2021-01-03,17.14579
2021-01-04,49.89733
2021-01-05,64.0657
2021-01-06,66.73511
2021-01-07,63.65503
2021-01-08,54.92813
2021-01-09,21.4579
2021-01-10,20.43121
2021-01-11,64.47638
2021-01-12,65.60574
2021-01-13,68.27515
2021-01-14,67.35112
2021-01-15,54.41478
2021-01-16,18.7885
2021-01-17,19.19917
2021-01-18,72.48459
2021-01-19,63.65503
2021-01-20,57.59753
2021-01-21,57.59753
2021-01-22,50.61601
2021-01-23,20.63655
2021-01-24,18.06981
2021-01-25,63.65503
2021-01-26,65.60574
2021-01-27,60.67761
2021-01-28,62.52566
2021-01-29,50.92402
2021-01-30,18.27515
2021-01-31,22.07392
2021-02-01,62.42299
2021-02-02,67.65913
2021-02-03,68.37782
2021-02-04,65.81108
2021-02-05,49.79466
2021-02-06,15.91375
2021-02-07,20.1232
2021-02-08,63.55236
2021-02-09,62.01232
2021-02-10,37.67967
2021-02-11,13.03901
2021-02-12,11.29363
2021-02-13,14.37371
2021-02-14,16.22176
2021-02-15,67.86447
2021-02-16,100.0
2021-02-17,78.54209
2021-02-18,70.53388
2021-02-19,64.57905
2021-02-20,20.43121
2021-02-21,18.06981
2021-02-22,70.53388
2021-02-23,67.55646
2021-02-24,58.52156
2021-02-25,58.93223
2021-02-26,52.36139
2021-02-27,16.32443
2021-02-28,16.4271
2021-03-01,21.14989
2021-03-02,67.45379
2021-03-03,57.7002
2021-03-04,62.731
2021-03-05,59.65092
2021-03-06,15.91375
2021-03-07,16.11909
2021-03-08,63.55236
2021-03-09,70.53388
2021-03-10,66.32443
2021-03-11,66.22176
2021-03-12,62.21765
2021-03-13,18.48049
2021-03-14,18.48049
2021-03-15,81.62217
2021-03-16,69.40451
2021-03-17,68.89117
2021-03-18,66.01642
2021-03-19,57.28952
2021-03-20,16.63244
2021-03-21,18.89117
2021-03-22,72.07392
2021-03-23,69.60985
2021-03-24,69.40451
2021-03-25,62.21765
2021-03-26,54.31211
2021-03-27,18.89117
2021-03-28,21.04722
2021-03-29,70.53388
2021-03-30,66.94045
2021-03-31,51.95071
2021-04-01,61.80698
2021-04-02,52.36139
2021-04-03,25.154
2021-04-04,20.84188
2021-04-05,68.37782
2021-04-06,67.14579
2021-04-07,65.19507
2021-04-08,66.4271
2021-04-09,54.82546
2021-04-10,17.14579
2021-04-11,15.81108
2021-04-12,60.57494
2021-04-13,71.4579
2021-04-14,70.1232
2021-04-15,61.3963
2021-04-16,49.89733
2021-04-17,18.7885
2021-04-18,16.11909
2021-04-19,61.49897
2021-04-20,68.37782
2021-04-21,59.24024
2021-04-22,61.08829
2021-04-23,54.62012
2021-04-24,17.7618
2021-04-25,17.45379
2021-04-26,66.32443
2021-04-27,69.91786
2021-04-28,60.26694
2021-04-29,62.62833
2021-04-30,52.25872
2021-05-01,18.48049
2021-05-02,17.7618
2021-05-03,59.95893
2021-05-04,60.0616
2021-05-05,17.65913
2021-05-06,58.52156
2021-05-07,52.25872
2021-05-08,17.35112
2021-05-09,17.86447
2021-05-10,56.26283
2021-05-11,69.0965
2021-05-12,63.7577
2021-05-13,66.11909
2021-05-14,51.3347
2021-05-15,16.22176
2021-05-16,18.27515
2021-05-17,62.62833
2021-05-18,59.85626
2021-05-19,20.94455
2021-05-20,66.01642
2021-05-21,53.79876
2021-05-22,20.22587
2021-05-23,17.96714
2021-05-24,63.24435
2021-05-25,65.50308
2021-05-26,61.70431
2021-05-27,60.78028
2021-05-28,56.05749
2021-05-29,17.45379
2021-05-30,15.91375
2021-05-31,68.17248
2021-06-01,59.24024
2021-06-02,56.46817
2021-06-03,59.95893
2021-06-04,50.0
2021-06-05,14.98973
2021-06-06,18.68583
2021-06-07,64.0657
2021-06-08,59.65092
2021-06-09,68.58316
2021-06-10,56.05749
2021-06-11,54.41478
2021-06-12,22.48459
2021-06-13,17.14579
2021-06-14,62.21765
2021-06-15,59.54825
2021-06-16,62.93634
2021-06-17,48.76796
2021-06-18,49.79466
2021-06-19,13.55236
2021-06-20,13.65503
2021-06-21,64.57905
2021-06-22,67.45379
2021-06-23,57.59753
2021-06-24,52.15605
2021-06-25,51.95071
2021-06-26,17.55646
2021-06-27,15.81108
2021-06-28,56.16016
2021-06-29,51.23203
2021-06-30,56.05749
2021-07-01,53.69609
2021-07-02,43.53182
2021-07-03,17.65913
2021-07-04,14.27104
2021-07-05,56.98151
2021-07-06,58.00821
2021-07-07,61.70431
2021-07-08,52.36139
2021-07-09,54.51745
2021-07-10,13.86036
2021-07-11,17.35112
2021-07-12,63.96303
2021-07-13,65.91375
2021-07-14,72.27926
2021-07-15,57.49486
2021-07-16,49.58932
2021-07-17,16.73511
2021-07-18,14.57905
2021-07-19,65.29774
2021-07-20,66.94045
2021-07-21,70.84188
2021-07-22,65.60574
2021-07-23,54.41478
2021-07-24,15.19507
2021-07-25,13.03901
2021-07-26,63.86036
2021-07-27,66.83778
2021-07-28,58.93223
2021-07-29,52.25872
2021-07-30,46.20123
2021-07-31,16.94045
2021-08-01,15.29774
2021-08-02,57.39219
2021-08-03,60.78028
2021-08-04,52.97741
2021-08-05,55.44147
2021-08-06,54.62012
2021-08-07,16.63244
2021-08-08,14.98973
2021-08-09,60.57494
2021-08-10,62.01232
2021-08-11,68.68583
2021-08-12,64.37371
2021-08-13,47.22792
2021-08-14,18.37782
2021-08-15,16.52977
2021-08-16,22.7926
2021-08-17,58.52156
2021-08-18,58.62422
2021-08-19,59.44558
2021-08-20,52.36139
2021-08-21,16.94045
2021-08-22,17.24845
2021-08-23,63.65503
2021-08-24,62.32032
2021-08-25,60.98562
2021-08-26,64.0657
2021-08-27,57.80287
2021-08-28,16.63244
2021-08-29,18.99383
2021-08-30,69.60985
2021-08-31,67.35112
2021-09-01,56.16016
2021-09-02,59.54825
2021-09-03,55.64681
2021-09-04,15.0924
2021-09-05,19.40451
2021-09-06,56.77618
2021-09-07,64.27104
2021-09-08,68.06981
2021-09-09,54.20944
2021-09-10,48.87063
2021-09-11,17.14579
2021-09-12,18.06981
2021-09-13,58.52156
2021-09-14,59.34291
2021-09-15,51.23203
2021-09-16,56.57084
2021-09-17,31.72484
2021-09-18,14.16837
2021-09-19,13.14168
2021-09-20,10.3696
2021-09-21,7.80287
2021-09-22,12.83367
2021-09-23,52.87474
2021-09-24,58.00821
2021-09-25,15.19507
2021-09-26,16.11909
2021-09-27,61.90965
2021-09-28,62.62833
2021-09-29,67.65913
2021-09-30,56.98151
2021-10-01,49.58932
2021-10-02,19.19917
2021-10-03,14.47638
2021-10-04,23.92197
2021-10-05,54.20944
2021-10-06,61.19096
2021-10-07,60.57494
2021-10-08,47.43326
2021-10-09,18.27515
2021-10-10,15.60574
2021-10-11,21.4579
2021-10-12,59.0349
2021-10-13,64.47638
2021-10-14,59.24024
2021-10-15,57.80287
2021-10-16,17.96714
2021-10-17,13.44969
2021-10-18,57.90554
2021-10-19,59.24024
2021-10-20,60.98562
2021-10-21,57.7002
2021-10-22,46.91991
2021-10-23,17.55646
2021-10-24,16.94045
2021-10-25,62.52566
2021-10-26,62.93634
2021-10-27,60.78028
2021-10-28,61.70431
2021-10-29,45.89322
2021-10-30,14.88706
2021-10-31,16.32443
2021-11-01,56.05749
2021-11-02,61.80698
2021-11-03,52.05338
2021-11-04,53.08008
2021-11-05,43.01848
2021-11-06,13.24435
2021-11-07,13.86036
2021-11-08,62.83367
2021-11-09,62.62833
2021-11-10,60.47227
2021-11-11,60.47227
2021-11-12,47.02258
2021-11-13,14.98973
2021-11-14,16.83778
2021-11-15,62.01232
2021-11-16,58.82956
2021-11-17,58.82956
2021-11-18,58.52156
2021-11-19,49.38398
2021-11-20,12.83367
2021-11-21,16.63244
2021-11-22,60.16427
2021-11-23,58.52156
2021-11-24,58.11088
2021-11-25,54.31211
2021-11-26,44.25051
2021-11-27,16.94045
2021-11-28,13.7577
2021-11-29,51.12936
2021-11-30,57.18685
2021-12-01,58.31622
2021-12-02,61.3963
2021-12-03,48.45995
2021-12-04,13.34702
2021-12-05,17.96714
2021-12-06,65.50308
2021-12-07,67.45379
2021-12-08,62.21765
2021-12-09,62.01232
2021-12-10,46.3039
2021-12-11,14.78439
2021-12-12,15.19507
2021-12-13,62.01232
2021-12-14,61.49897
2021-12-15,56.05749
2021-12-16,56.67351
2021-12-17,42.29979
2021-12-18,13.24435
2021-12-19,15.29774
2021-12-20,51.95071
2021-12-21,54.62012
2021-12-22,54.62012
2021-12-23,53.90143
2021-12-24,39.83572
2021-12-25,9.13757
2021-12-26,12.52566
2021-12-27,53.90143
2021-12-28,51.23203
2021-12-29,45.58521
2021-12-30,35.93429
2021-12-31,20.02053
2022-01-01,8.52156
2022-01-02,12.32032
2022-01-03,49.28131
2022-01-04,60.47227
2022-01-05,55.44147
2022-01-06,59.65092
2022-01-07,51.23203
2022-01-08,14.88706
2022-01-09,16.01642
2022-01-10,56.16016
2022-01-11,55.85215
2022-01-12,58.31622
2022-01-13,63.03901
2022-01-14,52.36139
2022-01-15,18.27515
2022-01-16,17.35112
2022-01-17,63.96303
2022-01-18,56.05749
2022-01-19,58.41889
