date,건강보험요율
2023-05-29,3.53766
2023-05-30,14.30314
2023-05-31,18.54223
2023-06-01,16.16346
2023-06-02,15.67551
2023-06-03,2.19579
2023-06-04,2.0433
2023-06-05,14.24214
2023-06-06,2.50076
2023-06-07,18.8777
2023-06-08,16.55992
2023-06-09,16.19396
2023-06-10,2.43976
2023-06-11,2.43976
2023-06-12,12.41232
2023-06-13,12.74778
2023-06-14,10.09454
2023-06-15,11.95486
2023-06-16,8.3257
2023-06-17,1.64684
2023-06-18,1.28087
2023-06-19,11.77188
2023-06-20,14.51662
2023-06-21,12.29033
2023-06-22,14.15065
2023-06-23,15.24855
2023-06-24,2.37877
2023-06-25,2.43976
2023-06-26,10.67398
2023-06-27,11.5279
2023-06-28,13.08325
2023-06-29,12.96126
2023-06-30,13.11375
2023-07-01,2.28728
2023-07-02,1.70783
2023-07-03,17.53583
2023-07-04,20.92101
2023-07-05,20.64653
2023-07-06,15.94998
2023-07-07,14.33363
2023-07-08,2.56175
2023-07-09,2.59225
2023-07-10,16.59042
2023-07-11,10.82647
2023-07-12,9.33211
2023-07-13,9.08813
2023-07-14,8.96614
2023-07-15,1.98231
2023-07-16,1.49435
2023-07-17,9.14913
2023-07-18,9.21012
2023-07-19,10.4605
2023-07-20,11.13144
2023-07-21,10.18603
2023-07-22,1.67734
2023-07-23,2.28728
2023-07-24,15.21805
2023-07-25,16.65141
2023-07-26,13.93717
2023-07-27,14.05916
2023-07-28,12.38182
2023-07-29,2.13479
2023-07-30,1.98231
2023-07-31,16.92589
2023-08-01,13.35773
2023-08-02,15.24855
2023-08-03,12.71729
2023-08-04,13.32723
2023-08-05,1.98231
2023-08-06,1.64684
2023-08-07,15.94998
2023-08-08,15.18755
2023-08-09,13.23574
2023-08-10,17.29185
2023-08-11,11.34492
2023-08-12,1.86032
2023-08-13,1.43336
2023-08-14,8.23421
2023-08-15,2.19579
2023-08-16,10.03354
2023-08-17,9.24062
2023-08-18,10.5215
2023-08-19,2.28728
2023-08-20,1.43336
2023-08-21,11.86337
2023-08-22,10.58249
2023-08-23,11.86337
2023-08-24,12.35132
2023-08-25,12.5343
2023-08-26,1.73833
2023-08-27,1.43336
2023-08-28,12.29033
2023-08-29,12.5648
2023-08-30,12.68679
2023-08-31,14.82159
2023-09-01,13.38822
2023-09-02,2.89722
2023-09-03,2.0433
2023-09-04,20.28057
2023-09-05,19.45715
2023-09-06,14.42512
2023-09-07,13.84568
2023-09-08,14.24214
2023-09-09,2.1043
2023-09-10,2.28728
2023-09-11,15.67551
2023-09-12,11.40591
2023-09-13,10.06404
2023-09-14,10.30802
2023-09-15,7.16681
2023-09-16,1.40286
2023-09-17,1.55535
2023-09-18,8.4172
2023-09-19,11.22293
2023-09-20,11.07044
2023-09-21,13.02226
2023-09-22,10.88746
2023-09-23,2.0128
2023-09-24,1.64684
2023-09-25,15.64501
2023-09-26,20.25007
2023-09-27,12.22933
2023-09-28,1.98231
2023-09-29,1.86032
2023-09-30,1.37236
2023-10-01,1.64684
2023-10-02,2.0738
2023-10-03,2.37877
2023-10-04,19.06068
2023-10-05,20.25007
2023-10-06,16.01097
2023-10-07,1.64684
2023-10-08,1.67734
2023-10-09,2.22628
2023-10-10,17.56633
2023-10-11,11.37541
2023-10-12,11.22293
2023-10-13,8.69167
2023-10-14,1.82982
2023-10-15,1.52485
2023-10-16,10.58249
2023-10-17,9.75907
2023-10-18,8.53918
2023-10-19,8.60018
2023-10-20,10.15553
2023-10-21,1.67734
2023-10-22,1.40286
2023-10-23,11.07044
2023-10-24,13.05275
2023-10-25,14.85208
2023-10-26,10.91796
2023-10-27,9.82006
2023-10-28,1.98231
2023-10-29,2.1043
2023-10-30,12.10734
2023-10-31,15.98048
2023-11-01,15.18755
2023-11-02,15.03507
2023-11-03,13.87618
2023-11-04,2.34827
2023-11-05,2.34827
2023-11-06,13.75419
2023-11-07,14.6386
2023-11-08,13.6017
2023-11-09,13.23574
2023-11-10,13.54071
2023-11-11,1.79932
2023-11-12,1.70783
2023-11-13,11.77188
2023-11-14,11.86337
2023-11-15,11.86337
2023-11-16,10.76547
2023-11-17,8.66117
2023-11-18,2.0433
2023-11-19,2.19579
2023-11-20,10.43
2023-11-21,14.6386
2023-11-22,15.30954
2023-11-23,17.56633
2023-11-24,14.82159
2023-11-25,2.43976
2023-11-26,2.53125
2023-11-27,12.99176
2023-11-28,13.87618
2023-11-29,14.33363
2023-11-30,16.07197
2023-12-01,12.5953
2023-12-02,2.74473
2023-12-03,2.59225
2023-12-04,19.70112
2023-12-05,19.18267
2023-12-06,15.40103
2023-12-07,16.43793
2023-12-08,13.26623
2023-12-09,2.62275
2023-12-10,2.71424
2023-12-11,16.46843
2023-12-12,14.45562
2023-12-13,12.25983
2023-12-14,10.94845
2023-12-15,10.43
2023-12-16,2.0128
2023-12-17,1.37236
2023-12-18,11.5584
2023-12-19,14.88258
2023-12-20,16.34644
2023-12-21,14.08966
2023-12-22,14.51662
2023-12-23,2.43976
2023-12-24,1.98231
2023-12-25,1.73833
2023-12-26,14.33363
2023-12-27,16.7429
2023-12-28,15.43153
2023-12-29,16.22445
2023-12-30,3.62915
2023-12-31,2.65324
2024-01-01,2.56175
2024-01-02,34.94967
2024-01-03,33.88228
2024-01-04,34.06526
2024-01-05,28.72827
2024-01-06,3.41567
2024-01-07,3.56816
2024-01-08,25.58706
2024-01-09,25.70905
2024-01-10,28.27081
2024-01-11,23.29978
2024-01-12,14.88258
2024-01-13,3.50716
2024-01-14,2.53125
2024-01-15,20.982
2024-01-16,22.14089
2024-01-17,24.1537
2024-01-18,21.74443
2024-01-19,22.23238
2024-01-20,3.87313
2024-01-21,3.96462
2024-01-22,30.19213
2024-01-23,34.46172
2024-01-24,31.13754
2024-01-25,30.52759
2024-01-26,22.59835
2024-01-27,4.42207
2024-01-28,3.50716
2024-01-29,26.50198
2024-01-30,28.72827
2024-01-31,32.38792
2024-02-01,31.80847
2024-02-02,29.58218
2024-02-03,4.69655
2024-02-04,5.215
2024-02-05,39.61573
2024-02-06,30.74107
2024-02-07,28.24031
2024-02-08,19.48764
2024-02-09,3.29368
2024-02-10,2.80573
2024-02-11,2.25678
2024-02-12,2.77523
2024-02-13,19.42665
2024-02-14,18.60323
2024-02-15,17.56633
2024-02-16,13.87618
2024-02-17,2.65324
2024-02-18,2.34827
2024-02-19,15.61451
2024-02-20,18.02378
2024-02-21,20.03659
2024-02-22,18.05428
2024-02-23,17.44434
2024-02-24,3.59865
2024-02-25,2.37877
2024-02-26,15.79749
2024-02-27,15.61451
2024-02-28,16.04147
2024-02-29,18.32875
2024-03-01,3.96462
2024-03-02,2.50076
2024-03-03,2.1043
2024-03-04,21.56145
2024-03-05,23.02531
2024-03-06,21.25648
2024-03-07,20.00609
2024-03-08,17.65782
2024-03-09,2.86672
2024-03-10,2.62275
2024-03-11,14.6691
2024-03-12,12.01585
2024-03-13,13.69319
2024-03-14,9.21012
2024-03-15,9.60658
2024-03-16,1.98231
2024-03-17,2.19579
2024-03-18,10.76547
2024-03-19,12.80878
2024-03-20,13.87618
