date,마멘토
2020-07-14,41.47727
2020-07-15,34.0909
2020-07-16,50.56818
2020-07-17,30.11363
2020-07-18,9.65909
2020-07-19,13.06818
2020-07-20,30.11363
2020-07-21,49.43181
2020-07-22,42.61363
2020-07-23,37.5
2020-07-24,30.68181
2020-07-25,11.36363
2020-07-26,9.0909
2020-07-27,33.52272
2020-07-28,56.25
2020-07-29,43.75
2020-07-30,50.56818
2020-07-31,31.81818
2020-08-01,22.15909
2020-08-02,14.77272
2020-08-03,47.15909
2020-08-04,45.45454
2020-08-05,43.18181
2020-08-06,48.29545
2020-08-07,38.06818
2020-08-08,18.18181
2020-08-09,19.31818
2020-08-10,60.79545
2020-08-11,51.13636
2020-08-12,38.63636
2020-08-13,37.5
2020-08-14,34.65909
2020-08-15,13.63636
2020-08-16,12.5
2020-08-17,23.29545
2020-08-18,38.63636
2020-08-19,42.61363
2020-08-20,42.61363
2020-08-21,42.04545
2020-08-22,17.04545
2020-08-23,21.02272
2020-08-24,44.88636
2020-08-25,55.11363
2020-08-26,57.95454
2020-08-27,57.95454
2020-08-28,46.02272
2020-08-29,23.86363
2020-08-30,19.88636
2020-08-31,38.63636
2020-09-01,56.81818
2020-09-02,63.06818
2020-09-03,61.36363
2020-09-04,59.65909
2020-09-05,17.61363
2020-09-06,37.5
2020-09-07,73.29545
2020-09-08,67.61363
2020-09-09,67.61363
2020-09-10,77.27272
2020-09-11,65.90909
2020-09-12,36.93181
2020-09-13,47.15909
2020-09-14,97.15909
2020-09-15,78.40909
2020-09-16,85.79545
2020-09-17,87.5
2020-09-18,70.45454
2020-09-19,45.45454
2020-09-20,56.81818
2020-09-21,78.97727
2020-09-22,68.18181
2020-09-23,76.13636
2020-09-24,69.88636
2020-09-25,52.8409
2020-09-26,38.06818
2020-09-27,34.65909
2020-09-28,63.06818
2020-09-29,47.15909
2020-09-30,18.75
2020-10-01,22.15909
2020-10-02,23.29545
2020-10-03,21.5909
2020-10-04,27.8409
2020-10-05,67.61363
2020-10-06,59.0909
2020-10-07,52.27272
2020-10-08,43.75
2020-10-09,29.54545
2020-10-10,23.29545
2020-10-11,21.02272
2020-10-12,61.36363
2020-10-13,57.38636
2020-10-14,57.95454
2020-10-15,64.20454
2020-10-16,47.72727
2020-10-17,28.97727
2020-10-18,40.90909
2020-10-19,73.86363
2020-10-20,63.06818
2020-10-21,51.70454
2020-10-22,42.04545
2020-10-23,42.04545
2020-10-24,27.27272
2020-10-25,19.31818
2020-10-26,27.8409
2020-10-27,48.86363
2020-10-28,36.36363
2020-10-29,45.45454
2020-10-30,38.63636
2020-10-31,18.75
2020-11-01,20.45454
2020-11-02,37.5
2020-11-03,49.43181
2020-11-04,37.5
2020-11-05,40.3409
2020-11-06,33.52272
2020-11-07,16.47727
2020-11-08,18.18181
2020-11-09,55.68181
2020-11-10,43.75
2020-11-11,38.06818
2020-11-12,42.04545
2020-11-13,35.79545
2020-11-14,15.90909
2020-11-15,12.5
2020-11-16,44.88636
2020-11-17,43.75
2020-11-18,44.88636
2020-11-19,46.02272
2020-11-20,40.90909
2020-11-21,19.88636
2020-11-22,28.97727
2020-11-23,48.29545
2020-11-24,40.3409
2020-11-25,44.88636
2020-11-26,45.45454
2020-11-27,43.18181
2020-11-28,19.88636
2020-11-29,15.90909
2020-11-30,43.75
2020-12-01,38.06818
2020-12-02,40.3409
2020-12-03,31.81818
2020-12-04,35.22727
2020-12-05,15.3409
2020-12-06,23.29545
2020-12-07,38.06818
2020-12-08,52.8409
2020-12-09,44.88636
2020-12-10,52.8409
2020-12-11,35.79545
2020-12-12,20.45454
2020-12-13,21.02272
2020-12-14,47.72727
2020-12-15,43.18181
2020-12-16,42.61363
2020-12-17,42.04545
2020-12-18,34.0909
2020-12-19,22.15909
2020-12-20,29.54545
2020-12-21,43.18181
2020-12-22,55.68181
2020-12-23,62.5
2020-12-24,34.65909
2020-12-25,27.27272
2020-12-26,27.27272
2020-12-27,34.65909
2020-12-28,58.52272
2020-12-29,56.25
2020-12-30,42.61363
2020-12-31,38.06818
2021-01-01,21.02272
2021-01-02,25.0
2021-01-03,22.72727
2021-01-04,44.88636
2021-01-05,59.0909
2021-01-06,48.86363
2021-01-07,55.68181
2021-01-08,41.47727
2021-01-09,32.38636
2021-01-10,25.56818
2021-01-11,57.95454
2021-01-12,59.0909
2021-01-13,55.11363
2021-01-14,47.15909
2021-01-15,44.88636
2021-01-16,26.70454
2021-01-17,29.54545
2021-01-18,63.63636
2021-01-19,57.38636
2021-01-20,56.25
2021-01-21,53.97727
2021-01-22,39.77272
2021-01-23,28.40909
2021-01-24,23.29545
2021-01-25,47.15909
2021-01-26,55.68181
2021-01-27,45.45454
2021-01-28,42.61363
2021-01-29,52.27272
2021-01-30,25.0
2021-01-31,28.97727
2021-02-01,48.86363
2021-02-02,55.11363
2021-02-03,40.90909
2021-02-04,60.22727
2021-02-05,52.8409
2021-02-06,25.56818
2021-02-07,34.65909
2021-02-08,51.70454
2021-02-09,53.40909
2021-02-10,38.06818
2021-02-11,12.5
2021-02-12,18.75
2021-02-13,24.43181
2021-02-14,26.70454
2021-02-15,49.43181
2021-02-16,56.25
2021-02-17,51.70454
2021-02-18,46.5909
2021-02-19,54.54545
2021-02-20,22.15909
2021-02-21,31.81818
2021-02-22,54.54545
2021-02-23,38.63636
2021-02-24,43.75
2021-02-25,52.27272
2021-02-26,51.13636
2021-02-27,27.8409
2021-02-28,21.5909
2021-03-01,25.56818
2021-03-02,51.70454
2021-03-03,47.72727
2021-03-04,55.68181
2021-03-05,43.75
2021-03-06,22.15909
2021-03-07,32.38636
2021-03-08,55.11363
2021-03-09,40.3409
2021-03-10,44.31818
2021-03-11,54.54545
2021-03-12,39.77272
2021-03-13,23.86363
2021-03-14,23.29545
2021-03-15,46.5909
2021-03-16,40.90909
2021-03-17,35.79545
2021-03-18,32.38636
2021-03-19,20.45454
2021-03-20,18.18181
2021-03-21,18.75
2021-03-22,38.63636
2021-03-23,49.43181
2021-03-24,37.5
2021-03-25,42.04545
2021-03-26,28.40909
2021-03-27,14.20454
2021-03-28,17.04545
2021-03-29,32.38636
2021-03-30,33.52272
2021-03-31,36.36363
2021-04-01,32.95454
2021-04-02,31.81818
2021-04-03,15.3409
2021-04-04,20.45454
2021-04-05,43.75
2021-04-06,45.45454
2021-04-07,32.95454
2021-04-08,28.40909
2021-04-09,35.22727
2021-04-10,18.18181
2021-04-11,10.79545
2021-04-12,42.04545
2021-04-13,40.3409
2021-04-14,40.3409
2021-04-15,21.5909
2021-04-16,35.79545
2021-04-17,15.90909
2021-04-18,14.77272
2021-04-19,47.72727
2021-04-20,38.63636
2021-04-21,29.54545
2021-04-22,30.11363
2021-04-23,31.25
2021-04-24,21.02272
2021-04-25,20.45454
2021-04-26,40.3409
2021-04-27,27.8409
2021-04-28,36.36363
2021-04-29,39.20454
2021-04-30,11.36363
2021-05-01,13.06818
2021-05-02,10.79545
2021-05-03,28.40909
2021-05-04,29.54545
2021-05-05,17.04545
2021-05-06,39.20454
2021-05-07,27.8409
2021-05-08,11.36363
2021-05-09,14.20454
2021-05-10,47.15909
2021-05-11,37.5
2021-05-12,40.3409
2021-05-13,36.36363
2021-05-14,34.0909
2021-05-15,21.5909
2021-05-16,10.22727
2021-05-17,36.93181
2021-05-18,40.90909
2021-05-19,18.75
2021-05-20,34.0909
2021-05-21,30.68181
2021-05-22,14.77272
2021-05-23,13.63636
2021-05-24,36.93181
2021-05-25,42.61363
2021-05-26,28.40909
2021-05-27,31.81818
2021-05-28,38.06818
2021-05-29,14.20454
2021-05-30,9.65909
2021-05-31,36.93181
2021-06-01,40.90909
2021-06-02,43.75
2021-06-03,34.0909
2021-06-04,39.20454
2021-06-05,15.90909
2021-06-06,13.06818
2021-06-07,40.3409
2021-06-08,47.72727
2021-06-09,28.97727
2021-06-10,29.54545
2021-06-11,25.56818
2021-06-12,9.65909
2021-06-13,3.97727
2021-06-14,28.40909
2021-06-15,25.56818
2021-06-16,21.5909
2021-06-17,38.63636
2021-06-18,31.81818
2021-06-19,4.54545
2021-06-20,10.79545
2021-06-21,23.29545
2021-06-22,27.8409
2021-06-23,37.5
2021-06-24,30.11363
2021-06-25,23.86363
2021-06-26,15.90909
2021-06-27,17.04545
2021-06-28,47.72727
2021-06-29,37.5
2021-06-30,31.25
2021-07-01,32.95454
2021-07-02,32.95454
2021-07-03,17.04545
2021-07-04,13.63636
2021-07-05,31.25
2021-07-06,44.31818
2021-07-07,42.04545
2021-07-08,32.38636
2021-07-09,30.11363
2021-07-10,9.65909
2021-07-11,15.90909
2021-07-12,40.3409
2021-07-13,39.77272
2021-07-14,38.63636
2021-07-15,34.0909
2021-07-16,34.65909
2021-07-17,13.06818
2021-07-18,11.93181
2021-07-19,33.52272
2021-07-20,43.18181
2021-07-21,25.56818
2021-07-22,30.68181
2021-07-23,43.18181
2021-07-24,17.61363
2021-07-25,15.3409
2021-07-26,34.65909
2021-07-27,34.0909
2021-07-28,25.56818
2021-07-29,28.40909
2021-07-30,21.5909
2021-07-31,13.63636
2021-08-01,16.47727
2021-08-02,38.06818
2021-08-03,30.68181
2021-08-04,30.68181
2021-08-05,30.11363
2021-08-06,26.13636
2021-08-07,13.63636
2021-08-08,12.5
2021-08-09,27.27272
2021-08-10,27.27272
2021-08-11,32.38636
2021-08-12,34.0909
2021-08-13,30.68181
2021-08-14,11.93181
2021-08-15,14.77272
2021-08-16,25.56818
2021-08-17,25.0
2021-08-18,28.40909
2021-08-19,31.81818
2021-08-20,25.56818
2021-08-21,11.93181
2021-08-22,21.02272
2021-08-23,37.5
2021-08-24,34.0909
2021-08-25,30.11363
2021-08-26,37.5
2021-08-27,28.40909
2021-08-28,8.52272
2021-08-29,15.3409
2021-08-30,31.25
2021-08-31,43.18181
2021-09-01,38.06818
2021-09-02,38.63636
2021-09-03,30.68181
2021-09-04,19.31818
2021-09-05,12.5
2021-09-06,28.97727
2021-09-07,29.54545
2021-09-08,25.56818
2021-09-09,30.11363
2021-09-10,33.52272
2021-09-11,11.36363
2021-09-12,13.06818
2021-09-13,23.86363
2021-09-14,30.11363
2021-09-15,27.27272
2021-09-16,28.97727
2021-09-17,18.18181
2021-09-18,11.36363
2021-09-19,12.5
2021-09-20,9.0909
2021-09-21,6.81818
2021-09-22,6.25
2021-09-23,38.63636
2021-09-24,22.72727
2021-09-25,9.0909
2021-09-26,15.3409
2021-09-27,28.97727
2021-09-28,38.63636
2021-09-29,32.95454
2021-09-30,31.25
2021-10-01,23.29545
2021-10-02,12.5
2021-10-03,3.97727
2021-10-04,15.3409
2021-10-05,26.70454
2021-10-06,28.97727
2021-10-07,17.61363
2021-10-08,21.02272
2021-10-09,7.38636
2021-10-10,7.38636
2021-10-11,15.90909
2021-10-12,30.68181
2021-10-13,21.5909
2021-10-14,22.15909
2021-10-15,19.31818
2021-10-16,5.68181
2021-10-17,15.90909
2021-10-18,23.86363
2021-10-19,24.43181
2021-10-20,23.86363
2021-10-21,26.13636
2021-10-22,19.88636
2021-10-23,17.04545
2021-10-24,13.63636
2021-10-25,28.97727
2021-10-26,20.45454
2021-10-27,23.29545
2021-10-28,32.95454
2021-10-29,34.65909
2021-10-30,11.93181
2021-10-31,12.5
2021-11-01,24.43181
2021-11-02,36.36363
2021-11-03,23.86363
2021-11-04,36.93181
2021-11-05,26.13636
2021-11-06,7.95454
2021-11-07,5.11363
2021-11-08,27.27272
2021-11-09,24.43181
2021-11-10,30.68181
2021-11-11,20.45454
2021-11-12,17.04545
2021-11-13,3.40909
2021-11-14,11.36363
2021-11-15,31.81818
2021-11-16,38.06818
2021-11-17,39.77272
2021-11-18,31.25
2021-11-19,15.90909
2021-11-20,11.93181
2021-11-21,12.5
2021-11-22,30.68181
2021-11-23,23.86363
2021-11-24,37.5
2021-11-25,22.15909
2021-11-26,25.0
2021-11-27,8.52272
2021-11-28,18.18181
2021-11-29,28.97727
2021-11-30,20.45454
2021-12-01,30.68181
2021-12-02,26.13636
2021-12-03,30.68181
2021-12-04,9.65909
2021-12-05,16.47727
2021-12-06,30.11363
2021-12-07,28.97727
2021-12-08,26.13636
2021-12-09,30.68181
2021-12-10,27.8409
2021-12-11,4.54545
2021-12-12,14.20454
2021-12-13,30.68181
2021-12-14,28.97727
2021-12-15,25.56818
2021-12-16,26.13636
2021-12-17,24.43181
2021-12-18,11.36363
2021-12-19,11.93181
2021-12-20,28.97727
2021-12-21,29.54545
2021-12-22,26.13636
2021-12-23,31.25
2021-12-24,18.75
2021-12-25,9.65909
2021-12-26,14.77272
2021-12-27,28.40909
2021-12-28,42.61363
2021-12-29,27.8409
2021-12-30,31.25
2021-12-31,18.75
2022-01-01,11.93181
2022-01-02,7.95454
2022-01-03,35.22727
2022-01-04,25.56818
2022-01-05,27.27272
2022-01-06,36.93181
2022-01-07,24.43181
2022-01-08,11.93181
2022-01-09,17.61363
2022-01-10,34.0909
2022-01-11,31.81818
2022-01-12,32.38636
2022-01-13,31.25
2022-01-14,23.29545
2022-01-15,11.36363
2022-01-16,13.06818
2022-01-17,35.22727
2022-01-18,32.38636
2022-01-19,27.8409
2022-01-20,28.40909
2022-01-21,26.13636
2022-01-22,14.77272
2022-01-23,6.81818
2022-01-24,23.29545
2022-01-25,33.52272
2022-01-26,23.86363
2022-01-27,22.72727
2022-01-28,20.45454
2022-01-29,11.36363
2022-01-30,11.93181
2022-01-31,9.0909
2022-02-01,7.95454
2022-02-02,15.3409
2022-02-03,30.11363
2022-02-04,29.54545
2022-02-05,17.61363
2022-02-06,19.31818
2022-02-07,44.88636
2022-02-08,34.65909
2022-02-09,23.86363
2022-02-10,26.13636
2022-02-11,24.43181
2022-02-12,11.36363
2022-02-13,9.65909
2022-02-14,28.40909
2022-02-15,26.13636
2022-02-16,21.5909
2022-02-17,23.86363
2022-02-18,26.70454
2022-02-19,17.61363
2022-02-20,19.31818
2022-02-21,30.68181
2022-02-22,21.5909
2022-02-23,26.70454
2022-02-24,25.56818
2022-02-25,22.72727
2022-02-26,13.06818
2022-02-27,13.06818
2022-02-28,22.15909
2022-03-01,10.79545
2022-03-02,31.25
2022-03-03,29.54545
2022-03-04,26.13636
2022-03-05,11.93181
2022-03-06,11.93181
2022-03-07,29.54545
2022-03-08,33.52272
2022-03-09,10.79545
2022-03-10,19.88636
2022-03-11,17.61363
2022-03-12,9.0909
2022-03-13,13.63636
2022-03-14,32.95454
2022-03-15,24.43181
2022-03-16,24.43181
2022-03-17,17.61363
2022-03-18,22.72727
2022-03-19,14.20454
2022-03-20,15.3409
2022-03-21,43.18181
2022-03-22,32.95454
2022-03-23,30.11363
2022-03-24,29.54545
2022-03-25,26.70454
2022-03-26,21.5909
2022-03-27,11.36363
2022-03-28,31.25
2022-03-29,26.70454
2022-03-30,35.79545
2022-03-31,27.8409
2022-04-01,32.95454
2022-04-02,10.22727
2022-04-03,10.79545
2022-04-04,50.0
2022-04-05,50.0
2022-04-06,55.11363
2022-04-07,44.88636
2022-04-08,27.27272
2022-04-09,19.31818
2022-04-10,13.63636
2022-04-11,39.20454
2022-04-12,28.40909
2022-04-13,41.47727
2022-04-14,26.13636
2022-04-15,29.54545
2022-04-16,15.90909
2022-04-17,18.18181
2022-04-18,26.70454
2022-04-19,30.11363
2022-04-20,46.5909
2022-04-21,36.36363
2022-04-22,17.61363
2022-04-23,11.36363
2022-04-24,10.79545
2022-04-25,31.81818
2022-04-26,24.43181
2022-04-27,22.15909
2022-04-28,23.29545
2022-04-29,26.70454
2022-04-30,19.88636
2022-05-01,10.79545
2022-05-02,41.47727
2022-05-03,28.97727
2022-05-04,27.27272
2022-05-05,11.93181
2022-05-06,18.75
2022-05-07,6.25
2022-05-08,13.06818
2022-05-09,37.5
2022-05-10,30.68181
2022-05-11,38.06818
2022-05-12,21.02272
2022-05-13,30.11363
2022-05-14,12.5
2022-05-15,13.63636
2022-05-16,30.11363
2022-05-17,28.97727
2022-05-18,21.5909
2022-05-19,35.22727
2022-05-20,24.43181
2022-05-21,13.06818
2022-05-22,13.63636
2022-05-23,34.0909
2022-05-24,29.54545
2022-05-25,25.0
2022-05-26,38.63636
2022-05-27,32.95454
2022-05-28,14.20454
2022-05-29,15.3409
2022-05-30,36.93181
2022-05-31,30.68181
2022-06-01,12.5
2022-06-02,31.81818
2022-06-03,26.13636
2022-06-04,10.22727
2022-06-05,12.5
2022-06-06,15.90909
2022-06-07,28.97727
2022-06-08,24.43181
2022-06-09,27.27272
2022-06-10,26.13636
2022-06-11,19.31818
2022-06-12,13.63636
2022-06-13,26.13636
2022-06-14,35.22727
2022-06-15,34.0909
2022-06-16,31.25
2022-06-17,21.5909
2022-06-18,12.5
2022-06-19,13.63636
2022-06-20,42.04545
2022-06-21,36.36363
2022-06-22,25.0
2022-06-23,31.25
2022-06-24,28.97727
2022-06-25,12.5
2022-06-26,13.06818
2022-06-27,40.90909
2022-06-28,27.27272
2022-06-29,34.65909
2022-06-30,26.70454
2022-07-01,25.0
2022-07-02,14.77272
2022-07-03,12.5
2022-07-04,44.88636
2022-07-05,32.95454
2022-07-06,27.8409
2022-07-07,23.29545
2022-07-08,21.5909
2022-07-09,7.95454
2022-07-10,17.61363
2022-07-11,30.11363
2022-07-12,38.06818
2022-07-13,32.95454
2022-07-14,24.43181
2022-07-15,19.31818
2022-07-16,9.65909
2022-07-17,10.22727
2022-07-18,27.27272
2022-07-19,36.36363
2022-07-20,34.0909
2022-07-21,30.11363
2022-07-22,34.65909
2022-07-23,15.3409
2022-07-24,21.5909
2022-07-25,33.52272
2022-07-26,33.52272
2022-07-27,25.0
2022-07-28,25.0
2022-07-29,26.70454
2022-07-30,12.5
2022-07-31,11.36363
2022-08-01,37.5
2022-08-02,48.86363
2022-08-03,48.29545
2022-08-04,38.06818
2022-08-05,33.52272
2022-08-06,11.93181
2022-08-07,19.88636
2022-08-08,38.06818
2022-08-09,34.65909
2022-08-10,28.97727
2022-08-11,23.29545
2022-08-12,27.8409
2022-08-13,11.93181
2022-08-14,10.22727
2022-08-15,17.61363
2022-08-16,29.54545
2022-08-17,34.0909
2022-08-18,27.8409
2022-08-19,29.54545
2022-08-20,15.90909
2022-08-21,14.77272
2022-08-22,35.22727
2022-08-23,31.81818
2022-08-24,25.0
2022-08-25,24.43181
2022-08-26,30.68181
2022-08-27,23.29545
2022-08-28,13.63636
2022-08-29,51.13636
2022-08-30,37.5
2022-08-31,34.0909
2022-09-01,26.13636
2022-09-02,32.38636
2022-09-03,14.20454
2022-09-04,9.65909
2022-09-05,35.22727
2022-09-06,28.40909
2022-09-07,29.54545
2022-09-08,23.86363
2022-09-09,12.5
2022-09-10,12.5
2022-09-11,8.52272
2022-09-12,15.90909
2022-09-13,31.25
2022-09-14,30.68181
2022-09-15,31.81818
2022-09-16,27.27272
2022-09-17,10.79545
2022-09-18,14.20454
2022-09-19,30.68181
2022-09-20,30.68181
2022-09-21,35.22727
2022-09-22,31.81818
2022-09-23,32.38636
2022-09-24,8.52272
2022-09-25,15.3409
2022-09-26,33.52272
2022-09-27,35.79545
2022-09-28,32.38636
2022-09-29,32.95454
2022-09-30,36.93181
2022-10-01,17.61363
2022-10-02,11.93181
2022-10-03,14.77272
2022-10-04,33.52272
2022-10-05,31.25
2022-10-06,35.22727
2022-10-07,34.0909
2022-10-08,13.06818
2022-10-09,15.90909
2022-10-10,14.77272
2022-10-11,32.95454
2022-10-12,40.90909
2022-10-13,43.18181
2022-10-14,34.0909
2022-10-15,19.88636
2022-10-16,17.61363
2022-10-17,47.15909
2022-10-18,45.45454
2022-10-19,40.3409
2022-10-20,34.65909
2022-10-21,34.65909
2022-10-22,18.75
2022-10-23,11.36363
2022-10-24,39.77272
2022-10-25,41.47727
2022-10-26,38.06818
2022-10-27,40.90909
2022-10-28,30.11363
2022-10-29,11.93181
2022-10-30,12.5
2022-10-31,36.36363
2022-11-01,34.65909
2022-11-02,34.65909
2022-11-03,31.25
2022-11-04,28.97727
2022-11-05,15.90909
2022-11-06,17.04545
2022-11-07,34.65909
2022-11-08,36.36363
2022-11-09,27.8409
2022-11-10,27.8409
2022-11-11,28.40909
2022-11-12,9.0909
2022-11-13,20.45454
2022-11-14,40.90909
2022-11-15,44.31818
2022-11-16,48.29545
2022-11-17,32.95454
2022-11-18,32.95454
2022-11-19,18.75
2022-11-20,10.79545
2022-11-21,38.63636
2022-11-22,28.40909
2022-11-23,38.63636
2022-11-24,32.95454
2022-11-25,21.5909
2022-11-26,12.5
2022-11-27,10.22727
2022-11-28,42.61363
2022-11-29,42.61363
2022-11-30,36.36363
2022-12-01,40.3409
2022-12-02,43.18181
2022-12-03,18.18181
2022-12-04,13.63636
2022-12-05,38.63636
2022-12-06,28.97727
2022-12-07,42.61363
2022-12-08,32.95454
2022-12-09,37.5
2022-12-10,22.72727
2022-12-11,14.20454
2022-12-12,46.5909
2022-12-13,44.88636
2022-12-14,39.20454
2022-12-15,39.20454
2022-12-16,29.54545
2022-12-17,17.61363
2022-12-18,18.75
2022-12-19,33.52272
2022-12-20,36.36363
2022-12-21,32.38636
2022-12-22,32.95454
2022-12-23,41.47727
2022-12-24,18.75
2022-12-25,17.04545
2022-12-26,38.06818
2022-12-27,46.5909
2022-12-28,42.61363
2022-12-29,32.95454
2022-12-30,30.68181
2022-12-31,14.20454
2023-01-01,11.93181
2023-01-02,46.5909
2023-01-03,39.20454
2023-01-04,47.15909
2023-01-05,44.88636
2023-01-06,32.95454
2023-01-07,30.68181
2023-01-08,14.77272
2023-01-09,36.93181
2023-01-10,42.04545
2023-01-11,35.79545
2023-01-12,40.90909
2023-01-13,44.31818
2023-01-14,9.0909
2023-01-15,13.63636
2023-01-16,36.36363
2023-01-17,48.86363
2023-01-18,38.06818
2023-01-19,38.06818
2023-01-20,30.11363
2023-01-21,11.36363
2023-01-22,9.0909
2023-01-23,11.36363
2023-01-24,17.61363
2023-01-25,36.93181
2023-01-26,40.90909
2023-01-27,39.77272
2023-01-28,21.5909
2023-01-29,12.5
2023-01-30,38.06818
2023-01-31,38.63636
2023-02-01,45.45454
2023-02-02,40.3409
2023-02-03,39.77272
2023-02-04,22.15909
2023-02-05,18.18181
2023-02-06,45.45454
2023-02-07,40.3409
2023-02-08,42.04545
2023-02-09,49.43181
2023-02-10,51.70454
2023-02-11,21.5909
2023-02-12,15.90909
2023-02-13,51.13636
2023-02-14,43.18181
2023-02-15,53.97727
2023-02-16,61.93181
2023-02-17,40.90909
2023-02-18,17.61363
2023-02-19,19.31818
2023-02-20,48.29545
2023-02-21,40.90909
2023-02-22,48.29545
2023-02-23,39.20454
2023-02-24,48.29545
2023-02-25,17.04545
2023-02-26,19.31818
2023-02-27,47.72727
2023-02-28,38.63636
2023-03-01,13.06818
2023-03-02,35.22727
2023-03-03,41.47727
2023-03-04,19.88636
2023-03-05,14.77272
2023-03-06,51.70454
2023-03-07,42.61363
2023-03-08,36.93181
2023-03-09,52.8409
2023-03-10,29.54545
2023-03-11,9.65909
2023-03-12,17.04545
2023-03-13,39.20454
2023-03-14,50.0
2023-03-15,43.18181
2023-03-16,40.90909
2023-03-17,42.61363
2023-03-18,11.36363
2023-03-19,8.52272
2023-03-20,53.97727
2023-03-21,53.40909
2023-03-22,65.3409
2023-03-23,53.97727
2023-03-24,42.04545
2023-03-25,17.61363
2023-03-26,14.20454
2023-03-27,53.97727
2023-03-28,53.40909
2023-03-29,44.88636
2023-03-30,51.13636
2023-03-31,40.90909
2023-04-01,19.31818
2023-04-02,18.18181
2023-04-03,49.43181
2023-04-04,52.27272
2023-04-05,44.88636
2023-04-06,59.0909
2023-04-07,35.79545
2023-04-08,14.20454
2023-04-09,15.90909
2023-04-10,56.25
2023-04-11,47.72727
2023-04-12,49.43181
2023-04-13,59.0909
2023-04-14,51.70454
2023-04-15,17.61363
2023-04-16,17.61363
2023-04-17,49.43181
2023-04-18,42.04545
2023-04-19,44.88636
2023-04-20,48.29545
2023-04-21,51.13636
2023-04-22,11.93181
2023-04-23,14.20454
2023-04-24,48.86363
2023-04-25,53.40909
2023-04-26,39.20454
2023-04-27,41.47727
2023-04-28,38.06818
2023-04-29,20.45454
2023-04-30,17.04545
2023-05-01,36.36363
2023-05-02,53.97727
2023-05-03,42.61363
2023-05-04,60.22727
2023-05-05,21.02272
2023-05-06,15.3409
2023-05-07,15.90909
2023-05-08,52.27272
2023-05-09,52.8409
2023-05-10,51.70454
2023-05-11,63.06818
2023-05-12,40.3409
2023-05-13,14.20454
2023-05-14,13.06818
2023-05-15,55.11363
2023-05-16,50.0
2023-05-17,50.0
2023-05-18,56.81818
2023-05-19,42.04545
2023-05-20,15.90909
2023-05-21,13.06818
2023-05-22,67.04545
2023-05-23,55.11363
2023-05-24,43.75
2023-05-25,43.75
2023-05-26,41.47727
2023-05-27,7.95454
2023-05-28,19.88636
2023-05-29,25.56818
2023-05-30,43.18181
2023-05-31,53.97727
2023-06-01,45.45454
2023-06-02,49.43181
2023-06-03,15.3409
2023-06-04,18.18181
2023-06-05,51.70454
2023-06-06,23.29545
2023-06-07,55.11363
