date,디지털화폐
2020-07-28,2.74626
2020-07-29,2.69324
2020-07-30,3.38246
2020-07-31,3.5203
2020-08-01,2.76746
2020-08-02,3.2128
2020-08-03,3.67935
2020-08-04,5.7364
2020-08-05,4.35796
2020-08-06,4.08228
2020-08-07,4.76089
2020-08-08,2.75686
2020-08-09,3.1916
2020-08-10,3.5309
2020-08-11,3.29763
2020-08-12,2.86289
2020-08-13,2.61902
2020-08-14,3.36125
2020-08-15,3.40366
2020-08-16,2.53419
2020-08-17,2.62962
2020-08-18,3.08556
2020-08-19,2.66143
2020-08-20,2.59781
2020-08-21,2.19488
2020-08-22,1.53748
2020-08-23,1.76015
2020-08-24,2.83108
2020-08-25,2.43876
2020-08-26,3.2022
2020-08-27,2.71445
2020-08-28,2.5554
2020-08-29,2.13126
2020-08-30,2.8735
2020-08-31,6.03329
2020-09-01,4.54882
2020-09-02,3.67935
2020-09-03,3.55211
2020-09-04,2.5554
2020-09-05,2.11006
2020-09-06,2.64022
2020-09-07,3.71116
2020-09-08,8.85378
2020-09-09,4.87753
2020-09-10,4.29434
2020-09-11,4.44279
2020-09-12,2.33273
2020-09-13,2.17368
2020-09-14,4.45339
2020-09-15,3.88081
2020-09-16,3.76418
2020-09-17,5.48192
2020-09-18,3.68995
2020-09-19,1.83437
2020-09-20,2.40695
2020-09-21,4.43219
2020-09-22,3.26582
2020-09-23,3.26582
2020-09-24,3.30823
2020-09-25,2.86289
2020-09-26,2.13126
2020-09-27,2.21609
2020-09-28,2.37514
2020-09-29,2.5554
2020-09-30,2.20549
2020-10-01,1.63291
2020-10-02,2.07825
2020-10-03,1.70713
2020-10-04,2.14187
2020-10-05,3.63694
2020-10-06,6.41501
2020-10-07,19.03297
2020-10-08,7.39052
2020-10-09,3.25522
2020-10-10,5.84243
2020-10-11,6.7013
2020-10-12,16.35033
2020-10-13,25.41618
2020-10-14,22.17156
2020-10-15,15.85197
2020-10-16,17.25161
2020-10-17,6.52104
2020-10-18,6.52104
2020-10-19,17.11377
2020-10-20,15.79896
2020-10-21,18.33315
2020-10-22,20.45382
2020-10-23,11.51521
2020-10-24,9.35213
2020-10-25,9.22489
2020-10-26,11.46219
2020-10-27,17.55911
2020-10-28,17.15618
2020-10-29,10.24281
2020-10-30,10.37005
2020-10-31,5.91665
2020-11-01,7.94189
2020-11-02,10.65634
2020-11-03,8.35542
2020-11-04,5.65157
2020-11-05,6.13932
2020-11-06,7.19966
2020-11-07,4.62305
2020-11-08,4.12469
2020-11-09,7.25267
2020-11-10,6.84975
2020-11-11,6.97699
2020-11-12,6.72251
2020-11-13,7.84646
2020-11-14,3.73237
2020-11-15,3.74297
2020-11-16,5.35468
2020-11-17,11.37737
2020-11-18,8.58869
2020-11-19,8.95981
2020-11-20,10.59272
2020-11-21,5.28045
2020-11-22,5.15321
2020-11-23,5.48192
2020-11-24,6.08631
2020-11-25,4.44279
2020-11-26,4.34736
2020-11-27,5.29106
2020-11-28,5.59855
2020-11-29,6.20294
2020-11-30,5.61976
2020-12-01,5.4183
2020-12-02,5.92726
2020-12-03,6.80733
2020-12-04,5.01537
2020-12-05,2.91591
2020-12-06,4.1459
2020-12-07,5.52433
2020-12-08,5.14261
2020-12-09,4.33676
2020-12-10,4.12469
2020-12-11,3.25522
2020-12-12,2.01463
2020-12-13,2.61902
2020-12-14,3.15979
2020-12-15,3.62633
2020-12-16,3.85961
2020-12-17,6.21355
2020-12-18,3.05375
2020-12-19,1.98282
2020-12-20,3.2128
2020-12-21,3.49909
2020-12-22,2.39635
2020-12-23,3.02194
2020-12-24,2.52359
2020-12-25,2.22669
2020-12-26,2.35393
2020-12-27,3.61573
2020-12-28,3.55211
2020-12-29,2.566
2020-12-30,3.10677
2020-12-31,2.67203
2021-01-01,2.18428
2021-01-02,2.44936
2021-01-03,5.96967
2021-01-04,4.10348
2021-01-05,4.57003
2021-01-06,4.66546
2021-01-07,4.25193
2021-01-08,4.54882
2021-01-09,3.58392
2021-01-10,15.06733
2021-01-11,6.47863
2021-01-12,5.22744
2021-01-13,3.07496
2021-01-14,3.18099
2021-01-15,6.23475
2021-01-16,2.47057
2021-01-17,2.60841
2021-01-18,3.03255
2021-01-19,3.43547
2021-01-20,2.78867
2021-01-21,2.8735
2021-01-22,2.58721
2021-01-23,2.54479
2021-01-24,2.34333
2021-01-25,100.0
2021-01-26,28.3639
2021-01-27,9.97773
2021-01-28,11.94995
2021-01-29,5.77881
2021-01-30,46.01844
2021-01-31,9.00222
2021-02-01,10.5291
2021-02-02,7.93129
2021-02-03,10.16859
2021-02-04,8.80076
2021-02-05,5.95907
2021-02-06,4.93054
2021-02-07,5.07899
2021-02-08,14.27208
2021-02-09,24.30283
2021-02-10,13.15873
2021-02-11,6.97699
2021-02-12,8.53568
2021-02-13,9.12946
2021-02-14,8.83257
2021-02-15,11.74848
2021-02-16,8.32361
2021-02-17,9.04464
2021-02-18,11.56823
2021-02-19,6.86035
2021-02-20,9.2673
2021-02-21,8.75835
2021-02-22,14.69621
2021-02-23,72.45255
2021-02-24,57.50185
2021-02-25,44.16286
2021-02-26,56.61117
2021-02-27,30.68603
2021-02-28,28.06701
2021-03-01,31.8524
2021-03-02,35.92408
2021-03-03,23.86809
2021-03-04,22.06552
2021-03-05,17.54851
2021-03-06,11.67426
2021-03-07,13.32838
2021-03-08,22.0019
2021-03-09,19.92365
2021-03-10,16.47757
2021-03-11,17.45308
2021-03-12,16.97593
2021-03-13,10.5291
2021-03-14,12.09839
2021-03-15,21.13243
2021-03-16,45.11716
2021-03-17,25.36316
2021-03-18,15.50206
2021-03-19,49.61297
2021-03-20,25.57523
2021-03-21,27.99278
2021-03-22,25.40557
2021-03-23,42.28607
2021-03-24,26.86883
2021-03-25,20.30537
2021-03-26,24.64213
2021-03-27,12.45891
2021-03-28,11.08047
2021-03-29,18.84211
2021-03-30,25.35256
2021-03-31,19.55253
2021-04-01,13.22235
2021-04-02,12.02417
2021-04-03,10.66694
2021-04-04,10.12617
2021-04-05,13.98579
2021-04-06,17.34704
2021-04-07,19.10719
2021-04-08,16.9017
2021-04-09,15.47025
2021-04-10,7.42233
2021-04-11,7.74043
2021-04-12,12.86183
2021-04-13,12.91485
2021-04-14,12.109
2021-04-15,13.11631
2021-04-16,9.11886
2021-04-17,6.14993
2021-04-18,7.46474
2021-04-19,11.03806
2021-04-20,20.06149
2021-04-21,12.40589
2021-04-22,10.23221
2021-04-23,10.98504
2021-04-24,7.49655
2021-04-25,6.83914
2021-04-26,9.53239
2021-04-27,9.60661
2021-04-28,21.32329
2021-04-29,27.43081
2021-04-30,10.11557
2021-05-01,6.44682
2021-05-02,6.26656
2021-05-03,8.49326
2021-05-04,10.87901
2021-05-05,6.99819
2021-05-06,7.81465
2021-05-07,6.57406
2021-05-08,5.56674
2021-05-09,5.1002
2021-05-10,6.79673
2021-05-11,6.3726
2021-05-12,5.93786
2021-05-13,12.55434
2021-05-14,29.08493
2021-05-15,8.85378
2021-05-16,10.15798
2021-05-17,23.5924
2021-05-18,18.55582
2021-05-19,17.65454
2021-05-20,22.72293
2021-05-21,74.93372
2021-05-22,41.4166
2021-05-23,38.28862
2021-05-24,96.05556
2021-05-25,81.12607
2021-05-26,50.06892
2021-05-27,54.07698
2021-05-28,31.32223
2021-05-29,24.98144
2021-05-30,20.57045
2021-05-31,26.72039
2021-06-01,20.48563
2021-06-02,26.85823
2021-06-03,20.96278
2021-06-04,19.27685
2021-06-05,12.26805
2021-06-06,12.40589
2021-06-07,18.31194
2021-06-08,17.87721
2021-06-09,14.31449
2021-06-10,14.21906
2021-06-11,21.19605
2021-06-12,10.65634
2021-06-13,11.35616
2021-06-14,14.60078
2021-06-15,11.57883
2021-06-16,11.40918
2021-06-17,10.76237
2021-06-18,8.36602
2021-06-19,6.33018
2021-06-20,6.84975
2021-06-21,10.02014
2021-06-22,15.00371
2021-06-23,11.06987
2021-06-24,10.30643
2021-06-25,9.27791
2021-06-26,5.63036
2021-06-27,5.69398
2021-06-28,6.93457
2021-06-29,8.47206
2021-06-30,7.89948
2021-07-01,7.30569
2021-07-02,6.77552
2021-07-03,4.7927
2021-07-04,4.69727
2021-07-05,6.22415
2021-07-06,16.71084
2021-07-07,9.39454
2021-07-08,9.5854
2021-07-09,7.18905
2021-07-10,4.84572
2021-07-11,5.20623
2021-07-12,16.21249
2021-07-13,14.62199
2021-07-14,8.25999
2021-07-15,25.03446
2021-07-16,29.49846
2021-07-17,15.58689
2021-07-18,20.0933
2021-07-19,25.00265
2021-07-20,29.11674
2021-07-21,16.35033
2021-07-22,11.55762
2021-07-23,7.94189
2021-07-24,5.4289
2021-07-25,7.18905
2021-07-26,8.56749
2021-07-27,7.14664
2021-07-28,5.95907
2021-07-29,6.18174
2021-07-30,5.15321
2021-07-31,3.62633
2021-08-01,3.89142
2021-08-02,6.14993
2021-08-03,6.14993
2021-08-04,40.34566
2021-08-05,19.78581
2021-08-06,10.8472
2021-08-07,5.64097
2021-08-08,6.64828
2021-08-09,8.54628
2021-08-10,8.21758
2021-08-11,7.23147
2021-08-12,6.82854
2021-08-13,5.93786
2021-08-14,4.00805
2021-08-15,4.13529
2021-08-16,5.71519
2021-08-17,8.40844
2021-08-18,7.89948
2021-08-19,6.23475
2021-08-20,5.36528
2021-08-21,3.46728
2021-08-22,3.96564
2021-08-23,6.87095
2021-08-24,5.47131
2021-08-25,5.32287
2021-08-26,7.83586
2021-08-27,6.28777
2021-08-28,4.22012
2021-08-29,3.77478
2021-08-30,4.83511
2021-08-31,4.88813
2021-09-01,4.65486
2021-09-02,5.19563
2021-09-03,4.64425
2021-09-04,3.05375
2021-09-05,3.12798
2021-09-06,3.8278
2021-09-07,3.88081
2021-09-08,4.53822
2021-09-09,4.20952
2021-09-10,3.80659
2021-09-11,3.26582
2021-09-12,3.07496
2021-09-13,4.1671
2021-09-14,3.72176
2021-09-15,5.72579
2021-09-16,4.06107
2021-09-17,2.72505
2021-09-18,1.97221
2021-09-19,1.73894
2021-09-20,1.68592
2021-09-21,2.27971
2021-09-22,2.31152
2021-09-23,5.26985
2021-09-24,4.18831
2021-09-25,4.7821
2021-09-26,3.849
2021-09-27,6.81794
2021-09-28,4.65486
2021-09-29,3.61573
2021-09-30,5.81062
2021-10-01,4.32615
2021-10-02,2.29031
2021-10-03,2.18428
2021-10-04,3.05375
2021-10-05,4.35796
2021-10-06,4.62305
2021-10-07,4.10348
2021-10-08,2.70384
2021-10-09,2.44936
2021-10-10,2.19488
2021-10-11,2.48117
2021-10-12,3.67935
2021-10-13,2.92651
2021-10-14,3.95504
2021-10-15,3.70056
2021-10-16,2.33273
2021-10-17,2.51298
2021-10-18,2.32212
2021-10-19,3.11737
2021-10-20,3.13858
2021-10-21,2.84169
2021-10-22,2.80988
2021-10-23,1.83437
2021-10-24,1.88739
2021-10-25,2.78867
2021-10-26,3.34004
2021-10-27,2.58721
2021-10-28,2.45997
2021-10-29,2.19488
2021-10-30,1.21938
2021-10-31,2.5766
2021-11-01,3.04315
2021-11-02,3.37185
2021-11-03,3.56271
2021-11-04,3.23401
2021-11-05,2.29031
2021-11-06,1.55868
2021-11-07,1.52687
2021-11-08,2.2479
2021-11-09,3.70056
2021-11-10,3.70056
2021-11-11,3.11737
2021-11-12,2.42816
2021-11-13,1.50567
2021-11-14,1.81316
2021-11-15,2.84169
2021-11-16,2.84169
2021-11-17,6.92397
2021-11-18,6.90276
2021-11-19,4.38977
2021-11-20,1.87678
2021-11-21,1.95101
2021-11-22,2.53419
2021-11-23,3.1916
2021-11-24,2.83108
2021-11-25,3.25522
2021-11-26,2.30092
2021-11-27,1.59049
2021-11-28,1.97221
2021-11-29,2.38574
2021-11-30,2.15247
2021-12-01,2.03583
2021-12-02,1.87678
2021-12-03,1.69653
2021-12-04,2.79927
2021-12-05,1.76015
2021-12-06,1.80256
2021-12-07,2.75686
2021-12-08,1.9298
2021-12-09,2.94772
2021-12-10,2.38574
2021-12-11,1.41024
2021-12-12,1.39963
2021-12-13,1.99342
2021-12-14,1.82377
2021-12-15,1.95101
2021-12-16,2.48117
2021-12-17,1.63291
2021-12-18,1.25119
2021-12-19,1.6011
2021-12-20,1.9404
2021-12-21,1.88739
2021-12-22,1.77075
2021-12-23,1.6223
2021-12-24,2.20549
2021-12-25,1.20877
2021-12-26,1.67532
2021-12-27,1.6117
2021-12-28,2.34333
2021-12-29,1.77075
2021-12-30,2.54479
2021-12-31,1.51627
2022-01-01,1.32541
2022-01-02,3.14918
2022-01-03,2.99013
2022-01-04,2.59781
2022-01-05,3.5203
2022-01-06,27.91856
2022-01-07,9.68083
2022-01-08,5.38649
2022-01-09,7.95249
2022-01-10,9.68083
2022-01-11,6.74371
2022-01-12,8.45085
2022-01-13,8.39783
2022-01-14,10.81539
2022-01-15,13.79493
2022-01-16,6.35139
2022-01-17,4.95175
2022-01-18,5.7576
2022-01-19,4.66546
2022-01-20,5.03658
2022-01-21,6.42561
2022-01-22,4.66546
2022-01-23,4.77149
2022-01-24,11.61064
2022-01-25,8.27059
2022-01-26,5.07899
2022-01-27,3.25522
2022-01-28,2.70384
2022-01-29,1.80256
2022-01-30,2.03583
2022-01-31,2.22669
2022-02-01,2.566
2022-02-02,3.36125
2022-02-03,4.30495
2022-02-04,6.09691
2022-02-05,4.13529
2022-02-06,4.89873
2022-02-07,4.4852
2022-02-08,4.03986
2022-02-09,3.73237
2022-02-10,3.59452
2022-02-11,3.11737
2022-02-12,1.74954
2022-02-13,1.74954
2022-02-14,2.35393
2022-02-15,2.26911
2022-02-16,2.73565
2022-02-17,10.40186
2022-02-18,7.47534
2022-02-19,4.36857
2022-02-20,4.70787
2022-02-21,9.32032
2022-02-22,3.76418
2022-02-23,3.49909
2022-02-24,2.59781
2022-02-25,2.42816
2022-02-26,2.06764
2022-02-27,1.68592
2022-02-28,2.14187
2022-03-01,1.89799
2022-03-02,2.66143
2022-03-03,9.64902
2022-03-04,4.7927
2022-03-05,3.05375
2022-03-06,5.18502
2022-03-07,4.52762
2022-03-08,9.85049
2022-03-09,5.84243
2022-03-10,18.8103
2022-03-11,7.86767
2022-03-12,5.04718
2022-03-13,5.1002
2022-03-14,6.43622
2022-03-15,6.3832
2022-03-16,4.66546
2022-03-17,7.16785
2022-03-18,4.42158
2022-03-19,2.18428
2022-03-20,2.69324
2022-03-21,4.1459
2022-03-22,3.43547
2022-03-23,4.86692
2022-03-24,4.45339
2022-03-25,5.91665
2022-03-26,3.10677
2022-03-27,3.05375
2022-03-28,3.81719
2022-03-29,6.30898
2022-03-30,4.55943
2022-03-31,3.44608
2022-04-01,3.2128
2022-04-02,1.74954
2022-04-03,1.96161
2022-04-04,3.1916
2022-04-05,3.11737
2022-04-06,2.94772
2022-04-07,2.566
2022-04-08,2.27971
2022-04-09,1.57989
2022-04-10,2.38574
2022-04-11,3.23401
2022-04-12,2.20549
2022-04-13,1.88739
2022-04-14,2.17368
2022-04-15,1.78135
2022-04-16,1.3042
2022-04-17,1.98282
2022-04-18,3.40366
2022-04-19,1.99342
2022-04-20,2.13126
2022-04-21,1.71773
2022-04-22,1.9298
2022-04-23,1.54808
2022-04-24,1.45265
2022-04-25,2.30092
2022-04-26,2.15247
2022-04-27,3.62633
2022-04-28,2.79927
2022-04-29,1.80256
2022-04-30,1.22998
2022-05-01,1.53748
2022-05-02,1.74954
2022-05-03,2.60841
2022-05-04,1.48446
2022-05-05,1.16636
2022-05-06,1.6117
2022-05-07,1.13455
2022-05-08,1.81316
2022-05-09,2.22669
2022-05-10,2.22669
2022-05-11,1.99342
2022-05-12,3.77478
2022-05-13,2.96893
2022-05-14,1.68592
2022-05-15,1.59049
2022-05-16,2.36454
2022-05-17,2.27971
2022-05-18,8.70533
2022-05-19,3.38246
2022-05-20,2.29031
2022-05-21,1.46325
2022-05-22,4.06107
2022-05-23,2.5766
2022-05-24,3.03255
2022-05-25,4.66546
2022-05-26,3.03255
2022-05-27,3.10677
2022-05-28,1.77075
2022-05-29,1.9404
2022-05-30,2.09945
2022-05-31,2.14187
2022-06-01,1.6223
2022-06-02,1.87678
2022-06-03,1.70713
2022-06-04,1.12395
2022-06-05,1.21938
2022-06-06,1.67532
2022-06-07,1.6011
2022-06-08,2.22669
2022-06-09,2.12066
2022-06-10,1.55868
2022-06-11,1.03912
2022-06-12,1.34662
2022-06-13,1.65411
2022-06-14,1.98282
2022-06-15,1.88739
2022-06-16,8.18577
2022-06-17,2.53419
2022-06-18,1.71773
2022-06-19,2.18428
2022-06-20,2.38574
2022-06-21,2.01463
2022-06-22,2.20549
2022-06-23,1.72834
2022-06-24,1.47386
2022-06-25,1.283
2022-06-26,1.20877
2022-06-27,2.03583
2022-06-28,1.6011
2022-06-29,1.36782
2022-06-30,1.41024
2022-07-01,1.34662
2022-07-02,0.94369
2022-07-03,1.50567
2022-07-04,2.15247
2022-07-05,1.52687
2022-07-06,1.19817
2022-07-07,1.49506
2022-07-08,1.283
2022-07-09,0.81645
2022-07-10,0.81645
2022-07-11,1.70713
2022-07-12,1.21938
2022-07-13,1.70713
2022-07-14,1.26179
2022-07-15,1.10274
2022-07-16,0.71042
2022-07-17,0.83766
2022-07-18,1.12395
2022-07-19,1.14515
2022-07-20,0.99671
2022-07-21,0.94369
2022-07-22,1.18757
2022-07-23,0.43473
2022-07-24,0.72102
2022-07-25,1.24058
2022-07-26,1.22998
2022-07-27,0.92248
2022-07-28,0.90128
2022-07-29,0.78464
2022-07-30,0.56197
2022-07-31,0.78464
2022-08-01,1.22998
2022-08-02,0.81645
2022-08-03,0.80585
2022-08-04,1.13455
2022-08-05,0.89067
2022-08-06,0.57257
2022-08-07,0.69981
2022-08-08,0.9649
2022-08-09,6.17113
2022-08-10,2.566
2022-08-11,2.34333
2022-08-12,1.90859
2022-08-13,0.9755
2022-08-14,0.80585
2022-08-15,1.07093
2022-08-16,1.42084
2022-08-17,1.56929
2022-08-18,1.6011
2022-08-19,1.31481
2022-08-20,0.99671
2022-08-21,0.83766
2022-08-22,1.26179
2022-08-23,1.34662
2022-08-24,1.13455
2022-08-25,1.09214
2022-08-26,0.75283
2022-08-27,0.67861
2022-08-28,0.53016
2022-08-29,1.22998
2022-08-30,2.79927
2022-08-31,1.27239
2022-09-01,1.18757
2022-09-02,1.37843
2022-09-03,0.62559
2022-09-04,0.81645
2022-09-05,1.44205
2022-09-06,1.77075
2022-09-07,1.54808
2022-09-08,1.09214
2022-09-09,0.78464
2022-09-10,0.51956
2022-09-11,0.90128
2022-09-12,1.21938
2022-09-13,1.65411
2022-09-14,1.6117
2022-09-15,1.56929
2022-09-16,0.82705
2022-09-17,1.07093
2022-09-18,1.2936
2022-09-19,2.30092
2022-09-20,1.43144
2022-09-21,1.34662
2022-09-22,1.04972
2022-09-23,1.04972
2022-09-24,0.67861
2022-09-25,0.81645
2022-09-26,1.37843
2022-09-27,3.41427
2022-09-28,1.88739
2022-09-29,1.10274
2022-09-30,1.10274
2022-10-01,0.91188
2022-10-02,0.74223
2022-10-03,0.71042
2022-10-04,1.24058
2022-10-05,0.91188
2022-10-06,1.15576
2022-10-07,0.88007
2022-10-08,0.82705
2022-10-09,0.79524
2022-10-10,0.77404
2022-10-11,0.91188
2022-10-12,0.93309
2022-10-13,0.90128
2022-10-14,0.94369
2022-10-15,0.88007
2022-10-16,0.83766
2022-10-17,1.17696
2022-10-18,1.04972
2022-10-19,1.08153
2022-10-20,1.20877
2022-10-21,0.90128
2022-10-22,0.73162
2022-10-23,0.60438
2022-10-24,1.44205
2022-10-25,1.63291
2022-10-26,1.16636
2022-10-27,1.3042
2022-10-28,1.15576
2022-10-29,0.57257
2022-10-30,0.72102
2022-10-31,1.12395
2022-11-01,1.13455
2022-11-02,1.02852
2022-11-03,1.43144
2022-11-04,0.95429
2022-11-05,0.83766
2022-11-06,0.72102
2022-11-07,4.72908
2022-11-08,3.75357
2022-11-09,1.95101
2022-11-10,1.43144
2022-11-11,1.87678
2022-11-12,1.36782
2022-11-13,0.9755
2022-11-14,2.08885
2022-11-15,1.41024
2022-11-16,1.27239
2022-11-17,1.32541
2022-11-18,1.06033
2022-11-19,0.90128
2022-11-20,0.91188
2022-11-21,0.80585
2022-11-22,1.17696
2022-11-23,0.9861
2022-11-24,1.24058
2022-11-25,1.12395
2022-11-26,0.6574
2022-11-27,0.83766
2022-11-28,0.92248
2022-11-29,0.90128
2022-11-30,0.9649
2022-12-01,0.95429
2022-12-02,0.93309
2022-12-03,0.44533
2022-12-04,0.68921
2022-12-05,0.74223
2022-12-06,0.80585
2022-12-07,0.78464
2022-12-08,1.66472
2022-12-09,0.6468
2022-12-10,0.74223
2022-12-11,0.72102
2022-12-12,0.76343
2022-12-13,1.19817
2022-12-14,0.9755
2022-12-15,0.58318
2022-12-16,0.63619
2022-12-17,0.48775
2022-12-18,0.67861
2022-12-19,0.77404
2022-12-20,0.6574
2022-12-21,0.61499
2022-12-22,0.6468
2022-12-23,0.6468
2022-12-24,0.50895
2022-12-25,0.54076
2022-12-26,0.50895
2022-12-27,0.54076
2022-12-28,0.89067
2022-12-29,0.43473
2022-12-30,0.46654
2022-12-31,0.3287
2023-01-01,0.46654
2023-01-02,0.77404
2023-01-03,0.9649
2023-01-04,0.68921
2023-01-05,4.26253
2023-01-06,0.90128
2023-01-07,0.62559
2023-01-08,0.60438
2023-01-09,0.73162
2023-01-10,0.63619
2023-01-11,0.91188
2023-01-12,0.77404
2023-01-13,0.90128
2023-01-14,0.59378
2023-01-15,0.668
2023-01-16,0.9755
2023-01-17,0.88007
2023-01-18,0.90128
2023-01-19,1.20877
2023-01-20,0.55137
2023-01-21,0.58318
2023-01-22,0.50895
2023-01-23,0.57257
2023-01-24,0.668
2023-01-25,0.92248
2023-01-26,0.9755
2023-01-27,0.6574
2023-01-28,0.47714
2023-01-29,0.45594
2023-01-30,1.06033
2023-01-31,0.78464
2023-02-01,0.89067
2023-02-02,1.01791
2023-02-03,0.46654
2023-02-04,0.46654
2023-02-05,0.50895
2023-02-06,0.74223
2023-02-07,1.283
2023-02-08,0.80585
2023-02-09,0.86947
2023-02-10,0.90128
2023-02-11,0.55137
2023-02-12,0.74223
2023-02-13,0.9861
2023-02-14,1.3042
2023-02-15,1.17696
2023-02-16,0.99671
2023-02-17,0.84826
2023-02-18,0.45594
2023-02-19,0.53016
2023-02-20,1.03912
2023-02-21,2.27971
2023-02-22,0.93309
2023-02-23,0.89067
2023-02-24,0.9861
2023-02-25,0.81645
2023-02-26,0.6468
2023-02-27,0.6574
2023-02-28,0.54076
2023-03-01,0.78464
2023-03-02,0.77404
2023-03-03,0.81645
2023-03-04,0.58318
2023-03-05,0.61499
2023-03-06,0.76343
2023-03-07,1.01791
2023-03-08,0.9649
2023-03-09,0.68921
2023-03-10,0.81645
2023-03-11,0.56197
2023-03-12,0.59378
2023-03-13,0.86947
2023-03-14,0.6574
2023-03-15,1.70713
2023-03-16,5.30166
2023-03-17,2.11006
2023-03-18,1.283
2023-03-19,1.00731
2023-03-20,1.53748
2023-03-21,1.21938
2023-03-22,1.47386
2023-03-23,0.9755
2023-03-24,0.83766
2023-03-25,0.54076
2023-03-26,0.62559
2023-03-27,0.94369
2023-03-28,0.9861
2023-03-29,1.37843
2023-03-30,1.14515
2023-03-31,1.03912
2023-04-01,0.75283
2023-04-02,0.90128
2023-04-03,1.13455
2023-04-04,0.9861
2023-04-05,0.88007
2023-04-06,0.668
2023-04-07,0.71042
2023-04-08,0.39232
2023-04-09,0.71042
2023-04-10,0.88007
2023-04-11,1.12395
2023-04-12,0.92248
2023-04-13,0.93309
2023-04-14,0.68921
2023-04-15,0.40292
2023-04-16,0.29689
2023-04-17,0.60438
2023-04-18,0.83766
2023-04-19,0.68921
2023-04-20,0.62559
2023-04-21,0.55137
2023-04-22,0.36051
2023-04-23,0.6574
2023-04-24,1.01791
2023-04-25,0.91188
2023-04-26,0.72102
2023-04-27,0.67861
2023-04-28,0.69981
2023-04-29,0.45594
2023-04-30,0.36051
2023-05-01,0.60438
2023-05-02,0.69981
2023-05-03,0.62559
2023-05-04,0.61499
2023-05-05,0.56197
2023-05-06,0.39232
2023-05-07,0.53016
2023-05-08,1.02852
2023-05-09,0.89067
2023-05-10,0.88007
2023-05-11,0.62559
2023-05-12,0.6574
2023-05-13,0.54076
2023-05-14,0.39232
2023-05-15,1.69653
2023-05-16,1.22998
2023-05-17,0.84826
2023-05-18,0.9861
2023-05-19,0.73162
2023-05-20,0.51956
2023-05-21,0.82705
2023-05-22,0.9861
2023-05-23,0.86947
2023-05-24,0.71042
2023-05-25,0.75283
2023-05-26,0.60438
2023-05-27,0.3499
2023-05-28,0.39232
2023-05-29,0.60438
