date,퀴즈사이트
2020-03-21,1.07296
2020-03-24,2.36051
2020-03-25,1.28755
2020-03-26,2.78969
2020-03-28,1.50214
2020-03-30,1.71673
2020-03-31,1.71673
2020-04-01,2.5751
2020-04-02,1.50214
2020-04-03,1.93133
2020-04-04,1.28755
2020-04-05,2.14592
2020-04-06,3.21888
2020-04-07,1.50214
2020-04-09,1.50214
2020-04-10,1.71673
2020-04-12,1.07296
2020-04-13,1.28755
2020-04-14,2.78969
2020-04-15,1.07296
2020-04-17,1.07296
2020-04-18,1.93133
2020-04-19,2.36051
2020-04-20,2.14592
2020-04-21,1.71673
2020-04-22,2.78969
2020-04-23,4.72103
2020-04-24,1.07296
2020-04-26,1.28755
2020-04-27,1.93133
2020-04-28,2.14592
2020-04-29,3.64806
2020-05-01,1.71673
2020-05-02,1.07296
2020-05-05,1.07296
2020-05-06,1.07296
2020-05-07,1.28755
2020-05-08,3.21888
2020-05-09,1.28755
2020-05-10,2.5751
2020-05-11,1.93133
2020-05-12,3.21888
2020-05-13,2.78969
2020-05-14,1.28755
2020-05-15,1.07296
2020-05-16,1.71673
2020-05-18,2.14592
2020-05-19,3.21888
2020-05-20,3.21888
2020-05-21,2.5751
2020-05-22,2.5751
2020-05-25,3.21888
2020-05-26,3.43347
2020-05-27,2.36051
2020-05-29,1.71673
2020-05-31,1.07296
2020-06-01,1.71673
2020-06-02,1.93133
2020-06-03,1.50214
2020-06-04,1.07296
2020-06-05,1.07296
2020-06-06,1.71673
2020-06-07,1.07296
2020-06-08,1.28755
2020-06-09,1.71673
2020-06-10,1.28755
2020-06-11,2.5751
2020-06-12,1.93133
2020-06-13,1.93133
2020-06-14,1.50214
2020-06-15,2.14592
2020-06-16,1.28755
2020-06-17,1.28755
2020-06-21,1.07296
2020-06-23,2.36051
2020-06-24,2.36051
2020-06-25,2.14592
2020-06-27,1.50214
2020-06-29,1.71673
2020-06-30,2.78969
2020-07-01,1.07296
2020-07-03,2.36051
2020-07-04,1.28755
2020-07-06,1.28755
2020-07-07,1.50214
2020-07-08,1.28755
2020-07-09,1.93133
2020-07-11,1.28755
2020-07-13,2.78969
2020-07-14,1.07296
2020-07-15,3.64806
2020-07-16,2.78969
2020-07-17,1.07296
2020-07-18,1.07296
2020-07-19,4.07725
2020-07-22,1.50214
2020-07-23,3.21888
2020-07-24,2.14592
2020-07-25,1.07296
2020-07-27,2.5751
2020-07-28,1.28755
2020-07-30,1.28755
2020-08-03,1.07296
2020-08-04,2.14592
2020-08-05,2.14592
2020-08-06,3.43347
2020-08-09,1.50214
2020-08-11,3.00429
2020-08-13,1.28755
2020-08-14,2.36051
2020-08-16,1.07296
2020-08-17,2.14592
2020-08-19,1.07296
2020-08-20,1.07296
2020-08-22,1.07296
2020-08-24,3.21888
2020-08-25,1.93133
2020-08-26,2.78969
2020-08-27,3.00429
2020-08-28,1.50214
2020-08-29,1.07296
2020-08-30,2.36051
2020-08-31,4.72103
2020-09-01,4.07725
2020-09-03,1.50214
2020-09-04,2.78969
2020-09-05,1.07296
2020-09-06,2.5751
2020-09-07,5.79399
2020-09-08,1.93133
2020-09-09,2.5751
2020-09-10,4.50643
2020-09-11,1.71673
2020-09-13,1.50214
2020-09-14,1.93133
2020-09-15,4.72103
2020-09-16,2.5751
2020-09-17,2.36051
2020-09-18,1.71673
2020-09-19,1.07296
2020-09-20,1.71673
2020-09-21,3.21888
2020-09-22,3.00429
2020-09-23,2.36051
2020-09-24,1.07296
2020-09-25,1.07296
2020-09-26,1.71673
2020-09-28,1.07296
2020-09-29,2.36051
2020-10-01,1.28755
2020-10-02,1.07296
2020-10-03,1.07296
2020-10-04,1.50214
2020-10-05,1.71673
2020-10-06,3.00429
2020-10-07,3.86266
2020-10-08,3.64806
2020-10-12,1.71673
2020-10-13,3.00429
2020-10-14,5.15021
2020-10-15,1.28755
2020-10-16,1.07296
2020-10-18,1.50214
2020-10-19,1.50214
2020-10-20,3.00429
2020-10-21,3.86266
2020-10-22,1.93133
2020-10-25,3.00429
2020-10-28,3.21888
2020-10-29,2.36051
2020-10-30,3.43347
2020-10-31,1.28755
2020-11-01,1.28755
2020-11-03,3.00429
2020-11-04,1.50214
2020-11-05,1.50214
2020-11-07,3.00429
2020-11-08,1.50214
2020-11-09,3.86266
2020-11-10,1.28755
2020-11-11,1.07296
2020-11-12,1.71673
2020-11-16,1.71673
2020-11-17,1.28755
2020-11-18,2.5751
2020-11-19,1.50214
2020-11-21,1.71673
2020-11-22,1.50214
2020-11-23,1.28755
2020-11-24,1.50214
2020-11-25,2.14592
2020-11-26,4.07725
2020-11-27,3.00429
2020-11-28,1.50214
2020-11-29,2.36051
2020-11-30,2.78969
2020-12-01,1.50214
2020-12-02,4.07725
2020-12-03,2.5751
2020-12-06,2.78969
2020-12-07,1.50214
2020-12-09,3.43347
2020-12-10,5.3648
2020-12-11,1.28755
2020-12-12,1.93133
2020-12-13,1.50214
2020-12-14,1.28755
2020-12-15,3.86266
2020-12-16,3.00429
2020-12-17,2.36051
2020-12-18,1.71673
2020-12-21,2.5751
2020-12-22,2.78969
2020-12-23,3.00429
2020-12-24,1.93133
2020-12-25,1.50214
2020-12-26,1.50214
2020-12-27,1.71673
2020-12-28,6.86695
2020-12-29,2.5751
2020-12-30,4.07725
2021-01-01,1.07296
2021-01-02,3.64806
2021-01-04,3.43347
2021-01-05,3.86266
2021-01-06,4.50643
2021-01-07,3.21888
2021-01-08,1.93133
2021-01-09,1.71673
2021-01-10,2.78969
2021-01-11,3.21888
2021-01-12,2.5751
2021-01-13,2.78969
2021-01-14,3.00429
2021-01-15,1.28755
2021-01-18,1.50214
2021-01-19,2.14592
2021-01-20,2.36051
2021-01-21,2.5751
2021-01-25,1.50214
2021-01-26,1.28755
2021-01-27,1.07296
2021-01-28,3.21888
2021-01-29,1.28755
2021-01-30,1.93133
2021-02-01,1.28755
2021-02-02,1.28755
2021-02-03,1.50214
2021-02-04,1.07296
2021-02-05,1.07296
2021-02-06,1.28755
2021-02-12,1.07296
2021-02-15,3.21888
2021-02-17,1.07296
2021-02-18,3.00429
2021-02-19,1.07296
2021-02-20,1.50214
2021-02-22,3.64806
2021-02-23,1.71673
2021-02-24,3.00429
2021-02-25,2.14592
2021-02-26,1.07296
2021-02-27,1.28755
2021-02-28,1.50214
2021-03-01,2.78969
2021-03-02,2.14592
2021-03-03,3.21888
2021-03-04,1.93133
2021-03-05,2.78969
2021-03-07,1.50214
2021-03-08,1.71673
2021-03-09,5.79399
2021-03-10,2.14592
2021-03-11,2.14592
2021-03-12,3.86266
2021-03-14,1.50214
2021-03-15,1.71673
2021-03-16,1.07296
2021-03-17,1.50214
2021-03-18,1.28755
2021-03-19,3.00429
2021-03-20,1.28755
2021-03-21,1.50214
2021-03-22,1.50214
2021-03-23,1.50214
2021-03-24,3.21888
2021-03-25,1.71673
2021-03-26,1.28755
2021-03-27,1.50214
2021-03-28,1.28755
2021-03-29,4.50643
2021-03-30,4.07725
2021-03-31,4.29184
2021-04-01,4.29184
2021-04-02,2.36051
2021-04-03,1.71673
2021-04-04,1.93133
2021-04-05,4.29184
2021-04-06,2.78969
2021-04-07,1.07296
2021-04-08,2.14592
2021-04-09,3.21888
2021-04-10,1.93133
2021-04-11,1.07296
2021-04-12,1.71673
2021-04-13,2.78969
2021-04-14,1.93133
2021-04-15,3.00429
2021-04-16,2.78969
2021-04-17,2.78969
2021-04-18,2.78969
2021-04-19,1.50214
2021-04-20,2.5751
2021-04-21,1.50214
2021-04-22,3.86266
2021-04-23,2.36051
2021-04-24,1.07296
2021-04-25,2.36051
2021-04-26,4.07725
2021-04-27,1.28755
2021-04-28,1.71673
2021-04-29,3.00429
2021-04-30,3.43347
2021-05-01,3.43347
2021-05-02,2.78969
2021-05-04,2.78969
2021-05-05,1.07296
2021-05-06,1.07296
2021-05-07,1.28755
2021-05-08,1.07296
2021-05-09,1.28755
2021-05-10,4.07725
2021-05-11,3.21888
2021-05-12,3.00429
2021-05-13,2.5751
2021-05-14,2.14592
2021-05-15,2.5751
2021-05-16,3.21888
2021-05-17,2.36051
2021-05-18,2.14592
2021-05-19,2.14592
2021-05-20,3.00429
2021-05-21,4.07725
2021-05-22,2.5751
2021-05-23,1.28755
2021-05-24,1.07296
2021-05-25,3.00429
2021-05-26,6.22317
2021-05-27,1.50214
2021-05-28,3.21888
2021-05-31,1.50214
2021-06-01,1.93133
2021-06-02,2.36051
2021-06-03,1.50214
2021-06-04,1.93133
2021-06-05,3.00429
2021-06-06,2.36051
2021-06-09,4.07725
2021-06-10,2.36051
2021-06-11,4.50643
2021-06-12,2.78969
2021-06-14,4.72103
2021-06-15,2.36051
2021-06-16,2.36051
2021-06-17,1.07296
2021-06-18,2.78969
2021-06-19,1.07296
2021-06-20,3.00429
2021-06-21,3.21888
2021-06-24,2.5751
2021-06-25,3.43347
2021-06-28,3.86266
2021-06-29,1.71673
2021-07-01,2.5751
2021-07-02,1.07296
2021-07-04,1.71673
2021-07-05,1.71673
2021-07-06,1.28755
2021-07-07,1.50214
2021-07-08,2.78969
2021-07-09,4.29184
2021-07-11,2.14592
2021-07-12,2.36051
2021-07-13,4.93562
2021-07-14,3.86266
2021-07-15,5.79399
2021-07-16,2.36051
2021-07-17,3.00429
2021-07-18,1.50214
2021-07-19,3.43347
2021-07-20,3.86266
2021-07-21,3.64806
2021-07-22,3.21888
2021-07-23,1.50214
2021-07-24,1.07296
2021-07-25,1.07296
2021-07-26,2.78969
2021-07-27,2.5751
2021-07-28,2.14592
2021-07-29,1.07296
2021-07-30,1.07296
2021-07-31,1.07296
2021-08-02,3.43347
2021-08-03,2.78969
2021-08-04,2.5751
2021-08-05,2.78969
2021-08-07,4.50643
2021-08-08,1.07296
2021-08-09,1.93133
2021-08-10,1.28755
2021-08-11,3.21888
2021-08-12,3.00429
2021-08-13,1.50214
2021-08-14,3.43347
2021-08-15,3.43347
2021-08-16,2.78969
2021-08-17,2.78969
2021-08-18,3.43347
2021-08-19,3.21888
2021-08-20,3.43347
2021-08-21,1.50214
2021-08-23,4.50643
2021-08-24,3.64806
2021-08-25,3.64806
2021-08-26,4.29184
2021-08-27,3.00429
2021-08-28,1.93133
2021-08-29,1.50214
2021-08-30,1.50214
2021-08-31,3.21888
2021-09-01,3.21888
2021-09-02,1.28755
2021-09-03,1.71673
2021-09-04,1.07296
2021-09-05,1.50214
2021-09-06,2.36051
2021-09-07,3.00429
2021-09-08,3.86266
2021-09-09,3.86266
2021-09-10,3.43347
2021-09-11,2.5751
2021-09-12,1.71673
2021-09-13,2.14592
2021-09-14,1.71673
2021-09-15,2.5751
2021-09-16,3.00429
2021-09-17,2.14592
2021-09-19,1.71673
2021-09-21,1.50214
2021-09-22,1.28755
2021-09-23,1.07296
2021-09-24,3.00429
2021-09-26,2.14592
2021-09-27,2.78969
2021-09-28,2.78969
2021-09-29,3.00429
2021-09-30,1.28755
2021-10-04,1.28755
2021-10-05,1.28755
2021-10-06,3.43347
2021-10-07,2.78969
2021-10-08,2.36051
2021-10-09,1.07296
2021-10-10,4.72103
2021-10-11,1.07296
2021-10-12,4.72103
2021-10-13,3.00429
2021-10-14,1.07296
2021-10-15,4.50643
2021-10-16,2.5751
2021-10-17,2.36051
2021-10-18,2.5751
2021-10-19,3.64806
2021-10-20,3.21888
2021-10-21,2.78969
2021-10-22,3.43347
2021-10-24,3.43347
2021-10-25,1.93133
2021-10-26,3.00429
2021-10-27,1.07296
2021-10-28,1.50214
2021-10-29,1.93133
2021-10-31,1.71673
2021-11-01,2.14592
2021-11-02,3.21888
2021-11-03,3.43347
2021-11-04,1.07296
2021-11-05,1.71673
2021-11-06,1.71673
2021-11-07,2.36051
2021-11-08,2.5751
2021-11-09,1.28755
2021-11-10,3.21888
2021-11-11,3.43347
2021-11-12,2.78969
2021-11-13,1.07296
2021-11-15,3.43347
2021-11-16,1.28755
2021-11-18,4.07725
2021-11-19,2.14592
2021-11-21,2.36051
2021-11-22,3.86266
2021-11-23,1.71673
2021-11-25,1.50214
2021-11-26,2.14592
2021-11-27,1.07296
2021-11-28,2.5751
2021-11-29,3.21888
2021-11-30,3.64806
2021-12-01,2.14592
2021-12-02,3.43347
2021-12-03,3.00429
2021-12-06,1.28755
2021-12-07,1.71673
2021-12-08,1.71673
2021-12-09,1.50214
2021-12-10,4.72103
2021-12-11,1.50214
2021-12-12,1.71673
2021-12-13,3.43347
2021-12-14,1.50214
2021-12-15,4.93562
2021-12-16,2.36051
2021-12-17,4.93562
2021-12-18,1.71673
2021-12-19,2.36051
2021-12-20,3.21888
2021-12-21,4.29184
2021-12-22,1.93133
2021-12-23,3.00429
2021-12-24,1.50214
2021-12-25,1.50214
2021-12-26,3.00429
2021-12-27,6.65236
2021-12-28,5.3648
2021-12-29,5.15021
2021-12-30,5.57939
2021-12-31,5.15021
2022-01-01,3.21888
2022-01-02,4.29184
2022-01-03,3.00429
2022-01-04,2.5751
2022-01-05,3.00429
2022-01-06,1.71673
2022-01-07,2.14592
2022-01-08,3.43347
2022-01-09,1.50214
2022-01-11,1.07296
2022-01-13,1.07296
2022-01-14,2.78969
2022-01-15,2.78969
2022-01-16,1.28755
2022-01-17,1.71673
2022-01-19,1.93133
2022-01-20,3.21888
2022-01-21,3.00429
2022-01-22,3.21888
2022-01-23,3.43347
2022-01-24,2.5751
2022-01-25,3.64806
2022-01-26,3.64806
2022-01-27,1.93133
2022-01-28,1.07296
2022-01-29,2.14592
2022-01-31,1.28755
2022-02-01,1.28755
2022-02-02,3.64806
2022-02-03,1.50214
2022-02-04,1.28755
2022-02-05,1.28755
2022-02-06,1.50214
2022-02-07,3.00429
2022-02-08,4.07725
2022-02-09,2.78969
2022-02-10,1.50214
2022-02-11,1.28755
2022-02-13,3.21888
2022-02-14,3.00429
2022-02-15,2.36051
2022-02-16,1.07296
2022-02-17,2.5751
2022-02-18,3.00429
2022-02-19,2.5751
2022-02-20,1.50214
2022-02-21,1.71673
2022-02-22,3.43347
2022-02-23,4.07725
2022-02-24,2.5751
2022-02-25,3.86266
2022-02-26,2.78969
2022-02-27,1.07296
2022-02-28,1.28755
2022-03-01,3.21888
2022-03-02,6.22317
2022-03-03,3.43347
2022-03-04,2.78969
2022-03-05,2.78969
2022-03-06,4.29184
2022-03-07,3.43347
2022-03-08,3.43347
2022-03-09,2.5751
2022-03-10,2.78969
2022-03-11,1.71673
2022-03-12,1.71673
2022-03-13,3.43347
2022-03-14,2.78969
2022-03-15,3.00429
2022-03-16,3.86266
2022-03-17,2.36051
2022-03-19,4.07725
2022-03-20,4.07725
2022-03-21,1.93133
2022-03-22,2.14592
2022-03-23,3.21888
2022-03-24,3.64806
2022-03-25,3.64806
2022-03-26,3.00429
2022-03-27,1.50214
2022-03-28,4.07725
2022-03-29,3.00429
2022-03-30,3.43347
2022-03-31,3.00429
2022-04-01,1.93133
2022-04-04,1.71673
2022-04-05,1.50214
2022-04-06,2.78969
2022-04-07,1.07296
2022-04-08,3.43347
2022-04-09,2.5751
2022-04-10,2.78969
2022-04-11,1.07296
2022-04-12,1.50214
2022-04-13,1.50214
2022-04-14,3.00429
2022-04-15,3.86266
2022-04-17,1.28755
2022-04-18,2.5751
2022-04-19,1.71673
2022-04-20,3.21888
2022-04-21,2.5751
2022-04-22,3.00429
2022-04-25,2.5751
2022-04-26,2.5751
2022-04-27,3.64806
2022-04-28,3.21888
2022-04-29,2.5751
2022-05-02,1.50214
2022-05-03,4.07725
2022-05-05,1.71673
2022-05-06,1.07296
2022-05-10,6.43776
2022-05-11,6.22317
2022-05-12,6.22317
2022-05-13,4.50643
2022-05-14,3.43347
2022-05-15,4.50643
2022-05-16,6.86695
2022-05-17,3.86266
2022-05-18,4.93562
2022-05-19,4.29184
2022-05-20,2.36051
2022-05-21,4.72103
2022-05-22,1.71673
2022-05-23,2.5751
2022-05-24,5.57939
2022-05-25,3.43347
2022-05-26,3.64806
2022-05-27,3.21888
2022-05-28,2.78969
2022-05-29,1.28755
2022-05-30,3.86266
2022-05-31,3.86266
2022-06-01,3.64806
2022-06-02,2.78969
2022-06-03,1.28755
2022-06-04,3.64806
2022-06-05,4.29184
2022-06-06,1.28755
2022-06-07,3.43347
2022-06-08,4.50643
2022-06-09,4.29184
2022-06-10,2.5751
2022-06-11,1.71673
2022-06-12,3.64806
2022-06-13,4.72103
2022-06-14,4.29184
2022-06-15,2.14592
2022-06-16,1.28755
2022-06-17,4.50643
2022-06-18,1.28755
2022-06-22,2.14592
2022-06-23,3.86266
2022-06-25,1.07296
2022-06-26,3.86266
2022-06-27,3.00429
2022-06-28,1.71673
2022-06-29,1.28755
2022-06-30,1.50214
2022-07-01,3.21888
2022-07-02,2.36051
2022-07-03,3.00429
2022-07-04,3.43347
2022-07-05,2.36051
2022-07-06,1.28755
2022-07-07,1.50214
2022-07-08,2.14592
2022-07-09,1.50214
2022-07-11,3.00429
2022-07-12,3.21888
2022-07-13,4.07725
2022-07-14,3.00429
2022-07-15,3.64806
2022-07-16,1.50214
2022-07-17,2.5751
2022-07-18,2.36051
2022-07-19,3.43347
2022-07-21,1.50214
2022-07-22,2.78969
2022-07-23,3.00429
2022-07-24,3.43347
2022-07-25,1.50214
2022-07-26,2.78969
2022-07-27,1.71673
2022-07-29,2.78969
2022-07-30,2.36051
2022-08-01,2.78969
2022-08-02,2.5751
2022-08-03,1.07296
2022-08-04,1.50214
2022-08-05,1.28755
2022-08-06,2.14592
2022-08-07,1.71673
2022-08-08,2.14592
2022-08-09,2.14592
2022-08-10,3.43347
2022-08-11,4.29184
2022-08-12,3.00429
2022-08-14,1.93133
2022-08-15,1.07296
2022-08-16,3.21888
2022-08-17,1.50214
2022-08-18,2.36051
2022-08-19,1.71673
2022-08-20,2.78969
2022-08-21,2.78969
2022-08-22,2.78969
2022-08-23,1.71673
2022-08-24,2.78969
2022-08-25,2.78969
2022-08-26,1.93133
2022-08-27,2.36051
2022-08-28,2.5751
2022-08-29,1.93133
2022-08-30,4.07725
2022-08-31,1.93133
2022-09-01,1.50214
2022-09-02,1.07296
2022-09-04,2.36051
2022-09-05,3.00429
2022-09-06,3.21888
2022-09-07,3.21888
2022-09-08,3.00429
2022-09-09,2.14592
2022-09-10,1.07296
2022-09-11,1.07296
2022-09-12,2.36051
2022-09-13,1.71673
2022-09-14,4.93562
2022-09-15,3.43347
2022-09-16,4.50643
2022-09-17,1.28755
2022-09-18,3.86266
2022-09-19,3.21888
2022-09-20,3.86266
2022-09-21,3.21888
2022-09-23,1.50214
2022-09-24,1.50214
2022-09-25,2.36051
2022-09-26,2.5751
2022-09-27,2.36051
2022-09-28,1.07296
2022-09-29,3.00429
2022-10-01,1.93133
2022-10-02,1.71673
2022-10-03,3.43347
2022-10-04,3.00429
2022-10-05,3.64806
2022-10-06,4.93562
2022-10-07,1.50214
2022-10-08,2.14592
2022-10-10,4.07725
2022-10-11,3.43347
2022-10-12,1.28755
2022-10-13,3.43347
2022-10-14,2.5751
2022-10-15,1.71673
2022-10-16,3.00429
2022-10-17,2.78969
2022-10-18,3.43347
2022-10-19,2.5751
2022-10-20,4.07725
2022-10-21,3.21888
2022-10-22,1.28755
2022-10-23,1.71673
2022-10-24,4.07725
2022-10-25,4.50643
2022-10-26,3.86266
2022-10-27,3.43347
2022-10-28,4.72103
2022-10-29,1.93133
2022-10-30,3.86266
2022-11-01,1.50214
2022-11-02,3.86266
2022-11-03,3.43347
2022-11-04,4.50643
2022-11-05,1.07296
2022-11-06,3.00429
