date,퀴즈사이트
2022-11-07,1.71673
2022-11-08,3.00429
2022-11-09,1.28755
2022-11-10,4.50643
2022-11-11,3.43347
2022-11-12,1.71673
2022-11-13,3.43347
2022-11-14,3.64806
2022-11-15,3.00429
2022-11-16,2.78969
2022-11-17,2.78969
2022-11-18,1.28755
2022-11-19,3.21888
2022-11-20,1.28755
2022-11-21,3.21888
2022-11-22,3.21888
2022-11-23,1.71673
2022-11-24,2.36051
2022-11-25,3.21888
2022-11-26,2.5751
2022-11-27,3.21888
2022-11-28,3.64806
2022-11-29,3.86266
2022-11-30,3.43347
2022-12-01,4.50643
2022-12-02,3.43347
2022-12-03,4.29184
2022-12-04,1.28755
2022-12-05,4.07725
2022-12-06,3.00429
2022-12-07,3.00429
2022-12-08,3.00429
2022-12-09,4.72103
2022-12-10,1.28755
2022-12-11,1.93133
2022-12-12,4.07725
2022-12-13,4.07725
2022-12-14,2.5751
2022-12-15,4.07725
2022-12-16,1.50214
2022-12-17,2.78969
2022-12-18,1.50214
2022-12-19,2.14592
2022-12-20,5.15021
2022-12-21,1.93133
2022-12-22,2.78969
2022-12-23,5.3648
2022-12-24,1.28755
2022-12-25,2.5751
2022-12-26,3.64806
2022-12-28,3.00429
2022-12-29,5.15021
2022-12-30,3.00429
2022-12-31,1.07296
2023-01-01,1.28755
2023-01-02,1.71673
2023-01-03,3.43347
2023-01-04,3.86266
2023-01-05,3.64806
2023-01-06,3.21888
2023-01-07,1.28755
2023-01-08,1.71673
2023-01-09,3.64806
2023-01-10,3.86266
2023-01-11,4.50643
2023-01-12,4.72103
2023-01-13,5.15021
2023-01-14,2.5751
2023-01-15,3.43347
2023-01-16,2.5751
2023-01-17,2.36051
2023-01-18,3.64806
2023-01-19,2.78969
2023-01-20,1.71673
2023-01-21,1.07296
2023-01-22,3.21888
2023-01-23,1.50214
2023-01-24,1.71673
2023-01-25,5.3648
2023-01-26,1.07296
2023-01-27,5.15021
2023-01-28,3.64806
2023-01-29,3.43347
2023-01-30,3.43347
2023-01-31,4.93562
2023-02-01,3.86266
2023-02-02,4.72103
2023-02-03,4.93562
2023-02-04,4.50643
2023-02-05,1.50214
2023-02-06,6.43776
2023-02-07,4.29184
2023-02-08,4.50643
2023-02-09,4.93562
2023-02-10,4.29184
2023-02-11,4.72103
2023-02-12,6.22317
2023-02-13,5.15021
2023-02-14,5.79399
2023-02-15,7.29613
2023-02-16,6.65236
2023-02-17,8.36909
2023-02-18,5.3648
2023-02-19,5.79399
2023-02-20,4.50643
2023-02-21,1.93133
2023-02-22,5.15021
2023-02-23,6.00858
2023-02-24,3.64806
2023-02-25,3.86266
2023-02-26,3.86266
2023-02-27,5.57939
2023-02-28,4.50643
2023-03-01,4.72103
2023-03-02,4.93562
2023-03-03,7.72532
2023-03-04,4.07725
2023-03-05,3.43347
2023-03-06,3.86266
2023-03-07,3.64806
2023-03-08,2.5751
2023-03-09,5.79399
2023-03-10,2.78969
2023-03-11,2.5751
2023-03-12,3.86266
2023-03-13,4.29184
2023-03-14,4.72103
2023-03-15,4.50643
2023-03-16,3.64806
2023-03-17,5.3648
2023-03-18,3.00429
2023-03-19,6.43776
2023-03-20,4.72103
2023-03-21,5.15021
2023-03-22,2.78969
2023-03-23,5.15021
2023-03-24,3.64806
2023-03-25,4.72103
2023-03-26,4.72103
2023-03-27,3.21888
2023-03-28,4.72103
2023-03-29,4.72103
2023-03-30,2.5751
2023-03-31,2.78969
2023-04-01,3.21888
2023-04-02,4.29184
2023-04-03,4.72103
2023-04-04,4.72103
2023-04-05,5.3648
2023-04-06,5.57939
2023-04-07,6.00858
2023-04-08,2.5751
2023-04-10,4.29184
2023-04-11,6.65236
2023-04-12,4.93562
2023-04-13,4.72103
2023-04-14,1.93133
2023-04-15,1.50214
2023-04-16,4.07725
2023-04-17,3.00429
2023-04-18,6.22317
2023-04-19,7.51072
2023-04-20,5.15021
2023-04-21,4.50643
2023-04-22,3.21888
2023-04-23,2.78969
2023-04-24,3.43347
2023-04-25,3.86266
2023-04-26,3.86266
2023-04-27,3.00429
2023-04-28,4.07725
2023-04-29,1.71673
2023-04-30,5.15021
2023-05-01,3.00429
2023-05-02,4.50643
2023-05-03,4.50643
2023-05-04,3.86266
2023-05-05,3.43347
2023-05-06,2.5751
2023-05-07,2.5751
2023-05-08,4.50643
2023-05-09,6.65236
2023-05-10,4.29184
2023-05-11,5.79399
2023-05-12,3.43347
2023-05-13,4.07725
2023-05-14,3.86266
2023-05-15,5.79399
2023-05-16,6.43776
2023-05-17,5.57939
2023-05-18,5.15021
2023-05-19,4.50643
2023-05-20,2.5751
2023-05-21,3.00429
2023-05-22,6.86695
2023-05-23,3.64806
2023-05-24,6.65236
2023-05-25,3.21888
2023-05-26,4.50643
2023-05-27,3.86266
2023-05-28,5.57939
2023-05-29,4.07725
2023-05-30,3.86266
2023-05-31,5.15021
2023-06-01,2.5751
2023-06-02,3.21888
2023-06-03,4.50643
2023-06-04,14.16309
2023-06-05,17.16738
2023-06-06,7.29613
2023-06-07,9.01287
2023-06-08,4.29184
2023-06-09,6.43776
2023-06-10,4.07725
2023-06-11,4.50643
2023-06-12,3.21888
2023-06-13,7.93991
2023-06-14,5.15021
2023-06-15,5.57939
2023-06-16,1.71673
2023-06-17,4.72103
2023-06-18,6.65236
2023-06-19,4.93562
2023-06-20,5.3648
2023-06-21,4.50643
2023-06-22,5.57939
2023-06-23,4.07725
2023-06-24,2.5751
2023-06-25,6.22317
2023-06-26,3.64806
2023-06-27,4.50643
2023-06-28,3.21888
2023-06-29,4.50643
2023-06-30,4.07725
2023-07-01,5.79399
2023-07-02,3.64806
2023-07-03,2.36051
2023-07-04,3.86266
2023-07-05,2.78969
2023-07-06,3.43347
2023-07-07,5.3648
2023-07-08,19.09871
2023-07-09,17.16738
2023-07-10,10.9442
2023-07-11,7.08154
2023-07-12,8.58369
2023-07-13,4.50643
2023-07-14,6.43776
2023-07-15,5.3648
2023-07-16,6.00858
2023-07-17,6.00858
2023-07-18,11.80257
2023-07-19,4.07725
2023-07-20,4.93562
2023-07-21,4.29184
2023-07-22,3.43347
2023-07-23,2.5751
2023-07-24,10.9442
2023-07-25,5.79399
2023-07-26,9.87124
2023-07-27,8.79828
2023-07-28,8.36909
2023-07-29,7.29613
2023-07-30,8.36909
2023-07-31,7.08154
2023-08-01,11.58798
2023-08-02,14.59227
2023-08-03,17.59656
2023-08-04,7.51072
2023-08-05,8.36909
2023-08-06,6.22317
2023-08-07,8.1545
2023-08-08,7.29613
2023-08-09,14.37768
2023-08-10,12.23175
2023-08-11,22.103
2023-08-12,15.87982
2023-08-13,6.86695
2023-08-14,9.22746
2023-08-15,15.23605
2023-08-16,13.09012
2023-08-17,7.72532
2023-08-18,8.79828
2023-08-19,8.79828
2023-08-20,8.79828
2023-08-21,8.58369
2023-08-22,10.72961
2023-08-23,9.01287
2023-08-24,8.79828
2023-08-25,9.87124
2023-08-26,9.44206
2023-08-27,9.01287
2023-08-28,7.93991
2023-08-29,6.86695
2023-08-30,8.36909
2023-08-31,8.36909
2023-09-01,12.66094
2023-09-02,14.37768
2023-09-03,9.65665
2023-09-04,9.44206
2023-09-05,7.93991
2023-09-06,6.22317
2023-09-07,7.29613
2023-09-08,6.22317
2023-09-09,6.43776
2023-09-10,14.37768
2023-09-11,12.66094
2023-09-12,7.72532
2023-09-13,7.93991
2023-09-14,7.08154
2023-09-15,9.01287
2023-09-16,6.22317
2023-09-17,10.72961
2023-09-18,7.72532
2023-09-19,11.58798
2023-09-20,8.1545
2023-09-21,4.93562
2023-09-22,4.72103
2023-09-23,5.79399
2023-09-24,10.30042
2023-09-25,8.1545
2023-09-26,11.15879
2023-09-27,9.01287
2023-09-28,6.86695
2023-09-29,8.58369
2023-09-30,9.22746
2023-10-01,7.29613
2023-10-02,6.65236
2023-10-03,5.57939
2023-10-04,7.51072
2023-10-05,7.08154
2023-10-06,10.51502
2023-10-07,9.44206
2023-10-08,7.51072
2023-10-09,10.51502
2023-10-10,9.01287
2023-10-11,5.57939
2023-10-12,5.57939
2023-10-13,3.43347
2023-10-14,6.43776
2023-10-15,6.00858
2023-10-16,7.51072
2023-10-17,5.15021
2023-10-18,6.22317
2023-10-19,6.00858
2023-10-20,5.57939
2023-10-21,5.15021
