date,원달러환율
2020-07-16,2.99729
2020-07-17,15.70504
2020-07-18,0.8963
2020-07-19,0.6246
2020-07-20,2.7102
2020-07-21,20.30509
2020-07-22,3.46313
2020-07-23,3.08732
2020-07-24,3.02839
2020-07-25,0.91104
2020-07-26,0.64293
2020-07-27,19.28079
2020-07-28,4.06056
2020-07-29,3.42941
2020-07-30,3.71978
2020-07-31,20.16629
2020-08-01,1.14935
2020-08-02,0.77322
2020-08-03,2.99991
2020-08-04,2.76749
2020-08-05,24.61183
2020-08-06,3.67918
2020-08-07,3.29323
2020-08-08,1.04067
2020-08-09,0.80399
2020-08-10,3.12726
2020-08-11,48.13356
2020-08-12,3.36328
2020-08-13,2.93673
2020-08-14,2.65095
2020-08-15,0.7945
2020-08-16,0.61085
2020-08-17,1.23676
2020-08-18,3.0153
2020-08-19,2.91284
2020-08-20,25.35101
2020-08-21,3.28602
2020-08-22,1.04787
2020-08-23,0.76241
2020-08-24,42.4254
2020-08-25,2.93019
2020-08-26,2.69514
2020-08-27,2.65815
2020-08-28,23.96857
2020-08-29,1.00433
2020-08-30,0.65177
2020-08-31,2.92397
2020-09-01,2.79957
2020-09-02,2.6863
2020-09-03,2.64178
2020-09-04,3.09125
2020-09-05,0.84229
2020-09-06,0.64948
2020-09-07,31.9833
2020-09-08,2.59562
2020-09-09,2.73115
2020-09-10,2.3393
2020-09-11,60.17153
2020-09-12,1.00171
2020-09-13,0.54963
2020-09-14,2.25452
2020-09-15,30.71642
2020-09-16,3.34953
2020-09-17,3.16196
2020-09-18,4.35583
2020-09-19,1.19387
2020-09-20,0.80923
2020-09-21,4.05794
2020-09-22,28.09558
2020-09-23,3.51649
2020-09-24,3.72174
2020-09-25,3.06473
2020-09-26,1.00433
2020-09-27,0.69007
2020-09-28,2.62803
2020-09-29,2.38251
2020-09-30,0.85342
2020-10-01,0.76667
2020-10-02,0.88386
2020-10-03,0.73001
2020-10-04,0.66355
2020-10-05,27.27751
2020-10-06,3.29094
2020-10-07,2.90563
2020-10-08,3.06244
2020-10-09,1.36508
2020-10-10,0.95228
2020-10-11,0.74801
2020-10-12,3.88476
2020-10-13,24.40625
2020-10-14,3.73942
2020-10-15,3.34659
2020-10-16,2.88665
2020-10-17,0.89958
2020-10-18,0.70382
2020-10-19,21.31434
2020-10-20,3.50045
2020-10-21,3.91816
2020-10-22,3.74269
2020-10-23,30.283
2020-10-24,1.26949
2020-10-25,0.94213
2020-10-26,37.36312
2020-10-27,4.13094
2020-10-28,3.64055
2020-10-29,3.55904
2020-10-30,3.27653
2020-10-31,1.06358
2020-11-01,0.76667
2020-11-02,3.12726
2020-11-03,2.95867
2020-11-04,4.36402
2020-11-05,21.37752
2020-11-06,4.35813
2020-11-07,1.21843
2020-11-08,1.06653
2020-11-09,27.15835
2020-11-10,4.85015
2020-11-11,4.21605
2020-11-12,3.90997
2020-11-13,27.86316
2020-11-14,1.315
2020-11-15,0.91987
2020-11-16,4.3303
2020-11-17,24.69007
2020-11-18,4.37351
2020-11-19,4.63049
2020-11-20,3.91488
2020-11-21,1.22497
2020-11-22,1.04296
2020-11-23,20.11719
2020-11-24,4.05074
2020-11-25,4.06547
2020-11-26,3.94402
2020-11-27,20.90874
2020-11-28,1.5926
2020-11-29,1.01088
2020-11-30,3.60978
2020-12-01,3.3862
2020-12-02,23.3001
2020-12-03,25.94156
2020-12-04,6.69318
2020-12-05,2.21883
2020-12-06,1.56052
2020-12-07,5.46722
2020-12-08,24.66715
2020-12-09,4.75914
2020-12-10,4.36827
2020-12-11,4.24453
2020-12-12,1.4227
2020-12-13,1.16572
2020-12-14,4.26188
2020-12-15,4.19576
2020-12-16,4.12963
2020-12-17,4.13028
2020-12-18,4.41738
2020-12-19,1.53596
2020-12-20,1.17292
2020-12-21,25.78214
2020-12-22,5.25967
2020-12-23,4.31852
2020-12-24,3.80456
2020-12-25,1.36967
2020-12-26,1.04918
2020-12-27,1.01055
2020-12-28,4.10082
2020-12-29,26.26859
2020-12-30,4.35256
2020-12-31,3.10172
2021-01-01,1.33366
2021-01-02,1.10418
2021-01-03,1.13757
2021-01-04,4.60332
2021-01-05,4.39021
2021-01-06,4.42916
2021-01-07,4.15516
2021-01-08,4.5457
2021-01-09,1.54055
2021-01-10,1.06849
2021-01-11,36.36205
2021-01-12,5.0865
2021-01-13,4.33848
2021-01-14,4.15123
2021-01-15,24.584
2021-01-16,1.63188
2021-01-17,1.1176
2021-01-18,4.71036
2021-01-19,35.94303
2021-01-20,4.15778
2021-01-21,3.87625
2021-01-22,27.9725
2021-01-23,1.51927
2021-01-24,1.00302
2021-01-25,3.78132
2021-01-26,29.49995
2021-01-27,3.79605
2021-01-28,5.808
2021-01-29,5.43808
2021-01-30,1.67116
2021-01-31,1.08355
2021-02-01,4.49594
2021-02-02,3.94303
2021-02-03,3.63597
2021-02-04,3.76004
2021-02-05,4.32637
2021-02-06,1.38767
2021-02-07,0.95654
2021-02-08,3.77314
2021-02-09,3.7093
2021-02-10,3.60193
2021-02-11,1.35624
2021-02-12,1.08584
2021-02-13,0.98076
2021-02-14,0.8747
2021-02-15,3.62713
2021-02-16,4.04615
2021-02-17,3.8828
2021-02-18,3.68475
2021-02-19,3.32825
2021-02-20,1.06588
2021-02-21,0.80726
2021-02-22,3.4664
2021-02-23,3.76364
2021-02-24,3.64285
2021-02-25,3.26671
2021-02-26,4.72673
2021-02-27,1.38603
2021-02-28,0.96407
2021-03-01,1.53662
2021-03-02,4.26777
2021-03-03,3.45134
2021-03-04,3.84384
2021-03-05,4.15091
2021-03-06,1.21351
2021-03-07,0.84884
2021-03-08,4.19772
2021-03-09,4.96931
2021-03-10,4.90645
2021-03-11,4.23373
2021-03-12,4.04681
2021-03-13,1.24036
2021-03-14,0.93952
2021-03-15,3.75971
2021-03-16,3.34037
2021-03-17,3.10794
2021-03-18,3.3109
2021-03-19,3.24216
2021-03-20,1.03085
2021-03-21,0.71822
2021-03-22,3.068
2021-03-23,2.92004
2021-03-24,2.9387
2021-03-25,2.94819
2021-03-26,2.59071
2021-03-27,0.87568
2021-03-28,0.68909
2021-03-29,2.66994
2021-03-30,2.59464
2021-03-31,2.59137
2021-04-01,2.60872
2021-04-02,2.36025
2021-04-03,0.82363
2021-04-04,0.65733
2021-04-05,2.56191
2021-04-06,2.71838
2021-04-07,3.04509
2021-04-08,2.69481
2021-04-09,2.65782
2021-04-10,0.88321
2021-04-11,0.6462
2021-04-12,2.66699
2021-04-13,2.63425
2021-04-14,2.72199
2021-04-15,2.72297
2021-04-16,2.69842
2021-04-17,0.87208
2021-04-18,0.6557
2021-04-19,2.44962
2021-04-20,2.73704
2021-04-21,2.78484
2021-04-22,2.44308
2021-04-23,2.38186
2021-04-24,0.8125
2021-04-25,0.61019
2021-04-26,2.52655
2021-04-27,2.6611
2021-04-28,2.37662
2021-04-29,2.64178
2021-04-30,2.47057
2021-05-01,0.8292
2021-05-02,0.65111
2021-05-03,2.74523
2021-05-04,2.63622
2021-05-05,1.31696
2021-05-06,2.82838
2021-05-07,2.34258
2021-05-08,0.84524
2021-05-09,0.61019
2021-05-10,2.62934
2021-05-11,2.78484
2021-05-12,2.8621
2021-05-13,3.47917
2021-05-14,2.8526
2021-05-15,0.88452
2021-05-16,0.68614
2021-05-17,3.27228
2021-05-18,2.90269
2021-05-19,1.27964
2021-05-20,2.93084
2021-05-21,2.52164
2021-05-22,0.8017
2021-05-23,0.61117
2021-05-24,2.54554
2021-05-25,2.53081
2021-05-26,2.66764
2021-05-27,2.67812
2021-05-28,2.39954
2021-05-29,0.79941
2021-05-30,0.5768
2021-05-31,2.89614
2021-06-01,3.3073
2021-06-02,2.97078
2021-06-03,2.86701
2021-06-04,2.70234
2021-06-05,0.81348
2021-06-06,0.63736
2021-06-07,2.79139
2021-06-08,2.81365
2021-06-09,2.64015
2021-06-10,2.40805
2021-06-11,2.53343
2021-06-12,0.78369
2021-06-13,0.55389
2021-06-14,2.45879
2021-06-15,2.39528
2021-06-16,2.301
2021-06-17,3.81569
2021-06-18,3.40584
2021-06-19,1.02299
2021-06-20,0.70644
2021-06-21,3.40126
2021-06-22,2.98224
2021-06-23,3.04574
2021-06-24,2.91873
2021-06-25,2.74785
2021-06-26,0.81577
2021-06-27,0.59873
2021-06-28,2.6575
2021-06-29,2.56354
2021-06-30,2.95801
2021-07-01,2.57566
2021-07-02,2.45584
2021-07-03,0.75849
2021-07-04,0.61445
2021-07-05,2.50233
2021-07-06,2.44766
2021-07-07,2.86668
2021-07-08,4.24551
2021-07-09,4.54079
2021-07-10,1.32351
2021-07-11,0.89925
2021-07-12,3.44185
2021-07-13,3.28341
2021-07-14,3.85858
2021-07-15,3.43203
2021-07-16,3.14297
2021-07-17,0.86619
2021-07-18,0.65504
2021-07-19,3.43497
2021-07-20,4.0455
2021-07-21,4.02913
2021-07-22,3.49062
2021-07-23,3.21826
2021-07-24,1.01579
2021-07-25,0.71658
2021-07-26,3.44218
2021-07-27,3.39013
2021-07-28,3.46542
2021-07-29,3.37965
2021-07-30,3.24936
2021-07-31,0.96079
2021-08-01,0.70905
2021-08-02,2.98518
2021-08-03,2.85129
2021-08-04,3.00188
2021-08-05,3.01104
2021-08-06,2.75898
2021-08-07,0.97061
2021-08-08,0.80726
2021-08-09,3.01955
2021-08-10,3.22055
2021-08-11,4.0036
2021-08-12,4.68287
2021-08-13,5.84401
2021-08-14,1.79687
2021-08-15,1.1248
2021-08-16,2.20574
2021-08-17,7.39634
2021-08-18,6.49611
2021-08-19,7.37016
2021-08-20,7.62877
2021-08-21,2.06465
2021-08-22,1.33988
2021-08-23,6.12717
2021-08-24,5.37981
2021-08-25,5.30747
2021-08-26,5.43481
2021-08-27,4.56174
2021-08-28,1.38931
2021-08-29,0.97225
2021-08-30,4.28087
2021-08-31,4.63016
2021-09-01,4.6246
2021-09-02,4.44127
2021-09-03,3.93845
2021-09-04,1.18307
2021-09-05,0.97356
2021-09-06,3.94598
2021-09-07,3.89
2021-09-08,4.21376
2021-09-09,4.42131
2021-09-10,4.07136
2021-09-11,1.17161
2021-09-12,0.93624
2021-09-13,4.59972
2021-09-14,4.01538
2021-09-15,3.76462
2021-09-16,3.85628
2021-09-17,3.8864
2021-09-18,1.22759
2021-09-19,0.82134
2021-09-20,2.05024
2021-09-21,2.4398
2021-09-22,2.30166
2021-09-23,6.07709
2021-09-24,4.7192
2021-09-25,1.39815
2021-09-26,1.0901
2021-09-27,4.24977
2021-09-28,5.10647
2021-09-29,5.80767
2021-09-30,4.86815
2021-10-01,4.87241
2021-10-02,1.44954
2021-10-03,0.99484
2021-10-04,1.84434
2021-10-05,5.26065
2021-10-06,6.07251
2021-10-07,5.63515
2021-10-08,5.31074
2021-10-09,1.52058
2021-10-10,1.0865
2021-10-11,2.06334
2021-10-12,7.44381
2021-10-13,5.6836
2021-10-14,5.26164
2021-10-15,4.68778
2021-10-16,1.35526
2021-10-17,1.01219
2021-10-18,4.51428
2021-10-19,4.44651
2021-10-20,4.73753
2021-10-21,4.26941
2021-10-22,3.77936
2021-10-23,1.13986
2021-10-24,0.87961
2021-10-25,4.35878
2021-10-26,4.40461
2021-10-27,4.35125
2021-10-28,4.01374
2021-10-29,3.8481
2021-10-30,1.24298
2021-10-31,0.92871
2021-11-01,3.81045
2021-11-02,3.77084
2021-11-03,4.08347
2021-11-04,4.22947
2021-11-05,4.04353
2021-11-06,1.14411
2021-11-07,0.88354
2021-11-08,3.92601
2021-11-09,6.32981
2021-11-10,4.16989
2021-11-11,4.20689
2021-11-12,3.8864
2021-11-13,1.07177
2021-11-14,0.81054
2021-11-15,3.56428
2021-11-16,3.73058
2021-11-17,3.91063
2021-11-18,3.75709
2021-11-19,3.75611
2021-11-20,1.33431
2021-11-21,0.99026
2021-11-22,4.09166
2021-11-23,4.1149
2021-11-24,3.76233
2021-11-25,3.84319
2021-11-26,4.15844
2021-11-27,1.44005
2021-11-28,1.04722
2021-11-29,4.31917
2021-11-30,4.23635
2021-12-01,4.56305
2021-12-02,4.32375
2021-12-03,3.91161
2021-12-04,1.2767
2021-12-05,0.88976
2021-12-06,3.77805
2021-12-07,3.59276
2021-12-08,3.68737
2021-12-09,3.50666
2021-12-10,3.28733
2021-12-11,1.03052
2021-12-12,0.76405
2021-12-13,3.33873
2021-12-14,3.28701
2021-12-15,3.39242
2021-12-16,3.42188
2021-12-17,3.25656
2021-12-18,0.9788
2021-12-19,0.77223
2021-12-20,4.24486
2021-12-21,4.09067
2021-12-22,3.5705
2021-12-23,3.27424
2021-12-24,2.92298
2021-12-25,0.82952
2021-12-26,0.77223
2021-12-27,2.89221
2021-12-28,2.88272
2021-12-29,2.72821
2021-12-30,2.67517
2021-12-31,1.85547
2022-01-01,0.80235
2022-01-02,0.72018
2022-01-03,3.21204
2022-01-04,3.90244
2022-01-05,4.89696
2022-01-06,6.03388
2022-01-07,5.26
2022-01-08,1.58539
2022-01-09,1.15525
2022-01-10,4.77256
2022-01-11,4.17906
2022-01-12,3.79507
2022-01-13,3.80685
2022-01-14,3.70504
2022-01-15,1.11793
2022-01-16,0.85342
2022-01-17,3.51616
2022-01-18,3.51812
2022-01-19,3.48768
2022-01-20,3.31385
2022-01-21,3.41893
2022-01-22,1.19649
2022-01-23,0.81807
2022-01-24,3.80162
2022-01-25,4.48481
2022-01-26,3.75317
2022-01-27,4.8125
2022-01-28,4.72411
2022-01-29,1.54808
2022-01-30,1.01546
2022-01-31,1.20468
2022-02-01,1.4754
2022-02-02,1.70946
2022-02-03,4.27432
2022-02-04,3.93158
2022-02-05,1.29306
2022-02-06,0.89205
2022-02-07,3.744
2022-02-08,3.4772
2022-02-09,3.25329
2022-02-10,3.25231
2022-02-11,3.29454
2022-02-12,1.22956
2022-02-13,0.81479
2022-02-14,3.82486
2022-02-15,3.64874
2022-02-16,3.24478
2022-02-17,3.12365
2022-02-18,2.98977
2022-02-19,1.03249
2022-02-20,0.76176
2022-02-21,3.18847
2022-02-22,3.5561
2022-02-23,3.29846
2022-02-24,5.57557
2022-02-25,4.69498
2022-02-26,1.3091
2022-02-27,0.89467
2022-02-28,4.13945
2022-03-01,1.74482
2022-03-02,3.81013
2022-03-03,3.41206
2022-03-04,4.61903
2022-03-05,1.60373
2022-03-06,1.05475
2022-03-07,6.31704
2022-03-08,6.54619
2022-03-09,2.40707
2022-03-10,4.9333
2022-03-11,4.74867
2022-03-12,1.71143
2022-03-13,1.25705
2022-03-14,5.87314
2022-03-15,5.95335
2022-03-16,5.62697
2022-03-17,5.95073
2022-03-18,5.39585
2022-03-19,1.69964
2022-03-20,1.08814
2022-03-21,4.57058
2022-03-22,4.41803
2022-03-23,4.08183
2022-03-24,3.88509
2022-03-25,3.72403
2022-03-26,1.29896
2022-03-27,0.94737
2022-03-28,3.93387
2022-03-29,3.83075
2022-03-30,4.0694
2022-03-31,3.70112
2022-04-01,3.30141
2022-04-02,1.18176
2022-04-03,0.85473
2022-04-04,3.26671
2022-04-05,3.29585
2022-04-06,3.42057
2022-04-07,3.36459
2022-04-08,3.46378
2022-04-09,1.10712
2022-04-10,0.8017
2022-04-11,3.86218
2022-04-12,4.3411
2022-04-13,3.80947
2022-04-14,3.52303
2022-04-15,3.19371
2022-04-16,0.92249
2022-04-17,0.79941
2022-04-18,3.49128
2022-04-19,3.71978
2022-04-20,4.00785
2022-04-21,3.57181
2022-04-22,4.0527
2022-04-23,1.32776
2022-04-24,0.91922
2022-04-25,5.19224
2022-04-26,5.0315
2022-04-27,6.45748
2022-04-28,7.12169
2022-04-29,6.14027
2022-04-30,1.79196
2022-05-01,1.25214
2022-05-02,5.2073
2022-05-03,4.89172
2022-05-04,4.43309
2022-05-05,2.14747
2022-05-06,5.54677
2022-05-07,1.47344
2022-05-08,1.17325
2022-05-09,5.37654
2022-05-10,5.80833
2022-05-11,4.91889
2022-05-12,7.55413
2022-05-13,6.15304
2022-05-14,1.66331
2022-05-15,1.08192
2022-05-16,5.51141
2022-05-17,4.93788
2022-05-18,4.95752
2022-05-19,5.16212
2022-05-20,4.58008
2022-05-21,1.42761
2022-05-22,1.01546
2022-05-23,4.49758
2022-05-24,4.511
2022-05-25,3.91946
2022-05-26,4.12636
2022-05-27,3.85596
2022-05-28,1.21908
2022-05-29,0.85931
2022-05-30,4.52737
2022-05-31,4.82756
2022-06-01,1.97724
2022-06-02,4.25337
2022-06-03,4.07922
2022-06-04,1.23348
2022-06-05,0.89139
2022-06-06,1.41091
2022-06-07,4.1077
2022-06-08,3.87985
2022-06-09,3.64677
2022-06-10,4.13258
2022-06-11,1.76151
2022-06-12,1.12447
2022-06-13,6.64833
2022-06-14,6.98846
2022-06-15,6.44177
2022-06-16,6.53932
2022-06-17,5.87871
2022-06-18,1.73827
2022-06-19,1.2564
2022-06-20,6.35469
2022-06-21,5.17063
2022-06-22,7.66282
2022-06-23,8.98076
2022-06-24,6.99468
2022-06-25,1.82338
2022-06-26,1.35592
2022-06-27,6.05974
2022-06-28,5.46165
2022-06-29,5.60929
2022-06-30,6.15926
2022-07-01,6.02635
2022-07-02,1.50716
2022-07-03,1.07864
2022-07-04,5.31041
2022-07-05,6.81168
2022-07-06,8.72968
2022-07-07,7.0022
2022-07-08,5.77428
2022-07-09,1.64072
2022-07-10,1.12447
2022-07-11,5.72452
2022-07-12,7.74269
2022-07-13,7.09256
2022-07-14,7.52336
2022-07-15,9.28521
2022-07-16,2.25648
2022-07-17,1.47016
2022-07-18,6.72166
2022-07-19,6.30395
2022-07-20,6.35829
2022-07-21,5.72943
2022-07-22,5.33955
2022-07-23,1.56281
2022-07-24,1.07341
2022-07-25,5.00335
2022-07-26,4.73361
2022-07-27,4.72084
2022-07-28,6.1
2022-07-29,5.29077
2022-07-30,1.66298
2022-07-31,1.132
2022-08-01,4.65013
2022-08-02,4.71331
2022-08-03,4.88026
2022-08-04,4.41771
2022-08-05,4.5899
2022-08-06,1.46133
2022-08-07,0.95359
2022-08-08,4.46943
2022-08-09,4.11981
2022-08-10,4.2118
2022-08-11,4.42163
2022-08-12,3.94696
2022-08-13,1.30321
2022-08-14,0.88157
2022-08-15,1.47835
2022-08-16,4.40854
2022-08-17,4.32244
2022-08-18,4.97127
2022-08-19,6.49578
2022-08-20,2.21589
2022-08-21,1.37458
2022-08-22,8.72837
2022-08-23,8.96832
2022-08-24,7.415
2022-08-25,6.64538
2022-08-26,5.22956
2022-08-27,2.06727
2022-08-28,1.3222
2022-08-29,8.37842
2022-08-30,6.59693
2022-08-31,6.21392
2022-09-01,7.12169
2022-09-02,7.65234
2022-09-03,2.27088
2022-09-04,1.46231
2022-09-05,9.10843
2022-09-06,8.41901
2022-09-07,11.57868
2022-09-08,8.83149
2022-09-09,3.18422
2022-09-10,2.21851
2022-09-11,1.7278
2022-09-12,2.51084
2022-09-13,8.63376
2022-09-14,11.98526
2022-09-15,10.79433
2022-09-16,10.4159
2022-09-17,2.82216
2022-09-18,1.82895
2022-09-19,9.48162
2022-09-20,7.68409
2022-09-21,8.27105
2022-09-22,14.45977
2022-09-23,10.6611
2022-09-24,4.07431
2022-09-25,2.53343
2022-09-26,15.0811
2022-09-27,12.69662
2022-09-28,16.13814
2022-09-29,13.58343
2022-09-30,11.16032
2022-10-01,3.29585
2022-10-02,2.23389
2022-10-03,3.79049
2022-10-04,9.82731
2022-10-05,9.6381
2022-10-06,10.43325
2022-10-07,8.86881
2022-10-08,3.01104
2022-10-09,1.95695
2022-10-10,3.37507
2022-10-11,9.63221
2022-10-12,8.89827
2022-10-13,8.22685
2022-10-14,7.62222
2022-10-15,3.02316
2022-10-16,2.00703
2022-10-17,7.97937
2022-10-18,7.70046
2022-10-19,7.72927
2022-10-20,7.61044
2022-10-21,7.83402
2022-10-22,2.80743
2022-10-23,1.73434
2022-10-24,7.60585
2022-10-25,7.39536
2022-10-26,6.84507
2022-10-27,7.35903
2022-10-28,6.23029
2022-10-29,2.15762
2022-10-30,1.36279
2022-10-31,5.83779
2022-11-01,6.37106
2022-11-02,6.05646
2022-11-03,7.67722
2022-11-04,6.11768
2022-11-05,2.29707
2022-11-06,1.51763
2022-11-07,7.18585
2022-11-08,9.26687
2022-11-09,10.14452
2022-11-10,10.0018
2022-11-11,13.76511
2022-11-12,4.07823
2022-11-13,2.59137
2022-11-14,10.95212
2022-11-15,9.16507
2022-11-16,8.77485
2022-11-17,8.38235
2022-11-18,7.43399
2022-11-19,2.31442
2022-11-20,1.64596
2022-11-21,7.64776
2022-11-22,7.39438
2022-11-23,6.44504
2022-11-24,6.90662
2022-11-25,5.93403
2022-11-26,2.00016
2022-11-27,1.48195
2022-11-28,6.10491
2022-11-29,5.81324
2022-11-30,6.18184
2022-12-01,8.51362
2022-12-02,6.95114
2022-12-03,2.06268
2022-12-04,1.44529
2022-12-05,6.46206
2022-12-06,6.84114
2022-12-07,6.61625
2022-12-08,5.95826
2022-12-09,5.72845
2022-12-10,1.90621
2022-12-11,1.31303
2022-12-12,5.38276
2022-12-13,5.49504
2022-12-14,6.03159
2022-12-15,6.37498
2022-12-16,5.79032
2022-12-17,1.82011
2022-12-18,1.43088
2022-12-19,5.26589
2022-12-20,6.34159
2022-12-21,6.42442
2022-12-22,6.10655
2022-12-23,5.71536
2022-12-24,1.83713
2022-12-25,1.26065
2022-12-26,5.02037
2022-12-27,5.19911
2022-12-28,5.2911
2022-12-29,5.02136
2022-12-30,3.8098
2022-12-31,1.75038
2023-01-01,1.29241
2023-01-02,5.12938
2023-01-03,5.56346
2023-01-04,5.3821
2023-01-05,4.79744
2023-01-06,4.7575
2023-01-07,1.954
2023-01-08,1.24723
2023-01-09,5.96579
2023-01-10,6.00932
2023-01-11,5.48686
2023-01-12,5.14673
2023-01-13,5.40175
2023-01-14,1.86529
2023-01-15,1.19191
2023-01-16,4.91595
2023-01-17,4.69825
2023-01-18,4.88026
2023-01-19,4.64489
2023-01-20,4.01113
2023-01-21,1.50225
2023-01-22,1.00237
2023-01-23,1.44398
2023-01-24,1.92978
2023-01-25,4.45306
2023-01-26,4.34339
2023-01-27,4.16171
2023-01-28,1.66462
2023-01-29,1.14182
2023-01-30,4.42065
2023-01-31,4.30575
2023-02-01,4.13258
2023-02-02,5.15394
2023-02-03,4.47696
2023-02-04,2.17759
2023-02-05,1.46394
2023-02-06,5.92094
2023-02-07,6.02798
2023-02-08,5.44332
2023-02-09,5.28455
2023-02-10,4.95785
2023-02-11,2.05483
2023-02-12,1.36999
2023-02-13,5.54153
2023-02-14,5.32678
2023-02-15,6.30067
2023-02-16,6.33963
2023-02-17,7.77084
2023-02-18,2.65455
2023-02-19,1.62599
2023-02-20,6.15926
2023-02-21,5.87151
2023-02-22,6.98584
2023-02-23,7.18782
2023-02-24,6.39201
2023-02-25,2.92822
2023-02-26,1.74547
2023-02-27,7.86021
2023-02-28,7.29814
2023-03-01,3.72992
2023-03-02,6.94361
2023-03-03,6.00834
2023-03-04,2.24895
2023-03-05,1.46362
2023-03-06,5.69604
2023-03-07,5.56379
2023-03-08,7.44643
2023-03-09,6.56584
2023-03-10,6.84704
2023-03-11,2.42965
2023-03-12,1.7255
2023-03-13,7.86381
2023-03-14,7.91128
2023-03-15,6.52786
2023-03-16,6.30624
2023-03-17,5.6656
2023-03-18,1.92192
2023-03-19,1.33857
2023-03-20,5.87413
2023-03-21,5.32973
2023-03-22,5.02496
2023-03-23,8.30673
2023-03-24,6.72133
2023-03-25,2.15729
2023-03-26,1.29765
2023-03-27,5.5795
2023-03-28,5.21973
2023-03-29,4.97192
2023-03-30,4.92904
2023-03-31,4.63474
2023-04-01,1.79556
2023-04-02,1.23152
2023-04-03,5.70161
2023-04-04,5.54906
2023-04-05,5.26884
2023-04-06,5.56706
2023-04-07,4.64587
2023-04-08,1.43972
2023-04-09,1.13528
2023-04-10,4.82985
2023-04-11,5.31532
2023-04-12,5.18078
2023-04-13,5.6309
2023-04-14,5.48391
2023-04-15,1.71306
2023-04-16,1.18896
2023-04-17,5.16736
2023-04-18,5.19027
2023-04-19,5.52942
2023-04-20,5.69932
2023-04-21,5.17227
2023-04-22,1.76675
2023-04-23,1.24101
2023-04-24,5.58867
2023-04-25,5.936
2023-04-26,5.86365
2023-04-27,5.61257
2023-04-28,5.00957
2023-04-29,1.72845
2023-04-30,1.17194
2023-05-01,2.45617
2023-05-02,4.99746
2023-05-03,5.17521
2023-05-04,5.89409
2023-05-05,2.28332
2023-05-06,1.68655
2023-05-07,1.21253
2023-05-08,4.74572
2023-05-09,4.50609
2023-05-10,4.22031
2023-05-11,4.40788
2023-05-12,4.39512
2023-05-13,1.83222
2023-05-14,1.25083
2023-05-15,4.8305
2023-05-16,4.64391
2023-05-17,4.64096
2023-05-18,4.45601
2023-05-19,4.14338
2023-05-20,1.45576
2023-05-21,0.99746
2023-05-22,4.50838
2023-05-23,4.7958
2023-05-24,4.44651
2023-05-25,4.63998
2023-05-26,3.78819
2023-05-27,1.34871
2023-05-28,1.02397
2023-05-29,1.67378
