date,원자력관련주
2020-03-20,0.6134
2020-03-21,0.47538
2020-03-22,0.33737
2020-03-23,0.46005
2020-03-24,0.49072
2020-03-25,0.9201
2020-03-26,0.84342
2020-03-27,1.10412
2020-03-28,0.72074
2020-03-29,0.29136
2020-03-30,0.50605
2020-03-31,0.55206
2020-04-01,0.69007
2020-04-02,0.56739
2020-04-03,0.84342
2020-04-04,0.70541
2020-04-05,0.36804
2020-04-06,1.19613
2020-04-07,1.27281
2020-04-08,1.21147
2020-04-09,1.05811
2020-04-10,0.76675
2020-04-11,0.6594
2020-04-12,0.39871
2020-04-13,0.85876
2020-04-14,1.1808
2020-04-15,0.87409
2020-04-16,0.59806
2020-04-17,0.70541
2020-04-18,0.33737
2020-04-19,0.16868
2020-04-20,1.16546
2020-04-21,0.76675
2020-04-22,0.56739
2020-04-23,0.72074
2020-04-24,0.33737
2020-04-25,0.19935
2020-04-26,0.29136
2020-04-27,0.23002
2020-04-28,0.33737
2020-04-29,0.29136
2020-04-30,0.33737
2020-05-01,0.3067
2020-05-02,0.19935
2020-05-03,0.13801
2020-05-04,0.21469
2020-05-05,0.24536
2020-05-06,0.44471
2020-05-07,0.3527
2020-05-08,0.78208
2020-05-09,0.36804
2020-05-10,0.15335
2020-05-11,0.44471
2020-05-12,0.47538
2020-05-13,0.33737
2020-05-14,0.27603
2020-05-15,0.44471
2020-05-16,0.24536
2020-05-18,0.29136
2020-05-19,0.53672
2020-05-20,0.41404
2020-05-21,0.62873
2020-05-22,0.59806
2020-05-23,0.3067
2020-05-24,0.21469
2020-05-25,0.46005
2020-05-26,0.9201
2020-05-27,1.54884
2020-05-28,0.69007
2020-05-29,0.21469
2020-05-30,0.21469
2020-05-31,0.33737
2020-06-01,0.39871
2020-06-02,0.6594
2020-06-03,0.6134
2020-06-04,0.55206
2020-06-05,0.36804
2020-06-06,0.46005
2020-06-07,0.39871
2020-06-08,0.46005
2020-06-09,0.27603
2020-06-10,0.98144
2020-06-11,0.3527
2020-06-12,0.39871
2020-06-13,0.18402
2020-06-14,0.19935
2020-06-15,0.49072
2020-06-16,0.42938
2020-06-17,0.52139
2020-06-18,0.42938
2020-06-19,0.39871
2020-06-20,0.36804
2020-06-21,0.19935
2020-06-22,0.69007
2020-06-23,0.41404
2020-06-24,0.56739
2020-06-25,0.27603
2020-06-26,0.50605
2020-06-27,0.58273
2020-06-28,0.21469
2020-06-29,1.11946
2020-06-30,0.90476
2020-07-01,0.59806
2020-07-02,0.50605
2020-07-03,0.29136
2020-07-04,0.32203
2020-07-05,0.3067
2020-07-06,0.53672
2020-07-07,0.3067
2020-07-08,0.52139
2020-07-09,0.67474
2020-07-10,0.72074
2020-07-11,0.33737
2020-07-12,0.44471
2020-07-13,0.72074
2020-07-14,0.44471
2020-07-15,0.62873
2020-07-16,0.33737
2020-07-17,0.72074
2020-07-18,0.29136
2020-07-19,0.46005
2020-07-20,0.87409
2020-07-21,1.38015
2020-07-22,1.30348
2020-07-23,1.07345
2020-07-24,1.77886
2020-07-25,0.84342
2020-07-26,0.95077
2020-07-27,0.75141
2020-07-28,0.9201
2020-07-29,1.56417
2020-07-30,0.78208
2020-07-31,0.75141
2020-08-01,1.31881
2020-08-02,1.19613
2020-08-03,0.9201
2020-08-04,0.78208
2020-08-05,1.07345
2020-08-06,0.90476
2020-08-07,0.72074
2020-08-08,0.79742
2020-08-09,0.84342
2020-08-10,1.67152
2020-08-11,1.34948
2020-08-12,1.68685
2020-08-13,1.38015
2020-08-14,1.04278
2020-08-15,0.93543
2020-08-16,1.2268
2020-08-17,1.11946
2020-08-18,1.08879
2020-08-19,1.25747
2020-08-20,1.24214
2020-08-21,0.67474
2020-08-22,0.3527
2020-08-23,0.56739
2020-08-24,0.69007
2020-08-25,1.62551
2020-08-26,2.34626
2020-08-27,1.47216
2020-08-28,1.4875
2020-08-29,0.93543
2020-08-30,1.5335
2020-08-31,2.45361
2020-09-01,1.61018
2020-09-02,2.19291
2020-09-03,2.20825
2020-09-04,2.03956
2020-09-05,1.02744
2020-09-06,0.9201
2020-09-07,1.90154
2020-09-08,1.85554
2020-09-09,1.80953
2020-09-10,1.1808
2020-09-11,1.07345
2020-09-12,0.90476
2020-09-13,0.9661
2020-09-14,1.50283
2020-09-15,1.08879
2020-09-16,1.41082
2020-09-17,0.9201
2020-09-18,0.75141
2020-09-19,0.53672
2020-09-20,1.4875
2020-09-21,0.82809
2020-09-22,0.72074
2020-09-23,0.70541
2020-09-24,1.42616
2020-09-25,0.9661
2020-09-26,0.55206
2020-09-27,0.44471
2020-09-28,0.55206
2020-09-29,0.59806
2020-09-30,0.33737
2020-10-01,0.32203
2020-10-02,0.41404
2020-10-03,0.46005
2020-10-04,0.50605
2020-10-05,1.30348
2020-10-06,0.87409
2020-10-07,1.13479
2020-10-08,0.82809
2020-10-09,0.64407
2020-10-10,0.59806
2020-10-11,0.6134
2020-10-12,0.95077
2020-10-13,0.82809
2020-10-14,0.72074
2020-10-15,1.01211
2020-10-16,1.36482
2020-10-17,0.69007
2020-10-18,0.81275
2020-10-19,3.57307
2020-10-20,6.73209
2020-10-21,2.11623
2020-10-22,1.13479
2020-10-23,0.62873
2020-10-24,0.42938
2020-10-25,0.69007
2020-10-26,0.81275
2020-10-27,0.9661
2020-10-28,0.84342
2020-10-29,0.39871
2020-10-30,0.3527
2020-10-31,0.21469
2020-11-01,0.16868
2020-11-02,0.41404
2020-11-03,0.50605
2020-11-04,0.47538
2020-11-05,0.72074
2020-11-06,0.82809
2020-11-07,0.6134
2020-11-08,0.67474
2020-11-09,1.2268
2020-11-10,1.51817
2020-11-11,1.36482
2020-11-12,1.85554
2020-11-13,1.04278
2020-11-14,0.6594
2020-11-15,0.72074
2020-11-16,0.84342
2020-11-17,0.79742
2020-11-18,1.56417
2020-11-19,0.9201
2020-11-20,0.87409
2020-11-21,0.58273
2020-11-22,0.67474
2020-11-23,0.95077
2020-11-24,1.2268
2020-11-25,1.21147
2020-11-26,1.1808
2020-11-27,1.1808
2020-11-28,0.73608
2020-11-29,0.9201
2020-11-30,1.36482
2020-12-01,1.19613
2020-12-02,1.99355
2020-12-03,2.17758
2020-12-04,1.77886
2020-12-05,1.65618
2020-12-06,1.39549
2020-12-07,1.87087
2020-12-08,1.93221
2020-12-09,1.50283
2020-12-10,1.71752
2020-12-11,1.57951
2020-12-12,1.21147
2020-12-13,0.9661
2020-12-14,1.61018
2020-12-15,2.30026
2020-12-16,1.61018
2020-12-17,1.73286
2020-12-18,1.93221
2020-12-19,1.45683
2020-12-20,0.70541
2020-12-21,0.90476
2020-12-22,0.87409
2020-12-23,1.13479
2020-12-24,1.70219
2020-12-25,2.25425
2020-12-26,1.56417
2020-12-27,1.64085
2020-12-28,2.51495
2020-12-29,1.77886
2020-12-30,2.34626
2020-12-31,1.27281
2021-01-01,1.39549
2021-01-02,1.21147
2021-01-03,1.21147
2021-01-04,2.30026
2021-01-05,3.57307
2021-01-06,2.57629
2021-01-07,2.74497
2021-01-08,4.84588
2021-01-09,3.49639
2021-01-10,2.63763
2021-01-11,3.25103
2021-01-12,2.37693
2021-01-13,3.34304
2021-01-14,3.35838
2021-01-15,2.89832
2021-01-16,2.68363
2021-01-17,2.4076
2021-01-18,2.22358
2021-01-19,2.1009
2021-01-20,2.33093
2021-01-21,3.48106
2021-01-22,2.89832
2021-01-23,2.65296
2021-01-24,2.1009
2021-01-25,3.52706
2021-01-26,3.60374
2021-01-27,3.06701
2021-01-28,2.25425
2021-01-29,3.32771
2021-01-30,2.56095
2021-01-31,2.19291
2021-02-01,2.74497
2021-02-02,2.34626
2021-02-03,1.94755
2021-02-04,2.80631
2021-02-05,2.1009
2021-02-06,3.66508
2021-02-07,1.77886
2021-02-08,1.73286
2021-02-09,2.89832
2021-02-10,1.82487
2021-02-11,2.1009
2021-02-12,1.56417
2021-02-13,1.31881
2021-02-14,1.73286
2021-02-15,13.35684
2021-02-16,6.80877
2021-02-17,4.70786
2021-02-18,7.62153
2021-02-19,3.87977
2021-02-20,4.86121
2021-02-21,3.26637
2021-02-22,4.99923
2021-02-23,4.30915
2021-02-24,2.95966
2021-02-25,2.3616
2021-02-26,1.85554
2021-02-27,1.62551
2021-02-28,2.26959
2021-03-01,1.50283
2021-03-02,1.96288
2021-03-03,2.16224
2021-03-04,3.25103
2021-03-05,2.72964
2021-03-06,1.80953
2021-03-07,2.34626
2021-03-08,3.08234
2021-03-09,6.42539
2021-03-10,5.09124
2021-03-11,4.37049
2021-03-12,3.35838
2021-03-13,2.33093
2021-03-14,2.53028
2021-03-15,2.51495
2021-03-16,3.03634
2021-03-17,6.18003
2021-03-18,5.50529
2021-03-19,2.31559
2021-03-20,2.05489
2021-03-21,1.45683
2021-03-22,2.46894
2021-03-23,2.43827
2021-03-24,2.03956
2021-03-25,2.51495
