date,자동차보험비교사이트
2021-08-03,9.83935
2021-08-04,9.83935
2021-08-05,9.43775
2021-08-06,7.42971
2021-08-07,3.41365
2021-08-08,4.61847
2021-08-09,8.63453
2021-08-10,7.42971
2021-08-11,9.23694
2021-08-12,10.24096
2021-08-13,8.83534
2021-08-14,4.21686
2021-08-15,6.4257
2021-08-16,4.01606
2021-08-17,10.64257
2021-08-18,9.03614
2021-08-19,6.6265
2021-08-20,6.4257
2021-08-21,5.62248
2021-08-22,4.01606
2021-08-23,10.44176
2021-08-24,9.63855
2021-08-25,9.63855
2021-08-26,8.23293
2021-08-27,8.43373
2021-08-28,4.81927
2021-08-29,3.01204
2021-08-30,7.42971
2021-08-31,9.43775
2021-09-01,7.83132
2021-09-02,6.8273
2021-09-03,6.22489
2021-09-04,6.4257
2021-09-05,5.42168
2021-09-06,10.24096
2021-09-07,7.02811
2021-09-08,8.23293
2021-09-09,8.63453
2021-09-10,10.44176
2021-09-11,4.41767
2021-09-12,5.22088
2021-09-13,12.04819
2021-09-14,12.44979
2021-09-15,8.83534
2021-09-16,11.04417
2021-09-17,7.42971
2021-09-18,5.42168
2021-09-19,5.02008
2021-09-20,2.40963
2021-09-21,3.61445
2021-09-22,6.02409
2021-09-23,10.84337
2021-09-24,8.63453
2021-09-25,7.63052
2021-09-26,9.03614
2021-09-27,9.43775
2021-09-28,10.04016
2021-09-29,9.83935
2021-09-30,13.25301
2021-10-01,9.23694
2021-10-02,5.42168
2021-10-03,4.01606
2021-10-04,9.03614
2021-10-05,14.45783
2021-10-06,15.66265
2021-10-07,9.43775
2021-10-08,9.83935
2021-10-09,5.62248
2021-10-10,7.02811
2021-10-11,6.22489
2021-10-12,10.04016
2021-10-13,11.84738
2021-10-14,11.04417
2021-10-15,7.22891
2021-10-16,4.21686
2021-10-17,5.02008
2021-10-18,12.24899
2021-10-19,11.64658
2021-10-20,11.24497
2021-10-21,6.8273
2021-10-22,9.03614
2021-10-23,3.61445
2021-10-24,6.4257
2021-10-25,8.43373
2021-10-26,11.84738
2021-10-27,8.63453
2021-10-28,8.83534
2021-10-29,9.03614
2021-10-30,5.42168
2021-10-31,5.82329
2021-11-01,16.86746
2021-11-02,11.44578
2021-11-03,11.44578
2021-11-04,10.84337
2021-11-05,9.23694
2021-11-06,5.62248
2021-11-07,5.62248
2021-11-08,12.04819
2021-11-09,13.65461
2021-11-10,13.25301
2021-11-11,9.83935
2021-11-12,9.83935
2021-11-13,5.02008
2021-11-14,7.63052
2021-11-15,13.45381
2021-11-16,9.83935
2021-11-17,11.24497
2021-11-18,10.44176
2021-11-19,9.43775
2021-11-20,4.41767
2021-11-21,7.22891
2021-11-22,11.44578
2021-11-23,7.42971
2021-11-24,9.63855
2021-11-25,9.03614
2021-11-26,6.6265
2021-11-27,18.47389
2021-11-28,29.31726
2021-11-29,27.71084
2021-11-30,7.83132
2021-12-01,9.03614
2021-12-02,8.63453
2021-12-03,11.04417
2021-12-04,6.4257
2021-12-05,6.8273
2021-12-06,15.86345
2021-12-07,12.04819
2021-12-08,10.84337
2021-12-09,8.23293
2021-12-10,9.03614
2021-12-11,6.6265
2021-12-12,5.42168
2021-12-13,11.64658
2021-12-14,12.44979
2021-12-15,13.0522
2021-12-16,10.44176
2021-12-17,12.24899
2021-12-18,3.21285
2021-12-19,5.42168
2021-12-20,10.24096
2021-12-21,11.24497
2021-12-22,12.6506
2021-12-23,11.44578
2021-12-24,7.22891
2021-12-25,8.63453
2021-12-26,7.83132
2021-12-27,13.45381
2021-12-28,15.06024
2021-12-29,11.84738
2021-12-30,8.63453
2021-12-31,8.03212
2022-01-01,7.83132
2022-01-02,8.43373
2022-01-03,14.25702
2022-01-04,15.06024
2022-01-05,11.64658
2022-01-06,12.04819
2022-01-07,8.23293
2022-01-08,7.42971
2022-01-09,5.82329
2022-01-10,13.45381
2022-01-11,12.44979
2022-01-12,11.04417
2022-01-13,12.44979
2022-01-14,9.63855
2022-01-15,7.83132
2022-01-16,5.82329
2022-01-17,15.06024
2022-01-18,13.0522
2022-01-19,11.64658
2022-01-20,10.24096
2022-01-21,11.44578
2022-01-22,6.6265
2022-01-23,7.02811
2022-01-24,6.8273
2022-01-25,10.24096
2022-01-26,9.83935
2022-01-27,8.63453
2022-01-28,11.84738
2022-01-29,5.42168
2022-01-30,4.41767
2022-01-31,3.61445
2022-02-01,4.61847
2022-02-02,7.42971
2022-02-03,12.24899
2022-02-04,9.63855
2022-02-05,6.8273
2022-02-06,8.43373
2022-02-07,25.3012
2022-02-08,31.7269
2022-02-09,14.05622
2022-02-10,13.45381
2022-02-11,14.45783
2022-02-12,10.84337
2022-02-13,12.04819
2022-02-14,21.08433
2022-02-15,17.67068
2022-02-16,21.28514
2022-02-17,16.86746
2022-02-18,11.44578
2022-02-19,8.43373
2022-02-20,6.22489
2022-02-21,11.44578
2022-02-22,8.63453
2022-02-23,11.64658
2022-02-24,10.44176
2022-02-25,15.46184
2022-02-26,4.01606
2022-02-27,6.02409
2022-02-28,6.4257
2022-03-01,7.02811
2022-03-02,11.64658
2022-03-03,11.04417
2022-03-04,9.63855
2022-03-05,4.81927
2022-03-06,4.81927
2022-03-07,11.04417
2022-03-08,11.84738
2022-03-09,8.23293
2022-03-10,11.24497
2022-03-11,9.43775
2022-03-12,5.02008
2022-03-13,9.03614
2022-03-14,8.83534
2022-03-15,8.03212
2022-03-16,9.23694
2022-03-17,9.63855
2022-03-18,9.43775
2022-03-19,4.21686
2022-03-20,6.4257
2022-03-21,11.24497
2022-03-22,11.24497
2022-03-23,11.64658
2022-03-24,6.6265
2022-03-25,7.02811
2022-03-26,7.02811
2022-03-27,7.02811
2022-03-28,13.65461
2022-03-29,10.44176
2022-03-30,6.22489
2022-03-31,6.22489
2022-04-01,5.82329
2022-04-02,2.81124
2022-04-03,5.22088
2022-04-04,10.84337
2022-04-05,4.01606
2022-04-06,8.63453
2022-04-07,6.6265
2022-04-08,8.63453
2022-04-10,5.22088
2022-04-11,5.42168
2022-04-12,5.22088
2022-04-13,5.02008
2022-04-14,10.04016
2022-04-15,2.00803
2022-04-16,2.61044
2022-04-17,3.61445
2022-04-18,5.82329
2022-04-19,8.83534
2022-04-20,7.02811
2022-04-21,5.62248
2022-04-22,5.22088
2022-04-23,3.21285
2022-04-24,4.41767
2022-04-25,6.6265
2022-04-26,8.83534
2022-04-27,9.43775
2022-04-28,7.63052
2022-04-29,4.41767
2022-04-30,4.81927
2022-05-01,4.01606
2022-05-02,8.83534
2022-05-03,5.42168
2022-05-04,4.81927
2022-05-05,3.01204
2022-05-06,7.22891
2022-05-07,3.01204
2022-05-08,3.61445
2022-05-09,6.22489
2022-05-10,5.02008
2022-05-11,5.62248
2022-05-12,7.42971
2022-05-13,5.42168
2022-05-14,3.81526
2022-05-15,4.81927
2022-05-16,8.63453
2022-05-17,10.04016
2022-05-18,8.83534
2022-05-19,8.03212
2022-05-20,6.02409
2022-05-21,2.61044
2022-05-22,1.00401
2022-05-23,12.24899
2022-05-24,7.83132
2022-05-25,7.42971
2022-05-26,6.02409
2022-05-27,4.41767
2022-05-28,5.22088
2022-05-29,3.61445
2022-05-30,8.03212
2022-05-31,7.63052
2022-06-01,4.81927
2022-06-02,9.43775
2022-06-03,7.42971
2022-06-04,5.42168
2022-06-05,3.01204
2022-06-06,3.61445
2022-06-07,7.63052
2022-06-08,13.25301
2022-06-09,8.83534
2022-06-10,5.42168
2022-06-11,3.41365
2022-06-12,4.61847
2022-06-13,9.03614
2022-06-14,8.43373
2022-06-15,11.84738
2022-06-16,8.43373
2022-06-17,7.42971
2022-06-18,3.01204
2022-06-19,4.61847
2022-06-20,8.83534
2022-06-21,9.63855
2022-06-22,6.8273
2022-06-23,7.22891
2022-06-24,4.61847
2022-06-25,4.41767
2022-06-26,4.41767
2022-06-27,10.24096
2022-06-28,10.84337
2022-06-29,9.03614
2022-06-30,8.03212
2022-07-01,7.83132
2022-07-02,1.40562
2022-07-03,1.40562
2022-07-04,9.03614
2022-07-05,7.42971
2022-07-06,7.22891
2022-07-07,7.63052
2022-07-08,6.22489
2022-07-09,5.42168
2022-07-10,1.20481
2022-07-11,10.44176
2022-07-12,9.63855
2022-07-13,6.6265
2022-07-14,7.42971
2022-07-15,7.83132
2022-07-16,1.40562
2022-07-17,4.41767
2022-07-18,8.03212
2022-07-19,8.43373
2022-07-20,9.63855
2022-07-21,3.81526
2022-07-22,7.42971
2022-07-23,4.61847
2022-07-24,5.62248
2022-07-25,6.02409
2022-07-26,8.63453
2022-07-27,8.43373
2022-07-28,4.61847
2022-07-29,7.22891
2022-07-30,1.80722
2022-07-31,1.20481
2022-08-01,10.44176
2022-08-02,8.23293
2022-08-03,8.63453
2022-08-04,8.03212
2022-08-05,6.8273
2022-08-06,4.21686
2022-08-07,3.41365
2022-08-08,6.6265
2022-08-09,6.6265
2022-08-10,7.42971
2022-08-11,7.83132
2022-08-12,5.62248
2022-08-13,4.61847
2022-08-14,3.61445
2022-08-15,6.02409
2022-08-16,11.04417
2022-08-17,6.4257
2022-08-18,7.22891
2022-08-19,6.8273
2022-08-20,4.81927
2022-08-21,4.21686
2022-08-22,7.83132
2022-08-23,5.82329
2022-08-24,8.83534
2022-08-25,7.83132
2022-08-26,7.02811
2022-08-27,3.01204
2022-08-28,2.40963
2022-08-29,8.43373
2022-08-30,6.4257
2022-08-31,10.84337
2022-09-01,9.63855
2022-09-02,9.83935
2022-09-03,1.00401
2022-09-04,5.42168
2022-09-05,9.63855
2022-09-06,9.83935
2022-09-07,11.24497
2022-09-08,4.61847
2022-09-09,4.81927
2022-09-10,4.21686
2022-09-11,3.41365
2022-09-12,4.41767
2022-09-13,9.63855
2022-09-14,9.43775
2022-09-15,7.22891
2022-09-16,7.42971
2022-09-17,1.80722
2022-09-18,4.41767
2022-09-19,7.42971
2022-09-20,8.03212
2022-09-21,8.83534
2022-09-22,7.42971
2022-09-23,8.63453
2022-09-24,2.40963
2022-09-25,5.22088
2022-09-26,7.22891
2022-09-27,7.22891
2022-09-28,9.43775
2022-09-29,6.8273
2022-09-30,8.63453
2022-10-01,6.4257
2022-10-02,3.61445
2022-10-03,7.42971
2022-10-04,16.86746
2022-10-05,15.26104
2022-10-06,13.65461
2022-10-07,11.64658
2022-10-08,3.81526
2022-10-09,4.41767
2022-10-10,6.6265
2022-10-11,20.08032
2022-10-12,16.86746
2022-10-13,11.84738
2022-10-14,14.45783
2022-10-15,6.4257
2022-10-16,8.03212
2022-10-17,17.87148
2022-10-18,16.46586
2022-10-19,13.85542
2022-10-20,13.0522
2022-10-21,11.64658
2022-10-22,3.01204
2022-10-23,3.01204
2022-10-24,7.02811
2022-10-25,12.6506
2022-10-26,18.27309
2022-10-27,8.83534
2022-10-28,10.24096
2022-10-29,4.41767
2022-10-30,5.22088
2022-10-31,16.06425
2022-11-01,12.24899
2022-11-02,13.65461
2022-11-03,8.23293
2022-11-04,11.44578
2022-11-05,8.83534
2022-11-06,4.21686
2022-11-07,13.65461
2022-11-08,15.86345
2022-11-09,10.04016
2022-11-10,10.84337
2022-11-11,10.64257
2022-11-12,6.4257
2022-11-13,9.23694
2022-11-14,12.44979
2022-11-15,10.64257
2022-11-16,13.45381
2022-11-17,9.83935
2022-11-18,10.04016
2022-11-19,3.01204
2022-11-20,7.83132
2022-11-21,14.85943
2022-11-22,12.24899
2022-11-23,10.44176
2022-11-24,11.24497
2022-11-25,9.03614
2022-11-26,7.42971
2022-11-27,6.22489
2022-11-28,12.24899
2022-11-29,12.24899
2022-11-30,18.07228
2022-12-01,10.04016
2022-12-02,7.42971
2022-12-03,5.62248
2022-12-04,11.64658
2022-12-05,13.85542
2022-12-06,17.26907
2022-12-07,13.45381
2022-12-08,12.04819
2022-12-09,10.84337
2022-12-10,7.63052
2022-12-11,10.24096
2022-12-12,12.6506
2022-12-13,11.44578
2022-12-14,15.86345
2022-12-15,11.84738
2022-12-16,13.85542
2022-12-17,6.8273
2022-12-18,8.43373
2022-12-19,16.26506
2022-12-20,16.06425
2022-12-21,12.04819
2022-12-22,13.65461
2022-12-23,11.84738
2022-12-24,7.02811
2022-12-25,6.8273
2022-12-26,14.25702
2022-12-27,13.0522
2022-12-28,11.24497
2022-12-29,14.45783
2022-12-30,11.44578
2022-12-31,10.44176
2023-01-01,8.83534
2023-01-02,22.28915
2023-01-03,16.06425
2023-01-04,13.45381
2023-01-05,13.85542
2023-01-06,14.45783
2023-01-07,6.02409
2023-01-08,7.22891
2023-01-09,16.26506
2023-01-10,15.86345
2023-01-11,6.22489
2023-01-12,7.42971
2023-01-13,12.6506
2023-01-14,8.63453
2023-01-15,6.8273
2023-01-16,22.08835
2023-01-17,12.04819
2023-01-18,13.45381
2023-01-19,12.8514
2023-01-20,7.83132
2023-01-21,5.02008
2023-01-22,4.01606
2023-01-23,2.40963
2023-01-24,5.62248
2023-01-25,14.85943
2023-01-26,12.8514
2023-01-27,11.04417
2023-01-28,4.81927
2023-01-29,8.83534
2023-01-30,10.64257
2023-01-31,10.04016
2023-02-01,18.07228
2023-02-02,13.0522
2023-02-03,10.04016
2023-02-04,7.22891
2023-02-05,7.02811
2023-02-06,15.26104
2023-02-07,15.86345
2023-02-08,10.24096
2023-02-09,13.45381
2023-02-10,15.26104
2023-02-11,10.24096
2023-02-12,7.02811
2023-02-13,10.64257
2023-02-14,15.46184
2023-02-15,15.26104
2023-02-16,16.26506
2023-02-17,11.64658
2023-02-18,5.62248
2023-02-19,5.62248
2023-02-20,12.8514
2023-02-21,12.04819
2023-02-22,12.8514
2023-02-23,13.65461
2023-02-24,10.24096
2023-02-25,6.4257
2023-02-26,9.23694
2023-02-27,12.8514
2023-02-28,15.66265
2023-03-01,9.03614
2023-03-02,16.46586
2023-03-03,14.85943
2023-03-04,9.03614
2023-03-05,11.44578
2023-03-06,14.45783
2023-03-07,13.65461
2023-03-08,14.45783
2023-03-09,15.86345
2023-03-10,10.64257
2023-03-11,8.63453
2023-03-12,9.83935
2023-03-13,22.89156
2023-03-14,17.26907
2023-03-15,16.46586
2023-03-16,15.46184
2023-03-17,14.65863
2023-03-18,8.63453
2023-03-19,7.42971
2023-03-20,17.06827
2023-03-21,13.65461
2023-03-22,13.0522
2023-03-23,16.06425
2023-03-24,11.44578
2023-03-25,7.83132
2023-03-26,6.02409
2023-03-27,15.86345
2023-03-28,16.86746
2023-03-29,11.24497
2023-03-30,13.0522
2023-03-31,11.24497
2023-04-01,8.23293
2023-04-02,4.61847
2023-04-03,16.06425
2023-04-04,13.25301
2023-04-05,11.04417
2023-04-06,13.85542
2023-04-07,11.44578
2023-04-08,3.81526
2023-04-09,5.82329
2023-04-10,12.44979
2023-04-11,12.8514
2023-04-12,13.0522
2023-04-13,12.44979
2023-04-14,11.44578
2023-04-15,3.81526
2023-04-16,2.81124
2023-04-17,13.45381
2023-04-18,10.84337
2023-04-19,11.64658
2023-04-20,10.44176
2023-04-21,10.64257
2023-04-22,6.4257
2023-04-23,4.81927
2023-04-24,12.04819
2023-04-25,10.84337
2023-04-26,11.24497
2023-04-27,10.24096
2023-04-28,10.24096
2023-04-29,6.8273
2023-04-30,4.21686
2023-05-01,6.6265
2023-05-02,10.44176
2023-05-03,13.45381
2023-05-04,11.44578
2023-05-05,6.8273
2023-05-06,8.43373
2023-05-07,5.62248
2023-05-08,13.45381
2023-05-09,13.0522
2023-05-10,8.43373
2023-05-11,7.83132
2023-05-12,6.8273
2023-05-13,6.8273
2023-05-14,6.22489
2023-05-15,12.24899
2023-05-16,9.23694
2023-05-17,9.63855
2023-05-18,8.63453
2023-05-19,9.23694
2023-05-20,4.81927
2023-05-21,5.42168
2023-05-22,9.63855
2023-05-23,11.64658
2023-05-24,9.43775
2023-05-25,11.04417
2023-05-26,6.4257
2023-05-27,2.40963
2023-05-28,3.01204
