date,자동차보험비교사이트
2020-03-20,11.04417
2020-03-21,6.4257
2020-03-22,9.03614
2020-03-23,14.05622
2020-03-24,13.25301
2020-03-25,13.85542
2020-03-26,14.05622
2020-03-27,12.24899
2020-03-28,3.41365
2020-03-29,6.22489
2020-03-30,16.06425
2020-03-31,17.67068
2020-04-01,14.25702
2020-04-02,14.85943
2020-04-03,8.83534
2020-04-04,6.8273
2020-04-05,7.22891
2020-04-06,14.65863
2020-04-07,13.85542
2020-04-08,10.04016
2020-04-09,12.24899
2020-04-10,12.44979
2020-04-11,5.62248
2020-04-12,6.6265
2020-04-13,16.66666
2020-04-14,14.65863
2020-04-15,10.84337
2020-04-16,16.06425
2020-04-17,10.44176
2020-04-18,7.42971
2020-04-19,8.43373
2020-04-20,12.6506
2020-04-21,13.0522
2020-04-22,9.83935
2020-04-23,12.6506
2020-04-24,19.0763
2020-04-25,8.43373
2020-04-26,5.42168
2020-04-27,13.65461
2020-04-28,13.25301
2020-04-29,10.24096
2020-04-30,8.23293
2020-05-01,8.23293
2020-05-02,4.61847
2020-05-03,5.82329
2020-05-04,13.0522
2020-05-05,6.8273
2020-05-06,16.46586
2020-05-07,14.45783
2020-05-08,11.84738
2020-05-09,12.04819
2020-05-10,7.22891
2020-05-11,16.26506
2020-05-12,17.06827
2020-05-13,10.04016
2020-05-14,15.86345
2020-05-15,15.46184
2020-05-16,7.63052
2020-05-17,6.22489
2020-05-18,16.66666
2020-05-19,17.46987
2020-05-20,14.05622
2020-05-21,11.24497
2020-05-22,9.43775
2020-05-23,5.22088
2020-05-24,5.62248
2020-05-25,12.6506
2020-05-26,14.85943
2020-05-27,11.64658
2020-05-28,7.02811
2020-05-29,8.43373
2020-05-30,4.61847
2020-05-31,6.6265
2020-06-01,12.24899
2020-06-02,18.47389
2020-06-03,11.64658
2020-06-04,10.64257
2020-06-05,7.42971
2020-06-06,4.81927
2020-06-07,5.82329
2020-06-08,16.86746
2020-06-09,26.50602
2020-06-10,15.66265
2020-06-11,14.05622
2020-06-12,14.05622
2020-06-13,7.83132
2020-06-14,7.22891
2020-06-15,14.85943
2020-06-16,15.46184
2020-06-17,13.65461
2020-06-18,11.44578
2020-06-19,14.05622
2020-06-20,3.61445
2020-06-21,3.01204
2020-06-22,18.8755
2020-06-23,12.04819
2020-06-24,11.64658
2020-06-25,11.64658
2020-06-26,9.63855
2020-06-27,5.02008
2020-06-28,6.02409
2020-06-29,10.24096
2020-06-30,8.63453
2020-07-01,11.04417
2020-07-02,9.03614
2020-07-03,9.23694
2020-07-04,5.22088
2020-07-05,4.61847
2020-07-06,13.0522
2020-07-07,11.64658
2020-07-08,10.64257
2020-07-09,12.6506
2020-07-10,12.6506
2020-07-11,7.22891
2020-07-12,6.6265
2020-07-13,14.65863
2020-07-14,11.24497
2020-07-15,17.46987
2020-07-16,12.24899
2020-07-17,6.4257
2020-07-18,3.61445
2020-07-19,4.61847
2020-07-20,13.65461
2020-07-21,13.25301
2020-07-22,8.83534
2020-07-23,9.03614
2020-07-24,9.23694
2020-07-25,5.02008
2020-07-26,7.02811
2020-07-27,13.45381
2020-07-28,13.85542
2020-07-29,14.85943
2020-07-30,8.43373
2020-07-31,9.63855
2020-08-01,5.62248
2020-08-02,5.42168
2020-08-03,8.43373
2020-08-04,9.63855
2020-08-05,12.44979
2020-08-06,10.04016
2020-08-07,12.6506
2020-08-08,5.82329
2020-08-09,5.82329
2020-08-10,11.64658
2020-08-11,12.04819
2020-08-12,14.05622
2020-08-13,11.04417
2020-08-14,10.44176
2020-08-15,6.6265
2020-08-16,5.02008
2020-08-17,7.83132
2020-08-18,14.85943
2020-08-19,14.65863
2020-08-20,11.04417
2020-08-21,12.24899
2020-08-22,4.21686
2020-08-23,6.8273
2020-08-24,9.83935
2020-08-25,12.44979
2020-08-26,5.42168
2020-08-27,11.84738
2020-08-28,11.44578
2020-08-29,4.81927
2020-08-30,5.22088
2020-08-31,9.63855
2020-09-01,10.64257
2020-09-02,10.84337
2020-09-03,12.6506
2020-09-04,7.63052
2020-09-05,4.21686
2020-09-06,5.42168
2020-09-07,12.6506
2020-09-08,14.45783
2020-09-09,10.04016
2020-09-10,12.6506
2020-09-11,9.43775
2020-09-12,4.81927
2020-09-13,2.40963
2020-09-14,7.02811
2020-09-15,15.26104
2020-09-16,10.24096
2020-09-17,11.84738
2020-09-18,7.02811
2020-09-19,4.61847
2020-09-20,4.61847
2020-09-21,13.45381
2020-09-22,10.44176
2020-09-23,10.44176
2020-09-24,9.23694
2020-09-25,8.63453
2020-09-26,4.41767
2020-09-27,6.02409
2020-09-28,11.84738
2020-09-29,7.42971
2020-09-30,5.22088
2020-10-01,4.41767
2020-10-02,5.22088
2020-10-03,5.42168
2020-10-04,5.62248
2020-10-05,16.46586
2020-10-06,11.04417
2020-10-07,14.25702
2020-10-08,10.04016
2020-10-09,5.22088
2020-10-10,3.81526
2020-10-11,5.42168
2020-10-12,13.25301
2020-10-13,21.88755
2020-10-14,14.05622
2020-10-15,13.65461
2020-10-16,7.63052
2020-10-17,5.62248
2020-10-18,5.02008
2020-10-19,12.04819
2020-10-20,13.65461
2020-10-21,11.84738
2020-10-22,10.24096
2020-10-23,11.24497
2020-10-24,5.82329
2020-10-25,5.22088
2020-10-26,14.05622
2020-10-27,13.85542
2020-10-28,9.63855
2020-10-29,9.23694
2020-10-30,9.63855
2020-10-31,5.62248
2020-11-01,6.02409
2020-11-02,14.25702
2020-11-03,9.63855
2020-11-04,10.04016
2020-11-05,11.64658
2020-11-06,8.03212
2020-11-07,7.42971
2020-11-08,3.81526
2020-11-09,15.06024
2020-11-10,12.8514
2020-11-11,13.65461
2020-11-12,10.04016
2020-11-13,13.45381
2020-11-14,6.4257
2020-11-15,8.03212
2020-11-16,17.46987
2020-11-17,15.66265
2020-11-18,19.0763
2020-11-19,13.45381
2020-11-20,8.03212
2020-11-21,5.62248
2020-11-22,8.83534
2020-11-23,15.26104
2020-11-24,10.84337
2020-11-25,11.44578
2020-11-26,17.06827
2020-11-27,11.84738
2020-11-28,9.83935
2020-11-29,7.42971
2020-11-30,13.0522
2020-12-01,11.44578
2020-12-02,12.44979
2020-12-03,10.44176
2020-12-04,10.64257
2020-12-05,9.23694
2020-12-06,8.43373
2020-12-07,17.67068
2020-12-08,16.46586
2020-12-09,12.8514
2020-12-10,13.0522
2020-12-11,9.43775
2020-12-12,8.23293
2020-12-13,6.02409
2020-12-14,15.86345
2020-12-15,12.8514
2020-12-16,15.46184
2020-12-17,11.44578
2020-12-18,11.24497
2020-12-19,7.22891
2020-12-20,7.22891
2020-12-21,14.85943
2020-12-22,13.45381
2020-12-23,12.04819
2020-12-24,9.43775
2020-12-25,3.81526
2020-12-26,3.21285
2020-12-27,5.22088
2020-12-28,10.44176
2020-12-29,11.84738
2020-12-30,8.83534
2020-12-31,7.83132
2021-01-01,5.22088
2021-01-02,7.83132
2021-01-03,5.42168
2021-01-04,15.06024
2021-01-05,15.06024
2021-01-06,10.44176
2021-01-07,8.63453
2021-01-08,6.8273
2021-01-09,2.61044
2021-01-10,7.83132
2021-01-11,10.64257
2021-01-12,11.44578
2021-01-13,10.44176
2021-01-14,12.44979
2021-01-15,8.03212
2021-01-16,5.42168
2021-01-17,6.22489
2021-01-18,16.06425
2021-01-19,10.44176
2021-01-20,10.64257
2021-01-21,12.6506
2021-01-22,10.84337
2021-01-23,7.42971
2021-01-24,3.21285
2021-01-25,11.84738
2021-01-26,14.05622
2021-01-27,10.84337
2021-01-28,11.24497
2021-01-29,10.04016
2021-01-30,4.81927
2021-01-31,6.6265
2021-02-01,15.26104
2021-02-02,14.45783
2021-02-03,11.84738
2021-02-04,13.65461
2021-02-05,12.6506
2021-02-06,7.22891
2021-02-07,6.22489
2021-02-08,14.25702
2021-02-09,13.25301
2021-02-10,9.63855
2021-02-11,7.63052
2021-02-12,6.6265
2021-02-13,5.42168
2021-02-14,9.23694
2021-02-15,14.45783
2021-02-16,12.8514
2021-02-17,11.44578
2021-02-18,13.0522
2021-02-19,12.24899
2021-02-20,4.21686
2021-02-21,5.42168
2021-02-22,16.26506
2021-02-23,14.45783
2021-02-24,9.63855
2021-02-25,13.45381
2021-02-26,11.84738
2021-02-27,5.62248
2021-02-28,6.8273
2021-03-01,8.43373
2021-03-02,14.85943
2021-03-03,9.83935
2021-03-04,12.04819
2021-03-05,14.85943
2021-03-06,11.44578
2021-03-07,10.84337
2021-03-08,13.65461
2021-03-09,11.24497
2021-03-10,10.84337
2021-03-11,9.03614
2021-03-12,9.03614
2021-03-13,2.61044
2021-03-14,8.43373
2021-03-15,12.44979
2021-03-16,8.03212
2021-03-17,8.43373
2021-03-18,10.24096
2021-03-19,9.03614
2021-03-20,5.42168
2021-03-21,8.43373
2021-03-22,10.04016
2021-03-23,12.6506
2021-03-24,12.04819
2021-03-25,8.83534
2021-03-26,7.63052
2021-03-27,5.62248
2021-03-28,6.22489
2021-03-29,8.83534
2021-03-30,9.63855
2021-03-31,8.03212
2021-04-01,8.03212
2021-04-02,8.23293
2021-04-03,4.61847
2021-04-04,5.02008
2021-04-05,12.24899
2021-04-06,8.43373
2021-04-07,9.43775
2021-04-08,7.83132
2021-04-09,11.04417
2021-04-10,4.81927
2021-04-11,7.22891
2021-04-12,14.05622
2021-04-13,9.03614
2021-04-14,9.63855
2021-04-15,8.63453
2021-04-16,7.02811
2021-04-17,5.82329
2021-04-18,5.82329
2021-04-19,10.04016
2021-04-20,7.83132
2021-04-21,8.63453
2021-04-22,6.6265
2021-04-23,5.62248
2021-04-24,3.61445
2021-04-25,2.40963
2021-04-26,10.24096
2021-04-27,9.23694
2021-04-28,6.4257
2021-04-29,7.63052
2021-04-30,5.22088
2021-05-01,5.42168
2021-05-02,5.82329
2021-05-03,10.04016
2021-05-04,9.03614
2021-05-05,4.41767
2021-05-06,9.83935
2021-05-07,7.22891
2021-05-08,3.61445
2021-05-09,4.61847
2021-05-10,10.04016
2021-05-11,10.44176
2021-05-12,10.04016
2021-05-13,10.04016
2021-05-14,6.8273
2021-05-15,5.82329
2021-05-16,3.41365
2021-05-17,10.04016
2021-05-18,11.24497
2021-05-19,5.42168
2021-05-20,11.24497
2021-05-21,8.43373
2021-05-22,4.21686
2021-05-23,5.82329
2021-05-24,8.83534
2021-05-25,9.63855
2021-05-26,8.43373
2021-05-27,12.04819
2021-05-28,7.22891
2021-05-29,6.22489
2021-05-30,5.02008
2021-05-31,9.63855
2021-06-01,11.44578
2021-06-02,11.64658
2021-06-03,10.04016
2021-06-04,10.44176
2021-06-05,4.41767
2021-06-06,4.21686
2021-06-07,9.43775
2021-06-08,6.6265
2021-06-09,8.63453
2021-06-10,7.42971
2021-06-11,7.42971
2021-06-12,2.40963
2021-06-13,3.61445
2021-06-14,11.64658
2021-06-15,9.23694
2021-06-16,8.83534
2021-06-17,6.6265
2021-06-18,7.42971
2021-06-19,3.81526
2021-06-20,7.42971
2021-06-21,11.64658
2021-06-22,10.24096
2021-06-23,8.63453
2021-06-24,8.83534
2021-06-25,8.03212
2021-06-26,1.60642
2021-06-27,4.61847
2021-06-28,10.64257
2021-06-29,9.83935
2021-06-30,7.63052
2021-07-01,9.83935
2021-07-02,5.42168
2021-07-03,2.20883
2021-07-04,2.61044
2021-07-05,11.04417
2021-07-06,11.04417
2021-07-07,8.63453
2021-07-08,7.42971
2021-07-09,10.64257
2021-07-10,3.61445
2021-07-11,4.41767
2021-07-12,10.64257
2021-07-13,11.84738
2021-07-14,7.02811
2021-07-15,9.63855
2021-07-16,10.44176
2021-07-17,6.8273
2021-07-18,7.02811
2021-07-19,7.83132
2021-07-20,10.84337
2021-07-21,9.43775
2021-07-22,5.22088
2021-07-23,6.02409
2021-07-24,1.20481
2021-07-25,3.61445
2021-07-26,9.43775
2021-07-27,4.21686
2021-07-28,6.4257
2021-07-29,6.6265
2021-07-30,9.23694
2021-07-31,2.81124
2021-08-01,4.41767
2021-08-02,9.43775
