date,CAFE
2020-03-20,67.63005
2020-03-21,64.93256
2020-03-22,62.23506
2020-03-23,71.6763
2020-03-24,81.11753
2020-03-25,80.92485
2020-03-26,77.07129
2020-03-27,72.63969
2020-03-28,64.16184
2020-03-29,66.66666
2020-03-30,75.52986
2020-03-31,69.74951
2020-04-01,73.21772
2020-04-02,60.1156
2020-04-03,66.47398
2020-04-04,58.76685
2020-04-05,67.63005
2020-04-06,83.62235
2020-04-07,73.79576
2020-04-08,77.842
2020-04-09,76.30057
2020-04-10,68.20809
2020-04-11,67.2447
2020-04-12,68.20809
2020-04-13,76.87861
2020-04-14,74.75915
2020-04-15,67.43737
2020-04-16,84.97109
2020-04-17,70.52023
2020-04-18,65.70327
2020-04-19,62.62042
2020-04-20,81.88824
2020-04-21,83.42967
2020-04-22,81.31021
2020-04-23,77.64932
2020-04-24,72.63969
2020-04-25,66.47398
2020-04-26,73.02504
2020-04-27,78.03468
2020-04-28,74.56647
2020-04-29,73.4104
2020-04-30,66.85934
2020-05-01,70.13487
2020-05-02,61.46435
2020-05-03,61.46435
2020-05-04,73.21772
2020-05-05,68.78612
2020-05-06,73.79576
2020-05-07,69.74951
2020-05-08,70.90558
2020-05-09,61.27167
2020-05-10,60.30828
2020-05-11,71.09826
2020-05-12,76.49325
2020-05-13,73.21772
2020-05-14,73.4104
2020-05-15,64.73988
2020-05-16,59.15221
2020-05-17,67.2447
2020-05-18,76.10789
2020-05-19,67.05202
2020-05-20,70.90558
2020-05-21,67.43737
2020-05-22,72.44701
2020-05-23,66.28131
2020-05-24,63.58381
2020-05-25,76.49325
2020-05-26,71.09826
2020-05-27,67.43737
2020-05-28,71.48362
2020-05-29,73.02504
2020-05-30,55.684
2020-05-31,65.12524
2020-06-01,70.90558
2020-06-02,77.07129
2020-06-03,69.94219
2020-06-04,80.92485
2020-06-05,68.78612
2020-06-06,63.96917
2020-06-07,76.68593
2020-06-08,77.07129
2020-06-09,69.36416
2020-06-10,79.96146
2020-06-11,79.76878
2020-06-12,66.85934
2020-06-13,58.95953
2020-06-14,66.47398
2020-06-15,81.69556
2020-06-16,68.20809
2020-06-17,71.86897
2020-06-18,71.48362
2020-06-19,61.27167
2020-06-20,55.49132
2020-06-21,64.73988
2020-06-22,72.06165
2020-06-23,69.55684
2020-06-24,58.3815
2020-06-25,62.8131
2020-06-26,62.8131
2020-06-27,67.63005
2020-06-28,67.82273
2020-06-29,65.70327
2020-06-30,66.47398
2020-07-01,65.31791
2020-07-02,72.25433
2020-07-03,66.28131
2020-07-04,57.22543
2020-07-05,70.52023
2020-07-06,69.17148
2020-07-07,64.5472
2020-07-08,76.10789
2020-07-09,68.59344
2020-07-10,69.94219
2020-07-11,67.05202
2020-07-12,66.08863
2020-07-13,66.85934
2020-07-14,70.52023
2020-07-15,73.79576
2020-07-16,67.82273
2020-07-17,68.59344
2020-07-18,57.61078
2020-07-19,70.32755
2020-07-20,66.08863
2020-07-21,100.0
2020-07-22,95.76107
2020-07-23,79.5761
2020-07-24,66.47398
2020-07-25,64.35452
2020-07-26,71.86897
2020-07-27,77.842
2020-07-28,74.18111
2020-07-29,60.69364
2020-07-30,66.66666
2020-07-31,62.8131
2020-08-01,59.73025
2020-08-02,63.96917
2020-08-03,67.2447
2020-08-04,65.12524
2020-08-05,71.86897
2020-08-06,73.60308
2020-08-07,72.63969
2020-08-08,60.69364
2020-08-09,65.51059
2020-08-10,74.75915
2020-08-11,74.75915
2020-08-12,71.29094
2020-08-13,65.12524
2020-08-14,65.12524
2020-08-15,56.64739
2020-08-16,64.93256
2020-08-17,82.2736
2020-08-18,73.98843
2020-08-19,68.59344
2020-08-20,64.5472
2020-08-21,61.07899
2020-08-22,64.73988
2020-08-23,70.13487
2020-08-24,76.87861
2020-08-25,73.21772
2020-08-26,57.41811
2020-08-27,63.58381
2020-08-28,66.66666
2020-08-29,64.16184
2020-08-30,63.77649
2020-08-31,76.68593
2020-09-01,70.90558
2020-09-02,82.46628
2020-09-03,67.43737
2020-09-04,75.52986
2020-09-05,63.77649
2020-09-06,66.85934
2020-09-07,66.47398
2020-09-08,77.26396
2020-09-09,74.37379
2020-09-10,75.1445
2020-09-11,73.79576
2020-09-12,60.1156
2020-09-13,64.73988
2020-09-14,70.52023
2020-09-15,69.94219
2020-09-16,72.25433
2020-09-17,70.7129
2020-09-18,63.39113
2020-09-19,56.06936
2020-09-20,61.84971
2020-09-21,69.36416
2020-09-22,71.09826
2020-09-23,68.59344
2020-09-24,73.4104
2020-09-25,65.89595
2020-09-26,60.1156
2020-09-27,66.28131
2020-09-28,70.52023
2020-09-29,58.57418
2020-09-30,49.71098
2020-10-01,54.72061
2020-10-02,56.45472
2020-10-03,67.05202
2020-10-04,68.01541
2020-10-05,67.63005
2020-10-06,66.85934
2020-10-07,65.51059
2020-10-08,61.65703
2020-10-09,70.90558
2020-10-10,61.27167
2020-10-11,64.16184
2020-10-12,70.7129
2020-10-13,66.47398
2020-10-14,70.90558
2020-10-15,70.13487
2020-10-16,64.16184
2020-10-17,58.57418
2020-10-18,64.5472
2020-10-19,64.73988
2020-10-20,71.29094
2020-10-21,63.58381
2020-10-22,63.19845
2020-10-23,66.28131
2020-10-24,53.75722
2020-10-25,60.69364
2020-10-26,66.08863
2020-10-27,67.05202
2020-10-28,75.1445
2020-10-29,65.70327
2020-10-30,64.93256
2020-10-31,57.61078
2020-11-01,65.70327
2020-11-02,68.59344
2020-11-03,64.16184
2020-11-04,61.65703
2020-11-05,72.63969
2020-11-06,69.55684
2020-11-07,54.14258
2020-11-08,62.8131
2020-11-09,70.32755
2020-11-10,66.47398
2020-11-11,70.52023
2020-11-12,79.76878
2020-11-13,56.64739
2020-11-14,58.76685
2020-11-15,61.65703
2020-11-16,66.66666
2020-11-17,72.06165
2020-11-18,66.85934
2020-11-19,75.91522
2020-11-20,63.19845
2020-11-21,63.58381
2020-11-22,68.01541
2020-11-23,73.4104
2020-11-24,76.49325
2020-11-25,69.94219
2020-11-26,66.28131
2020-11-27,61.27167
2020-11-28,59.92292
2020-11-29,57.03275
2020-11-30,68.59344
2020-12-01,68.78612
2020-12-02,63.96917
2020-12-03,67.05202
2020-12-04,57.80346
2020-12-05,55.49132
2020-12-06,63.19845
2020-12-07,66.66666
2020-12-08,65.89595
2020-12-09,75.72254
2020-12-10,69.55684
2020-12-11,67.63005
2020-12-12,56.64739
2020-12-13,52.21579
2020-12-14,60.50096
2020-12-15,66.47398
2020-12-16,65.12524
2020-12-17,58.76685
2020-12-18,57.80346
2020-12-19,51.2524
2020-12-20,50.48169
2020-12-21,62.04238
2020-12-22,61.27167
2020-12-23,59.92292
2020-12-24,47.7842
2020-12-25,46.8208
2020-12-26,50.09633
2020-12-27,52.79383
2020-12-28,68.78612
2020-12-29,62.62042
2020-12-30,58.3815
2020-12-31,47.7842
2021-01-01,46.24277
2021-01-02,49.90366
2021-01-03,57.61078
2021-01-04,63.77649
2021-01-05,59.53757
2021-01-06,71.09826
2021-01-07,63.39113
2021-01-08,55.49132
2021-01-09,47.59152
2021-01-10,52.40847
2021-01-11,69.55684
2021-01-12,66.28131
2021-01-13,64.73988
2021-01-14,70.32755
2021-01-15,67.43737
2021-01-16,59.92292
2021-01-17,60.50096
2021-01-18,72.06165
2021-01-19,73.98843
2021-01-20,70.13487
2021-01-21,70.7129
2021-01-22,69.17148
2021-01-23,71.48362
2021-01-24,67.43737
2021-01-25,86.51252
2021-01-26,84.39306
2021-01-27,86.7052
2021-01-28,71.6763
2021-01-29,70.52023
2021-01-30,74.37379
2021-01-31,71.86897
2021-02-01,78.80539
2021-02-02,77.45664
2021-02-03,87.09055
2021-02-04,75.52986
