date,미선물지수
2020-03-20,23.77569
2020-03-21,7.13786
2020-03-22,5.383
2020-03-23,100.0
2020-03-24,30.13024
2020-03-25,43.8352
2020-03-26,28.84294
2020-03-27,21.447
2020-03-28,4.72417
2020-03-29,3.4399
2020-03-30,22.1453
2020-03-31,15.65412
2020-04-01,22.9104
2020-04-02,26.38673
2020-04-03,14.52166
2020-04-04,3.17575
2020-04-05,2.11008
2020-04-06,15.99417
2020-04-07,16.60139
2020-04-08,13.40437
2020-04-09,11.69809
2020-04-10,6.01451
2020-04-11,0.96851
2020-04-12,1.15978
2020-04-13,12.65142
2020-04-14,7.00124
2020-04-15,5.85359
2020-04-16,8.46464
2020-04-17,7.31092
2020-04-18,1.63342
2020-04-19,1.1021
2020-04-20,9.87035
2020-04-21,11.00889
2020-04-22,12.03813
2020-04-23,9.18723
2020-04-24,6.81604
2020-04-25,1.08995
2020-04-26,0.78027
2020-04-27,5.89914
2020-04-28,5.89003
2020-04-29,4.03497
2020-04-30,2.4562
2020-05-01,3.67064
2020-05-02,1.13853
2020-05-03,0.9169
2020-05-04,6.73406
2020-05-05,4.25964
2020-05-06,5.86877
2020-05-07,5.22209
2020-05-08,3.701
2020-05-09,0.92297
2020-05-10,0.70133
2020-05-11,5.29799
2020-05-12,5.12797
2020-05-13,5.69572
2020-05-14,5.99022
2020-05-15,4.08051
2020-05-16,0.71955
2020-05-17,0.40076
2020-05-18,4.52986
2020-05-19,4.87293
2020-05-20,4.22321
2020-05-21,3.87102
2020-05-22,3.95907
2020-05-23,0.67705
2020-05-24,0.41898
2020-05-25,3.43382
2020-05-26,4.13516
2020-05-27,4.03497
2020-05-28,3.953
2020-05-29,2.86911
2020-05-30,0.57078
2020-05-31,0.30664
2020-06-01,5.14315
2020-06-02,3.18183
2020-06-03,2.74463
2020-06-04,2.82964
2020-06-05,2.0858
2020-06-06,0.37647
2020-06-07,0.34611
2020-06-08,2.91769
2020-06-09,3.40043
2020-06-10,2.50174
2020-06-11,5.03081
2020-06-12,15.34748
2020-06-13,1.56055
2020-06-14,0.85617
2020-06-15,18.20445
2020-06-16,12.63624
2020-06-17,8.90487
2020-06-18,8.42821
2020-06-19,4.88811
2020-06-20,1.48768
2020-06-21,0.86528
2020-06-22,6.27865
2020-06-23,5.82931
2020-06-24,6.99213
2020-06-25,12.52998
2020-06-26,5.28888
2020-06-27,1.75486
2020-06-28,1.34195
2020-06-29,14.46397
2020-06-30,8.10031
2020-07-01,7.3261
2020-07-02,4.8699
2020-07-03,3.75869
2020-07-04,0.84099
2020-07-05,0.61329
2020-07-06,4.78489
2020-07-07,5.44979
2020-07-08,4.86686
2020-07-09,3.74047
2020-07-10,3.61903
2020-07-11,0.67097
2020-07-12,0.3704
2020-07-13,3.86191
2020-07-14,6.1572
2020-07-15,4.63005
2020-07-16,6.18149
2020-07-17,3.35488
2020-07-18,0.5222
2020-07-19,0.45237
2020-07-20,3.79816
2020-07-21,2.86
2020-07-22,4.11695
2020-07-23,3.30934
2020-07-24,4.53896
2020-07-25,0.75295
2020-07-26,0.41594
2020-07-27,3.49151
2020-07-28,2.79321
2020-07-29,3.03913
2020-07-30,6.36973
2020-07-31,3.61599
2020-08-01,0.49488
2020-08-02,0.3036
2020-08-03,2.74463
2020-08-04,3.06038
2020-08-05,2.43798
2020-08-06,2.72945
2020-08-07,2.29225
2020-08-08,0.47059
2020-08-09,0.27021
2020-08-10,2.6414
2020-08-11,2.54121
2020-08-12,3.449
2020-08-13,2.62622
2020-08-14,2.5989
2020-08-15,0.41898
2020-08-16,0.23985
2020-08-17,3.10592
2020-08-18,3.74351
2020-08-19,2.58979
2020-08-20,4.93669
2020-08-21,2.65355
2020-08-22,0.45541
2020-08-23,0.20341
2020-08-24,2.83875
2020-08-25,2.51692
2020-08-26,2.46227
2020-08-27,2.6414
2020-08-28,1.76093
2020-08-29,0.32486
2020-08-30,0.18823
2020-08-31,2.05543
2020-09-01,1.99775
2020-09-02,1.97042
2020-09-03,2.95108
2020-09-04,9.00507
2020-09-05,1.24176
2020-09-06,0.46452
2020-09-07,3.91656
2020-09-08,8.95649
2020-09-09,8.72574
2020-09-10,7.61757
2020-09-11,5.00349
2020-09-12,0.67401
2020-09-13,0.35522
2020-09-14,4.37501
2020-09-15,3.90442
2020-09-16,3.61903
2020-09-17,6.74924
2020-09-18,3.74958
2020-09-19,0.64668
2020-09-20,0.36433
2020-09-21,13.10684
2020-09-22,12.23547
2020-09-23,6.76746
2020-09-24,13.90229
2020-09-25,6.11773
2020-09-26,0.90172
2020-09-27,0.44934
2020-09-28,4.89115
2020-09-29,3.1545
2020-09-30,2.27707
2020-10-01,2.23153
2020-10-02,12.54516
2020-10-03,1.97042
2020-10-04,1.04138
2020-10-05,5.19172
2020-10-06,5.36478
2020-10-07,5.1978
2020-10-08,2.65658
2020-10-09,1.74575
2020-10-10,0.42201
2020-10-11,0.23074
2020-10-12,3.37917
2020-10-13,4.19588
2020-10-14,4.18678
2020-10-15,8.57698
2020-10-16,5.84145
2020-10-17,0.67401
2020-10-18,0.42505
2020-10-19,4.81525
2020-10-20,5.18869
2020-10-21,4.92151
2020-10-22,5.31317
2020-10-23,3.46722
2020-10-24,0.5131
2020-10-25,0.31879
2020-10-26,5.55302
2020-10-27,5.15226
2020-10-28,9.79445
2020-10-29,10.39256
2020-10-30,8.0912
2020-10-31,1.31766
2020-11-01,0.87743
2020-11-02,6.58833
2020-11-03,4.59361
2020-11-04,8.30676
2020-11-05,6.15417
2020-11-06,5.06421
2020-11-07,0.89261
2020-11-08,0.58596
2020-11-09,6.78568
2020-11-10,6.23918
2020-11-11,4.90937
2020-11-12,4.53593
2020-11-13,3.30934
2020-11-14,0.5131
2020-11-15,0.28235
2020-11-16,3.36703
2020-11-17,3.11503
2020-11-18,2.86607
2020-11-19,3.20915
2020-11-20,2.13437
2020-11-21,0.36433
2020-11-22,0.20341
2020-11-23,2.39851
2020-11-24,2.36208
2020-11-25,2.8934
2020-11-26,2.05543
2020-11-27,1.27212
2020-11-28,0.25806
2020-11-29,0.1852
2020-11-30,2.43191
2020-12-01,1.92488
2020-12-02,2.10705
2020-12-03,1.87327
2020-12-04,1.1021
2020-12-05,0.26717
2020-12-06,0.13966
2020-12-07,1.83684
2020-12-08,2.05847
2020-12-09,1.62127
2020-12-10,1.93703
2020-12-11,1.4725
2020-12-12,0.25806
2020-12-13,0.20949
2020-12-14,1.56966
2020-12-15,1.94613
2020-12-16,1.68503
2020-12-17,1.6911
2020-12-18,1.3207
2020-12-19,0.25806
2020-12-20,0.23074
2020-12-21,6.36062
2020-12-22,5.35567
2020-12-23,3.35792
2020-12-24,1.4725
2020-12-25,0.40076
2020-12-26,0.1852
2020-12-27,0.23074
2020-12-28,1.73664
2020-12-29,1.66074
2020-12-30,1.30248
2020-12-31,0.59203
2021-01-01,0.25806
2021-01-02,0.13662
2021-01-03,0.21859
2021-01-04,1.89148
2021-01-05,3.31238
2021-01-06,6.40616
2021-01-07,3.5583
2021-01-08,1.87023
2021-01-09,0.33397
2021-01-10,0.31271
2021-01-11,4.29
2021-01-12,4.06533
2021-01-13,2.59586
2021-01-14,2.56853
2021-01-15,2.51389
2021-01-16,0.56775
2021-01-17,0.39469
2021-01-18,3.19397
2021-01-19,2.84178
2021-01-20,2.42887
2021-01-21,2.24064
2021-01-22,2.21938
2021-01-23,0.36736
2021-01-24,0.24592
2021-01-25,2.40459
2021-01-26,3.90745
2021-01-27,4.18374
2021-01-28,11.00585
2021-01-29,8.24908
2021-01-30,1.9097
2021-01-31,1.20229
2021-02-01,8.36445
2021-02-02,4.74542
2021-02-03,3.60081
2021-02-04,3.953
2021-02-05,2.60497
2021-02-06,0.43112
2021-02-07,0.16394
2021-02-08,2.38637
2021-02-09,2.34386
2021-02-10,1.23265
2021-02-11,0.71651
2021-02-12,0.82278
2021-02-13,0.23681
2021-02-14,0.17609
2021-02-15,1.67592
2021-02-16,2.68391
2021-02-17,3.03913
2021-02-18,3.40346
2021-02-19,2.78106
2021-02-20,0.37951
2021-02-21,0.22467
2021-02-22,6.55797
2021-02-23,8.39481
2021-02-24,9.26617
2021-02-25,6.06916
2021-02-26,10.79333
2021-02-27,1.35106
2021-02-28,0.52524
2021-03-01,8.06387
2021-03-02,10.29237
2021-03-03,8.15496
2021-03-04,11.77702
2021-03-05,9.588
2021-03-06,1.60002
2021-03-07,0.7742
2021-03-08,14.18161
2021-03-09,13.66851
2021-03-10,11.76792
2021-03-11,7.93029
2021-03-12,10.46239
2021-03-13,1.83076
2021-03-14,1.27212
2021-03-15,8.65591
2021-03-16,7.05589
2021-03-17,7.31396
2021-03-18,9.21456
2021-03-19,8.11549
2021-03-20,1.0687
2021-03-21,0.6224
2021-03-22,7.34128
2021-03-23,6.7705
2021-03-24,7.18644
2021-03-25,6.68549
2021-03-26,3.91353
2021-03-27,0.60721
2021-03-28,0.29753
2021-03-29,5.03992
2021-03-30,4.41145
2021-03-31,4.59665
2021-04-01,4.12605
2021-04-02,2.81446
2021-04-03,0.61329
2021-04-04,0.46148
2021-04-05,3.92264
2021-04-06,3.9621
2021-04-07,3.39739
2021-04-08,2.87518
2021-04-09,2.29529
2021-04-10,0.30057
2021-04-11,0.20341
2021-04-12,2.86607
2021-04-13,2.84482
2021-04-14,2.67783
2021-04-15,2.66569
2021-04-16,2.04025
2021-04-17,0.28842
2021-04-18,0.10929
2021-04-19,2.41977
2021-04-20,2.92679
2021-04-21,4.64826
2021-04-22,3.12414
2021-04-23,2.57461
2021-04-24,0.31879
2021-04-25,0.13055
2021-04-26,2.61711
2021-04-27,2.6748
2021-04-28,3.17575
2021-04-29,3.31238
2021-04-30,2.2376
2021-05-01,0.32182
2021-05-02,0.17912
2021-05-03,2.78713
2021-05-04,2.16473
2021-05-05,3.15754
2021-05-06,3.31238
2021-05-07,2.06454
2021-05-08,0.4463
2021-05-09,0.18823
2021-05-10,2.62622
2021-05-11,6.53672
2021-05-12,7.18037
2021-05-13,12.05331
2021-05-14,4.77274
2021-05-15,0.63454
2021-05-16,0.43719
2021-05-17,5.96289
2021-05-18,3.28202
2021-05-19,5.10975
2021-05-20,6.26043
2021-05-21,3.80423
2021-05-22,0.68919
2021-05-23,0.51917
