date,이더리움시세
2020-09-30,2.20142
2020-10-01,2.44399
2020-10-02,2.57041
2020-10-03,2.89309
2020-10-04,2.91
2020-10-05,3.33999
2020-10-06,3.08273
2020-10-07,3.43481
2020-10-08,2.93131
2020-10-09,2.7255
2020-10-10,3.24958
2020-10-11,2.95042
2020-10-12,3.37968
2020-10-13,3.95522
2020-10-14,3.3716
2020-10-15,3.15844
2020-10-16,3.28634
2020-10-17,2.308
2020-10-18,2.28081
2020-10-19,2.95116
2020-10-20,3.06729
2020-10-21,3.79277
2020-10-22,6.37936
2020-10-23,4.76817
2020-10-24,3.3716
2020-10-25,3.56124
2020-10-26,3.56197
2020-10-27,3.65606
2020-10-28,4.727
2020-10-29,3.39659
2020-10-30,3.31647
2020-10-31,3.12683
2020-11-01,2.95998
2020-11-02,3.82291
2020-11-03,3.56124
2020-11-04,3.401
2020-11-05,4.94825
2020-11-06,8.35587
2020-11-07,6.63442
2020-11-08,5.20698
2020-11-09,5.80236
2020-11-10,4.83064
2020-11-11,5.52305
2020-11-12,5.3459
2020-11-13,5.98171
2020-11-14,4.84093
2020-11-15,4.05445
2020-11-16,5.02469
2020-11-17,6.70498
2020-11-18,14.34714
2020-11-19,9.08943
2020-11-20,9.39888
2020-11-21,11.81347
2020-11-22,13.18505
2020-11-23,15.4666
2020-11-24,21.4733
2020-11-25,14.93884
2020-11-26,13.68046
2020-11-27,10.39339
2020-11-28,7.41797
2020-11-29,8.35293
2020-11-30,11.1615
2020-12-01,14.43902
2020-12-02,9.68261
2020-12-03,8.69766
2020-12-04,8.15667
2020-12-05,6.07138
2020-12-06,6.28748
2020-12-07,6.87771
2020-12-08,5.96554
2020-12-09,6.70057
2020-12-10,6.09049
2020-12-11,5.33488
2020-12-12,5.43043
2020-12-13,6.32203
2020-12-14,6.24485
2020-12-15,6.37348
2020-12-16,6.99312
2020-12-17,19.26231
2020-12-18,13.23797
2020-12-19,9.34376
2020-12-20,9.56647
2020-12-21,10.96745
2020-12-22,8.88362
2020-12-23,11.02993
2020-12-24,9.67305
2020-12-25,8.33529
2020-12-26,9.02328
2020-12-27,19.00358
2020-12-28,20.54201
2020-12-29,16.95357
2020-12-30,15.39897
2020-12-31,13.65473
2021-01-01,11.61281
2021-01-02,12.51837
2021-01-03,35.23535
2021-01-04,63.43055
2021-01-05,39.62057
2021-01-06,36.76055
2021-01-07,45.50158
2021-01-08,47.53983
2021-01-09,38.11816
2021-01-10,41.47212
2021-01-11,55.48041
2021-01-12,45.65815
2021-01-13,29.04269
2021-01-14,28.87216
2021-01-15,26.72806
2021-01-16,20.89924
2021-01-17,21.29027
2021-01-18,21.17634
2021-01-19,28.54654
2021-01-20,31.09196
2021-01-21,28.25326
2021-01-22,36.09902
2021-01-23,23.71074
2021-01-24,21.20648
2021-01-25,31.23162
2021-01-26,26.03492
2021-01-27,20.72136
2021-01-28,20.67138
2021-01-29,22.58835
2021-01-30,18.3788
2021-01-31,18.42805
2021-02-01,25.1029
2021-02-02,24.40756
2021-02-03,29.35287
2021-02-04,31.87845
2021-02-05,24.71848
2021-02-06,25.60787
2021-02-07,22.9735
2021-02-08,27.34623
2021-02-09,51.68763
2021-02-10,33.44701
2021-02-11,24.68393
2021-02-12,30.71268
2021-02-13,32.86413
2021-02-14,29.30436
2021-02-15,32.12469
2021-02-16,30.63036
2021-02-17,35.31253
2021-02-18,40.10422
2021-02-19,35.64183
2021-02-20,51.57076
2021-02-21,38.27693
2021-02-22,53.83835
2021-02-23,67.30345
2021-02-24,49.08561
2021-02-25,32.75829
2021-02-26,31.40215
2021-02-27,26.81039
2021-02-28,27.29624
2021-03-01,28.37821
2021-03-02,25.56597
2021-03-03,24.45092
2021-03-04,22.52881
2021-03-05,19.48723
2021-03-06,15.69666
2021-03-07,18.4501
2021-03-08,22.04883
2021-03-09,27.58144
2021-03-10,24.95663
2021-03-11,23.03745
2021-03-12,20.74782
2021-03-13,22.0481
2021-03-14,31.39406
2021-03-15,26.63839
2021-03-16,24.44651
2021-03-17,19.76287
2021-03-18,20.87425
2021-03-19,18.66179
2021-03-20,16.99326
2021-03-21,17.37401
2021-03-22,18.71839
2021-03-23,22.47074
2021-03-24,18.33838
2021-03-25,19.98559
2021-03-26,15.93849
2021-03-27,12.54777
2021-03-28,11.78628
2021-03-29,14.81682
2021-03-30,19.1719
2021-03-31,20.51481
2021-04-01,25.25432
2021-04-02,30.95672
2021-04-03,30.75752
2021-04-04,23.51817
2021-04-05,29.45137
2021-04-06,39.49414
2021-04-07,45.52143
2021-04-08,36.47315
2021-04-09,26.52887
2021-04-10,25.00147
2021-04-11,27.21539
2021-04-12,26.99708
2021-04-13,30.10187
2021-04-14,36.7407
2021-04-15,35.59993
2021-04-16,34.58852
2021-04-17,28.17093
2021-04-18,35.63374
2021-04-19,40.84808
2021-04-20,47.60158
2021-04-21,37.29566
2021-04-22,42.6989
2021-04-23,65.901
2021-04-24,43.68825
2021-04-25,30.91335
2021-04-26,38.16741
2021-04-27,33.85716
2021-04-28,32.48412
2021-04-29,29.3661
2021-04-30,34.65541
2021-05-01,32.16879
2021-05-02,34.61131
2021-05-03,50.25873
2021-05-04,67.37107
2021-05-05,52.06324
2021-05-06,49.28995
2021-05-07,44.36375
2021-05-08,36.18502
2021-05-09,50.02499
2021-05-10,56.16473
2021-05-11,59.14971
2021-05-12,50.31974
2021-05-13,77.34035
2021-05-14,56.66308
2021-05-15,41.3898
2021-05-16,44.57617
2021-05-17,80.29224
2021-05-18,55.43043
2021-05-19,82.19157
2021-05-20,100.0
2021-05-21,68.89333
2021-05-22,83.23532
2021-05-23,81.39186
2021-05-24,97.86031
2021-05-25,75.84749
2021-05-26,57.95307
2021-05-27,48.41673
2021-05-28,46.74306
2021-05-29,47.72139
2021-05-30,48.3469
2021-05-31,47.32888
2021-06-01,42.4997
2021-06-02,35.02219
2021-06-03,34.72744
2021-06-04,31.96665
2021-06-05,26.62736
2021-06-06,28.9192
2021-06-07,30.15259
2021-06-08,48.09699
2021-06-09,43.07817
2021-06-10,33.1971
2021-06-11,26.59943
2021-06-12,29.45725
2021-06-13,27.31535
2021-06-14,34.21512
2021-06-15,29.72774
2021-06-16,24.15397
2021-06-17,22.8118
2021-06-18,21.9768
2021-06-19,24.66996
2021-06-20,24.24658
2021-06-21,37.72051
2021-06-22,54.04563
2021-06-23,41.98665
2021-06-24,29.8277
2021-06-25,24.34434
2021-06-26,26.61119
2021-06-27,23.16902
2021-06-28,24.80007
2021-06-29,29.3933
2021-06-30,24.54574
2021-07-01,23.99667
2021-07-02,19.09326
2021-07-03,16.76687
2021-07-04,18.65297
2021-07-05,21.25132
2021-07-06,18.90803
2021-07-07,19.41079
2021-07-08,18.2487
2021-07-09,18.83085
2021-07-10,13.73118
2021-07-11,12.45589
2021-07-12,15.34458
2021-07-13,15.76796
2021-07-14,18.32441
2021-07-15,16.5052
2021-07-16,17.04177
2021-07-17,14.14206
2021-07-18,14.0002
2021-07-19,15.41588
2021-07-20,24.0937
2021-07-21,20.55745
2021-07-22,20.65006
2021-07-23,16.83596
2021-07-24,15.18728
2021-07-25,15.04027
2021-07-26,24.94119
2021-07-27,20.37663
2021-07-28,19.08517
2021-07-29,16.14209
2021-07-30,16.97856
2021-07-31,16.48168
2021-08-01,20.78016
2021-08-02,21.5593
2021-08-03,18.91611
2021-08-04,17.09617
2021-08-05,20.51187
2021-08-06,21.46521
2021-08-07,28.43628
2021-08-08,28.4598
2021-08-09,26.82509
2021-08-10,25.76223
2021-08-11,26.11504
2021-08-12,26.82876
2021-08-13,24.58691
2021-08-14,26.02537
2021-08-15,22.78387
2021-08-16,23.71442
2021-08-17,23.93713
2021-08-18,19.93708
2021-08-19,18.25973
2021-08-20,21.75335
2021-08-21,19.86063
2021-08-22,16.52946
2021-08-23,21.96283
2021-08-24,19.64821
2021-08-25,17.67096
2021-08-26,16.40523
2021-08-27,15.11084
2021-08-28,14.30965
2021-08-29,12.40003
2021-08-30,13.44451
2021-08-31,17.89588
2021-09-01,22.36269
2021-09-02,27.99747
2021-09-03,24.59867
2021-09-04,21.22559
2021-09-05,17.29683
2021-09-06,23.56153
2021-09-07,23.99373
2021-09-08,32.53631
2021-09-09,22.57438
2021-09-10,17.81356
2021-09-11,15.83264
2021-09-12,14.69334
2021-09-13,16.67205
2021-09-14,16.08402
2021-09-15,15.70989
2021-09-16,16.80509
2021-09-17,15.46292
2021-09-18,13.61431
2021-09-19,11.06153
2021-09-20,14.18249
2021-09-21,19.90767
2021-09-22,21.42993
2021-09-23,20.05101
2021-09-24,20.07453
2021-09-25,21.30351
2021-09-26,16.82053
2021-09-27,18.67061
2021-09-28,16.33247
2021-09-29,17.29904
2021-09-30,15.81353
2021-10-01,18.0745
2021-10-02,19.30936
2021-10-03,17.23582
2021-10-04,16.6625
2021-10-05,22.27228
2021-10-06,23.91435
2021-10-07,24.57367
2021-10-08,20.75958
2021-10-09,16.61545
2021-10-10,16.3773
2021-10-11,20.36634
2021-10-12,22.53836
2021-10-13,17.89588
2021-10-14,19.64306
2021-10-15,24.93972
2021-10-16,24.50017
2021-10-17,18.00099
2021-10-18,21.77319
2021-10-19,18.78381
2021-10-20,23.416
2021-10-21,34.68702
2021-10-22,24.2804
2021-10-23,17.74006
2021-10-24,16.55886
2021-10-25,19.12339
2021-10-26,18.93375
2021-10-27,19.75773
2021-10-28,18.95066
2021-10-29,20.42808
2021-10-30,20.46189
2021-10-31,16.04139
2021-11-01,18.0745
2021-11-02,18.04583
2021-11-03,21.97092
2021-11-04,21.23294
2021-11-05,18.61695
2021-11-06,14.2876
2021-11-07,16.83302
2021-11-08,27.56894
2021-11-09,30.87513
2021-11-10,22.96542
2021-11-11,20.74782
2021-11-12,18.60593
2021-11-13,15.07482
2021-11-14,14.48973
2021-11-15,18.38027
2021-11-16,20.89997
2021-11-17,21.19766
2021-11-18,17.58129
2021-11-19,19.70628
2021-11-20,15.50188
2021-11-21,13.98844
2021-11-22,15.79663
2021-11-23,15.95098
2021-11-24,16.35452
2021-11-25,16.51108
2021-11-26,18.34646
2021-11-27,16.4045
2021-11-28,14.46842
2021-11-29,17.58129
2021-11-30,18.94404
2021-12-01,21.89815
2021-12-02,19.03225
2021-12-03,15.33723
2021-12-04,30.95819
2021-12-05,29.61381
2021-12-06,30.54877
2021-12-07,26.5568
2021-12-08,20.96539
2021-12-09,19.97089
2021-12-10,20.67064
2021-12-11,18.0054
2021-12-12,16.43758
2021-12-13,19.10428
2021-12-14,26.76849
2021-12-15,21.51299
2021-12-16,20.63903
2021-12-17,17.18952
2021-12-18,15.90615
2021-12-19,14.62866
2021-12-20,18.12081
2021-12-21,18.49126
2021-12-22,16.5912
2021-12-23,14.70363
2021-12-24,16.15238
2021-12-25,12.35813
2021-12-26,11.4092
2021-12-27,12.78298
2021-12-28,13.59667
2021-12-29,16.73968
2021-12-30,16.88448
2021-12-31,14.2751
2022-01-01,12.88662
2022-01-02,11.30777
2022-01-03,14.24129
2022-01-04,13.8848
2022-01-05,12.95204
2022-01-06,21.35643
2022-01-07,22.95513
2022-01-08,18.95874
2022-01-09,18.94845
2022-01-10,22.06868
2022-01-11,22.91323
2022-01-12,19.68643
2022-01-13,17.61657
2022-01-14,15.80398
2022-01-15,12.62275
2022-01-16,13.37175
2022-01-17,13.8826
2022-01-18,15.41367
2022-01-19,16.93225
2022-01-20,14.60366
2022-01-21,22.17011
2022-01-22,39.13765
2022-01-23,35.6139
2022-01-24,38.01305
2022-01-25,34.2776
2022-01-26,26.59502
2022-01-27,25.78869
2022-01-28,19.82388
2022-01-29,17.2836
2022-01-30,16.16194
2022-01-31,15.11451
2022-02-01,17.68934
2022-02-02,17.61878
2022-02-03,18.66179
2022-02-04,17.4409
2022-02-05,23.0426
2022-02-06,19.00726
2022-02-07,20.91026
2022-02-08,23.88127
2022-02-09,19.48429
2022-02-10,19.26305
2022-02-11,16.97268
2022-02-12,14.75508
2022-02-13,14.62572
2022-02-14,16.20898
2022-02-15,17.08367
2022-02-16,17.01017
2022-02-17,14.47503
2022-02-18,15.75399
2022-02-19,15.67681
2022-02-20,17.83488
2022-02-21,19.57176
2022-02-22,23.28663
2022-02-23,17.46589
2022-02-24,28.54507
2022-02-25,22.4825
2022-02-26,17.12851
2022-02-27,15.74297
2022-02-28,16.96386
2022-03-01,23.60563
2022-03-02,20.66476
2022-03-03,16.49491
2022-03-04,14.59337
2022-03-05,13.95316
2022-03-06,12.88515
2022-03-07,14.99323
2022-03-08,14.39418
2022-03-09,11.665
2022-03-10,12.32432
2022-03-11,9.62968
2022-03-12,7.79724
2022-03-13,6.87624
2022-03-14,8.81306
2022-03-15,9.48929
2022-03-16,10.69034
2022-03-17,11.95092
2022-03-18,10.47718
2022-03-19,11.89947
2022-03-20,10.64771
2022-03-21,11.17987
2022-03-22,13.74073
2022-03-23,12.84179
2022-03-24,12.9072
2022-03-25,14.13545
2022-03-26,11.7091
2022-03-27,11.26514
2022-03-28,18.50155
2022-03-29,18.53022
2022-03-30,15.80398
2022-03-31,14.62351
2022-04-01,13.41585
2022-04-02,13.62386
2022-04-03,11.62824
2022-04-04,15.68784
2022-04-05,14.51914
2022-04-06,12.96527
2022-04-07,13.92376
2022-04-08,11.95901
2022-04-09,9.17617
2022-04-10,8.35954
2022-04-11,11.22324
2022-04-12,13.38498
2022-04-13,10.85719
2022-04-14,10.86675
2022-04-15,10.19052
2022-04-16,7.95234
2022-04-17,7.53263
2022-04-18,10.43087
2022-04-19,10.46027
2022-04-20,10.54407
2022-04-21,10.22874
2022-04-22,9.39374
2022-04-23,8.09199
2022-04-24,7.60981
2022-04-25,10.65359
2022-04-26,10.56024
2022-04-27,10.82485
2022-04-28,9.62601
2022-04-29,9.14383
2022-04-30,7.53925
2022-05-01,8.35513
2022-05-02,9.50179
2022-05-03,8.81012
2022-05-04,8.77043
2022-05-05,10.11407
2022-05-06,12.63083
2022-05-07,9.10487
2022-05-08,10.38677
2022-05-09,15.4247
2022-05-10,20.50452
2022-05-11,16.98959
2022-05-12,34.33641
2022-05-13,30.06659
2022-05-14,19.32626
2022-05-15,15.29313
2022-05-16,16.89624
2022-05-17,15.96642
2022-05-18,15.2086
2022-05-19,17.83267
2022-05-20,13.30339
2022-05-21,10.7021
2022-05-22,9.74582
2022-05-23,11.47609
2022-05-24,14.45004
2022-05-25,12.38606
2022-05-26,12.74109
2022-05-27,14.52943
2022-05-28,11.83846
2022-05-29,9.92737
2022-05-30,12.0406
2022-05-31,12.47868
2022-06-01,10.63595
2022-06-02,11.36216
2022-06-03,9.73038
2022-06-04,8.64547
2022-06-05,7.70463
2022-06-06,9.81418
2022-06-07,11.03287
2022-06-08,10.39339
2022-06-09,8.6984
2022-06-10,8.84834
2022-06-11,10.27799
2022-06-12,19.11163
2022-06-13,39.0715
2022-06-14,45.11054
2022-06-15,34.55986
2022-06-16,26.83611
2022-06-17,25.40647
2022-06-18,22.98012
2022-06-19,36.75173
2022-06-20,27.46236
2022-06-21,19.06679
2022-06-22,17.44751
2022-06-23,15.80545
2022-06-24,14.38536
2022-06-25,12.56909
2022-06-26,11.18869
2022-06-27,12.88736
2022-06-28,12.23759
2022-06-29,13.40188
2022-06-30,14.99617
2022-07-01,16.46183
2022-07-02,11.10196
2022-07-03,10.59626
2022-07-04,12.96086
2022-07-05,13.28575
2022-07-06,11.72894
2022-07-07,10.84837
2022-07-08,12.45148
2022-07-09,9.52825
2022-07-10,8.43305
2022-07-11,10.36251
2022-07-12,11.14459
2022-07-13,11.54224
2022-07-14,10.41029
2022-07-15,11.17179
2022-07-16,10.61096
2022-07-17,12.81165
2022-07-18,17.0109
2022-07-19,19.34096
2022-07-20,19.58132
2022-07-21,17.68713
2022-07-22,15.4122
2022-07-23,11.48859
2022-07-24,11.26073
2022-07-25,14.30009
2022-07-26,13.60255
2022-07-27,12.79254
2022-07-28,16.23471
2022-07-29,17.70331
2022-07-30,13.49082
2022-07-31,12.00532
2022-08-01,12.99908
2022-08-02,11.94284
2022-08-03,12.09499
2022-08-04,11.35408
2022-08-05,10.40147
2022-08-06,9.66203
2022-08-07,8.64621
2022-08-08,12.59408
2022-08-09,12.156
2022-08-10,11.29601
2022-08-11,16.59414
2022-08-12,14.64042
2022-08-13,13.94507
2022-08-14,13.05568
2022-08-15,13.12257
2022-08-16,13.23797
2022-08-17,12.4603
2022-08-18,11.11225
2022-08-19,12.55953
2022-08-20,12.69257
2022-08-21,10.84543
2022-08-22,12.31183
2022-08-23,11.6797
2022-08-24,10.73077
2022-08-25,10.76678
2022-08-26,9.96266
2022-08-27,11.63192
2022-08-28,9.8649
2022-08-29,12.78004
2022-08-30,12.32726
2022-08-31,10.80721
2022-09-01,10.1567
2022-09-02,9.78992
2022-09-03,8.02951
2022-09-04,7.30697
2022-09-05,9.24232
2022-09-06,11.06594
2022-09-07,11.5496
2022-09-08,10.35516
2022-09-09,9.17249
2022-09-10,9.94354
2022-09-11,9.59955
2022-09-12,10.89468
2022-09-13,12.59849
2022-09-14,13.38057
2022-09-15,13.27399
2022-09-16,12.68228
2022-09-17,10.47865
2022-09-18,9.48856
2022-09-19,15.56729
2022-09-20,12.59114
2022-09-21,12.30007
2022-09-22,14.25305
2022-09-23,13.39306
2022-09-24,9.99353
2022-09-25,8.72265
2022-09-26,12.44413
2022-09-27,12.96454
2022-09-28,12.66244
2022-09-29,11.15047
2022-09-30,9.99279
2022-10-01,7.9391
2022-10-02,7.09381
2022-10-03,8.0376
2022-10-04,10.07879
2022-10-05,9.22027
2022-10-06,8.61387
2022-10-07,7.7208
2022-10-08,7.21877
2022-10-09,6.22721
2022-10-10,7.32609
2022-10-11,8.86819
2022-10-12,7.71198
2022-10-13,8.90568
2022-10-14,9.49223
2022-10-15,7.49735
2022-10-16,6.33526
2022-10-17,7.8384
2022-10-18,8.07362
2022-10-19,6.90197
2022-10-20,6.4389
2022-10-21,6.00155
2022-10-22,5.48997
2022-10-23,4.87769
2022-10-24,6.94534
2022-10-25,6.62339
2022-10-26,11.1909
2022-10-27,10.43381
2022-10-28,7.95601
2022-10-29,8.45142
2022-10-30,7.28639
2022-10-31,8.18755
2022-11-01,7.81415
2022-11-02,7.49073
2022-11-03,7.9516
2022-11-04,7.5488
2022-11-05,7.8803
2022-11-06,6.63368
2022-11-07,7.37607
2022-11-08,8.9586
2022-11-09,16.68602
2022-11-10,24.37154
2022-11-11,16.72938
2022-11-12,17.03001
2022-11-13,14.18102
2022-11-14,22.34725
2022-11-15,16.18399
2022-11-16,12.34123
2022-11-17,11.01743
2022-11-18,10.00235
2022-11-19,7.71933
2022-11-20,7.83988
2022-11-21,12.04574
2022-11-22,12.46618
2022-11-23,10.32723
2022-11-24,9.65394
2022-11-25,9.60984
2022-11-26,7.61495
2022-11-27,6.48741
2022-11-28,8.45583
2022-11-29,8.82335
2022-11-30,8.50141
2022-12-01,9.12619
2022-12-02,7.318
2022-12-03,5.27387
2022-12-04,5.61419
2022-12-05,7.62524
2022-12-06,6.91079
2022-12-07,7.05706
2022-12-08,7.95307
2022-12-09,6.99312
2022-12-10,5.1298
2022-12-11,4.89165
2022-12-12,6.67337
2022-12-13,7.35622
2022-12-14,7.66347
2022-12-15,7.19084
2022-12-16,6.96004
2022-12-17,7.54366
2022-12-18,6.50505
2022-12-19,7.67376
2022-12-20,8.71824
2022-12-21,7.32682
2022-12-22,7.04898
2022-12-23,6.97768
2022-12-24,5.38412
2022-12-25,5.31503
2022-12-26,6.65573
2022-12-27,6.73291
2022-12-28,7.57747
2022-12-29,7.7796
2022-12-30,6.75864
2022-12-31,5.47821
2023-01-01,5.29666
2023-01-02,6.80936
2023-01-03,6.88948
2023-01-04,7.29227
2023-01-05,7.00047
2023-01-06,6.24485
2023-01-07,5.63551
2023-01-08,5.05997
2023-01-09,7.662
2023-01-10,7.79063
2023-01-11,7.57673
2023-01-12,9.13207
2023-01-13,9.98177
2023-01-14,15.03513
2023-01-15,11.44155
2023-01-16,12.75285
2023-01-17,12.10675
2023-01-18,11.25338
2023-01-19,9.6657
2023-01-20,9.05783
2023-01-21,12.11851
2023-01-22,10.06483
2023-01-23,10.01484
2023-01-24,11.07256
2023-01-25,11.19531
2023-01-26,11.66059
2023-01-27,9.73847
2023-01-28,8.94831
2023-01-29,8.97991
2023-01-30,11.00567
2023-01-31,9.20998
2023-02-01,8.91817
2023-02-02,11.89286
2023-02-03,10.42205
2023-02-04,8.325
2023-02-05,8.11772
2023-02-06,8.94537
2023-02-07,8.6293
2023-02-08,9.46724
2023-02-09,8.56682
2023-02-10,8.53522
2023-02-11,6.56091
2023-02-12,6.04566
2023-02-13,7.55395
2023-02-14,7.48559
2023-02-15,8.35293
2023-02-16,13.53492
2023-02-17,10.95275
2023-02-18,9.71421
2023-02-19,8.32941
2023-02-20,9.76199
2023-02-21,10.4566
2023-02-22,9.19381
2023-02-23,8.83879
2023-02-24,7.41135
2023-02-25,6.50505
2023-02-26,6.09049
2023-02-27,7.72227
2023-02-28,6.97547
2023-03-01,6.66676
2023-03-02,7.11954
2023-03-03,7.84208
2023-03-04,6.58958
2023-03-05,5.92658
2023-03-06,6.73806
2023-03-07,6.45874
2023-03-08,6.99017
2023-03-09,6.83214
2023-03-10,9.63336
2023-03-11,8.04568
2023-03-12,7.15262
2023-03-13,11.15562
2023-03-14,14.69407
2023-03-15,12.37724
2023-03-16,9.99059
2023-03-17,12.66391
2023-03-18,14.10237
2023-03-19,11.03213
2023-03-20,14.3758
2023-03-21,12.65509
2023-03-22,13.58491
2023-03-23,12.04501
2023-03-24,12.03619
2023-03-25,8.55286
2023-03-26,8.62636
2023-03-27,10.04351
2023-03-28,10.69695
2023-03-29,12.76608
2023-03-30,12.31844
2023-03-31,10.33679
2023-04-01,10.29122
2023-04-02,8.8285
2023-04-03,10.19199
2023-04-04,10.7462
2023-04-05,12.97483
2023-04-06,10.4735
2023-04-07,8.13977
2023-04-08,6.39847
2023-04-09,6.10299
2023-04-10,7.6076
2023-04-11,11.82303
2023-04-12,10.87851
2023-04-13,11.62751
2023-04-14,13.59299
2023-04-15,7.48412
2023-04-16,5.90379
2023-04-17,7.46868
2023-04-18,6.99017
2023-04-19,6.48374
2023-04-20,5.99567
2023-04-21,5.31136
2023-04-22,4.51531
2023-04-23,4.14559
2023-04-24,5.29298
2023-04-25,4.83799
2023-04-26,5.65682
2023-04-27,5.65094
2023-04-28,5.18566
2023-04-29,4.34699
2023-04-30,3.7619
2023-05-01,4.31391
2023-05-02,4.46533
2023-05-03,4.49326
2023-05-04,4.55059
2023-05-05,4.0324
2023-05-06,5.01808
2023-05-07,3.86628
2023-05-08,4.67261
2023-05-09,4.74832
2023-05-10,4.44181
2023-05-11,4.31171
2023-05-12,4.39624
2023-05-13,3.69428
2023-05-14,3.25914
2023-05-15,4.19263
2023-05-16,4.02872
2023-05-17,3.93537
2023-05-18,3.87583
2023-05-19,3.66414
2023-05-20,3.04451
2023-05-21,2.93058
2023-05-22,3.65091
2023-05-23,3.81777
2023-05-24,3.59358
2023-05-25,3.54213
2023-05-26,3.32676
2023-05-27,2.90779
2023-05-28,2.91661
2023-05-29,4.14118
