date,서울전시회
2021-06-05,15.22078
2021-06-06,15.87534
2021-06-07,14.9277
2021-06-08,14.87885
2021-06-09,14.12661
2021-06-10,15.08401
2021-06-11,18.07346
2021-06-12,18.48378
2021-06-13,17.7413
2021-06-14,18.78663
2021-06-15,18.54239
2021-06-16,18.78663
2021-06-17,19.18718
2021-06-18,21.87377
2021-06-19,21.95193
2021-06-20,22.95818
2021-06-21,23.86674
2021-06-22,22.6651
2021-06-23,23.61273
2021-06-24,24.6483
2021-06-25,26.46541
2021-06-26,25.68386
2021-06-27,27.96991
2021-06-28,25.08792
2021-06-29,25.51778
2021-06-30,21.34622
2021-07-01,20.53536
2021-07-02,21.34622
2021-07-03,21.34622
2021-07-04,19.7245
2021-07-05,21.26807
2021-07-06,19.44118
2021-07-07,13.89214
2021-07-08,13.32551
2021-07-09,10.98085
2021-07-10,11.14693
2021-07-11,11.00039
2021-07-12,9.69128
2021-07-13,9.82805
2021-07-14,9.67174
2021-07-15,9.68151
2021-07-16,10.92223
2021-07-17,12.9445
2021-07-18,13.63813
2021-07-19,11.93825
2021-07-20,13.70652
2021-07-21,13.08128
2021-07-22,13.14966
2021-07-23,15.12309
2021-07-24,14.6737
2021-07-25,16.18796
2021-07-26,16.97928
2021-07-27,21.21922
2021-07-28,23.07542
2021-07-29,23.25127
2021-07-30,27.37397
2021-07-31,28.21414
2021-08-01,26.80734
2021-08-02,26.83665
2021-08-03,25.80109
2021-08-04,25.05861
2021-08-05,27.3642
2021-08-06,26.68034
2021-08-07,29.03477
2021-08-08,26.87573
2021-08-09,26.01602
2021-08-10,24.74599
2021-08-11,21.66862
2021-08-12,24.4236
2021-08-13,25.01953
2021-08-14,27.02227
2021-08-15,30.90074
2021-08-16,28.45838
2021-08-17,22.90933
2021-08-18,23.25127
2021-08-19,24.4236
2021-08-20,27.97967
2021-08-21,27.92106
2021-08-22,29.96287
2021-08-23,26.8855
2021-08-24,25.76201
2021-08-25,28.55607
2021-08-26,25.45916
2021-08-27,29.17155
2021-08-28,31.51621
2021-08-29,29.87495
2021-08-30,30.36342
2021-08-31,25.61547
2021-09-01,26.23094
2021-09-02,27.96991
2021-09-03,31.3599
2021-09-04,35.63892
2021-09-05,30.54904
2021-09-06,27.18835
2021-09-07,23.29034
2021-09-08,24.46268
2021-09-09,27.11019
2021-09-10,29.2497
2021-09-11,33.17702
2021-09-12,31.57483
2021-09-13,30.73466
2021-09-14,27.98944
2021-09-15,29.46463
2021-09-16,28.38022
2021-09-17,31.73114
2021-09-18,35.4533
2021-09-19,35.1016
2021-09-20,30.93005
2021-09-21,32.50293
2021-09-22,36.12739
2021-09-23,44.94919
2021-09-24,44.93942
2021-09-25,39.10707
2021-09-26,37.88589
2021-09-27,35.57053
2021-09-28,35.09183
2021-09-29,35.36537
2021-09-30,40.47479
2021-10-01,45.57444
2021-10-02,50.33216
2021-10-03,53.22391
2021-10-04,46.5123
2021-10-05,40.25009
2021-10-06,40.97303
2021-10-07,42.25283
2021-10-08,50.20515
2021-10-09,58.39194
2021-10-10,58.5971
2021-10-11,46.35599
2021-10-12,38.53067
2021-10-13,35.805
2021-10-14,38.68698
2021-10-15,44.20672
2021-10-16,47.14732
2021-10-17,45.79914
2021-10-18,43.00508
2021-10-19,41.50058
2021-10-20,44.04064
2021-10-21,45.09574
2021-10-22,53.0676
2021-10-23,53.63423
2021-10-24,48.20242
2021-10-25,46.67838
2021-10-26,45.25205
2021-10-27,46.864
2021-10-28,45.83821
2021-10-29,47.22547
2021-10-30,47.57717
2021-10-31,49.2966
2021-11-01,50.6057
2021-11-02,51.42633
2021-11-03,49.56037
2021-11-04,50.10746
2021-11-05,50.4787
2021-11-06,50.64478
2021-11-07,49.58968
2021-11-08,48.4955
2021-11-09,47.93864
2021-11-10,50.79132
2021-11-11,53.04806
2021-11-12,55.37319
2021-11-13,57.72762
2021-11-14,57.1903
2021-11-15,55.56858
2021-11-16,56.36967
2021-11-17,53.35091
2021-11-18,50.72293
2021-11-19,56.16451
2021-11-20,58.62641
2021-11-21,53.93708
2021-11-22,55.36342
2021-11-23,52.57913
2021-11-24,48.22196
2021-11-25,50.19538
2021-11-26,52.78429
2021-11-27,62.39742
2021-11-28,61.55724
2021-11-29,57.9914
2021-11-30,51.81711
2021-12-01,50.26377
2021-12-02,48.31965
2021-12-03,51.74872
2021-12-04,54.26924
2021-12-05,52.83313
2021-12-06,48.75928
2021-12-07,48.6225
2021-12-08,43.45447
2021-12-09,43.77686
2021-12-10,44.6268
2021-12-11,48.4955
2021-12-12,48.80812
2021-12-13,43.84525
2021-12-14,41.93044
2021-12-15,39.66393
2021-12-16,40.68972
2021-12-17,39.53692
2021-12-18,41.12934
2021-12-19,49.03282
2021-12-20,49.27706
2021-12-21,48.68112
2021-12-22,47.20593
2021-12-23,48.9449
2021-12-24,47.72372
2021-12-25,50.24423
2021-12-26,55.00195
2021-12-27,56.75068
2021-12-28,57.03399
2021-12-29,56.73114
2021-12-30,58.43102
2021-12-31,47.77256
2022-01-01,62.36811
2022-01-02,64.38061
2022-01-03,62.16295
2022-01-04,60.5803
2022-01-05,62.92497
2022-01-06,67.67291
2022-01-07,69.71473
2022-01-08,72.11801
2022-01-09,74.09144
2022-01-10,68.80617
2022-01-11,63.75537
2022-01-12,66.84251
2022-01-13,69.57796
2022-01-14,73.96443
2022-01-15,76.4361
2022-01-16,74.50175
2022-01-17,68.07346
2022-01-18,64.40015
2022-01-19,58.63618
2022-01-20,63.94099
2022-01-21,69.08948
2022-01-22,77.57913
2022-01-23,74.46268
2022-01-24,64.75185
2022-01-25,61.78194
2022-01-26,59.35912
2022-01-27,58.39194
2022-01-28,57.00468
2022-01-29,64.16568
2022-01-30,66.24658
2022-01-31,56.28175
2022-02-01,59.76944
2022-02-02,67.92692
2022-02-03,66.29542
2022-02-04,68.67917
2022-02-05,68.86479
2022-02-06,63.54044
2022-02-07,54.45486
2022-02-08,48.47596
2022-02-09,49.9023
2022-02-10,49.15982
2022-02-11,56.97538
2022-02-12,63.03243
2022-02-13,62.02618
2022-02-14,55.6565
2022-02-15,54.31809
2022-02-16,51.6608
2022-02-17,53.50722
2022-02-18,56.57483
2022-02-19,61.09808
2022-02-20,58.76318
2022-02-21,57.69831
2022-02-22,55.23642
2022-02-23,52.93083
2022-02-24,52.54005
2022-02-25,58.47987
2022-02-26,65.2794
2022-02-27,71.95193
2022-02-28,74.49198
2022-03-01,64.86908
2022-03-02,49.56037
2022-03-03,49.68737
2022-03-04,60.56076
2022-03-05,66.35404
2022-03-06,63.30597
2022-03-07,55.73466
2022-03-08,59.72059
2022-03-09,51.51426
2022-03-10,50.85971
2022-03-11,62.20203
2022-03-12,66.79366
2022-03-13,55.00195
2022-03-14,49.98046
2022-03-15,51.8855
2022-03-16,54.51348
2022-03-17,57.80578
2022-03-18,64.39038
2022-03-19,71.42438
2022-03-20,64.85932
2022-03-21,57.8937
2022-03-22,56.86791
2022-03-23,57.08284
2022-03-24,59.60336
2022-03-25,65.0254
2022-03-26,72.0887
2022-03-27,68.28839
2022-03-28,60.88315
2022-03-29,58.53849
2022-03-30,58.80226
2022-03-31,61.01016
2022-04-01,68.93317
2022-04-02,71.864
2022-04-03,63.37436
2022-04-04,60.69753
2022-04-05,57.49316
2022-04-06,57.26846
2022-04-07,53.17506
2022-04-08,55.26572
2022-04-09,55.69558
2022-04-10,54.73817
2022-04-11,55.03126
2022-04-12,53.18483
2022-04-13,54.71864
2022-04-14,57.64947
2022-04-15,63.28644
2022-04-16,71.92262
2022-04-17,64.18522
2022-04-18,62.05549
2022-04-19,59.21258
2022-04-20,60.18952
2022-04-21,59.06604
2022-04-22,66.95974
2022-04-23,71.07268
2022-04-24,67.34075
2022-04-25,64.74208
2022-04-26,63.06174
2022-04-27,67.31144
2022-04-28,71.95193
2022-04-29,73.76905
2022-04-30,82.8644
2022-05-01,76.67057
2022-05-02,71.94216
2022-05-03,69.94919
2022-05-04,74.00351
2022-05-05,75.55685
2022-05-06,70.71121
2022-05-07,58.22586
2022-05-08,51.04533
2022-05-09,57.90347
2022-05-10,55.24618
2022-05-11,54.17155
2022-05-12,55.46111
2022-05-13,60.26768
2022-05-14,60.932
2022-05-15,56.40875
2022-05-16,59.10511
2022-05-17,56.20359
2022-05-18,52.11996
2022-05-19,54.25947
2022-05-20,59.57405
2022-05-21,57.36615
2022-05-22,57.10238
2022-05-23,58.27471
2022-05-24,57.01445
2022-05-25,57.49316
2022-05-26,58.14771
2022-05-27,59.24189
2022-05-28,64.73231
2022-05-29,67.81946
2022-05-30,72.07893
2022-05-31,71.50254
2022-06-01,68.91363
2022-06-02,63.32551
2022-06-03,72.00078
2022-06-04,78.00898
2022-06-05,82.0633
2022-06-06,64.07776
2022-06-07,52.26651
2022-06-08,54.26924
2022-06-09,52.21766
2022-06-10,56.32082
2022-06-11,60.62915
2022-06-12,57.58108
2022-06-13,56.59437
2022-06-14,52.68659
2022-06-15,52.50097
2022-06-16,57.00468
2022-06-17,62.23134
2022-06-18,62.48534
2022-06-19,62.71981
2022-06-20,66.89136
2022-06-21,65.80695
2022-06-22,64.17545
2022-06-23,62.19226
2022-06-24,66.70574
2022-06-25,71.31692
2022-06-26,68.43493
2022-06-27,72.40132
2022-06-28,65.42594
2022-06-29,64.03868
2022-06-30,61.59632
2022-07-01,75.94763
2022-07-02,79.49394
2022-07-03,74.93161
2022-07-04,68.48378
2022-07-05,65.01563
2022-07-06,64.50762
2022-07-07,65.97303
2022-07-08,68.34701
2022-07-09,72.58694
2022-07-10,77.63774
2022-07-11,70.17389
2022-07-12,68.43493
2022-07-13,65.26963
2022-07-14,65.35756
2022-07-15,68.32747
2022-07-16,70.00781
2022-07-17,73.79835
2022-07-18,75.43962
2022-07-19,72.50879
2022-07-20,73.57366
2022-07-21,72.92887
2022-07-22,75.18561
2022-07-23,80.66627
2022-07-24,85.3556
2022-07-25,89.14615
2022-07-26,87.47557
2022-07-27,89.55646
2022-07-28,88.6479
2022-07-29,84.62289
2022-07-30,92.87807
2022-07-31,93.20046
2022-08-01,100.0
2022-08-02,87.78819
2022-08-03,80.66627
2022-08-04,82.03399
2022-08-05,85.5803
2022-08-06,82.8937
2022-08-07,81.73114
2022-08-08,73.74951
2022-08-09,49.20867
2022-08-10,59.76944
2022-08-11,65.78741
2022-08-12,72.74325
2022-08-13,71.71746
2022-08-14,80.14849
2022-08-15,66.77413
2022-08-16,65.36733
2022-08-17,66.39312
2022-08-18,62.01641
2022-08-19,62.55373
2022-08-20,68.9234
2022-08-21,65.09378
2022-08-22,63.65767
2022-08-23,60.43376
2022-08-24,56.78976
2022-08-25,54.07385
2022-08-26,58.04025
2022-08-27,56.87768
2022-08-28,55.08987
2022-08-29,55.67604
2022-08-30,53.70261
2022-08-31,49.95115
2022-09-01,52.10042
2022-09-02,70.58421
2022-09-03,77.67682
2022-09-04,61.8894
2022-09-05,51.81711
2022-09-06,48.30011
2022-09-07,45.12504
2022-09-08,46.04337
2022-09-09,42.3896
2022-09-10,42.20398
2022-09-11,53.74169
2022-09-12,53.65377
2022-09-13,52.79406
2022-09-14,49.50175
2022-09-15,47.48925
2022-09-16,52.62797
2022-09-17,54.28878
2022-09-18,52.89175
2022-09-19,53.80031
2022-09-20,49.58968
2022-09-21,48.11449
2022-09-22,50.35169
2022-09-23,51.45564
2022-09-24,53.68307
2022-09-25,50.87924
2022-09-26,53.23368
2022-09-27,48.73974
2022-09-28,51.61195
2022-09-29,52.54982
2022-09-30,53.24345
2022-10-01,58.41148
2022-10-02,64.03868
2022-10-03,52.76475
2022-10-04,47.10824
2022-10-05,45.54513
2022-10-06,48.68112
2022-10-07,50.82063
2022-10-08,55.50019
2022-10-09,67.56545
2022-10-10,49.7753
2022-10-11,41.09026
2022-10-12,40.16217
2022-10-13,42.3896
2022-10-14,44.93942
2022-10-15,43.03438
2022-10-16,41.64712
2022-10-17,44.67565
2022-10-18,43.02461
2022-10-19,42.12583
2022-10-20,42.79992
2022-10-21,45.47674
2022-10-22,46.22899
2022-10-23,44.0211
2022-10-24,44.77334
2022-10-25,41.58851
2022-10-26,46.57092
2022-10-27,44.08948
2022-10-28,43.88432
2022-10-29,43.3177
2022-10-30,38.80422
2022-10-31,40.48456
2022-11-01,40.7288
2022-11-02,41.79366
2022-11-03,43.21023
2022-11-04,48.30988
2022-11-05,46.67838
2022-11-06,42.2626
2022-11-07,43.18093
2022-11-08,40.14263
2022-11-09,40.53341
2022-11-10,42.40914
2022-11-11,45.01758
2022-11-12,49.35521
2022-11-13,47.39155
2022-11-14,44.26533
2022-11-15,43.88432
2022-11-16,43.16139
2022-11-17,44.89058
2022-11-18,47.69441
2022-11-19,48.00703
2022-11-20,44.68542
2022-11-21,45.57444
2022-11-22,41.98905
2022-11-23,43.26885
2022-11-24,38.46228
2022-11-25,48.44665
2022-11-26,49.45291
2022-11-27,47.38178
2022-11-28,41.29542
2022-11-29,42.68268
2022-11-30,41.39312
2022-12-01,40.60179
2022-12-02,43.21023
2022-12-03,43.80617
2022-12-04,47.7921
2022-12-05,44.13833
2022-12-06,41.00234
2022-12-07,44.3728
2022-12-08,45.6819
2022-12-09,49.01328
2022-12-10,50.22469
2022-12-11,49.95115
2022-12-12,48.54435
2022-12-13,41.40289
2022-12-14,41.41266
2022-12-15,38.78468
2022-12-16,43.15162
2022-12-17,46.35599
2022-12-18,45.14458
2022-12-19,44.03087
2022-12-20,42.68268
2022-12-21,44.82219
2022-12-22,48.07542
2022-12-23,49.89253
2022-12-24,51.28956
2022-12-25,51.21141
2022-12-26,59.08558
2022-12-27,58.5971
2022-12-28,55.45134
2022-12-29,57.04376
2022-12-30,53.9957
2022-12-31,43.89409
2023-01-01,54.86518
2023-01-02,61.69402
2023-01-03,57.88393
2023-01-04,59.06604
2023-01-05,59.28096
2023-01-06,64.79093
2023-01-07,65.69949
2023-01-08,64.69323
2023-01-09,65.7288
2023-01-10,58.04025
2023-01-11,57.161
2023-01-12,60.38491
2023-01-13,61.51817
2023-01-14,64.12661
2023-01-15,60.53145
2023-01-16,56.12543
2023-01-17,50.69363
2023-01-18,50.19538
2023-01-19,49.87299
2023-01-20,50.13677
2023-01-21,47.33294
2023-01-22,54.4744
2023-01-23,60.48261
2023-01-24,59.71082
2023-01-25,63.15943
2023-01-26,60.74638
2023-01-27,68.65963
2023-01-28,66.65689
2023-01-29,64.50762
2023-01-30,64.90816
2023-01-31,59.56428
2023-02-01,60.08206
2023-02-02,62.84681
2023-02-03,69.86127
2023-02-04,72.09847
2023-02-05,69.06017
2023-02-06,71.91285
2023-02-07,68.36654
2023-02-08,65.82649
2023-02-09,61.97733
2023-02-10,66.93044
2023-02-11,72.2157
2023-02-12,72.4404
2023-02-13,66.78389
2023-02-14,62.1141
2023-02-15,62.85658
2023-02-16,62.05549
2023-02-17,68.41539
2023-02-18,66.5592
2023-02-19,71.55138
2023-02-20,68.10277
2023-02-21,63.14966
2023-02-22,62.54396
2023-02-23,62.53419
2023-02-24,67.39937
2023-02-25,68.15162
2023-02-26,62.9152
2023-02-27,66.23681
2023-02-28,64.23407
2023-03-01,58.9488
2023-03-02,49.58968
2023-03-03,57.05353
2023-03-04,60.40445
2023-03-05,50.9574
2023-03-06,46.78585
2023-03-07,46.43415
2023-03-08,43.93317
2023-03-09,49.3259
2023-03-10,51.14302
2023-03-11,52.54005
2023-03-12,48.15357
2023-03-13,50.19538
2023-03-14,48.44665
2023-03-15,45.36928
2023-03-16,47.77256
2023-03-17,58.09886
2023-03-18,59.14419
2023-03-19,52.86244
2023-03-20,50.11723
2023-03-21,46.88354
2023-03-22,41.79366
2023-03-23,46.10199
2023-03-24,51.34818
2023-03-25,49.94138
2023-03-26,43.03438
2023-03-27,41.49081
2023-03-28,38.84329
2023-03-29,38.24736
2023-03-30,37.32903
2023-03-31,35.06252
2023-04-01,34.57405
2023-04-02,35.44353
2023-04-03,40.13286
2023-04-04,41.48104
2023-04-05,42.72176
2023-04-06,45.9066
2023-04-07,52.02227
2023-04-08,50.16608
2023-04-09,43.40562
2023-04-10,43.84525
2023-04-11,42.18444
2023-04-12,43.06369
2023-04-13,47.17663
2023-04-14,47.33294
2023-04-15,45.60375
2023-04-16,43.41539
2023-04-17,41.97928
2023-04-18,39.08753
2023-04-19,40.74833
2023-04-20,40.89488
2023-04-21,45.3302
2023-04-22,45.86752
2023-04-23,44.42164
2023-04-24,47.74325
2023-04-25,48.2415
2023-04-26,48.45642
2023-04-27,53.87846
2023-04-28,59.32981
2023-04-29,59.43728
2023-04-30,62.12387
2023-05-01,51.07463
2023-05-02,51.97342
2023-05-03,49.6776
2023-05-04,48.98397
2023-05-05,50.8304
2023-05-06,49.86322
2023-05-07,39.2243
2023-05-08,39.54669
2023-05-09,39.47831
2023-05-10,39.62485
2023-05-11,39.76162
2023-05-12,44.1481
2023-05-13,43.60101
2023-05-14,41.65689
2023-05-15,45.40836
2023-05-16,42.07698
2023-05-17,40.33802
2023-05-18,43.12231
2023-05-19,46.61
2023-05-20,46.55138
2023-05-21,41.93044
2023-05-22,46.82493
2023-05-23,45.62329
2023-05-24,45.48651
2023-05-25,46.94216
2023-05-26,52.80382
2023-05-27,63.25713
2023-05-28,59.80851
2023-05-29,48.91559
