date,창업대출
2020-03-20,61.31386
2020-03-21,32.48175
2020-03-22,34.67153
2020-03-23,70.43795
2020-03-24,64.72019
2020-03-25,68.12652
2020-03-26,61.55717
2020-03-27,58.51581
2020-03-28,35.40145
2020-03-29,39.65936
2020-03-30,81.87347
2020-03-31,64.84184
2020-04-01,61.55717
2020-04-02,63.50364
2020-04-03,50.0
2020-04-04,32.84671
2020-04-05,32.84671
2020-04-06,66.78832
2020-04-07,61.43552
2020-04-08,62.16545
2020-04-09,58.88077
2020-04-10,48.54014
2020-04-11,34.30656
2020-04-12,36.13138
2020-04-13,66.54501
2020-04-14,56.9343
2020-04-15,41.11922
2020-04-16,66.90997
2020-04-17,62.65206
2020-04-18,36.25304
2020-04-19,40.02433
2020-04-20,76.52068
2020-04-21,74.45255
2020-04-22,78.83211
2020-04-23,67.88321
2020-04-24,64.35523
2020-04-25,36.618
2020-04-26,45.01216
2020-04-27,76.39902
2020-04-28,68.00486
2020-04-29,70.80291
2020-04-30,39.65936
2020-05-01,45.9854
2020-05-02,36.00973
2020-05-03,45.37712
2020-05-04,67.6399
2020-05-05,52.67639
2020-05-06,82.11678
2020-05-07,72.50608
2020-05-08,61.19221
2020-05-09,33.33333
2020-05-10,45.13381
2020-05-11,73.11435
2020-05-12,66.42335
2020-05-13,65.45012
2020-05-14,62.16545
2020-05-15,59.24574
2020-05-16,35.40145
2020-05-17,46.95863
2020-05-18,74.69586
2020-05-19,70.68126
2020-05-20,64.9635
2020-05-21,66.66666
2020-05-22,56.69099
2020-05-23,36.73965
2020-05-24,42.57907
2020-05-25,82.11678
2020-05-26,71.53284
2020-05-27,67.51824
2020-05-28,65.69343
2020-05-29,54.98783
2020-05-30,36.49635
2020-05-31,41.84914
2020-06-01,78.71046
2020-06-02,69.46472
2020-06-03,72.50608
2020-06-04,62.77372
2020-06-05,56.81265
2020-06-06,33.45498
2020-06-07,41.48418
2020-06-08,76.39902
2020-06-09,72.87104
2020-06-10,64.11192
2020-06-11,70.92457
2020-06-12,56.69099
2020-06-13,34.18491
2020-06-14,41.84914
2020-06-15,79.68369
2020-06-16,68.12652
2020-06-17,72.01946
2020-06-18,66.54501
2020-06-19,53.89294
2020-06-20,36.25304
2020-06-21,44.40389
2020-06-22,85.03649
2020-06-23,77.37226
2020-06-24,76.52068
2020-06-25,66.90997
2020-06-26,60.70559
2020-06-27,39.05109
2020-06-28,46.10705
2020-06-29,83.33333
2020-06-30,73.72262
2020-07-01,72.9927
2020-07-02,72.50608
2020-07-03,62.65206
2020-07-04,41.11922
2020-07-05,48.9051
2020-07-06,81.38686
2020-07-07,79.44038
2020-07-08,68.49148
2020-07-09,77.12895
2020-07-10,53.28467
2020-07-11,33.33333
2020-07-12,43.55231
2020-07-13,73.84428
2020-07-14,79.19708
2020-07-15,79.56204
2020-07-16,69.09975
2020-07-17,55.96107
2020-07-18,39.53771
2020-07-19,41.36253
2020-07-20,82.36009
2020-07-21,77.61557
2020-07-22,72.62773
2020-07-23,73.60097
2020-07-24,56.08272
2020-07-25,40.02433
2020-07-26,50.60827
2020-07-27,84.18491
2020-07-28,82.11678
2020-07-29,77.98053
2020-07-30,69.34306
2020-07-31,65.32846
2020-08-01,42.09245
2020-08-02,43.06569
2020-08-03,60.9489
2020-08-04,65.45012
2020-08-05,62.89537
2020-08-06,62.77372
2020-08-07,59.6107
2020-08-08,39.78102
2020-08-09,47.44525
2020-08-10,77.98053
2020-08-11,72.50608
2020-08-12,70.3163
2020-08-13,70.19464
2020-08-14,59.97566
2020-08-15,38.32116
2020-08-16,40.38929
2020-08-17,49.51338
2020-08-18,71.53284
2020-08-19,72.38442
2020-08-20,68.61313
2020-08-21,52.9197
2020-08-22,35.2798
2020-08-23,37.9562
2020-08-24,62.77372
2020-08-25,59.36739
2020-08-26,58.02919
2020-08-27,56.20437
2020-08-28,44.52554
2020-08-29,34.91484
2020-08-30,34.42822
2020-08-31,62.04379
2020-09-01,62.04379
2020-09-02,51.21654
2020-09-03,60.09732
2020-09-04,48.6618
2020-09-05,38.56447
2020-09-06,36.86131
2020-09-07,63.86861
2020-09-08,62.89537
2020-09-09,64.59854
2020-09-10,60.21897
2020-09-11,56.69099
2020-09-12,35.64476
2020-09-13,38.32116
2020-09-14,67.51824
2020-09-15,66.05839
2020-09-16,65.81508
2020-09-17,61.07055
2020-09-18,50.0
2020-09-19,36.86131
2020-09-20,31.87347
2020-09-21,65.32846
2020-09-22,57.05596
2020-09-23,70.43795
2020-09-24,61.31386
2020-09-25,49.87834
2020-09-26,33.45498
2020-09-27,36.25304
2020-09-28,57.54257
2020-09-29,36.86131
2020-09-30,21.53284
2020-10-01,23.96593
2020-10-02,25.79075
2020-10-03,35.52311
2020-10-04,45.49878
2020-10-05,79.44038
2020-10-06,75.42579
2020-10-07,71.89781
2020-10-08,62.53041
2020-10-09,40.38929
2020-10-10,37.10462
2020-10-11,47.68856
2020-10-12,86.86131
2020-10-13,74.69586
2020-10-14,77.61557
2020-10-15,70.19464
2020-10-16,56.44768
2020-10-17,39.78102
2020-10-18,45.62043
2020-10-19,86.618
2020-10-20,82.23844
2020-10-21,75.9124
2020-10-22,67.27493
2020-10-23,54.37956
2020-10-24,34.30656
2020-10-25,36.13138
2020-10-26,77.98053
2020-10-27,77.00729
2020-10-28,77.85888
2020-10-29,81.50851
2020-10-30,59.24574
2020-10-31,40.02433
2020-11-01,44.52554
2020-11-02,87.22627
2020-11-03,69.95133
2020-11-04,73.35766
2020-11-05,67.15328
2020-11-06,59.36739
2020-11-07,28.95377
2020-11-08,36.73965
2020-11-09,76.39902
2020-11-10,74.69586
2020-11-11,67.15328
2020-11-12,71.77615
2020-11-13,55.71776
2020-11-14,38.44282
2020-11-15,36.37469
2020-11-16,77.61557
2020-11-17,70.92457
2020-11-18,68.85644
2020-11-19,68.9781
2020-11-20,55.5961
2020-11-21,36.00973
2020-11-22,42.33576
2020-11-23,67.15328
2020-11-24,60.21897
2020-11-25,60.9489
2020-11-26,56.81265
2020-11-27,48.9051
2020-11-28,33.09002
2020-11-29,38.07785
2020-11-30,62.2871
2020-12-01,56.08272
2020-12-02,62.04379
2020-12-03,56.32603
2020-12-04,44.89051
2020-12-05,29.31873
2020-12-06,38.56447
2020-12-07,56.44768
2020-12-08,54.98783
2020-12-09,56.81265
2020-12-10,61.67883
2020-12-11,50.2433
2020-12-12,28.83211
2020-12-13,34.30656
2020-12-14,56.44768
2020-12-15,47.44525
2020-12-16,49.51338
2020-12-17,47.44525
2020-12-18,43.18734
2020-12-19,27.49391
2020-12-20,31.14355
2020-12-21,45.74209
2020-12-22,44.16058
2020-12-23,48.41849
2020-12-24,36.49635
2020-12-25,24.3309
2020-12-26,25.06082
2020-12-27,35.15815
2020-12-28,59.12408
2020-12-29,50.36496
2020-12-30,45.25547
2020-12-31,32.96836
2021-01-01,24.08759
2021-01-02,38.07785
2021-01-03,41.11922
2021-01-04,66.05839
2021-01-05,62.77372
2021-01-06,58.75912
2021-01-07,47.44525
2021-01-08,48.17518
2021-01-09,34.06326
2021-01-10,46.47201
2021-01-11,70.19464
2021-01-12,64.9635
2021-01-13,71.04622
2021-01-14,60.34063
2021-01-15,59.85401
2021-01-16,39.78102
2021-01-17,42.21411
2021-01-18,76.88564
2021-01-19,75.54744
2021-01-20,68.73479
2021-01-21,64.11192
2021-01-22,56.81265
2021-01-23,34.42822
2021-01-24,44.28223
2021-01-25,80.41362
2021-01-26,75.42579
2021-01-27,72.50608
2021-01-28,62.16545
2021-01-29,55.47445
2021-01-30,35.03649
2021-01-31,46.95863
2021-02-01,77.73722
2021-02-02,74.93917
2021-02-03,65.32846
2021-02-04,67.51824
2021-02-05,55.96107
2021-02-06,36.49635
2021-02-07,38.56447
2021-02-08,64.35523
2021-02-09,54.74452
2021-02-10,43.91727
2021-02-11,27.37226
2021-02-12,28.5888
2021-02-13,31.63017
2021-02-14,38.19951
2021-02-15,79.19708
2021-02-16,73.84428
2021-02-17,67.51824
2021-02-18,70.19464
2021-02-19,57.54257
2021-02-20,38.44282
2021-02-21,43.55231
2021-02-22,80.17031
2021-02-23,72.26277
2021-02-24,70.55961
2021-02-25,70.19464
2021-02-26,57.05596
2021-02-27,40.14598
2021-02-28,42.33576
2021-03-01,50.2433
2021-03-02,81.75182
2021-03-03,72.14111
2021-03-04,68.00486
2021-03-05,62.65206
2021-03-06,40.6326
2021-03-07,45.13381
2021-03-08,93.18734
2021-03-09,83.09002
2021-03-10,80.41362
2021-03-11,70.55961
2021-03-12,61.92214
2021-03-13,36.49635
2021-03-14,54.13625
2021-03-15,82.84671
2021-03-16,82.23844
2021-03-17,85.15815
2021-03-18,83.21167
2021-03-19,67.39659
2021-03-20,42.57907
2021-03-21,55.83941
2021-03-22,91.9708
2021-03-23,82.36009
2021-03-24,90.6326
2021-03-25,72.50608
2021-03-26,69.58637
2021-03-27,40.51094
2021-03-28,61.31386
2021-03-29,94.16058
2021-03-30,78.22384
2021-03-31,79.80535
2021-04-01,73.236
2021-04-02,66.66666
2021-04-03,42.45742
2021-04-04,44.52554
2021-04-05,91.9708
2021-04-06,76.39902
2021-04-07,81.38686
2021-04-08,84.67153
2021-04-09,63.74695
2021-04-10,49.27007
2021-04-11,50.60827
2021-04-12,89.17274
2021-04-13,81.2652
2021-04-14,83.81995
2021-04-15,76.39902
2021-04-16,66.3017
2021-04-17,41.48418
2021-04-18,47.20194
2021-04-19,81.14355
2021-04-20,74.69586
2021-04-21,76.03406
2021-04-22,75.66909
2021-04-23,65.08515
2021-04-24,33.81995
2021-04-25,45.01216
2021-04-26,90.02433
2021-04-27,72.62773
2021-04-28,69.95133
2021-04-29,76.03406
2021-04-30,62.04379
2021-05-01,34.42822
2021-05-02,44.16058
2021-05-03,76.88564
2021-05-04,63.38199
2021-05-05,41.9708
2021-05-06,74.45255
2021-05-07,56.32603
2021-05-08,41.36253
2021-05-09,45.13381
2021-05-10,76.52068
2021-05-11,77.85888
2021-05-12,77.12895
2021-05-13,73.47931
2021-05-14,66.66666
2021-05-15,37.83454
2021-05-16,48.05352
2021-05-17,87.10462
2021-05-18,73.11435
2021-05-19,57.29927
2021-05-20,81.38686
2021-05-21,67.88321
2021-05-22,39.65936
2021-05-23,43.309
2021-05-24,82.72506
2021-05-25,86.25304
2021-05-26,75.54744
2021-05-27,81.2652
2021-05-28,71.77615
2021-05-29,34.91484
2021-05-30,46.83698
2021-05-31,86.49635
2021-06-01,78.34549
2021-06-02,86.98296
2021-06-03,72.87104
2021-06-04,61.31386
2021-06-05,39.53771
2021-06-06,52.18978
2021-06-07,92.09245
2021-06-08,77.12895
2021-06-09,79.44038
2021-06-10,71.77615
2021-06-11,61.19221
2021-06-12,37.59124
2021-06-13,45.9854
2021-06-14,85.64476
2021-06-15,80.29197
2021-06-16,72.87104
2021-06-17,72.62773
2021-06-18,56.56934
2021-06-19,39.41605
2021-06-20,45.74209
2021-06-21,90.75425
2021-06-22,84.79318
2021-06-23,77.2506
2021-06-24,76.64233
2021-06-25,61.67883
2021-06-26,36.49635
2021-06-27,47.44525
2021-06-28,82.72506
2021-06-29,83.9416
2021-06-30,72.62773
2021-07-01,72.50608
2021-07-02,61.07055
2021-07-03,39.78102
2021-07-04,41.48418
2021-07-05,78.5888
2021-07-06,72.14111
2021-07-07,65.45012
2021-07-08,59.36739
2021-07-09,54.13625
2021-07-10,34.67153
2021-07-11,40.99756
2021-07-12,74.93917
2021-07-13,72.14111
2021-07-14,69.34306
2021-07-15,65.08515
2021-07-16,55.71776
2021-07-17,37.34793
2021-07-18,40.26763
2021-07-19,79.19708
2021-07-20,74.93917
2021-07-21,66.05839
2021-07-22,66.42335
2021-07-23,52.06812
2021-07-24,32.6034
2021-07-25,40.87591
2021-07-26,75.42579
2021-07-27,65.32846
2021-07-28,57.90754
2021-07-29,62.2871
2021-07-30,50.60827
2021-07-31,35.52311
2021-08-01,37.83454
2021-08-02,64.35523
2021-08-03,54.86618
2021-08-04,57.90754
2021-08-05,57.42092
2021-08-06,56.08272
2021-08-07,39.17274
2021-08-08,40.51094
2021-08-09,74.20924
2021-08-10,63.01703
2021-08-11,68.24817
2021-08-12,61.80048
2021-08-13,51.70316
2021-08-14,32.48175
2021-08-15,30.77858
2021-08-16,56.44768
2021-08-17,82.48175
2021-08-18,71.77615
2021-08-19,70.19464
2021-08-20,66.3017
2021-08-21,43.91727
2021-08-22,44.6472
2021-08-23,73.60097
2021-08-24,73.84428
2021-08-25,69.46472
2021-08-26,69.09975
2021-08-27,54.62287
2021-08-28,34.54987
2021-08-29,36.13138
2021-08-30,75.9124
2021-08-31,64.47688
2021-09-01,59.73236
2021-09-02,61.19221
2021-09-03,50.0
2021-09-04,33.09002
2021-09-05,35.40145
2021-09-06,72.38442
2021-09-07,57.29927
2021-09-08,63.74695
2021-09-09,55.83941
2021-09-10,49.14841
2021-09-11,33.9416
2021-09-12,37.22627
2021-09-13,57.05596
2021-09-14,60.58394
2021-09-15,53.40632
2021-09-16,53.04136
2021-09-17,43.43065
2021-09-18,23.96593
2021-09-19,27.85888
2021-09-20,22.50608
2021-09-21,21.28953
2021-09-22,38.19951
2021-09-23,65.32846
2021-09-24,62.40875
2021-09-25,43.67396
2021-09-26,46.83698
2021-09-27,76.52068
2021-09-28,66.90997
2021-09-29,64.59854
2021-09-30,66.54501
2021-10-01,55.71776
2021-10-02,37.46958
2021-10-03,35.76642
2021-10-04,54.01459
2021-10-05,88.56447
2021-10-06,72.87104
2021-10-07,71.89781
2021-10-08,61.80048
2021-10-09,34.18491
2021-10-10,41.60583
2021-10-11,45.74209
2021-10-12,77.00729
2021-10-13,74.69586
2021-10-14,62.65206
2021-10-15,60.82725
2021-10-16,31.14355
2021-10-17,42.57907
2021-10-18,68.00486
2021-10-19,59.00243
2021-10-20,61.80048
2021-10-21,62.2871
2021-10-22,50.48661
2021-10-23,32.6034
2021-10-24,35.76642
2021-10-25,77.85888
2021-10-26,67.51824
2021-10-27,65.45012
2021-10-28,61.43552
2021-10-29,56.44768
2021-10-30,31.87347
2021-10-31,41.84914
2021-11-01,73.72262
2021-11-02,61.67883
2021-11-03,65.69343
2021-11-04,64.9635
2021-11-05,56.08272
2021-11-06,32.11678
2021-11-07,42.57907
2021-11-08,71.6545
2021-11-09,66.42335
2021-11-10,59.36739
2021-11-11,59.36739
2021-11-12,43.79562
2021-11-13,34.79318
2021-11-14,42.82238
2021-11-15,71.6545
2021-11-16,66.3017
2021-11-17,59.6107
2021-11-18,60.9489
2021-11-19,50.72992
2021-11-20,30.04866
2021-11-21,35.40145
2021-11-22,68.73479
2021-11-23,70.55961
2021-11-24,60.9489
2021-11-25,55.83941
2021-11-26,51.94647
2021-11-27,28.83211
2021-11-28,38.92944
2021-11-29,75.18248
2021-11-30,63.13868
2021-12-01,61.80048
2021-12-02,64.47688
2021-12-03,55.5961
2021-12-04,35.15815
2021-12-05,44.28223
2021-12-06,73.60097
2021-12-07,66.78832
2021-12-08,59.97566
2021-12-09,58.75912
2021-12-10,46.59367
2021-12-11,37.83454
2021-12-12,47.68856
2021-12-13,68.12652
2021-12-14,66.78832
2021-12-15,63.13868
2021-12-16,59.73236
2021-12-17,45.74209
2021-12-18,30.29197
2021-12-19,32.48175
2021-12-20,63.01703
2021-12-21,62.89537
2021-12-22,52.43309
2021-12-23,58.2725
2021-12-24,40.26763
2021-12-25,21.28953
2021-12-26,29.68369
2021-12-27,56.56934
2021-12-28,58.75912
2021-12-29,58.63746
2021-12-30,49.63503
2021-12-31,42.70072
2022-01-01,31.75182
2022-01-02,51.5815
2022-01-03,83.9416
2022-01-04,78.46715
2022-01-05,77.12895
2022-01-06,75.9124
2022-01-07,67.27493
2022-01-08,42.82238
2022-01-09,55.47445
2022-01-10,93.55231
2022-01-11,76.52068
2022-01-12,73.96593
2022-01-13,71.16788
2022-01-14,63.38199
2022-01-15,44.89051
2022-01-16,47.08029
2022-01-17,89.05109
2022-01-18,76.76399
2022-01-19,74.08759
2022-01-20,71.53284
2022-01-21,63.74695
2022-01-22,42.94403
2022-01-23,49.02676
2022-01-24,85.2798
2022-01-25,74.81751
2022-01-26,62.65206
2022-01-27,60.34063
2022-01-28,49.14841
2022-01-29,30.77858
2022-01-30,28.34549
2022-01-31,27.37226
2022-02-01,27.49391
2022-02-02,38.56447
2022-02-03,76.15571
2022-02-04,69.82968
2022-02-05,41.48418
2022-02-06,52.67639
2022-02-07,86.73965
2022-02-08,74.5742
2022-02-09,80.17031
2022-02-10,74.69586
2022-02-11,66.66666
2022-02-12,44.16058
2022-02-13,51.45985
2022-02-14,80.17031
2022-02-15,82.36009
2022-02-16,73.72262
2022-02-17,75.42579
2022-02-18,65.08515
2022-02-19,44.6472
2022-02-20,50.60827
2022-02-21,89.78102
2022-02-22,73.35766
2022-02-23,79.927
2022-02-24,72.26277
