date,정부지원
2020-03-20,25.1778
2020-03-21,12.18587
2020-03-22,10.09957
2020-03-23,22.66477
2020-03-24,30.96254
2020-03-25,26.31578
2020-03-26,19.10858
2020-03-27,21.81128
2020-03-28,20.76813
2020-03-29,20.57847
2020-03-30,100.0
2020-03-31,61.02418
2020-04-01,37.83783
2020-04-02,29.11332
2020-04-03,43.62256
2020-04-04,18.63442
2020-04-05,11.0953
2020-04-06,22.66477
2020-04-07,16.92745
2020-04-08,17.35419
2020-04-09,17.63869
2020-04-10,14.50924
2020-04-11,6.3063
2020-04-12,6.3063
2020-04-13,15.78947
2020-04-14,13.27643
2020-04-15,5.78473
2020-04-16,14.79374
2020-04-17,13.51351
2020-04-18,6.92271
2020-04-19,7.53911
2020-04-20,16.40587
2020-04-21,14.31958
2020-04-22,21.8587
2020-04-23,19.96206
2020-04-24,17.11711
2020-04-25,8.06069
2020-04-26,8.29777
2020-04-27,16.64295
2020-04-28,18.63442
2020-04-29,15.17306
2020-04-30,10.71597
2020-05-01,11.42721
2020-05-02,6.11664
2020-05-03,9.34091
2020-05-04,19.39307
2020-05-05,10.62114
2020-05-06,18.63442
2020-05-07,18.34992
2020-05-08,15.74205
2020-05-09,8.25035
2020-05-10,9.53058
2020-05-11,21.24229
2020-05-12,16.45329
2020-05-13,15.8843
2020-05-14,13.798
2020-05-15,10.33665
2020-05-16,5.31057
2020-05-17,5.12091
2020-05-18,10.09957
2020-05-19,9.57799
2020-05-20,7.58653
2020-05-21,8.34518
2020-05-22,5.54765
2020-05-23,2.98719
2020-05-24,3.08202
2020-05-25,8.44001
2020-05-26,6.49596
2020-05-27,7.53911
2020-05-28,8.29777
2020-05-29,6.49596
2020-05-30,3.03461
2020-05-31,2.65528
2020-06-01,10.43148
2020-06-02,12.23328
2020-06-03,10.05215
2020-06-04,9.009
2020-06-05,7.15979
2020-06-06,3.65101
2020-06-07,3.27169
2020-06-08,6.11664
2020-06-09,7.11237
2020-06-10,5.87956
2020-06-11,5.78473
2020-06-12,5.02607
2020-06-13,1.56472
2020-06-14,2.7027
2020-06-15,7.11237
2020-06-16,7.30203
2020-06-17,6.21147
2020-06-18,6.02181
2020-06-19,5.16832
2020-06-20,2.37079
2020-06-21,2.51303
2020-06-22,6.49596
2020-06-23,5.92697
2020-06-24,6.40113
2020-06-25,6.44855
2020-06-26,6.21147
2020-06-27,2.98719
2020-06-28,3.3191
2020-06-29,5.64248
2020-06-30,5.6899
2020-07-01,6.02181
2020-07-02,5.21574
2020-07-03,5.45282
2020-07-04,3.12944
2020-07-05,2.7027
2020-07-06,6.02181
2020-07-07,5.97439
2020-07-08,4.78899
2020-07-09,5.54765
2020-07-10,4.26742
2020-07-11,1.99146
2020-07-12,1.94404
2020-07-13,4.78899
2020-07-14,5.07349
2020-07-15,3.74585
2020-07-16,5.16832
2020-07-17,4.07776
2020-07-18,1.8018
2020-07-19,2.27596
2020-07-20,5.50023
2020-07-21,6.02181
2020-07-22,4.40967
2020-07-23,5.26315
2020-07-24,3.55618
2020-07-25,2.13371
2020-07-26,1.94404
2020-07-27,4.36225
2020-07-28,5.87956
2020-07-29,8.96159
2020-07-30,6.63821
2020-07-31,4.64675
2020-08-01,2.46562
2020-08-02,1.94404
2020-08-03,4.64675
2020-08-04,5.64248
2020-08-05,4.22
2020-08-06,4.40967
2020-08-07,4.78899
2020-08-08,2.27596
2020-08-09,3.17686
2020-08-10,5.92697
2020-08-11,5.92697
2020-08-12,6.63821
2020-08-13,19.53532
2020-08-14,23.04409
2020-08-15,7.96586
2020-08-16,4.22
2020-08-17,4.31484
2020-08-18,7.72878
2020-08-19,8.01327
2020-08-20,6.25889
2020-08-21,13.65576
2020-08-22,3.27169
2020-08-23,3.84068
2020-08-24,7.72878
2020-08-25,9.81507
2020-08-26,7.53911
2020-08-27,6.82788
2020-08-28,6.06922
2020-08-29,2.84495
2020-08-30,2.89236
2020-08-31,6.49596
2020-09-01,5.83214
2020-09-02,6.3063
2020-09-03,5.02607
2020-09-04,7.06495
2020-09-05,2.7027
2020-09-06,4.97866
2020-09-07,7.68136
2020-09-08,9.86249
2020-09-09,17.44902
2020-09-10,18.77667
2020-09-11,11.94879
2020-09-12,3.69843
2020-09-13,4.07776
2020-09-14,7.87102
2020-09-15,7.11237
2020-09-16,7.4917
2020-09-17,4.93124
2020-09-18,5.50023
2020-09-19,2.18112
2020-09-20,2.27596
2020-09-21,5.59506
2020-09-22,9.34091
2020-09-23,9.62541
2020-09-24,9.67283
2020-09-25,11.42721
2020-09-26,3.88809
2020-09-27,3.36652
2020-09-28,5.12091
2020-09-29,4.12517
2020-09-30,1.09056
2020-10-01,1.61213
2020-10-02,1.61213
2020-10-03,1.23281
2020-10-04,2.03888
2020-10-05,6.21147
2020-10-06,4.97866
2020-10-07,5.45282
2020-10-08,4.36225
2020-10-09,2.56045
2020-10-10,1.65955
2020-10-11,1.94404
2020-10-12,8.20293
2020-10-13,6.68563
2020-10-14,5.50023
2020-10-15,4.07776
2020-10-16,4.45708
2020-10-17,1.8018
2020-10-18,2.08629
2020-10-19,6.06922
2020-10-20,6.49596
2020-10-21,5.87956
2020-10-22,3.88809
2020-10-23,4.88383
2020-10-24,1.8018
2020-10-25,1.8018
2020-10-26,4.74158
2020-10-27,4.45708
2020-10-28,7.77619
2020-10-29,6.02181
2020-10-30,9.67283
2020-10-31,4.93124
2020-11-01,3.50877
2020-11-02,9.24608
2020-11-03,10.95305
2020-11-04,9.24608
2020-11-05,8.01327
2020-11-06,6.87529
2020-11-07,3.65101
2020-11-08,2.79753
2020-11-09,6.21147
2020-11-10,5.07349
2020-11-11,5.45282
2020-11-12,5.73731
2020-11-13,4.07776
2020-11-14,2.18112
2020-11-15,2.7027
2020-11-16,5.35798
2020-11-17,4.74158
2020-11-18,5.92697
2020-11-19,6.06922
2020-11-20,5.16832
2020-11-21,2.18112
2020-11-22,3.17686
2020-11-23,4.36225
2020-11-24,6.21147
2020-11-25,5.92697
2020-11-26,4.64675
2020-11-27,5.26315
2020-11-28,2.13371
2020-11-29,3.55618
2020-11-30,4.69416
2020-12-01,7.96586
2020-12-02,5.4054
2020-12-03,4.83641
2020-12-04,3.98293
2020-12-05,3.12944
2020-12-06,2.7027
2020-12-07,4.83641
2020-12-08,4.78899
2020-12-09,5.4054
2020-12-10,6.35372
2020-12-11,5.16832
2020-12-12,2.32337
2020-12-13,2.79753
2020-12-14,5.35798
2020-12-15,6.11664
2020-12-16,6.49596
2020-12-17,5.4054
2020-12-18,4.22
2020-12-19,2.65528
2020-12-20,2.51303
2020-12-21,6.82788
2020-12-22,6.78046
2020-12-23,6.3063
2020-12-24,4.26742
2020-12-25,1.61213
2020-12-26,2.98719
2020-12-27,5.6899
2020-12-28,10.76339
2020-12-29,12.84969
2020-12-30,8.25035
2020-12-31,6.68563
2021-01-01,3.3191
2021-01-02,3.84068
2021-01-03,4.12517
2021-01-04,10.09957
2021-01-05,7.63394
2021-01-06,7.96586
2021-01-07,7.34945
2021-01-08,6.25889
2021-01-09,3.12944
2021-01-10,3.3191
2021-01-11,12.04362
2021-01-12,8.77192
2021-01-13,7.11237
2021-01-14,6.25889
2021-01-15,5.31057
2021-01-16,2.98719
2021-01-17,2.4182
2021-01-18,6.78046
2021-01-19,6.02181
2021-01-20,6.40113
2021-01-21,5.87956
2021-01-22,7.30203
2021-01-23,2.84495
2021-01-24,2.84495
2021-01-25,7.72878
2021-01-26,7.25462
2021-01-27,5.54765
2021-01-28,5.16832
2021-01-29,5.12091
2021-01-30,2.60787
2021-01-31,2.89236
2021-02-01,5.21574
2021-02-02,6.82788
2021-02-03,6.82788
2021-02-04,5.92697
2021-02-05,4.74158
2021-02-06,3.12944
2021-02-07,2.65528
2021-02-08,5.02607
2021-02-09,4.64675
2021-02-10,4.31484
2021-02-11,2.84495
2021-02-12,2.08629
2021-02-13,1.70697
2021-02-14,1.84921
2021-02-15,6.06922
2021-02-16,6.44855
2021-02-17,6.82788
2021-02-18,5.21574
2021-02-19,6.49596
2021-02-20,3.03461
2021-02-21,2.4182
2021-02-22,4.59933
2021-02-23,5.26315
2021-02-24,4.93124
2021-02-25,7.34945
2021-02-26,5.35798
