date,대만환전
2020-03-20,0.91883
2020-03-21,0.38284
2020-03-22,1.07197
2020-03-23,1.37825
2020-03-24,0.45941
2020-03-25,1.22511
2020-03-26,0.9954
2020-03-27,1.30168
2020-03-28,0.38284
2020-03-29,1.07197
2020-03-30,0.53598
2020-03-31,1.45482
2020-04-01,0.76569
2020-04-02,0.45941
2020-04-03,0.91883
2020-04-04,1.22511
2020-04-05,0.68912
2020-04-06,1.14854
2020-04-07,1.07197
2020-04-08,0.61255
2020-04-09,0.91883
2020-04-10,0.76569
2020-04-11,0.76569
2020-04-12,0.68912
2020-04-13,1.07197
2020-04-14,1.7611
2020-04-15,1.07197
2020-04-16,1.68453
2020-04-17,1.7611
2020-04-18,1.37825
2020-04-19,0.68912
2020-04-20,1.07197
2020-04-21,1.22511
2020-04-22,1.53139
2020-04-23,0.9954
2020-04-24,1.14854
2020-04-25,0.76569
2020-04-26,0.68912
2020-04-27,0.45941
2020-04-29,0.61255
2020-04-30,0.68912
2020-05-01,0.45941
2020-05-02,0.84226
2020-05-03,1.14854
2020-05-04,0.61255
2020-05-05,0.68912
2020-05-06,0.9954
2020-05-07,0.53598
2020-05-10,0.68912
2020-05-11,0.61255
2020-05-12,0.53598
2020-05-13,0.84226
2020-05-15,0.61255
2020-05-16,0.38284
2020-05-17,0.45941
2020-05-18,0.68912
2020-05-20,0.9954
2020-05-21,1.14854
2020-05-22,0.68912
2020-05-23,0.45941
2020-05-24,1.07197
2020-05-25,0.68912
2020-05-26,0.61255
2020-05-27,0.53598
2020-05-28,0.76569
2020-05-29,0.9954
2020-05-30,0.45941
2020-05-31,0.61255
2020-06-02,0.61255
2020-06-03,0.45941
2020-06-04,0.38284
2020-06-05,0.84226
2020-06-06,0.38284
2020-06-07,0.45941
2020-06-09,0.61255
2020-06-10,1.07197
2020-06-11,0.53598
2020-06-12,1.14854
2020-06-15,0.45941
2020-06-16,1.30168
2020-06-17,0.61255
2020-06-19,0.9954
2020-06-20,0.61255
2020-06-21,0.45941
2020-06-22,0.38284
2020-06-24,0.38284
2020-06-25,1.30168
2020-06-26,0.38284
2020-06-27,0.9954
2020-06-29,0.45941
2020-07-01,0.68912
2020-07-02,0.76569
2020-07-06,0.91883
2020-07-08,0.53598
2020-07-09,0.53598
2020-07-10,0.53598
2020-07-11,0.68912
2020-07-12,0.38284
2020-07-13,0.9954
2020-07-14,0.38284
2020-07-16,0.53598
2020-07-17,0.61255
2020-07-19,0.53598
2020-07-20,0.61255
2020-07-22,0.53598
2020-07-23,0.45941
2020-07-24,0.68912
2020-07-25,0.53598
2020-07-26,0.53598
2020-07-27,1.14854
2020-07-28,1.07197
2020-07-29,0.38284
2020-07-30,0.38284
2020-07-31,1.30168
2020-08-01,0.53598
2020-08-03,0.38284
2020-08-04,0.9954
2020-08-05,0.68912
2020-08-06,1.37825
2020-08-07,1.22511
2020-08-08,1.07197
2020-08-09,0.61255
2020-08-10,1.14854
2020-08-11,0.76569
2020-08-12,1.45482
2020-08-13,0.53598
2020-08-15,0.45941
2020-08-16,0.38284
2020-08-17,0.53598
2020-08-18,0.84226
2020-08-19,0.53598
2020-08-20,0.84226
2020-08-22,0.53598
2020-08-23,0.45941
2020-08-24,0.61255
2020-08-25,0.53598
2020-08-26,1.14854
2020-08-28,0.68912
2020-08-30,0.76569
2020-08-31,0.53598
2020-09-01,0.76569
2020-09-03,0.61255
2020-09-04,0.84226
2020-09-05,0.84226
2020-09-06,0.38284
2020-09-07,1.22511
2020-09-08,1.07197
2020-09-09,0.61255
2020-09-11,0.53598
2020-09-14,0.53598
2020-09-15,0.38284
2020-09-16,0.76569
2020-09-17,0.61255
2020-09-18,0.61255
2020-09-19,0.61255
2020-09-20,0.45941
2020-09-21,0.45941
2020-09-22,1.07197
2020-09-23,0.61255
2020-09-24,0.9954
2020-09-25,0.84226
2020-09-26,0.68912
2020-09-27,0.38284
2020-09-28,0.38284
2020-09-29,1.22511
2020-10-01,0.53598
2020-10-02,0.68912
2020-10-04,1.60796
2020-10-05,0.76569
2020-10-06,0.9954
2020-10-07,0.91883
2020-10-08,0.61255
2020-10-09,0.45941
2020-10-10,0.38284
2020-10-11,0.38284
2020-10-12,1.07197
2020-10-13,0.38284
2020-10-14,1.37825
2020-10-17,0.53598
2020-10-19,0.68912
2020-10-20,0.61255
2020-10-21,0.68912
2020-10-22,0.45941
2020-10-23,0.38284
2020-10-24,0.38284
2020-10-25,0.45941
2020-10-27,0.45941
2020-10-28,0.9954
2020-10-29,0.68912
2020-10-30,0.76569
2020-10-31,0.38284
2020-11-02,0.84226
2020-11-03,0.38284
2020-11-04,0.68912
2020-11-05,0.61255
2020-11-06,1.07197
2020-11-09,1.45482
2020-11-10,0.68912
2020-11-11,0.53598
2020-11-12,0.53598
2020-11-13,0.76569
2020-11-14,0.45941
2020-11-16,0.91883
2020-11-17,0.76569
2020-11-18,1.60796
2020-11-19,0.61255
2020-11-20,0.84226
2020-11-21,0.38284
2020-11-23,0.68912
2020-11-25,0.76569
2020-11-26,0.45941
2020-11-29,0.38284
2020-11-30,1.07197
2020-12-01,1.37825
2020-12-02,0.68912
2020-12-03,1.45482
2020-12-04,0.53598
2020-12-05,0.53598
2020-12-06,0.61255
2020-12-07,0.53598
2020-12-08,0.38284
2020-12-11,0.38284
2020-12-12,0.84226
2020-12-13,0.45941
2020-12-14,1.14854
2020-12-15,0.53598
2020-12-16,1.07197
2020-12-18,0.38284
2020-12-21,0.38284
2020-12-22,0.38284
2020-12-24,0.53598
2020-12-26,0.45941
2020-12-27,1.30168
2020-12-28,0.9954
2020-12-29,0.68912
2020-12-30,0.38284
2020-12-31,0.45941
2021-01-02,0.45941
2021-01-03,0.45941
2021-01-04,0.45941
2021-01-05,0.76569
2021-01-06,0.61255
2021-01-07,0.53598
2021-01-08,0.9954
2021-01-09,0.53598
2021-01-10,1.30168
2021-01-11,1.30168
2021-01-13,0.38284
2021-01-15,1.07197
2021-01-16,0.45941
2021-01-17,0.91883
2021-01-18,0.68912
2021-01-19,0.9954
2021-01-20,0.68912
2021-01-21,0.61255
2021-01-22,0.53598
2021-01-26,0.68912
2021-01-27,1.7611
2021-01-28,0.76569
2021-01-29,0.45941
2021-01-31,0.61255
2021-02-01,1.53139
2021-02-02,0.84226
2021-02-03,0.38284
2021-02-05,0.38284
2021-02-06,0.68912
2021-02-07,0.61255
2021-02-08,0.61255
2021-02-11,0.68912
2021-02-13,0.53598
2021-02-15,0.68912
2021-02-18,0.91883
2021-02-19,0.53598
2021-02-20,0.91883
2021-02-21,0.68912
2021-02-22,0.61255
2021-02-24,1.22511
2021-02-25,0.61255
2021-02-27,0.45941
2021-02-28,0.38284
2021-03-01,0.53598
2021-03-02,0.38284
2021-03-03,0.53598
2021-03-04,0.68912
2021-03-05,0.76569
2021-03-06,0.61255
2021-03-07,0.68912
2021-03-08,0.91883
2021-03-09,0.38284
2021-03-10,0.61255
2021-03-11,0.68912
2021-03-12,0.61255
2021-03-14,0.76569
2021-03-15,1.37825
2021-03-16,0.9954
2021-03-18,1.37825
2021-03-22,0.91883
2021-03-24,0.61255
2021-03-29,0.45941
2021-03-30,0.45941
2021-03-31,0.84226
2021-04-02,0.38284
2021-04-03,0.53598
2021-04-04,1.14854
2021-04-05,0.76569
2021-04-06,0.45941
2021-04-07,0.84226
2021-04-10,0.45941
2021-04-11,0.76569
2021-04-12,0.53598
2021-04-13,0.84226
2021-04-14,0.9954
2021-04-15,0.38284
2021-04-16,1.14854
2021-04-17,0.53598
2021-04-18,0.38284
2021-04-19,0.76569
2021-04-20,0.76569
2021-04-21,0.91883
2021-04-25,0.38284
2021-04-26,0.61255
2021-04-27,1.07197
2021-04-28,0.45941
2021-04-29,0.53598
2021-04-30,0.53598
2021-05-01,0.53598
2021-05-03,0.45941
2021-05-04,0.53598
2021-05-05,0.53598
2021-05-09,0.84226
2021-05-10,0.38284
2021-05-11,0.38284
2021-05-12,0.76569
2021-05-13,0.76569
2021-05-15,0.45941
2021-05-16,0.61255
2021-05-17,0.38284
2021-05-18,0.68912
2021-05-19,0.38284
2021-05-21,0.45941
2021-05-22,0.61255
2021-05-24,0.45941
2021-05-25,0.61255
2021-06-05,0.45941
2021-06-06,0.53598
2021-06-07,0.38284
2021-06-08,0.76569
2021-06-09,0.61255
2021-06-10,0.91883
2021-06-12,0.38284
2021-06-13,1.14854
2021-06-14,0.45941
2021-06-15,0.45941
2021-06-16,0.84226
2021-06-17,1.30168
2021-06-18,0.9954
2021-06-19,0.45941
2021-06-20,0.61255
2021-06-21,1.07197
2021-06-22,0.76569
2021-06-23,0.53598
2021-06-24,0.76569
2021-06-26,1.68453
2021-06-27,0.68912
2021-06-28,0.45941
2021-07-05,0.45941
2021-07-06,0.76569
2021-07-07,0.38284
2021-07-08,0.45941
2021-07-10,0.38284
2021-07-13,0.84226
2021-07-15,0.45941
2021-07-16,0.38284
2021-07-17,0.45941
2021-07-20,0.53598
2021-07-21,0.53598
2021-07-22,0.91883
2021-07-25,0.45941
2021-07-26,0.45941
2021-07-27,0.38284
2021-07-28,0.45941
2021-07-31,0.38284
2021-08-02,0.38284
2021-08-03,0.53598
2021-08-06,0.53598
2021-08-08,0.53598
2021-08-09,0.61255
2021-08-10,0.91883
2021-08-11,0.53598
2021-08-12,1.22511
2021-08-13,0.53598
2021-08-15,0.38284
2021-08-16,0.45941
2021-08-17,1.22511
2021-08-18,0.45941
2021-08-19,0.61255
2021-08-20,1.07197
2021-08-21,0.68912
2021-08-23,0.68912
2021-08-24,1.68453
2021-08-25,0.53598
2021-08-26,0.76569
2021-08-27,0.84226
2021-08-28,0.68912
2021-08-30,0.38284
2021-09-01,0.84226
2021-09-02,0.45941
2021-09-03,0.61255
2021-09-04,0.45941
2021-09-05,0.68912
2021-09-07,0.61255
2021-09-08,0.68912
2021-09-10,0.45941
2021-09-11,0.38284
2021-09-15,0.38284
2021-09-16,0.38284
2021-09-20,0.53598
2021-09-21,0.38284
2021-09-22,0.68912
2021-09-23,0.61255
2021-09-24,0.45941
2021-09-26,0.68912
2021-09-27,0.68912
2021-09-28,0.38284
2021-09-29,0.53598
2021-10-01,0.38284
2021-10-02,0.45941
2021-10-05,0.53598
2021-10-06,0.45941
2021-10-07,0.61255
2021-10-11,0.38284
2021-10-12,0.38284
2021-10-16,0.61255
2021-10-17,0.61255
2021-10-18,0.38284
2021-10-22,0.45941
2021-10-23,0.45941
2021-10-27,0.68912
2021-10-30,0.91883
2021-11-01,0.61255
2021-11-02,0.45941
2021-11-03,0.38284
2021-11-04,0.84226
2021-11-09,0.61255
2021-11-11,0.68912
2021-11-12,0.53598
2021-11-13,0.68912
2021-11-14,0.45941
2021-11-15,0.38284
2021-11-16,0.53598
2021-11-19,0.61255
2021-11-20,0.53598
2021-11-23,0.38284
2021-11-24,0.45941
2021-11-25,0.53598
2021-11-26,0.53598
2021-11-28,0.53598
2021-11-29,0.68912
2021-11-30,0.61255
2021-12-01,0.53598
2021-12-02,0.9954
2021-12-03,0.9954
2021-12-04,0.38284
2021-12-05,0.61255
2021-12-06,0.76569
2021-12-07,0.45941
2021-12-08,0.9954
2021-12-09,0.61255
2021-12-12,0.38284
2021-12-13,0.38284
2021-12-14,0.45941
2021-12-15,0.53598
2021-12-17,0.91883
2021-12-20,0.45941
