date,사업자대출한도
2020-03-20,21.45748
2020-03-21,20.64777
2020-03-22,16.59919
2020-03-23,34.81781
2020-03-24,29.95951
2020-03-25,36.43724
2020-03-26,32.38866
2020-03-27,26.31578
2020-03-28,12.95546
2020-03-29,14.57489
2020-03-30,28.34008
2020-03-31,22.67206
2020-04-01,24.69635
2020-04-02,23.48178
2020-04-03,17.00404
2020-04-04,10.93117
2020-04-05,13.36032
2020-04-06,28.34008
2020-04-07,25.10121
2020-04-08,22.2672
2020-04-09,21.86234
2020-04-10,21.05263
2020-04-11,15.78947
2020-04-12,9.31174
2020-04-13,26.72064
2020-04-14,24.69635
2020-04-15,14.17004
2020-04-16,29.95951
2020-04-17,16.19433
2020-04-18,17.4089
2020-04-19,12.95546
2020-04-20,29.14979
2020-04-21,23.88663
2020-04-22,27.53036
2020-04-23,23.07692
2020-04-24,11.33603
2020-04-25,12.95546
2020-04-26,19.02834
2020-04-27,26.31578
2020-04-28,21.05263
2020-04-29,29.55465
2020-04-30,18.21862
2020-05-01,12.95546
2020-05-02,14.17004
2020-05-03,14.17004
2020-05-04,23.07692
2020-05-05,17.4089
2020-05-06,32.38866
2020-05-07,26.31578
2020-05-08,17.81376
2020-05-09,11.74089
2020-05-10,13.76518
2020-05-11,22.67206
2020-05-12,19.83805
2020-05-13,26.31578
2020-05-14,23.48178
2020-05-15,10.52631
2020-05-16,11.33603
2020-05-17,15.78947
2020-05-18,19.43319
2020-05-19,19.83805
2020-05-20,22.67206
2020-05-21,20.64777
2020-05-22,21.86234
2020-05-23,11.33603
2020-05-24,16.19433
2020-05-25,23.88663
2020-05-26,27.1255
2020-05-27,23.48178
2020-05-28,24.29149
2020-05-29,17.4089
2020-05-30,17.00404
2020-05-31,14.17004
2020-06-01,19.02834
2020-06-02,20.24291
2020-06-03,16.19433
2020-06-04,22.2672
2020-06-05,12.5506
2020-06-06,12.95546
2020-06-07,15.38461
2020-06-08,31.17408
2020-06-09,24.29149
2020-06-10,13.76518
2020-06-11,23.88663
2020-06-12,24.29149
2020-06-13,13.36032
2020-06-14,15.38461
2020-06-15,20.24291
2020-06-16,20.64777
2020-06-17,25.50607
2020-06-18,25.91093
2020-06-19,14.97975
2020-06-20,11.33603
2020-06-21,12.5506
2020-06-22,23.88663
2020-06-23,24.69635
2020-06-24,29.14979
2020-06-25,21.05263
2020-06-26,18.62348
2020-06-27,16.59919
2020-06-28,11.33603
2020-06-29,20.24291
2020-06-30,23.48178
2020-07-01,25.10121
2020-07-02,23.88663
2020-07-03,16.59919
2020-07-04,14.97975
2020-07-05,19.83805
2020-07-06,29.14979
2020-07-07,25.50607
2020-07-08,27.53036
2020-07-09,31.57894
2020-07-10,24.29149
2020-07-11,14.97975
2020-07-12,12.14574
2020-07-13,21.86234
2020-07-14,21.45748
2020-07-15,25.10121
2020-07-16,23.48178
2020-07-17,23.48178
2020-07-18,11.33603
2020-07-19,13.36032
2020-07-20,29.95951
2020-07-21,31.9838
2020-07-22,32.79352
2020-07-23,26.31578
2020-07-24,27.1255
2020-07-25,12.5506
2020-07-26,10.93117
2020-07-27,27.53036
2020-07-28,23.07692
2020-07-29,22.67206
2020-07-30,19.02834
2020-07-31,19.83805
2020-08-01,11.33603
2020-08-02,15.78947
2020-08-03,23.88663
2020-08-04,17.00404
2020-08-05,21.45748
2020-08-06,25.50607
2020-08-07,14.57489
2020-08-08,8.90688
2020-08-09,9.31174
2020-08-10,16.19433
2020-08-11,27.93522
2020-08-12,21.86234
2020-08-13,18.62348
2020-08-14,20.24291
2020-08-15,8.50202
2020-08-16,8.09716
2020-08-17,18.21862
2020-08-18,23.88663
2020-08-19,20.24291
2020-08-20,20.24291
2020-08-21,17.4089
2020-08-22,12.5506
2020-08-23,10.12145
2020-08-24,16.59919
2020-08-25,16.19433
2020-08-26,22.2672
2020-08-27,13.76518
2020-08-28,21.05263
2020-08-29,7.6923
2020-08-30,8.09716
2020-08-31,27.1255
2020-09-01,15.38461
2020-09-02,19.02834
2020-09-03,17.4089
2020-09-04,21.05263
2020-09-05,8.09716
2020-09-06,11.74089
2020-09-07,21.45748
2020-09-08,23.88663
2020-09-09,17.00404
2020-09-10,16.59919
2020-09-11,20.24291
2020-09-12,13.36032
2020-09-13,7.28744
2020-09-14,17.81376
2020-09-15,16.59919
2020-09-16,19.02834
2020-09-17,18.62348
2020-09-18,12.5506
2020-09-19,12.14574
2020-09-20,10.12145
2020-09-21,24.69635
2020-09-22,15.38461
2020-09-23,12.95546
2020-09-24,16.59919
2020-09-25,14.97975
2020-09-26,5.66801
2020-09-27,11.33603
2020-09-28,17.81376
2020-09-29,14.97975
2020-09-30,8.09716
2020-10-01,6.07287
2020-10-02,9.71659
2020-10-03,8.90688
2020-10-04,12.14574
2020-10-05,28.34008
2020-10-06,22.67206
2020-10-07,19.02834
2020-10-08,19.02834
2020-10-09,14.97975
2020-10-10,13.36032
2020-10-11,11.74089
2020-10-12,27.93522
2020-10-13,23.07692
2020-10-14,20.64777
2020-10-15,21.05263
2020-10-16,13.76518
2020-10-17,10.12145
2020-10-18,9.71659
2020-10-19,23.48178
2020-10-20,19.83805
2020-10-21,22.2672
2020-10-22,25.50607
2020-10-23,13.36032
2020-10-24,9.71659
2020-10-25,14.17004
2020-10-26,27.93522
2020-10-27,20.24291
2020-10-28,25.10121
2020-10-29,21.86234
2020-10-30,10.93117
2020-10-31,15.78947
2020-11-01,12.5506
2020-11-02,20.24291
2020-11-03,26.72064
2020-11-04,20.24291
2020-11-05,23.48178
2020-11-06,20.24291
2020-11-07,11.33603
2020-11-08,9.31174
2020-11-09,24.69635
2020-11-10,22.67206
2020-11-11,19.02834
2020-11-12,21.05263
2020-11-13,17.00404
2020-11-14,10.93117
2020-11-15,12.5506
2020-11-16,20.64777
2020-11-17,23.48178
2020-11-18,19.83805
2020-11-19,23.07692
2020-11-20,13.36032
2020-11-21,11.74089
2020-11-22,15.38461
2020-11-23,24.69635
2020-11-24,21.86234
2020-11-25,23.07692
2020-11-26,20.24291
2020-11-27,20.24291
2020-11-28,15.78947
2020-11-29,12.95546
2020-11-30,21.05263
2020-12-01,27.93522
2020-12-02,20.64777
2020-12-03,17.4089
2020-12-04,15.38461
2020-12-05,11.33603
2020-12-06,15.78947
2020-12-07,16.19433
2020-12-08,17.00404
2020-12-09,24.69635
2020-12-10,23.88663
2020-12-11,17.00404
2020-12-12,11.74089
2020-12-13,12.95546
2020-12-14,31.57894
2020-12-15,14.17004
2020-12-16,17.00404
2020-12-17,20.24291
2020-12-18,21.86234
2020-12-19,8.50202
2020-12-20,10.52631
2020-12-21,20.64777
2020-12-22,20.24291
2020-12-23,17.4089
2020-12-24,13.76518
2020-12-25,8.90688
2020-12-26,14.57489
2020-12-27,15.38461
2020-12-28,28.74493
2020-12-29,22.67206
2020-12-30,18.21862
2020-12-31,13.76518
2021-01-01,12.95546
2021-01-02,10.93117
2021-01-03,10.93117
2021-01-04,25.50607
2021-01-05,17.4089
2021-01-06,21.86234
2021-01-07,19.02834
2021-01-08,14.57489
2021-01-09,12.5506
2021-01-10,18.21862
2021-01-11,31.57894
2021-01-12,24.29149
2021-01-13,22.67206
2021-01-14,27.93522
2021-01-15,26.31578
2021-01-16,17.00404
2021-01-17,21.45748
2021-01-18,32.38866
2021-01-19,28.34008
2021-01-20,29.14979
2021-01-21,27.93522
2021-01-22,22.67206
2021-01-23,19.02834
2021-01-24,21.05263
2021-01-25,35.62753
2021-01-26,30.76923
2021-01-27,30.76923
2021-01-28,23.07692
2021-01-29,20.24291
2021-01-30,15.38461
2021-01-31,25.10121
2021-02-01,30.76923
2021-02-02,21.86234
2021-02-03,27.1255
2021-02-04,25.50607
2021-02-05,19.83805
2021-02-06,13.36032
2021-02-07,19.02834
2021-02-08,28.34008
2021-02-09,25.10121
2021-02-10,15.78947
2021-02-11,10.12145
2021-02-12,12.5506
2021-02-13,10.12145
2021-02-14,22.67206
2021-02-15,19.43319
2021-02-16,25.10121
2021-02-17,19.43319
2021-02-18,20.64777
2021-02-19,23.88663
2021-02-20,12.5506
2021-02-21,14.97975
2021-02-22,27.93522
2021-02-23,26.31578
2021-02-24,21.05263
2021-02-25,21.86234
2021-02-26,16.19433
2021-02-27,18.62348
2021-02-28,9.31174
2021-03-01,15.38461
2021-03-02,28.74493
2021-03-03,26.72064
2021-03-04,23.88663
2021-03-05,21.86234
2021-03-06,10.12145
2021-03-07,15.78947
2021-03-08,25.10121
2021-03-09,28.74493
2021-03-10,21.86234
2021-03-11,27.1255
2021-03-12,24.69635
2021-03-13,18.21862
2021-03-14,11.33603
2021-03-15,25.50607
2021-03-16,27.1255
2021-03-17,27.53036
2021-03-18,17.4089
2021-03-19,17.81376
2021-03-20,16.19433
2021-03-21,11.33603
2021-03-22,21.05263
2021-03-23,20.64777
2021-03-24,29.95951
2021-03-25,19.02834
2021-03-26,15.38461
2021-03-27,9.71659
2021-03-28,11.33603
2021-03-29,21.86234
2021-03-30,21.05263
2021-03-31,21.86234
2021-04-01,26.31578
2021-04-02,18.62348
2021-04-03,9.71659
2021-04-04,11.74089
2021-04-05,28.34008
2021-04-06,21.45748
2021-04-07,15.38461
2021-04-08,25.91093
2021-04-09,16.59919
2021-04-10,12.14574
2021-04-11,12.14574
2021-04-12,19.83805
2021-04-13,14.57489
2021-04-14,26.31578
2021-04-15,19.43319
2021-04-16,21.05263
2021-04-17,13.36032
2021-04-18,16.19433
2021-04-19,27.93522
2021-04-20,31.57894
2021-04-21,22.67206
2021-04-22,24.69635
2021-04-23,24.69635
2021-04-24,14.57489
2021-04-25,11.74089
2021-04-26,30.36437
2021-04-27,26.72064
2021-04-28,25.50607
2021-04-29,25.91093
2021-04-30,14.57489
2021-05-01,9.71659
2021-05-02,10.93117
2021-05-03,27.1255
2021-05-04,24.69635
2021-05-05,12.95546
2021-05-06,23.07692
2021-05-07,18.21862
2021-05-08,13.76518
2021-05-09,16.59919
2021-05-10,21.45748
2021-05-11,29.95951
2021-05-12,25.10121
2021-05-13,32.79352
2021-05-14,25.50607
2021-05-15,17.81376
2021-05-16,26.31578
2021-05-17,41.29554
2021-05-18,28.34008
2021-05-19,17.81376
2021-05-20,30.36437
2021-05-21,19.02834
2021-05-22,13.76518
2021-05-23,16.59919
2021-05-24,34.41295
2021-05-25,31.17408
2021-05-26,24.29149
2021-05-27,24.69635
2021-05-28,21.05263
2021-05-29,10.52631
2021-05-30,20.24291
2021-05-31,36.03238
2021-06-01,34.81781
2021-06-02,29.55465
2021-06-03,22.67206
2021-06-04,27.93522
2021-06-05,18.21862
2021-06-06,16.19433
2021-06-07,33.60323
2021-06-08,23.07692
2021-06-09,24.29149
2021-06-10,29.55465
2021-06-11,31.57894
2021-06-12,14.97975
2021-06-13,26.31578
2021-06-14,35.22267
2021-06-15,36.43724
2021-06-16,32.38866
2021-06-17,36.8421
2021-06-18,37.24696
2021-06-19,19.02834
2021-06-20,27.1255
2021-06-21,36.03238
2021-06-22,27.1255
2021-06-23,25.91093
2021-06-24,23.88663
2021-06-25,25.10121
2021-06-26,18.62348
2021-06-27,21.45748
2021-06-28,31.17408
2021-06-29,29.55465
2021-06-30,25.50607
2021-07-01,21.45748
2021-07-02,22.67206
2021-07-03,15.78947
2021-07-04,17.81376
2021-07-05,41.29554
2021-07-06,24.29149
2021-07-07,23.07692
2021-07-08,20.24291
2021-07-09,19.83805
2021-07-10,15.78947
2021-07-11,14.17004
2021-07-12,26.31578
2021-07-13,23.07692
2021-07-14,21.45748
2021-07-15,24.69635
2021-07-16,23.48178
2021-07-17,12.5506
2021-07-18,19.02834
2021-07-19,17.00404
2021-07-20,25.10121
2021-07-21,17.00404
2021-07-22,27.1255
2021-07-23,29.95951
2021-07-24,11.74089
2021-07-25,19.83805
2021-07-26,26.72064
2021-07-27,23.88663
2021-07-28,22.2672
2021-07-29,26.31578
2021-07-30,18.21862
2021-07-31,17.00404
2021-08-01,10.93117
2021-08-02,23.48178
2021-08-03,23.07692
2021-08-04,27.93522
2021-08-05,19.43319
2021-08-06,19.83805
2021-08-07,19.83805
2021-08-08,17.4089
2021-08-09,27.53036
2021-08-10,27.93522
2021-08-11,32.79352
2021-08-12,29.14979
2021-08-13,23.88663
2021-08-14,14.17004
2021-08-15,11.74089
2021-08-16,23.07692
2021-08-17,32.79352
2021-08-18,22.67206
2021-08-19,20.64777
2021-08-20,25.91093
2021-08-21,19.83805
2021-08-22,17.4089
2021-08-23,33.60323
2021-08-24,26.72064
2021-08-25,18.21862
2021-08-26,29.55465
2021-08-27,27.1255
2021-08-28,19.02834
2021-08-29,17.81376
2021-08-30,37.24696
2021-08-31,29.95951
2021-09-01,23.48178
2021-09-02,23.88663
2021-09-03,19.83805
2021-09-04,19.43319
2021-09-05,14.17004
2021-09-06,28.74493
2021-09-07,20.64777
2021-09-08,21.05263
2021-09-09,23.07692
2021-09-10,22.2672
2021-09-11,15.78947
2021-09-12,19.43319
2021-09-13,27.93522
2021-09-14,28.74493
2021-09-15,29.14979
2021-09-16,29.55465
2021-09-17,25.91093
2021-09-18,16.59919
2021-09-19,17.81376
2021-09-20,14.17004
2021-09-21,19.02834
2021-09-22,20.64777
2021-09-23,36.03238
2021-09-24,28.34008
2021-09-25,27.93522
2021-09-26,24.69635
2021-09-27,39.27125
2021-09-28,39.27125
2021-09-29,34.41295
2021-09-30,35.22267
2021-10-01,31.17408
2021-10-02,25.50607
2021-10-03,25.50607
2021-10-04,25.91093
2021-10-05,39.67611
2021-10-06,43.72469
2021-10-07,35.62753
2021-10-08,21.45748
2021-10-09,16.59919
2021-10-10,16.19433
2021-10-11,23.07692
2021-10-12,32.38866
2021-10-13,21.86234
2021-10-14,23.07692
2021-10-15,22.67206
2021-10-16,17.4089
2021-10-17,17.81376
2021-10-18,24.69635
2021-10-19,30.36437
2021-10-20,20.24291
2021-10-21,14.57489
2021-10-22,21.05263
2021-10-23,18.21862
2021-10-24,16.19433
2021-10-25,31.57894
2021-10-26,46.5587
2021-10-27,28.34008
2021-10-28,24.29149
2021-10-29,28.34008
2021-10-30,31.57894
2021-10-31,26.72064
2021-11-01,29.95951
2021-11-02,23.07692
2021-11-03,29.14979
2021-11-04,20.64777
2021-11-05,19.43319
2021-11-06,13.76518
2021-11-07,8.09716
2021-11-08,23.07692
2021-11-09,22.67206
2021-11-10,19.83805
2021-11-11,25.91093
2021-11-12,32.79352
2021-11-13,16.19433
2021-11-14,23.48178
2021-11-15,25.50607
2021-11-16,26.31578
2021-11-17,33.19838
2021-11-18,27.53036
2021-11-19,21.86234
2021-11-20,10.12145
2021-11-21,18.21862
2021-11-22,26.72064
2021-11-23,23.48178
2021-11-24,32.79352
2021-11-25,16.59919
2021-11-26,15.38461
2021-11-27,11.33603
2021-11-28,12.5506
2021-11-29,23.48178
2021-11-30,24.69635
2021-12-01,26.31578
2021-12-02,25.91093
2021-12-03,25.91093
2021-12-04,16.59919
2021-12-05,19.02834
2021-12-06,35.62753
2021-12-07,29.14979
2021-12-08,33.19838
2021-12-09,33.60323
2021-12-10,19.02834
2021-12-11,15.38461
2021-12-12,20.64777
2021-12-13,24.29149
2021-12-14,24.29149
2021-12-15,32.38866
2021-12-16,23.88663
2021-12-17,28.34008
2021-12-18,10.12145
2021-12-19,13.76518
2021-12-20,25.91093
2021-12-21,25.10121
2021-12-22,22.2672
2021-12-23,18.62348
2021-12-24,16.19433
2021-12-25,7.6923
2021-12-26,10.93117
2021-12-27,28.34008
2021-12-28,22.67206
2021-12-29,28.74493
2021-12-30,25.10121
2021-12-31,21.05263
2022-01-01,10.93117
2022-01-02,21.05263
2022-01-03,36.8421
2022-01-04,31.9838
2022-01-05,24.29149
2022-01-06,26.31578
2022-01-07,24.29149
2022-01-08,20.24291
2022-01-09,25.50607
2022-01-10,23.48178
2022-01-11,29.95951
2022-01-12,26.31578
2022-01-13,24.29149
2022-01-14,28.34008
2022-01-15,23.48178
2022-01-16,14.57489
2022-01-17,32.38866
2022-01-18,37.24696
2022-01-19,32.79352
2022-01-20,31.57894
2022-01-21,22.2672
2022-01-22,19.02834
2022-01-23,25.10121
2022-01-24,40.48582
2022-01-25,29.14979
2022-01-26,28.34008
2022-01-27,28.34008
2022-01-28,27.1255
2022-01-29,12.5506
2022-01-30,11.74089
2022-01-31,12.95546
2022-02-01,13.36032
2022-02-02,20.64777
2022-02-03,30.76923
2022-02-04,20.24291
2022-02-05,22.2672
2022-02-06,27.53036
2022-02-07,33.19838
2022-02-08,29.14979
