date,오늘금시세
2020-03-20,51.18782
2020-03-21,25.19957
2020-03-22,18.48693
2020-03-23,36.54513
2020-03-24,37.14345
2020-03-25,38.1769
2020-03-26,34.6766
2020-03-27,29.38136
2020-03-28,18.10619
2020-03-29,13.56444
2020-03-30,27.0393
2020-03-31,26.82013
2020-04-01,25.87947
2020-04-02,25.36754
2020-04-03,24.46527
2020-04-04,15.70813
2020-04-05,12.26543
2020-04-06,26.99451
2020-04-07,29.00542
2020-04-08,30.66438
2020-04-09,27.40405
2020-04-10,31.86901
2020-04-11,18.80849
2020-04-12,23.65579
2020-04-13,39.5287
2020-04-14,42.61466
2020-04-15,24.82682
2020-04-16,36.69711
2020-04-17,40.62774
2020-04-18,22.61914
2020-04-19,15.68414
2020-04-20,30.99553
2020-04-21,34.74539
2020-04-22,35.17413
2020-04-23,35.77724
2020-04-24,38.1865
2020-04-25,21.85765
2020-04-26,17.88062
2020-04-27,41.25645
2020-04-28,34.659
2020-04-29,30.49
2020-04-30,19.89313
2020-05-01,20.38106
2020-05-02,16.92716
2020-05-03,14.28914
2020-05-04,27.17848
2020-05-05,17.95901
2020-05-06,29.93808
2020-05-07,24.66684
2020-05-08,23.13106
2020-05-09,16.09048
2020-05-10,11.84309
2020-05-11,25.25876
2020-05-12,23.31184
2020-05-13,22.2032
2020-05-14,23.16946
2020-05-15,24.38688
2020-05-16,15.63134
2020-05-17,12.41421
2020-05-18,32.74088
2020-05-19,32.85286
2020-05-20,28.32712
2020-05-21,26.53057
2020-05-22,23.85416
2020-05-23,14.66188
2020-05-24,11.86869
2020-05-25,23.40462
2020-05-26,22.71352
2020-05-27,21.08496
2020-05-28,21.62248
2020-05-29,19.52518
2020-05-30,11.85749
2020-05-31,10.15693
2020-06-01,20.55224
2020-06-02,19.71076
2020-06-03,20.29947
2020-06-04,19.92833
2020-06-05,18.43254
2020-06-06,12.05586
2020-06-07,9.87057
2020-06-08,20.89619
2020-06-09,20.93298
2020-06-10,20.89939
2020-06-11,19.56358
2020-06-12,20.73301
2020-06-13,12.62378
2020-06-14,10.00015
2020-06-15,22.12321
2020-06-16,21.32652
2020-06-17,20.31867
2020-06-18,18.95247
2020-06-19,17.66625
2020-06-20,11.33276
2020-06-21,8.52517
2020-06-22,24.58365
2020-06-23,23.80137
2020-06-24,20.72981
2020-06-25,21.33932
2020-06-26,18.47094
2020-06-27,11.90708
2020-06-28,9.28026
2020-06-29,19.22603
2020-06-30,18.86128
2020-07-01,22.74232
2020-07-02,21.19694
2020-07-03,18.78449
2020-07-04,10.93762
2020-07-05,10.46889
2020-07-06,23.05587
2020-07-07,20.36666
2020-07-08,22.1552
2020-07-09,24.15492
2020-07-10,20.87219
2020-07-11,13.06691
2020-07-12,10.73765
2020-07-13,27.30326
2020-07-14,37.80415
2020-07-15,31.79222
2020-07-16,28.80065
2020-07-17,27.37685
2020-07-18,16.27765
2020-07-19,12.4526
2020-07-20,25.82828
2020-07-21,25.36914
2020-07-22,33.58876
2020-07-23,37.96413
2020-07-24,40.68694
2020-07-25,40.53496
2020-07-26,21.23854
2020-07-27,52.65961
2020-07-28,68.49573
2020-07-29,74.14132
2020-07-30,53.13314
2020-07-31,45.53744
2020-08-01,28.98142
2020-08-02,20.27388
2020-08-03,37.82335
2020-08-04,35.47489
2020-08-05,69.02845
2020-08-06,51.95251
2020-08-07,49.08733
2020-08-08,29.73651
2020-08-09,20.96658
2020-08-10,44.4352
2020-08-11,42.84343
2020-08-12,100.0
2020-08-13,59.6634
2020-08-14,43.11379
2020-08-15,25.44113
2020-08-16,20.66262
2020-08-17,30.03407
2020-08-18,47.8507
2020-08-19,41.28685
2020-08-20,40.37978
2020-08-21,35.26852
2020-08-22,20.43225
2020-08-23,15.47137
2020-08-24,33.81113
2020-08-25,31.44347
2020-08-26,28.94143
2020-08-27,30.30763
2020-08-28,27.81199
2020-08-29,18.83248
2020-08-30,14.61389
2020-08-31,29.43416
2020-09-01,29.44535
2020-09-02,27.87918
2020-09-03,26.3514
2020-09-04,30.5044
2020-09-05,15.56575
2020-09-06,13.1405
2020-09-07,25.54032
2020-09-08,24.80602
2020-09-09,26.40739
2020-09-10,24.45727
2020-09-11,22.94229
2020-09-12,13.8588
2020-09-13,10.94242
2020-09-14,23.07987
2020-09-15,22.47356
2020-09-16,21.83685
2020-09-17,20.75701
2020-09-18,20.39226
2020-09-19,12.88934
2020-09-20,9.54902
2020-09-21,20.829
2020-09-22,22.08641
2020-09-23,22.8623
2020-09-24,26.47458
2020-09-25,23.91495
2020-09-26,13.48125
2020-09-27,10.65926
2020-09-28,21.39691
2020-09-29,18.63891
2020-09-30,10.25612
2020-10-01,11.03041
2020-10-02,11.55993
2020-10-03,11.63832
2020-10-04,10.31211
2020-10-05,21.74246
2020-10-06,20.59543
2020-10-07,20.30267
2020-10-08,19.60837
2020-10-09,12.79335
2020-10-10,11.53593
2020-10-11,9.18587
2020-10-12,20.98737
2020-10-13,18.61012
2020-10-14,18.93647
2020-10-15,18.56372
2020-10-16,17.13513
2020-10-17,10.63526
2020-10-18,8.72834
2020-10-19,18.61331
2020-10-20,18.007
2020-10-21,17.86302
2020-10-22,17.46948
2020-10-23,16.33524
2020-10-24,9.78899
2020-10-25,7.97325
2020-10-26,17.22951
2020-10-27,17.13513
2020-10-28,17.47588
2020-10-29,17.66465
2020-10-30,22.8767
2020-10-31,11.58393
2020-11-01,9.14908
2020-11-02,18.25497
2020-11-03,17.66785
2020-11-04,19.48839
2020-11-05,21.32972
2020-11-06,22.76792
2020-11-07,12.23183
2020-11-08,9.87857
2020-11-09,20.55384
2020-11-10,26.11623
2020-11-11,21.4769
2020-11-12,20.00831
2020-11-13,18.80689
2020-11-14,11.0496
2020-11-15,9.37624
2020-11-16,19.31081
2020-11-17,19.34441
2020-11-18,18.46774
2020-11-19,18.52213
2020-11-20,18.09499
2020-11-21,10.70085
2020-11-22,9.18907
2020-11-23,19.98592
2020-11-24,20.50584
2020-11-25,23.04308
2020-11-26,22.40157
2020-11-27,21.85445
2020-11-28,17.97021
2020-11-29,11.23998
2020-11-30,24.45407
2020-12-01,23.22385
2020-12-02,28.89823
2020-12-03,25.40754
2020-12-04,25.00919
2020-12-05,14.49871
2020-12-06,11.40475
2020-12-07,26.92252
2020-12-08,24.75323
2020-12-09,24.15652
2020-12-10,23.25105
2020-12-11,21.85605
2020-12-12,13.93239
2020-12-13,11.95507
2020-12-14,22.01922
2020-12-15,22.36957
2020-12-16,23.73578
2020-12-17,22.99828
2020-12-18,24.03173
2020-12-19,14.5387
2020-12-20,12.4366
2020-12-21,24.2957
2020-12-22,23.22225
2020-12-23,23.06707
2020-12-24,21.82245
2020-12-25,13.57724
2020-12-26,14.06197
2020-12-27,11.26397
2020-12-28,22.8895
2020-12-29,20.97777
2020-12-30,21.75846
2020-12-31,17.29031
2021-01-01,18.47413
2021-01-02,13.74522
2021-01-03,14.41552
2021-01-04,25.01239
2021-01-05,27.0553
2021-01-06,28.00716
2021-01-07,24.87321
2021-01-08,24.63165
2021-01-09,17.20392
2021-01-10,15.2618
2021-01-11,27.0569
2021-01-12,27.67761
2021-01-13,26.47298
2021-01-14,24.9644
2021-01-15,23.50701
2021-01-16,14.78507
2021-01-17,12.29582
2021-01-18,23.12626
2021-01-19,22.58394
2021-01-20,23.62699
2021-01-21,23.26544
2021-01-22,22.39357
2021-01-23,14.11636
2021-01-24,12.67977
2021-01-25,22.80951
2021-01-26,23.19026
2021-01-27,21.56649
2021-01-28,20.73301
2021-01-29,21.87045
2021-01-30,13.51325
2021-01-31,10.88483
2021-02-01,22.37437
2021-02-02,24.9788
2021-02-03,21.86245
2021-02-04,20.48664
2021-02-05,22.12321
2021-02-06,13.19969
2021-02-07,10.80484
2021-02-08,19.73475
2021-02-09,19.14764
2021-02-10,17.3527
2021-02-11,9.40824
2021-02-12,9.50103
2021-02-13,10.42089
2021-02-14,11.28957
2021-02-15,22.73272
2021-02-16,21.89444
2021-02-17,23.35183
2021-02-18,23.28624
2021-02-19,44.3952
2021-02-20,20.44825
2021-02-21,15.2538
2021-02-22,25.62351
2021-02-23,27.12569
2021-02-24,24.41888
2021-02-25,22.70233
2021-02-26,21.88964
2021-02-27,14.87625
2021-02-28,12.61578
2021-03-01,13.73402
2021-03-02,24.87961
2021-03-03,28.4535
2021-03-04,29.63893
2021-03-05,27.39925
2021-03-06,17.21032
2021-03-07,13.70042
2021-03-08,25.97545
2021-03-09,25.28435
2021-03-10,25.73709
2021-03-11,32.28175
2021-03-12,24.66364
2021-03-13,15.04263
2021-03-14,14.5787
2021-03-15,23.30544
2021-03-16,22.75032
2021-03-17,22.27199
2021-03-18,22.79831
2021-03-19,20.16989
2021-03-20,13.11651
2021-03-21,10.01135
2021-03-22,20.41626
2021-03-23,19.4132
2021-03-24,19.35881
2021-03-25,19.80034
2021-03-26,17.54467
2021-03-27,11.43995
2021-03-28,9.57462
2021-03-29,18.55092
2021-03-30,18.87408
2021-03-31,21.07696
2021-04-01,19.76515
2021-04-02,24.06853
2021-04-03,12.86694
2021-04-04,9.61781
2021-04-05,19.23243
2021-04-06,18.14938
2021-04-07,18.58612
2021-04-08,17.80703
2021-04-09,17.999
2021-04-10,11.58233
2021-04-11,10.11374
2021-04-12,18.38935
2021-04-13,17.77344
2021-04-14,18.34775
2021-04-15,19.56678
2021-04-16,18.023
2021-04-17,11.82549
2021-04-18,9.05469
2021-04-19,18.53973
2021-04-20,18.67571
2021-04-21,19.20363
2021-04-22,18.93967
2021-04-23,19.30442
2021-04-24,11.36956
2021-04-25,8.45638
2021-04-26,18.25817
2021-04-27,17.17352
2021-04-28,17.59586
2021-04-29,15.66654
2021-04-30,14.76587
2021-05-01,9.86577
2021-05-02,7.66609
2021-05-03,15.81852
2021-05-04,16.56241
2021-05-05,11.22558
2021-05-06,17.07914
2021-05-07,17.25831
2021-05-08,11.53433
2021-05-09,9.38904
2021-05-10,18.92527
2021-05-11,19.01806
2021-05-12,19.62917
2021-05-13,20.47545
2021-05-14,18.21177
2021-05-15,11.0816
2021-05-16,9.29946
2021-05-17,22.61754
2021-05-18,21.89604
2021-05-19,24.36609
2021-05-20,29.8277
2021-05-21,25.21396
2021-05-22,14.70188
2021-05-23,11.83509
2021-05-24,28.21353
2021-05-25,23.81257
2021-05-26,23.89095
2021-05-27,25.45233
2021-05-28,22.8783
2021-05-29,13.23329
2021-05-30,10.41769
2021-05-31,22.16
2021-06-01,22.2192
2021-06-02,21.81765
2021-06-03,22.26559
2021-06-04,20.16509
2021-06-05,11.68471
2021-06-06,9.97296
2021-06-07,19.4148
2021-06-08,18.98126
2021-06-09,18.32056
2021-06-10,17.59906
2021-06-11,17.28871
2021-06-12,10.90243
2021-06-13,8.53797
2021-06-14,17.58626
2021-06-15,17.54307
